🔴 Przed jamnikiem uderz czołem, jamnik górą chociaż dołem | LIVE #2
🔗 https://www.youtube.com/watch?v=n62fW7lX9yc

1:  Witajcie serdecznie na drugim livestreamie w trybie Q&A.
13325:  Tak się tylko pytałem, czy pojawi się osobny kanał na te materiały, częstotliwość jest rozumiana, niestety YouTube nie posiada featureka z subskrybowaniem wybranej playlisty.
13332:  To jest prawda.
13335:  Może...
13336:  Chociaż mam wrażenie, że te livestreamy sprawiają, że dużo ludzi, którzy jest zainteresowany jakąś grą, może się zainteresować jakimś materiałem i jest dlatego nie rozdzielałem tego.
13346:  Pamiętajcie, że ja nie jestem zawodowym youtuberem i prowadzenie sześciu kanałów to nie jest coś, co jest możliwe na mojego czasu.
13355:  Czy uważa Wam jakiegoś osobnego programu do obróbki dźwięku?
13358:  Adobe Audition, aczkolwiek to, co w tej chwili słyszycie, to jest dźwięk obrobiony przez filtry, które mam i plug-iny do OBS-a i moim zdaniem jest w porządku.
13368:  Czy zdarzyło mi się, pyta Monika, że przez polonistkę nabawiłem się przez pewien czas wstrętu książkowego?
13374:  Zdarzyło mi się to przez polonistę.
13376:  Nie przez polonistkę, ponieważ miałem to szczęście, że zostałem w domu rodzinnym, gdzie kochało się literaturę.
13382:  I dziadkowie, i rodzice.
13384:  Zawsze byłem otoczony przez książki.
13387:  Spałem w takim małym pokoju i mieliśmy takie małe mieszkanie, to wokół mnie były regały.
13393:  Ja byłem małym pyrtkiem, to wyciągałem książkę i się nie znałem, co to jest.
13398:  Nawet nie umiałem jeszcze czytać.
13399:  Więc na szczęście ja miałem tak, że byłem w kontrze od samego początku z danym polonistów w szkole, ja znałem lepsze rzeczy.
13407:  Raffio, dzięki za trybut, czy grałem w Nier Automata?
13410:  Zagram.
13411:  Co sądzę o grach, które przepakowują filozofię w formę interaktywną, Talos Principle chociażby, bardzo to cenię i uważam, że jest to jeden z lepszych sposobów transmitowania wątków filozoficznych dla ludzi, zwłaszcza, którzy by się filozofią nie zainteresowali w pierwszej kolejności.
13426:  Widzieliśmy, za co płacimy w lekcjach TVPO i nawet mi nie przypominacie.
13430:  Jak pogłębiać wiedzę na studiach?
13431:  To jest ciekawe pytanie, mi nie uciekło.
13433:  Prócz pisania do profesorów, jak wspomniałeś, jak to było u mnie i off-topowo, cieszę się, że inspiruję i cieszę się, że czekasz na każdy nowy odcinek.
13444:  przeczytałbym coś, jakąś książkę naukową, dlatego że się zainteresowałem jakimś tematem i od razu powiem, że jest mocno niepopularna.
13451:  Zrobimy to od razu po angielsku.
13453:  Bo angielska szkoła pisania tekstów naukowych jest inna niż polska.
13455:  Tam się pisze dla ludzi.
13456:  U nas zniechęca się do tego systemowo.
13459:  To nie jest tak, że ja piszę trudnym językiem, dlatego że chcę.
13462:  To jest dlatego, że inaczej by nie traktowano mnie poważniej.
13465:  To jest bardzo smutne.
13467:  zwłaszcza biorąc pod uwagę to, czym ja się zajmuję.
13469:  Więc zainteresujcie się tym w ten sposób, a jak nie, to takie kanały, na przykład jak Veritasium na YouTubie czy Kurzgesagt, one też potrafią, zwłaszcza w dziedzinie ścisłej, zainteresować nas i dać nam taką zdrową dawkę inspiracji.
13484:  Więc w moim przypadku było to głównie czytanie tego, co ja chcę, bo wiecie, interesowałem się fantastyką grami wideo.
13490:  W czasach, w których ja się tym zainteresowałem, nie było w Polsce żadnych źródeł na ten temat.
13494:  Więc zacząłem czytać zagraniczne i to mi otworzyło oczy, zaraz, można inaczej.
13499:  I stwierdziłem, dobra, ja też tak chcę.
13501:  Tak się złożyło, że jak ja już zacząłem o tym pisać, to moje pokolenie też włączyło się w to, też niektórzy, starsze pokolenie, wtedy 40-latków, teraz 50-latków, też niektórzy z nich się tym zainteresowali i zaczął się efekt kuli śnieżnej.
13517:  Kocham cię, Lilith Radkaraka.
13518:  Nie czytałem niestety, ale to dobrze wiedzieć.
13524:  Dobrze wiedzieć.
13526:  Słyszałem wypowiedzi o naukach zdalnych.
13529:  Czy możesz powiedzieć coś o zdalnych zajęciach, jeśli chodzi o kierunki artystyczne?
13531:  Prosta sprawa.
13532:  Da się je zrobić tylko wtedy, kiedy mamy grafikę cyfrową.
13535:  Więc jeżeli ktoś robi na kierunku malarskim, to uczcie technik malarstwa olejnego w Photoshopie.
13544:  A jak nie umiecie, może czas zacząć szukać nowej pracy?
13549:  Mówię do wykładowców uczelni artystycznych.
13553:  Dwa lata studiów wytworzyły we mnie opinie o tym.
13555:  Okej, Violet, mam nadzieję, że odpowiedziałem na twoje pytanie.
13559:  Jaki mam stosunek do serii Assassin's Creed?
13561:  Fanowski i bardzo nostalgiczny.
13563:  Lubię.
13564:  Kiedy Discord?
13566:  Zapytanie, kiedy Discord?
13567:  Link masz w opisie, tam jest ponad tysiąc ludzi.
13570:  Holistyczna agencja eskapistyczna.
13575:  zjeżdżam znowu na dół.
13576:  Tak grałem te Talos Principles.
13578:  U nas w liceum rozmowy z nauczycielem trzeba było zaczynać od Panie Profesorze.
13581:  Tak, tak, u mnie też, bardzo to zabawne.
13584:  A propos magisterki, jedyną nauczycielką przy Maxim, która każe się tytułować pre-profesor, to Pani od Niemca na pierwszej lekcji, jaką z nią miałem, podkreśliła, że jest magistrem.
13592:  Wiecie, że ja nigdy nikogo nie upomniałem, żeby powiedział mi per doktor?
13595:  Chyba, że satyrycznie.
13597:  Czytałem coś z serii Ekspans.
13599:  Ekspans jest w planach.
13602:  Czy warto aspirować do studiów zagranicznych?
13605:  Nie.
13605:  Nigdy.
13606:  Warto się zainteresować nimi wtedy tylko, kiedy, powtórzę to jeszcze raz, nie masz czegoś podobnego w ofercie polskiej, albo praca, która jest twoją wymarzoną, wymaga jakichś studiów.
13616:  Video serial The Suits i wymóg ukończenia Harvarda.
13620:  Z tym trudno dyskutować.
13621:  Książki naukowe pisane po polsku to straszny syf, mówisz Ludwik Giacomo i muszę się z nim ze smutkiem zgodzić.
13626:  No tak niestety po prostu jest.
13628:  Czy gdzieś w Polsce jest stosowna magisterka ze storytellingu, RPGów, światotworzenia, gier fabularnych czy po prostu gier?
13632:  Dziękuję z góry.
13633:  Einar, zapisz się do szkoły letniej w Wilii Decjusza.
13636:  Nie ma co wybierać żadnych studiów, nikt cię tego nie nauczy, nawet na sztuce pisania uś nie będziesz mieć tak dużo zajęć na ten temat.
13644:  Ja prowadzę jeden mały przedmiot na Wydziale Humanistycznym, ale to wciąż za mało, żeby powiedzieć o tym, że tak, że studia magisterskie z tego.
13651:  Nie, wybierz kurs raczej.
13653:  Czy twoim zdaniem studenty nauk technicznych odnalazły się po czasie na studiach humanistycznych?
13657:  Tak, oczywiście.
13657:  Powiedziałbym nawet, że bardziej by się odnalazł niż taki stereotypowy humanista, który nie umie matematyki.
13663:  Większość fanów fantastyki swego drogu rekrutuje się z kierunków technicznych.
13666:  Nic dziwnego.
13668:  O, Jarasznikos, Jarasznikos, dobrze czytam, tak, wrócił do wypalonej galaktyki i kończy trzeci tom.
13676:  Uradowanie jest konieczne, odpowiem, jak stripsowie zwykli.
13681:  Grzegorz pisze, cześć Grzegorz, po moich doświadczeniach z doktoratem wiem, że systemowo zniechęcę się do pisania ludzi.
13688:  Aha, dla pisania dla ludzi.
13689:  Dodatkowo miałem tego peka, że u mnie weszły jeszcze kwestie martyrologiczne.
13692:  Long story short, chciałem pisać obiektywnie o społeczności rosyjskiej w jednej z gubelni, a wykładowcy byli wściekli, że nie chciałem pisać o nich jako okupanta.
13699:  Znowu, zawsze powtarzam, że profesor, który nie rozumie jednej podstawowej rzeczy, że nauka polega na tym, że tworzymy na barkach kolosów, ludzi olbrzymich, którzy przyszli przed nami, nie jest naukowcem, nie zasługuje na tę miano.
13713:  Rolą profesora, który prowadzi seminarium dyplomowe, jest dać wszystko, co on ma.
13717:  Ja na przykład na swoim seminarium daję całą literaturę, dostęp do całej mojej biblioteki na OneDrive.
13724:  Wszystkie PDF-y, które przez ostatnie 15 lat pracy znalazłem, wliczając w to dwuletni okres przygotowywania do olimpiady, wszystko daję studentom.
13734:  Dlaczego?
13735:  Dlatego, że ja z tego wyciągnąłem różne rzeczy, ale oni mogą coś innego.
13740:  I na tym polega budowanie na barkach kogoś, kto przyszedł przed nami.
13744:  Nie rozumiem ludzi, którzy tak nie robią.
13745:  Chciałbym kiedyś spróbować porozmawiać na streamie z Ryszardem Chojnowskim.
13749:  Och, bardzo!
13751:  Uwielbiam Grysława.
13752:  Słucham go od dawna i w formie podcastowej, i w formie filmowej.
13757:  Czy robienie tłumaczeń fantastyki z mniejszych języków ma sens?
13760:  Głęboki, Moniko, zwłaszcza, że fantastyka jest bardzo anglocentryczna i umyka nam sporo różnych fantastycznych rzeczy, jak na przykład, nie wiem, południowoafrykańska fantastyka, Nnediokorafor jest dobrym tego przykładem, więc chorwackiej fantastyki w ogóle nie ma praktycznie, japońskiej jest bardzo niewiele, bo dominuje w mangach, koreańska dominuje w manchwach i tych powieści ściśle jest mało.
13788:  Co uważam o syndromie smerfetki w kulturze, spytał Mr. Liberty.
13793:  Nie wiem, co to jest syndrom smerfetki.
13795:  Jestem strasznym hejonistą.
13797:  O, pozdrowienia.
13799:  Pisze Simon Mack.
13800:  Idę na studia, jestem w zasadzie po pięciu miesiącach wakacji, mam jeszcze miesiąc, tak mi się nudzi, że zacząłem czytać Tajemnice Czarnych Barunów.
13805:  Bardzo dobrze.
13808:  Ilu studentów zwraca się per artyn magusie?
13810:  Na streamach wszyscy, natomiast na zajęciach mam taką zasadę, że każdy zwraca się tak, jak chce, bo...
13818:  Też, wiecie co, przekonałem się wiele razy, że błędem jest i polemizuję z moimi kolegami, którzy tak robią.
13827:  Mówienie studentom na początku, o, mówcie mi perty.
13829:  Nie, niektórzy się czują z tym niekomfortowo, więc ja po prostu nie mówię, jak się należy do mnie zwracać i tyle.
13835:  Dziękuję Wolfnarowi za trybut, a Piodarkowi17 za dołączenie do grona trybutariuszy.
13843:  Czytam Wolfnara.
13845:  Udało mi się jeszcze złapać o tej godzinie trybut i wlecieć za wyrwaniem jest lista erackiego ściskodupstka i zwrócenie uwagi na zapomniane tematy.
13851:  Cieszę się ogromnie.
13855:  W większości uczelni nie jest leczenia się gimnastykować, żeby otrzymać materiał od wykładowców, pisze Adam Bieszk.
13859:  Łatwiej jest zdobyć materiał od starszych kolegów.
13861:  Uważam, że jest to śmieszne, bo jeżeli ktoś się boi plagiatu, to znaczy, że jego badania naukowe spoczywają na bardzo kruchych fundamentach.
13871:  W liceum mieliśmy tylko dwie polonistki, pisze Nadia, mierno odetrzczące Mickiewicza swoją nieporadność maskujące liczbę zadawanych prac.
13877:  No tak, typowe.
13879:  Jestem w klasie maturalnej, pisze Stefan Gowalski.
13881:  Moja nauczycielka, przynajmniej od rozszerzonego historii, na pierwszych dwóch latach lekcjach tłumaczyła mojej grupie, że jesteśmy debilami i nie powinniśmy podchodzić do matury z historii, żeby... O, nie zaniżać jej statystyk.
13890:  Aaa, tak, tak, oczywiście.
13893:  Znane są przypadki niedopuszczania przez elitarne licea uczniów do matury, żeby statystyki i perspektyw się nie zaniżyły.
13907:  co sądzę o kanale Wojna Idei i jego posługiwaniu się przykładami z popkultury do pobierania własnych testów.
13912:  Lubię posługiwanie się przykładami z popkultury, chociaż czasem muszę powiedzieć, że miałbym duże zastrzeżenia metodologiczne.
13917:  Jest na przykład taki jeden materiał na temat cancel culture, który posługuje się przykładami z nagrań z uniwersytetów amerykańskich i takim dowodem anegdotycznym, bo tylko zamiast o amerykańscy naukowcy są o amerykańscy komuniści na kampusach.
13932:  To może powiedzieć tylko ktoś, kto nie był pięciu minut na amerykańskim kampusie.
13936:  Więc fajnie, cieszę się, że właśnie są tam te elementy popkultury, nie zawsze się muszę zgadzać metodologicznie, ale to byłoby niepokojące, gdyby się z kimkolwiek zgadzał, umówmy się.
13947:  What we do in the shadows, afera, bardzo dobry wybór.
13952:  Dziękuję za miłego streama, będziemy zresztą za moment ci kończyć.
13956:  Jak wyszliwować zdolności posługiwania się angielszczyzną, żeby mówić, czytać i pisać płynnie, bez krępacji?
13961:  Dominiku, proszę, nie krępuj się tym, że mówisz po angielsku.
13965:  Tak, a nie inaczej, okej.
13968:  Byłem na wielu uniwersytetach, poczynając od Kanady przez wspomniany Oxford, skończywszy na uniwersytetach europejskich, naprawdę innych, europejskich, kontynentalnych, od Pragi po francuskie, naprawdę dużo tego było.
13986:  I wielu ludzi mówiło po angielsku.
13987:  Wiesz, ile ludzi mi zwróciło uwagę, czy mówię tak albo nie inaczej?
13991:  Nikt.
13991:  Nikt.
13992:  Brytyjczycy nawet mi nie zwracali uwagi, mimo że oni naprawdę gatekeepują.
13996:  Tylko Polacy zawsze zwracają uwagę, no to twoja wymowa jest zła.
14001:  Bo my jesteśmy tak zakompleksieni, że nawet sobie sami zwracamy uwagę, a nie zdajemy sobie sprawy z tego, że dla większości Anglosasów akcent słowiański brzmi albo seksownie, albo egzotycznie i fajnie.
14014:  Więc nie przejmuj się akcenta.
14016:  A co robić, żeby mówić?
14018:  Podam swoje protipy.
14019:  U mnie zwykle ten telewizor, znaczy ekran, bo ja nie mam telewizji, tam jest tylko YouTube, chodzi non-stop.
14026:  Słucham podcastów, słucham sobie Lou Later na przykład o technologii, słucham sobie Marcusa Brownlee, czyli MKBHD.
14037:  Cały czas coś jest.
14039:  Słucham podcastów na Spotify.
14040:  Jeżeli mogę, audiobooki po angielsku.
14042:  Osłuchuję się, krótko mówiąc, z akcentami różnymi i z tym, jak mówić.
14046:  Jak usłyszę jakieś słowo, którego nie znam, szybko sobie sprawdzam.
14050:  Tak to działa.
14052:  Mi polonistka pisze, Kawi zniszczyła psychikę już w podstawówce, gdy musieliśmy czytać na głos wierszyki z podręcznika, ale dostawałem zjebę przy każdym zająknięciu.
14060:  Okazało się, że jestem dyslektykiem.
14062:  Widzicie, ja z kolei dostawałem zjebę za to, że jak robiłem zadania z matematyki, to nie rozumiałem tego, że ja rozumiałem wszystko, jak należy rozwiązać zadanie, wiedziałem, jak to zrobić, miałem dobry wynik, ale bardzo często myliłem cyferki.
14076:  Potem się okazało, że mam dyskalkulię.
14079:  No i co?
14080:  Hahaha, ale wtedy byłem debile naturalnie.
14083:  Chcę iść na studia, ale nie jestem językowcem i angielski pomimo starań idzie mi średnio, a dużo literatury przydatnej na studia jest po angielsku i mam kłopoty ze zrozumieniem.
14090:  No niestety to jest problem ze studiami, że musisz się przezwyciężyć.
14095:  Ja pamiętam moment, w którym się przezwyciężyłem do czytania po angielsku tekstów naukowych.
14099:  To nie było na pierwszym roku studiów, a pamiętajcie, że ja byłem ostro przygotowany do kariery naukowej już od liceum.
14106:  I pamiętam nawet, że siedziałem w kawiarni i czytałem tekst, który musiałem przeczytać mozolnie, słowo po słowie.
14113:  Wiecie, ile czytałem ten artykuł?
14115:  Miał 15 stron, czytałem go 3,5 godziny ze słownikiem.
14119:  A potem nauczyłem się, że tekstów naukowych nie należy czytać linijka po linijce, tylko czyta się wstęp, zakończenie i parę tez w środku.
14127:  Wtedy jest łatwiej.
14131:  Nie dał rady się załapać na większość live'a.
14133:  Nie martw się, będzie zapis.
14135:  I cieszę się, że wróciłeś do czytania.
14140:  Żaden Brytyjczyk mnie nie gatekeepował.
14141:  No proszę, Marta też ma takie doświadczenie.
14144:  Jakie sposoby radzenia sobie ze stresem?
14146:  Myślałem, że nie znam matury przez to i przez trudno dostałem ataku paniki.
14149:  Julio, ja zawsze mam coś stresującego, to robię jedną rzecz.
14154:  Na dzień przed wszystko rzucam.
14156:  Idę na spacer.
14157:  Idę na siłownię, idę, nie wiem, pooglądać sobie jamniki albo odpalam sobie Netflixa.
