🔴 Studzimy nasz zapał, dmuchając na zimne | LIVE #14
🔗 https://www.youtube.com/watch?v=WL6pr7S-N1I

90:  Dziękujemy.
13701:  Są pewne sceny, które nawet nie trzeba ich pokazywać, żeby wszyscy je zobaczyli, słysząc te piękne słowa, moi drodzy.
13714:  Archiwum Burzowego Świata czy Zmgły Zrodzony Sandersona?
13716:  Na początek moim zdaniem Zmgły Zrodzony bardziej.
13719:  Wydaje mi się, że to jest lepszy wstęp do Sandersona niż Archiwum Burzowego Świata.
13728:  Czy należy mówić o kanibalizmie w kontekście tego, że elfy mogą zjadać ludzi?
13731:  Myślę, że nie.
13733:  Nie myślałem o tym, ale faktycznie, chyba tak.
13735:  Jeżeli to sobie zdefiniujemy nie tyle jako jedzenie ludzi, ile jako jedzenie ludzi, znaczy istot tego samego gatunku, to wiecie, to jest ten problem z antropocentryzmem języka, że jesteśmy przystosowani do tego, żeby myśleć, że skrzywdzenie człowieka jest najgorszą rzeczą w kulturze, gdy tymczasem skrzywdzenie każdej żywej istoty jest równie złe.
13756:  Ale nasz antropocentrum sprawia, że jeżeli mieliby się dokonać wyboru, którego się nie powinno dokonywać, nawet w ćwiczeniach etycznych, ale still, no to 9,9 w okresie przypadkach na 10 poświęci się zwierzę, a nie człowieka.
13774:  Julka pisze, że myślała, że autentycznie mróz był czytany.
13776:  Ja mroza czytałem tylko jedną powieść, to znaczy chór zapomnianych głosów.
13780:  To jest jedyna powieść w science fiction Remigiusza Mroza.
13786:  Jak nazywa się mak panujący nad czasem?
13788:  Tempomat?
13789:  Czasodziej!
13792:  Mój pomysł, żeby nie było.
13794:  Wymyśliłem sam to słowo.
13795:  Razem ze swoim kumplem kiedyś, który pisał razem ze mną opowiadania.
13799:  Napisaliśmy opowiadania o czasodzieju, ale ja wymyśliłem to słowo.
13804:  Byłem bardzo z niego dumny.
13806:  Jak czarodziej, tylko panujący nad czasem.
13813:  Czasownik tudzież.
13814:  Tak.
13815:  Tak.
13818:  Tak myślę, myślę i nie umiem wymyśleć, kiedy magia Ziemi działa inaczej niż poruszanie kamieniami.
13822:  Jakiś pomysł, jak uczynić magię Ziemi ciekawszą?
13824:  No w awatarze to masz i w legendzie Kory, to znaczy w którymś momencie bardzo zaawansowany mag Ziemi jest w stanie panować nad tektoniką.
13832:  Jeżeli chcecie powieść dobrą, ambitną, która porusza ten wątek,
13838:  to nie mogę jej znaleźć na półce, ale jest to często przeze mnie przywoływana piąta pora roku.
13843:  Tam macie panowanie nad tektoniką też świetnie ogarnięte językowo.
13847:  Propsy dla tłumacza, czyli Jakuba Małeckiego, jako sejszenie od sejsmiki.
13854:  Więc sejszyć to wpływać na tektonikę, wpływać na fale sejsmiczne.
13858:  Znakomity pomysł, więc myślę, że to jest, ale to naprawdę jest potęga, tak już mówiąc zupełnie serio.
13864:  Jeżeli Mak Ziemi byłby w stanie zapanować nad tektoniką, no to największa kula ognia przeciwko temu nic nie da.
13872:  Żabcia chciałaby polecić świetne chińskie fantasy w formie anime.
13875:  Mo Dao, cóż, nie mam pojęcia, jak się to czyta.
13877:  Serial nazywa się The Untamed i jest na Netflixie.
13880:  O!
13881:  A to bardzo dobrze, bo dawno nie miałem żadnego Netflixowego anime,
13887:  na warsztacie, a drażni mnie to, że Crunchyroll wciąż nie ma apki.
13891:  Czy możemy coś zrobić jako fanbom, jako odbiorcy, żeby Crunchyroll miał apkę na telewizory Tizen, w sensie w systemie Tizen, czyli Samsungi?
13899:  Zakładam, że sporo ludzi może mieć telewizory Samsunga.
13902:  Wkurza mnie to strasznie.
13903:  O, czasodziej jako chronomanta też jest super.
13906:  Absolutnie.
13909:  Napisz swój własny słownik.
13910:  Zaczynam pisać swój własny słownik.
13912:  Ostatnio nawet czytałem pierwszą definicję.
13914:  Borowego.
13918:  Cornelia z WITCH?
13919:  Nie pamiętam, jaki był system w WITCH.
13922:  Zbyt dawno temu oglądałem WITCH.
13924:  Dobranoc, Agnieszko, dobranoc.
13926:  Będziemy powolutku kończyć, bo zwykle te nasze live'y niedzielne z Q&A'owe są czterogodzinne.
13932:  Przekieruję Was pewnie do awizawki, jak zawsze, ale jeszcze mam jakieś 10 minutek spokojnie.
13938:  Magia lawy to jest dopiero piękna odmiana do magii ziemi.
13940:  No i właśnie w Avatarze Legendzie Kory jest to poruszone, że magowie Ziemi awansują do takiego poziomu.
13946:  I z tego, co pamiętam, jeszcze niektórzy mogą panować nad żelazem czy coś takiego.
13952:  Wszystko zależy od tego, jak sobie zdefiniujemy Ziemię, prawda?
13956:  Czy będzie grany Skyrim?
13959:  Bardzo bym chciał zagrać kiedyś Skyrim, ale musiałem go mocno zmodować, a samo zresearchowanie, jakich modów potrzebuje i sprawdzenie ich stabilności, to jest temat na pracę doktorską.
13970:  Echa z otchłani, to jest kontynuacja chóru Zapomniane Głosy.
13973:  Nie wiedziałem, że to miało kontynuację, ale numer.
13976:  A,ście mnie zdziwili.
13979:  O, teraz ludzie będą pytać mnie o kolejne części bestiariusza polackiego.
13983:  Ja wiedziałem, że to się tak skończy.
13984:  Ja wiedziałem, że to się tak skończy.
13986:  Zawsze się to tak kończy.
13987:  A w ogóle ciekawy jestem, zadam pytanie, zresztą zobaczę, ile teraz jest, czy warto tutaj zadać to pytanie, czy sobie zadamy to pytanie w karcie społeczności.
13997:  Jest was sporo, więc zadam to pytanie tutaj.
14000:  Miejcie jakąś rekompensatę tego, że tak długo wytrzymaliście.
14003:  To znaczy zadam wam pytanie,
14005:  Czy chcecie, żebyśmy zagrali taką grę, przy której będziemy mogli bardzo dużo mówić?
14015:  Westanny Parable mianowicie, ale deluxe, ta najnowsza.
14022:  No i mamy proste tak i nie.
14028:  Zobaczymy sobie, jeżeli będzie na tak, to sobie zrobimy w którymś momencie taki special, że będziemy grać w Stanleya.
14034:  A ja wam zrobię wokół tego taki mini popularno-naukowy wykład dotyczący... Bo zawsze, bo mówiłem, że zrobię, tak?
14042:  Wiele razy, ale nigdy nie zrobiłem, więc chciałbym wam kiedyś wreszcie zrobić taki mini wykład groznawczy i wtedy zrobimy sobie dwie pieczenie na jednym ogniu albo ubijemy dwa ptaki z jednym kamieniem.
14053:  I w ten sposób, przy miłych okolicznościach przyrody i przy okazji naprawdę dobrej wersji Deluxe Stanleya, poopowiadamy sobie o fabule w grach wideo.
14063:  Będzie zabawnie.
14066:  Aśku pisze, że jest w połowie wiadra grzybów?
14069:  Jakie wiadro grzybów?
14070:  Czy to jest jakaś powieść, której ja nie znam?
14073:  Czy to jest faktycznie wiadro grzybów?
14075:  Bo to będzie bardzo zabawne, jeżeli to jest faktycznie wiadro grzybów.
14077:  Szymon pyta, czy mam jakichś swoich ulubionych bohaterów, bohaterki z dzieła fantastyki, typu irytuje odpycha na początku, ale celowo, bo czasem musi dojrzeć i ostatecznie świetnie się rozwija.
14085:  Jeden jest taki, którego pamiętam, to znaczy fizjonomista z dobrze skonstruowanego miasta.
14090:  Z cyklu Rubieży Jeffrey'a Forda.
14092:  To była faktycznie postać, którą bardzo sobie cenię.
14094:  Oprócz tego bardzo lubię Kaladina Burzu Błogosławionego.
14098:  Znaczące, że w ogóle zapamiętałem, jak się nazywa.
14100:  Bardzo lubię Sonne z trylogii Czarnego Maga.
14102:  W ogóle uważam, że to jest jedna z lepszej napisanych postaci.
14105:  A ja rzadko zwracam uwagę na postaci.
14106:  Zwykle są dla mnie kompletnie pomijalne i z większości cykli nie jestem w stanie nikogo przywołać z pamięci.
14114:  To byłoby tyle.
14116:  Jakoś nie przemyłuję sobie teraz postaci, które by mi bardzo zapadły w pamięć.
14122:  Chyba nie.
14124:  Mało jest też wyrazistych postaci w fantasy.
14126:  To jest zawsze ten problem, że jeżeli postępujemy pod łuk tego, wiecie, modelu bohatera i monomitu, że postać ma być znikąd i dopiero ma się stać kimś, to bardzo ciężko jest z mojej perspektywy odkryć w tej postaci coś nowego, bo za dużo już takich znałem.
14142:  Więc dlatego ja zawsze się skupiam na światach, bo w nich zawsze jest coś nowego, a w postaciach ciągle widzę te same schematy.
14148:  To jest smutne.
14151:  Czy jako przyszła inżynierka, pisze Random Arsonist, mamy wspólne cechy, Smart Electronics można publikować o bardziej humanistycznej stronie AI?
14160:  Czy powinnam może zostawić to teoretykom i wrócić grzecznie do lutowania kerfusi?
14165:  A pójdź na całość, zrób coś bardziej interdyscyplinarnego.
14169:  Może to być ciekawe.
14171:  Może być to ciekawe.
14172:  Ludzie wbrew pozorom na kierunkach technicznych częściej doceniają otwarcie w stronę humanistyki niż odwrotnie.
14181:  Bardzo ciężko jest na kierunkach humanistycznych zrobić pracę techniczną.
14187:  A jednak Aśku mówi faktycznie o wiatrze z grzybami.
14199:  Widziałem ostatnio artykuł, pisze Oliver, o incydencie z Kerfusiem, w którym oskarżona seksualizacja kobiet robotów i kotów anime.
14206:  Co o tym myślisz?
14207:  Mnie to zszokowało.
14209:  Wspominaliśmy o tym wątku trochę, ale musiałem przeczytać artykuł, żeby wiedzieć konkretnie o co chodzi, natomiast bardzo nie lubię łączenia
14216:  takich wątków z mangą i anime, bo to jest, wiecie, część stereotypizacji wibów i dyskryminacji, a ja, jak wiadomo, jestem w odróżnieniu od 80% polskiej lewicy przeciwko wszystkim formom dyskryminacji, a nie tylko tym formom dyskryminacji, które są zgodne ze świadopoglądem lewicy.
14234:  Więc tu ja się na przykład bardzo nie zgadzam z mówieniem, że nie, nie, nie, nie, no my mówimy o dyskryminacji takiej prawdziwej,
14240:  takiej prawdziwej, której ludzie doświadczają, okej, czyli na tle seksualnym albo rasowym, to jest taka prawdziwa dyskryminacja, a jak ktoś kogoś doprowadza na skraj myśli samobójczych tym, że stygmatyzuje zainteresowania, to wszystko jest w porządku.
14254:  Wszystko jest w porządku.
14255:  Wszystko jest w porządku.
14256:  No nie, no nie zabił się, nie?
14257:  No jest wszystko w porządku.
14258:  Ale...
14260:  Okej, można, można dyskryminować, nie wolno tylko na innym tle.
14264:  Kiedyś autentycznie dostałem taką argumentację i to od doktora nauk humanistycznych, a ściślej doktorki nauk humanistycznych, co jest podwójnie przerażające w tym kontekście.
14274:  Przepraszam bardzo, dyskryminacja rycerzy, moi drodzy, to nie jest dyskryminacja zainteresowania, tylko to jest dyskryminacja fikcyjnej klasy postaci, która nie może być dyskryminowana z tego względu, że to jest dosłownie 90%, 90% tego tortu, który jest zaoferowany odbiorcom.
14288:  Ja, jako fan magów, nie mam w co grać.
14291:  Jest...
14291:  Dziesięć może gier, które jestem w stanie wymienić, gdzie są systemy magiczne, sensowne, natomiast w każdej grze tej, którą bym wymienił, premiowana byłaby walka wręcz.
14300:  Skandal.
14300:  Więc to nie jest żadna dyskryminacja, ponieważ jeżeli ktoś dyskryminuje innych, to nie można dyskryminować jego back.
14309:  Paradoks Popera.
14312:  Rycerze.
14313:  Come on.
14316:  Nie uważam, pisze Zix, że groznawca powinien ograć pewne pozycje z powodu na ich inherentne wartości, nie odbiegające od subiektywnych preferencji co do formy.
14325:  Tak, zgadzam się, dlatego oglądam rozgrywkę tych gier, które nie jestem w stanie zagrać, po to, żeby wiedzieć o czym one są.
14332:  Natomiast nie uważam, że muszę w nie zagrać osobiście, ponieważ w niektórych przypadkach nie ma to żadnej różnicy.
14337:  Poza tym, jak już się zagra w swoim życiu w te kilka setek gier, to człowiek rozumie, jaka jest różnica między obejrzeniem let's play'u a ogarnięciem mechanik.
14347:  No i ja rozwiązuję to na przykład w ten sposób, że jeżeli są jakieś różne ścieżki albo różne decyzje, to po prostu oglądam kilka let's play'ów, żeby zobaczyć, jak to się...
14354:  rozkłada, nie jestem w stanie z tego zrekonstruować naprawdę sensownie rozgrywkę.
14359:  Ale absolutnie masz rację, trzeba znać, natomiast nie da się we wszystko zagrać osobiście, tak samo jak nie da się wszystkiego przeczytać.
14364:  I wielu literaturoznawców korzysta z opracowań różnych tekstów, żeby mieć pogląd, ponieważ żeby mieć pogląd, trzeba mieć przegląd, jak mawia Grzegorz Wątrobas bez schematu, którego serdecznie teraz pozdrawiam, bo to jest dobre określenie, dobry idiom i trzeba go popularyzować.
14379:  Natomiast jest fizyczną niemożliwością zagrać we wszystko.
14382:  Dziękuję serdecznie Mati Zawi za trybut.
14384:  Pozdrowienia z Holandii.
14386:  Tu uniwersytety wcale nie są lepsze od UJ.
14389:  Może poza brakiem mobbingu od profesorów porównanie mam, bo na UJ też byłem.
14394:  Ja się mam nadzieję, że pójdzie w Ether, bo bardzo często słyszę komentarze,
14398:  a ja u siebie na wydziale mobbingu nie miałem.
14403:  To Krzysztof, dlaczego mówisz, że na udziale jest mobbing, jak u mnie na wydziale nie było?
14410:  No nie no, to przepraszam, to clear of all charges, to nie jest żaden problem, że
14414:  Jego magnificencja, prof. dr hab.
14416:  Jacek Popiel, o którym absolutnie i pod żadnym pozorem nie wolno pod rygorem procesów sądowych mówić, że jest reakcyjnym bucem, zareagował w pół roku dopiero na całą sytuację o mobbingu, nagłaśniano na Instagramie przeze mnie, nagłośnioną w reportażu wyborczej również i dopiero trzeba było interwencji, swoją drogą, afiliowanego przy partii, której podobno rektor nie lubi, Rzecznika Praw Obywatelskich,
14443:  żeby była reakcja na tę sytuację.
14446:  I teraz po pół roku zwołała się komisja dyscyplinarna.
14449:  Popatrzcie, jak szybko.
14451:  Pół roku tylko trzeba było czekać na reakcję wewnętrznego organu uczelnianego.
14455:  Przepraszam za tę dygresję, Mati.
14457:  Na szczęście streamy pozwalają przetrwać.
14459:  Cieszę się, że pozwalają przetrwać.
14461:  Smuci mnie, że w Holandii jest to, jak mówisz, ponieważ do Holandii uciekł mój serdeczny znajomy.
14467:  który też miał problemy różnego autoramentu macierzyste.
14473:  Utrudniali życie człowiekowi, który studiuje na dwóch uczelniach.
14476:  To jest obrzydliwe po prostu.
14478:  Takie wiecie, administracyjne utrudnienia, bezsensowne kompletnie.
14483:  Bo tutaj nie zaliczymy przedmiotu, bo mam nie ECTS.
14486:  Spierdalajcie.
14487:  Gość się uczy na dwóch uczelniach.
14489:  Spierdalajcie po prostu ze swoimi pieprzonymi ECTS-ami.
14493:  śmieszne po prostu, jest żałosne, jak trzeba upaść, żeby coś takiego robić.
14497:  Zieje pogardą wobec ludzi, którzy w ten sposób podejmują takie decyzje.
14501:  Więc dla niego akurat Holandia była wybawieniem, więc to tylko pokazuje to, co zawsze powtarzam.
14507:  Nie liczy się uniwersytet, nie liczy się marka, nie liczy się państwo, do którego jedziecie, liczy się osoba, skład osobowy wydziału, do którego trafiacie.
14515:  Osoby, wykładowcy się liczą, nie kierunki studiów, nie wydziały, nie uniwersytet.
14522:  A się rozgadałem
14526:  Tak, tak, oczywiście.
14527:  To jest standardowa sprawa, niestety.
14529:  Uuu.
14540:  To mnie bardzo zaciekawiłeś, jakbyś podlinkował to na Discordzie i mnie wywołał, to będę bardzo wdzięczny, albowiem Limbo lubię.
14547:  Grałem w Limbo, to jest gra niesamowicie ponura i nie zadziałała na mnie dobrze na poziomie psychologicznym, ale umiem ją docenić, jest świetnie zrobiona.
14558:  Dobra, jest to dożyjące.
14559:  Czy kojarzę animację pod tym animat... Tak, tak, towarzyszu Tatarze, jak najbardziej.
14563:  Animatrix jest istotny, jeżeli chcecie w ogóle wejść w świat Matrixa i zrozumieć coś więcej ponad to, co jest w oryginalnej trylogii Sióstr Łeczowskich, albowiem ona była projektowana jako nie...
14575:  transmedialny świat, tak jak macie MCU, że sobie obejrzycie to, to się dowiecie więcej o lore.
14580:  Nie.
14581:  To było jako transmedialna fabuła, czyli musicie poznać animatics, żeby zrozumieć, że luki fabularne, które są w trylogii, nie są lukami fabularnymi.
14591:  są celowo pozostawione i wypełnia te luki dopiero fabularne, nie światotwórcze, a w każdym razie nie tylko światotwórcze, a przede wszystkim fabularne animatrix, ale nie tylko, bo także gry wideo, webkomiksy i wiele innych elementów.
14603:  To jest oczywiście słaba traktyka światotwórcza z tego względu, że wymaga od odbiorcy tego, żeby poznał wszystko z całego uniwersum, a nie premiuje go za to, że coś poznał.
14616:  Odcinki animatrixa są dość ciężkie, potwierdzam, tak.
14620:  Twórczość Walaszka jest mi obca, tylko znam z memów.
14625:  Są takie historie na innych uczelniach, jak się zaczyna zajmować dziedziną bez zapytania dyrektora Instytutu Zgoda, obraza majestatu.
14631:  Tak, to są wszystko ludzie, którzy powinni zostać zwolnieni z marszu.
14634:  Jeżeli ktoś bardziej dba o ego niż naukę, to znaczy, że się nie nadaje.
14638:  I coraz bardziej, im dłużej siedzę w tym środowisku, radykalizuję się pod tym kątem, ponieważ widzę jedną prostą rzecz.
