Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
24794:  Są też takie zawody, gdzie nawet wyższe wykształcenie z magistrem wam nic nie da, typu prawo, gdzie trzeba jeszcze mieć aplikację, prawda?
24801:  Bardzo skomplikowana rzecz.
24802:  Zależy od tego, jaką drogę życiową wybierzemy, ale na pewno pójście na studia dlatego, że o, żeby uniknąć, żeby się ktoś z nas wyśmiał, to nie jest dobry pomysł.
24818:  Skrinek papieżowego stroju?
24819:  Proszę uprzejmie.
24823:  Jest sens zmieniać kierunek, mam ciągłe wątpliwości?
24824:  Tak, zawsze, jeżeli masz wątpliwości, to jest sens zmieniać kierunek, to nie jest problem.
24827:  Postaraj się zmienić na taki, gdzie nie będziesz musiał dużo nadrabiać podstawy programu.
24831:  Podstawy programu... Nie, żartuję, nie ma.
24833:  Podstawy programu.
24835:  Na studiach jest coś, co się nazywa... Jak to się nazywa?
24842:  Jakoś to się nazywa.
24847:  Nie zapomniałem.
24850:  Różnice programowe.
24852:  Tak to się nazywa.
24854:  Różnice programowe.
24856:  Tak.
24857:  Tak.
24860:  W archeologii, pisze Baba Jaga, sam licencjat się nie liczy.
24862:  No, jest dużo takich dyscyplin, które tradycyjnie pozostały przy pięcioletnich studiach, może mamy proces boloński, bo ideą procesu bolońskiego było to, żeby właśnie licencjat się liczył jako wyższe.
24875:  Różnice programowe wymaga innej inkantacji.
24880:  Aaa, dziękuję.
24883:  Najmocniejszym słowem, obiecałem się na imię mojego urodzenia, że jestem twoim przyjacielem.
24896:  Nie zależy od tego, co się wydarzy, nie zależy od tego, kim bym był, jeśli byś zrobił mi szansę, pozwól mi być prawdziwym przyjacielem.
24913:  Zaraz, bo widzę, że tu jest o tym proteście studentów na Uniwersytecie Rzeszowskim.
24919:  Ja mogę sobie cofnąć czat i to sprawdzić, bo to mnie interesuje.
24923:  Władze Uniwersytetu protestują, że robią zdalne, bo studenci na zdalnych to leni i oszuści, a jak ktoś umrze, to tylko nieszczepieni.
24929:  Jezus Maria, przerażające absolutnie, Łukaszu.
24932:  Dwa razy samorząd oficjalnie protestował, rektor w piśmie to obśmiał.
24940:  Mateusz narzeka.
24941:  Magos się ze mną nie przywitał, składam zażalenie.
24945:  Mateuszu Rutko.
24950:  Witam.
24952:  Ze specjalną dedykacją dla Michała Rusinka.
24959:  Oczywiście, że nie pamiętam... Nie!
24961:  Lap to był ten, który nam pomógł w walce o ogień.
24970:  ale nie mam zielonego pojęcia, co zrobić i gdzie iść.
24972:  No właśnie, po archeologii jest się Indianem Jonesem, to jest fajne.
24982:  To brzmi jak... To wygląda jak coś, gdzie moglibyśmy spaść, ale tego nie zrobię.
24987:  To jest bardzo zły pomysł.
24991:  Wracamy do ogniska przez skrót i eksplorujemy dalej przez most.
24997:  Bo ja nie wiem, w jaki sposób ja miałbym wymyśleć, że muszę iść do tego NPC.
25002:  Nie mam zielonego pojęcia.
25003:  Kim trzeba być?
25005:  Jaki stan entelechi osiągnąć, żeby wpaść na pomysł?
25009:  Hmm, zobaczyłem czarny monument.
25011:  Może powrócę do tego randomowego rycerza, który był w kaplicy.
25016:  Ta!
25018:  Mhm, zrobię to.
25021:  Nie jest się Indianą Jones, I'm okay.
25027:  Nie muszę zaczynać od nowa gry, żeby zmienić klasę?
25028:  Oj, musisz, Julio, chyba.
25030:  Tak mi się wydaje.
25034:  Teoretycznie można się przebranżowić chyba w Dark Soulsach, ale przy starcie zdaje się, że się dostaje jakieś unikatowe przedmioty, tego typu rzeczy, nie wiem.
25044:  Wystarczy pamiętać, co ci NPC mówili.
25049:  Ktoś na przykład nie widzi, tak?
25050:  Ma minus 60 dioptrii.
25052:  Nie no, wystarczy się rozejrzeć!
25055:  Ej, no co tam, problem!
25062:  Ja słucham dialogów, tylko ja je zapominam!
25070:  Ja nie mam pamięci, ja mam postpamięć.
25076:  Powodzenia w pierścienitach górnych, życzę Mikołaj.
25078:  Dziękuję serdecznie.
25084:  Dobrze, nie mam zielonego pojęcia, gdzie teraz iść.
25085:  Nie mam krzyż, tutaj nie mam już dosłownie niczego.
25087:  No to jest prawda.
25089:  Na przykład nie pamiętam, gdzie mam iść.
25091:  Podobno do mostu.
25093:  Zaryzykuję, że ten most jest tutaj.
25099:  Budujemy mosty dla pana starosty.
25102:  Czemu ja znam takie piosenki?
25116:  Świeci się!
25118:  Świeci!
25119:  Jasne!
25121:  O nie!
25122:  To też się świeci!
25129:  Potężny rycerz!
25131:  Zazdroszczę mu!
25132:  Chciałbym być taki potężny jak ty!
25134:  Przewracać się o własne szturo wadła!
25136:  A ja to mam w życiu.
25148:  To jest Krzywa Wieża.
25149:  Gdybyśmy byli, gdybyśmy byli, yyy, tymi, yyy, yyy, turystami, to oczywiście od razu byśmy zrobili... Ha!
25157:  Zróbcie... Zróbcie mi zdjęcie, o, bo ja... przytrzymuję, o, o, przytrzymuję, żeby się nie przewróciło bardziej!
25168:  Ha, ha, ha!
25169:  Takie oryginalne!
25171:  Ha, ha, ha, ha!
25172:  Nikt tego wcześniej nie zrobił!
25178:  Nie rozumiem tego po prostu, kompletnie.
25182:  The actual fuck!
25226:  To był Midir?
25229:  Nie ma takiej możliwości żadnej na niebie i na ziemi, żebym dzisiaj skonfrontował się z Midirem.
25237:  To zostawiamy.
25238:  Wbiegaj to w nęk przy ścianach.
25240:  I mean, where?
25254:  A, tych, z których wypychają mnie jacyś kretyni!
25271:  Nie zbieraj itemów za mostem, wszystko to albo śmieci, albo ciasta z łajna.
25274:  Bardzo zabawne.
25276:  Dobra, gdzie jest kolejny?
25278:  Gdzie jest kolejna wnęka?
25282:  Not here!
25291:  Wnęka!
25292:  Wnęka!
25292:  Wnęka!
25293:  Wnęka!
25293:  Wnęka!
25294:  Wnęka!
25294:  Wnęka!
25296:  Wnęka!
25296:  Wnęka!
25297:  Wnęka!
25298:  Wnęka!
25298:  Wnęka!
25299:  Wnęka!
25299:  Wnęka!
25300:  Wnęka!
25301:  Wnęka!
25301:  Wnęka!
25302:  Wnęka!
25312:  Nie chcę tu już nigdy przejść.
25314:  Nigdy!
25316:  Choćby tam na dole, choćby tam na dole czekał na mnie cokol... Zostawcie mnie w spokoju!
25332:  Jezus Maria, co tu się dzieje?
25351:  Tymczasem zdobyłem potężny miecz, którego w ogóle nie używam.
25355:  Super.
25359:  Czas to zmienić.
25373:  Co to było?
25377:  To było dziwne.
25386:  Co, co, co to mnie, co, co?
25418:  Przepraszam, ale jestem błokiem, że mi się udało tę walkę wygrać.
25422:  Skwierczę ogień.
25444:  Dlaczego?
25445:  Mamy potężny, płonący miecz.
25449:  Dlaczego on wykonuje... Taki idiotyczny dźwięk.
25458:  To powinno być... A nie jakieś... Żenujące.
25468:  To prawda, miałem... To było szczęście głupiego.
25471:  Głupi ma zawsze szczęście.
25478:  Kto chce jeszcze walczyć z papieżem?
25480:  Przypomina mi się Assassin's Creed Brotherhood.
25485:  Myślicie, że mamy bardzo przerąbane?
25488:  O tak.
25489:  Oczywiście myśmy mieli iść w dół.
25498:  Gdzie ja jestem?
25503:  Tu byliśmy.
25506:  Jest zrobiony ze specjalnego świszczącego ognia.
25509:  Tak, to jest... Ten miecz zostaje przeze mnie ochrzczony świszczypałą.
25517:  Mak nie ma wystarczającej krzepy, żeby zrobić duże ziup.
25521:  Zobacz, przedmiot z mrocznego ducha.
25523:  A co to był za przedmiot?
25524:  Dlaczego nie mogę tu przejść?
25526:  Ciach, ciach, ziup, ziup!
25532:  Nie no, no, przysięgam.
25535:  Nie mam zielonego pojęcia, gdzie iść.
25538:  Jak mogę iść na górę, skoro góra się zawaliła?
25544:  Góra się zawaliła.
25548:  Nie da się iść na górę.
25553:  Popatrzcie.
25555:  Góra jest zawalona.
25558:  Chyba, że mamy...
25577:  Nie mam zielonego pojęcia, co tu się dzieje.
25581:  Chyba musimy wyjść.
25583:  Czy to... Nie.
25585:  Nie, stąd przyszliśmy.
25590:  Co?
25598:  Czy to jest luwr?
25599:  Żebym tutaj musiał... Muszę iść cały czas w dół, żeby iść w górę?
25617:  No nie mówcie mi, że mam tu zeskoczyć.
25619:  Po jakich kamykach?
25621:  Tu nie ma żadnych kamyków.
25636:  Aaa.
25637:  Dzień dobry.
25638:  To ja, papaj i moja świszczypała.
25642:  W końcu, przyjechałeś.
25644:  Teraz wiem dokładnie, kim byłem.
25646:  I za to mam małe dziękuję.
25649:  Idź w ten sposób i przejdź przez zniszczoną ścieżkę.
25653:  Nieco niesamowitych świątyni, po prostu siedząc tam samemu.
25657:  Zmieni to twoje życie.
25663:  Mam dużo dla Ciebie dziękować, więc powtórzę to raz i raz.
25665:  Idź w ten sposób i przejdź przez zniszczoną ścieżkę.
25668:  Nieco niesamowitych świątyni, po prostu siedzą tam sami.
25670:  Co?
25695:  Nie wiem, który NPC robił słowiański przykłód.
25697:  Nie mam zielonego pojęcia.
25698:  Dobrze.
25698:  Kat-scena.
25698:  Urbiet discordii.
25699:  Każdy wiek, jak wygląda, jest zniszczony przez grudność ludzi.
25726:  Niesamowite dla kogoś jak ja, bezwzględny od wszechświatowych chęci.
25742:  Hmm, nie wiem.
25745:  Może to jest tylko tak, jak jesteśmy.
25749:  Zamknę cię w moje słowa.
25751:  Dobrego, ciemnego ducha dla ciebie.
25760:  Hmm, okej.
25760:  Git i... Co teraz?
25762:  O Boże, znowu zostałem przeteleportowany gdzieś, gdzie nie wiem, co się dzieje!
25776:  A mówiłem, żeby go zabić.
25778:  Bardzo możliwe, że mówiłeś, ale jestem ostatnią osobą, która by to pamiętała.
25785:  Krzysztof nie wie, gdzie iść.
25786:  Odcinek 684.
25787:  Czy to jest znowu ten moment, że żeby iść w górę, trzeba iść w dół?
25802:  Krzysztof jest bardzo zaniepokojony.
25804:  Hmm.
25814:  Nie, po prostu tu jest taki labirynt, że... No jest to przerażające, nie oszukujmy się.
25832:  Jezus Maria, to jest mimik!
25834:  To jest mimik!
25837:  Eeeh!
25858:  Nie wiem, nie wiem, nie wiem, czy idę w dobrym kierunku, ale to był straszny kierunek.
25865:  Pierścień złego oka.
25867:  Złe oczy to był upgrade beholderów w Heroes 3.
25872:  Ktoś by pomyślał, że pierścień złego oka będzie miał oko.
25875:  Nie!
25876:  Kupi przesąd.
25883:  W tym pierścieniu został uwięziony podły duch mrocznego oka, potwora nękającego Astorę.
25888:  Wchłania punkty życia.
25889:  Ten przeraźliwy duch prawie zniszczył Astorę, lecz ostatecznie poległ od ostrza miecza najszlachetniejszego serca.
25898:  Czy pamiętam Patchesa?
25899:  Oczywiście, że nie pamiętam Patchesa.
25904:  Jutro w ramach odstosowania spokojny stream jak na dzikim zachodzie.
25907:  O tak!
25908:  O tak!
25910:  Dobrze, tutaj był traumatyczny mimik.
25913:  Idziemy dalej.
25915:  Krzysztof zawsze czyta cały opis.
25919:  Krzysztof wyłącza kamerę, żeby była imersja, tymczasem też Krzysztof komentuje w najlepszym.
25924:  To brzmi, to brzmi jak ja.
25929:  Kim jesteś i dlaczego chcesz mnie zgładzić?
25936:  Na razie tutaj nie pójdę, ale pewnie tutaj trzeba pójść.
25940:  Tutaj jest... Czemu nie... Tu jest przedmiot, którego nie zdobyłem wcześniej.
25947:  To jest ten sam gość, którego... To jest ten gość z Katedry Głębin?!
25955:  On... On... On nam z... On nam windę zepsuł!
25962:  I sprawił, że musiałem się pojedynkować z glutami.
25968:  Pamiętam.
25970:  Pamiętam!
25974:  Opaska na oczy Mrocznego Ducha była.
25980:  Opaska na oczy.
25981:  Świetne, świetne statystyki.
25983:  Dobrze tak grać w dodatek i mieć lepsze przedmioty.
25986:  Niewiadomego pochodzenia zasłaniająca oczy maska.
25989:  Małe szczeliny pozwalają na ograniczone widzenie.
26001:  Ta filetowa, stalowa osłona przypomina nieco detalami koronę strażniczki ognia.
26005:  Dużo się dowiedzieliśmy.
26007:  Wiecie... Kochanie...
26011:  Wiem, że każdy z Was chciał wiedzieć, czym jest... tak naprawdę... Opaska na oczy.
26020:  Ten miecz wygląda groźnie.
26044:  Nie mam pojęcia, co on zrobił.
26046:  Nie mam zielonego po... Nie mam zielonego pojęcia, co on zrobił.
26053:  Patches jest jedną z najciekawszych postaci w całej serii.
26055:  Pojawiał się już w pierwszej odsłonie Dark Souls.
26056:  Jest jednym z wielu ludzi, którzy nie zatracili się w tej puszce nawet na końcu czasu.
26060:  O, proszę.
26061:  Tak, mag Belegar.
26063:  Przypadkowo nazywamy się Belegar w Divinity Original Sin.
26067:  To, to, to była... A, to było parry, to słynne.
26072:  Okej.
26073:  Ja myślałem, że to się mnie udało.
26076:  Przez totalny przypadek.
26079:  Moi drodzy, czy tutaj będzie ognisko?
26081:  Bo ja dokonuję nadludzkich czynów, żeby nie zginąć.
26087:  Żeby nie zemrzeć na zawał.
26091:  I nie ma nigdzie ogniska.
26095:  Istnieje...
26109:  Do zobaczenia, Jarosz, do zobaczenia.
26123:  Nigdzie nie ma ogniska, macie rację.
26126:  Och, jak dobrze odpocząć i zregenerować estusy.
26129:  Chyba tędy, nie?
26131:  Mi się wydaje.
26134:  O nie.
26136:  To jest otwarta przestrzeń.
26138:  Otwarta przestrzeń nie wróży dobrze, bo ostatnio po tej otwartej przestrzeni latał smok.
26144:  DUSZE!
26147:  Cytrus, dziękuję za przytomność na czatach!
26151:  Jabłkowy!
26154:  Otrzymujecie jamniki!
26157:  Otrzymujecie jamniki!
26164:  Czad nie działa.
26166:  Dlaczego nie mogę wysłać... Co za chamstwo.
26170:  Nie wiedziałem, że emoji liczą się w limit znaków.
26182:  Piękna pani, ja powróżyć.
26187:  Ashenwater.
26190:  Bardzo dobrze.
26190:  Wtedy Tutt Higgins.
26196:  Dostrojenie.
26198:  Wincy i Manny!
26202:  Zostało nam trzydzieści trzy tysiące dusz, ale... Trzydzieści trzy tysiące dusz... Aaa!
26207:  Well met, Passion One!
26208:  Aaa!
26210:  Aaa!
26211:  Aaa!
26214:  Mi przypomina Neverwinter Nights, w którym napotykaliśmy... Był taki świetny quest, w ramach którego napotykaliśmy istotę, o której wam zaraz powiem.
26224:  Stropiło się morderców i przestępców i trzeba było ich zgromadzić z powrotem, bodajże w więzieniu Waterdeep, ale mogę się mylić.
26230:  I jeden z nich nazywał się Krętacz.
26232:  Siedział w sobie w takim pieńku, ja to pamiętam.
26235:  Wchodziło się do lokacji, po lewej był ten pieniek i podchodziło się tam i mówiło...
26240:  O, jestem krętacz morderca dzieci.
26245:  Bardzo sympatyczna postać, taka ujmująca.
26250:  Dobrze, i teraz jeżeli sprzedamy wszystko to, co mamy, to będzie tak.
26254:  40 tysięcy, czyli 70, trudna matematyka.
26258:  Moi drodzy, będzie nowy level.
26264:  I to jest to, co lubię.
26269:  Okazuje się, że zabraknie czterech dusz.
26272:  Jak ja dobrze siebie znam.
26283:  Jak ja dobrze siebie znam.
26285:  Ashen One.
26303:  To jest niesamowite.
26304:  To jest absolutnie niesamowite.
26306:  Dostrojenie.
26308:  Proszę bardzo, nie 283 punkty many, tylko 286.
26313:  Świetnie!
26316:  100 tysięcy dusz nie nasze.
26318:  Zręczność?
26319:  Po jaką cholerę nam zręczność?
26322:  Teraz są dwa atrybuty, które boostujemy.
26324:  Stamina, mana.
26329:  Jak to Morio Nonan, Ciebie pominąłem.
26331:  Przepraszam najmocniej, witam Cię serdecznie.
26337:  Nawet, o, żeby, skoro pominąłem wcześniej, to będzie salut.
26342:  Papajowy salut dla Ciebie.
26345:  I Pitera Pita także witamy.
26346:  Bartka Adamka, Boże Wielki.
26349:  Pojawiacie się, a ja nie widzę.
26351:  Straszne.
26356:  Opaska na oczy wzmacnia takim mrokiem.
26362:  To dobrze, że walczymy mrokiem.
26368:  Wspólny grób.
26369:  Świetnie.
26370:  Świetnie.
26373:  Świetnie.
26378:  Tak, następne dwa poziomy to będzie stamina.
26381:  Czy grałem w The Last of Us?
26383:  Ale oglądałem.
26384:  Liczy się?
26387:  Dobra, tu mam bardzo złe przypuszczenia.
26391:  To wygląda jak grobla ol... Jezus Maria!
26403:  Czemu nikt mnie nie posłyszał?
26427:  Zobaczcie, co się dzieje.
26480:  Co to było?
26482:  Dobrze, potrzebujemy mrocznej magii, absolutnie.
26486:  Potrzebujemy whatever.
26488:  I zamiast tego potrzebujemy kamolca.
26491:  Kamolec dobry.
26495:  Dobrze, i znowu, znowu, po raz kolejny.
26500:  No to wiecie co teraz?
26506:  Ta opaska nie wzmacnia mroku.
26510:  Nic nie wz... chyba.
26514:  A. Wzmacnia taki mrokiem, lecz wraz z mrokiem kierowanym przeciwko nam.
26521:  Midir ma odporność na mrok?
26524:  Naprawdę?
26531:  To stanowi pewien problem.
26534:  Faktycznie.
26535:  Tak, Eater Midir, Krzysztof myśli.
26538:  No to... Chaos, chaos.
26543:  Nie ma innej opcji.
26547:  Midir ma odporność na wszystko, świetnie.
26551:  Biedni zakamień po lewej, gdy zieje.
26553:  Zakamień, to bijesz go w jego prawą łapę.
26557:  Gdy zieje w dół, to wracasz zakamień.
26560:  Kamień po lewej.
26561:  O, to ten, za który pobiegłem od razu.
26566:  Ten płomający miecz trochę niczym kordynka Olgierda von Ewerecka.
26570:  Tak, powróciłem do mówienia o nim Ewerek.
26577:  Najlepszy... Przepraszam, autem się przestraszyłem, jak go zobaczyłem.
26604:  W jaki sposób mam unikać tych ataków ogniowych, skoro ich się nie da unikać?
26608:  Nie mam źródła na wypojęcie.
26611:  Aaa!
26613:  Widzę, że działa schowanie się za kamieniem ładnie.
26649:  No nie mogę, przecież on co sekundę zieje.
26655:  To jest jakiś kompletny absurd, on zieje co sekundę, w jaki sposób mam w ogóle go atakować?
26660:  To co robiłem wcześniej działało lepiej.
26692:  Dobrze, i kiedy on podnosi głowę?
26696:  Aaa, ładnie podniósł głowę.
26699:  Szkoda tylko, że tego nie robi, nie?
26723:  Czemu przed nim uciekam?
26725:  Bo mówiliście, żeby uciekać za kamień.
26734:  Oczywiście, że się nie dało minąć.
26753:  Jaki sposób mam teraz to ominąć?
26755:  To mnie fascynuje.
26770:  Za kamieniem zawsze mnie dorwie, aha.
26772:  Super.
26774:  Świetnie.
26778:  Fantastycznie.
26789:  Ależ uwielbiam precyzyjne skrócienia.
26791:  Świetnie, świetnie, świetnie działa, jak miałem zawsze.
26804:  Super.
26810:  Zbroje Hawla wieś, serio.
26812:  Przecież ja nie mam zero siły.
26828:  Hmm.
26863:  Przy lewej łapie safe spot.
26867:  Przy lewej łapie.
26869:  Cheese!
26871:  O!
26871:  Ktoś mówi dobrym językiem do mnie.
26881:  W temacie baitowania ataków, to znaczy łomienie nas.
26909:  Przy lewej łapie, czy przy prawej łapie?
26912:  Dobra, będę musiał zobaczyć te solucje i gdzie to zchizzować widzę.
26919:  Tak, zwiększyłem łuskawice, bo je mam niby!
26925:  Ja gram piromantą!
26927:  Nie mam broni!
26929:  Nie walczę wręcz!
26931:  Ludzie!
26932:  To trwa od 7 streamów!
26944:  Tutaj macie mały pasek życia, jest.
26947:  Okej.
26979:  Uwaga!
26980:  Uwaga!
26980:  Mi lewała maska!
27033:  No!
27034:  Ognisty miecz nam nie jest potrzebny do tego, żebyśmy mieli boost do magii, która nie zrobi nic Midirowi.
27048:  Mam nadzieję... Mam nadzieję, że się uszkodził trochę spadając.
27053:  Macie rację, trzeba pomachać Midirowi.
27057:  Spotkamy się z nim jeszcze.
27058:  Pa pa, Midir!
27060:  To mi przypomina... To mi przypomina moją ukochaną kulturę Twitcha, z której zawsze lubię cisnąć.
27065:  Hi, YouTube!
27068:  Hi, YouTube!
27070:  Hi, YouTube!
27071:  Ale to jest... Naprawdę, za każdym razem, jak to widzę na czatach na Twitchu, to przypomina mi się scena z facetów w rajtuzach.
