🔴 Detroit. Detroit never changes | DEUS EX: HUMAN REVOLUTION Livestream #5
🔗 https://www.youtube.com/watch?v=GjLx3KIstuk

268:  Witam wszystkich niedzielnie!
14132:  Same nieprzydatne rzeczy.
14136:  No, to jest pewien problem.
14139:  To jest pewien problem, moi drodzy.
14143:  Od czego zacząć z Andersona?
14144:  Jak nie czytałeś nic z Andersona, to polecam Rytmatystę z bardziej lajtowych rzeczy, a mniej lajtowych z Mugły Zrodzonej i późniejsze tomy.
14152:  A jak czujesz się naprawdę na siłach, to leć od razu z Archiwum Burzowego Światła.
14159:  Co myślę o M.C.U.?
14160:  Dla mnie jest średniej przepiód dla nich.
14162:  Nie lubię faniomów mawiającego mi, że to jest super uniwersum.
14164:  Zresztą to, co się aktualnie z nim dzieje.
14168:  Widzę, śledzę to uniwersum od samego początku i mam dość duży sentyment.
14173:  Ale na pewno zjada ono swój własny ogon od jakiegoś czasu.
14182:  I to może nużyć i denerwować.
14186:  Od razu atakujemy węzeł czerwony.
14193:  Dobrze.
14196:  Teraz tutaj będzie 17 poziomów parkingu wielopoziomowego.
14200:  Pamiętam, ponieważ mnie to straumatyzowało.
14203:  No właśnie.
14205:  Mówiłem.
14208:  Czego nie potrafisz, Julko?
14216:  Zawsze jest tak, że widzę na czacie fragment jakiejś dłuższej konwersacji i w momencie, w którym się w nią chcę włączyć, uświadamiam sobie, że nic nie wiem.
14224:  Zupełnie jak moje życie.
14225:  Access screen.
14232:  Książka, nasze imię Legion, nasze imię Bob.
14234:  Ło Jezu, nie znam, nie znam Zuzo, ale w tytuł super.
14246:  A, okej, tu będzie mi seria hakowania, ponieważ obraliśmy alternatywny szlak.
14259:  Jaki imagination?
14261:  Co i gdzie i jak?
14264:  Kogo możemy zabić?
14293:  Czy ja naprawdę... Czy ja naprawdę... Czy ja naprawdę prysnąłem sobie herbatą w oko?
14301:  No kim trzeba być?
14303:  No kim trzeba być, żeby sobie prysnąć herbatą w oko?
14308:  Boże drogi!
14310:  Ja naprawdę jestem w stanie potknąć się o własne sznurowadła.
14314:  Nikt mi nie wierzy.
14317:  Nikt mi nie wierzy, a przecież...
14320:  Nie trzeba specjalnie szukać dowodów.
14322:  Wystarczy zobaczyć, jak ja jestem w stanie skrzywdzić się w totalnie randomowy sposób.
14329:  To jest niesamowite wręcz.
14334:  Dobrze.
14335:  Wbijamy na Janka.
14346:  O nie, usłyszałem znowu...
14350:  Tego ochydnego, tchórzliwego, ukrywającego się przeciwnika.
14358:  A strzelaj tam sobie.
14359:  O Boże, nie!
14362:  Nie chciałem tego zrobić.
14378:  A, on też jest niebezpieczny.
14388:  Co jest?!
14393:  Oni są jakoś obezwładniająco silni.
14398:  Mówiłem, że tutaj spędzimy dużo czasu.
14400:  Dobra, jest jeszcze alternatywna rzecz, którą możemy zrobić.
14406:  Pa, pa!
14407:  He, he, he, he, he, he.
14419:  Gdzie oni się wszyscy podzieli?
14428:  Aaa, odporność na MP!
14430:  Odporność na MP!
14432:  Ha, ha, ha, ha, ha, ha!
14439:  O Boże, co?!
14444:  Nie jestem w stanie wytrzymać tych niewidzialnych przeciwników.
14454:  Poza tym my mamy tłumik.
14460:  ILE RAZY MAM STRZELIĆ?!
14466:  Ooo...
14474:  Nieprawdopodobne.
14475:  Po prostu to jest nieprawdopodobne.
14480:  No nieprawdopodobne.
14481:  Nie mam pojęcia, od którego zacząć nawet.
14487:  Albo wiecie co?
14490:  Wiem, co zrobimy.
14498:  Nie zdążyłem użyć tajfuna.
14499:  Ech.
14507:  Nie mam pomysłu, od której strony.
14529:  Dobrze.
14532:  To po pierwsze.
14534:  Tutaj ustawimy naszą pozycję strzelecką.
14539:  Bardzo dobrze, bardzo dobrze.
14561:  Tyle w temacie.
14572:  Bardzo dobrze.
14576:  Baton energetyczny cyberblasta, tego potrzebowałem.
14580:  Obrazy Beksińskiego kocham absolutnie.
14583:  Wspaniałości.
14583:  Witamy Matusza Gróbkę w roli trybutariuszy.
14586:  To okazja do zajamniczenia, zresztą wiecie co robić.
14590:  Ja teraz też wiem co robić, bo wreszcie mogę do wszystkich strzelać.
14601:  A, to jest ten przyjemniaczek.
14607:  Mimo kamery, mimo kamery jest jeno pa kamera.
14613:  Ponieważ kamera powiedziała pa pa.
14624:  Chcę policzyć.
14626:  Otóż wymaganych jest 7 headshotów.
14634:  Osiem, dziewięć, dziesięć, jedenaście, dwanaście, trzynaście, czternaście, piętnaście, szesnaście.
14642:  Nie wierzę.
14644:  Dziewiętnaście.
14647:  Dwadzieścia, dwadzieścia jeden.
14648:  Dwadzieś... Nie.
14652:  Nie, nie, to jest absurdalne.
14655:  Teraz tak, biorę pistolet.
14661:  I trzy strzały z pistoletu.
14664:  Czy to jest normalne?
14667:  Nie, to nie jest normalne.
14669:  Ale strzały z pistoletu są zbyt cenne.
14674:  Maska spawacza jest idealna, moi drodzy, jak chcecie się obronić przed kimkolwiek.
14681:  No podejdź, podejdź.
14682:  Podejdź.
14684:  Tylko przestań się ruszać.
14686:  Ślicznie.
14687:  Dobrze.
14689:  Bardzo ładnie.
14692:  Okej, to idzie zdecydowanie szybciej niż w wersji skradankowej, wbrew pozorom.
14699:  Co my tutaj mamy?
14701:  Amunicji do karaminu mojowego.
14702:  Świetnie.
14707:  Badum!
14714:  Aaa, odkrywca.
14716:  Proszę... Proszę bardzo.
14719:  To dlatego, że coś odkryliśmy.
14721:  Wiecie co?
14722:  Jestem w tak dobrym nastroju, że zjem baton energetyczny cyberblasta.
14730:  Praxis wbiło.
14731:  Świetna wiadomość.
14740:  Szybszy bieg.
14741:  Ciche poruszanie się.
14743:  Aktywacja ręczna.
14744:  Jak?
14747:  Wzmacniasz skradania się.
14752:  Stabilizator celowania.
14760:  Wstrzymamy się jeszcze.
14765:  Stabilizator celowania to jest coś, co jest na samym końcu mojej listy priorytetów.
14769:  O, tajfun, jak miło, właśnie zużyliśmy.
14776:  O Boże, on, znowu on.
14787:  Come on!
14796:  To jest jakiś absurd.
14798:  O, mamy granat EMP przynajmniej.
14806:  Kto jeszcze?
14806:  Kto jeszcze?
14813:  Otóż tutaj jest ktoś jeszcze.
14822:  Tyle w temacie!
14827:  Proszę bardzo!
14829:  Ze stabilizatorem celowania byłoby łatwiej.
14831:  Ja mam wrażenie, że to jest moja mysz.
14832:  Ooo...
14841:  Tak, to jest, to jest to, to jest to.
14844:  Gram, gram w to dla... Won.
14853:  Spam.
14855:  Ty mi tutaj nie pimkaj!
14857:  Nie żadne pim-pim!
14862:  Do jutra Piotrze, do zobaczenia!
14864:  Proszę bardzo.
14865:  Kto ma ulepszenie siły rażenia?
14870:  Pistolet.
14875:  Nasz manifest!
14877:  Czy zastanawiałacie kiedyś przyszłość naszej rasy?
14879:  Żyjemy w wyjątkowych czasach!
14881:  Dziś możliwe jest odrzucenie naszych niedoskonałych ciał i sięgnięcie ku nowej przyszłości!
14888:  Wierzymy w boskie przeznaczenie naszego gatunku i przyszłość, w której staniemy się istotami doskonalszymi, pozbawionymi dzisiejszych ograniczeń.
14895:  Nasza teraźniejszość będzie naszą przeszłością, to się stanie w przyszłości.
14899:  Stoimy u progu kolejnego wielkiego kroku ewolucyjnego, który połączy człowieka i maszynę.
14904:  Będzie to synteza wszystkich antytez.
14908:  Wspanialsze ani źli poczęcie dziecka.
14911:  Proszę, Adam.
14912:  Osobliwość jest na wyciągnięcie ręki.
14914:  Mechaniczny Bóg.
14915:  Jest swoją drogą genialny soundtrack Mechanical God w Detroit... Mankind Divided.
14925:  Wiele kultur wierzy, że ludzkość przestanie istnieć w najbliższej przyszłości.
14928:  My jednak uważamy inaczej.
14929:  My wiemy, jaka przyszłość nas czeka.
14931:  Dołącz do nas.
14932:  Wstań na ścieżkę, która wije się przed nami.
14935:  Odrzuć ciało.
14936:  Odrzuć krzew.
14937:  Znaczy, krew.
14941:  Odrzuć krzew!
14944:  Przestań być dendrofilem!
14946:  Odrzuć krzew!
14948:  Jurny człowiecze!
14950:  Daj się ponieść osobliwości!
14956:  Aaa, mankind divided będzie sekta omnisjaszowa absolutnie.
14963:  Porzuć krzew.
14967:  Jaki krzew?
14968:  O Jezu, gdzie my jesteśmy?
14972:  Aha, przejście do Dolnej Kankrzyży.
14974:  Tak, coś czułem.
14976:  I ona historyczna epoka.
14980:  Chyba starożytność.
14981:  Wszystkie inne mnie zbyt denerwują.
14989:  Jezus, ja nie znoszę tej Elizy.
14992:  Nie, nie chcę... Nie chcę amunicji do karabinu maszynowego.
14997:  Muszę pamiętać później, żeby ją wyrzucić.
15009:  Łopatki.
15012:  Karabin bojowy to co innego?
15013:  O, proszę, jest i sejfik.
15017:  Jest i sejfik.
15022:  Porzuć krzew herbaciany, niech Twe serce przepełni kawusia.
15026:  O, proszę bardzo.
15027:  To jest dopiero herezja na czatach.
15031:  Kawa.
15032:  Napój kapitalistów.
15035:  Którzy chcą, żebyśmy pracowali ciężej.
15042:  Krzew wiarę w odrzucenie krzew.
15051:  Jak wspominam, konkurs Gorzelskiego.
15054:  To jest zabawna sytuacja ta była.
15056:  Pamiętam jak, o powiększenie magazynka, weźmy do krabinu.
15063:  Pamiętam jak moja promotor powiedziała wtedy, o, panie Krzysztofie, nagroda wielka, uuu, powiększyłam ją w tym roku o 1000 złotych.
15074:  A wtedy burknąłem.
15075:  No tak, fajnie.
15077:  Jest 7 tysięcy razem.
15079:  Dobra, to policzmy.
15080:  20 tysięcy mi uniwersytet wisi za wyjazdy konferencyjne w sumie, które finansowałem sam ze stypendiów ministra.
15087:  No to teraz 13 tysięcy tylko.
15090:  Jest uniwersytet na minusie względem mnie.
15092:  Tak.
15096:  Poza tym to było bardzo zabawne, ponieważ siedziało tam strasznie dużo strupieszałych polonistów, którzy poruszyli się tylko wtedy, kiedy przywołałem przykład z Harry'ego Pottera, ponieważ niestety to był jedyny, który kojarzyli z fantastyki, a to głównie z tego względu, że dzieciaki im o tym mówiły, nie?
15113:  Albo wnuczęta.
15116:  Bardzo zabawna sprawa.
15118:  Natomiast słabe łucjo jest to, że do Zgórzalskiego może tylko zgłosić ktoś.
15123:  Nie można się samemu zgłosić.
15129:  Przynieś mi przynajmniej następnego sztywnego.
15131:  That's what she said.
15134:  To się nigdy nie znudzi.
15135:  Wszystko przez to, że człowiek się naoglądał The Office.
15139:  Amunicja do pistoletu maszynowego.
15141:  Zawsze.
15142:  O!
15142:  Co to, co to, co to?
15143:  Ciężki karabin.
15144:  Nie interesuje mnie.
15149:  A tu jest dobra muzyka za to.
15153:  Ja bym wolał odrzucać krzew niż krew.
15155:  Przypomina mi się pewna scena, jak Magneto wysysał krew z dodatkiem żelaza strażnika.
15158:  To jest genialna scena.
15160:  Ucieczka Magneto z więzienia.
15165:  Nie dostanę za to copyright strike'a.
15170:  Nie dostanę.
15170:  To jest... To jest króciutki fragment.
15173:  To jest króciutki... Po prostu jeżeli tego nigdy nie widzieliście... Jezus Maria, trzeba.
15180:  To jest X-Men 2.
15184:  To jest właśnie ta scena, jak Magneto o piłki żelaza wyciąga i później jest przepiękny moment, kiedy widać potęgę Maga, tak?
15194:  To jest potęga Maga.
15199:  Nie, nie będziemy z muzyką, bo proszę bardzo, Magneto sobie idzie casualowo.
15204:  Idzie sobie casualowo przez więzienie z plastiku, które miało mu zaszkodzić i proszę bardzo,
15213:  potrzebujemy przejścia, robimy sobie nasze własne wiru-wiru.
15218:  To jest, moi drodzy, to jest sheer badassery, z którą porusza się mag.
15226:  Tak powinno się przedstawiać magów zawsze, a jakimś cudem przedstawia się tak magów wyłącznie w science fiction.
15232:  Nie jestem w stanie zrozumieć, dlaczego science fiction ma tyle miłości od wszystkich twórców, a fantasy nie.
15240:  Strasznie to smutne.
15241:  Jest bardzo niewiele rewelacyjnych seriali fanpazy i bardzo dużo rewelacyjnych seriali science fiction.
15254:  Ja ci dam zły chwyt!
15256:  Mam świetny chwyt!
15260:  Dlaczego nas tak prześladują w tej grze?
15262:  Wyjaśnijcie mi to.
15264:  Czy myśmy tu już wszystko zobaczyli?
15265:  Tak mi się wydaje, ale mnie się wydają różne rzeczy i potem nie dostaję achievementu doktor, co jest smutne.
15274:  Przepraszam, zapomniałem o scenie.
15276:  Oczywiście, że zapomniałem o scenie.
15277:  Proszę bardzo, jest e-book.
15280:  Mówiłem?
15282:  Mówiłem?
15285:  Wiedziałem, że muszę znaleźć e-book.
15290:  Bum!
15292:  Nic nie zobaczyliśmy!
15295:  Tak, to się zdarza.
15297:  To się zdarza, moi drodzy.
15299:  Żeby było śmieszniej, kiedyś oglądałem chyba EposVoxa.
15304:  EposVox to jest bardzo dobry kanał, gdzie recenzowany jest sprzęt do nagrywania, sprzęt audio także.
15312:  Strasznie mnie rozbawiło, jak powiedział, że ma osobnego człowieka od tego, żeby przypominać mu, że nie ma sceny.
15319:  YouTuberzy czasem nie wiedzą, na co wydawać pieniądze przy powiększaniu swojego personelu.
15324:  Strasznie to zabawne dla mnie.
15327:  Karabin bojowy, proszę bardzo.
15329:  Ooo, wirus anihilujący.
15335:  Nie.
15340:  X-Men to na pewno sci-fi, a nie fantasy?
15342:  Na pewno, na pewno sci-fi.
15344:  Możemy nazwać to sci...
15346:  science fantasy, jeżeli bardzo chcemy, ale wydaje mi się jednak, że science fiction, ponieważ jakkolwiek byśmy nie interpretowali umiejętności X-Menów jako magicznych, to jest na nie uzasadnienie technologiczne czy biotechnologiczne, bo chodzi tutaj o mutacje, więc... Ja wiem, że any sufficiently advanced technology is indistinguishable from magic, jak mówił Arthur C. Clarke, ale... ale... ma to pewne ograniczenia także.
15377:  Dobrze, tutaj jeszcze musimy wrócić, to pamiętałem.
15381:  Albo soft science, tak też można.
15388:  No, kto jest odkrywcą?
15390:  Krzysztof jest odkrywcą!
15393:  Jestem odkrywcą!
15396:  Teraz nie mamy niestety... Nie mamy bateryjki.
15404:  Więc trzeba poczekać.
15409:  Niestety, troszeczkę.
15413:  Dobrze.
15416:  Bum.
15417:  Piknie.
15419:  Wydaje mi się, że wszystko.
15422:  Ale potem, jak będę piszczał, że nie mam achievementu doktor, to pamiętajcie, że to dlatego, że nie sprawdziłem dwa razy.
15442:  To wystarczy, Gwailo.
15448:  Dębiec.
15472:  Znaleźliśmy się?
15473:  Bo jestem pewien, że pamiętam tego człowieka, który miał większą liczbę Hengsha, żeby znaleźć jego własną twarz.
15479:  Dużo heavy z Belltoweru szukają Ciebie.
15481:  I Ty i ja nie po prostu Cię nie odwracamy.
15483:  Tak.
15484:  Vasily Savchenko.
15485:  Nigdy nie dotknąłem tej rzeczy.
15487:  Użyjesz jego ręki.
15488:  GPL jest wewnątrz.
15489:  Pozwól, żebym się do Ciebie odzyskał.
15490:  Skarżone technologie.
15492:  Zabijają Cię każdego razu.
15494:  Zgadza mi się, że nie wiedziałem, że ten człowiek, od którego dostałem to, nie był w stanie się kłócić.
15499:  Belltower dał nam jego korupcję kilka tygodni temu.
15503:  Belltower?
15504:  A nie Taeyong?
15505:  Taeyong nie jest tym, kto zabiera ludzi z moich ulic i daje mi wybór, więc zamknąłem oczy.
15513:  Shevchenko miał z nim cztery innych naukowcy.
15515:  Nie wezmę ich żadnych.
15517:  Więc może jeszcze żyją, a może... pomagam ci z tym.
15519:  Idź dalej.
15520:  Bell Tower trzyma dwóch samochodów w portu.
15523:  Myślą, że nikt się nie zauważy, ale ja trzymam oczy.
15527:  Każdego dnia jeden z nich zbierze się w środku nocy i wyjeżdża stąd.
15532:  Gdzie idzie?
15534:  Mądry człowiek nie pyta.
15534:  Wiem tylko, że Hei-Zen-Sue wyjeżdża stąd w nocy.
15537:  I gdzie ona zrobi port, wierzę, że znajdą go naukowcy.
15540:  Nie musisz patrzeć w twarz, czy coś, Dong.
15543:  Ale dlaczego właśnie mówisz mi o tym?
15544:  Belltower to zbyt długi ból dla mnie.
15546:  Myślę, że dostajesz im ogromny ból, a także interesy.
15553:  Więc, poza tą oficą, na dalekim końcu parku, poziomu 2, jest drzwi.
15557:  Okej.
15604:  O, tak.
15606:  Zdobyliśmy ostateczną... ostateczną broń tej gry.
15614:  Karabin laserowy.
15617:  Tak, to jest ta rzecz, której potrzebujemy na ostatniego bossa.
15621:  Won mi z jakąś hędożoną rakietnicą.
15626:  Tak swoją drogą.
15634:  Widzę, że ktoś ma zbroję fabularną.
15643:  Fajnie.
15645:  Tylko, że tak naprawdę to nie.
15651:  A dlaczego oni zaczęli nagle żyć?
15654:  Dlaczego żyjesz?
15658:  Aha, oni są teraz przyjaźni.
15660:  O nie, to jak my ich zabijemy?
15662:  Amunicji nie wziąłem?
15663:  A była amunicja do karabinu laserowego?
15667:  Gdzie macie amunicję do karabinu laserowego?
15671:  Nie było jej nigdzie.
15673:  Przynajmniej ja nie widzę.
15677:  No, no.
15678:  To jest alkohol tylko.
15679:  Albo aż.
15683:  Najgorzej.
15687:  Albo oni wszyscy zmartwychwstali.
15689:  Ja już się pogubiłem.
15693:  Ja już się absolutnie pogubiłem.
15700:  Co tak bardzo cenisz świat Rivellonu?
15702:  Wydaje mi się, że o ile Divinity Original Sin 2 jest wybitną grą z wybitnymi mechanikami, uniwersum jest mało charakterystyczne.
15707:  Mało charakterystyczne uniwersum, które jako jedyny uniwersum fantasy uwzględniło, że jeżeli smok ma skrzydła, to może wypadałoby przestać budować fortece średniowieczne w typie drewniany dach,
15721:  I kamienne mury, które nie służą do odparcia ataku, nie wiem, ziejących ogniem bestii, które latają.
15728:  Divinity Original Sin natomiast i Divinity Ego Draconis ma odpowiedź w postaci, ok, mamy latające fortece, z których będziemy napieprzać wieżami Tesli i balistami.
15737:  Brzmi jak lepsza obrona przed smokami.
15747:  Ooo!
15750:  I buy, I sell, I sell, I don't sell.
15757:  Mmm, I don't sell.
15759:  Chyba, że mamy... O tak, amunicja do pistoletu maszynowego, tak, sprzedaj.
15763:  Ale kup.
15765:  Granat odłamkowy.
15766:  Ulepszenie broni, jakie jest ulepszenie broni?
15768:  Szybkości przeładowania, powiększenie magazynka, ohoho.
15773:  System chłodzący.
15775:  Aaa, do karabinu laserowego.
15778:  Bierzemy.
15780:  Amunicja.
15783:  Eee... Okej.
15787:  Nie ma amunicji do karabinu laserowego.
15789:  To jest smutne.
15792:  No nie ma, ewidentnie.
15794:  Nie zeźmie jeszcze powiększenie magazynka broni, ulepszenie szybkości przeładowania.
15798:  Bye bye!
15803:  System chło...
15814:  To jest do karabinu plazmowego.
15825:  Myślałem, że mamy karabin plazmowy, ale mamy karabin laserowy.
15835:  Jak nazywał się bóg jamników?
15837:  Jamniug.
15842:  Podnieś i sprzedaj rakietnicę.
15843:  Niestety nie możemy.
15846:  Jest zbyt daleko.
15848:  Ale karabin plazmowy to jest coś, co weźmiemy jeszcze.
15851:  Ja myślałem, że to karabin laserowy jest ostateczną bronią.
15856:  A okazuje się, że nie.
15859:  Okazuje się, że nie, moi drodzy.
15861:  Hmm.
15870:  Cóż za widok, przed nami chększa.
15872:  Moi drodzy, przed nami chększa, a za nami niedzielny stream.
15877:  Trzeba zjeść, trzeba zadbać o siebie i jeszcze coś obejrzeć, w związku z powyższym zostawiam Was w ten miły wieczorny wieczór, niedzielny wieczór, nie wieczorny wieczór, niedzielny wieczór z czasem wolnym do zagospodarowania i przypominam, że jutro, mam nadzieję, spotykamy się w pełnym składzie na jamnikołajkach, będzie dużo jamników, będzie dużo filmów z jamnikami, będzie czytanka jamnicza, będzie jakaś gra,
15904:  Nikt nie wie jaka, nawet ja nie wiem.
15906:  Będzie trochę Q&A, będzie wszystko krótko mówiąc.
15908:  A tymczasem dziękuję jak zawsze, dziękuję Jan Nikołajom, którzy się objawili przedwcześnie, obdarowując wszystkich wspieraniem.
15915:  Dziękuję trybutariuszom, którzy wspierają kanał.
15917:  Dziękuję widzom stałym i niestałym, którzy się pojawili.
15919:  Dziękuję wszystkim, którzy postanowili dzisiejszy wieczór spędzić na przygodach, nie Adama Jensena, Jadama Jamnisena.
