🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
14557:  Polski Community Manager już Cię nie lubi przez naśmiewanie się z backtesty.
14561:  To nie jest naśmiewanie się, to jest...
14565:  Najbardziej rzetelna krytyka, na jaką nie zasłużyli.
14568:  Bethesda powinna w nieskończony sposób podlegać różnego rodzaju połajankom za to, co robi.
14576:  Ty donate'ów nie rozliczasz w ramach działalności gospodarczej?
14579:  No właśnie, rozliczam wszystko od zaju, natomiast ludzie na Patronite'cie nie rozliczali, bo Patronite w Polsce miał interpretację podatkową taką samą jak składki charytatywne.
14588:  Co ja uważam za nieetyczne i to jest jeden z wielu powodów, dla których mnie nie miało na Patronite'cie.
14593:  Natomiast głównym powodem jest to, że ja nie mogę nic dać w zamian w ramach tych wszystkich progów różnych, no bo tutaj mamy czytelną sytuację, tak?
14600:  Jest wsparcie, dostajecie jamniki.
14601:  Od Dominiki, jamnikotwórczynik, Limczak skądinąd.
14607:  Nawet to nie pomogło nam pokonać temperatury topnienia.
14613:  No jest to potężna rzecz, co ja poradzę.
14617:  Co ja poradzę.
14619:  On już wygra.
14621:  Chyba, że nasz przeciwnik, przepraszam, nasz sojusznik nas wesprze.
14625:  Gramy Pawełek w multika, żeby było śmiesznie, w Mecha Bellum, bardzo sympatyczna sprawa.
14630:  Ktoś na serio domenia tych patronajtów jako darowiznę, ale ja mówię śmiertelnie poważnie, Cordi.
14635:  Myślałem, że to oczywiste, że to wszyscy rodziciela na kodochód, ale absolutnie nie.
14638:  Była interpretacja podatkowa dla patronajta, specjalna właśnie taka, że to jest darowizna.
14643:  Nawet niektórzy mówili, żeby powyżej pewnej kwoty nie dawać, bo wtedy będą mieć problemy.
14649:  Błuszko pisze, że się dobrze moduje krapot Bethesdy.
14652:  Ale no tak, co innego.
14658:  No więc ewidentnie ten przeciwnik jest silniejszy.
14660:  Ja dostałem silniejszego przeciwnika.
14662:  Jak to jest sprawiedliwe?
14663:  To nie jest sprawiedliwe mianowicie.
14665:  Czy ja mogę dostać jakiś dylemat, który da mi jakieś potężne jednostki w odpowiedzi na to, co mi się tutaj dzieje?
14671:  Nie.
14677:  Dobra, weźmy te krolery, wszystko jedno.
14681:  Jest szansa, że one odwrócą uwagę temperatury topnienia, ale musimy sami coś kupić, moi drodzy, nie ma innej opcji.
14688:  Musimy sami coś kupić i ja chyba zdecyduję się na... O tutaj jest, co tutaj jest?
14695:  Wulkan?
14699:  A może też krolery?
14702:  Władcę weźmę.
14703:  Nie, władca nie, władca padnie szybko.
14705:  Hmm.
14706:  Co by tu wziąć?
14707:  Weźmy te.
14708:  Sprawdziły się ostatnio.
14710:  Może i teraz się sprawdzą.
14712:  Zjadłem nie raz, zjem i teraz.
14716:  Dobrze.
14721:  I... Teraz tak.
14722:  Wydam to.
14723:  Nie, to nie ma żadnego sensu.
14728:  Jeszcze jednego nosorożca.
14729:  Im więcej nosorożców, tym lepiej.
14731:  Wyślijemy może tutaj nosorożca?
14735:  Nie, tu nie możemy.
14745:  Interpretacje dyrektora KISS są nawet dla mnie niezrozumiałe.
14748:  Czyli teraz, jeżeli chodzi o Patronite'a, to już jest to uregulowane.
14752:  No to zobaczymy, jak to się będzie działo teraz.
14754:  Zobaczymy.
14755:  Widzicie, temperatura topnienia teraz robi głupie rzeczy.
14758:  Bardzo dobrze.
14760:  Mamy teraz większe szanse troszeczkę.
14761:  Odrobinkę, ale zawsze coś.
14766:  Niestety to nie wystarczyło.
14774:  Dobra, ale ewidentnie tu na tej flance jest lepiej.
14778:  Więc może, może teraz wspólnie go pokonamy.
14786:  Czy gra według ciebie ma potencjał?
14787:  Moim zdaniem bardzo duży.
14788:  Tylko potrzebujemy kampanii fabularnej.
14790:  Bez kampanii fabularnej to będzie kupa jakich wielu.
14794:  Dobrze, dobrze!
14796:  Atakuj go dalej, świetnie.
14800:  Obawiam się, że te temperatury topnienia mogą zwyciężyć.
14803:  Po raz kolejny.
14805:  To jest właśnie kwestia tego dylematu, nie?
14807:  Dostaniesz coś takiego, no i wygrywasz.
14815:  I dlatego jest to takie przyjemne, jak się to dzieje nam.
14821:  O!
14826:  Teraz tak.
14829:  Ten statek ma emisję fotonów, co znaczy, że automatycznie pokrywa rzeczonymi fotonami, radosnymi, powierzchnię i jest dobrze.
14846:  Jest wręcz radośnie, powiedziałbym.
14851:  I teraz tutaj, żeby troszeczkę zkonfundować temperaturę topnienia, damy kły.
14859:  Dobra.
14862:  Czy będzie Warhammer dzisiaj?
14866:  Kurczę, czemu by nie?
14867:  Bo w którymś momencie zużyjemy wszystkie te tryby, które chciałem wam pokazać.
14871:  A teraz przypomnijmy sobie, że Dragon's Dogma 2 kosztowała 200 zł i jeszcze miała mikropłatności, porównajmy z tym.
14876:  Prawda?
14876:  A ile macie z tego zabawy?
14880:  Community manager BTSD... BackTSD, przepraszam.
14882:  Każdą formę krytyki traktuje jako atak personalny, potrafi zerwać w wieloletniej współpracy za zadawanie się z kimś, kto krytykuje BackTSD.
14887:  Aha, rozumiem.
14888:  Czyli pewnie dlatego ta agencja chciała tego uniknąć, ale zabawne.
14892:  Myślałeś kiedyś nad Double Simem zarówno na YouTubie, jak i na Twitchu?
14895:  Twitch, z tego co wiem, dalej nie wspiera 2K, albo wspiera 2K tylko dla partnerów, więc niech się hendoży.
14903:  A w Warhammera to byśmy sobie mogli zagrać, tylko ja bym zrobił taką krótką przerwę, żeby to jednak był już inny strumyk.
14909:  I zrobimy wtedy w ten sposób, że ja sobie zjem jakiś obiad, bo nie jadłem dzisiaj i to nie jest dobre.
14916:  I to jest jedyna rzecz, która mnie powstrzymuje.
14918:  I wtedy byśmy sobie odpalił jakiegoś późniejszego Warhammera i pograli czymś, czym nie graliśmy jeszcze wcześniej, na przykład Elsbeth, bo czemu by nie?
14926:  Czy będzie zapis z Pyrkonu?
14927:  Tak, no u mnie zawsze jest zapis, Amelio, jak jest na... Jak jest cokolwiek na kanale, to zawsze jest zapis.
14933:  Noooo!
14937:  Noooo!
14940:  No co z tego, skoro i tak nas rozwali.
14944:  Cały czas mu temperatura topnienia zostaje, ale teraz nasz sojusznik, co ja cały czas mówię przeciwnik, nasz sojusznik ma teraz troszeczkę większe szanse.
14953:  Jeżeli tylko zdoła... Jeżeli tylko zdoła zniszczyć tę latarnię i wtedy natychmiast zaatakować temperaturę topnienia.
14964:  To teraz ma szansę.
14965:  Ale tylko wtedy.
14966:  No to już nie ma szansy, bo sam stracił to miejsce.
14971:  A może ma?
14974:  Okej, okej, okej, okej, okej, okej.
14981:  No, no, no, no, no, no, no, no, no.
14983:  Ładnie, ładnie, ładnie.
14986:  Udało się.
14990:  Czułem już khanem, powiem Ci, że tak dobrze się nie bawiłem grając z nagłem.
14994:  Możemy sobie zrobić ankietkę.
14997:  Mianowicie, co chcecie z Warhammera Total War dziś wieczorem?
15011:  To znaczy, Nurgle i tutaj będzie Tamur Khan, Władca Czerwi, albo Elsbeth, Cizia od artylerii, albo... Ja pewnie straszne literówki robię, albo...
15032:  Malakai!
15035:  No nie, sterowce to no dobrze, możemy ewentualnie jeszcze... Albo jakaś zupełnie inna rzecz.
15041:  Czego nie było dawno?
15044:  Czego nie było dawno jeszcze?
15046:  Zastanawiam się.
15047:  Coś innego niż krasnoludy.
15048:  No właśnie, coś innego niż krasnoludy, bo było dużo, dużo krasnoludów.
15053:  Cinch dawno był obiecany, tylko że Cinch nie był... Kitaj będzie niebawem po update'cie, to na pewno.
15064:  Tomb Kings!
15070:  Elspeth to będzie imperium, nie?
15073:  Tutaj napisze imperium, tak?
15079:  A dajmy tych Tomb Kings, czemu by nie?
15082:  I... I co jeszcze tam możemy dać?
15088:  Zieloną skórę dawno nie było?
15089:  Nigdy nie było.
15093:  Dobra.
15094:  Dlaczego nie mogę rozpocząć ankiety?
15099:  Okej, mogę.
15104:  Flankują mnie?
15106:  Nie flankują, spokojnie, spokojnie.
15109:  Czy ja?
15110:  O Jezus, ja zapomniałem, ja nie rozstawiłem nowych jednostek.
15114:  Okej.
15115:  To było głupie.
15120:  Kurczę, Tomb King z przodu ją.
15122:  Myśmy faktycznie nigdy nie grali Tomb Kingsami.
15133:  To ostatnio to co?
15134:  Vegeto, Tomb Kings to są faraonowie szkielety.
15148:  No cóż.
15151:  No cóż.
15155:  Mogło być lepiej.
15157:  Ma to mój głos.
15158:  Proszę bardzo, nieumarli Egipcjanie.
15159:  Tak jest, tak jest, najkrótsze podsumowanie tego.
15164:  No to tak, moi drodzy, się prezentuje wspaniała gierka nowa.
15169:  Więc bardzo Wam polecam rzeczoną.
15172:  Jak zobaczyliście wszystkie tryby, jakie są, nie jest ich jakoś strasznie dużo.
15178:  Chyba wszystko, tak?
15179:  Wy jeszcze macie te akademie dowód.
15180:  No i wyzwania społeczności są.
15181:  Ludzie sami tworzą różnego rodzaju rzeczy dla siebie.
15185:  Możecie też ćwiczyć na poziomie szalonym, jeżeli bardzo chcecie.
15188:  Możemy sobie na koniec zrobić taki jeden szalony, na mały HP.
15194:  Drugie podejście, survival normal do dziewiątej runy się udało.
15196:  Fajne, pisze same w Shinsei.
15197:  No i proszę bardzo.
15199:  Zacznij od trzeciego levelu, Marksman.
15201:  Dobra, lecimy.
15204:  Sympatyczna sprawa.
15205:  Co z ogrami?
15206:  Ja czekam cały czas na update, wiecie, bo w tym momencie moim zdaniem granie ogrami o tyle nie ma sensu, że my wciąż nie wiemy, czy gra nie dostanie jakichś nowych rzeczy.
15215:  Prawdopodobnie będzie Monkey King w Kitaju i wtedy dostaniemy troszeczkę więcej ogrów.
15225:  Dobra, są i... Lecimy.
15232:  W angielskich brakuje opcji?
15233:  Nie wiem, chce Krzysztofa.
15234:  Strasznie mi było Kingo tu czytać.
15236:  Tunkings potrzebuje jakiegoś nowego patcha, nie było ko... Tunkings mają ten problem, ale ja myślę, że zagramy klasycznie Setrą.
15243:  Bo Setra jest wspaniały i strasznie memiczny i śmieszny.
15247:  Setra przede wszystkim wszystkich obraża w opcjach dyplomatycznych, wspaniałe.
15252:  Trybut, pytanie był dłużej od South Moon.
15254:  Przepraszam cię, już nadrabiam.
15256:  Dziwne rzeczy się dzieją na ekranie, ponieważ ta gra też nie wspiera trzech ekranów.
15260:  Czy będzie jakiś zapis twojego panelu na Pyrkonie?
15262:  A to to mówiłem ci.
15263:  Będzie, będzie, zawsze jest zapis.
15265:  Tylko że z tego panelu, który będzie streamowany.
15267:  Natomiast jeżeli chodzi o ten panel, na którym nie mam kontroli, no to nie da rady, niestety.
15272:  To jest minus.
15280:  Pomijamy.
15282:  Tu jest swoją drogą ta opcja, o której wam mówiłem, to znaczy łączą się...
15286:  obrażenia dla wszystkich jednostek.
15288:  Im więcej ich jest, tym są w oczywisty sposób potężniejsze.
15293:  Dobra.
15295:  Natomiast gra wciąga niesamowicie.
15298:  Jak zauważyliście pewnie.
15301:  Najnowsze liki do Total War... Warhammer 3.
15304:  Słyszałem właśnie Azarath i chodzą słuchy, że cały dodatek będzie kitajski.
15312:  Jak widzicie, mimo że poziom jest szalony, to się momentalnie
15316:  Przepalamy przez przeciwnika.
15320:  Warhammer FOMO też, haha.
15323:  Żeby to było takie dobre.
15325:  Właściwie to jest problem z taumaturgiem, że nie mam ochoty jakoś wrócić do gry, powiem wam.
15338:  Fajnie byłoby, tutaj jest jedna rzecz do poprawy, to znaczy, żeby można było ustawić priorytet, przynajmniej w tej fazie wcześniejszej, nie?
15345:  Na przykład w tym miejscu taki jeden buton, strzelaj do jednostek powietrznych, to by wystarczyło.
15350:  Ale podejrzewam, że wtedy za bardzo by zredukowały się możliwości taktyczne gry i by się rozwijała o wiele prostsza.
15358:  To będzie szybkie, mimo że to najwyższy poziom trudności.
15361:  Ale jak widzicie tutaj najwyższy poziom trudności jest... O, teraz my sobie weźmiemy temperaturę topnienia.
15366:  Najwyższy poziom trudności tutaj charakteryzuje się tym, że dostajecie inne opcje taktyczne i na przykład przeciwnik będzie na nas częściej flankował, to na szczęście jeszcze się nie stało.
15376:  I to jest poziom trudności, który ja lubię.
15380:  Takie rzeczy to Krzysztof lubi.
15382:  Inteligentny poziom trudności słowem.
15385:  Czy Norska miała buffy kiedyś?
15386:  No cały był rework norski się wydymie.
15389:  Norska była niegrywalna w dwójce.
15391:  Co było nie tak z Tamaturgiem?
15393:  Nieinteresująca gra w sumie, wiesz co Pawełek?
15396:  Trudno powiedzieć, znudziła mnie.
15398:  Ja tak rzadko mam, żeby powiedzieć, że gra mnie znudziła, ale to jest ten kazus.
15403:  Po prostu gra mnie znudziła.
15406:  Mam wrażenie, że to jest też kwestia takiego, a nie innego stylu napisania głównego bohatera.
15422:  No dobrze, dobrze, przyspiesz.
15424:  Jak widzicie, to jest OP zdolność.
15429:  To łączenie obrażeń.
15431:  Nie sądziłem, że to będzie w ten sposób, ale faktycznie udało się.
15435:  Działa dobrze.
15436:  Eee...
15443:  To jest fajna zdolność, ale nie ma atomówki.
15445:  Chciałem, żeby była atomówka na zakończenie, a nie ma atomówki na zakończenie, to jest smutne.
15452:  Dobrze.
15453:  Jeszcze dorzucimy jeden oddział.
15458:  Jak wróciłem z tego, że mamy jeszcze niby dostać dwa DLC do Kitaju, a zero do Coronary Stunnerza, to mi się nie podoba bardzo B. Myślę, że się z tego powinni wycofać.
15466:  To jest bardzo, bardzo kiepski pomysł.
15471:  Ja bym chciał DLC dla wampirów i piratów-zombi.
15473:  Piraci i zombie mają bardzo małe szanse w Raven of Thieves.
15476:  Wampiry prędzej.
15477:  Wampiry dawno nie miały reworka, bo chyba... Co było ostatnim razem?
15482:  Heinrich... Nie, Heinrich Kemmler, tylko... Zawsze mnie bawi Heinrich Kemmler.
15486:  Tylko... Karawana rusz.
15491:  Swoją drogą, bardzo fajna kampania.
15493:  Wampisze.
15494:  Ale ładnie.
15495:  Dobrze, ładnie, ładnie, ładnie.
15499:  Wytrzyma jeszcze maksimum jedną turę.
15503:  W Kitali się świetnie sprzedaje w kinach.
15504:  Myślicie, że to jest ta kwestia?
15506:  To jest możliwe.
15510:  Dwa skorpiony.
15511:  Tych nie widzieliście, a to są sympatyczne jednostki.
15517:  Przeciwko dużym zgrupowaniom jednostek.
15523:  Temperatura topnienia, aktualizacja.
15527:  W sumie stać nas jeszcze jednego Skorpiona.
15529:  Kto bogatemu zabroni?
15530:  Jakieś flanki są.
15532:  Dobrze, bezpiecznie wszystko.
15535:  I raz, i dwa.
15539:  I tyle.
15541:  Ostatnie DC dla wampiru to było w jedynce albo na początku dwójki?
15545:  Nie no, w dwójce było.
15547:  Nie, wydaje mi się, że w trójce też było coś.
15550:  Było coś w trójce jednak.
15551:  Tamator męczył brakiem głębi.
15553:  Hmm?
15555:  Znaczy najgorsze były te walki tam, no to była, to była absolutna tragedia.
15560:  To się wcale, wcale, wcale... Może się okazać, że, że... Że my tego nie wygramy.
15565:  Albo, albo zobaczymy, zobaczymy.
15569:  Dobrze, nigdy nie wiadomo jak to się skończy.
15573:  Zresztą niedługo będę pokazywał, co polecasz do zwiedzania i do zjedzenia.
15576:  Jedzenie na Kazimierzu.
15577:  Zawsze.
15579:  Zwiedzanie.
15582:  Zwykle polecam... No tak, niestety jeszcze jedna tura.
15585:  Zwykle polecam, moi drodzy, muzeum pod sukiennicami.
15591:  Wawel też jest bardzo... Wawel obowiązkowo, absolutnie, zawsze.
15596:  Weźmiemy przenośną tarczę tutaj dla niego.
15599:  Myślę, że to powinno sporo pomóc.
15604:  I konserwacja.
15609:  I jeszcze jeden.
15611:  A ponieważ nas stać... Hmm... Tutaj zrobimy tak, chytrze.
15620:  Tarczka.
15621:  Tarcza zawsze ratuje.
15627:  Dobra.
15628:  I może jeszcze to.
15634:  Niski rynek przynosi tak wielkie przykłady na rynku gamingowym, że firmy często kroją kontent pod ten rynek.
15638:  W Obiekt 2 też był ten problem.
15639:  A tak, tak, o Blizzard to wiadomo.
15642:  Wiesz, ja zły jestem na tego blizzarda, pojęcia nie macie.
15649:  Dlaczego tak wolno idziemy?
15652:  To jest pewien minus.
15655:  Dobrze byłoby, żeby już strzał, dobrze!
15658:  Mamy tylko jednego snajpera.
15660:  Temperatura topnienia nas może uratować.
15664:  Jest za dużo jednostek powietrznych.
15667:  To jest minus.
15670:  Tak.
15671:  Za duży jednostek powietrza.
15676:  Musimy jakoś rozwiązać ten problem.
15678:  I to szybko!
15679:  Chociaż... Dawaj.
15690:  Bombę zapalającą.
15691:  Wwalniłem bombę zapalającą.
15694:  Tutaj.
15698:  Okej, to jest je raz.
15700:  Dwa, musimy coś bezwzględnie anti-air.
15705:  Czy któraś z nich ma opcję anti-air?
15708:  Nie, chyba.
15710:  Więc potrzebujemy najprostszą jednostkę anti-air, czyli Mustanga.
15718:  I to powinno nam rozwiązać problem.
15720:  Trzeba tylko mu dać specjalizację przeciwlotniczą.
15727:  Dobra, jest.
15729:  Izę dwie tarczki.
15734:  Teraz wszystko co złe to Mike Ross, a Blizzard przestał być decyzyjny.
15738:  W sumie racja!
15739:  A ja o ironią myślałem, że będzie lepiej.
15743:  No i teraz myślę, powinno być lepiej.
15748:  O tak, o tak, o tak!
15752:  Nie ma to jak nisko levelowe jednostki przeciwlotnicze.
15755:  które atakują wysokolewelowe jednostki przeciwlotnicze.
15758:  Zawsze radosna sprawa.
15761:  To jest też piękne, że w strategiach uczymy się tego, że jednostka, która jest nisko levelowa czasem, ale dobrze ulepszona, potrafi być lepsza od wysoko levelowej, ale kiepsko ulepszonej.
15771:  I to, moi drodzy, konkluduje naszą dzisiejszą przygodę z Mechabellum, a wcześniej z V-Alters.
15777:  V-Alters wspaniałe, dobrze rokuje.
15779:  Bardzo serdecznie dziękuję za wpadnięcie i jako się rzekło, od razu robię zapowiedź, tak na 45 minut myślę, tak 21.15 sobie zaczniemy radośnie
15790:  Warhammera, to znaczy Elsbeth von, nie, Tomb Kings, tylko teraz tak, zrobimy w ten sposób, że to będzie taki placeholderowy Warhammer, nie?
15798:  To znaczy ja po prostu wstawię tam jakąś grafikę, która będzie taka bardzo królowie z Setra.
15806:  Setra nieśmiertelny, o, więc damy sobie Warhammer 3, Tomb Kings, Tomb Kings, Krzysztof nie umie pisać, 4 i sobie wstawiamy, moi drodzy, na dzisiaj, na 21.15, po tym jak będzie zjedzony obiad, zarabianie wyłącznie, o, na każdą drogę możecie zobaczyć, jak to się robi.
15828:  ile tutaj trzeba zrobić, żeby to cholerstwo wyłączyć.
15831:  Znaczy na pewno, no, w związku z powyższym zapowiadamy sobie to i zaraz jeszcze zrobimy tak, żeby, a jeszcze tu fajnie byłoby, żebym dał jakąś ładną grafikę na to, bo jest brzydka grafika, potrzebujemy ładnej grafiki i jakąś, jakąś generyczną Warhammerową by było fajnie dać grafikę.
15849:  Czy ja znajdę taką ładną Warhammerową grafikę?
15851:  Muszę mieć jakąś placeholderową Warhammerową grafikę.
15854:  Potem się wymieni już na...
15857:  a dam może... Thrones of Decay to jest chyba najnowszy patch, prawda?
15860:  Więc dam sobie z Thrones of Decay i będziemy mieli, moi drodzy, gotowe.
15865:  I teraz jeszcze zrobię przekierowanie z tego live'a, tak żebyście mogli łatwo przejść tam, że... Więc jeszcze edycja radosna i przekierowanie.
15876:  Redirect!
15878:  Tak jest.
15879:  Swetra.
15880:  Dobrze, moi drodzy, więc dziękuję serdecznie za dzisiaj.
