Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
14924:  Dlaczego tu jest tak, że mamy tylko jeden Arcane Conduit?
14928:  To jest ciekawe.
14932:  Helikopter w ogniu.
14933:  Nie, absolutnie.
14934:  Ja w ogóle muzykę Zimmera kocham absolutnie.
14938:  co polecam po rzeczach ulotnych.
14942:  Prosta sprawa, albo dym i lustra, albo drażliwe tematy, czyli kolejne opowieści czy opowiadania Neil'a Gaimana.
14954:  Znakomita sprawa.
14956:  Jeżeli chodzi o wiatry magii, nie jest dobrze, ale będzie ciut lepiej za mną.
14964:  To jest ten moment, kiedy powinienem przestać rzucać zaklęcia.
14968:  Już zacząłem powoli rozpoznawać ten moment.
14972:  Krzysztof tak naprawdę bierze udział w nielegalnych walkach w Oktagonach.
14975:  Absolutnie, przejrzałeś mnie.
14977:  Tak było.
14979:  Tak było, nie zmyślasz.
14981:  Kto tu jeszcze?
14983:  Okej.
14984:  Tak, musimy teraz poczekać, aż oni się wszyscy tutaj zgromadzą ładnie i radośnie.
14989:  To teraz tak, korzystając z chwili przerwy,
14993:  O tak, zgromadźmy się w jednym miejscu.
15000:  I może nawet jeszcze bardziej.
15007:  Nie.
15009:  Dobra, może zdążę.
15015:  Won mi stąd.
15016:  Tutaj, dobrze.
15023:  Chodzi o to, żebyśmy mieli jak najmniejszy blob jednostek i żeby można było jak najwygodniej rzucać zaklęcia.
15036:  Okej, tak, o to chodziło.
15044:  To wygląda dziwnie, zdaję sobie z tego sprawę.
15049:  Okej, teraz tak.
15055:  Uderz w przeciwnika!
15089:  Papatki.
15096:  I zakazana różdżka, świetnie.
15102:  Świetnie.
15105:  Harad!
15106:  Tak jest.
15108:  Już grzeszczą, że uciekają, bardzo dobrze.
15112:  Bardzo dobrze, należało się.
15116:  Okej, myślę, że nawet można zrobić parę neheków.
15121:  To jest zaklęcie odkurzacza jednostek.
15129:  Trochę tak jest, faktycznie.
15133:  Myślę, że będzie można... Kluczowe jest to, żeby mieć jak najkrótszą linię frontu.
15144:  Nie, nie, nie, żadnego uciekania.
15156:  708.
15156:  Saga of Tania the Evil w świecie.
15161:  By korzystać z magii trzeba się modlić o protagonistkę z ateizmu.
15164:  Ciekawe stan 47.
15166:  Pogranicze magii i technologii, anime.
15170:  Czy usłyszałem utwór Time nagrany ponownie z Alanem Walker'em?
15173:  Nie, ale widziałem
15176:  Chyba London Symphony Orchestra była w cosplayu Piratów z Karaibu w swego dolu, grali najlepsze utwory Zimmera i w którymś momencie grali Time właśnie i nagle Zimmer wszedł z gitarą elektryczną w momencie, w którym ona dokładnie w tym etapie utworu wchodzi.
15192:  Niesamowite absolutne wrażenie.
15194:  Wspaniałe.
15196:  Wspaniałe.
15200:  Dyscyplina plus 5 przy walkach z ludźmi.
15202:  Powinniśmy mieć dyscyplinę plus 19.
15206:  Dobrze.
15208:  Izabela wraca tutaj i łapie replenishment dla wszystkich swych wąpierzy.
15215:  Okej, następny wąpierz.
15217:  Dobrze.
15219:  W tak zwanym międzyczasie czy nasz beznadziejny zabójca... Nasz beznadziejny zabójca nie radzi sobie z ranieniem przeciwników.
15228:  Zabójcę w ogóle jeszcze zdobędziemy, to znaczy dopiero na poziomie czwartym.
15233:  Niech będzie podpalone, gdzie najlepszy habit.
15235:  Dziś nie gramy z cavernami, dziś nie gramy magami.
15237:  To dlatego.
15238:  Pierze się.
15245:  Dobra.
15247:  Jest, jest.
15249:  Chłopak Pauliny twierdzi, że jest smokiem.
15252:  Szacun.
15255:  Absolutnie tak.
15256:  Szanuję coś takiego.
15258:  W sumie mógłbym kończyć, ale nie chce mi się jeszcze kończyć.
15263:  Niech będzie podpalony Soy Witch, niech będzie podpalony.
15269:  Czy warto czytać przedwiośnie, czy zadowolić się streszczeniem?
15273:  Zawsze pytanie, które sobie zadaję w takich sytuacji, to to, czy faktycznie chcemy się zadręczać, czy też może niekoniecznie.
15281:  Moje zdanie jest takie, że może niekoniecznie.
15283:  Bo i tak będą cię pytać, nie z tego, czy podobał ci się ten utwór, czy go znasz i tak dalej, tylko będą cię pytać z tego, czy pamiętasz nudne fakty fabularne, prawda, więc...
15294:  Cóż, myślę, że to się samo narzuca, nie?
15298:  Okej, teraz tak.
15300:  Czyli jesteśmy w stanie tutaj coś ciekawego zrobić?
15303:  Nie bardzo, ale i tak warto zadbać o te poziomy w tym momencie.
15310:  O właśnie, warto.
15313:  Dobrze i tutaj inwestujemy w nieśmiertelną wolę w przypadku wszystkich wampirów, żeby jednak mieć możliwość regeneracji w razie czego.
15323:  Dobrze.
15326:  czytanie na problemy ze snem, a to potwierdzam, to pomaga.
15329:  Na pewno złym pomysłem jest długie wpatrywanie się w ekran, akurat przy problemach ze snem.
15337:  Niestety.
15339:  Kim ja jestem, by oceniać, sam to robię.
15342:  Mnie z kolei bardzo często usypiają różne seriale na Netflixie, więc to dla mnie jest osobiście lepsze rozwiązanie.
15352:  Dobra.
15354:  Trochę tych leveli by nam wbiło.
15358:  musimy być silni przed tą walką, bo to są krasnoludy.
15362:  W sensie, potężna wada tej strategii, którą mamy, jest taka, że wszyscy nam wypowiadają wojnę, więc jeżeli się na nią będziecie decydować, polecam nie zrobić tego, co ja napisałem na początku, to znaczy iść na całość już w takim razie.
15378:  I faktycznie wylewelować tych lordów do czterdziestego poziomu.
15386:  Spiritusowe zwycięstwo?
15388:  My ass.
15394:  Bardzo dobrze.
15395:  Bardzo dobrze.
15398:  Bardzo dobrze!
15401:  Nareszcie!
15403:  Nowy papież?
15404:  Tak, znany, bardzo lubiany.
15406:  Obejrzałem dzięki swoim przyjaciołom i nie żałuję.
15409:  Jak mi poleci?
15410:  Uuu, świetnie.
15412:  Eee... Dobra.
15415:  Utracona niewinność dla Olgi von Dracarczuk.
15418:  Ciekawie brzmi.
15421:  I tyle, myślę, w tej turze.
15423:  Tak, tak.
15424:  Dobrze jest.
15428:  Myślę, że możemy za moment, to znaczy za jedną turę, będziemy mogli wymienić go na Vlada wreszcie.
15439:  Jamniki Assembu, apeluje Kamil.
15442:  Czy ten apel pozostanie bez odpowiedzi?
15447:  Mam nadzieję, że nie.
15449:  Udanie jego wysysania krwi wrogów.
15451:  Dzięki, Polpoliko.
15457:  Bronisław Maj to nie jest rodzina.
15459:  W mojej rodzinie nie ma poetów, pochlebiam sobie.
15465:  O!
15466:  Dziękuję!
15467:  Specjalnie dla trollgi powinna być cecha Zaprzedana Dusza.
15472:  Przeciwnicy!
15476:  Przeciwnicy!
15478:  Wspaniale!
15481:  Cudownie.
15482:  Doskonale i świetnie.
15484:  Akurat wtedy... Cz, potrzebujemy dla niego też levelu.
15494:  Ajajajajajaj!
15495:  Tchórzliwi skaweni!
15497:  Czemu uciekacie?!
15498:  Co to za uciekanie? !
15502:  Ja chcę level!
15506:  Tak.
15507:  Bardzo dobrze!
15508:  Tego potrzebowaliśmy.
15513:  I teraz tak.
15514:  Mam nadzieję... Nie, to nie zyskało dla nas, niestety.
15522:  Poziomu.
15523:  Bałem się, że może za daleko uciec.
15528:  Nie.
15530:  Nie.
15532:  Okej.
15535:  Dobrze.
15536:  Okej.
15544:  Na Facebooku Mikołaja Marcela udostępnił już link do waszego podcastu z Bartoszem Malinowskim, który jest szukany przed snem.
15549:  Dzięki za info, bo nie wiedziałem.
15551:  Słuchajcie, jak jesteście zainteresowani bardziej takim spokojnym, merytorycznym
15557:  komentarzem dotyczącym tego, co można w edukacji robić lepiej i co się w niej dzieje, to polecam Wam, jest podcast mój, Bartka Filipa Malinowskiego i Mikołaja Marcelli.
15567:  Dyskutujemy na ten temat i co więcej, to będzie seria.
15571:  I postaramy się w kolejnych odcinkach proponować takie bardziej konstruktywne uwagi i Mikołaj też będzie się dzieił swoimi własnymi lekturami na ten temat, więc mega Wam polecam, jeżeli Wam brakowało tego elementu.
15583:  A pewnie Wam brakowało u mnie.
15585:  Ja jestem zbyt mało zdyscyplinowany i za bardzo wściekły, żeby zajmować się kwestiami od strony konstruktywnej, co też wielu osobom przeszkadza, mam wrażenie, albo ich dziwi.
15596:  Dla mnie to jest o tyle nie dziwne, że ja zawsze twierdziłem, że jeżeli chcę zrobić coś konstruktywnego, to to robię w obrębie nauki, tam gdzieś na tym faktycznie znam.
15606:  Okej.
15610:  Podarujemy sobie na razie levele, myślę.
15619:  Ja bardzo chętnie zrobimy dubbing twierdzy, zawsze.
15622:  Bez problemu.
15625:  Bez problemu.
15627:  Dzięki Tomek, dobranoc, dobranoc.
15635:  No i chwili już, gdy miało być tak dobrze.
15640:  Nie mamy szans ze skawenami, to jest armia...
15644:  Bezsensowna całkowicie, więc... Niedobrze.
15653:  Akurat w momencie, w którym zyskał rangę.
15655:  Cóż za złośliwość.
15656:  Okej.
15659:  To nic.
15660:  Czy mamy tutaj kogoś, kto ma wys... Wiedza!
15666:  Świetnie.
15666:  To niech on tam zostanie sobie, jeżeli ma... jest...
15670:  Jest to wiedza.
15672:  Gdzieś jeszcze jest wiedza.
15674:  Nie.
15678:  Weźmy tego.
15681:  O, świetnie.
15682:  O to chodziło.
15684:  O to chodziło.
15686:  Nie ten jamnik.
15689:  Dobranoc, Falco... Falco 14.
15691:  Złośliwość rzeczy martwych, prawda?
15692:  Prawda?
15699:  Chcemy więcej leveli.
15702:  Dobrze jest utrzymać tutaj tych skawenów, tak nawiasem mówiąc, właśnie w tym celu, co w tej chwili robimy, to znaczy szybkiego levelowania naszych bohaterów, bo teraz ta sytuacja w Vampirze jest o wiele lepsza.
15714:  Ale nie mamy żadnego, który ma cechę wiedza.
15717:  To jest minus duży.
15720:  Siła.
15721:  Okej, niech i będzie.
15724:  Niech i tak będzie.
15727:  Czy jest jakiś nekromanta też dobry?
15730:  Nie.
15732:  Z nekromantami mamy już problem.
15737:  Myślę, że Ludwiga za moment będziemy mogli wymienić na Vlada.
15746:  Uuu, Zubar.
15751:  Jak oceniam proces stawania się pracownikiem naukowym?
15754:  Dobranoc Dawidzie Franczaku, dobranoc Jemniczych-Stumów i dobranoc Sermovento.
15761:  Więc wracam do pytania.
15762:  Jako pracownik naukowy, jak oceniam proces stawania się takowym?
15765:  Studiuję pracownicę fizykę i szedłem z postanowieniem zostania na uczelnię.
15767:  Ta perspektywa wydaje się coraz mniej kusząca.
15772:  Jest trudny i ciężki kawałek klepa.
15774:  Zwłaszcza w dziedzinach ścisłych musisz być przygotowany na to, że przez długi czas to profesor będzie rozdawać karty, a nie ty.
15781:  I to jest bardzo nieprzyjemne.
15785:  Więc to jest ciężka sprawa.
15787:  Okej.
15789:  Myślę, że walka z drajką to jest ten moment, kiedy Izabela von Karsztajn może wreszcie zaleśnić.
15798:  Mam taką przynajmniej ogromną nadzieję.
15802:  dostanie posiłki.
15804:  Bardzo dużo posiłków potrzebujemy.
15808:  Magicznych skąd inąd.
15809:  Dobrze.
15810:  Czy któryś z bohaterów ma realną możliwość wsparcia nas w tym wymiarze?
15816:  Czy tak nie do końca?
15818:  Tu widzę, że jest poziom dwunasty.
15819:  Co nam daje poziom dwunasty?
15821:  Tak sądziłem.
15822:  Piekielny rumak.
15822:  Dobrze.
15824:  Czyli wszyscy na poziomie dwunastym dostają rumaki.
15826:  Świetnie.
15828:  Okej.
15830:  Poziom dziesiąty też.
15832:  Dobra.
15834:  To dobra wiadomość.
15838:  Okej.
15838:  Nie, nie, nie.
15841:  Tak, tak.
15842:  Dobrze.
15844:  Poziom dwunasty.
15846:  Dobrze.
15847:  Wprawdzie nie mamy praktycznie wiatrów magii i to jest coś, co mnie cały czas martwi, ale i tak nie jest źle.
15858:  Okej.
15860:  Tutaj sytuacja może być lepsza.
15866:  Dobra.
15867:  I tu 34 poziom.
15869:  Okej.
15871:  Okej.
15873:  Magiczne posiłki.
15873:  Dobrze.
15875:  I tu jest najgorzej.
15878:  Dobra.
15879:  I teraz tak.
15880:  Pytanie, czy to poprawi naszą sytuację.
15882:  Poprawiło to znacznie naszą sytuację.
15885:  Znacznie.
15889:  Tak, Bartosz Wileminowski od początku listopada prowadzi podcast.
15892:  Tak, tak.
15894:  Na YouTubie jakoś tego nie reklamował, mam wrażenie.
15900:  Dobrze.
15901:  Mamy szansę zrobienia paru leveli.
15904:  Raz, dwa, raz, dwa, trzy.
15909:  Drajka musi zginąć.
15911:  Drajki nie pokonamy w tym momencie w inny sposób niż przez...
15919:  O nie... O nie, to jest coś, co mi umknęło kompletnie.
15929:  Czy jesteśmy w stanie to jakoś ominąć, ciekawie?
15936:  Tak, powinno być w ten sposób, że jeżeli Drajka nas zaatakuje...
15944:  No, zobaczymy.
15945:  Zobaczymy, zobaczymy.
15946:  Dobra.
15948:  I... tutaj do Izabelli.
15951:  Bardzo prosimy.
15952:  Pięknie.
15954:  Wszystko?
15955:  W tej turze?
15956:  Wszystko w tej turze.
15958:  Dobranoc, drzwiaku.
15960:  Jeśli drzewo się panoszy, naślij na nie ruj truposzy!
15964:  Przepiękna sprawa!
15966:  Czy sprawdzałem Spotify Rept?
15968:  Zdarzało mi się, zdarzało.
15971:  Zwykle dostawałem rzeczy, które zapętlam bardzo często i... Tak!
15978:  Dobrze, teraz pytanie, czy ginie nam którykolwiek z lordów?
15981:  Nie.
15984:  Ginie tylko ten najnowszy.
15985:  Dobra, bierzemy to.
15988:  Ważne, że z Izabelli nikt nie zginął.
15990:  Ważne, że nasz Lord Wampirów nie zginął.
15993:  I ważne, że Drajka zginęła.
15994:  To jest najważniejsze.
15996:  Świetnie.
15997:  Jestem content.
16001:  Rekonstrukcjoniści historyczni strasznie to cenię.
16004:  Dla mnie to jest LARP w pewnym sensie.
16007:  Czy cosplay, mówiąc precyzyjniej.
16009:  Więc bardzo to cenię i lubię.
16012:  Świetnie.
16016:  Ocalony, naprawdę.
16020:  Dobrze.
16023:  Bardzo, bardzo dobrze.
16027:  I tak... O!
16032:  Pojawiają się już nam wysokopoziomowe jednostki.
16035:  Ścierwowóz nie jest zły.
16037:  To jest magiczny rydwan.
16040:  Przypnijmy to.
16043:  Przywraca dwa punkty na sekundę życia nieumarłym w pobliżu.
16048:  To nie jest zła rzecz do tego, żeby była w armii.
16058:  Dobra i... odświeżamy.
16061:  Odświeżamy siły nasze.
16071:  Okej.
16071:  Jest.
16074:  Możemy nawet w 100% z puli...
16077:  To jest plus krwawych bitew wampirycznych.
16081:  Chcąc w przyszłości zajmować się światotwórstwem fantastyką w ogóle, pyta Hamlet, wykładać, czy filologia polska jest dobrym wyborem, czy coś innego.
16086:  Tak, ale na odpowiedniej uczelni.
16088:  W tym temacie polecam Uniwersytet Śląski Sztukę Pisania.
16094:  Kuba pisze, że cykle Davida Eddingsa to jest takie typowe high fantasy.
16097:  Jest sobie kłopaczek, którego siatka i dziadka okazują się największymi magami w uniwersum i wykluczają obalić tyrana.
16102:  To brzmi dobrze, tam są magowie.
16108:  Mniam.
16109:  Magowie są pyszni.
16114:  Znakomicie.
16115:  Kolejny wampir nasz, możemy się pozbyć tego bohatera.
16120:  To jest nam niepotrzebne, to jest nam niepotrzebne, oddawaj wszystko.
16124:  Ale plus jedna rzecz, możecie nie wiedzieć, mianowicie jeżeli jest taka możliwość, żeby tutaj dać... Nie, nie ma takiej możliwości, bo jeżeli byłby jakiś sztandar, który daje boost do prędkości badań, to wtedy by to zostało.
16146:  Okej, możemy Yennefer dalej levelować, ale możemy też wziąć...
16149:  dowolnego innego lorda, który by miał jakąś interesującą dla nas cechę.
16154:  Jeśli nie ma, to bierzemy generycznego nekromantę.
16158:  I dalej go levelujemy.
16159:  A w tak zwanym międzyczasie tutaj kolejny wampir do kolekcji będzie.
16163:  Uuu, czemu go nie ma?
16164:  Powinien być.
16165:  Okej.
16171:  Izabella.
16173:  Czas spać!
16173:  Kaczk błogosławiał!
16175:  Dobranoc, proroku Kaczk!
16179:  Dobrze, moi drodzy.
16181:  To brzmi jak finał.
16183:  Godny finał.
16185:  Dlatego też będziemy walczyć z odwagą.
16190:  Czy... Nie... Nie... Nie... Po co?
16202:  Beznadziejne to jest absolutnie.
16203:  Ta linia jest beznadziejna, Izabeli.
16205:  Nie będziemy jej brać.
16206:  Jeśli chodzi o tę...
16214:  Nie jestem przesadnie podekscytowany.
16218:  Raczej ją zboostujmy.
16220:  Musi być silna Izabella.
16225:  Izabello.
16227:  To jest piękne imię.
16229:  Izabella.
16229:  Przez dwa L koniecznie.
16235:  Walczymy.
16238:  Jak pozbyć się poczucia wstydu związanego z zainteresowaniem grami wideo indukowanego we mnie przez rodzinę i szkołę przez całe świadome życie?
16248:  Jeżeli cenisz sobie prace naukowe, to możesz spróbować sięgnąć do jakiejś książki na ten temat.
16256:  Może to sprawi, jak zobaczysz profesorów zajmujących się tym bez żadnej żenady i problemu, że zmienisz nastawienie.
16265:  Ci też mogę sypać anegdotami związanymi z ludźmi, którzy zajmują się grami wideo.
16269:  Jest babka Elizabeth Clastrup, przymiła swoją drogą, poznałem ją w pracy kiedyś na konferencji, która zapisała habilitację z World of Warcraft.
16276:  Habilitacja to jest coś, po czym się staje człowiek profesorem, więc takie rzeczy tylko w Danii nawiasem mówiąc.
16283:  I myślę, że to jest jeden sposób.
16286:  Drugi to jest taki, żeby słuchać różnych, nie wiem, filmów, materiałów, jest bardzo dużo wideoesejów na temat gier wideo od strony filozoficznej przedstawiających to i myślę, że tak powoli, powoli przekonywać też samego siebie, że to nie jest nic, co właśnie powinno powodować jakikolwiek wstyd.
16303:  Dla mnie to jest w ogóle smutne i straszne, że coś takiego się dzieje.
16307:  Zauważcie, że to jest jedyne medium, w którym coś takiego mamy.
16315:  Studia magisterskie, poniżej rzeczy, do czegokolwiek się przydają, zależy bardzo od dyscypliny.
16320:  Jeżeli pytasz mnie o IT, to od razu ci mogę powiedzieć śmiało, że nie do końca się przydaje.
16327:  IT jest bardzo specyficzne.
16329:  I w IT bardzo często jest tak, że no wręcz nie trzeba, tak?
16338:  Jest to odradzane przez niektórych wręcz.
16340:  Czy tutaj są jeszcze nasi...
16344:  Pogubiłem wampiry, które mi są potrzebne żywotnie.
16348:  To jest chyba dobry wampir, tak.
16350:  Jeszcze drugi był, który miał... O, ten!
16354:  Dobrze.
16355:  Cała reszta chowa się.
16365:  Nie obrażam się absolutnie zgonu o dobranocny charakter tych streamów.
16369:  Absolutnie nie.
16370:  Jeśli chciałbym któryś z twoich materiałów omówić z polonistą, przy okazji też dyrektor w formie konfrontacji opinii, to które bym polecił?
16378:  Pololniści.
16382:  Kopi, kopi, drapi, drapi!
16388:  Swiftly!
16389:  Hmm...
16397:  Mam problem z tym, że powinniśmy być w tym miejscu, to znaczy... Tak, Krzysztof ma problem z tym, że jego corner camping nie jest dość cornerowy.
