Nie ma ognia bez maga ognia — BALTHASAR GELT Livestream #2
🔗 https://www.youtube.com/watch?v=M4K_9rqOrJc

2:  Witajcie w świecie Warhammera!
15370:  Nawet bardzo nam się opłaca.
15375:  Świetnie.
15377:  Świetnie.
15378:  Bardzo dobrze, jestem content.
15381:  Uuu, kopalnia, huta złota.
15385:  Świetnie.
15388:  To jest nam niepotrzebne, to jest nam niepotrzebne.
15390:  Okej.
15392:  Jaka tu sytuacja?
15394:  Meta sztorm.
15399:  Ufortyfikujmy Essen w pierwszej kolejności.
15401:  Jaka sytuacja w Waldenhof?
15403:  Dobra, potrzebujemy pieniążków i rozwój, absolutnie rozwój, tak.
15408:  Dużo, niestety, bardzo dużo jest potrzebne.
15412:  Zło ciszy.
15413:  Czy próbowałem modów wizualnych?
15416:  Nie.
15417:  Nie mam problemu z tym.
15418:  A propos Rantu, na jednym ze streamów z Wiedźmina nas nauczyli krytykujący Squid Game za brutalność, teraz Czarnek stanął za nim murem.
15423:  Poważnie wypowiedział się w tej kwestii?
15425:  Ten człowiek ma talent do wypowiadania się w kwestiach, na których się kompletnie nie zna.
15428:  Ewolucja mi ten pyta, czy iść na studia, żeby się uczyć dla papierka, czy raczej uczyć się, by poznać dziedzinę, którą się nie jest zainteresowanym.
15434:  To drugie, zdecydowanie bez dwóch zdań.
15438:  Good Morning Vietnam to mój ulubiony blog o datowniku medycznym.
15440:  O, nie wiedziałem.
15441:  Proszę, proszę.
15442:  Dobranoc, księże krokodylu.
15444:  Odchodzi w odmęty snu.
15446:  Przepiękna sprawa.
15447:  Dominic Gra pyta.
15448:  Witaj, Dominic Gra.
15449:  Dawno się nie widzieliśmy na czatach.
15450:  Czy analiza prawa obowiązująca w światach różnych gier ma sens?
15453:  Myślałem czas temu jakiś nad pracą, ale nie wiem, czy mogłaby się z tego wykluczyć coś wartościowego.
15457:  Ja myślę, że tak.
15458:  To jest bardzo interesujący problem.
15459:  Niezależnie od tego, czy myślisz o prawie w sensie jurysprudencji, czyli normach prawnych, czy też o prawie w znaczeniu praw...
15466:  Na przykład rządzący jakimiś systemami magicznymi.
15469:  Mam dobry humor, więc jeszcze nie będziemy kończyć, zrobimy sobie resztę bitew kampanijnych, myślę.
15474:  Geltem.
15475:  Tak, tak zrobimy.
15479:  Dla mnie diuna filmowa trochę spieprzyła religii i dla mnie spłaciła zwyczaje fremenów.
15483:  Daj szansę, pando.pl, na to, żeby to się rozwinęło.
15486:  Mówimy... Okej, to akurat dobra informacja, bo pokazanie trota wiąże się z dobrą cechą, znaczy 10% do punktów zdrowia.
15498:  To jest coś, czego bardzo nie lubię, jak AI atakuje po... O właśnie, tak, tak, to jest... Jeszcze bardziej to lubię, jeszcze bardziej to lubię, tak.
15506:  Bardzo mądre, bardzo, bardzo mądre.
15510:  No, więc daj szansę, pan Doppel, żeby się to rozwinęło, ponieważ to jest prolog dopiero, to co zobaczyliśmy.
15515:  Come on.
15520:  Ale bym chciał, ale nie.
15522:  Musimy, mamy za mało autorytetu imperialnego.
15527:  Za mało zdecydowanie, ale to dobrze, jeżeli się sypią oferty Konfederacji, to jest dobra wiadomość.
15532:  I oczywiście, gdzie jest AI?
15534:  Ściśle tam, gdzie nie możemy przejść.
15536:  Dobra, ale to zostaje na później.
15538:  Teraz robimy dwie... Dobrze mówię?
15540:  Dwie bitwy?
15542:  Jedna bitwa.
15547:  Chciałbym bardzo teleportować się do różdżki.
15549:  Tak jest, właśnie tutaj.
15552:  Jeśli chodzi o prace na temat przekładów tłumaczenia w grach, to które są szczególnie ciekawe pod tym względem?
15562:  Gdzie byłby dobry zrobiony przekład?
15564:  O Jezu, ciężki temat.
15567:  W Wiedźminie była dobrze zrobiona StarCraft.
15570:  Generalnie Blizzard robi świetne lokalizacje.
15575:  Zwłaszcza podsunąłbym do takiej pracy analizę nazw achievementów w grach Blizzarda.
15580:  Czy można wrócić do regularnych Steamów środowych?
15582:  Dzisiaj przypomniałem sobie ile daje wytnień, a w środku tygodnia coś takie, przekamil.
15585:  Wiecie co, no możemy to robić częściej, to jest kwestia tego jak bardzo jestem zmęczony po wykładach, ale zwykle te wykłady zauważyłem, które mam o grach wideo dają mi takiego boosta kreatywnego, więc mogą być częściej.
15597:  Kto zbrodniami wojennymi wojuje, ten od zbrodni wojennych traci kasę z łupionych wiosek.
15603:  Szanuję za ten pocisk.
15606:  Zawsze AI jest poza zasięgiem ruchu, dlatego ja się kompletnie nie przejmuję cheesowaniem mechanik i wyjmowaniem bohatera po to, żeby mieć większy zasięg.
15615:  Overwatch też jest Blizzarda, więc Blizzard generalnie dobrze zrobił lokalizację.
15620:  Mężczyźni Imperium!
15622:  Nie jestem świętym księgiem, błogosławionym przyjazdem do wielkich wypowiedzi.
15627:  Nie jestem oratorem.
15629:  To prawda.
15630:  Ale nie jestem zimnym człowiekiem, mimo tego masku, zamkniętym w jego ostrożnym aspekcie.
15637:  To, co robimy dzisiaj, nie jest tylko plotem, by uzyskać przywódcę za świątynię Supremnego Patriarka.
15663:  I ten człowiek mówi, że nie ma daru oratorskiego.
15667:  Cóż za fałszywa skromność, Baltazarze Gelcie!
15670:  Masz taki dar oratorski, że mnie o mało spodnie z wrażenia nie spadły!
15675:  Ale przecież jak każdy streamer nagrywam bez spodni.
15679:  Żartuję.
15684:  Tu chyba?
15688:  Tak myślę.
15691:  Martwi mnie kondycja naszej świetlistej Arki Tempelhof.
15698:  Powiedział nikt nigdy.
15703:  To nie jest dobry układ, to co tutaj widzę.
15706:  Musimy bardzo chytrze rozłożyć nasze jednostki strzeleckie.
15710:  Część na pewno musi chronić artylerii, bo ostatnio nam dało się to we znaki, że tego nie robiliśmy.
15719:  Więc teraz idziemy w chaos.
15721:  Walczymy z chaosem, więc idziemy w twórczy chaos, jeżeli chodzi o rozłożenie jednostek.
15729:  Tak.
15730:  Raz i raz.
15734:  Myślę, że jest okej.
15737:  Czy konieczne jest mieć dużo pieniędzy, żeby porozwodzić sobie na studiowanie w Warszawie?
15740:  Pyta Palitka.
15741:  Warszawa generalnie jest droga, ale to pamiętajcie, że trzeba wziąć pod poprawkę to, że mówi to Krakus, który ma niechęcią do tego miasta.
15750:  Właśnie ze względów finansowych w dużej mierze, więc...
15755:  No liczyłbym się z tym, liczyłbym się z tym.
15758:  Że potrzebne są pewne środki.
15760:  Ale z drugiej strony w Warszawie są np.
15762:  wyższe stypendia ciut niż w Krakowie, więc... Atakuj zanim przyzwą pożeracza słońc.
15768:  A ja tutaj liczyłem, że to chaosy ci nas zaatakują.
15771:  Koleksaniter?
15773:  I move fast!
15777:  Baltazar rozsądnie wydał punkty w charyzmę, zgadzam się.
15780:  Absolutnie się zgadzam.
15783:  Czemu uniwersytety w Polsce są w tyle względem uniwersytetów z innych krajów, jak chociażby Uniwersytet Karola w Pradze?
15789:  Rankingi są ustawione.
15792:  A w dużej mierze jest to kwestia tego, że znacie jakieś inne uczelnie z Czech?
15796:  Poza Uniwersytetem Karola w Pradze?
15798:  No właśnie.
15799:  Więc to jest kwestia alokacji środków w jeden uniwersytet, który dobrze rokuje i podarowania sobie inwestowania w drobnicę, mówiąc brutalnie.
15808:  No niestety, tak robią ludzie na całym świecie.
15810:  I jest to skuteczna strategia.
15813:  Ale pamiętajcie też o drugiej rzeczy, to znaczy te rankingi naprawdę są ustawiane przez korporacje różnego rodzaju.
15825:  Okej, tutaj są rycerze chaosu.
15828:  Trzeba się ich pozbyć.
15831:  Ale do tego będzie lepszy Geld.
15833:  W Warszawie pokój to jakieś 900-1200 plus jedzenie, generalnie 2000 to jest wegetacja, przy 2500-3000 można skromnie żyć.
15839:  Trzeba, że się mieszka w akademiku i ma się wsparcie z domu.
15843:  Powinienem nagrywać w kilcie, wtedy żart o nagrywaniu bez spodni nabrałby nowej jakości.
15847:  To prawda.
15848:  Nie da się ukryć.
15850:  Dobrze, Geld... Hmm...
15857:  Przy chaosytach polecam dwukrotne kliknięcie, czyli overcastowanie zaklęcia, bo mają bardzo duży pancerz i ile im zadamy obrażeń, tyle dobrze.
15865:  Nooo, mogłoby być lepsze to zaklęcie.
15868:  Dobra, Baltazar, walisz to, co robisz najlepiej.
15874:  Aaa!
15878:  AI niestety nauczyło się robić uniki, to jest bardzo zła wiadomość, ale my mamy sposób na to.
15887:  Nadchodzą, nadchodzą.
15891:  Nie lubię, jak nadchodzą.
15896:  Dobra, teraz będziemy chytrzy.
15899:  Czy to są dwa oddziały, czy jeden oddział?
15900:  Jeden oddział.
15902:  Za moment będą dwa.
15905:  Koleksan Eater, nie, dobrze.
15908:  Rycerze Chaosu, okej.
15910:  Przynajmniej jedne... Dobrze, raz, dwa, trzy.
15920:  Mhm.
15925:  Okej.
15926:  Geld ma problem.
15938:  Geld, Geld, wycofuj się.
15941:  Okej.
15941:  Co tu się dzieje?
15944:  Strzelamy.
15947:  Ej, nauczyłaś się to robić, to prawda.
15949:  Wszystko, co jest legenda.
15952:  Legend nauczył AI różnych trików.
15956:  Legend się śmieje, Legend of Total War, to jest streamer, dla was, którzy nie wiedzą.
15962:  Znawca Total War'a generalnie.
15964:  I on się śmiał bardzo, że ilekroć uda mu się jakiś nowy cheese wymyśleć, tylekroć CA, czyli Creative Assembly, patchuje to.
15984:  Okej.
15988:  Okej, możemy już użyć... Dobra.
15998:  Dobra.
16000:  Czy mogę polecić coś?
16001:  Jakaś germanistyka poza UW?
16003:  Na Uniwersytecie Pedagogicznym są sensowni germaniści, zajmują się fantastyką.
16009:  Uniwersytet Pedagogiczny w Krakowie.
16013:  Sprawdzone.
16013:  Współpracowałem z nimi kiedyś.
16020:  Nie dobrze.
16021:  Wojownicy chaosu są silni.
16029:  Dobra.
16031:  Tutaj niestety dotarły do nas pomioty chaosu, ale chyba się wycofują.
16034:  Dobra.
16036:  Czy uważam, że tytuły naukowe jak na przykład Magister się zdezawaluowały?
16041:  Trochę tak, ale ja generalnie nie uważam, że tytuł naukowy to jest coś, co trzeba mieć dla wartości.
16047:  To jest raczej coś, co ma się dla intelektualnej satysfakcji.
16053:  Ja na przykład kompletnie się swoim tytułem nie przejmuję.
16057:  A znam bardzo dużo ludzi, którzy cierpią z tego powodu, że się dewaluuje tytuł doktora czy profesora.
16070:  Bezwzględnie uwielbiam zabójców i skrytobójców, najemników.
16072:  Czy też tak mam jak z magami ognia?
16074:  Tak, ja ich bezwzględnie uwielbiam.
16076:  Krzysztof, ono ucieka.
16077:  Do zobaczenia, Krzysztofie.
16078:  Powodzenia jutro w pracy.
16080:  Filologia polska w Wrocławiu albo w Poznaniu jest okej.
16083:  Jeżeli myślisz o wymianie Hephaestion w tamtych kierunkach, to szczerze żadnej bym nie wybierał.
16088:  UAM jest jeszcze bardziej konserwatywny niż UJ na polonistyce.
16093:  Jest tam garstka ludzi, których bym polecił tylko.
16097:  A Wrocław, kolonistyka we Wrocławiu jest po prostu średnia.
16103:  I też jest tam niewiele ludzi, którzy zajmują się fantastyką.
16106:  Została garstka ludzi z Stowarzyszenia Badaczy Literatury i Kultury Populanej Trickster, czyli Michał Wolski na przykład, który napisał książkę o wampirach, jedną z niszczych w Polsce monografii wampiryzmu, obok tej napisanej przez profesora Anne Gemre, która jest gorsza.
16122:  Chyba Adam Flamma już tam nie uczy, tylko na Dolinośląskiej Szkole Wyższej.
16125:  Jeszcze Szymon Makuch chyba się ostał na UWR i też tam czegoś uczy, ale jest generalnie poza małym pokoleniem, jest słabo.
16136:  Simon zna ludzi, którzy dewolują innych, bo ci nie mają większego wykształcenia?
16140:  To znak, że sami mają wyższe wykształcenie, które jest, nazwijmy to... Czy myśmy przypadkiem nie wygrali już tej bitwy?
16154:  A, teraz jeszcze z jakimiś buntownikami mamy walczyć, ale już jesteśmy zbyt słabi.
16170:  Nie ma, nie ma czegoś takiego, nie ma czegoś takiego, mowy nie ma.
16175:  Musimy dojechać do tych wampirów.
16178:  Nie wybrałem sobie innej sytuacji.
16183:  Czy znam kogoś ciekawego z Uniwersytetu Gdańskiego, do kogo warto wpaść na wykłady?
16187:  Profesora Blime'a polecam.
16188:  Znaczy, to jest tradycyjnego autoramentu profesor, jak większość w Polsce, ale mówi o ciekawych rzeczach.
16195:  To znaczy, profesor Blime się zna na utopiach.
16199:  I jego żona, czyli profesor Ludmila Gruszewska-Blime też.
16203:  To są Angliście.
16211:  Zbliżyliśmy się.
16216:  Dobra.
16219:  Zawsze jest problem w Warhammerze, bo z jakiegoś względu... Znaczy, to zostało zrobione dla realizmu.
16224:  Ha, ha, ha.
16226:  Przechodzenie przez rzekę zużywa bardzo dużo punktów ruchu.
16230:  Przez to mamy tutaj taki kicks, jaki mamy.
16237:  Ser, ser, absolutnie.
16239:  Czy myślałem, żeby robić live'y tematyczne lub pogadać z ludźmi na live'ie?
16242:  Trzy części Q&A'a mojego takie są.
16245:  U mnie live'y Q&A są takie, gdzie po prostu rozmawiamy.
16249:  Zwykle to było tak, że jest to co miesiąc, więc... Dwa tygodnie temu był ostatni taki live.
16255:  Więc na pewno będzie w listopadzie.
16258:  A fool's action!
16259:  Onwards!
16264:  W rankingach Pichero zaśmiana bierze się głównie uczelnie, które mają podstawę teoretyczno-naukową, a gorzej się plasują te z większą liczbą praktyk.
16270:  Jak w Finlandii są uniwersytety... W Finlandii są uniwersytety większe od UAS rankinga, a Niemc to jest UAS.
16278:  Wiecie, że ja mam problemy z akronimami.
16283:  Czy Balthasar Gelt... Patrzcie, nawet przy obrzydliwych oszustwach, których się dopuszczamy, w dalszym ciągu AI ma fory.
16289:  Jest to niewiarygodne.
16294:  Dobra.
16295:  I co możemy zrobić?
16296:  Schwarzhafen.
16299:  Tak jest.
16313:  Profesorów ze Śląska?
16315:  Z biologii nie.
16317:  Nie, nie kojarzę.
16318:  Generalnie ja nie mam znajomości w dziedzinie ścisłej.
16322:  Carnival Mephisto pisze, że miałem suszenie głowy, kiedy rzucałem studia, ponieważ mama tłukła mi, że za średnim wykształceniem nikt Cię nie będzie szanował.
16328:  Zacznijmy od tego, żebyś nie zadawał się z ludźmi, którzy Cię nie szanują.
16332:  Piękne, ale mi się to podoba.
16336:  A kto to tu przyszedł?
16340:  Folfol, yes, yes!
16342:  Skaven!
16346:  Tak, tak, tak.
16349:  Steven, yes, yes.
16353:  Dobra, logistyka weźmiemy.
16357:  I tu nic.
16360:  A przepraszam, gdzie jest nasz magus ognia?
16365:  Dobrze, to wpierw się pozbędziemy tych skawenów.
16370:  które nas obległy.
16373:  Następnie doposażymy jedyne... Bierzemy to.
16387:  17% ochrony przed wszystkimi obrażeniami.
16392:  To jest piękne.
16395:  Skaven wyczuł ser i przyszedł.
16397:  Tak, absolutnie tak.
16408:  Dobrze.
16409:  Dobrze.
16410:  Atakujemy Mormela, moim zdaniem.
16413:  UAS pisze, rozmiana to University of Applied Sciences.
16416:  Okej, taki złoty ośrodek między Uniwersytetem a Politechniką.
16421:  Dobra.
16424:  Walczymy.
16432:  Ja mam problem z tytułem doktora, mam dziecięce skojarzenie, dla mnie doktor to jest odnotu lekarz.
16435:  No to trochę tak jest, trochę tak jest.
16438:  To jest nowa afera z matczakiem, Anis tylko uznał, że wszyscy powinniśmy pracować po 16 godzin dziennie, potem odpowiedział na to Hartman, więc jest kopi, kopi, drapi, drapi, łupu, cupu.
16447:  Standardowo.
16449:  Okej.
16450:  Jakaś wioseczka.
16452:  Ho, ho, ho.
16453:  I stogi siana.
16455:  Ooo, wybitne.
16457:  Przyjdzie Agata i będzie mówić, że zmieniają się pory roku.
16462:  Starczyło trzech koncept artystów, jeden modelarz i zrobili to samo co Raymond w chłopach.
16469:  Pewnie krócej.
16471:  Czy będzie kiedyś live z Gothic?
16472:  Kto wie?
16474:  Kto wie?
16474:  Gaming do wpół do pierwszy, prawda?
16476:  Skandal!
16477:  Jeszcze jutro zajęcia.
16479:  Jak tak w ogóle można?
16482:  Przecież to ja powinienem teraz uczyć się na pamięć tego, co powiem studentom i potem studentów zmuszać do tego, żeby uczyli się na pamięć tego, co ja mówię.
16493:  Tak wygląda przecież edukacja.
16495:  Tak wygląda nauka.
16498:  Wszyscy się uczymy wszystkiego na pamięć.
16500:  Wtedy będzie na pewno dobrze.
16504:  Absolutnie tak.
16505:  Żadne inne rozwiązanie nie jest dobre.
16508:  To mnie zawsze bawi, że... Zobaczcie, jaki ten system, w którym jesteśmy, jest doktrynerski, nie?
16512:  Znaczy, rób tak, albo w ogóle wszyscy będą głupi.
16517:  Nic nie będzie działało.
16518:  Natomiast w momencie, w którym jacyś ludzie, którzy chcą reformować ten system, mówią stop, stop, stop, może zrobimy coś innego, to na to jest zawsze taka intymicyjna reakcja, ale co, ale jak, ale jak to w ogóle możliwe, dlaczego chcesz wszystko zmieniać?
16534:  Dobrzy wykładowcy z historii?
16536:  Też trochę nie mój rewir.
16539:  Ja generalnie znam się, i to zawsze mam polecić, na ludziach, którzy opracowują cokolwiek na temat gier wideo.
16546:  Trochę też o literaturoznawcach jestem w stanie powiedzieć.
16549:  Tutaj głównie złe rzeczy.
16552:  Książki telefoniczne też na pamięć?
16553:  No ja myślę.
16554:  Krzysztof, do spania.
16556:  Jak tak robię, że czytam na głos, reszta ma zapamiętać, a jak nie pamięta, to nie tłukę jakimś pejczem.
16560:  Jak sobie radzę z biciem w trakcie zajęć zdalnych?
16563:  Właśnie.
16564:  To jest bardzo poważny problem.
16565:  Ja rozumiem, że wielu nauczycieli się przeraziło tym faktem.
16570:  Okej.
16574:  Dlaczego nie ma dźwięków związanych z magią?
16577:  Ja nie mam imersji!
16579:  Pomocy!
