Wielka ucieczka — THOREK IRONBROW livestream #2 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=J7t_63q-mDg

2:  Witam wszystkich!
19212:  Czarne orki, tak, w nich napierdzielać katapultą.
19215:  Czy to katapulta znowu się wybiera w podróż, czy nie?
19219:  Nie przyglądaliśmy się, jak wyglądają Grudge Throwers.
19221:  Przepiękny model.
19231:  Okej.
19233:  Jest szansa, że zniszczymy tę katapultę, a nie, nie wiem, nie ma takiej szansy.
19238:  Bo wciąż są jeszcze dwie.
19241:  Okej.
19248:  Okej, trolle są.
19250:  Strzelać w trolle natychmiast.
19269:  Dobra, trolle złamane.
19278:  O, to być może był błąd wcześniej, że daliśmy im walczyć w tym miejscu, gdzie nie było zasięgu naszych strzelców.
19284:  A tutaj powinni zostać znieceni w drobny mak.
19291:  Grałem w Knights & Merchants, oczywiście!
19293:  Aż się cieszę, że ktoś to jeszcze pamięta.
19301:  Tu widzę niepokojąca sytuacja, to znaczy mamy łuczników.
19304:  Tych łuczników należy natychmiast zgładzić.
19319:  Okej.
19327:  Jak tam nasze katapulty?
19328:  Czarne orki.
19329:  Proszę bardzo, tutaj.
19331:  Absolutnie.
19332:  Czarne orki niebezpieczne bardzo.
19341:  Netflix zapowiedział, że wprowadzi gry usługi?
19343:  Żartujecie?
19344:  To jest fantastyczna wiadomość.
19346:  O nie, rydwany.
19347:  Nie, nie, nie, nie.
19347:  Absolutnie nie.
19349:  Wykluczone.
19350:  Żadnych rydwanów.
19362:  Mamy akurat bardzo nieprzyjemną bitwę dla wszystkich, którzy do nas dołączają.
19367:  Bronimy najgorzej ufortyfikowanej twierdzy w historii krasnoludów.
19374:  A przypomnijmy, że jest jeszcze Karak Osiem Szczytów, więc konkurencja jest nielicha.
19389:  Ojojojojojoj.
19391:  Flanka i to z czarnych orków złożona.
19392:  Bardzo niedobrze.
19394:  Trzeba ich złamać jak najszybciej.
19395:  Dla ojca i ojczyzn.
19395:  Zamknięte i zamknięte.
19398:  Nic nas nie może powstrzymać!
19408:  A!
19408:  Dla nas i was!
19410:  Dla góry i domu!
19415:  Dla nas i was!
19432:  Nights and Mansions było fantastyczne, tak, no bardzo miło wspominam tę grę.
19438:  Wiem, że prawdopodobnie teraz umyka mi jakieś 50% wiadomości na czacie, ale... ...skupienie jest konieczne.
19462:  Musimy poświęcić łuczników, nie ma opcji.
19465:  Boże, znowu Arog!
19467:  To jest nasza Nemeziz.
19476:  Widzę jedną opcję, to znaczy naliczyć im karę za stratę jednostek.
19482:  Cóż tu się stało i dlaczego ci łucznicy się rzucili do walki?
19485:  Walki to ja nie wiem.
19499:  Wypiliśmy już nieliko ich.
19513:  Dobra, łamią się, to jest dobra informacja.
19535:  Czy kwalifikacje zawodowe z technikum pomogło się dostać na informatykę AGH?
19539:  Tak, tak, oczywiście.
19540:  Znaczy wciąż w tym naszym chorym systemie jest tak, że się liczą wyniki matur i to jest coś, na co nic nie poradzimy.
19546:  Ale na pewno im lepiej się umie programować, tym lepiej człowiek później i zna się, ma się techniczną wiedzę, to tym łatwiej jest potem ogarnąć się na studiach z tym.
19555:  To na pewno.
19565:  Bardzo, bardzo niebezpieczny jest ten azo, arog.
19572:  Może nam zabraknąć bardzo niewiele.
19576:  Ale zabraknie.
19593:  Czemu nasza katapulta nie strzela?
19594:  To jest coś, co mnie szokuje.
19596:  No wreszcie.
19602:  Dobra, A... Arog... Arog ginie.
19604:  Arog gi... Udało się!
19610:  Jak rozmawiałem z bardziej doświadczonymi dewami, mówili, że na studiach często nie mieli tematów, które ja miałem w technikum.
19615:  I... I dobrze, właśnie o to chodzi.
19618:  Dlatego też warto...
19621:  ogarnąć jak najwcześniej staże.
19625:  Im wcześniej się ma staż w gamedev'ie, tym lepiej.
19628:  Zwłaszcza, że to bardzo ciężko jest ogarnąć.
19633:  Delce zbugowało Bretonii i zdarza się, że comp potrafi sobie zdublować Luana Leoncara.
19637:  Widziałem coś takiego, to jest strasznie zabawne.
19643:  Shadow of Mordor, pewnie znane, lubiane.
19646:  Co więcej, wprowadzili Heroic Victory, jak raz.
19649:  Wprowadzili znakomitą tam, tą mechanikę Nemezis, systemu Nemezis, który został niestety potem opatentowany, a który generował jedne z najbardziej ciekawych sytuacji strategicznych.
19661:  Pojawiali się oto wojownicy, którzy mieli swoje własne osobowości.
19665:  Cudowna sprawa, absolutnie.
19667:  GameDeath to jest piekiełko IT, ale to wiecie, nic dziwnego, tam jest duża kasa.
19677:  Udało się.
19679:  Tak, każdy chce robić gry, absolutnie.
19681:  Absolutnie tak.
19684:  Ale w ogóle, jeżeli chodzi o uczelnie teraz i utrzymanie się na uczelniach i tak dalej, to jedna rzecz jest dobra, mianowicie sporo uczelni na szczęście zrozumiało, na szczęście, że nauczanie zdalne to jest coś, co powinno z nami zostać.
19700:  I to jest rzecz, która mnie akurat bardzo cieszy.
19705:  Haha!
19706:  Nie, nie, zrobimy sprytniej.
19708:  Dołączymy do wojny.
19710:  O, żeby oni nas lubili, a oni nas nie lubią.
19713:  Dobrze.
19715:  Ojej, bardzo im przykro, że mam bardzo niską... Nawet się nie będę przesadnie przejmował.
19724:  Ważne jest, żeby dojechać i żeby już nie istnieli.
19728:  Tak, nie istnieją.
19731:  Bardzo dobrze.
19732:  Tutaj zostaniemy przez moment, co w tym miejscu oznacza stosownie długo, a tego inżyniera wykorzystamy na zrobienie zwiadu.
19740:  Interesuje mnie, co gdzie jest w tym miejscu.
19748:  Witam, witam.
19750:  Witam, Waleta na czacie.
19751:  Captain Tipot powrócił z roweru i stream dalej jest?
19754:  Tak jest, ponieważ Daui się nie poddają, a ja tym bardziej.
19760:  Tak, zrobimy stream do 24 dzisiaj.
19764:  Dziś ostro.
19764:  Daui są waleczni.
19767:  Nie mogę ich zostawić samotnie.
19770:  Zbyt dużo tutaj się podziało rzeczy, które mnie zdenerwowały.
19773:  Na przykład zajar dwulicowiec, który musi zostać zniszczony.
19780:  Tyle w temacie, jeżeli chodzi o nasze inwestycje.
19790:  Jonan Woverman pisze, że kasa jest nawet mniejsza niż w typowych firmach IT i projektach, maksymalna to przy zagranicznym markecie, jeżeli chodzi o gamedev i że jest piekiełko, aczkolwiek malutkie studia indycze wciąż cierpią, ale cieszę się, jak widzę takie studia, dopowiadam, Mr. Caviar, jak Love Fire Games, które mówią, zero nadgodzin robimy swoim tempem i to jest prawidłowe podejście.
19812:  Bardzo cenię.
19814:  Widzę, że tutaj mamy kolejną rebelię.
19817:  Istnieje zasadnicze ryzyko, że może ja nie będę tego naprawiał, to się samo naprawi w którymś momencie.
19826:  Zdecydowane zwycięstwo.
19828:  O to chodzi.
19831:  Świetnie.
19833:  Bunt stłumiony.
19834:  Mamy troszeczkę więcej pieniędzy wreszcie.
19840:  Wiecie co, ja wiem, że to nic nie daje, ale będziemy mieli garnizon długobrody, który... a tutaj garnizon chyba jest potrzebny, coś mi się tak wydaje.
19850:  Gdzie jest wojsko?
19851:  Tutaj obecność Wojska 3.
19852:  Czyli mogą być.
19858:  Ach, akurat nie widzimy.
19861:  Dobrze, to ruszamy w tę stronę.
19864:  I tak musimy, i tak musimy zdobyć tę osadę.
19875:  Dobra.
19878:  Dobrze, i... Witamy w chińskiej wojnie domowej.
19885:  Rok 1936 normalnie na mapie, od zera do totalnego bohatera.
19889:  Trochę tak!
19890:  Przecież zaczynaliśmy stream od wielkiej ucieczki z Libarasu.
19898:  Masowy mord jamników?
19900:  Jaki masowy mord jamników?
19902:  Skandal.
19903:  Nie, nie grałem w Animal Crossing.
19905:  Gry wideo, szczególnie AAA, wymagają jak kapitanizm pieniędzy, że hajs od inwestorów jest niezbędny do robienia takich projektów, a inwestora nie interesuje komfort pracowników.
19913:  Niestety tak.
19923:  To jest przecież powód, no, nie chcę mówić upadku, ale na pewno utraty zaufania ze strony CDEP-u, ze strony graczy do CDEP-u.
19937:  Tu jest obecność wojska?
19938:  Tak.
19939:  Ale tu jest królowa Kalida.
19941:  Bardzo chciałbym, żeby ona przestała być.
19949:  A tu wiecie, co to oznacza, prawda?
19950:  Wiecie już, bo już nie znacie, co to oznacza.
19953:  To oznacza powolny, ale chwacki Marsz Krasnali.
19967:  To jest, swoją drogą, eksploat, który fizycznie chyba wyczaił Legend of Total War, z tego co pamiętam.
19971:  Nie jest tak, że ktoś mu to przywiózł w darze i w podzięce.
19980:  I konkretnie już wspomniałem, że nie masz doświadczenia z RPGami.
19983:  Kwestia braku możliwości czy personalny wybór?
19985:  Personalny wybór.
19986:  Ja nie czuję się dobrze w grach, które są niekomputerowe, ale uwielbiam to oglądać.
19993:  Strasznie bym chciał doświadczyć właśnie w ten sposób sesji.
19997:  Jakim cudem ta armia została tutaj postawiona w ciągu jednej tury w całości?
20001:  Ja już zaczynam rozumieć, dlaczego bez przerwy nas ktoś atakuje.
20013:  A to oznacza, że tutaj nie ma armii?
20015:  Obecność wojska 15, nie no, dalej jest jakaś.
20019:  Dobra.
20020:  Na razie.
20027:  I zrobimy rzecz... Dobra, na razie oblegamy, bo widzę, że może być drugi poziom, tak.
20033:  To jest dobra wiadomość.
20037:  Ooo, wielkie nieba.
20040:  Gdzie jest nasz... okej.
20043:  W innym miejscu.
20044:  Tu możemy coś wyrekrutować?
20045:  Nie bardzo.
20049:  Polecam oglądać kanał Mata Mercera, The Critical Role, typ jest mistrzem gry na poziomie światowym.
20055:  Uuu, z Polski baniak baniaka, nie poziom Mercera, ale świetny.
20061:  Co ja właśnie zobaczyłem?
20062:  Krzysztofie, zobaczyłeś exploita, który pozwala się szybko przemieszczać po mapie Warhammera, z wykorzystaniem i tak mniejszych cheese'ów, niż te, którymi dysponuje AI.
20071:  Co myślą o Frostpunk?
20072:  Uwielbiam.
20073:  Genialne połączenie RPGa z grą strategiczną.
20075:  Właśnie RPGa w takim sensie mocnym, to znaczy silnego nastawienia na niejednoznaczne wybory, na awans postaci i tak dalej.
20083:  Czy grałem w Warframe?
20084:  Tak, mam tam przegrane jakieś 700 godzin.
20087:  Oglądanie sesji RPG bez gry to przejście jak na orgie z paczką popcornu i rozstawienie sobie krzesełka, niby można.
20093:  Coś w tym jest.
20095:  Powiedziałbym, że nacisk inwestorów w kwestii gamedevu, wątek, to jeden z problemów.
20100:  Duża liczba firm została daleko w tyle, jeśli chodzi o higienę pracy i żyją starymi metodami, które przy aktualnych rozmiarach nie znają egzaminu.
20106:  Metodologia agile coraz bardziej wchodzi w gamedev i wraz z tym nieco się poprawia.
20111:  Dobrze, ogólnie się jeszcze spytam o studia, dopytuje Miłosz.
20114:  Co jest taką rzeczą, która najczęściej zaskakuje na pierwszym roku studiów w Radom oprócz sesji?
20118:  Wiecie co?
20119:  Przede wszystkim to, że to wy studiujecie, a nie to ktoś ma wam dawać wiedzę.
20127:  Myślę, że to jest największy challenge, to znaczy potraktowanie tych wykładów, które są robione dobrze, jako właśnie czegoś, co ma was inspirować i ignorowanie totalnie wykładów ludzi, którzy pomylili pracę na uczelni z pracą w przedszkolu.
20138:  I myślę, że wykłady czy zajęcia polegają na tym, żeby przelać właśnie jakąś wiedzę komuś.
20143:  Nie, nie polegają na tym.
20144:  Mówiłem?
20145:  Mówiłem, że on się tu przeniesie?
20147:  To jest niesamowite po prostu.
20152:  My się będziemy z nimi tak pierdzielić jeszcze przez... nie wiem ile.
20158:  Dobra, pomyślmy taktycznie.
20160:  Co możemy zrobić, żeby temu przeciwdziałać?
20162:  Jaki tu jest garnizon?
20164:  Nędzny.
20165:  To oznacza jedną rzecz.
20166:  Potrzebujemy mistrza run, który będzie dobry w ataku zwar... w zwarciu.
20175:  I dajemy mu wszystko, co jesteśmy w stanie.
20183:  Nie, Slayers nie.
20192:  To jest wciąż mało.
20197:  Zwalniamy fundusze skąd możemy.
20204:  Nie, bo ja nie zamierzam się już męczyć z tym, żeby tutaj jeszcze raz przybywać.
20211:  Myślę, że to powinno nam trochę przynajmniej pomóc.
20218:  Stinky Cheese z tym chodzeniem po mapie, o tak, o tak, dobry, dobry ser.
20222:  Bardzo dobry.
20227:  Ja będę na horrorki namawiać cały czas, jakiś Resident Evil, ach.
20236:  Ciężka sprawa.
20239:  Czy masz wymarzony system RPG, przy którym chciałbyś spróbować swoich sił?
20244:  To ja zawsze lubiłem DnDki, to tutaj nie będę jakoś specjalnie szalał.
20253:  Johan jeszcze mówi tak, że na uczelniach inny tryb nauki, sam się musi wziąć w zgarść, nic nie będzie na talerzu.
20257:  Dobry starosta roku i grupy też jest bardzo pomocny.
20259:  Tak, i trzeba też pamiętać zawsze o tym, że jeżeli się coś dzieje nie tak i źle na uczelni, zawsze trzeba to zgłaszać.
20266:  Niezależnie od tego, czy to jest na przykład, jeżeli nie podobały się wam zajęcia, to nie jest tak, że to jest podstawa programowa.
20271:  Nie ma żadnej podstawy programowej.
20273:  Jedyne, co zobowiązuje wykładowcy, to jest sylabus.
20276:  Jest taki dokument, który opisuje co jest na zajęciach.
20279:  Literatura, tematyka zajęć.
20281:  Zajęcia zawsze muszą być zgodne z sylabusem.
20284:  I to co jest w warunkach zaliczenia zawsze musi być zgodne z sylabusem.
20287:  Jeżeli nie jest, działacie.
20288:  Starosta roku, właśnie dziekan i tak dalej.
20291:  Tego typu rzeczy.
20294:  Myślę sobie, że zrobimy tutaj corner camping tysiąclecia.
20300:  To znaczy w tym miejscu.
20303:  To jest dobra mapa do tego, żeby to zrobić.
20307:  Zwłaszcza, że mamy bardzo niewielką liczbę strzelców.
20310:  Więc jedyne, co nam pozostaje, to skorzystać z tego, że Slayers są znakomici w walce w zwarciu i w ten sposób podziałać.
20319:  Nie widzę innej opcji.
20324:  Let them come.
20333:  Dzięki Zoom za przybycie na Steam.
20334:  Czy lubię klimaty Lovecrafta?
20335:  Tak, tak, jak najbardziej.
20337:  Znakomita rzecz.
20340:  Ja pamiętam naszego opiekuna roku, widziałem go trzy razy, raz na rok i nawet słowa z gościem nie zamieniłem.
20344:  To był chujowy opiekun roku.
20346:  A, rozumiem, że dobrą robotę robił i pelerynę niewidkę miał.
20350:  No, ja jeszcze jednak uważam, że opiekuna roku powinno się znać.
20354:  I on powinien działać i aktywnie, wiesz?
20357:  Tak mi się wydaje w każdym razie.
20358:  Bo bardzo dużo jest ludzi, którzy właśnie uznają, że okej, że jest tam ktoś taki, kto zajmuje się wszystkimi rzeczami i jest wszystko w porządku, a później się okazuje, że jednak się nie zajmował.
20370:  Czy można sugerować zmiany w sylabusie?
20372:  Tak, tak, jak najbardziej, ale to jest z prodziekanem wtedy, do spraw dydaktyki.
20377:  I zawsze można coś takiego poprosić.
20379:  Właśnie na tym polega różnica też między szkołą a uczelnią, że jednak tutaj jest jakaś przestrzeń do negocjacji.
20385:  Uczelniom zależy na tym, żeby studenci byli zadowoleni z zajęć, bo jeżeli nie są zadowoleni z zajęć, no to wiadomo, idzie fama.
20392:  Niedobra wtedy.
20396:  Trochę mnie niepokoją ci strzelcy.
20400:  Dobra, przystajemy.
20402:  Czy mamy tam zasięg?
20403:  Nie mamy.
20404:  Jakim cudem oni mają zasięg, a my nie?
20406:  Ze wzgórza, ja się pytam.
20411:  O nie.
20414:  A wiecie co, wypuścimy karnozaura na te, na tych włóczników.
20417:  Tak zrobimy właśnie.
20422:  Zobaczymy jak karnozaur szarżuje przez szkielety.
20428:  Bardzo sympatycznie szarżuje.
20429:  Karnozaurze, twoim celem są łucznicy.
20433:  Dobra, a katapulta tutaj.
20437:  Czy grałem w Meca... Czy grałem w Mechanicus?
20440:  Proszę, nurzę na kanał i nadrabiać legendarną serię z bratem Jeremiaszem.
20445:  W niedzielę będziemy mieli finał całej serii.
20449:  Zapraszam serdecznie.
20450:  Będzie się działo.
20455:  A, to był sarkazm z tym starostą roku, okej, dobra, dobra, to się zgadza.
20458:  Nie, starosta roku to powinna być osoba znana, tak samo opiekun roku ze strony kadry to powinna być osoba znana i zaufana, co więcej, kto cieszy się zaufaniem ze studentów and for good reason.
20469:  Ehehe, dobry karnozaur!
20478:  To może być MVP tej walki, powiem wam.
20498:  Dobra.
20498:  Jak tam nasz karnozaur?
20501:  Głupi karnozaur.
20503:  Łucznicy.
20505:  Hahaha, jak się przedziera!
20508:  Przepiękny widok.
20510:  Karnozaur, szarżuj.
20513:  Jesteś T-Rexem!
20518:  Dobra, bo teraz widzę jedną rzecz, która może nam zagrażać bardzo mocno.
20524:  A co to się dzieje?
20525:  Dlaczego katapulty nie działają?
20530:  Otrzymujemy tu zabójców też, przynajmniej jeden oddział.
20546:  Dobrze, u Szabti teraz.
20572:  Myślę, że trzeba będzie w Lorda postrzałać teraz trochę.
20577:  Na Politechnice Wrocławskiej nie ma czegoś takiego jak starosta?
20580:  Uuu, to niedobrze.
20580:  Zawsze powinien być.
20588:  Ooo, wiedziałem!
20589:  Skąd ja wiedziałem, że tu się znajdą u Szabti?
20591:  No skąd ja to wiedziałem?
20594:  Uwielbiają wprost, ale to uwielbiają atakować bezbronną kawalerię.
20602:  Zawsze.
20614:  Ale ładna muzyka wlazła, hunkingsowa.
20617:  U nas na magisterce nie ma starosty roku, nie dogadaliśmy się i ochrza nawet od prowadzących jest, no to słabo jest, naprawdę.
20624:  Czasem się tak zdarza.
20626:  No ale właśnie też, dla wszystkich, którzy idą dopiero na studia, to jest to, właściwie trzeba się dogadać.
20637:  Nie czekać, aż ktoś coś dla was zrobi, tylko zadziałać.
20641:  Trudna sprawa się tak przestawić.
20647:  Sporo naszych niestety ucieka.
