Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
22793:  Czy zagrałbym w grę o tematyce... Mechanice, Desparadosa w świecie Harry Potter.
22797:  O, bez dwóch zdań i bez wahania.
22799:  Ale nie mówcie mi nawet, że taka jest planowana, bo się za bardzo podekscytuję.
22807:  Dobra, musimy coś zrobić z tymi szczurogrami tutaj.
22812:  Nie chciałbym, żeby zniszczyły bramę.
22813:  Nie teraz.
22815:  Ale w ogóle jaka brama?
22819:  A, zapomniałem, że miał...
22823:  Wspomniałem, że miał tutaj być bohater.
22824:  Dobra, ale... O tak!
22833:  O tak!
22834:  Zadajcie więcej obrażeń!
22835:  Proszę, proszę, proszę, szybciej, szybciej, szybciej!
22838:  Cała sztuka polega na tym, żeby zadane zostały obrażenia szybciej niż tracimy dyscyplinę, bo wtedy jednostka ucieka i nie można jej wypuknąć.
22850:  Tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak tak
22875:  Czy kojarzę Kalevalę?
22878:  Tolkien się inspirował chińskim falconem między innymi?
22881:  Nie.
22881:  Nie, nie kojarzę.
22887:  Skoro była Astartes, to polecam Hellswitch.
22889:  Niestety w najbliższym czasie niczego dobrego się nie zobaczymy z czterdziestki.
22893:  Nie zobaczymy po tym, jak Games Workshop przejął ten kanał autora Astartes.
22898:  O, smutna sprawa.
22901:  Desperado w sieci podteratów, bo gruz za duży.
22902:  Jestem kompletnym fanatykiem tego uniwersum.
22904:  Przepraszam na gruz.
22905:  No ja też.
22906:  Teraz ma wyjść ta gra podterowska, tylko jak zobaczyłem z niej gameplay, to się troszeczkę przeraziłem, bo ja liczyłem na coś mocno realistycznego, a wychodzi z tego symulator szkoły.
22918:  Wspomniałem o empatii, czy zawsze byłem tak emocjonalnie wyrażany bez oporu w gniew, ekscytacji, zachwyt?
22923:  W sumie tak, Klaro, tak.
22924:  Muszę powiedzieć, że był taki moment, kiedy to bardzo tłumiłem i to było dopiero na studiach, ale wcześniej zawsze byłem taki żywiołowy, tak, zawsze.
22933:  Dlatego zawsze też powtarzam ludziom, że nie ma czegoś takiego jak złe emocje, a niestety często się nam mówi, że gniew czy złość, irytacja, właśnie jest coś złego, że trzeba się tego oduczyć.
22945:  Nie.
22947:  Trzeba to umiejętnie kanalizować, tak bym to powiedział, o, i nie pozwolić, żeby one nas zjadły wewnętrznie.
22954:  Ale na pewno nie oduszać.
22957:  Czy stresowałem się przed pierwszymi zajęciami, które prowadziłem z studentami?
22961:  Ja się nie stresuję przed wystąpieniami publicznymi, to jest supermoc, którą mam od zawsze.
22968:  ale jest bardzo brzydki trik, który robię po to, żeby się nie stresować, czy robiłem po to, żeby się nie stresować i przestałem wtedy, to znaczy zawsze mówiłem sobie, że będę, jak mam przemawiać na przykład na konferencji naukowej, że to ja jestem specjalistą w tej dziedzinie,
22985:  więc nikt mnie nie może zagiąć.
22987:  Zawsze też to polecam studentom na obronę licencjacką, wchodźcie do magisterskich, że trzeba wejść do sali z przeświadczeniem, że jest się samemu tym ekspertem.
22997:  Jeżeli nie ma się w sobie tego przeświadczenia, to trzeba spróbować je jakoś w sobie wzbudzić.
23004:  Jeżeli komuś na przykład pomoże nauka przez całą noc, poko, ale najlepiej, żeby to było takie wewnętrzne przeświadczenie, że zrobiłem wszystko, co się da.
23015:  Wszystko, co się da w tym temacie, już nic więcej się nie będzie dało robić.
23018:  I mniej więcej takie było zawsze moje podejście przed wystąpieniami publicznymi, że jak jestem na te kilka godzin przed, to koniec, już nic nie zrobię, nie douczę się.
23027:  Ale jest jeden wyjątek.
23029:  Mianowicie, jak grałem na fortepianie, to się stresowałem do ostatniej chwili przed.
23033:  Do ostatniej sekundy przed grą potwornie się stresowałem, dlatego przestałem grać publicznie.
23040:  Więc to nie jest tak, że człowiek się nie stresuje.
23044:  Są rzeczy, które jesteśmy w stanie się przestać stresować, ale zawsze pozostanie taka sfera, gdzie będziemy się czuć niepewni.
23058:  Tak, Wolf, tak.
23060:  Tak, to jest... U mnie zawsze tak było, że we mnie inwencję wzbudzał gniew jakąś twórczą.
23068:  Jak u Juwenalisa, indignatio fecit versum, oburzenie dyktuje wiersz.
23072:  Tak zawsze miałem ja.
23073:  I jak to w sobie rozpoznałem, to przestałem się stresować bardziej, bo wiedziałem, jakie emocje w sobie wzbudzić, nawet sztucznie, żeby przestać się irytować czy stresować. ...
23085:  Snikż zwariował!
23087:  Kill!
23087:  Slice!
23088:  Maim!
23092:  Okulawić!
23093:  Okaleczyć!
23094:  Zabić!
23099:  Dobra, mamy... Mamy góry popielnej grani, eee... Za to Quick się zasadza na resztę prowincji.
23108:  Stork Snikjes jest!
23111:  Myślę, że można tę niepewność jakoś przezwyciężyć.
23113:  Trzeba znaleźć swój sposób na siebie, to znaczy bardzo być świadomym tego, co nas napędza i w to celować.
23121:  To musi być pozytywna emocja bardzo, pozytywna w sensie konstruktywnym i produktywnym.
23128:  Bo właśnie może być to gniew, może być to złośliwość, cokolwiek.
23135:  Krzysztof jest sifem.
23137:  Niech nie zwiodą was te białe szaty.
23138:  Wreszcie ktoś to... Wreszcie ktoś to zobaczył.
23140:  Wreszcie ktoś to zobaczył.
23144:  Eee... Jeszcze raz.
23147:  Zniszczymy górę Gunnband.
23149:  Z tego względu, ażeby... Zdobyć więcej... Tak!
23152:  Spacz paliwa!
23157:  O nie, i co my zrobimy tutaj ze schabem?
23160:  Ach, bo zostało zmienione, to teraz pamiętam, że spawnuje się Inżynier Zagłady przy bohaterze, a nie w stolicy prowincji.
23168:  To akurat dla nas bardzo zła informacja.
23172:  Dobranoc, kluken-muken, dobranoc.
23181:  Bromas, tak, Bromas, kujka istnikcza jest legendarny.
23185:  Oni się już nie rozstaną, moi drodzy.
23187:  Oni się już nie rozstaną, tak będzie, nie zmyślam.
23191:  Skrolk, co może zrobić Skrolk tutaj, poza obozem?
23196:  Skrolk może spierniczyć do Quenelles i myślę, że to jest dobra decyzja.
23201:  W Quenelles i tak za moment będzie przerażająca rebelia.
23207:  Tak, tu nic nie potrzebujemy.
23211:  Lips will fly!
23213:  Tak.
23214:  Rat Spaccino może się poruszyć i ja tego nie zauważyłem.
23219:  Dobrze, Rat Spaccino się zasadza w takim razie na Krainę Zgromadzeń.
23225:  Dobranoc, Tomeks, dobranoc.
23242:  Nie ma czasu!
23242:  Trzeba eksperymentować!
23274:  Pokontemplujmy to, co tu się dzieje.
23279:  Zwycięstwo.
23280:  Okej, chcę w takim razie więcej szczurów.
23284:  Zwycięstwo.
23285:  Najwięcej szczurów, porażka.
23295:  A, to jest takie zwycięstwo.
23306:  Dobra.
23307:  Spróbujemy.
23308:  Więc, jest jeden sekret.
23314:  W 90% przypadków ludzie, którzy was będą słuchać, mają absolutnie w dupie to, co będziecie mówić.
23321:  Będą siedzieć w telefonach, będą się interesowali tym, co mają na obiad, będą myśleli o niebieskich migdałach.
23327:  I dobrze, tak jest.
23329:  Mówicie do tych 10%.
23329:  Więc się nie przejmujcie, że jest tam 1000 osób, czy 100 osób, czy 50 osób.
23334:  Wszystko jedno.
23336:  90% tak nie są.
23338:  To jest sekret.
23340:  Jeden z wielu.
23341:  Nie trzeba się przejmować, krótko mówiąc, tak strasznie.
23345:  Tutaj na pewno...
23347:  Na pewno... Warp cannon lightning!
23352:  Tutaj na pewno skorzystamy z tego exploita, bo tu nie ma opcji, nie ma opcji.
23362:  Już się bałem, że zapomni tak.
23363:  To się zdarzało już na streamach, że mówiłem coś, zawieszałem dramatycznie głos, coś mnie tak koncentrowało.
23368:  Tak, tak, standard.
23369:  Dobrze, całą piechotę tutaj, która jest uszkodzona, gromadzimy w tym miejscu.
23377:  Plague Monks, żeby strzegła naszych flanek.
23384:  Strzeżenie flanek ważne.
23387:  Mam pomysł, co jeszcze może być równie dobre.
23390:  O, i tak tu się będą działy straszne rzeczy, zaraz zobaczycie jakie.
23394:  Plague Priest.
23395:  Może nawet Plague Priest będzie lepszy.
23400:  Tutaj zostaje tradycyjnie nasz inżynier.
23406:  Clan Rats.
23410:  Dobrze, niech tutaj będą.
23413:  Procarze... tutaj.
23416:  Na wszelki wypadek.
23423:  Procarze tutaj.
23424:  Dobrze.
23425:  Myślę, że jest ok.
23426:  Myślę, że jest ok.
23428:  A, jeszcze ta wie, że jest nieaktywna.
23429:  Właśnie.
23430:  Zrobiłbym błąd nowicjusza.
23433:  Teraz dwie jeże są aktywowane i... Dobrze.
23443:  Teraz powinno być okej.
23451:  Czy znam najlepszą pastę na świecie, czyli jak wygrałem tę pastę naukową?
23454:  Nie, nie znam jej.
23465:  Ja mam taki problem, pisze palitkarz, zacznę mnie boleć brzuch, głos mi się nie załamuje i w najgorszym przypadku robi mi się słabo.
23470:  To masz to, co ja miałem w przypadku tremy przed występami pianistycznymi.
23477:  No i nie występuję w ten sposób.
23480:  Więc po... Ja bym się... nie łamałbym się tym, znaczy po prostu czasem tak jest i nie da rady inaczej.
23489:  Jeżeli ma się pewność, że nie da się czegoś powstrzymać, to po co się tym męczyć?
23495:  Dobra.
23498:  Wydaje mi się, że wszystko jest tak, jak powinno być.
23501:  Chociaż chciałbym, żeby ten garnizon wyglądał lepiej.
23504:  Ale hej!
23505:  Robimy, co możemy.
23506:  Teraz dwie ważne rzeczy.
23509:  Otwarcie drzwi.
23509:  Dobra.
23515:  I drzwi otwarte zostawiamy.
23517:  To jest po to, żeby nikt nam nie wskakiwał na mury.
23523:  A teraz tak.
23525:  Ta wieżyczka wali w czołg parowy i to... I mean, ile fabryka dała.
23531:  A nie, tu też są wieże, niedobrze.
23544:  Dobra, w ostatniej chwili się udało trafić.
23549:  Czy tutaj są moje ulubione?
23551:  Oj tak.
23553:  wyrzutnie piekielnych fajerwerków.
23556:  To jest coś, co musi zniknąć.
23558:  I to bezwzględnie.
23567:  Drzwi są otwarte?
23567:  Są otwarte, dobrze.
23574:  Czy będzie konkurs artystyczny na bromans znikcza?
23578:  To nie jest zły pomysł.
23586:  No nie wierzę!
23591:  Ile to ma obrażeń?
23598:  Nie wierzę, że też im się udało.
23604:  No i tak ginął.
23609:  Okej, okej.
23611:  Czy czołg parowy jest już zniszczony?
23615:  Chciałbym.
23616:  Niestety.
23621:  Tutaj za to jest wszystko zniszczone, co miało być zniszczone.
23625:  No nie wierzę w wieżę.
23626:  No naprawdę.
23627:  To jest jakiś skandal.
23628:  Okej, ale i tak mamy możliwość rzucenia dwóch błyskawic.
23638:  A dwie błyskawice są znacznie lepsze niż jedna błyskawica.
23641:  Możecie mi zaufać.
23641:  Okej.
23649:  Jak tu sytuacja?
23651:  Świetnie.
23653:  Zgodnie z planem.
23657:  Uuu, możemy trafić czołg parowy?
23662:  O tak, bardzo proszę.
23667:  Możemy trafić czołg parowy, świetnie.
23677:  Dobrze.
23678:  Czołg parowy jest najgroźniejszą rzeczą, którą mogą przeciwko nam rzucić.
23684:  Jeszcze raz.
23689:  Wierzę, wierzę!
23690:  I tower in you!
23691:  Jest szczęście, że Kalim w jakimś szybkim wywiadzie powiedział, że gdybym mógł zagrać w ekranizacji stylizacji jakiejś gry, to chętniej bym wziął udział w Red Dead Redemption.
23698:  Oh boy, to jest zbyt dobre.
23703:  Protect me!
23706:  No i teraz tak, pytanie... co zrobimy?
23711:  Myślę sobie tak, że musimy absolutnie pieprznąć w ten czołg parowy.
23727:  Akurat miotacze ognia nie będą zbyt dobre.
23735:  Oczywiście, że czołg zaczął atakować naszą artylerię.
23739:  Naturalnie, że się tak stało.
23746:  No, falimy czymkolwiek.
23752:  Nie no, ale i tak już wygraliśmy na tym etapie.
23754:  To pozostaje sprowadzić, myślę, ratling guns.
23759:  To powinno rozwiązać większość problemów.
23764:  Kto na Artura Morgana w ekranizacji Red Deada?
23767:  Boże, easy!
23770:  Przecież oczywiste, że Bryan Cranston, czyli Heisenberg z Breaking Bad.
23777:  Tak bez chwili wahania.
23790:  Czołg parowy ginie, świetnie.
23794:  Czas zadbać o to, żebyśmy mogli to samo powiedzieć o drugim.
23803:  Hexcas!
23804:  Yes, yes!
23808:  Kto mógłby być dobrym Ikitem Claw w ekranizacji Warhammera?
23812:  Jest jeden jedyny Ikit Claw w ekranizacji Warhammera, jest to oczywiście Willem Dafoe.
23817:  Nikt inny nie jest tak psychopatyczny ze znanymi aktorów, żeby wziąć tę rolę.
23832:  Dobra, przytrzymajmy trochę dłużej tutaj ten czołg, żebyśmy nie byli w stanie zająć jakąś formację sensowną.
23849:  Steve Buscemi?
23850:  Haha!
23851:  Ojoj!
23853:  Hahaha!
23855:  Steve Buscemi byłby chyba lepszy na pewno.
23860:  Dlaczego Rattling Gany nie Miotacze Spacz Ognia?
23863:  Rattling Guns mają pociski przebijające pancerz, jeśli mnie pamięć nie myli tak.
23868:  A Miotacze Spacz Ognia są dobre przeciwko piechocie.
23872:  Wada polega na tym, że niestety wszystkie nasze jednostki są dybilami i nie są w stanie przejść na rampę.
23879:  A jeśli ktoś się zastanawia, dlaczego ten czołg jeszcze dycha, to dlatego, że ma specjalną cechę, to znaczy niezłomność.
23885:  Czyli nie dostaje kar do dyscypliny.
23888:  Nawet jeśli...
23890:  nawet jeśli jest tak, że całe wojsko umarło.
23893:  No i to jest powód, dla którego kulomioty to jest jedyna opcja i bardzo ich potrzebowaliśmy.
23899:  Moglibyśmy nie wygrać tego, gdyby nie one.
23903:  Artura Morgana, Roel Perman, o Boże, nie.
23906:  Roel Perman przecież był w tym, w filmie Don't Look Up, który naprawdę warto zobaczyć na Netflixie, tak nawiasem mówiąc.
23913:  To jest najlepszy komentarz do całego roku 2020 i 2021, a także do tego, jak się kończy, jak się nie wierzy naukowcom.
23921:  O tak, zdecydowanie.
23929:  Musi być niebezpieczeństwo, Squirtle!
23943:  To dobrze.
23943:  To oznacza, że mamy teraz realne szanse na szybką kolonizację Imperium.
23949:  Bo w tym momencie kolonizacja Imperium będzie się sprowadzała do tego, że będziemy... Oj, oj, oj, ktoś zrezygnował z oblężenia.
23956:  Że będziemy po prostu kolonizować osady, które zostawił chaos, no i na wybiciu całej inwazji chaosu.
23963:  To już nie jest problem.
23964:  Co oznacza, że zbliżamy się do kolonizacji Starego Świata.
23966:  Myślę, że za jakieś 3-4 streamy powinno się udać.
23974:  Czy nie patrz w górę, nie przypomina mi idiokracji?
23976:  Nie, chyba nie widziałem idiokracji, tak mi się wydaje.
23992:  Będzie trzeba bombki użyć, obawiam się.
23998:  Wtedy trzeba użyć bombki.
24000:  Teraz tak, to są jednostki, które muszą zostać znukowane, to znaczy wojownicy chaosu.
24007:  Działam i się nie przejmuję.
24011:  Russell Crowe na Artura.
24014:  Do 20 lat temu, tak.
24027:  Cranston nie byłby za jakieś 20 lat stary dla Artura Morgana, czy zależy od którego, znaczy ten Artur Morgan, którego ja kojarzę z Red Dead 2, to spoko.
24034:  Przy odpowiedniej charakteryzacji, chociaż oczywiście pamiętajmy o tym, że dla niektórych charakteryzacja w ogóle nie istnieje.
24041:  Okej.
24042:  Teraz tak, absolutnie kluczowa kwestia to zrobić dokładnie to samo, co było ostatnim razem.
24053:  To znaczy otworzyć bramę.
24056:  To jest ważne.
24059:  Druga rzecz, którą możemy zrobić, to przenieść Michu w zarazy tutaj, żeby strzelił katapult, bo katapulty to może być MVP tej gry.
24069:  Okej, ale nie gwarantuję, że to wygram.
24074:  Natomiast chaosy ci, z tego co pamiętam, mają rycerze chaosu, to nie będziemy wychodzić tutaj absolutnie.
24083:  Co to jest?
24084:  Co to jest?
24112:  Trochę się martwię tymi Global DS, żeby nie oberwali.
24117:  Storm Vermin tutaj zostawimy, na wszelki wypadek.
24122:  Dwa oddziały w odwodach.
24126:  Clan Rats.
24128:  Okej, w dobrym miejscu są.
24135:  Dajmy tutaj na wszelki wypadek w odwodach jeszcze ten oddział.
24139:  A protaże tradycyjnie w tym miejscu.
24143:  I w tym miejscu.
24144:  Rozwala mnie to, skaven jest, jest.
24151:  Dobrze, myślę, że wszystko.
24153:  Tak?
24154:  Wszystko.
24159:  Charakterystacja nie istnieje, piję do festiwalu chujowych soczewek?
24162:  Tak, zdecydowanie, do festiwalu chujowych soczewek w Wiedźminie.
24169:  O, już ja wiedziałem, że trzeba te dokładnie... co do J-ty pamiętaj, o co należy zrobić, żeby przejść do TuSą.
24175:  Ja pamiętałem, że się pojawia misja, nie?
24177:  A tutaj macie już dokładne wyjaśnienie.
24179:  Dobra.
24180:  To teraz ta.
24185:  No, no, no, no, no.
24187:  Uuuu!
24188:  Tu mamy potężniejsze... uuuu!
24192:  One są potężniejsze.
24196:  Zły strzał.
24203:  Ej, ej, ej!
24203:  Co to za wychodzenie z zamku?
24205:  Głupi szczur!
24210:  Tu zostań, szczur!
24211:  Okej, teraz tutaj.
24233:  O boi!
24242:  Dobra, jedna już leży, świetnie.
24253:  Szlag.
24254:  Znowu zrobiłem ten sam błąd.
24263:  Niedobrze, bardzo niedobrze.
24266:  To sterowanie wieżami jest strasznie irytujące.
24271:  Jeżeli się tego nie robi, to istnieje ryzyko, że podejdą po całe mury.
24283:  89% zniszczenia.
24285:  Niech to.
24288:  O, widzę, że tutaj jeszcze, tu jeszcze sobie nie poradzili z wieżą.
24293:  Dobra, tutaj mam jedno proste rozwiązanie.
24297:  Nie widzę innego.
24306:  Trzeba się wycofać w takim razie.
24308:  Tu nie mamy żadnych szans.
24309:  To jest najlepsza piechota w grze.
24315:  O!
24315:  Myślałem, że się udało.
24316:  No nie udało się niestety.
24328:  Dobra, jest zgrupowanie.
