🔴 RINGS OF POWER — odcinek 5 i 6 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=YVcxr00_RQc

233:  A, jesteście!
10215:  Nie ma tutaj miejsca pośredniego.
10218:  Albo uważamy, że wiedza z Lord, o świecie Lord of the Rings, o świecie Ardy,
10225:  jest konieczna do rozumienia tego serialu, wtedy nie tłumaczymy żadnych nazw własnych i kierujemy serial do ludzi, którzy znają się na rzeczy, albo robimy wręcz przeciwnie.
10236:  Swoją własną opowieść, nie mającą nic wspólnego z lore, nie mającą nic wspólnego z Tolkienem, nowoczesną opowieść o Śródziemiu, retelling, reboot całej serii, reboot franczyzy, proszę uprzejmie, ale wtedy tłumaczcie mi wszystko.
10248:  Jeżeli nie tłumaczcie, to jest błąd scenariopisarski i narracyjny.
10254:  Rozmowa w epizodzie szóstym Adara z Galadrielą była jedynym dialogiem od początku serialu, który naprawdę zwrócił moją uwagę.
10258:  Tak, tak, tak, mnie też.
10260:  Żeby nie było, to jest dobra wymiana zdań.
10262:  Bolałem tylko bardzo, że Galadriela wypada na tę złą w niej.
10267:  Trailer, czas 1 do 11, sceny jeszcze nie było.
10271:  Aha, 1 minuta 11 sekund trailera i tej sceny jeszcze nie było.
10277:  Okej, czyli wszystko było już wykorzystane poza nią.
10282:  Właśnie w tym serialu wiedza spoza serialu jest do wyrzucenia.
10284:  Tak, zgadzam się Kingo, tylko że problem polega na tym, że najwyraźniej nie zawsze.
10287:  I to była moja strategia, że zapomniałem o całym lore i stwierdziłem, dobrze, w takim razie będę się starał tym cieszyć na tyle, na ile mi to pozwala.
10297:  Ale z drugiej strony teraz nagle się dowiaduję, że wręcz przeciwnie, mam coś wiedzieć.
10303:  Ten serial, pisze Piotr, nie umie generować napięcia.
10305:  Mamy 6 na 8 odcinków, dalej nie wiadomo bardzo o co chodzi i generalnie who cares, a Galandriella jest zrobiona tak, że nie można jej nie hejtować.
10313:  Może ktoś ją lubi, ale to nie jest na pewno postać, która przekonuje nieprzekonanych.
10319:  a wydaje mi się, że protagonista to jest jednak ktoś, kto albo jest czystą kartą i każdy się może z nim utożsamiać, albo ma na tyle wyrazistą charakterologię i umotywowane motywacje, że jesteśmy w stanie ją zrozumieć.
10332:  Wtedy może być nawet antybohaterem.
10334:  Wiecie, antypatyczna postać też może być bohaterem, z którym jesteśmy w stanie się utożsamiać, a przynajmniej go zrozumieć.
10340:  Tak nie jest w przypadku Gadrieli.
10341:  Gadriela jest po prostu antypatyczna i nic z tego nie wynika.
10344:  Co więcej, popada w konflikt z...
10348:  kwestiami akcjologicznymi, czyli z wartościami w świecie Tolkiena.
10352:  Animowany już z lat 78, czyli z lat 70. końcówki.
10353:  Coś mi się kojarzy, chyba oglądałem, ale to bardzo dawno temu,
10363:  Została jeszcze postpompayowa scena i jest jakaś postpompayowa scena.
10366:  Aha, tak, tak, w trailerze.
10368:  Macie rację, ta Galadriela, która przecież towarzyszy nam na każdej miniaturce pokryta popiołem wulkanicznym.
10374:  Zresztą wtedy już wiedzieliśmy, że to będzie Mount Doom.
10377:  Filmy z lore o Śródziemie, żeby się trochę zagłębić w serial.
10380:  Mogę wam z czystym sumieniem polecić kanał i nie zrażajcie się tym, że ewidentnie przez współpracę z Amazonem jest on troszeczkę
10388:  jednostronny w ocenach serialu, ale moim zdaniem najlepszy kanał, jaki ja przynajmniej znam, jeżeli chodzi o wartość produkcyjną, a dla mnie to jest jednak dość istotne, żeby to było, wiecie, dobrze by się to dobrze oglądało, to jest, moi drodzy, Nerd of the Rings.
10403:  I zapowiedziany jest, swoją drogą, odcinek o historii Mordoru.
10407:  Nerd of the Rings ma tę przyjemną właściwość, zresztą, jak widzicie, oglądam sporo, że używa mapy,
10414:  do ilustracji narracji.
10418:  Bardzo mi się to podoba.
10419:  To znaczy cały czas swoją drogą jest ta mapa amazonowa, a czasem też są używane inne, zwłaszcza jeżeli mówimy o drugiej erze i Beleriandzie.
10426:  Bardzo sympatyczna narracja, prowadzona też przyjemnym głosem.
10430:  Polecam.
10431:  Na pewno ma moją fokę zgody.
10434:  Seal of approval.
10436:  Z tego względu, że nie złapałem go nigdy na jakichś błędach lore'owych, a to byłoby coś, co by dyskwalifikowało taki kanał pod względem edukacyjnym.
10444:  Natomiast nie polecam za bardzo jego recenzji.
10446:  Męczę się oglądając je, bo on cały czas je prowadzi na takiej zasadzie, że z jednej strony jest trochę zrezygnowanym fanem, ale z drugiej strony powstrzymuje się całkowicie od krytyki.
10455:  Jeszcze jest Quell polecany przez Tupacza i Żółwia Huberta.
10459:  Czy erupcja wulkanu może spowodować upadek Numenoru?
10461:  Powoduje wlor.
10463:  Erupcja wulkanu, zalanie Numenoru, w ogóle wszystkie siły natury się sprzysięgają przeciwko Numenorejczykom.
10471:  Man of the West jest też dobry, poleca z kolei General Grievous.
10474:  Szymon pyta, jakie wady, problemy związane z rasą elfów chciałbym zobaczyć w produkcjach ośród ziemią?
10478:  Obawa przed utratą nieśmiertelności, pycha, oj pycha.
10482:  Zawsze to jest ta cecha osobowościowa elfów, której nie znoszę.
10486:  Zwłaszcza w Warhammerze ona się uwidacznia.
10489:  Chciałbym zobaczyć bardzo dobrą fabułę, która by adresowała ten problem i wiecie, myślę sobie, że Upadek Gondolinu byłby świetny do tego.
10497:  Tam jeszcze byłby rewelacyjny wątek romantyczny,
10500:  i miejsce na epokę, powieje bohatersko, ojej, wspaniałe rzeczy, jeszcze epickie oblężenie przez armię Balrogów.
10509:  To jest jeszcze też to, co powoduje, mam wrażenie, że ludzie z takim niesmakiem, ci, którzy znają Tolkiena, podchodzą do Rings of Power i też zrozumcie to, tak?
10516:  Znaczy, pamiętam, jak oglądałem scenę z Balrogiem w Władcy Pierścieni, w Drużynie Pierścienia i powiedziałem wtedy, już nie pamiętam, z kim byłem w kinie, do sąsiadów swoich, teraz wyobraźcie,
10531:  na przykład Bitwę Nieprzeliczonych Łez, gdzie walczył tabun balrogów.
10536:  Wyobraźcie sobie teraz na ekranie.
10537:  I teraz zapowiedź wychodzi od Amazonów, druga era i tak dalej.
10541:  Boże, będą się działy rzeczy, fantastycznie.
10543:  I człowiek miał pewne nadzieje.
10545:  No i tak, zobaczyliśmy balroga, tylko w jakiejś scenie komicznej.
10549:  Kompletnie nie rezonuje z tym, co już widzieliśmy do tej pory na ekranie i to jeszcze tyle lat temu, już 20 lat.
10558:  Czy zawartość trylogii Władcy Pierśnienia nie została przedstawiona na filmie i nadawałaby się do stworzenia serialu?
10562:  Wiem, że był wątek z Shire.
10564:  Ten wątek z Shire, tak chociaż mam wrażenie, że to raczej mógłby być taki miniserial, ale dałoby się to zrobić, pewnie.
10571:  Serial o Sauronie?
10573:  Ja liczyłem na to, że to będzie serial o Sauronie, ale nie jest.
10577:  Więc tak, jak najbardziej to byłoby dobre.
10580:  Jeszcze się może okazać, że Halbron jest królem umarłych z powrotu króla, pisze Nero.
10583:  To jest też coś, co bym kupił.
10585:  Tak samo jak Czarnoksiężnika Zangmaru.
10593:  Wydaje mi się, że jeśli chodzi o wady elfów, pisze Kacper, mogę sparafrazować TV Tropes.
10596:  Elfy rzadziej niż inne razy popełniają błędy, jak im się zdarzy, to skutki są katastrofalne.
10600:  To jest prawda.
10603:  Galadriela i Halbron mają wątek romantyczny, Celeborn, kto to nie znam, to to, że wyeliminowano Celebornę jest zupełnie zdumiewające.
10609:  Zresztą jak jesteście zainteresowani, to bardzo wam polecam w tej książce, niedokończonej opowieści Śródziemia i Numenoru, macie całą, nie przesadzam, całą historię Galadrieli.
10621:  Wiecie jak się nazywa?
10626:  Chciał Krzysztof szukając, a już widzę.
10631:  Może uda mi się to wam pokazać.
10636:  Historia Galadrieli i Celeborna.
10641:  I żeby było śmieszniej, Galadriela przedstawiona tutaj też poszukuje Saurona i też jej nie wierzą, że Sauron jest.
10647:  Więc pewne zręby tej historii i tej, którą znamy z Rings of Power, są.
10651:  I jak najbardziej można byłoby jedno z drugim połączyć.
10653:  No ale oczywiście trzeba byłoby mieć do tego prawa pozyskane, a nie mamy.
10658:  Wiem, pewnie nie było widać, bo autofocus się spaprał, jak zawsze.
10665:  No tak, no przez to, że nie mamy keleborna, też gola nie ma potomstwa i tak dalej.
10670:  To ma daleko idące konsekwencje.
10672:  Właśnie na tym rzecz polega.
10673:  Jeżeli podejmujemy jakieś decyzje dotyczące postaci, ma to pewne konsekwencje i musimy sobie zdawać z nich przynajmniej nieznacznie sprawę.
10681:  Moja hipoteza, pisze Kacper, czemu Adardzio jako elf był projektowany z zamysłem zrobienia Uncanny Valley, czyli Doliny Niesamowitości.
10687:  Dlatego wyszło z niego coś innego niż człowiek, przez co jest bardziej elfi.
10690:  To może.
10691:  W każdym razie chciałbym, żeby wszystkie elfy tak wyglądały.
10694:  Oczywiście nie muszę od razu być w mrocznym odzieniu i z umrusaną mordencją, bo wiadomo, że to jest tani sposób na to, żeby przedstawić, że ktoś jest mroczny i przerażający, ale dobrze byłoby, żeby przynajmniej emanowały taką, wiecie, obcością właśnie.
10708:  Elfy są obce, to nie są ludzie.
10711:  myślą w sposób dziwny dla człowieka.
10712:  Pamiętacie, jak Aragorn, mimo że był szanowany przez elfów, nie był się w stanie z nimi dogadać.
10717:  Zawsze było zdumienie ze strony ludzi, czy to Gondorczyków, czy Rochańczyków, że elfowie się pojawiają, pomagają w czymś, bo to była inna rasa.
10725:  Trzeba mieć to na uwadze w momencie, w którym o tym mówimy.
10729:  Czy Galadriela użyje magii?
10730:  Wątpię.
10731:  Dzięki za wsparcie od trzech miesięcy.
10733:  Wątpię, żeby to się stało, bo już miała wiele razy po temu okazję i ani razu tego nie zrobiła.
10740:  Bratobójcza walka osadników w ostatnim odcinku.
10742:  Ach, to mi umknęło.
10743:  Masz rację, De Amon San.
10745:  Bo był spisek orków, żeby wysłać ludzi przeciwko ludziom, przebranych za orków, swoją drogą.
10751:  Może mi się uda jeszcze to złapać, ale jak znam życie, wątpię, żeby to się udało.
10757:  Znam siebie i znam możliwość Amazonu.
10759:  Dobra, tu jest chyba ta scena, tak mi się wydaje, a może się mylę?
10764:  Nie, nie uda mi się chyba tego zobaczyć i wam pokazać.
10768:  W każdym razie jest taka scena, gdzie odsłaniają przyłbice hełmów, odsłaniają kaptury i dostrzegają, że to nie walczyli z orkami w tej drugiej fazie bitwy w wiosce, tylko walczyli ze swoimi, że to była bratobójcza walka faktycznie.
10782:  I to jest...
10783:  Ciekawy wybieg.
10784:  Na pewno jedna z takich rzeczy, których się nie spodziewałem.
10788:  Nie wiem, czy to jest fałszywe budowanie i stopniowanie napięcia, ale okej.
10793:  Ja się nie czymiam rozwiązań fabularnych, które są konwencjonalne, czy które są wyświechtane nawet fabularnie.
10800:  Nie mam z tym żadnego problemu.
10801:  Czymiam się tylko takich rozwiązań, które są naprawdę radykalnie złe.
10807:  Marzysz się porządna ekranizacja Simarino?
10809:  Tak to mi, ale ja już bym chciał, żeby to był ktokolwiek inny, bo widzicie, Amazonem się cieszyli wszyscy dlatego, że Amazon ma bardzo dużo pieniędzy.
10815:  I nie było zagrożenia, że będą niedostatki budżetowe, tak?
10819:  Są w House of the Dragon.
10821:  Tak, były w kole czasu.
10822:  I stąd wszyscy się cieszyli, że Amazon to przejął.
10825:  A teraz nie wiem, kto musiałby to przejąć.
10826:  Nawet nie wiem, czy jeżeli HBO to przejęło, to byłaby gwarancja tego, że byłoby to zrealizowane dobrze.
10831:  Musiałby to przejąć HBO, musiałoby zatrudnić Petera Jacksona i cały sztab grafików, którzy się zajmowali Śródziemiem.
10837:  Najlepiej też ludzi, którzy pracowali przy Władcy Piesień lub chociaż przy Hobbicie.
10841:  I spróbować zrobić to w sposób taki, który byłoby rzeczywiście zgodny z lore.
10849:  Tekst Galadrieli o słonej wodzie w odcinku szóstym, a tak, też był cudowny.
10854:  Wyparłem to, szczerze powiedziawszy, ale ona mówiła, że nie jesteśmy w stanie napoić czy nasycić pragnienia słoną wodą.
10862:  Muszę powiedzieć, że chyba gorsze od poezji, której, jak wiecie, nie lubię, jest silenie się na poetyckość.
10868:  To jest zdecydowanie gorsze.
10871:  Bardzo fajne tło z tym statkiem i wrotami, dałoby się gdzieś podesłać albo wygooglać.
10876:  Z statkiem i wrotami.
10877:  Nie wiem, o czym mówisz sam, Delir, ale jeżeli mówisz o końcówce sezonu, znaczy z piątego odcinka, kiedy wypływają z portu Numenoru, no to tam, tam jest ten kadr.
10890:  Oj, oj, oj, oj, oj.
10892:  Właściwie pisze Kinga, to tak błędna fabuła nie jest tylko problemem dla fanów, którzy po raz pierwszy będą mieć do czynienia ze światem, szukając później w inne miejsca, będą mieć problem tylko ze zrozumieniem.
10902:  Być może tak.
10903:  Ja stawiam taką tezę, że większość ludzi może mieć duży kłopot z tym, żeby to zrozumieć, nawet jeżeli ja się nie przeczytałem niczego i nic nie wie o świecie Tolkiena.
10912:  A, Drake the Little mówi o tapecie, tej tapecie.
10915:  To jest rzecz wykonana przez niepraktycznego kartografa, moi drodzy.
10919:  Więc jest dostępny, jeżeli go wesprzecie na Patronite, to możecie sobie to pobrać w wysokiej rozdziałce.
10926:  A moja tapeta z pulpitu.
10931:  Moja tapeta z pulpit, okej, okej.
10933:  Krzysztof dzisiaj myśli wolno.
10936:  Moja tapeta z pulpitu ma historię.
10938:  Czekajcie, pokażę wam, żeby nie było, że mówię o czymś, czego nie widać.
10942:  To jest moja tapeta z pulpitu.
10944:  To jest grafika, którą kupiłem od lead concept designera Ubisoftu Montreal za jakieś potworne pieniądze na potrzeby swojej książki, bo stwierdziłem, że książka jest nudna, więc przynajmniej chcę mieć okładkę ładną.
10957:  Więc nie bardzo jest do pobrania, bo nie mam praw do jej redystrybucji.
10961:  Przykro mi strasznie, ale sprytni ludzie mogą sobie zrobić screena.
10967:  Nie, żartuję, chyba jest gdzieś dostępna, tak mi się wydaje, musiałbym poszukać.
10971:  Więc dam wam w razie czego link na Discordzie.
10975:  Moi drodzy, tyle myślę na dzisiaj, jeżeli chodzi o nasze co dwutygodniowe dyskusje o Rings of Power.
10981:  Zbliża się ostatnie z naszych spotkań, które będzie poświęcone dwóm finałowym odcinkom i od razu już teraz zapowiadam, że po tym ostatnim spotkaniu możecie się spodziewać, że zobaczymy kiedy, może to będzie tego samego dnia, wątpię, a może to będzie parę dni później, pojawi się moja recenzja, która będzie taką syntezą
10999:  najważniejszych rzeczy, jakie mam do powiedzenia na temat serialu i nie będę się tam skupiał w tej recenzji na kwestiach lore'owych, fanowskich i tak dalej, o których rozmawiamy sobie tutaj.
11007:  Po to są te live'y, żebym mógł wam o tym wszystkim poopowiadać przy okazji i wyjaśnić swoje stanowisko, co nie będzie naprawdę możliwe w 7 minut.
11014:  Bo to jest serial, którego problemy są na tyle złożone, że krótka recenzja nie byłaby w stanie tego wszystkiego zaadresować.
11020:  Ale oznacza to, że podczas tego naszego ostatniego spotkania już możecie się spodziewać jakichś moich ogólnych wniosków i podsumowań.
11026:  To będzie za dwa tygodnie, dokładnie jak wyjdą dwa ostatnie odcinki, to znaczy odcinek siódmy i odcinek ósmy.
11032:  A ja tymczasem mogę wam jeszcze raz bardzo serdecznie podziękować za to, że możemy wspólnie spędzać czas tutaj nad dyskusjami, które zwykle, zauważcie, nie prowadzi się w internecie na taką skalę.
11042:  I to jest jedna dobra rzecz, którą robi Rings of Power, to znaczy, że rozmawiamy znowu o Śródziemiu.
11047:  Szkoda, że musimy rozmawiać o Śródziemiu na zasadzie, to zostało zrobione źle, ponieważ żabka jest słoniem,
11051:  ale wciąż rozmawiamy o Śródziemiu, co mnie osobiście bardzo cieszy i mam nadzieję, że zachęciłem was przynajmniej, żeby sięgnąć sobie do niedokończonych opowieści Śródziemia i Numenoru, które są o wiele bardziej lajtowo złożone niż Simarillion.
11063:  Może zasięgniecie też Simarillionu i poczytacie sobie stamtąd fragmenty.
11067:  Pamiętajcie, żeby się nie zrażać, ponieważ to nie są powieści, to są historie, to są kroniki, tak samo jak kroniką jest Fire and Blood Martina.
11075:  To też nie jest powieść napisana w takim stylu jak Gra o Tron czy Pieśń Lądu i Ognia, ktokolwiek z tych tomów.
