#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
9001:  KMM - No i przede wszystkim też, wiesz, żeby mieć otwarty umysł, no to musisz mieć doświadczenia.
9005:  KMM - Jeżeli nie masz tych doświadczeń praktycznych, właśnie nie przetestujesz różnego rodzaju hipotez,
9009:  KMM - Jeżeli nie sprawdzisz ci, twoi profesorowie, którzy na przykład mówili, że o, jak chociażby leczyć depresję, mówił ci 80-latek, który przez 40 lat swojego życia chował wszystkie urazy do siebie i uważał, że jeżeli ma depresję, to musi się przejść.
9023:  KMM - Po czym dysponuje przestarzałą klasyfikacją WHO i mówi ci to na zajęciach.
9027:  KMM - To jest z kolei rzecz, którą usłyszałem bezpośrednio od studenta medycyny też.
9030:  KMM - Dostał szału po prostu na coś takiego.
9033:  KMM - No i wiesz, potem cię ktoś taki diagnozuje.
9035:  KMM - Ty słyszysz taką diagnozę jako obywatel i myślisz sobie, nie no, ci lekarze są jacyś porąbani, idziesz do znakora.
9042:  KMM - I wiesz, i wtedy obiektywna krzywda się dzieje w społeczeństwie.
9045:  KMM - Trochę prawdą jest, że wszystkie drogi prowadzą do Rzymu, którym jest uczenie się, bo już nie chcę mówić edukacji, ale po prostu uczenie się.
9052:  KMM - Kształtowanie różnych sposobów uczenia się, no bo z perspektywy właśnie sprawnie zarządzanego państwa powinno być to priorytetem, żeby obywatelom się nie działa krzywda, no bo wiesz, jest minus jeden, który będzie płacił ten podatek, którego nie umie wypełnić, ponieważ nie nauczyli go tego w szkole.
9068:  PG - Tak, dlatego zawsze jak ja rozmawiam z kimś o lekarzach, to zawsze mówię iść do dobrego lekarza.
9074:  PG - I to jest kluczowe słowo, nie lekarz, tylko dobry lekarz, bo pójdziesz do takiego i złego randoma z NFZ-u i on ci tak popatrzy, będzie zmęczony, przepracowany, będzie miał na ciebie 15 minut i w sumie nic tam ciekawego z tego nie wyjdzie.
9085:  KMM - Tak, i będziesz tylko 50. przypadkiem, czy 70. przypadkiem, a w takim razie my też musimy zrobić wywiad.
9092:  KMM - To jest to samo, co mówię zresztą studentom, jak wybierają seminarium dyplomowe.
9096:  KMM - Znaczy co, wy idziecie w ciemno?
9099:  KMM - Ja wiem, że byłem specyficznym studentem, ale ja na przykład sprawdziłem każdego wykładowcę, zanim poszedłem w ogóle na ten kierunek, tę specjalność studiów, na którą poszedłem, bo chciałem wiedzieć, że nie kupuję kota w worku.
9110:  KMM - I faktycznie byłem zadowolony z tego wyboru finalnie, bo miałem styczność z paroma osobami, które sobie wybrałem,
9117:  KMM - I wiedziałem, że one są dobre, bo też znałem ich teksty i mogłem sobie stworzyć jakieś obraz.
9121:  KMM - No ale dobra, ale to są studia, ale seminarium dyplomowe, Boże, czy to jest twoja praca własna, natrafisz na jakiegoś idiotę, który ci na przykład narzuci temat i co?
9130:  KMM - To jest w ogóle antynaukowe, jak ci ktoś narzuca temat na seminarium, masz sam wymyślić temat, to ma być twój projekt.
9136:  PG - Ale wtedy się nakłaniają też style uczenia się.
9139:  PG - Ty masz pewnie inny styl, taki bardzo analityczny, gdzie lubisz sobie wszystko sprawdzić i czujesz się bezpiecznie wchodząc w jakąś decyzję.
9146:  PG - Są inni ludzie, którzy lubią testować po prostu i uczą się wchodząc w interakcje, więc to jest trochę inna sprawa.
9152:  PG - Tak, to jest prawda.
9152:  PG - I oni się będą bardzo denerwowali, jak teraz tego słuchają.
9157:  KMM - Dlatego trzeba dostosować zawsze każdą radę do siebie.
9160:  KMM - To jest dobry przykład.
9162:  KMM - Ja miałem tak z wszystkimi radami dotyczącymi produktywności.
9165:  KMM - Jak wiadomo, na YouTubie są ludzie, którzy zrobili miliony na naukach, jak być produktywnym.
9170:  KMM - Ali Abdali jest takim dobrym przykładem.
9172:  KMM - Jego TikToki wszędzie wędrują.
9174:  KMM - On ma książkę, kursy, wszystko.
9176:  KMM - I nic z tego nie działa.
9177:  KMM - Oczywiście, że w moim przypadku nic z tego nie zadziałało.
9180:  PG - U mnie też nic nie działało.
9181:  KMM - Bo ja zarządzam chaosem.
9183:  KMM - Przez to, że myślę chaotycznie, dla mnie jak ktoś mi mówi, dobrze, jeżeli musisz zrobić jakiś projekt, to zrobisz sobie to-do-list.
9188:  PG - A i tak, i apka pomodoro, 25 pracy, 5 minut przerwy.
9193:  PG - Nie działa, nie działa.
9195:  PG - Ja muszę to cały czas zmieniać.
9196:  PG - U mnie działa jedna rzecz przez jeden tydzień i w następnym tygodniu muszę robić inną rzecz, bo już się do tamtej przyzwyczaiłem.
9202:  KMM - Ale wiesz, to trzeba w sobie rozpoznać, a nie potraktować, okej, ze mną jest coś nie tak, bo przecież ten człowiek ma miliony i u niego to zadziałało, a u mnie to nie zadziałało, więc coś ze mną jest nie tak.
9211:  KMM - No na pewno nie, po prostu kwestia jest taka, że trzeba dobrać do siebie jakąś inną metodę.
9215:  KMM - No wtedy jest też ciężej, tak, bo musisz sam właśnie testować, eksperymentować.
9219:  KMM - I nie modlić się do Boga spokoju.
9221:  KMM - I nie modlić się do świętego spokoju.
9222:  KMM - Tak.
9223:  KMM - w tej rozmowie, ale fakt faktem, że trzeba znaleźć rzeczywiście coś, co będzie dla ciebie najlepsze, bo w ten sposób nie tracisz czasu na batorzenie się niepotrzebne.
9233:  KMM - Trzeba umieć się czasem kopnąć w dupę samemu, chociaż jest to trudne, także fizycznie.
9239:  KMM - Ale czasem jest to potrzebne, ale nie zawsze.
9242:  KMM - To znaczy, dobrze jest wiedzieć, że są takie momenty w życiu, że trzeba rzeczywiście się zmobilizować, ale jest o wiele więcej takich momentów w życiu, że trochę za dużo od siebie wymagamy i za bardzo siebie ciśniemy.
9252:  KMM - Zwłaszcza jeżeli chodzi o właśnie takie rzeczy, że...
9254:  KMM - Ktoś jest chociażby właśnie chaotyczny, ma ADHD, ma deficyt uwagi, potrzebuje się zająć różnymi rzeczami.
9260:  KMM - To znajdź sobie sposób.
9261:  KMM - Dla mnie takim sposobem na przykład na zarządzanie tym u mnie było włączanie sobie muzyki mantrycznej, jak wykonywałem jakąś czynność, która wymagała ode mnie koncentracji.
9269:  KMM - Włączam sobie jeden ambient i potrafiłem przez 7 godzin tego słuchać i byłem w takim transie, że ja nawet nie wiedziałem, kiedy mi ten czas minął.
9277:  KMM - Do tego stopnia, że do dzisiaj niektóre teksty naukowe kojarzę po muzyce, której wtedy słuchałem.
9283:  KMM - I jak ludziom czasem mówię o tym, to oni mówią, Krzysztof, zweriowałeś, ja bym oszalał, ja bym słuchał cały czas czegoś zapętlonego, nie potrafię tak pracować.
9290:  KMM - A inni mają tak, że mam takiego znajomego, który potrafi słuchać muzyki nie instrumentalnej, tylko piosenek w innym języku i równocześnie się uczyć w jeszcze innym języku i on słyszy jedno i drugie i mi to nie przeszkadza.
9303:  PG - Ale to trzeba mieć bardzo specyficzny mózg.
9305:  PG - Tak.
9305:  PG - U mnie tak działają podcasty.
9307:  PG - Ja niektóre informacje z podcastów pamiętam, jednocześnie odpala mi się miejsce na siłowni, w którym byłem.
9311:  KMM - No, no.
9312:  KMM - Ale to jest właśnie też, znowu wracamy do tego, w jaki sposób nasz mózg zapamiętuje doświadczeniowo.
9317:  KMM - Więc testowanie takich rzeczy, to jest najlepsze rzecz, jaką można zrobić.
9319:  KMM - Zwłaszcza w sytuacji, gdy cały czas się nas przekonuje, że
9323:  KMM - W świecie, w którym jesteśmy, są dwie opcje.
9325:  KMM - Albo jesteś pilnym uczniem, albo pracownikiem i koncentrujesz się, albo prokrastynujesz.
9332:  KMM - Nie znoszę, jak ludzie używają czasownika prokrastynować albo rzeczownika prokrastynacja na określenie odpoczywania.
9341:  KMM - Bo to jest to.
9342:  KMM - Bardzo często ludzie tak mówią, a prokrastynowanie to jest odkładanie przecież czynności na później.
9346:  PG - Bo to jest bardzo trudne podjąć decyzję, kiedy ty jesteś realnie zmęczony.
9350:  PG - Ja wiele czasu spędziłem na analizowaniu tego, czy ja jestem zmęczony, czy udaję przed sobą, że jestem zmęczony, bo bardzo łatwo się wymyślić.
9356:  PG - Wyprowadzić ze stanu zmęczenia.
9358:  PG - Wydaje ci się, że jesteś zmęczony, siedzisz, boże, głowa ci spada przy tym komputerze, mówię, no nie, jestem zmęczony, idę odpoczywać.
9364:  PG - Po czym nagle ktoś do ciebie zadzwoni, wchodzisz pod prysznic i masz mnóstwo energii po 10 minutach.
9369:  PG - To byłeś zmęczony, czy nie byłeś zmęczony?
9370:  PG - Więc ja to bardzo długo analizowałem i teraz już mniej więcej kumam, kiedy jestem rzeczywiście zmęczony.
9375:  KMM - Ja mam ten sam problem, absolutnie.
9377:  KMM - Wiesz, ale to jest konkretny znowu skill, to jest umiejętność, którą ktoś powinien w nas wykształcać i nam w tym pomóc, zwłaszcza dzisiaj.
9385:  KMM - Odpowiedzią na to, że są media społecznościowe, które wszyscy się do tego zgadzają, odciągają naszą uwagę, odpowiedzią na to, że są media audiowizualne, gry, metawersa, które coraz bardziej będą zaangażować, nie jest wydanie dekretu kanonicznego, w którym tego zakazujemy, tylko...
9402:  KMM - zorientowanie się, okej, to co w takim razie zrobimy, skoro to już jest, prawda?
9406:  KMM - Musimy jakoś odpowiedzieć na to.
9408:  PG - Jak się odnaleźć w tym świecie?
9410:  KMM - Ktoś wynalazł armatę i nasze mury nie działają, które są proste, okej, to musimy zrobić twierdzę pierścieniową, tak?
9416:  KMM - Bo ona będzie miała lepszy kąt murów, który będzie sprawiał, że pocisk się odbije.
9420:  KMM - Tak funkcjonuje ewolucja i rewolucja technologiczna zarazem.
9424:  KMM - Więc musimy zrobić dokładnie to samo teraz.
9426:  KMM - A zatem, skoro właśnie mamy problem z odróżnieniem prokrastynowania od odpoczywania, Boże, bezwzględnie trzeba to zacząć analizować w sobie.
9433:  KMM - Zwłaszcza, że właśnie ta charakterystyczna tendencja dla prokrastynacji, łacińskiego prokrastinus, nie?
9439:  KMM - Odkładać na później.
9439:  KMM - To jest to, okej, no nie zrobię tego dzisiaj, zrobię to jutro.
9442:  PG - Odkładać na później z poczuciem winy.
9444:  KMM - A, i właśnie, to jest bardzo ważny szczegół.
9446:  KMM - A jeżeli odpoczywasz, to nie powinieneś w ogóle myśleć o tym, że tam jest jakiś projekt czy coś.
9452:  KMM - Nie, po prostu w poczuciu dobrze spełnionego obowiązku jakiegoś siadasz i wyłączasz się.
9457:  KMM - Ja czasem spróbuję z tym walczyć i też polecam ludziom taką technikę, jeżeli właśnie są przekonani co do tego, że walka z prokrastynacją to jest rozpisywanie sobie tasków, to sobie rozpisz taski dla twojego odpoczynku.
9469:  PG - Ja sobie rozpisuję.
9470:  PG - Jak mam ciężki dzień, to mam zapisuję nawet czasami dwie godziny.
9472:  PG - Dwie godziny odpoczywać.
9474:  PG - I mam odhaczony task.
9475:  PG - Jestem taki zadowolony.
9476:  PG - Zobaczcie, ile tasków dzisiaj zrobiłem, a tam było odpoczywanie.
9478:  KMM - Ale to jest genialne, bo w ten sposób też hakujesz swój mózg.
9481:  KMM - A my czasem musimy zhakować swój mózg i przekonać sami siebie, że te mechaniki, które na nas tak oddziałują, bo to jest prosta mechanika, która ci daje strzał dopaminowy, bo zrobiłeś achievement.
9491:  KMM - To jest banalna sprawa.
9492:  KMM - Każda aplikacja z tego korzysta.
9493:  KMM - Ale my też możemy schakować.
9495:  KMM - Ja w ten sposób pracuję ze studentami na seminariach dyplomowych.
9498:  KMM - Najbardziej duperelne ćwiczenie.
9500:  KMM - Odhaczone, nie?
9501:  KMM - Zaniesienie dokumentu do dziekanatu przed obroną.
9503:  KMM - Odhaczone.
9503:  KMM - I mają takie poczucie, że to już nie jest takie poczucie, że o Boże, ile trzeba zrobić przed obroną, trzeba tu zrobić, zanieść, obiegówkę, dokumenty, to tamto, recenzę.
9512:  KMM - Proszę bardzo, to już jest zrobione.
9514:  KMM - Już jesteśmy w jednej trzeciej drogi, nie?
9515:  KMM - I nagle się okazuje, że ten projekt, który tak nami wisi, który odsuwamy od siebie, zatomizowany...
9522:  KMM - co za problem, jestem już w połowie.
9524:  KMM - Ja tak hakowałem swój mózg, jak pisałem książkę.
9526:  KMM - W ogóle nie myślałem o tym, jaką mam liczbę stron do napisania, jaka jest struktura mojej książki.
9531:  KMM - Napisałem konspektu.
9532:  KMM - Dla niektórych ludzi to jest szalone.
9534:  KMM - A ja wiedziałem, że jak napiszę konspekt, to ja będę w tym konspekcie widział tylko jedną rzecz.
9538:  KMM - Ograniczenia.
9538:  KMM - Ograniczenia to raz.
9540:  KMM - Dwa, puste miejsca w rozdziałach, które muszę wypełnić.
9543:  KMM - Dla mnie to było...
9545:  KMM - bo ja bym zamiast myślał o tym, jak skończyć jeden rozdział książki, myślałbym o tym, co muszę napisać w czterech pozostałych, więc w ogóle nie pracowałem na konspekcie, pisałem od środka chaotycznie i wypełniałem sobie różne takie obszary i jak już miałem dużo tekstu, to wtedy zrobiłem podział
9561:  KMM - I uzupełniłem resztę.
9563:  KMM - I zaobserwowałem, że to o wiele bardziej wspierało mnie właśnie w takim procesie kreatywnym.
9569:  KMM - No i też druga rzecz, której też zawsze uczę studentów na naszych zajęciach kreatywnego pisania, które mam na seminariach dyplomowych, bo jestem zwolennikiem niemarnowania czasu na seminariach dyplomowych na pierdoły w rodzaju...
9578:  KMM - o, rozdajmy sobie kseróweczki, poczytajmy, albo o, poczytajmy teraz nasze prace, to na pewno będzie bardzo produktywne, jak jedna osoba usłyszy siedem tekstów, które ją nie interesują.
9588:  KMM - Z pewnością wtedy będzie chciała o nich dyskutować.
9591:  KMM - No, no to my piszemy.
9592:  KMM - I w którymś momencie doszedłem właśnie do tego, że o wiele lepiej jest, jak mamy wszystkie nasze notatki z seminariu w jednym dokumencie, w tym, w którym piszemy pracę.
9600:  KMM - Bo ludzie na poziomie grudnia mają takie, mam 20 stron.
9604:  KMM - Wiesz, to jest czysta psychologia, to nie jest, mam 20 stron gotowego, napisanego tekstu, ale mam już 20 stron, nie masz syndromu pustego kursora, który ci wypala wzrok na tej pustej stronie i mówi ci, napisz pracę, napisz pracę i ty masz taki, nie no, ja dzisiaj tego nie zejmę i prokrastynujesz.
9618:  PG - Mam tyle pomysłów, nie wiem, od czego zacząć, jak wybrać pierwszy temat.
9622:  KMM - A to jest bardzo trudne.
9624:  KMM - I wiesz, też nas nie uczy się pisania takich dużych projektów.
9626:  KMM - Tutaj robi dobrze szkolnictwo anglosaskie w koledżach czy na uniwersytetach, gdzie piszesz eseje nawet z takiego przedmiotu jak geografia czy matematyka.
9634:  KMM - Czy wydaje nam się przeciwskuteczne?
9635:  KMM - No nie, nie jest, bo język naturalny to jest coś, co musimy trenować, to raz.
9639:  PG - I język pisany.
9642:  KMM - Absolutnie.
9642:  KMM - Szczególnie dzisiaj.
9644:  KMM - I to cię uczy umiejętności konstruowania myśli, rozplanowania wszystkiego.
9647:  KMM - A u nas prawda jest taka, że na studiach dopiero to jest taki pierwszy moment, kiedy piszesz dużą, poważną pracę.
9653:  KMM - Bo wiesz, napisanie takiego licencjatu czy pracy inżynierskiej na 30-40 stron to jest poza skalą w ogóle, do jakiej cię przygotowuje matura.
9661:  KMM - Matura ci nauczy pisać tekstu na 2-3 strony max.
9664:  PG - Dobra, ja się właśnie zorientowałem, że musimy powoli kończyć.
9667:  PG - Super mi się z tobą rozmawiać.
9668:  PG - Ja sam uchętnie będę nagrał jeszcze jeden podcast.
9670:  PG - Z przyjemnością absolutnie.
9672:  PG - Ja jestem gaduła.
9673:  PG - Jeszcze mamy, wiesz, ja o prokrastynacji i produktywności mógłbym gadać cały kolejny podcast, więc to jest super ciekawy temat, o którym chciałem z tobą porozmawiać, ale ta rozmowa tak popłynęła, że skończyliśmy na koniec.
9683:  PG - W każdym razie, powiedz proszę jeszcze ludziom, gdzie mogą cię znaleźć w internecie i zwijamy.
9688:  KMM - Jasne.
9688:  KMM - Najprościej będzie wpisać moje imię i nazwisko, Krzysztof M. Maj z M po środku, jak mag.
9694:  KMM - Można w ten sposób dostać się do wszystkich miejsc w sieci, w których jestem najaktywniejszy.
9698:  KMM - Jestem oczywiście na YouTubie, gdzie też mi się zdarza streamować gry.
