Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
9405:  BFP - I nawet aha ma swoje znaczenie w tej poetyce, rytmice i wręcz melodyce języka, w jakim został napisany ten serial.
9415:  BFP - Więc naprawdę zachęcam wszystkich, żeby rozkładali na części pierwsze, doczytując, żeby obejrzeli, jeżeli jeszcze tego nie zrobili, bo naprawdę bardzo miłe jest to, że też dużo osób do nas dołączyło.
9426:  BFP - Panowie, chciałbym, żeby...
9430:  BFP - żebyście jeszcze na koniec powiedzieli ze swojej strony, co wynosicie z sukcesji.
9438:  BFP - Ja zacząłem tę rozmowę od tego, co wynosicie z zakończenia, ale chciałbym zakończyć na tym, co wynosicie w ogóle z sukcesji, wiedząc, że to już jest koniec, że to jest zamknięta całość i schodzi ze sceny niepokonanym.
9450:  BFP - Marcinie.
9452:  MG - Ja bardzo często dostaję takie prośby, na przykład na Discordzie dwóch lewych rąk albo w mediach społecznościowych, na przykład panie Marcinie, czy mógłby pan napisać mi w trzech zdaniach, dlaczego Mencen się myli, bo będę się wieczorem widział z kuzynem, który go popiera.
9468:  MG - Jedną z takich prośb o gotowca było, czy są lewicowe seriale, więc ja zawsze mówię, jest jeden bardziej lewicowy niż jakikolwiek inny serial i to jest sukcesja.
9477:  MG - I na to ludzie odpowiadają, nie, to jest wealth porn, jak to może być lewicowe?
9481:  MG - Otóż może być, ponieważ jest całościową, inteligentną, przenikliwą krytyką społeczną i polecam ten serial jako taki.
9492:  MG - I co jeszcze z tego serialu wyciągam?
9496:  MG - najbrzydsze, ale jednocześnie bardzo prawdziwe oblicze biznesu i tego, jak się robi interesy.
9504:  MG - Naprawdę uderza mnie prawdziwość tego, jak Logan Roy mówi, życie to nie są rycerze na koniach, życie to jest walka o nóż w błocie.
9515:  MG - I życie to liczba na kawałku papieru na koniec dnia.
9523:  MG - I kiedy Logan Roy powiedział, wiem trochę rzeczy o świecie, niekoniecznie miłych rzeczy, bo inaczej nie zarobiłbym dolara, to on ma rację.
9535:  MG - I trzeba być idealistą bez złudzeń, a nie iluzjonistą bez idei.
9542:  MG - To wyciągam z tego.
9543:  BFP - To jest, oddając głos Grzegorzowi, również wybrzmiewa ta myśl, w momencie, w którym
9549:  BFP - Mówi gościowi, który robił remont jego domu i który uważa, że Logan chce zapłacić za mało.
9556:  BFP - Mówi tak, to się spotkajmy w sądzie.
9559:  BFP - Mój, mój adwokat pracował w Departamencie Stanu, a twój?
9563:  BFP - Is he a Mr. Fucking Magoo?
9565:  BFP - I odchodzi.
9567:  MG - No, ale to tylko powiem, jak a propos adwokatów, to nie zmarnuję tej okazji, kiedy Roman straszy swojego trenera personalnego, że go pozwie i mówi, że rzucę w twoją stronę dwunastu white shoe lawyers.
9580:  MG - White shoe, czyli firmy, która ma więcej niż sto lat, tak, bo sto lat temu noszono biute z białą podeszwą.
9588:  MG - I dowiem się w końcu, jak to jest autentycznie, fizycznie kogoś zniszczyć.
9593:  BFP - Marcin napisał i bardzo za to dziękujemy.
9595:  BFP - Nikt mnie nie zachęcił do obejrzenia sukcesji, jak wy dzisiaj.
9599:  BFP - Grzegorzu, co ty wynosisz?
9601:  GW - Ja bym wolał na koniec, bo mi wychodzi 10 zwrotek po ematu.
9606:  GW - O, będzie wiersz!
9608:  KMM - Będzie wiersz!
9610:  KMM - Krzysztof.
9612:  KMM - Lubię produkcje, które są skończone i które są odważne.
9616:  KMM - Nie takie, które zostawiają leniwą przestrzeń na sequel, na dopowiedzenie czegoś.
9622:  KMM - To, czego nie lubię, to zakończenie sukcesji.
9624:  KMM - To znaczy, wydaje mi się, że śmierć Kendala, która nie została pokazana, mogła zostać ograna w interakcji z jego rodzeństwem.
9636:  KMM - To znaczy, jedna rzecz tutaj mi brakuje.
9639:  KMM - Chciałem zobaczyć,
9640:  KMM - Czy śmierć brata wywoła w nich emocje inne niż przerażenie, które odczuwałem po śmierci Logana.
9651:  KMM - Że byli przerażeni co do swojej przyszłości w większym stopniu niż przejęci śmiercią byłoby nie było bliskiej osoby w rodzinie.
9659:  KMM - Chciałbym zobaczyć jak rodzeństwo reaguje na śmierć samobójczą w wyniku ich machinacji.
9669:  KMM - Tego mi zabrakło i myślę, że wtedy ten serial by jeszcze mocniej rezonował tym, co Marcin powiedział, to znaczy właśnie takim bardzo mocno, nie tylko antykapitalistycznym, czy w zasadzie antypóźnokapitalistycznym przekazem, ale także przekazem, który uświadamia, że wychowanie w takim twardym, stereotypowo męskim, atoksycznym stylu prowadzi do tragedii.
9694:  KMM - I przez to, że ta tragedia jest pokazana off-screen, byłem trochę rozczarowany, bo nie ukrywam, zobaczywszy półtorej godziny ostatniego odcinka, pomyślałem, tak się robi porównanie z serialem.
9705:  KMM - A z drugiej strony, to był jeden, jedyny odcinek czwartego sezonu, w którym czułem, że
9709:  KMM - Było trochę dłużyzn, które mogły zostać zamienione właśnie na coś takiego.
9713:  KMM - Ale to jest rzecz, która absolutnie nie wpływa na to, że będę Sukcesję polecał na jednym oddechu razem z Mr. Robot, razem z Severance, razem z Growotron do siódmego sezonu ludziom, którzy nie widzieli tego serialu, bo
9727:  KMM - dobrze sobie wyrobić na ten temat opinię, więc na swoją modłę dodam, że jeżeli ktoś lubił Billions czy podobne seriale, to Sukcesja jest absolutnie lekturą obowiązkową, że powiem po szkolnemu.
9739:  KMM - Warto naprawdę to zobaczyć i to jest serial, który zyskuje również niesamowicie przy drugim obejrzeniu.
9745:  BFP - To ja, wykorzystując jeszcze swój spot, zanim oddam podium Grzegorzowi, a tak powinno właśnie być, żeby sztuka wybrzmiała na koniec,
9754:  BFP - to jest to, że ja też miałem taki moment, oglądając ten finał, właśnie ze względu na to, jakim slalomem jechał ten ostatni sezon, że trochę liczyłem na bardzo poetyckie zakończenie, jakim byłoby Kendall wszedł do morza, ale już nie wrócił.
9770:  BFP - Wszystkie plany zostają przekreślone, ale jego śmierć
9774:  BFP - jest domknięciem traumy, którą sobie nosi, która nie była już tak uzewnętrzniona w tym sezonie, ale nieumyślnej śmierci, do której to prowadziło, która po nim nie spłynęła, no men, no men.
9785:  BFP - Więc myślałem, że wejdzie do morza i po prostu nie wróci.
9788:  BFP - I wszystkie te machinacje, wszystkie te plany po prostu spełzną na niczym.
9792:  BFP - Tylko dlatego, że po prostu poszedł pływać w nocy, ciesząc się, że wreszcie dogadał się z rodzeństwem.
9798:  BFP - To myślę mogłoby być ciekawy wariant zakończenia, ale mówiąc o tym, co ja wynoszę z sukcesji,
9804:  BFP - Trochę tak też z poziomu meta, bo mówiłem o tym takim ujęciu scenariu pisarskim, to chciałbym powiedzieć, że zachwyca mnie, że jesteśmy na takim etapie dojrzałości telewizji, patrząc oczywiście na Sopranos, na The Wire, wspomniane Deadwood, to wszystko produkcja HBO, że można stworzyć tak wielowarstwową, tak wymagającą telewizję, że po pierwsze jest nie dla każdego, co pokazuje oglądalność w Polsce,
9830:  BFP - ale dla tych, dla których jest, to jest naprawdę bardzo.
9833:  BFP - I inicjuje taką intelektualną debatę, że moglibyśmy spokojnie ustawić jeszcze pięć osobnych dyskusji i brać tylko kawałek tego serialu.
9843:  BFP - Nie odcinek po odcinku, tylko właśnie motyw po motywie bądź postać po postaci.
9848:  MG - I wciąż mielibyśmy... O The Velvet Underground mówili, mało ludzi miało ich płyty, ale każdy, kto miał, założył zespół.
9854:  BFP - Tak.
9855:  BFP - I to jest, niech to będzie świadectwo znakomitości tego serialu, nawet nie wgłębiając się w kunszt realizatorski, w aktorstwo.
9866:  BFP - Jestem przekonany, że Kieran Calkins zdobędzie nagrodę Emmy za tę rolę, ale jednak na koniec scenariusz i wielopoziomowość, i wielowarstwowość, która sprawia, że tak jak powiedzieliście panowie, pomimo, że nie robiliśmy analiz tygodnie na tydzień,
9879:  BFP - to padło coś takiego, że ja mógłbym rozmawiać o tym serialu tydzień do tygodnia, tak czy owak, po prostu.
9884:  BFP - Jakbyśmy się spotykali tylko na Zoomie i rozmawiali.
9887:  BFP - Grzegorzu, tobie zostawiam przestrzeń, żebyś zrobił to, na co wszyscy najbardziej czekali.
9893:  GW - Teraz jest presja, bo to jest, słuchaj, było dziesięć odcinków, swoją drogą, każdy z odcinków to był jeden dzień następujący po sobie.
9902:  GW - Tak.
9903:  GW - I tu też będzie w sumie dziesięć
9907:  GW - Zwrotek?
9909:  GW - Gdyż trochę to się nazbierało i w czasie naszej rozmowy notowałem, także dobra, odpalmy się tak.
9919:  GW - Finał sukcesji w końcu zawitał, trzeba to przyznać, nie była to pyta.
9924:  GW - Skrzywdzone rodzeństwo, ojciec, despota, chciwość, zawieść i ludzka głupota, Shiv nie znając miłości, ni od ojca, ni matki, jak miała ją okazać dla swojego męża, tym samym chłód i przemoc tej oziębłej katki zahartowała zwycięskiego węża.
9939:  GW - Kendall, skrzywdzony, wieczny męczennik, pragnął od rodzica jednoaporobaty.
9944:  GW - Czego by jednak nie zrobił, zawsze było mało dla tyrannicznego, nienasyconego taty.
9949:  GW - Roman, wielkie dziecko, utracjusz hedonista, nie naprzeciw ojcu, nigdy nie był w stanie przystać.
9957:  GW - Od zawsze chciał tylko odrobiny czułości, stąd...
9960:  GW - Kujofotki, brak intymności.
9962:  GW - Connor z kolei z braku uwagi chciał być zawsze królem, lecz król był nagi, żył wieczną łudą w życiu i miłości ciężką będzie teraz żyć w rzeczywistości.
9973:  GW - I na końcu pozostaje nam opisać bromans między Gregiem i Thomasem.
9976:  GW - Wyjaśniać nie muszę.
9978:  GW - Wzajemnie się napędzając i ściągając w odchłań, obaj za pieniądze i tytuły zaprzedali dusze.
9983:  GW - Całe imperium Logana, które budował, prowadził z sukcesem.
9987:  GW - Dzieci rozdarły walcząc zaciekle, w finale kompletnie przegrały z kretesem.
9992:  GW - Ni z głową, ni z sercem.
9994:  GW - W starciu ze Szwedem miast bogactwa i splendorów pędziły się w biedę.
9999:  GW - Więc pomnę to raz dla rozwijania zamętu, gdzie wielkie pieniądze, tam brak sentymentu.
10006:  GW - Nie podejmuj decyzji z zadry czy miłości, bo poderżną ci gardło w moment bez litości.
10011:  GW - Tak więc kończę już te przydługie wersety.
10014:  GW - Drugiego takiego serialu nie będzie niestety.
10017:  GW - Na cytat z Logana będę sobie tutaj pozwalać.
10020:  GW - Jak komuś nie pasuje, może wypierdalać.
10029:  BFP - Proszę Państwa, okiem deva Grzegorz Wątroba, który stworzył swoje Opus Magnum.
10033:  BFP - To zabawne, ponieważ w trakcie Marcin do mnie napisał na czacie i powiedział, ja już użyłem do tego beat i mamy plan zabrać Ci ten numer, zremiksować go i zarabiać na nim duże pieniądze.
10042:  BFP - Dobrze, proszę bardzo.
10044:  BFP - To było wspaniałe i bardzo proszę, żeby ktoś odtworzył to i na spokojnie spisał.
10049:  BFP - Ja tylko powiem, że już na Discordzie powstały Grzegorza Wątroby wiersze zebrane ze Słowackim.
10056:  BFP - W ogóle twarz jest wklejona albo w Adama Asnyka, albo w Słowackiego, nie pamiętam do końca.
10060:  BFP - Dobrze, że nie Puszkina.
10062:  BFP - I tam jest Grzegorz.
10063:  BFP - I tam są naprawdę poematy i wiersze zebrane z naszych spotkań The Last of Us, ale to...
10068:  BFP - Przebiłeś, no ciężko będzie to przebić, tak?
10071:  BFP - W sensie, nie wiem, chyba jak będziemy robili The Boys, to ty nie rób wiersza po każdym, tylko po prostu kumuluj.
10076:  BFP - Sprośne limeryki.
10077:  BFP - Wtedy sprośne limeryki.
10078:  BFP - Tak, tak, tak.
10080:  BFP - Dobrze.
10081:  BFP - Zbieraj w sobie tego Sayana i zmień się na koniec.
10083:  KMM - Homelander zobowiązuje, moi drodzy.
10085:  KMM - Już nie wspomnę o człowieku, który owija się własnym przyrodzeniem, jak szalikiem.
10090:  KMM - Czekają nas wielkie rzeczy.
10092:  KMM - Co się wydarzyło?
10092:  BFP - Przepraszam, bo ja coś mówiłem o Sayanach, o Dragon Bolo, a ty nagle powiedzieliś o człowieku, który owija się swoim własnym przyrodzeniem?
10097:  BFP - Co się właśnie wydarzyło?
10098:  KMM - Chciałbym, żeby w kodzie tego naszego wystąpienia też padła jedna rzecz.
10104:  KMM - To znaczy ten serial nie byłby tak dobry, gdyby nie muzyka.
10108:  BFP - Oj tak.
10109:  BFP - I jak ktoś powiedział, dumnie mogę powiedzieć, że chociaż nie mam w życiu wiele czasu, nigdy w żadnym z 39 odcinków nie pominąłem intra do sukcesji.
10117:  KMM - I zauważcie, że warto, ponieważ tam są subtelne, ale jednak zmiany, one są znaczące, to kto wychodzi z tego starego kadru i kto wchodzi w ten kadr też jest znaczące, znakomicie wyreżyserowana sekwencja początkowa, no i te dźwięki muzyczne, które są za każdym razem kakofonią, mimo że jest to muzyka instrumentalna stylizowana na klasyczną i tak dalej, to też jest znaczące.
10143:  MG - Powiem wam tylko bardzo szybko, że ten wiersz sprawił, że mnie uderzyło, że jest wiersz, który mi się bardzo kojarzy z sukcesją i z główną linią fabularną, który napisał Filip Larkin.
10154:  BFP - Więc jeśli mogę szybko spróbować… Ale to nieprzypadkowo ci się kojarzy, ponieważ finałowe odcinki każdego sezonu miały fragmenty tego wiersza.
10163:  BFP - To jest bodajże Psalm 29 albo… Nie, nie, nie, nie.
10165:  BFP - Okej.
10166:  MG - Zaraz śpię.
10169:  MG - They fuck you up, your mom and dad.
10172:  MG - They may not mean to, but they do.
10175:  MG - They fill you with the faults they had and add some extra just for you.
10181:  MG - But they were fucked up.
10183:  MG - W drugim razie przez starych głupców w szalikach i kołdach, którzy po połowie trąsą się i po połowie rzucają się na siebie.
10194:  MG - Mężczyzna przekazuje biedę mężczyznie, a to się rozwija jak kościół.
10199:  MG - Wyjdźcie tak wcześnie jak możesz i nie bądźcie sami dziećmi.
10206:  BFP - To ja wychodząc ze swoim microfailem, który zmienia się w macrofail, chciałem tylko powiedzieć, że tylko Filip jest w stanie rzucić na koniec, mówiąc o amerykańskim wierszu Psalm 29, robiąc z tego wiersz Kochanowskiego, ale chodziło oczywiście o Dream Song 29, a nie Psalm 29.
10228:  BFP - I bardzo polecam wam, wklejam to w tym momencie na czacie, ponieważ ktoś złamał kod, złamał szyfr.
10236:  BFP - I zgadywał zakończenie na podstawie tego, że właśnie finałowe odcinki każdego sezonu nawiązują do zawartości tego wiersza Dream Song 29.
10246:  BFP - Bardzo polecam, bo to jest bardzo ciekawa historia.
10249:  BFP - A ja jeszcze na sam koniec chciałem powiedzieć, że to był najdłuższy i najlepszy live historii bez schematu.
10255:  BFP - I jestem urzeczony, spełniony i mam też nadzieję, że wszyscy, którzy byli Semper Fi,
10263:  BFP - I którzy mówili, gdzie te analizy sukcesji?
10266:  BFP - Tydzień do tygodnia, gdzie te analizy?
10269:  BFP - Jedyne co, jak powiedziała laureatka nagrody Grand Press Agata Szpila w swoim tekście, gdzie te dzieci w dupie?
10276:  BFP - Niestety, jeżeli chodzi o sytuację osób z niepełnosprawnościami.
10279:  BFP - W każdym razie,
10281:  BFP - Jedyne, co miałem na obronę, to mówić, ale poczekajcie na zakończenie serialu.
10286:  BFP - Wtedy wrócimy z naprawdę dobrą analizą.
10288:  S03 - Wtedy wrócimy z artylerią.
10290:  BFP - Mam nadzieję,
10293:  BFP - że sprostaliśmy waszym oczekiwaniom.
10295:  BFP - Naprawdę.
10296:  BFP - A ja ze swojej strony dziękuję moim przyjaciółom.
10299:  BFP - To jest tak wspaniałe, że pierwszy raz na Bez Schematu rozmawiam z trójką moich przyjaciół i że jest to tak przyjemne, jak każda nasza rozmowa.
10307:  BFP - Prywatnie, jak każda nasza rozmowa face-on-face, tak się mówi?
10310:  BFP - Face-to-face?
10311:  S01 - Face-to-face.
10312:  S01 - Face-on-face?
10314:  S01 - Face-on-face.
10316:  S01 - Znajdziesz zupełnie co.
10317:  S01 - To jednak.
10317:  S01 - Rozmowy face on face w związku pełnienia.
10320:  BFP - Włączył mi się Roman, przepraszam.
10321:  BFP - Już zbliżamy się do momentu, w którym spada trochę moja werwa.
10325:  BFP - Facze on facze.
10330:  BFP - Już wiecie, co robimy.
10334:  BFP - Już wiecie, co robimy, kiedy nas nie widzicie na live'ie i spotykamy się, więc tak, chciałem tylko powiedzieć, że było równie przyjemnie jak wtedy, kiedy nie jesteśmy na live'ie.
