🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
13008:  BFP - Daredevil widzi wszystko uszami, to co widzimy my, po prostu nosi okulary.
13014:  BFP - I to jest niefajne.
13015:  BFP - Ale taka postać, która rzeczywiście jest niepełnosprawna, ma ograniczenia, to jest profesor Charles Xavier.
13021:  BFP - który jeździ na wózku.
13025:  BFP - Tak.
13026:  BFP - I Days of Future Past X-Men miał, i to przepraszam, ale przepija to Jake'a Sully'ego z Avatara.
13034:  BFP - To prawda.
13036:  BFP - Kiedy przychodzi Hugh Jackman do zapitego whisky
13041:  BFP - Jamesa McAvoya, grającego Xavier'a i mówi, świat cię potrzebuje.
13046:  BFP - On mówi, pieprzę świat.
13048:  BFP - Pamiętasz, co mi powiedziałeś, jak cię próbowałem zrekrutować w first class?
13051:  BFP - Powiedziałeś, go fuck yourselves.
13053:  BFP - Nie, ja wykorzystam moc do tego, żeby chodzić, bo już mnie wszyscy zostawili, bo wolę chodzić.
13059:  BFP - Nie chcę być niepełnosprawny.
13061:  BFP - I musi podjąć decyzję, że żeby ratować swoich przyjaciół, musi wrócić na wózek.
13068:  BFP - po tym wypadku, bo nie może robić jednego i drugiego jednocześnie.
13072:  BFP - I swoją drogą bardzo podobny jest wątek doktora Strange'a, ale również z doktorem Strange'em jest tak jak z Daredevil'em.
13079:  BFP - Doktor Strange chce wrócić do operowania, idzie do tego swojego
13083:  BFP - Nie Taj Mahal, tylko Karmataj, czy jak to się tam nazywa?
13087:  BFP - Kamartaj.
13088:  BFP - Kamartaj, pamiętałeś lepiej.
13090:  KMM - To jest doktor stręż, mój drogi.
13092:  KMM - Doktor stręż.
13094:  BFP - Doktor dziwago.
13097:  BFP - I używa tej mocy do tego, żeby opanować swoje dłonie.
13102:  BFP - Ale ostatecznie musi wybrać, czy chcesz skupić się na opanowaniu swoich dłośni, co jest bardzo głupie, biorąc pod uwagę, że widzi 7 tysięcy wersji rzeczywistości, ale musi jednocześnie otrzymać dłonie i nie może wtedy rzucać spelin, nieważne.
13117:  BFP - Czy właśnie chce być tym, nie Strange Supreme, tylko tym strażnikiem.
13122:  BFP - Ale zobaczcie, co się dzieje dalej.
13124:  BFP - Tak.
13127:  BFP - W żadnym momencie.
13128:  BFP - W Infinity War, w Thor Ragnarok, gdzie się pojawia, w żadnym momencie.
13133:  BFP - W What If Marvela, w żadnym momencie.
13136:  BFP - Nie jest to przypominane, nie?
13137:  BFP - Dokładnie.
13139:  BFP - Czy widzicie, żeby ręce mu się trzęsły?
13142:  BFP - Nie trzęsą mu się ręce.
13144:  BFP - Czy widzicie, żeby pił kawę grzecznie i łapa mu się trzęsi, rozlewa na wszystkie strony?
13148:  BFP - Nie.
13149:  BFP - Jego niepełnosprawność magicznie wyparowała.
13152:  BFP - I to jest bardzo nie w porządku.
13154:  BFP - To jest antyprzykład tego, jak prezentować niepełnosprawność.
13157:  KMM - w mediach.
13158:  KMM - Także dzięki za to.
13158:  KMM - Tu jeszcze widzę, to TOF ludzie przypominają z Last Airbender, absolutnie tak, niewidomej, w pełni się pod to podpinam.
13166:  KMM - Wyparowało mi z głowy, mimo że to jest jedna z moich ukochanych animacji w ogóle, Ever.
13170:  KMM - I jeszcze druga rzecz, Violet Evergarden, którą przywołałem, jednak nie jest androidką, tylko to moja pamięć, jak zwykle, w szwankuje.
13177:  KMM - Faktycznie miała protezy rąk, więc też pasuje jako przykład.
13181:  KMM - Interdimensional Conglomerate wszelako, dopomina się o recenzji Attack on Titan na bez schematu.
13187:  KMM - Co będziemy robić Filip?
13188:  KMM - Czy nie chce Ci się nadabiać sześciu sezonów?
13191:  BFP - Nie, nie wykluczam, że to zrobię, a może obejrzę jakiś recap i nikomu nie powiem.
13196:  BFP - Gotowy do gry, jak dr Strange, który opanował swoje ręce.
13201:  KMM - Krzysztonow, dziękujemy za super, że książki Ewy Białołęckiej, tam za magię płacisz uszkodzeniami genetycznymi.
13206:  KMM - Mistrz iluzji, który jest głuchym, ma ognia z epilepsją.
13209:  BFP - O, zajebisty pomysł.
13210:  KMM - W których to jest książkach, Ewy?
13211:  KMM - Nie kojarzę, Krzysztonow.
13213:  KMM - Podrzucisz mi ten na Discordzie.
13215:  KMM - To jest fajne.
13216:  KMM - To jest bez schematu.
13217:  KMM - No, to jest, to mi się bardzo podoba, chociaż oczywiście...
13221:  KMM - Jak standardowo zawsze jest tak, że magowie muszą płacić za swoje zdolności, a ktoś wymachuje purtorakiem, to nie płaci za swoje zdolności.
13229:  BFP - Tak uważał Krzysztof, dopóki nie zagrał w Dark Souls.
13231:  KMM - Właśnie dalej tak uważam, ale nie.
13233:  BFP - No tak, bo on właśnie get good, god damn it.
13237:  KMM - O, Adam Jensen z Deus Ex Human Revolution.
13239:  KMM - W ogóle tam jest ten wątek też, że on staje się super człowiekiem.
13244:  BFP - Raczej zyskał, tak.
13246:  BFP - Zyskał dzięki, więc jest jak z Daredevilem.
13248:  BFP - Nie widzę, ale dzięki temu jestem nadczłowiekiem.
13250:  KMM - Dlatego to jest rzadki przykład meta-interfejsu, że interfejs się pojawia dopiero wtedy, kiedy bohater go zyskuje.
13256:  KMM - Bardzo fajny przykład swoją drogą.
13259:  KMM - Dlaczego mana się nie regeneruje?
13260:  KMM - Właśnie, właśnie.
13261:  KMM - Zadawajmy kluczowe pytania.
13265:  KMM - Maciej Nikonowicz pyta, jakie filmy otrzymały według was Oscary całkowicie niezasłużenie?
13269:  KMM - Jakie filmy powinny zgarnąć za to atletkę?
13271:  KMM - Myślam się, że chodzi o przeszłe Oscary.
13274:  KMM - Ja szczerze powiedziawszy, to jest zbyt gorąca rzecz.
13278:  KMM - Ja zwykle mam tak, że są takie filmy, które w danego roku uważam, że powinny dotykać Oscara, potem natychmiast wyparowują z mojej pamięci i nie pamiętam.
13289:  BFP - U mnie jest taka jedna pozycja, która od razu przychodzi mi na myśl.
13291:  BFP - W ogóle po pierwsze pamiętam tą znakomitą, ja to widziałem na żywo, znaczy na żywo, nie byłem tam, ale pamiętam jak La La Land miało dostać Oscara, a Moonlight dostało Oscara, co było najbardziej cringe-worthy, awkward momentem w historii Oscarów, gdzie dosłownie Ryan Gosling stoi, rozgląda się, co się dzieje, a tam wchodzą ludzie i zabierają mu Oscara.
13315:  BFP - I uważam, że La La Land bardziej zasłużyło niż Moonlight.
13317:  BFP - Moonlight jest wspaniałym, przepięknym filmem, naprawdę też o inności, bo w amerykańskich gettach, gdzie wychowują się młodzi czarnoskórzy ludzie słuchając hip-hopu, który to hip-hop był niezwykle mizoginistyczny,
13331:  BFP - mizoginiczne i niezwykle też nieprzychylne osobom homoseksualnym, no to tam to bardzo fajnie wybrzmiewa właśnie w Moonlight.
13339:  BFP - Natomiast taki moim zdaniem bardzo niezasłużony Oscar, to jest jakikolwiek Oscar, którego nie dostał David Fincher za film Mank, o Mankiewiczu z Garym Oldmanem.
13349:  BFP - Wow, jaki ten film był nudny.
13352:  BFP - Wow, jaki ten film był nudny.
13353:  BFP - Jezu, wreszcie mogę to powiedzieć.
13355:  BFP - Kocham Finchera, ale ja myślę, że zniosę jajo przy tym filmie.
13360:  BFP - Kompletnie niezasłużone Oscary.
13363:  BFP - Kompletnie.
13365:  KMM - Co też powokazuje, że te nagrody są niesamowicie subiektywistyczne i bardzo często jest tak, że tak, zresztą jest z nagrodą nobloliteracką, że są przyznawane ze względów czysto politycznych, koneksjonalnych, a nie dlatego, że coś jest dobrej jakości czy dobrej wartości.
13379:  KMM - Bardzo często się tak zdarza i to jest też powód, dla których nie powinien być, będę to cały czas powtarzał, jeden film.
13385:  KMM - Rozwiązany byłby ten kłopot, gdyby było ich
13387:  KMM - I idąc dalej, jak zapatrujemy się na rozwój uniwersum filmowego DC, pyta Jan Zalewski, jaka naszym zdaniem jest najlepsza droga dla filmów tego uniwersum?
13397:  KMM - To ja może zacznę, że niepopularną opinią jest to, że trzeba było zostawić...
13404:  KMM - wolną rękę Zackowi Snyderowi, niech by robił tam to, co robił, ale byleby konsekwentnie.
13410:  KMM - To znaczy ten jego projekt został urwany, później wprowadzono tę dziwną mutację w postaci jego wersji reżyserskiej, jak to miało tak naprawdę wyglądać.
13419:  KMM - I tak jak patrzę na to z perspektywy czasu, to gdyby miało swobodę kreatywną i sensownych producentów, przede wszystkim utalentowanych reżyserów i kogoś w rodzaju Kevina Feige nad sobą, który by spinał cały lore tego świata, to może byłoby coś z tego sensownego, więc...
13432:  KMM - Moja odpowiedź jest taka, że brakuje tam po prostu człowieka, który jest odpowiedzialny za światotwórstwo, bo Zack Snyder jest specjalistą od robienia dziwnych, czasem cringe'owych, ale no nie trzeba powiedzieć spektakularnych i bardzo autorskich pomysłów reżyserskich i fabularnych i zostawia taką bardzo wyraźną pieczęć autorską na swoich filmach.
13453:  KMM - Jest parę takich rzeczy, które ja bardzo lubię u Zacka Snydera, jak na przykład Sucker Punch, więc wiem, że ten człowiek jest zdolny do robienia rzeczy oryginalnie.
13461:  KMM - Ale w przypadku DC powinna mu się noga tyle razy, że po prostu w którymś momencie to już było przykro oglądać.
13468:  KMM - I szkoda wielka, bo ja osobiście zawsze wolałem uniwersum DC od uniwersum Marvela.
13473:  KMM - Może taką ścieżką kreatywną, jaką należałoby obrać dla tego uniwersum i dla jego rozwoju, byłoby to, co się dzieje w animacjach, bo animacje DC od dawna zjadają na śniadanie, easy.
13483:  KMM - Wszystkie animacje Marvela i wszystkie animacje ze stajni Marvela, pomijając może te ostatnie,
13489:  KMM - I zdecydowanie zawsze lubiłem je za ten mroczny klimat.
13492:  KMM - I dlatego Zack Snyder był dobrym wyborem w tym sensie, że faktycznie chciał ten mroczny klimat pogłębić.
13497:  KMM - Szkoda, że się to nie udało.
13501:  BFP - Po pierwsze...
13503:  BFP - Bardzo fajnie, że Zackowi Snyderowi zabrano zabawki, Warner Bros.
13510:  BFP - mu zabrało zabawki i teraz kto inny tworzy filmy DC i przypomnę tylko, że Joker dostał parę Oscarów.
13519:  BFP - a to jest film DC i jest dużym osiągnięciem artystycznym, przynajmniej w mojej opinii.
13527:  BFP - Im mniej jest teraz zakaz Snydera w świecie DC, tym lepiej.
13531:  BFP - Jestem mile zaskoczony The Suicide Squad, ale jeszcze mile jestem zaskoczony Peacemakerem,
13538:  BFP - I mam wielką nadzieję, że w najbliższym czasie będziecie mogli obejrzeć naszą recenzję Peacemakera.
13543:  BFP - Ja Krzysztofa też namawiam, żeby obejrzał, bo 17 jest ostatni odcinek.
13548:  BFP - To jest znacznie lepsze niż The Suicide Squad.
13549:  BFP - To jest najlepsze rzecz, jaką zrobił James Gunn.
13551:  BFP - Więc jakby serialowo nagle zaskakuje bardzo pozytywnie.
13555:  BFP - Natomiast, i to też, wybacz mi to Krzysztof, że już to mówię.
13562:  BFP - 3 marca będziemy robili live'a.
13564:  BFP - na którym pogadamy o The Batman, Matta Reevesa, mimo, że jeszcze nie będziemy go widzieli.
13569:  BFP - Z wami pobawimy się w prognozowanie, co się tam będzie działo w tym filmie.
13573:  BFP - Zaczniemy się bawić po prostu w narrację, wspólnie.
13576:  BFP - I zobaczymy, co z tego wyjdzie.
13577:  BFP - Czwartego, na jedenastym już mam kupiony bilet,
13581:  BFP - Więc postaram się tego samego dnia zrobić szybką recenzję.
13584:  BFP - Może z Krzysztofem, może nie.
13587:  BFP - Zobaczymy, jak nam się zgrają zegarki, ale na pewno zrobimy też we czwórkę, naszą czwórkę, czyli także z Grzegorzem i Arturem w kolejnym tygodniu już takie omówienie bez spoilerów.
13598:  BFP - Nie, przepraszam, ze spoilerami.
13599:  BFP - Pierwsza recenzja pójdzie świeżo bez spoilerów, potem ze spoilerami, więc będzie dużo o Batmanie Matta Reevesa.
13604:  BFP - Znaczy, ja mam zajoba na punkcie Batmana, kocham Batmana jako postać popkultury, więc będzie o tym trochę.
13611:  BFP - I jestem też bardzo napalony, też ze względu na Batmana, na film Flash, związany z Flashpoint Paradox, który to Flash będzie miał powrót wielki Michaela Keatona jako Batmana.
13624:  BFP - No ja naprawdę na to czekam.
13625:  BFP - To będzie to multiwersum DC, prawda?
13628:  BFP - Więc tak, jestem napalony na to, co się dzieje i jeżeli chodzi o pytanie, to co musi się wydarzyć, żeby uniwersum sobie radziło?
13635:  BFP - To, co się dzieje teraz.
13636:  BFP - Nie, no to, co się dzieje teraz.
13638:  BFP - Czyli niezależnie od ciekawych historii.
13640:  KMM - Nie masz wrażenia, że... Bo ludzie też słusznie piszą na czatach, że Joker to nie jest DC.
13644:  KMM - To jest dzieło standalone artystyczne.
13648:  KMM - Nie, ale wprost reżyser powiedział, że on tego nie podpina pod uniwersum DC.
13651:  BFP - Ale tak...
13652:  BFP - Na tym polega ta strategia.
13653:  BFP - Na tym polega strategia, że zatrudnili sobie nie do końca rozgarniętego Zacka Snydera i stwierdzili, że w dwa lata zrobimy to, co Marvel buduje od dekady i stwierdzić, że to nie ma sensu.
13664:  BFP - Postawmy na fajne, niezależne produkcje.
13666:  BFP - Może nie niezależne, ale takie produkcje jak Shazam!
13669:  BFP - który był w porządku.
13671:  BFP - Birds of Prey, który było super.
13673:  BFP - Reboot, The Suicide Squad, który naprawiał to, co zrobił Suicide Squad.
13677:  BFP - Właśnie Joker.
13678:  BFP - Właśnie Batman, który wydaje się naprawdę mroczniejszy niż to, co zrobił Nolan.
13683:  BFP - Jeszcze bardziej taki przyziemny i co dla mnie wspaniały, wreszcie detektywistyczny.
13688:  BFP - Wreszcie nawiązuje do idei Detective Comics, z którego narodził się Batman.
13693:  BFP - To jest DC.
13694:  BFP - Nie było w pytaniu DC Universe.
13697:  BFP - Było DC, o ile się nie mylę.
13698:  BFP - Filmy DC.
13700:  BFP - Uniwersum Filmowe DC.
13702:  BFP - No dobra, no to faktycznie.
13704:  BFP - Ale to niech tak będzie.
13707:  KMM - Ale wiesz, ja to akceptuję.
13708:  KMM - Ja to akceptuję jako taki rozproszony archipelag filmów.
13710:  BFP - Dokładnie, zatomizowane Uniwersum DC.
13715:  KMM - Polityczna poprawność.
13716:  KMM - Maciej Nikonowicz pyta.
13718:  KMM - Zabija czy wzbogaca kinematografię?
13720:  KMM - Czy niewinne żarciki na temat rasy, wyznania, orientacji nie powinny mieć miejsca?
13724:  KMM - Czy tęsknicie za swobodą w twórczości?
13725:  KMM - Tutaj słynęły dawne filmy.
13728:  KMM - Ja szczerze mówiąc, jak patrzę na swoje dzieciństwo przypełnione oglądaniem kolejnych bondów, których nie rozumiałem, tego poziomu żarcików, który tam się pojawiał, z jednej strony mogę zrozumieć, dlaczego to wtedy przechodziło, ale z drugiej strony, gdybym coś takiego dzisiaj zobaczył,
13745:  KMM - To trochę by mi żenadometr strzelił, jeżeli mam być stuprocentowo szczery.
13749:  KMM - To już nie jest coś, co ja bym bardzo potrzebował.
13751:  KMM - Rozumiem, że w tamtym czasie to było akceptowalne, ale równocześnie rozumiem, że potencjalne szkody, które mogą nawet niewinne żarciki tego rodzaju wyrządzać różnym ludziom dzisiaj...
13762:  KMM - w trudnej rzeczywistości, w jakiej żyjemy, stresującej bardzo, nie jest może pożądane.
13768:  KMM - Tak myślę, że trochę szkoda ryzykować, bo ja wiem, że bardzo często jest podnoszony ten argument, że ludzie przycierpieli w historii więcej,
13777:  KMM - Ale równocześnie ci ludzie w tamtych czasach tak zwanych dawnych, kiedy cierpieli wiele więcej, nie zdawali sobie sprawy z tego, ile się dzieje na świecie.
13785:  KMM - A dzisiaj natłok informacji o tych wszystkich dramatach, które dzieją się w rzeczywistości, przede wszystkim o tym, że przypominam, że mniej więcej 40 lat według prognoz mamy mieć przerąbane z uwagi na kataklizm klimatyczny,
13797:  KMM - to wszystko sprawia, że żyjemy w ciągłym i pogłębiającym się stresie i osoby, które są innej rasy, innego wyznania i tak dalej, mogą po prostu mieć dość już.
13805:  KMM - Chcą sobie po prostu obejrzeć film, mieć czysty, radosny eskapizm z tego.
13810:  KMM - Jeżeli coś krytykować, to skupić się właśnie na konkretnych rzeczach, które się pojawiają w samym filmie, czy on jest dobrze zrobiony, czy jest źle zrobiony i nie mieć takiego poczucia, że okej, to kolejny raz muszę przecierpieć żarciki na temat tego, że na przykład jestem Polakiem i kradnę.
13827:  KMM - żeby związać to Polish Jokes.
13830:  KMM - Szczerze, nie kręci mnie to.
13834:  BFP - To nie polityczna poprawność mnie boli.
13837:  BFP - To polityczna niepoprawność mnie boli.
13839:  BFP - I to, co mnie mierzi, to jest na przykład cenzurowanie dzieł pod kątem rynku chińskiego.
13845:  BFP - To jest większy problem.
13847:  BFP - To jest problem, o którym powinniśmy rozmawiać.
