DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
8740:  RN - Grając po raz pierwszy pojedynce, myślę, że Dark Souls 2 nie będzie aż tak złym doświadczeniem, jak to się rysuje.
8747:  RN - Szczególnie
8749:  RN - Jeżeli nie będziecie chcieli robić tej gry na jakieś 100% i wybijać wszystkich mobów, bo też mówiliśmy dzisiaj o tej właśnie takiej równości tej gry, że jest najbardziej konsekwentny ten tytuł akurat ze wszystkich Dark Soulsów i to jest jak najbardziej prawda, tylko zwróćmy jeszcze uwagę, że dużo challenge runnerów nie podejmuje się w ogóle robienia Dark Souls 2 na zasadach all bosses.
8774:  RN - To jest mniejszość, zdecydowana, znaczna mniejszość.
8777:  RN - dlatego, że ta gra jest po prostu mega długa, nie?
8779:  RN - I tam jest dużo też właśnie w DLC tych totalnie takich bullshitowych momentów.
8786:  RN - Są niektóre miejsca, gdzie po prostu przez ściany pociski mogą do was przylecieć, nie?
8790:  RN - To akurat w LM Loist się zdarza.
8791:  RN - Jest takie miejsce przy schodach, że przez ścianę możecie dostać po prostu pociskiem i to niszczy waszego nohita na przykład, nie?
8797:  RN - Więc szczerze wydaje mi się, że
8800:  RN - Dark Souls 2 jest na pewno warte ogrania i to jest Dark Souls, w którym spędziłem najwięcej godzin po prostu.
8808:  RN - No bo no tobie to wymusił.
8810:  RN - No wymusił, wymusił, ale te kolejne podejścia to już z mojej winy były.
8814:  BFP - Zapadałeś już wątek, który ja też chcę zapadać zaraz czatom w takim razie, bo zbliżamy się do końca, ale jeszcze Mateusz niech powie o smaczkach i widrygałkach.
8821:  BFP - Natomiast Czaru napisał i ja chcę się do tego odnieść z pewnym dementii.
8826:  BFP - Jechanie Dark Souls 2 to jest jednak bardziej taki
8829:  BFP - mem, tak samo jak gitgut i ja zgadzam się w tym sensie, te, te, te, ja, ja
8835:  BFP - Full disclosure powiem, kocham Dark Souls 2, bo kocham po prostu Souls, jakby mój esej wyszedł w prymaprylis, więc żart by się posypał, gdybym wymieniał tam też pozytywy.
8846:  BFP - Natomiast jest to specyficzna miłość, no jest to taka miłość jak, wiesz, do jednego ze swoich psów, który lubi wpieprzać gówno i zawsze gania za swoim ogonem, to to jest mniej więcej, jakby kochasz wciąż tego psa, no bo to jest twój pies i myślisz, uroczy taki, no i ja tak samo...
8861:  BFP - postrzegam Dark Souls 2, ale kocham je.
8863:  BFP - I myślę, że bardzo wiele osób, które jeździ po Dark Souls 2, to wciąż są ludzie, którzy myślą, wyszły lepsze Soulsy, ale ta dwójka, nie udawajmy, że nie istnieje.
8873:  BFP - I teraz chciałem powiedzieć tylko jeszcze czatom, szykujcie w takim razie swoją odpowiedź na pytanie, czym jest Dark Souls 2.
8879:  BFP - Będę czytał to na koniec, a Mateuszu teraz oddaję Tobie jeszcze głos.
8884:  MD - Ja wam powiem, że ja mam ogólnie takie bardzo duże wrażenie, że Darksalce 2 były takim projektem jak jaskiniowcy pierwsi, którzy jedli różne rośliny.
8895:  MD - Ktoś musiał zjeść trujące rośliny, żeby zobaczyć, które są trujące, które działają, które nie działają.
8900:  MD - I dokładnie to robi Darksalce dla całego From Software.
8903:  MD - Ono bada bardzo dużo schematów, ale było tym
8908:  MD - Było czymś, co pozwalało nam stworzyć konkretne blueprinty, co lubimy i czego nie lubimy.
8913:  MD - Robi to bardzo kontrastowo, ale ja myślę, że Dark Souls 2 bardzo mocno przyczyniło się do jakości Dark Souls 3, do Bloodborne'a, do Elden Ring'a.
8924:  MD - I musimy o tym pamiętać, że to był moment, w którym faktycznie to studio zrobiło krok w tył,
8930:  MD - z którego wyciągnęło bardzo dużo lekcji i to jest to, co musimy wziąć pod uwagę, że oni faktycznie, zauważcie, że te rzeczy, które my krytykujemy w Dark Soulsie 2, one nie występują w innych częściach, no nie?
8940:  MD - To są rzeczy, które zostały odpowiednio naprawione i odpowiednio naprowadzone.
8947:  MD - Ale to, co ja bym dodał od siebie o Dark Soulsie 2, to jest jeden element, którego ja nie potrafię zrozumieć, a wiem, z czego się bierze, ale nadal go nie rozumiem, bo ludzie bardzo często mówią, że Dark Soulsy 2 są średnie, ale DLCki są zajebiste.
8962:  MD - A ja widzę zupełnie na odwrót, bo ja nienawidzę DLCków w Dark Soulsie 2.
8966:  MD - Za każdym razem, jak ja siadam do Dark Soulsa 2,
8969:  MD - to mówię prosto, słuchajcie, ja mogę ograć te DLCki, biorę 500 złotych za każdego DLCka, jeżeli chcecie widzieć z tego playthrough i nie zmieniam ceny.
8978:  MD - To ma być wywindowane.
8980:  MD - Najlepsze jest to, że ludzie często, naprawdę, faktycznie chcą, żebym ogrywał te DLCki, ale...
8988:  MD - Nawet jak wy mówicie o takich bossech jak Ser Alone i dużo osób mówi o tym, że Ser Alone jest świetnym bossem, bo ma katankę i w ogóle samurai, świeci się posadzka, bo ona tam wygląda ładnie.
8999:  MD - Boss ma tak zjebany moveset, tak jak każdy boss jest telegraficzny, tak Ser Alone ma te ataki dosłownie instantowe, bardzo ciężko się go czyta, ma złe hitboxy i ma jeszcze jeden z najgorszych runbacków do bossa.
9013:  MD - I to ludzie mówią, że to jest najlepszy boss Dark Soulsów 2.
9016:  MD - Nie potrafię tego zrozumieć.
9017:  MD - Fume Knight, ludzie gardzą Dark Soulsami za to, jakie mają zrobione hitboxy, a Fume Knight jest bossem, który ma chyba jedne z najgorzej zrobionych hitboxów zaraz po Serralownie, bo dosłownie jak on ma taki atak, jak przyciąga ten miecz, to to wygląda tragicznie.
9034:  MD - I tam nieraz można takiego hita wyłapać, więc jak nie miałbym dodać coś od siebie, taki smaczek, to
9039:  MD - Ja bym powiedział, spróbujcie pokochać podstawkę, odstawcie DLC i to tyle ode mnie.
9044:  BFP - I masz na myśli tak naprawdę tę wersję Vanilla, a nie Scholar of the First Sin?
9049:  BFP - Nie, ja nigdy nie grałem w Vanilla.
9050:  BFP - Aha, no właśnie.
9051:  BFP - Czyli masz na myśli, olej DLC, graj w podstawkę samą.
9055:  BFP - Tak.
9056:  MD - Okej.
9057:  MD - To teraz przeczytam... Ja się doświadczę tego DLC-ka.
9061:  MD - Ale no nie, ja uważam, że podstawka jest o wiele lepsza od DLC-ków.
9066:  BFP - To teraz czytam co napisały czaty, co wyprodukowały na koniec.
9069:  BFP - Krzysztof M. napisał, że Dark Souls 2 jest dla mnie drugą częścią Dark Souls.
9076:  BFP - Dark Souls to jest seria, którą kochamy, a Dark Souls 2 jest po prostu tą częścią, którą kochamy pomimo czegoś, a nie za coś.
9083:  BFP - Za coś.
9084:  BFP - Miro Fazowski, Dark Souls 2 jest zdecydowanie jedną z gier.
9089:  BFP - I bardzo mi się podobało, co też ktoś napisał, ale nie mogę teraz znaleźć, że Dark Souls 2 jest grą, która wyszła w 2014 roku.
9097:  BFP - O tak, przepraszam.
9099:  BFP - A Tijon napisał, że Dark Souls jest jedną z gier, która wyszła w 2014.
9102:  BFP - Dark Souls 2 to patologiczna miłość, trochę jak syndrom sztokholmski, ale jest coś takiego właśnie u graczy, którzy pokochają Souls i Souls-like, że...
9112:  BFP - Naprawdę chcemy mieć tę działkę, nawet jeżeli boli, nawet jeżeli to jest, nie chcę używać takich porównań jak brudna hera i tak dalej, ale potrzebuję dzisiaj jatę bez hamulców, ale potrzebujemy tej działki, nawet jeżeli to jest brudne.
9128:  BFP - Karolitka, powtórzę ze streama Krzysztofa, to jest trochę bardziej eleganckie stwierdzenie niż to, którego ja używałem odnośnie psa, który wcina swoje własne odchody i biega za ogonem.
9137:  BFP - To jest Dark Souls 2, to ślepy na jedno oko kulawy pies, którego i tak kochasz, bo jak go nie kochać?
9142:  BFP - Ja zaznaczę tylko, ja mówię o trzech różnych psach.
9144:  BFP - Jeden to jest Dark Souls 1, drugi to jest 2 i trzeci to jest 3 i akurat najbardziej niewydarzony jest ten 2, no ale...
9151:  BFP - Czerwony list, gdyby Necronomicon był czasopismem z płytą w polskim kiosku, to płyta z Dark Souls 2 byłaby na jego końcu, tak aby na wszelki wypadek upewnić się, że czytelnik doświadczył pełni niewyobrażalnego horroru.
9165:  BFP - Moja wyobraźnia wysiadła gdzieś w połowie polskiego kiosku.
9167:  BFP - W sensie, zawsze mi się to świetnie kojarzyło.
9170:  BFP - Dlaczego do Nakrenomikana miałaby być załączona płytka?
9173:  BFP - Nie rozumiem.
9174:  BFP - Anyway, Dark Souls 2 w porównaniu do Trójki czy Jedynki jest jak chleb z cukrem do chleba z twarożkiem i łososiem.
9180:  BFP - To i to dobre, ale jednak różnica jest widoczna.
9182:  BFP - Jedno z najpiękniejszych, najbardziej lirycznych Ewa V napisała Dark Souls 2 jest jak gruszka u lęgałka.
9190:  BFP - Może niewyględna, może dużo osób pomyli ze zgniłą, ale jak się spróbuje, to jednak słodziutka.
9196:  BFP - Tylko potem sraczki dostajesz, ale tak.
9198:  BFP - Marcin Mazurek.
9200:  BFP - Miyazaki dokładnie to mówi w wywiadzie o Dark Souls 2.
9204:  BFP - Myślę... Dobra, przeczytam po angielsku.
9206:  BFP - Ja myślę, że on może mieć na myśli również także Elden Ringa, no bo to o tym też otwarcie mówi, że...
9218:  BFP - Dużo rzeczy gdzieś tam było blueprintem, a szczególnie jeżeli chodzi o świat.
9222:  BFP - Z tego co czytałem, to Miyazaki mówił, że właśnie trochę konstrukcja świata była takim blueprintem dla Elden Ringa.
9229:  BFP - Dark Souls 2, mówi Nero, jest tym kolegą, który jest często wyśmiewany w grupie znajomych, ale tak naprawdę każdy darzy go sympatią pomimo jego wad.
9237:  BFP - O, jakie to bardzo urocze.
9238:  BFP - Naprawdę, chciałbym żyć w takiej szkole.
9241:  BFP - Biokos, Dark Souls 2 to po prostu pechowiec serii.
9244:  BFP - Zawsze w jakiejś sadze musi być ta najgorsza część.
9247:  BFP - Nie znaczy, że jest zła.
9248:  BFP - Po prostu mocniej doceniamy inne części niż lubimy Dark Souls 2.
9252:  BFP - Ciekawa perspektywa.
9253:  BFP - Pan Skorpion, Dark Souls 2 jest tanią prostytutką.
9256:  BFP - Coś tam potrafi dać frajdę, ale na koniec musisz się cieszyć, że z chorób wenerycznych złapałeś jedynie rzeszoczkę.
9270:  BFP - Tylko Filip i Krzysztof się kurwa śmieją.
9271:  BFP - No, trudno.
9272:  KMM - Oh nie.
9273:  BFP - Cristiano White.
9274:  BFP - Dark Souls 2 jest jak mniej sprytny dzieciak w rodzinie.
9276:  BFP - Wszyscy go krytykują, ale gdy zrobi to ktoś spoza, to rodzina go broni.
9282:  BFP - Tak widzę Dark Souls 2.
9283:  BFP - To jest interesujące porównanie.
9285:  BFP - Naprawdę.
9285:  BFP - To mi się podoba.
9288:  BFP - Jeszcze Dark Souls 2 to jedyna okazja, żeby wjechać windą w wiatraku do warowni na polu lawy.
9293:  BFP - Mówi Simon Grim, nie do końca, zaznaczmy, to jest pole kwasu.
9298:  BFP - Oni tam uprawiają kwas, z tego co pamiętam, bo tam jest na zielono wszystko.
9303:  BFP - I to wszystko, myślę.
9304:  BFP - Jeszcze tylko przeczytam... O, czarny żmij!
9308:  BFP - I teraz czekam na reakcję Krzysztofa.
9310:  BFP - Dark Souls 2 jest magiem wśród soulslajków.
9319:  BFP - Co jest dość zabawne, bo podobno przez ten lokon chyba najlepiej jest właśnie grać heksami, które mają taki dużoobszarowy zasięg itd.
9327:  BFP - Czy ty masz przytulankę, która daje ci komfort psychiczny w momencie, w którym ktoś sprawił ci krzywdę?
9334:  KMM - Tak, to jest jamnik.
9336:  KMM - Technicznie to jest jamnion gandr, czyli jamnik, który opasuje cały świat.
9340:  KMM - Dostałem go od studentów.
9342:  KMM - Nie wiem, czy chcecie zabawną anegdotę, ale i tak ją opowiem.
9346:  KMM - Mianowicie ten jamnik był ściśnięty w bardzo małej siatce, a spotkaliśmy się na pizzy i jak studenci wbili po magisterium na pizzerii i przyszli z tą siatką, to jak wyjęli tego jamnika, to on eksplodował z tej siatki w moją twarz i wszyscy to widzieli wokół, więc to było bardzo zabawne.
9361:  KMM - Największy jamnik jego mam w kolekcji.
9363:  KMM - That's what she said.
9364:  BFP - Przepraszam, jeszcze Ralf napisał, Daxus2 to syn, który poszedł do łączności.
9370:  BFP - Panowie, panowie, to był wspaniały, wspaniały stream i naprawdę dżentelmeńska, elegancka dyskusja pełna bardzo rzeczowych argumentów.
9382:  BFP - Jestem zaskoczony, jak wiele dobrego znaleźliśmy w Solsach, nie będąc uwiązani konwencją mema, nie będąc uwiązani konwencją prima aprilis,
9391:  BFP - Może powiedzieć, że aż kurwa mam ochotę zagrać w tę grę dzisiaj, ale nie zagram, ponieważ dzisiaj Ashes of Ariandel będzie ogrywane na kanale Bez Życia, link jest podpięty, zapraszam o 21.00, zaznaczę tylko, że te streamy są legendarne.
9404:  BFP - Do tej pory w Dark Souls szło mi naprawdę nieźle, ubiłem Tancerkę przy pierwszym podejściu, Aldricha przy pierwszym podejściu, myślałem, że jestem na fali, dopóki bezimienny król nie zabił mnie 77 razy.
9415:  BFP - I od tamtej pory jestem bardziej pokornym człowiekiem, bo nikt nigdy w żadnym solcie nie zrobił mi czegoś takiego, co zrobił mi Bezimienny Król.
9422:  KMM - Czekam na Migira... Poczekaj, aż się rzucisz do stóp siostry Friede.
9426:  BFP - Eee, przynajmniej będzie jakiś plus w postaci stópek.
9428:  BFP - Anyway, zapraszam wszystkich... Igrasz pierwszy raz w DS3?
9432:  BFP - Wiesz co, nigdy nie byłem w tym Archdragons Peak.
9438:  BFP - Gram drugi raz, ale nigdy nie byłem w tej lokacji i nigdy nie robiłem Ringed City.
9445:  BFP - I Ashes of Ariandel mam, więc... Tyle dobra przed tobą.
9450:  KMM - Tak, więc... Na każdym streamie, zwłaszcza tym z demonami.
9454:  BFP - No to w tym tygodniu, bo zaraz się wyprowadzam, nie będę mógł streamować, więc mam taki zamysł, że poniedziałek, wtorek, czwartek, piątek będą streamy i myślę, że to wystarczy, żeby przejść Ashes of Arion, Delirium City, Midira, zobaczymy.
9466:  BFP - Jeżeli nie, to będę kurwa siedział w piątek do godziny trzeciej i walczył.
9470:  BFP - W każdym razie...
9471:  BFP - Chciałem bardzo wszystkich zachęcić, a jest w tym momencie 1200 osób ponad na streamie i wiem, że nie wszyscy, którzy tu siedzą znają całą twórczość wszystkich moich czcigodnych gości dzisiaj zaproszonych, toteż bardzo gorąco zachęcam Was, jeżeli interesują Was Sousy i w ogóle
9490:  BFP - gry, chcecie je lepiej zrozumieć od środka, to bardzo polecam Wam subskrybować kanał Mateusza, czyli Kishaka i Rafała, czyli Demonidiasa.
9498:  BFP - Szczególnie jeżeli lubicie dobre gameplaye i dobry komentarz do tych gameplayi, to naprawdę polecam także śledzić na Twitchu.
9505:  BFP - Oczywiście, Krzysztof M. Maj... Tragiczne gry w moim przypadku.
9509:  BFP - Tragiczne gry?
9512:  BFP - Krzysztof M. Maj, człowiek od fantazy, człowiek od szkoły, człowiek od dobrego gustu, dobrej gawędy, dobrego whisky i również intelektualista.
9523:  BFP - Zapraszam bardzo gorąco na jego kanał i zapraszam, żeby również kliknąć dzwoneczek.
9528:  BFP - Nie jest dla nas specjalnie łaskawy YouTube, jeżeli chodzi o informowanie naszych subskrybentów o materiałach, które wrzucamy, dlatego...
9536:  BFP - W zasadzie to tak naprawdę wszystkich zachęcam, żeby po prostu odkładać sobie do zakładek kanały swoich ulubionych twórców, jeżeli nie korzystacie z karty subskrypcji i zaglądać po prostu na ich stronę główną kanału raz na jakiś czas, bo to jest znacznie skuteczniejsze niż system subskrypcji.
9548:  BFP - I jeżeli interesuje Was świat gier Souls, a także innych podobnych
9555:  BFP - i chcielibyście dowiedzieć się czegoś więcej o ich warstwie fabularnej, światotwórczej, to gorąco zachęcam, śledźcie kanał Adama, czyli Balmora House, gdzie macie całe serie poświęcone Dark Souls, macie serie poświęcone Elden Ringowi, macie serie poświęcone... Robiłeś coś z Dice of Pi?
9570:  AS - Tak, jest cała seria.
9571:  AS - Pięć albo sześć odcinków.
9573:  AS - Polecam zwłaszcza Lice of Pi.
9574:  AS - Ach, tak bardzo chcę o tej grze pogadać.
9576:  BFP - No właśnie dlatego mnie namawiaj, żebym skończył.
9578:  AS - Dojdziemy do tego.
9579:  BFP - To też zachęcam Was gorąco.
9581:  BFP - Otwórzcie sobie te wszystkie cztery kanały moich cztery czcigodnych gości, które znajdziecie pod linkami w opisie pod filmem.
9587:  BFP - Wszędzie kliknijcie subskrybuj, wszędzie kliknijcie dzwoneczek, a najlepiej odłóżcie je sobie do zakładek i zaglądajcie tam raz na jakiś czas, bo nigdy nie wiecie, czym zaskoczą Was ci wspaniali twórcy.
