🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
10279:  KMM - Pięknie, ale nie do tych średnich rzeczy.
10281:  KMM - Nie, to absolutnie do wybitnych takich, nie wiedziałbym, co dodać więcej.
10287:  BFP - Wow, nie wiedziałem, że jest tyle osób, które kocha Tula tak jak ja, ale bardzo mi się podoba, co powiedziała Livia.
10291:  BFP - Nic, co stworzył Tul, nie jest gorsze.
10293:  BFP - Nic.
10294:  BFP - I
10295:  BFP - Ach, no tak, narzędzie.
10297:  BFP - Ale ze mnie debilek.
10299:  BFP - Dopiero zajarzyłem.
10301:  KMM - To czaty zastawiają pułapki.
10304:  KMM - Tak, czaty zastawiają pułapki.
10305:  KMM - Na nasz intelekt wątły.
10307:  KMM - To też, też, też.
10309:  KMM - Ja nie zapomnę tego, ile razy zostałem sprowokowany do otwarcia skrzyni, która była mimikiem w Dark Souls 3.
10316:  KMM - Hefestion pyta wreszcie, co uważamy na temat nagród filmowych, serialowych i książkowych.
10321:  KMM - Czy jara nas wytopowywanie zwycięzców?
10324:  KMM - Albo też jarało w przeszłości, lecz to się już zmieniło.
10327:  KMM - Ja na przykład bardzo cenię nagrodę Nike.
10329:  KMM - Uważam, że jest niezwykle obiektywna, że ludzie, którzy przyznają nagrodę Nike są kompetentnymi krytykami literackimi.
10336:  KMM - Bardzo potrzebujemy więcej nagród tego typu, koniecznie takich, które będą również wykluczać fantastykę.
10343:  S04 - Przepraszam, że opisuję ludziom, kiedy ty czekasz z zawieszeniem głosu, aż przejdę.
10349:  KMM - To była pauza retoryczna, ale nie.
10351:  KMM - Mogę jeszcze dorzucić, że bardzo cenię Akademię Filmową, która przyznaje Oscary w szczególności za to, że powiedzieli, że muszą stworzyć taką osobną kategorię, to znaczy najlepsze popkulturowe gówno, żeby można było oceniać takie beznadziejne rzeczy, jakie wypuszcza Marvel czy Disney, żeby nie infekowały te tytuły szlachetnych kategorii najlepszego filmu.
10376:  BFP - Czy mnie jarało typowanie zwycięzców prestiżowych nagród?
10381:  BFP - Absolutnie tak i jestem zwolennikiem nagród, tylko żeby ich nie było za dużo, bo one dewaluują po prostu inne.
10389:  BFP - Jeżeli wszystko jest prawdą, to nic nie jest kłamstwem w drugą stronę.
10393:  BFP - Nie, coś tu pokręciłem.
10394:  BFP - To chyba nie tak powinno być.
10396:  KMM - Hasan ibn Sabbah mówił, że nic nie jest prawdziwe, ale wszystko jest dozwolone, ale to chyba też nie o to chodzi.
10401:  BFP - Też nie do końca o to mi chodziło.
10402:  BFP - Nie jesteśmy haszaszynami.
10404:  BFP - Chociaż do rozważenia.
10408:  BFP - Wydaje mi się, że...
10412:  BFP - Nagrody są wtedy prestiżowe, kiedy nie ma dużej konkurencji na tym rynku.
10417:  BFP - Nie chodzi mi o dzieła, które konkurują o Oscara, tylko załóżmy, że jest Grammy, że są jakieś tam Saturny, Złote Lwy w Cannes i Oscary.
10427:  BFP - I nie mnóżmy jeszcze tam MTV Teenage Choice Awards itd., bo to jest po prostu śmieszne, ale te prestiżowe nagrody
10438:  BFP - Myślę, że każdy twórca, który ma w sobie gen tworzenia, który zawsze sprawia, że to, co się stworzy teraz, to, co teraz stworzyłeś, ten odcinek jest naszym ulubionym odcinkiem.
10449:  BFP - Kolejny esej, który zrobi Krzysztof, który zobaczycie na bez schematu, to będzie najlepszy esej, jaki zrobił Krzysztof w jego mniemaniu.
10455:  BFP - recenzja, którą ja zrobię zaraz.
10457:  KMM - Może dlatego, że jedyny.
10459:  BFP - Bo to jest, tak po prostu się traktuje swoje dzieci.
10463:  BFP - I każdy twórca, który stworzył coś, chciałby, żeby ludzie to wyróżnili, żeby ludzie to docenili.
10469:  BFP - Inni twórcy.
10470:  BFP - I to naprawdę dobrze uzasadnia istotę tego, czym są nagrody branżowe, prestiżowe.
10475:  BFP - Więc ja jestem absolutnie zwolennikiem nagród.
10478:  BFP - Uważam, że nie wszystko powinno pozostawać wyłącznie w ocenie
10482:  BFP - odbiorcy.
10482:  BFP - Uważam, że ocena innych twórców jest ważna.
10485:  BFP - Uważam, że ocena krytyków jest istotna, chociaż nie ważniejsza niż twórców.
10490:  BFP - I tak, nie przestanie mnie jarać typowanie, kto zdobędzie Oscara.
10497:  KMM - Co powiedziawszy, Aleksandra B. dopytuje, czy jeśli mielibyśmy możliwość przeniesienia się z tej naszej szarej, ziemskiej rzeczywistości, o, to mnie cieszy to pytanie, już widzę, do innego świata z książki, gry czy filmu, to jaki świat by to był?
10509:  KMM - I teraz wszystkich zaskoczę, mówiąc, że to będzie świat, na podstawie którego zbudowałem mój pałac pamięci, do którego się staram przenosić w snach i coraz bardziej mi się to udaje, a mianowicie jest to świat z...
10523:  KMM - Eragona Christophera Pauliniego.
10526:  KMM - Konkretnie to królestwo elfów, w którym on się w którymś momencie znalazł.
10530:  KMM - To był mój model dla Pałacu Pamięci i model więzi ze smokiem, który tam jest przedstawiony i z systemu magicznego, który jest również tam przedstawiony.
10539:  KMM - jest tym, w którym bym się odnalazł.
10541:  KMM - I to jest seria fantasy, świat fantasy, nie seria fantasy, precyzyjniej, świat fantasy, co do którego mam takie najcieplejsze uczucia w takich chwilach, jakbym myślał o przenosinach w tamte rejony.
10553:  KMM - No bo jasne, można by powiedzieć Warhammer 40 tysięcy, ale wiemy, że to nie jest świat, do którego można byłoby się przenieść.
10559:  KMM - I korzystając jeszcze z tego, że jestem przy głosie, Oskar, trybutuję, dziękujemy Ci serdecznie, Oskarze,
10565:  KMM - Krzysztofie Filipie, nagrody dla Olgi C***czuk są słuszne, a inne nie, bo tak, szczerze, to jest bardzo abstrakcyjne i subiektywne.
10573:  KMM - Pozdrowienia.
10574:  KMM - Pozdrowienia również Oskarze.
10577:  KMM - Nie sposób się nie zgodzić.
10580:  BFP - Fajnie, że to pytanie zawsze nas triggeruje, bo powiedzieć świat przedstawiony albo światotwórstwo albo world building przy nas to jest triggered, prawda?
10591:  BFP - I mamy dość śmiałe i fajne plany związane ze światotwórstwem na przyszłość, jak nam wyjdą te projekty, które planujemy niebawem i naprawdę fajne.
10601:  BFP - ale nie o tym.
10603:  BFP - Nie mogę się oprzeć, żeby nie powiedzieć, że chciałbym zobaczyć świat Rapture z pierwszego Bioshocka i świat Kolumbii, czyli latającego miasta w Bioshock Infinite przed ich upadkiem.
10613:  KMM - Bo Filip chciałby zobaczyć i przeżyć, tak?
10616:  BFP - Chciałbym zobaczyć i chciałbym być tym, któremu się poszczęściło w tych miastach.
10621:  BFP - To na pewno chciałbym, ale również jakby też nigdy nie ukrywałem, że to są dwa moje ulubione światy przedstawione w grach wideo.
10628:  BFP - Mimo, że nie jest to przyjazny świat, ale na pewno jest bardzo zabawny i można się w nim dobrze bawić.
10633:  BFP - Sorry, zawrzełem tu dokładnie jak Krzysztof.
10635:  BFP - Dziwne.
10636:  BFP - To jest Fallout.
10638:  BFP - Chciałbym przenieść się do świata Fallouta i pobawić się w tej postapokalipsie jako jakiś szurnięty rajder, który... Ja już nie chcę mówić, bo zablokują mnie na YouTubie.
10651:  KMM - No spokojnie, robiło się gorsze rzeczy.
10654:  KMM - Algorytm YouTuba jest na szczęście głupi.
10656:  KMM - Można go łatwo oszukać mową ezopową.
10658:  KMM - Nawet jeżeli mówi się na przykład o austriackim akwareliście.
10663:  BFP - Ile zostało jeszcze?
10664:  BFP - Would you kindly?
10665:  BFP - Would you kindly tell me, Krzysztofie, ile zostało jeszcze pytań?
10669:  KMM - Mamy pytanie o ekspans od Mika.
10673:  KMM - Nie mam zielonego pojęcia, ile jeszcze przed nami, ponieważ moja pamięć szwankuje, ale spodziewam się, że to jest przedostatnie.
10679:  KMM - Pewnie widzieliście już ostatni odcinek ekspans, jak oceniamy zakończenie, jak i cały serial.
10682:  KMM - Tu sobie pozwolę zadecydować trochę za Filipa, to znaczy poczekajcie do naszej rozmowy z Arturem.
10687:  KMM - Dokładnie.
10688:  BFP - Wydaje mi się, że już Mika wyczułaś, że... Albo wyczuł.
10694:  BFP - Albo wyczuł.
10696:  BFP - Wyczuliście, że jest to bardzo pozytywne, ale na pewno w tym odcinku nie będziemy chcieli mówić wyłącznie o szóstym sezonie.
10705:  BFP - Będziemy chcieli powiedzieć o tym serialu jako całości, bo to jest
10709:  BFP - Może mały teaser.
10712:  BFP - Jedna z rzeczy, które tam powiem, to mówiliśmy dzisiaj o tym, jak zaczynać przygodę ludzi z fantastyką czy science fiction.
10718:  BFP - Mówiłem, powiedział, po to powstała science fiction, żeby powstawały takie seriale, takie produkcje jak Expanse, bo to jest szkoła lemowska.
10725:  BFP - Szkoła lemowska, która mówi, po to mamy tą kanwę, tą obudowę fantastyki czy science fiction, fantastyki naukowej, żeby powiedzieć o czymś ważnym, o świecie, który znamy.
10736:  BFP - I Expanse robi to wybitnie.
10740:  KMM - Nie mogę się bardziej zgodzić w tym konkretnym przypadku.
10744:  KMM - I przechodzimy do pytania od Mega Wesley, jeśli dobrze czytam.
10748:  KMM - Patrząc krytycznie i wybiórczo, to 10 najlepszych filmów i dlaczego?
10752:  KMM - Ojej, jak rozwaliły wasz umysł, bo jak sprawiły, że będziecie się delektować?
10755:  KMM - Nie wiem, dlaczego nie zrobiłem tutaj spacji filmem jeszcze przez długie lata.
10759:  KMM - Ja mam problem z wymienianiem wszystkiego w top, więc zróbmy w ten sposób, że wymieńmy te, które przychodzą nam do głowy, ponieważ dobrze wiemy, że ja nie wymienię ich dziesięciu.
10768:  KMM - Filip, zaczynaj.
10771:  BFP - To zacznę transmedialnie.
10778:  BFP - Po pierwsze, bardzo was zachęcam do obejrzenia tego nieszczęsnego odcinka bez schematu, który ma 400 tysięcy wyświetleń.
10784:  BFP - I nic nie zmienił w moim życiu.
10786:  BFP - To jest 11 najlepszych produkcji science fiction ostatniej dekady, bo tam jest sporo fajnych rzeczy.
10791:  BFP - I odcinek, który lubię znacznie bardziej, to jest 11 seriali, które moim zdaniem powinien znać każdy.
10799:  BFP - takich jak Breaking Bad, The Wire, Deadwood, Bojack Horseman, czy polski serial, który jest oparty na izraelskim formacie Bez Tajemnic.
10811:  BFP - Naprawdę bardzo polecam Wam ten materiał.
10813:  BFP - Ale odpowiadając, w zasadzie w toku tego naszego dzisiejszego live'a padły takie tytuły.
10819:  BFP - Mówiłem Breaking Bad, mówiłem Sandman, mówiłem The Last of Us, mówiłem Prestige, mówiłem Memento, mówiłem Better Call Saul, The Wire, który właśnie teraz wspomniałem, Fallout, Wiedźmin 3, więc to już myślę, że spokojnie była dziesiątka.
10836:  BFP - A może jeszcze powiedziałbym, uważam, że
10838:  BFP - Tak, to może jest ciekawe.
10840:  BFP - Uważam, że najlepszą grą wszechczasów, pomimo że dla mnie to jest The Last of Us, uważam, że być może obiektywnie jest Half-Life 2.
10852:  BFP - Najlepszym filmem wszechczasów, mimo że nie moim, uważam, że obiektywnie jest Czas Apokalipsy Francisa Forda Coppoli.
10860:  BFP - A najlepszym serialem wszechczasów, również obiektywnie, uważam, że jest The Wire.
10865:  BFP - Hmm.
10869:  KMM - Bardzo szanuję za to.
10870:  BFP - A najlepszą książką na jagody.
10872:  KMM - Ja, jeżeli chodzi o top 10 filmów, to będę się skupiał przy filmach, bo absolutnie nie ufam swojej pamięci i swojemu ogarnięciu, więc wymienię rzeczy, które najbardziej mnie poruszają.
10883:  KMM - Dobrze?
10883:  KMM - I nie traktujmy tego w kategoriach wartościowania.
10886:  KMM - Część już wymieniłem, ale wymienię na pewno ekranizację Gwiezdnego Półni Legejmana, która uważam, że jest absolutnie niesamowita.
10893:  KMM - Tak Krzysztof liczy na palcach.
10895:  KMM - Następnie z pewnością wymienię już wymienioną wcześniej Władcę Pierścieni z przyczyn, które znacie znakomicie.
10902:  KMM - Następnie wymienię zupełnie nieszablonowo jedną z najlepszych dystopii filmowych, jaką znam, to znaczy What Happened to Monday i nawet się nie ważcie spoilować na czatach, jaki jest polski tytuł, ponieważ polski tytuł jest spoilerem.
10915:  KMM - W następnej kolejności wymienię też film dystopijny, to znaczy Mroczne Miasto, który jest czymś, co po prostu warto zobaczyć i sprawił, że zupełnie inaczej spojrzałem na ten nurt niż spoglądałem na niego wcześniej.
10928:  KMM - W następnej kolejności też będzie to dystopia, jest to V for Vendetta, jeden z najlepszych, najinteligentniejszych komentarzy społecznych do
10936:  KMM - świata totalitaryzmu do tego, co Deleuze kiedyś bardzo słusznie powiedział, że totalitaryzm rozpoznajemy nie po tym, że austriacki akwarelista zapuszcza sobie wąsy, tylko po tym, że ktoś wprowadza do języka i dyskursu machinę wojenną i zaczyna używać podziałów my i oni i skłóca ludzi i w którymś momencie tylko założenie maski nas może uratować przed tym.
10958:  KMM - To był czwarty przykład.
10960:  KMM - Piąty przykład to będzie Atlas Chmur, jedna z najwybitniejszych ekranizacji literatury fantastycznej, prawie nieekranizowalnej, którą widziałem w całym swoim życiu.
10970:  KMM - Jest to niesamowite i poruszające.
10973:  KMM - W drugiej kolejności będą dwie wyciskacze US dla mnie, to znaczy dom latających sztyletów.
10978:  KMM - oraz Przeczajony Tygrys i Ukryty Smok jako dwa przykłady filmu, powiedzmy, w klimatach dalekowschodnich, który dla mnie jest niesamowicie poruszający.
10988:  KMM - Kolejne miejsca muszę oddać rzeczom, które już znacie, bo się wygadałem, to znaczy Interstellarowi oraz Incepcji, a na sam koniec zostawiam rzecz, która być może jest już mało pamiętana, ale zrobiła na mnie niesamowite wrażenie swego czasu, to znaczy Willow.
11005:  KMM - Tak, i to będzie moja topka.
11008:  BFP - Ciekawe, bo właśnie jak było to pytanie dotyczące fantastyki i od czego zacząć, to tak pierwszy mój impuls był taki, że ja pierwszy raz stycząc się z fantastyką w zasadzie miałem ogromę ręców mylą, jak byłem malutki.
11018:  KMM - Tak, tak.
11019:  KMM - Obok gremlinów.
11023:  KMM - No jeszcze niekończąca się opowieść była i Atreyu, ale nie wchodźmy na ten temat, bo jest zbyt smutny.
11029:  KMM - Lepiej przeczytajmy komentarz od Jędrka Wojtuna, sprawdziłem jeszcze cztery przed nami.
11034:  KMM - Jędrek Wojtun zapyta mianowicie, i to pyta ewidentnie Filipa, kiedyś w polecajkach popkulturalnych mówiłeś o tym...
11048:  BFP - Powiedział, że no to trochę kapsli pod tego fallouta, dziękuję, robicie świetną robotę panowie, bardzo dziękuję, będziemy, będziemy, będziemy, zaimek ma duże znaczenie i jest naprawdę dla mnie bardzo budujący.
11062:  BFP - Ale zabawny był też komentarz, ktoś powiedział, na początku nie zajrzyłem o co chodzi, bo to było jeszcze tylko dwa lata, czy jeszcze dwa lata i myślałem o co chodzi, przypomniałem sobie, no tak, że chciałbym się znaleźć w świecie fallouta.
11074:  KMM - Tak, tak, to prawda.
11076:  KMM - Ja też widzę szkalujący komentarz od Dustana na czatach, że Krzysztof tworzy kanon.
11081:  KMM - Przypominam, że kanon nie jest listą, tylko jest narracją, więc tak, jak najbardziej.
11084:  KMM - To jest moja narracja o moich filmach, która się zmieni pojutrze, kiedy sobie przypomnę inne.
11089:  KMM - To jest tak, jak najbardziej.
11091:  KMM - Oczywiście jeszcze Neverending Story obok Willow.
11093:  KMM - Pewnie, Oskar, masz rację.
11095:  KMM - Kiedyś w polecajkach popkulturalnych Filip mówił o tym, i to nie jest pytanie do mnie, haha, że ucieszył go reunion Faith No More parę lat temu.
11103:  KMM - A więc jaki był album, w którego produkcji zaangażowany był Mike Patton?
11106:  KMM - Podobał Ci się najbardziej?
11107:  KMM - Dlaczego?
11107:  KMM - Moim ulubionym jest California od Mr. Bungle, ponieważ miks muzyki eksperymentalnej popularny jest tam najbardziej płynny z wszystkich płyt wydanych przez tego artystę.
11115:  KMM - Filipie.
11116:  BFP - Tu.
11122:  BFP - jest Mike Patton.
11125:  BFP - To jest Mike Patton.
11126:  BFP - To jest jedna z moich największych inspiracji, jako że, a tu jest mój kocyk też swoją drogą, który wytłumia trochę dźwięk.
11135:  BFP - I
11138:  BFP - Powiedzieć, że ten gość miał na mnie wpływ, to jest mało.
11140:  BFP - Jako, że też miałem zespoły muzyczne i bawiłem się w śpiewanie, to wszystko, co on stworzył, było dla mnie niezwykłe.
11147:  BFP - Wydaje mi się, że nigdy już nie będzie lepszego wokalisty, który chodziłby po ziemi.
