Oto jak YouTube GNIJE i DOBIJA TWÓRCÓW
🔗 https://www.youtube.com/watch?v=9fyeOwIhQ8g
LC (Leszek Cibor, Przeciętny Człowiek)
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

18:  BFP - Kiedy ktoś czyta tytuł Oto jak YouTube gnije i dobija twórców...
11827:  OR - Może nie od Leszka, ale generalnie my po prostu siadamy, gadamy, dyskutujemy, robimy research często i to zajmuje jakiś czas, ale mam na myśli właśnie o takich twórcach jak, uwaga, Naukowy Bełkot, gdzie jest nie tylko research i tak dalej, ale jeszcze, wiecie, jest jakby wszystkie czasami przeprowadzone wręcz eksperymenty jakiejś rzeczy, nie wiem,
11847:  OR - ktoś pojedzie na lokację, cokolwiek zrobią, mam na myśli ludzi, którzy wyłożą hajs, pracę i tak dalej w dobrze zmontowany materiał, a potem masz ten dół, bo uwaga, ja jem wielkiego, ostrego kebaba, pięć razy więcej wyświetleń i wszystkiego.
11861:  OR - Mam wrażenie, że mimo wszystko
11864:  OR - gdzieś jest jakaś opcja rozróżnienia tych materiałów w taki sposób, żeby nawet widz miał jakąś świadomość.
11871:  OR - No bo umówmy się, jak wchodzi się na czasie, wiecie, po prostu z czystego kąta, bez żadnych algorytmów, to będziesz mieć MrBeast, no teraz mamy w Polsce to oczywiście obrady Sejmu, ale wiadomo, jeszcze kilka innych tego typu materiałów, a materiały, które nawet zainteresowałyby potencjalnie danego widza,
11891:  OR - szansa, że na nie trafi, jeżeli wcześniej w jakiś sposób na nie trafił albo mocno jakoś nie sprecyzował jakiś konkretnych wyszukiwań sobie na YouTubie, mam wrażenie, że cały czas spada i to jest bardzo, bardzo upierdliwe.
11903:  LC - W Sejmie będą robić basen, nie wiem czy słyszeliście, i też będą to streamować.
11906:  OR - Tak, basen i tak, tak.
11907:  OR - I będzie wiadomo, granie w gry z basenu, ale jednocześnie głosowanie na ustawami, czy coś takiego.
11913:  OR - Więc to jest jakby jedna rzecz, no a druga to jest taka właśnie, to chyba gdyby powiadomienia działały, to byłoby dobrze na pewno, ale problem jest taki, żeby masz ludzi, którzy oglądają cię, ale YouTube ma ten taki dziwnie
11930:  OR - samonakręcający się mechanizm.
11932:  OR - Czyli tak, wrzucasz coś na YouTube, jeżeli to się na początku dobrze nie wyświetla, to potem już pewnie się dobrze nie będzie wyświetlało.
11938:  OR - Więc musisz się na początku dobrze wyświetlać.
11940:  OR - Żeby się dobrze na początku wyświetlało, to wszyscy muszą dostać wiadomość, że ten materiał się pojawił.
11946:  OR - Ale jeśli nie dostaną wiadomości, że ten materiał się dobrze pojawił, czyli to się na początku nie będzie dobrze wyświetlało, to ci ludzie często nie dowiedzą się, że ten materiał w ogóle się pojawił.
11954:  OR - I to jest takie błędne koło, które się gdzieś tam tworzy.
11958:  LC - Uwaga, testowałem to błęd na koło, gdy po dwóch godzinach film mi się źle wyświetlał, usuwałem go,
11965:  LC - i czekałem na inny dzień i w inny dzień próbowałem tym samym filmem z inną miniaturą, innym tytułem.
11969:  LC - Okazało się, że potrafiło... Tak, absolutnie.
11973:  OR - Ja też to przetestowałem, wywaliłem jeden materiał, zmieniłem mu tytuł, zmieniłem mu miniaturkę, wrócił, w innym momencie zażarło i poszło.
11982:  OR - Dokładnie ten sam materiał.
11984:  OR - I to jest upierdliwe, bo mam wrażenie, że nawet nie chodziło o miniaturkę.
11989:  OR - Ja nie sądzę, żeby miniaturki napisy końcowe przez większość kogokolwiek przyciągały.
11994:  OR - Mam wrażenie, że to byli nasi widzowie, którzy normalnie kliknęli byłby w ten materiał, ale ponieważ nie kliknęli go w tym wąskim okienku, nie dostali powiadomienia, materiał przepadł.
12005:  OR - Musi być jakiś sensowniejszy system tego, żeby ludzie, którzy oglądają cię i wiedzą kim jesteś i kliknęliby na ciebie, żeby mimo wszystko dostali nawet trzy dni później, jeżeli akurat byli gdzieś dalej i tak dalej, żeby mogli to zobaczyć.
12019:  OR - No ten system, który premiuje tylko te bardzo wczesne zaangażowanie, a potem cię zakupuje jest strasznie toksyczny.
12025:  BFP - Zgadzam się całkowicie i nie uważam, że to jest pójście w stronę telewizacji.
12030:  BFP - Uważam, że to jest pójście w stronę personalizacji i kontroli, której nie chce nam dać YouTube.
12036:  BFP - YouTube celowo nam odbiera te kontrole.
12039:  BFP - Jak ja patrzę na wyświetlenia swoich filmów, to mnie przeraża, jak niewielu moich subskrybentów je ogląda.
12046:  BFP - A jak wiele ogląda... Ta proporcja się zmienia na niekorzyść subskrybentów.
12052:  BFP - Ja mam 60 tysięcy subskrypcji i nawet nie 10%.
12056:  BFP - Nawet nie 10% to ogląda, bo 90% nie dostaje nawet powiadomień.
12062:  LC - Ja wam powiem jedną rzecz.
12063:  LC - Ja mam to przebadane bardzo sprawnie pod kątem tego.
12067:  LC - Ja patrzę się jednak na swoich widzów, też jak na potencjalnych klientów, no bo sprzedaję im jakieś tam produkty, kursy.
12072:  LC - robię jakieś promocje co jakiś czas i tak dalej, nie mogę tego przepalić, za często tego robić, bo się ludzie wkurzą i tak dalej, ale badałem sobie, jaki jest cykl życia.
12081:  LC - Ja nie mam społeczności jako takiej zwartej, takiej długofalowej, która by mi coś przez rok, dwa, trzy wypominała, nosiła jak jajo, bo mam cykl życia mojego widza i ja sobie mniej więcej oszacowałem go na pół roku.
12096:  LC - Ja po pół roku de facto mogę wrzucić ten sam film i nie dostanę ani jednego komentarza, że jest to ten sam film, który wrzuciłeś pół roku wcześniej.
12104:  LC - Bo nikt nie zwróci na to uwagi, tylko wszyscy będą oglądać jak nowi, bo są już nowi widzowie, a starzy praktycznie w ogóle dosłownie wymierają w powiadomieniach.
12116:  LC - Czasem ktoś wraca po latach do jakiegoś losowego filmu.
12119:  LC - Dwa lata czy trzy lata po tym, jak ja uruchomiłem podcast, gdzie widać mnie, tak?
12124:  LC - Jak wcześniej były tylko animacje.
12126:  LC - Ktoś mówił, o pierwszy raz Cię widzę, no nie?
12127:  LC - Pierwszy raz Cię widzę na żywo, że Ty tak wyglądasz.
12131:  LC - Ja trzy lata już prowadzę, no ale ja kiedyś oglądałem, czy tam oglądałam, no nie?
12136:  LC - i ludzie byli zszokowani po trzech latach, gdzieś tam wracając do contentu, więc YouTube, no mentalność złotej rybki, czy tam pamięć złotej rybki po prostu, zachęca ludzi do galopowania przez treści w przeraźliwy sposób wręcz powiedziałbym.
12154:  LC - No jeśli pół roku, to jest cykl życia mojego widza.
12158:  LC - Ja naprawdę po pół roku jestem w stanie wrzucić ten sam film i zastanawiam się, czy w którymś momencie w ramach oszczędności tego nie zacząć robić, ale
12165:  LC - ale temat by się po prostu już kompletnie przejadł.
12169:  LC - Natomiast jest to trochę przykre, powiem szczerze, przy 400 tysiącach subskrypcji.
12175:  BFP - Nie, jest to przerażające, to znaczy mieć świadomość, że my wkładamy jednak wysiłek w to, żeby budować społeczność, utrzymywać z nią relacje,
12185:  BFP - oferować też część siebie, a nie tylko swojej treści.
12188:  KMM - Ale Filip, mówisz znowu z perspektywy pewnej bańki.
12191:  KMM - To, że ty się starasz tak robić, to, że uczestnicy tej dyskusji też, co do czego nie mamy żadnych wątpliwości, to nie znaczy, że to jest standard.
12200:  KMM - Karol Paciorek potrafi walnąć w wywiadzie, że ja to na komentarze...
12208:  KMM - Cygaro odpala, nie odpisuję o nich, nie czytam.
12211:  KMM - No i ludzie widzą takie rzeczy.
12213:  KMM - I wiesz, to jest standard polskiego YouTube'a.
12215:  KMM - Ludzie mają wyjebane na komentarze, bardzo często.
12219:  KMM - Odpowiadają moderatorzy, nie ma w tym żadnego autentyzmu.
12223:  KMM - Przynajmniej jak ktoś wchodzi na mój kanał i dostaje odpowiedź w komentarzu, to nie ma żadnych wątpliwości, że to ja napisałem.
12229:  KMM - To tak samo złośliwie powiedziane jak w filmie i mam nadzieję, że wszyscy wiedzą, że również z takim samym dystansem i humorem i że ja nikogo nie chcę personalnie obrażać, ponieważ nie mam na to absolutnie czasu i szkoda mi na to życia.
12240:  KMM - I tak samo jak film robiłem o snoblisce, to robiłem o snoblizmie i o arystokratycznym podejściu do literatury na temat Pierre Bourdieu, ale jak gdybym zrobił film pod tytułem
12249:  KMM - pier abordieu, teoria, dystykcja, sprawa wykładu noblowskiego, to oczywiście nikt by tego nie obejrzał, bo nie masz, wszystko zaczęło się od tego, że osoba na piedestale powiedziała coś, czego nie powinna była powiedzieć, tak?
12265:  KMM - No i w ten sposób się to kręci, tak?
12268:  KMM - W związku z powyższym jeszcze dopowiem tę jedną rzecz, że
12272:  KMM - Moim zdaniem, i to jest coś, czego ja bym bardzo sobie życzył, najlepszym możliwym rozwiązaniem, jakie istnieje, żeby ukręcić kręcenie dramowego contentu, jest podział przychodów z tego dokładnie tak samo, jak to robią wytwórnie muzyczne.
12287:  KMM - Gwarantuję Wam, że 90% patokomentary zleciałoby z YouTube'a, zanim byście zdążyli powiedzieć słowo trudne, a wielosylabowe patokomentary, w momencie, w którym 50% przychodów z danego filmu otrzymywałby twórca oryginalnej treści.
12304:  KMM - A gdyby to było 75%, to zostaliby już wyłącznie ideowcy.
12309:  KMM - Ja na przykład nie patrzyłbym na to, jeżeli by ktoś walnął jakąś bzdurę i podpinałoby się to pod temat, który ja chcę podjąć, to bym podjął ten temat i podał to jako przykład.
12320:  KMM - Natomiast jeżeli ktoś kręci dramowy content, to wtedy by się z tego wycofał.
12324:  KMM - I uśmiecham się do Filipa dlatego, że dobrze wie, o kim będę mówił.
12327:  KMM - Jak wielokrotnie do nas podchodzono i mówiono, o, użyję drugiego kadru, e, e, e. A może byście, może byście zrobili, zainscenizowalibyście taką dramę między Bez Schematu a Krzysztofem.
12339:  KMM - A może, a Filipa to, Krzysztof, Krzysztof nie był na Bez Schematu jakiś czas, to jakiś biw tutaj, co się już nie przyjaźnicie.
12351:  KMM - Gdyby
12353:  KMM - zostało to ucięte właśnie według tego modelu, który, podkreślę, dla YouTube'a jest opłacalny, momentalnie byśmy mieli oczyszczoną mediosferę YouTube'a z tego rodzaju treści i momentalnie również ludzie przestaliby oczekiwać tego i mielibyśmy mniej reality show na YouTube'ie, bo prawda jest taka, że jakby popytać wszystkich, którzy oglądali dramciowe content, to doszlibyśmy do tego, że no tak, no to jest tania rozrywka, w sumie nie mam co obejrzeć, to obejrzę to.
12380:  KMM - A gdybyście spytali, a szanujecie tych twórców?
12383:  KMM - Szanujecie tych ludzi, o których oglądacie?
12386:  KMM - Dobrze wiemy wszyscy, że padłaby odpowiedź nie.
12389:  KMM - Tak samo jak nie szanujemy wszystkich celebrytów, którym zaglądamy w majtki.
12393:  KMM - Na tym to polega.
12394:  KMM - W związku z powyższym tak długo, jak długo istnieją mechanizmy, które to wspierają, tak długo będziemy mieli różnego rodzaju problemy i te problemy, zauważcie, rzutują w dół, ponieważ tego rodzaju content będzie sprawiał no co?
12406:  KMM - Ktoś nakręci film o kimś i będą komentarze, zareagujesz na to, zareagujesz na to, zareagujesz, ustosunkujesz się do tego, będzie odpowiedź, będzie odpowiedź.
12414:  KMM - Zobaczcie, do czego wprowadzono, i przepraszam, powiedziała to wyłącznie Maja Staśko na Twitterze, of all people, do czego sprowadzono Pandora Gate.
12421:  KMM - O, będzie reakcja Vanatengi, o, będzie reakcja Boxdella, czy Broxdella, czy innego Dipsdella, o, będzie reakcja tego, będzie reakcja... A o kim zapomniano?
12427:  KMM - O ofiarach.
12428:  OR - Oczywiście, natychmiast, ale...
12432:  KMM - Ale ofiary nigdy nie były w centrum.
12434:  OR - Ale nigdy nie były istotne.
12436:  OR - Ale komentary jakby to jest absolutnie... Ja widzę duży problem.
12440:  OR - Mówisz o tym, że idzie to w dół, ale jeszcze ja myślę o twórcach.
12444:  OR - Ilu twórców, którzy nagrali ciekawy materiał, zostało zżartych przez komentary?
12449:  OR - I ilu komentujących mówiło, no ale patrz, ja mam kanał setki tysięcy, nagrywam gościa, który ma kilka, komentuję...
12458:  OR - I patrzy i dzięki temu promuje go.
12460:  OR - Gówno prawda.
12461:  OR - Prawda jest taka, że ludzie obejrzą twój materiał, jak ty komentujesz jakiegoś typa i nigdy nie sprawdzą.
12466:  OR - Jeżeli jeszcze robisz to w miarę pozytywnie, jeżeli go chwalisz, jeżeli robisz, wiesz, starasz się w jakiś sposób podbudować, powiedzieć, że mówi ciekawie czy coś takiego, możliwe.
12475:  OR - Natomiast w momencie, w którym odpalasz typa i mówisz, patrz jaki debil, patrz co on głupoty gada i tak dalej,
12482:  OR - Ludzie, którzy ciebie klikną, nie będą chcieli wejść na jego kanał i zobaczyć jego oryginalnych wiadomości, coś takiego, tylko zobaczą twoje, a twój kanał zeżre jego kanał.
12491:  OR - I to jest też dlatego, mówiliście o słowo pasożytnicze, najgorsze jest, kiedy te pasożyty pasożytują w dół, a to się zdarza coraz częściej, dlatego że często brakuje... Bo wiesz, jeżeli ktoś jeszcze komentuje typa, który jest od niego 50 razy większy,
12506:  OR - to pewnie stara się jakoś to podpiąć, ale powiedzmy, wiesz, jakoś wdrapać po tym drzewie, ale to już tam, powiedzmy, tamtego nie ruszy w żaden sposób, powiedzmy.
12514:  BFP - To jest wpieprzanie śmieci i zmienia się w maszynę recyklującą, która i tak wybiera z tego procesu recyklingu jakieś wartości odżywcze dla siebie.
12525:  BFP - Duży youtuber ogląda dobrze zrobiony film mniejszego youtubera, promując go rzekomo,
12533:  BFP - Nie można zarzucić, że nie.
12535:  BFP - Umieszcza informacje o tym, że to jest taki youtuber w opisie, a jeżeli jest elegancki i miły, to także w samym tytule.
12544:  BFP - Ale ludzie już obejrzeli ten materiał.
12548:  BFP - 15-20 razy więcej osób obejrzy ten film u niego, niż u tego youtubera obejrzało, a tamten nie zobaczy z tego złotówki.
12556:  BFP - On zarobi na jego materiale.
12558:  BFP - Oczywiście.
12559:  OR - To co Krzysztof mówił, gdyby było tak, że tamten by dostawał hajs, to w tym momencie każdy większy youtuber, który by komentował mniejszego, to jeszcze by pomagał mu wtedy realnie.
12571:  KMM - To jest temat bardzo gorący na Zachodzie.
12573:  KMM - Tylko dopowiem, że wyłączam z tego streamy, bo to jest osobna kwestia.
12578:  KMM - Obejrzenie czegoś na streamie
12580:  KMM - To jest już kwestia rejestracji naszego przeżycia i tutaj bym bardzo był ostrożny w kontrolowaniu tego.
12587:  KMM - Natomiast prawda jest taka, że każdy dobry streamer powinien mieć swój własny content jakiś i to mogą być oczywiście urywki live'ów, ale to mogą być też materiały własne i nie ma powodu.
12596:  KMM - Ale jeszcze jest jedna rzecz i to jest apel moich wszystkich widzów z kolei, żeby się nie tylko obrywało twórcom.
12603:  KMM - Moi drodzy, jest jedno miejsce na ustosunkowywanie się do innych materiałów.
12607:  KMM - Wiecie, gdzie ono się znajduje?
12609:  KMM - w sekcji źródła.
12611:  KMM - I jeżeli wam zależy na merytorycznej polemice, I dare you, sprawdzajcie źródła i wymagajcie od tego, żeby były źródła w filmie.
12619:  KMM - A i szybko się okaże, komu zależy na dramci, a komu zależy na źródle w opisie i komu zależy na tym, żeby faktycznie się ustosunkować do czyjejś argumentacji.
12630:  OR - Już nie będziemy mieć na to czasu, ale muszę zahaczyć o to, o jedną dosłownie rzecz, a propos właśnie
12637:  OR - Z kolei kanałów, z którymi ja bardzo staram się walczyć, to może złe słowo, czyli kanałów, które są pseudo popkulturowe, nazwijmy to, z czym Filip pewnie też masz odpowiedni kontakt, którym wcale nie zależy na komentarzowaniu szerokiej popkultury, promowaniu treści, które sami lubią i tak dalej, tylko doczepianiu się do konkretnych treści, a pomijaniu całej masy innych rzeczy.
12661:  OR - Kobiety.
12663:  OR - Mniejszości i w ogóle.
12664:  OR - Tak.
