🔴 Thrones of Delay — WARHAMMER 3 (frakcja Dawich i Imperium)
🔗 https://www.youtube.com/watch?v=httWILQnfRQ

73:  Czemu?
13499:  Jeżeli teraz będziemy jeszcze w stanie oblec Castle Drakenhof, to już w ogóle cudownie.
13506:  Jak tam Steingard?
13508:  Nuln raczej będziemy wznosić.
13514:  Odbiłem się na egzaminach od magisterki.
13516:  Aktualnie jestem w drodze do podjęcia służby w Wojsku Polskim, pisze Michał Ciekański.
13519:  No, duży szacunek.
13521:  Zobaczymy, czy beton będzie wyższy niż na uczelni.
13523:  To jest możliwe, ale wiesz, chlubna misja.
13526:  Ooo, plosie pokój, jestem ślabym wampilem.
13533:  Już ci dam pokój.
13535:  Wsać sobie w swoją bladą żyć ten pokój.
13540:  Dobrze, to teraz tylko szybko sprawdzimy.
13544:  Tak, tak, tak.
13544:  Chaos, chaos, chaos.
13547:  Chaos, chaos, chaos!
13548:  Wszędzie chaos!
13549:  Już nikt już mnie pamięta na szczęście krakowskich potworów, to jest cudowne.
13556:  Tak na marginesie chciałem uprzejmie zaznaczyć, że Vlad von Kahnstein już wrócił.
13561:  Szybko, prawda?
13562:  Już wiecie dlaczego rozstrzygnę automatycznie walki z nim?
13565:  Właśnie dlatego.
13567:  Dobrze, i teraz on wróci do Fortu Obersteier i ja go wtedy zmiotę.
13573:  Jest przynajmniej taka szansa.
13575:  Dwie mery zaskakują na przykład technomancji, telefon się zepsuł kompletnie, włącza się funkcja ekranu dotykowego, czekam parę dni, aż mi się rozładuje, przez coś restartuje i teraz śmiga.
13584:  Albo po prostu jest tam tak, Terry Pratchett przewidział diabeł, chochlik, który decyduje o tym, czy to działa, czy nie.
13593:  Vlad ma minus 3 tury do rodzenia.
13595:  On dosłownie ginie i od razu wraca.
13598:  No tak jest.
13601:  O, ciekawe.
13607:  Dobra.
13608:  To nam się to opłaca bardzo.
13613:  Rabujemy wszystko po drodze i idziemy na zamek Templehof.
13620:  Zamek Templehof będzie wtedy naszą
13623:  naszym przyczółkiem w okolicy.
13626:  A Vlada spróbujemy zablokować, bo teoretycznie mamy na to jakąś szansę.
13630:  Mało, bo mało, ale mamy.
13632:  Nul tymczasem pozwala nam na ulepszenie
13637:  Konklawę czarodziejów do uczelni czarodziejów.
13640:  Nawiasem mówiąc, konklawę czarodziei jest błędem fleksyjnym, a czarodziejów już uczelnia nie.
13645:  Zastanawiające.
13647:  Magisterka ametystowego zakonu.
13650:  Chociaż Elspef, jak przeczytałem magisterka, to myślałem, że chodzi o pracę magisterską, a to chodzi przecież o feminatyw i fajnie.
13655:  Chociaż Elspef jest członkinią szacownego ametystowego zakonu czarodziejów, wyróżnia się ona wśród swych rówieśników niebywałą niezależnością i rozległą wiedzą na temat szajsz.
13663:  Ja bym też wolał magistrę, nie?
13664:  Magistra brzmi godniej.
13665:  Eee...
13696:  STYMULUJ ROZWÓJ!
13700:  Tak będzie lepiej.
13701:  Aaa, burza ognia, dobrze, dobrze.
13706:  Najlepszym antagonistą był Lord Gwyn, pisze Iceman.
13708:  Jak człowiek uświadomi sobie z jakim wyrechowaniem stworzył swoje imperium, to ma masz ciary, a to prawda.
13718:  Claude von Warnstein.
13722:  Czyli jednak Schwarzhafen i było mu zbyt drogie.
13728:  Magistra czy magistria?
13730:  Normatywnie magistra.
13732:  Magistria, jeżeli byś chciał to bardziej magicznie powiedzieć.
13735:  Podoba mi się swoją drogą.
13738:  Blokada armii.
13740:  Widzę, że znakomicie zberadzi nasz bohater.
13744:  Krytyczna porażka za krytyczną porażką.
13753:  Dobrze.
13754:  Aha, czyli Castle Tempelhof jest na pierwszym poziomie.
13757:  No doskonale wprost.
13758:  Ale jest szansa, że ich sprowokujemy do ataku.
13762:  Ciekawy jestem, jak to magiczne słońce Xerusa teraz będzie.
13765:  Czy będzie rzeczywiście tak tanie?
13766:  Zobaczymy.
13768:  Okej.
13769:  Nauki Teklisa.
13772:  Czas budowy minus 50% dla budynków werbunkowych czarodziejów bitewnych.
13779:  Nie brzmi źle.
13780:  Ulepszona zbroja jazdy.
13782:  To brzmi lepiej.
13785:  Bakałasz lepszy od magisterii.
13786:  Bakałasz jest na poziom wcześniej Melancholia Extra.
13789:  Bakałasz jest wtedy, kiedy... To jest licencjat.
13793:  Bakałasz.
13795:  Jak tłumaczyć rodzicom czy innym boomerom, że finatywy są spoko i są naturalne?
13799:  Że nikt, kto używa feminatywów, nie wymusza...
13803:  Na ludziach, którzy ich nie używają, tego żeby ich używali, natomiast na odwrót zawsze.
13809:  Wystarczy zobaczyć sobie na frekwencję komentarzy.
13813:  Zwolenników... znaczy zwolenników, ludzi używających feminatywy i ich przeciwników.
13819:  Teraz dopiero zauważyłem, ja mamy dużo ulepszeń.
13822:  Więcej rakiet, dodatkowy pocisk.
13826:  Bardzo proszę.
13828:  I... Jakie tu są wymogi jeszcze?
13831:  Dopilnąłby zbudowany został budynek odlewni.
13833:  Okej, to jeszcze przed nami.
13836:  Mmm... Wybuchające kule armatnie?
13840:  Boże, drogie, to jest super.
13843:  Odlewnia.
13843:  No to odlewnia będzie do zbudowania wtedy...
13847:  Gdy będziemy mieli już czwarty poziom miasta w tym miejscu.
13852:  Dobra.
13855:  W Templochow ogród Morra.
13857:  Ale Templochow może być zniszczone za moment, więc troszeczkę się boję.
13861:  Chyba, że ogrody Morra są w stanie przetrwać.
13864:  Zniszczenie?
13869:  Przed wojny feminatywy funkcjonowały bardzo dobrze.
13871:  Feminatywy funkcjonują dobrze od Biblii Jakuba Wójka w góry, Michale.
13875:  Pierwsze tam się pojawiają.
13877:  Zawsze były w polszczyźnie, tylko był jeden okres, kiedy nie były.
13880:  To widać swoją drogą, jak Orwell miał rację, że bardzo łatwo jest manipulować językiem.
13893:  A gdybym tak splądrował Essen...
13902:  Czy to ich sprowokuje do ataku?
13905:  To mnie ciekawi.
13910:  Okej, 11 tysięcy mamy.
13912:  Całkiem nieźle, całkiem nieźle.
13915:  Fyldorf możemy wznosić, powiedzmy.
13919:  Ale troszeczkę się jeszcze boję inwestować tam.
13923:  Czy interesują mnie też gry fabularne bez prądu, RPGi, LARPy?
13926:  Mój konik, pisze Bartosz Bruski.
13927:  Próbowałem wiele razy i jakoś nie mam imersji, wiesz?
13930:  Ale bardzo cenię.
13939:  Jaka będzie następna gra po God of War?
13942:  Michale będzie.
13944:  Teraz przez dwa tygodnie będziemy mieli głównie Warhammera, natomiast później będzie Ghost of Tsushima od 16 maja w górę.
13951:  Tylko tak jak zna Ukrainie i w Ukrainie jak powiesz, to masz 90% szans na przyzwanie ludzi, którzy się zesrają.
13956:  Tak, tak.
13958:  Tak, to prawda.
13959:  Ja to zawsze tłumaczyłem na spokojnie, że to była propaganda sowiecka, nie?
13963:  I chodziło właśnie o to, żeby tak mówić.
13965:  Przecież cała Putinada się opiera na tym, że oni twierdzą, że to są ich ziemie, no więc... A gdybyśmy zrobili tak?
13980:  Dobra.
13981:  Garnizon osady i dwie armie.
13986:  To mnie trochę martwi.
13990:  Ale to oznacza ciekawą bitwę.
13993:  Regeneruje punkty życia walczących, no to to chcemy absolutnie.
13997:  Ataki płonące, dobrze.
13999:  Prędkość plus 20%, same dobre rzeczy.
14002:  I jeszcze to jest... To znaczy, że będziemy mieli dwie takie... Tak, czar przypisany, okej.
14011:  Swoją drogą zmieniło to troszeczkę auto-resolve.
14016:  Nareszcie Warhammer cieszy się stachu, no właśnie.
14019:  Wiecie co, trzeba teraz wstać, bo taka ostatnia bitwa dzisiaj.
14026:  O... O tak, tak, tak, trzeba wstać.
14035:  Dobrze.
14036:  Łooo, mamy już smoka!
14040:  No i to mi się podoba!
14053:  Nie no, to jest komedia, to co tu się dzieje.
14059:  Dobra, ale teraz przynajmniej mamy czas na rozstawienie się.
14066:  Gdzie będzie lepiej?
14068:  Tu nie.
14071:  Tak, tu.
14076:  Prorok Kaczk powraca!
14078:  Witamy najserdeczniej!
14080:  Kaczk dla proroka Kaczk!
14086:  Zgubiłem gdzieś żółtą kaczkę.
14095:  Gdzie ja mam żółtą kaczkę?
14097:  Nie wiem, gdzie mam żółtą kaczkę.
14098:  Smutne.
14100:  Okej, więc tak.
14101:  Wyekspediujemy kirasjerów tutaj, żeby...
14105:  Nękalik, czy oni mają te szybkie jednostki wilczków cholernych, czy nie?
14111:  Jakimś cudem nie mają, dobrze, to bardzo dobra wiadomość.
14115:  Na wszelki wypadek mamy tutaj w odwodzie konnicę.
14118:  Cała reszta, ustawcie się tutaj.
14125:  Elsbeth możemy też wyekspediować w to miejsce, dobra.
14130:  Okej, to tak.
14136:  Dajmy tutaj na razie grupę drugą dla nich wszystkich.
14140:  Dziękuję za błogosławieństwo proroku Kaczk najserdeczniej.
14145:  No ciekawe, w 1920 bolszewicy mieli plan likwidacji rozróżnienia na CH i H oraz RZ i Ż, żeby ujednolicić polsko-lodową gramatykę w odmianie do burżuazyjnej skomplikowanej.
14154:  Proszę, proszę, proszę.
14156:  Ale nie będziemy skupiać magii.
14159:  To teraz tak, rozpocznij bitwę.
14161:  I teraz tak, szybko, szybko, szybko, szybko.
14167:  Dobra, tych dajemy do trójki.
14171:  Trzy.
14176:  Oni chodzą ponad naszą tajemnicą.
14177:  To jest niebezpieczeństwo!
14183:  Śmierdzi na Ciebie!
14184:  Bardzo dobrze!
14210:  O tak.
14215:  Ląduj!
14222:  No ale nie chce wylądować, dobrze wylądowała, okej.
14224:  No dobra, teraz powinni obrywać tu ostro.
14233:  Czy słyszałem o serii książek Noology?
14236:  Nie.
14241:  Dziwne rzeczy tu się dzieją, moi drodzy.
14255:  Ale podobały mi się te dziwne rzeczy.
14259:  Jezus, jaki wolny, wolna regeneracja wiatrów magii.
14267:  Ok, cmentarne poczwary lecą do nas Nie wiem na ile oni będą dobrzy z walką z cmentarnymi poczwarami No tak, sądziłem, słabo
14300:  No, zdecydowanie słabo.
14306:  Lepiej się sprawdzają przy wciwko piechociarzom.
14311:  Czy polecam tanią książkę?
14312:  Kupuję tam regularnie, no.
14317:  Dragonology i Egyptology to jest ta seria o lodzi.
14320:  Kompletnie nie kojarzę tego.
14321:  Fire on them, lads!
14328:  Stąd mam takie fajne podnoszone biurko.
14330:  Zostało stworzone na zamówienie.
14333:  Jestem w ogóle zwolennikiem rzeczy na zamówienie.
14337:  Żebym mógł zarobić stolarz, rzemieślnik, artysta.
14342:  Lubię.
14346:  Takie było zawsze moje marzenie, że jak będę miał sobie na to pozwolić, to właśnie będę starał się, żeby
14354:  Dobrzy ludzie mogli zarabiać, a nie korporacje duże.
14361:  Okej, troszeczkę zabradziażyłem, ale to nic.
14366:  Chciałbym, żeby oni się wszyscy naraz nie pojawiali.
14368:  Dlaczego tak było, to ja nie wiem.
14379:  Ej, no!
14383:  To jest Izabela von Karnstein akurat.
14385:  Nie, nie, nie w nich!
14388:  Już nie można.
14389:  Jedną sekundę.
14397:  Elzbeth, ty opóźniaj ich dalej, ja cię bardzo proszę.
14399:  Dobra, walcz może.
14401:  Wszystko jedno.
14403:  Walcz z nimi, walcz, walcz, walcz, walcz, walcz.
14405:  Dobrze.
14414:  Okej, jest trudniej, niż przypuszczałem.
14417:  No Izabela będzie strasznym problemem dla nas.
14419:  Zatrzymaj się!
14419:  Nie wstrzymaj się!
14420:  Maju Pama!
14425:  Na walkę!
14429:  Zatrzymaj się!
14429:  Zatrzymaj się!
14430:  Zatrzymaj się, szybko!
14443:  No a tutaj tymczasem jest problem też.
14448:  Najbardziej by mi się klawiatura podobała?
14450:  Nie no to tak, absolutnie.
14452:  Dobra, Izabela Bornkarsztajn ginie, to jest dobra wiadomość.
14458:  Nie rób tego debilu!
14461:  Włącz tryb dystansowy.
14466:  Ależ to jest irytujące, że te jednostki zachowują się jak kompletni kretyni.
14472:  Dobra, Elsbeth musimy przesunąć, albo wiecie co?
14474:  Maga tam wyślę.
14476:  Wyślę tam maga na powitanie tych oddziałów.
14480:  Elsbeth, bo im sobie jakoś radzi tutaj.
14484:  Walniemy tym.
14488:  Philly, not Foley.
14490:  Philadelphia.
14499:  Dobra.
14501:  W tę stronę, panowie, w tę stronę.
14505:  Oj, tak!
14508:  O Boże, to będzie piękne!
14511:  To będzie piękne!
14515:  O!
14516:  O!
14517:  O!
14517:  O!
14517:  O!
14518:  O!
14518:  O!
14518:  O!
14518:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14519:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14520:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14521:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14522:  O!
14523:  O!
14523:  O!
14523:  O!
14523:  O!
14523:  O!
14527:  O!
14527:  O!
14527:  O!
14527:  O!
14527:  O!
14527:  O!
14527:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14528:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14529:  O!
14530:  O
14533:  Let's go!
14538:  Wyzypaniale!
14540:  Doskonale, jak to jest sytuacja?
14543:  Okej, tutaj debile kontratakują.
14552:  Potrzebujemy konnicy.
14554:  Go!
14554:  Taking position!
14563:  No przyznajcie, że to było rozkoszne!
14579:  Dobra.
14583:  Chciałbym, żeby nie niszczyli moich jednostek, dziękuję.
14590:  Dobra Walczymy, teraz tak Proszę się przenieść w tę stronę Nasze działa w tę stronę, bardzo proszę O, ścierwowóz, dobrze Dobra, wszystko jedno, niech walczą Okej
14621:  Uuu, niedobrze, niedobrze, niedobrze, niedobrze.
14627:  Teraz tak, teraz są dwie opcje.
14628:  Możemy się wycofać.
14629:  To nie jest zły pomysł.
14631:  Teraz!
14633:  Tak, szybko!
14651:  Okej, tu nie dobra sytuacja, nie dobra sytuacja.
14654:  Czarni rycerze silni.
14655:  Eee, cztery.
14662:  Macie wrócić tam natychmiast.
14668:  Dobra, Elsbeth jest w dobrej sytuacji.
14670:  Może wracać.
14675:  Dobra, nie wiem czy to nie jest moment, żeby się wycofać.
14677:  To jest moment, żeby się wycofać.
14686:  Dobra.
14687:  Cztery.
14688:  Wycofać się.
14691:  Wycofać się.
14692:  Wycofać się.
14695:  Dobra.
14696:  Elsbeth?
14698:  Walnij gdzieś zaklęciem albo whatever.
14703:  Może na przykład tutaj walnij zaklęciem.
14705:  Dobra, nie musisz.
14708:  Wycofać się.
14709:  Wycofać się.
14712:  Dobra, wycofujesz się, okej, podoba mi się to.
14720:  Okej.
14724:  No wycofuj się debilu, dobrze.
14732:  Jest okej, jest okej.
14736:  Chain została rozwalona, przynajmniej tyle ci.
14739:  No szlachetna porażka, bardzo dobrze.
14746:  Więc zabiliśmy prawie 3000 wąpierzy przy niewielkiej liczbie strat własnych.
14757:  Czy robiłem kiedyś Arkaona Wszechwybrańca z Mieczem Kanina?
14759:  Robiłem w drugiej części.
14760:  Jak oceniam nowe jednostki Imperium?
14761:  Jestem zachwycony.
14764:  Absolutnie zachwycony.
14767:  Teraz tak, wprawdzie wszystkie te wąpierze, ale to absolutnie wszystkie, się zregenerują.
14775:  Ale to nic.
14779:  Szkoda tylko, że nie możemy... Okej, możemy.
14784:  Nie, nie możemy, szlag!
14786:  Ja tego nie znoszę.
14789:  Dobra, co ona może zrobić więcej?
14793:  Uziemienie, magiczny przewodnik, dobrze.
14798:  Teraz będziemy potężniej iść.
14803:  Got!
14805:  Cztery tysiące wampirów prawie, tak.
14808:  Dobrze, tak należy.
14809:  Świetnie.
14811:  Jesteśmy naprawdę w bardzo złym miejscu z nią.
14814:  I może teraz być bardzo różnie, ale zobaczymy.
14817:  Mamy więcej takich zwycięstw dla Sylwanii, haha!
14820:  Zaraz i tak dwie trzecie się wskrzesi, a to tak, to prawda.
14827:  Może zamiast dwóch snajperów po dwóch kapłanów?
14829:  No bardzo bym chciał, tylko że ich nie mam na razie.
14835:  Okej.
14837:  Good.
14840:  No i w tej sytuacji, bo przyszedł Vlad, rozstrzygamy automatycznie i ma przerąbane.
14848:  Hehehe.
14850:  Tak!
14851:  I to o to chodzi, moi drodzy, o to chodzi.
14855:  W ten sposób okazało się, że udało nam się coś, co wyglądało na przegraną, przecieżgnąć w spektakularne zwycięstwo.
14864:  Osłona Sigmara.
14866:  To się akurat przyda jej.
14869:  Bardzo dobrze.
14872:  To był duży fuks, nawiasem mówiąc.
14875:  Uziemienie, świetnie.
14881:  Wlad.
14882:  Wlad zabity przed chwilą.
14885:  Pa pa.
14889:  Zamek Drakenhof jest nasz.
14892:  A to oznacza, że można tutaj robić rzeczy.
14895:  Złoto.
14897:  I odlewnia zgodna z kłeściwem.
14900:  Oj tak, oj tak.
14902:  Jutro kadena w fantastyce.
14903:  Tak jest, moi drodzy.
14904:  A w czwartek wracamy do tej kampanii.
14907:  Dziękuję wam najserdeczniej w takim razie za przybycie dzisiaj.
14910:  Zgodnie z zapowiedzią jutro fantastyka.
14912:  Ale o 16 jutro będzie z kolei film.
14914:  Więc wpadajcie i będę też na czacie o godzinie 16.
14918:  I później sobie zrobimy spokojne i radosne przejście dalej.
14923:  Film, jak już zapowiadałem, jest o tym...
14929:  Ciekawy jestem, czy wy myślicie, więc możecie się do jutra zastanawiać.
14933:  Ja będę w każdym razie z wami, będę rozmawiał, a później przechodzimy sobie spokojnie do tego live o fantastyce i od razu mówię, on będzie taki bardzo wstępny, to znaczy wtedy też będę chciał posłuchać, czego wy oczekujecie, o czym byście chcieli rozmawiać i gawędzić, więc na pewno będzie więcej Q&A, natomiast na kolejnych live'ach o fantastyce będzie więcej tego czegoś, co wam zapowiem, haha, i innych rzeczy.
14954:  Dzięki raz jeszcze najserdeczniej za przybycie dzisiaj na nieoczekiwany i wyjątkowy Steam wtorkowy.
14958:  Podziękowania wielkie dla Rektora Akademii Górniczo-Hutniczej w Krakowie za ogłoszenie godzin rektorskich.
14964:  Wszystkiego jamniczego i dobrego dla Was, moi drodzy.
14967:  Zażyjcie snu.
14968:  Dodatek jest miodny, gra się dobrze, co oznacza, że mamy co robić aż do wyjścia Goals of Tsushima.
14974:  Dziękuję wspierającym jak zawsze za wspieranie, trybutariuszom także.
14978:  bo to też wspierający.
14979:  Dziękuję Jamnikojom za obdarowywanie wspieraniem trybutariuszy.
14982:  Skomplikowane nazewnictwo, ale przede wszystkim dziękuję wszystkim widzom stałym i niestałym za to, że wpadają gawędzą i przyglądają się, jak Krzysztof anihiluje wrogie wojska i inne niemilce.
14993:  To zawsze miłe.
14994:  Trzymajcie się najserdeczniej.
14996:  Dobrej nocy dla Was i do następnego.
