🔴 Yuan-bo zwiedza terrarium z Mazdamundim — WARHAMMER 3 Yuan-bo #2
🔗 https://www.youtube.com/watch?v=Xd5wxHcz938

193:  Witam wszystkich najserdeczniej!
12631:  Ja zawsze kupuję w 5 o'clocku.
12635:  Bo też jest najbliżej.
12637:  Wszystkich miejsc, w których się pojawiam.
12640:  co w tym miejscu oznacza galerii handlowych w Krakowie.
12643:  Skąd się w ogóle wziął fenomen, fenomen, fenomen, ha, ha, ha, fenomen Żeromskiego, to jest zaiste fenomen, bo jadowite.
12650:  Przez co tego się nie da czytać.
12652:  Wiesz co, wyznawca Rogatego Szczura, uczciwie ci powiem, że jest jedna książka Żeromskiego, którą się da czytać, jest to Nawracanie Judasza.
12658:  To jest przynajmniej taka powieść z jakimiś elementami, jakimiś modernistycznymi, tajemniczymi, coś w stylu portretu Doriana Greya, naprawdę dobra rzecz.
12666:  Jedyna rzecz, która mu się udała i oczywiście jest przez nikogo nieznana.
12671:  Bo wszyscy znają tę grafomanię potworną.
12674:  Bagienne miasto.
12674:  Na razie nawet nie zamierzam tego ulepszać.
12677:  Ej, wiecie co?
12678:  Nie widzę jaszczurek.
12681:  Chyba, że jaszczury są w Yamchuri.
12683:  Obecność wojska jeden.
12687:  Czemu tu wszędzie jest szkodliwie?
12692:  Dobra, może tędy.
12695:  Kurczę, to byłoby fajne, żeby ich tutaj zaskoczyć od tej strony.
12699:  Podbić jamczurię.
12702:  Zróbmy to.
12703:  Podbijemy jamczurię.
12705:  Bo tutaj i tak mamy jakąś... Jakąś tam armię mamy.
12714:  Nie dam ci już ani monety, turę później daj daninę.
12717:  O jakich prezentach marzę na gwiazdkę?
12720:  Ja nie marzę na gwiazdkę o żadnych prezentach.
12723:  Ja wszystko mam, co chcę.
12725:  Taka prawda.
12727:  Wszystkie rzeczy, które bym chciał, i to jest zasmucające bardzo, są niedostępne.
12732:  Na przykład bardzo lubiłem takie cudowne mydło o zapachu drzewa sandałowego.
12737:  Zostało wycofane na wszelki wypadek ze sprzedaży, żebym nigdy...
12744:  Nigdy.
12746:  A w zasadzie powinienem zrobić tak, żebym nigdy już nie cieszył się z mydła, bo to było za dużo radości.
12755:  Zawsze.
12757:  Hatfu zyskuje błogosławieństwo Indu.
12761:  Ej, ale myśmy już mieli ten dylemat.
12764:  Bierzemy to.
12765:  Krzysztof marzy tylko o zniesieniu punkcików.
12767:  Tak.
12768:  Ja zawsze mam problem z myśleniem o prezentach.
12772:  Zawsze.
12781:  A co to jest?
12782:  Co ten foodtruck tutaj robi?
12784:  To brzmi jak foodtruck.
12786:  Jamczuria.
12787:  Pewne zwycięstwo.
12788:  Teraz nagle nam idzie, tak?
12790:  Łupienie.
12794:  No chociaż na otarcie łez mydło od Guniego.
12796:  Dziękuję Guni za cyfrowe mydło.
12800:  Czy ja, czy ja, czy ja, ja, ja, ja jestem ślepy?
12804:  Ja nie mogę teraz zająć Manchurii?
12806:  Znaczy, Yamchurii, przepraszam?
12807:  Na, na, na, na, na, na, na, na, na, naprawdę?
12814:  A nie wiesz.
12814:  Ja nie wiesz.
12816:  Skarpety na przykład.
12817:  Mam skarpety.
12818:  Wszystko mam.
12825:  Ej, ej, ej, to ruszyło?
12833:  To ruszyło i chce nas zaatakować.
12838:  Ale możesz mieć więcej skarpet.
12840:  Właśnie nie mam potrzeby nigdy, żeby mieć czegoś więcej.
12843:  Zaraz nie korzystasz z najmocniejszej mechaniki one bocci kamienia i metalu, bo cały czas zbieram, żeby mieć cztery kamienie.
12854:  Ale możesz mieć więcej skarby.
12857:  Ubrania w naszym wieku są zawsze spoko, Krzysztofie.
12859:  Dziękuję za to w naszym wieku, Raciaveli.
12861:  Dziękuję.
12865:  Więcej jamników?
12866:  Nie!
12869:  Dlaczego on się nazywa Zakol?
12872:  Dlaczego on ma zakola?
12887:  Wiecie, dlaczego to zrobiłem?
12889:  Ponieważ jestem... TERAKOTOWY STRAŻNIK?!
12894:  Biorę to.
12895:  Aaa!
12900:  To żenujące coś zaatakowało!
12907:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
12938:  Aha, czyli fat shaming.
12940:  No, no, no, fenomenalnie.
12946:  Fat shaming moich jednostek.
12948:  Bardzo... Dlaczego ty nie możesz tutaj wylądować?
12954:  Ja nie mam, ja nie mam, ja nie mam pytań, ja nie mam pytań.
12957:  Nie ma takiego kaczy mydła z drzewem sandałowym już.
12961:  Nie ma.
12961:  No ono pachniało jak perfuma, było niesamowite.
12964:  Próbowałem od lat znaleźć takie i nigdzie go nie ma.
12967:  Smutne.
12970:  W tym wieku to już zapas Amolu.
12973:  Ja uważam, że Amol ktoś strasznie spieprzył zadanie.
12978:  Przecież Amol powinien się nazywać Ramol.
12980:  To byłoby cudowne.
12982:  Ramol.
12983:  W ogóle Ramol to jest część wiązanki obelg, którą wypuszcza w twierdzy Krzyżowiec ktoś, nie pamiętam już kto.
12993:  Ramol, Zapluty Flejtuch, Chrzczuży Wypierdek i tak dalej.
12997:  Cudowne.
12999:  Fenomenalne i piękne.
13003:  Tak i to... Kiedyś to były mydła.
13009:  No były!
13011:  Były!
13013:  Nie ma już takich mydł jak kiedyś.
13015:  To właśnie się kończy.
13019:  Gildia złodziei, szansa na kraj... Aha, świetnie.
13022:  Nefrytowe bełty.
13024:  Moi drodzy, będziemy rzygać na zielono, zawsze tak chciałem.
13028:  Zbieranie nie ma sensu.
13029:  Jak wydasz jeden, to po jakimś czasie zamienia się w drugi typ.
13031:  Same nie przerosną.
13032:  W ogóle zbieractwa nie rozumiem, wyjąwszyż zbieranie jamników, moi drodzy.
13038:  Od dzisiaj tak będę nazywał Amor.
13040:  Tak!
13043:  Czy szare mydło lew pamiętam?
13044:  Pamiętam, było coś takiego.
13046:  Świąteczna twierdza mówicie.
13048:  Czy nie da się zrobić mydła z klapek?
13050:  Może to byłby dobry substytut mydła z drzewa sandałowego.
13055:  O nie!
13058:  Wiecie co ja sobie myślę?
13059:  Że Ex-Oatl może już zostać przez nas zaatakowane.
13063:  Ja w stronę Ex-Oatl się zbliżam i widzicie?
13067:  Śmialiście się.
13068:  Krzysztof, nie uda ci się.
13070:  I co?
13071:  I co teraz?
13072:  Teraz Gotrek Garnition.
13077:  Otóż to.
13079:  Mydło Kubota.
13080:  To byłoby potężne mydło, moi drodzy.
13083:  Boże, jak się cieszę, że mamy dwie prowincje.
13085:  To wspaniała wiadomość.
13087:  Ile masz osad?
13089:  Poproszę o inny zestaw pytań.
13091:  Z dziadowskich tekstów pamiętam, w ogóle dziad to jest przepiękne słowo, a dziad proszalny?
13096:  Jeszcze piękniejsze.
13097:  Z dziadowskich tekstów pamiętam, jak dziadek kiedyś potraktował innego kierowcę tekstem, ty furmanie!
13109:  Ty Furmanie, brzmi cudownie.
13111:  Ja usłyszałem kiedyś, Boże, ale to było w jakimś serialu typu Szpital, wiecie, istnieją takie rzeczy paradokumentalne i puszczali to w, no nie zgadniecie, szpitalu, w którym byłem, w poczekalni, więc nie miałem wyjścia, musiałem patrzeć na ekran i tam w którymś momencie jakaś jedna, no powiedzmy,
13131:  pani o kwestionowanym rodowodzie miejskim, powiedziała do drugiej szlachetnej niewiasty o równie kwestionowanym rodowodzie wielkomiejskim,
13142:  Ty herbapolu, ty!
13147:  Jaki herbapol?
13149:  Co to jest, wlek?
13150:  Kto wymyślił, że to jest Opelga?
13152:  Ty, ty herbapolu, ty!
13154:  Boże, było tak żenujące!
13156:  Boże, najgorsza... Najgorsza to jest... Zasługuje, żeby został uwieczniony jako nazwa bohatera.
13166:  Jak można?
13167:  Dobre herbatki ziołowe.
13169:  Jak można z tego Opelgę zrobić?
13173:  Masz limit czterech kamieni obecnie.
13175:  Nie będziesz miał więcej.
13177:  Wy mi to teraz mówicie?
13179:  Sprawy wagi państwowej.
13180:  Nawet nic nie mogę zrobić, zobaczcie.
13182:  Możemy zrobić tylko pospieszną budowę.
13184:  I wiecie co?
13184:  Może to jest jakaś opcja, żeby zrobić pospieszną budowę.
13188:  Bo co ja zrobię innego?
13190:  No bo nie możemy wydać jednego kamienia.
13192:  Musimy wydać... Absurdalne.
13197:  Celestial Command.
13200:  Lord Mazdamandi tutaj jest, moi drodzy, i się zasadza w zasadce.
13211:  Ho.
13211:  O Boże, tempo odzyskiwania strat plus 30% dla tego lorda tylko?
13216:  O nie.
13219:  Nie.
13219:  Aaaah.
13224:  Lemowskie słowo roku.
13226:  Tak.
13228:  Lamerskie, nie lemowskie.
13229:  Czemu przeczytałem lemowskie?
13233:  Wiecie co?
13234:  Mam pomysł.
13236:  Zużyjemy wtedy sprawy wagi państwowej i tyle.
13239:  Co tam?
13243:  I tyle w temacie.
13244:  Skumbrie w temacie pstrąg.
13248:  Tak trzeba było zrobić.
13250:  Zasługiwaliśmy na to.
13251:  Zasługiwaliśmy na to, żeby sprawy wagi państwa zostały rozstrzygnięte.
13255:  Jeżeli tego się nie da podbić... Dobrze, okupacja.
13268:  Bagienne miasto i jeszcze posąg księżyca.
13270:  To posąg księżyca wymaga od nas tego, żebyśmy podbili tę śmieszną nację tutaj.
13278:  Jesteś bardziej oszukany niż kawa zbożowa, to też jest piękne, Obelga Gnomeus.
13292:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
13297:  Dlaczego oni atakują mnie na raz dwiema armiami?
13300:  Co? !
13322:  Ciekawe jestem, czy zadziała.
13331:  On gdzieś na miasteczku AGH pisze Guni, spożyłem przepaskudny napój zrobiony z soku poziomkowego herbapol i spirytusu.
13339:  Nie polecam takiej konfiguracji i chyba rozumiem, skąd się wzięło przekleństwo.
13343:  Rozumiem.
13344:  Rozumiem.
13349:  Ale za to...
13354:  Uuuu, to jest ciekawa mapa, powiem wam.
13357:  To jest ciekawa mapa.
13359:  Ta mapa mi się podoba.
13360:  Dobra, Terrakotowy Strażnik, mieliśmy go zobaczyć.
13363:  Piękny!
13364:  Zakład, że szybko zginie?
13367:  Ale naprawdę przepiękny model jednostki, coś wspaniałego.
13372:  Proszę bardzo, jak pasuje do tych zieleni, które mamy.
13376:  Mam nawet, mam nawet piękne podsumowanie tej jednostki.
13380:  Grałbym nią na poziomie normalnym.
13383:  Czemu, czemu zrobiłem wielki zoom na krocze biednego, nefrytowego kolosa?
13388:  Nie wiem dlaczego.
13390:  Jest taka jedna kolęda, która zawsze mnie bawiła, to znaczy jej referent jest nie wiem dlaczego, nie wiem dlaczego.
13397:  Moje motto życiowe.
13402:  Dobrze, więc tak.
13404:  Nie ma to tamto.
13408:  Później będzie trzeba ich wszystkich ustawić w odpowiednim ordynku.
13419:  Okej, oni będą oczywiście nacierać z tej strony też.
13423:  Jeszcze sprawdzę jedną rzecz.
13430:  Nie wiem, czy to nie byłaby lepsza pozycja tutaj, wiecie.
13435:  Do wypróbowania w razie czego później.
13436:  Dobra, myślę, że to będzie finalna bitwa dzisiejsza.
13439:  Więc trzymajcie kciuki, żeby poszła.
13442:  Dobrze.
13447:  Dobra, więc tak.
13449:  Jeśli chodzi o... ...harmatę, harmata pójdzie tutaj.
13457:  Tutaj pójdą inne harmaty.
13459:  Tu jest rakotowy strażnik.
13463:  Kusznicy.
13464:  Tu.
13468:  gdzie wysłać linka do mydła sandałowego.
13471:  Jeżeli znajdziesz to mydło, to jest to bardzo zdumiewające, ponieważ ja szukam go codziennie, gdy chodzi o konkretne.
13478:  Niestety skamują bardzo na tych zapachach.
13483:  I to nie są prawdziwe zapachy.
13487:  To są zapachy z zapachy raczej.
13490:  Krzysztof jest bardzo wybrednym człowiekiem, jeżeli chodzi o towary potrzeby higienicznej.
13499:  Dobra, teraz będziemy sprytni i zrobimy szachownicę.
13504:  Dragon God!
13505:  Przestań się drzeć!
13508:  Dragon God!
13512:  Żenujący dramat.
13520:  Proszę bardzo.
13524:  Znowu jest ten koatl cały?
13527:  Tak.
13528:  Jakie one mają zasięg?
13530:  Dobra, zobaczymy jak ci jeźdźcy na longmanach czy co tam będą atakować koatle.
13534:  Ciekawi mnie to.
13541:  Dobrze.
13541:  I teraz tak.
13543:  Wielkie działo.
13544:  Flara ognistego deszczu.
13545:  Tam.
13551:  Nie spodziewałem się.
13558:  Dobrze, dobrze, dobrze, dobrze, dobrze, dobrze.
13561:  Działa.
13561:  Działa jak natura chciała, ale działa.
13570:  Teraz tak.
13578:  No!
13580:  Coś i kto to daje, powiem wam.
13587:  Dobrze, dobrze.
13588:  Wszystkie latawice mi stąd wyeliminować.
13590:  Bardzo proszę.
13593:  Wszystkie latawice.
13596:  Każda ma nieżyć.
13599:  Albo ewentualnie ma mieć nieżyt gardła.
13602:  To mi wystarczy.
13604:  Dobra, zobaczymy jak sobie radzi ten kolos.
13605:  To mnie ciekawi i to bardzo.
13609:  Otóż jest bardzo wolny i nic nie widzę.
13616:  Oho, tam idą, w tamtą stronę.
13617:  Dobra, dobra, cały czas je atakować.
13619:  Świetnie.
13620:  Koatle unieruchomione na razie.
13624:  Wiecie dlaczego są unieruchomione?
13625:  Ponieważ jakiś kretyn w nie nie strzela.
13628:  Działa strzelać w koatle.
13630:  Czy ja to dzisiaj powiem jeszcze 90 razy?
13632:  To jest niesamowite.
13635:  O, jeźdźcy na longmanach już prawie zginęli.
13637:  Świetnie.
13639:  Dobrze wiedzieć.
13641:  Znakomita świadomość.
13644:  Dobrze, ruszamy tym strażnikiem terrakotowym.
13654:  Dobra, pokaż co potrafisz.
13657:  Pokaż dla czatów.
13659:  Bądź strażnikiem terrakotowym.
13661:  Uwielbiam tę animację ataku.
13665:  Animacja ataku jest przepiękna.
13667:  Niestety tylko animacja.
13673:  Co on w ogóle wyprawia tutaj?
13676:  Wiem, że tu się dziwne rzeczy dzieją.
13677:  Tu się dzieją rzeczy niestworzone całkowicie.
13687:  Niestety, niestety bardzo mocno oberwaliśmy.
13691:  I one bowłem.
13694:  Ale to nic.
13698:  Striggerowałem buga, ale mi przykro.
13701:  To znakomita wiadomość.
13703:  Więcej takich potrzebujemy.
13706:  Bardzo dobrze.
13707:  Uratuje nas wyłącznie debilizm AI.
13713:  Ziefietnie.
13715:  To jest, moi drodzy, myślenie taktyczne wyłącznie.
13719:  Taktyka, strategia.
13725:  Kietlane pomysły.
13727:  Logiki niebiańskie.
13730:  Strzeliste algorytmy.
13734:  Tak właśnie.
13737:  Mam lepszy pomysł.
13738:  Przestańcie w nich strzelać.
13739:  Niech się sami zabiją.
13742:  Dobrze.
13743:  Jeźdźcy na Longmanach dalej walczą z Koatlem.
13747:  Przyciągnij mi tutaj Koatla, a wy napierniczać w nadchodzące tutaj jednostki.
13752:  Bardzo proszę uprzejmie to uczynić.
13758:  Dobrze.
13762:  Działa dalej walów koatla, to mi się podoba.
13765:  Musimy się przygotować tylko do transformacji z powrotem nie w smoka, ponieważ tylko wtedy jesteśmy w stanie użyć zaklęcia, które nas uratuje.
13778:  A to zaklęcie brzmi sieć amyntoka.
13781:  Zaraz jej użyjemy.
13787:  Mam nadzieję, że to jest ostatni koatl, bo ja już nie chcę mieć z nim w ogóle nic wspólnego.
13794:  Czy my właśnie uderzyliśmy w drzewo?
13797:  Ba tak.
13803:  Dobra, terrakotowy strażnik ma się średnio.
13813:  Nie podoba mi się to, co widzę.
13819:  Nie podoba mi się w ogóle to co widzę.
13821:  Nie podoba mi się przede wszystkim to, że zwariowała nagle nasza flara ognistego deszczu.
13826:  Dobra, druga rzecz.
13831:  Terrakotowy strażnik zaraz zginie.
13842:  Zaraz zobaczymy jak się nasza piechota sprawuje.
13844:  Coś mi mówi, że nie będzie to dobre.
13848:  Wyeliminować Mazda Mandiego.
13849:  Bardzo proszę wyeliminować natychmiast Mazda Mandiego.
13855:  No, terrakotowy strażnik padnie, mówię wam.
13860:  To niedobra wiadomość.
13864:  Mmm... O Boże, jest następny koatl!
13874:  Wszyscy w koatla.
13880:  Wszyscy natychmiast walić w kołatla.
13889:  Dajcie spokój, co tu się dzieje?
13891:  Szymon N, witamy w gronie wspierających.
13894:  Nie, nie udało się zmienić na łatwy poziom.
13896:  Niestety, moi drodzy.
13897:  Nie ma tak dobrze.
13901:  Nie ma tak dobrze.
13906:  Nic nie mogę zrobić.
13907:  Jezus.
13909:  My jesteśmy w tym momencie wykańczani przez... w sytuacji, gdy mieliśmy idealne... idealne warunki taktyczne.
13919:  To jest wręcz nieprawdopodobne.
13926:  Czemu oni nie strzelają?
13927:  Czemu tu nikt nie strzela?
13930:  Walcie mi w Mazda Mandiego, a ja tymczasem walę potężne zaklęcie.
13938:  Jeżeli odchodzić, moi drodzy, to z hukiem!
13949:  Szkoda, że to nikt nie anihilowało w 100%, bo powinno!
13954:  No i koniec.
13957:  No i koniec.
13960:  To już jest ten moment, kiedy może, może nam się uda zabić Mazda Mandiego.
13964:  Może.
13966:  Może.
13969:  Ale już jest... Jezusa.
13974:  Nawet nie zdołamy zabić Mazda Mandiego.
13977:  Skończyła nam się amunicja.
13985:  Dobrze.
13989:  Więc wiecie czego zabrakło?
13990:  No niech pomyślę, drugiej armii, ponieważ graliśmy przeciwko dwóm armiom.
13996:  Jest jeszcze szansa, że Yuan Bo się zreflektuje i przestanie uciekać.
14001:  No i oczywiście ten koatl cały, który... Ja nie wiem, ja nie wiem.
14014:  Jeszcze żeby umieli strzelać, to już byłoby w ogóle cudownie.
14024:  Tak, Jonbo cały czas ucieka.
14026:  Nic nie jesteśmy z tym fantem w stanie zrobić.
14030:  Smutne.
14032:  Moi drodzy, szlachetna porażka przynajmniej.
14035:  Tyle dobrze.
14040:  Tyle dobrze.
14042:  Dobrze, moi drodzy.
14043:  Długo dzisiaj było bardzo.
14045:  Dziękuję najserdeczniej za przybycie i dziękuję za przede wszystkim obecność wszystkim tym, którzy byli przez dwa strumyki od 16, aż to jest jakiś rekord, chociaż przerwa była w międzyczasie.
14056:  Dziękuję Wam najserdeczniej za przybycie, za wspieranie, za rzeczy i przede wszystkim życzę Wam cudownej końcówki tygodnia i cudownego weekendu.
14065:  Jest szansa, że sobie w niedzielę zrobimy Q&A, nie Baldura, więc jest zmiana tutaj mała.
14069:  Baldur będzie jakoś w tygodniu.
14072:  Tak myślę przynajmniej.
14074:  Zwłaszcza, że w tygodniu będziemy jeszcze mieli opór w Baldura Gęszina.
14078:  Więc się zrobi bardzo fabularnie.
14080:  No i potem wlatuje przerwa świąteczna i w przerwie świątecznej...
