🔴 Bear with me, niedźwiedź ze mną — WARHAMMER 3 Kostaltyn #2
🔗 https://www.youtube.com/watch?v=yjpBzYQVOcw

34:  Szybko ruchnij.
16205:  No jakoś to idzie moi drodzy, jakoś to idzie.
16211:  Kopium.
16221:  MOVIM!
16223:  Oblińscy jeźdźcy z łukami.
16227:  Matka Ostankia jakoś się przemieszcza.
16229:  Mam wciąż wrażenie, że tego jest za mało.
16234:  A tak, widziałem po stronie te informacje o przeprosinach Rocka.
16238:  No szkoda, że w ogóle in the first place trzeba było je zamieszczać, nie?
16245:  Dobrze.
16246:  Tutaj Ashina Ambushers są w kiepskim stanie, przenieśmy ich.
16252:  Czyli oni są dobrzy do ścigania, zauważyłem, w większym stopniu, niż do uciekania, tak jak w przypadku jednostek High Elfów, które sobie o wiele lepiej z tym radzą.
16273:  Książka, w której główna postać staje się z dobrej zła?
16275:  Bardzo rzadko, że coś takiego zdarza.
16280:  Mam wrażenie, że to było w pewnym sensie w Code Geass.
16284:  Czy z jakiś czas przynajmniej.
16286:  A potem się okazało, że nawet tam tego nie ma.
16290:  Kinda spoiler.
16297:  Dobra, gdzie jest moja bohaterka?
16300:  Szlagnie za... Nieeeee!
16303:  Jak ja tego nienawidzę!
16305:  Dlaczego ten debil tu się pakuje?!
16309:  Do walki!
16311:  Aaaaah!
16314:  Człowiek wybiera nie wiadomo ile ten trait nieszczęsny bohatera i potem mu umiera.
16319:  Jakie to jest irytujące!
16323:  Aaaaah!
16326:  Tak w którymś momencie bohaterowie to już jest udręka, bo trzeba ich nieustannie pilnować.
16337:  Trzeba było wziąć to autorozstrzygnięcie, taka prawda.
16344:  Dobra, znowu się musimy trochę wycofać.
16349:  Tak, brak magii to jest katastrofa, tak?
16350:  Wiedźma może nie mieć magii!
16353:  Litości!
16359:  Spowolnijmy ich troszeczkę.
16362:  Co to jest?
16363:  Wojownicy chaosu, kona z halabardami, a skąd oni się tutaj do cholery wzięli?
16376:  Nie mam pojęcia.
16378:  Czy Dune'a nie jest trochę tak, że bohater jest z dobrego staje zły?
16381:  No, zależy który.
16385:  Tam się zmieniają bohaterowie co tom.
16389:  Więc ciężko powiedzieć.
16390:  Mam wrażenie, że to jest w ogóle tak trochę przynajmniej sprzeczne z tym, czego ludzie oczekują, bo zwykle ludzie właśnie oczekują, że będzie przemiana bohatera z takiego mniej lubianego w bardziej lubianego.
16406:  W trylogii może Just dobra postać staje się zła.
16409:  Nie pamiętam tej trylogii już tak dobrze, niestety.
16412:  Ale ufam wam absolutnie, bo macie trzydzieści razy lepsze pamięć o mojej.
16418:  Dobra.
16420:  Ostatnia linia.
16425:  Wy się już wycofajcie, wy się też wycofajcie.
16427:  Hmm.
16435:  Czemu nie używam Lozowej Gwardii?
16436:  Bo nie mam do niej dostępu.
16440:  A poza tym, jeżeli chodzi o Ashina Ambushers, oni są... ...lepiej boostowani przez Matką Ostankę.
16449:  Caryca Katarzyna absolutnie ma mieć Lodową Gwardię, co do tego nie ma wątpliwości.
16457:  Dobra.
16461:  Zresztą, niezależnie od tego, co byśmy mieli tutaj, to w Crasnoludówie chaosy są przepotężni.
16469:  Jak walczę przeciwko nim, to zwykle rozstrzygam bitwę automatycznie.
16472:  Chyba, że mam naprawdę bardzo dobry Doomstack.
16477:  Jedyna narracja, gdzie znam bohatera, którym jest ork, to jest of Orks and Men.
16485:  Przepraszam, że Royal za laukę dla Starfielda jako merek telegramowy nie przeprosił.
16489:  To już oczywiście szkoda, jeżeli taką zrobił.
16492:  Żal mi tego bohatera, bo to jest w zasadzie jeszcze jedyna strata.
16497:  Ale uważam, że Doomstack złożony z bohaterek samych, taki dla matki Ostanki, to jest coś, nad czym warto popracować.
16508:  Destruction is necessary before creation było w Code Geass.
16512:  Absolutnie, Belwerter.
16513:  Nie, bardzo mi się podoba ta postać.
16516:  Lelush... O nie, jednak jedną straciliśmy, nie wiem jakim cudem.
16523:  No, trzeba było, to był błąd, trzeba było jednak jednego po drugim.
16529:  Nie wiem, czy tego nie zrobię.
16533:  Zrobię to.
16535:  Trzeba było jednego po drugim brać.
16539:  Duna jest u Duncan'a Idaho, rozwija się fenomenalnie, tylko zajmuje mu millennia.
16545:  To jest spoiler, który dopuszczam.
16552:  Wspaniałe, absolutnie.
16557:  Rock to taki człowiek, którego recenzji nie da się brać na poważnie, bo on się wszystkim jara jak dziecko, ale to jest jego urok w tym, myślę, duży.
16564:  Dobrze.
16566:  A, to jest przed turą.
16572:  Nie ma tego wszystkiego, co by na moje nie wyszło.
16579:  Tak, to był meta-spoiler z Dune'y.
16582:  Jak oceniam Suzaku Kururugi po całości Code Geass, wciąż mnie denerwuje.
16588:  To jest postać świętojebliwa do samego końca.
16600:  All hail Britannia!
16602:  Jest.
16604:  No, konsekwencja prowadzenia postaci w Code Geass jest potężna, to prawda, moi drodzy.
16615:  Ja jak zwykle nawet nie orientuję się, kiedy czas mija, a gramy w Warhammera.
16619:  Eee... Okej?
16624:  All hail Lelouch!
16627:  Lelush, Lampy Róż, Boże, to jest postać tak nazwana, że ja nawet nie jestem w stanie jej zapomnieć.
16642:  Tak jest jednak lepiej, moi drodzy.
16649:  Wystarczyło tylko tyle.
16655:  Eee, tak.
16658:  Lampyrus.
16661:  Proszę, ktoś wraca!
16663:  Ale krasnoludowie chaosu oznacza, to nie mają już dostępu do tych swoich wysokolewelowych osad, a to bardzo dobra wiadomość.
16672:  To nie jest trochę tak, że Rockowi się wybacza poziom merytorycznego recenzji, bo jest tym Rockiem.
16676:  No myślę, że tak, nie?
16681:  Ja zresztą Rocka szczerze powiedziawszy nigdy recenzencko jakoś nie oglądałem, raczej właśnie wpadałem na jego let's play'e ze Skyrima kiedyś.
16692:  Untalentowany rzemieślnik.
16695:  Teoretycznie może dostać Redwany, czemu nie, ale damy jej istoty z krainy.
16701:  Bo ostatecznie je wspiera najbardziej.
16703:  The power of a witch is in her charms.
16706:  Power of a witch.
16706:  Przeklęte gusła.
16707:  I teraz tak.
16708:  Mateczka wie co dobre nie, ale... Strażniczka dziczy.
16713:  Czy my w ten sposób zboostujemy strażników Ashiny czy nie?
16717:  Nie.
16721:  Ale to będzie dla mateczka wieco dobre.
16725:  Nie, nie, nie, nie.
16725:  To nie będzie to.
16727:  Jakie klątwy?
16728:  To jest pytanie.
16729:  Może chodzi o te klątwy?
16733:  A, dobra.
16734:  Weźmiemy.
16737:  Jedność naturą.
16738:  Talizmany ochronne.
16739:  To się przyda.
16741:  Jeszcze dalej możemy.
16745:  Dragon's Dogma jako serial.
16746:  Ja to bardzo polecam, ale tylko jako serial.
16750:  Czy książka, w której Mak byłby całkowicie OP nie zabiłaby imersji?
16753:  Nie wiem, Powiernik Miecz, on jest zagubiony w świecie, no ale właśnie on jest OP i możesz być zagubiony w świecie, a być jednocześnie OP i wszystko jest w porządku.
16761:  I to jest super, jak dla mnie.
16764:  Idziemy odbić obozowisko Sarlów i potem ujarzmimy Norskę, a to pewnie już na następnym live'ie.
16770:  Natomiast dzisiaj bym chciał bardzo wykończyć Krasnoludów Chaosu i równocześnie rozwiązać problemy Podgrodzia.
16779:  Mam na myśli Festusa Pana Pijawek.
16782:  Nadal brak trailera sezonu trzeciego Vox Machina.
16786:  Ma być Early 2024.
16787:  Dziękuję Michale za trybut.
16789:  Tak.
16791:  Bardzo mi go brakuje, przede wszystkim bardzo mi brakuje legendy Vox Machina, bo jest niesamowita.
16798:  Dobrze.
16800:  I am Kostalten!
16801:  You are Kostalten!
16803:  He is Kostalten!
16807:  Ja na wszelki temat ten kikut demona podbiję również, bo wiem co EA lubi robić najbardziej.
16814:  EA uwielbia majtać się z jednej strony na drugą mapy.
16820:  Wykorzystując cheaty na daleki hud.
16824:  Nope.
16837:  Nie wiem jakim cudem to było możliwe, ale okej.
16843:  I nawet tutaj widziałem jak Critical Role robili live'a z pomocą swojej karcianki.
16846:  Proszę bardzo.
16849:  Elminster jest Opel, jednocześnie Forgotten Realms jest tak wysokopoziomowym światem, że to nie radzi.
16853:  Są potężniejsze istoty od niego.
16856:  Całe państwo na mapie.
16857:  Oceniamy rozmiar.
16858:  Proszę bardzo.
16858:  Zaczyna się.
16860:  Jest jedna zasada, która umożliwia stworzenie gry.
16862:  W tej magii jest open.
16863:  Mianowicie, if everyone is open, no one is.
16866:  Zgodzę się.
16867:  No, my nie zajmujemy jakiejś wielkiej powierzchni, moi drodzy.
16871:  Wszystko to, co jest koloru kupy.
16873:  Mianowicie.
16874:  To jest kostaltyna.
16876:  Ale tutaj dużo...
16877:  Terenu jest koloru kupy, w związku z powyższym niektóre tereny mogą być uznane za tereny wannabe Konstaltyna.
16887:  No dobrze, to podbijamy.
16890:  I mamy opanowaną jedną prowincję, bardzo dobrze.
16893:  Teraz tak, bo ja w ogóle chciałem strasznie, żeby się dzisiaj udało, ale chyba się nie udaje.
16899:  Eee...
16902:  Przeawansie postaci to możemy wziąć, żeby się udało dzisiaj wziąć Carycę w obroty.
16907:  No i co to znaczy, że nie ma Carycy?
16910:  Czy Carycy?
16911:  Skandal.
16913:  Festus Pan Pijawek spieprza przed nami, aż miło.
16917:  Doskonale.
16920:  Doskonale.
16925:  Good.
16929:  Dobrze, idziemy dalej.
16930:  Tutaj nas nic nie zaskoczy.
16933:  Nic.
16933:  Brand pogromca ludów jest do wyeliminowania.
16936:  Szybkiego.
16938:  Ktoś jeszcze został?
16942:  Zresztą chcesz obracać serce jak Stanisław August Aproft.
16946:  Nie inaczej.
16948:  You are truth!
16949:  A właśnie, matka Ostankę.
16950:  Wiedziałem, że o kimś zapomniałem.
16953:  To ona się musi zasadzić w zasadce, ponieważ... Ej, a jak zwykle jest jeden piksel od nas.
16959:  Masakra.
16962:  Krzysztof, nie odbierasz telefonu, chciałbym się dowiedzieć, czy zamówienia 40 sztuk parówek z jamnika dalej jest aktualne?
16973:  Zawsze było.
16976:  W ogóle ciekawostka od Rapture 2003.
16978:  W sieci kampanii z Critical Role znajduje się Pałac Lusterka i nie mogę się doczekać, aby doprowadził to wymówić.
16983:  A po polsku w sensie, wow!
16988:  Krzysztof Controversy.
16989:  Tak, tak.
16991:  Zamówienie na parówki.
16995:  To brzmi jak ja.
16999:  O dobrze, już nie chce mi się z nimi walczyć.
17002:  Nie można robić parówek z jamników, moi drodzy.
17006:  Okej.
17007:  To jest jedyny sposób, żeby AI się dało zaskoczyć.
17012:  Dobra, jest.
17016:  Och.
17019:  Wreszcie.
17020:  A nie, zasadzka została odkryta, to ja nie rozumiem, ja już nic nie rozumiem, nic nie wiem.
17027:  No właśnie, jak to parówki z jamnika?
17028:  No właśnie, nie mnie pytajcie, nie mnie.
17033:  Tak i tak i teraz tak.
17036:  Oczywiście, że nie dotrzemy tutaj w żaden sposób, ale możemy się sprowadzić.
17040:  Nie, nie zasadzimy się w zasadce.
17043:  Niedobrze.
17045:  Ostatnio pograłem trochę na modzie The Old World.
17047:  Bardzo fajne, jak puściłem tutaj Warhammer 3 do czasu Thrones of Delay.
17052:  Tak, Thrones of Delay zasadniczo jest opóźnione.
17055:  To adekwatna nazwa.
17059:  Okej.
17062:  Nooo, chosen drużyna, widzę, że tutaj wsparcie, Festus Pan Pijawek się buuuuuj.
17071:  My nie możemy wylądować?
17073:  Ale numer, dobra.
17077:  Pa pa.
17081:  Dobra, bo to chodziło o to, żeby zdobyć cechę.
17084:  Tempo uzupełnienia strat plus 5, dokładnie.
17087:  Te cechę.
17088:  Good.
17089:  Chosen drużyna.
17092:  Ametystowe Słońce Xerusa może być dobre nawet tutaj.
17097:  Odchłancieni na pewno.
17100:  A tutaj tym razem damy sobie magiczne posiłki.
17104:  Thrones of Decay ma być ponad świetnie.
17106:  No na pewno będziemy grać, moi drodzy, co do tego nie mamy wątpliwości.
17109:  Zresztą ja też dlatego tak niechętnie tego cincha odpalam, bo Thrones of Decay ma bardzo zboostować frakcję cincha właśnie.
17117:  Więc trochę nie ma sensu zaczynać teraz tejże.
17123:  Chosen drużyna.
17130:  Thrones of Decay ma boostować Nergla, pisze Belwether, nie cincha.
17136:  Aaa, nie ma być nowych jednostek tam czasem?
17138:  Uuuu... Myślałem, że będą nowe jednostki.
17143:  To niedobrze.
17146:  To mnie zmartwiliście.
17149:  Bardzo.
17150:  Mistrz Carycy, niezwyk... Jezus Maria!
17154:  Odporność na ostrzał 10 dla wszystkich jednostek Armia Bohatera.
17158:  Pancerz dla carskiej gwardii.
17159:  Tak, to jest bohaterka dla Carycy.
17163:  Absolutnie.
17164:  Siła broni dla Lodowej Gwardii, to jest bohaterka dla Carycy.
17168:  Łooo.
17171:  Shadows of Change rozbudowały Cinch'a, Atom rozbudowały.
17174:  Słabo rozbudowały Cinch'a.
17177:  Moja potrzeba nowych bohaterów legendarnych jest wyższa.
17182:  Możemy następnego Atomana za to przydzielić.
17186:  Tutaj.
17189:  Ja uważam, że powinien być jeszcze przynajmniej jeden legendarny lord.
17193:  Nawet nie wiem, co to jest.
17199:  No Nergla ja nie lubię bardzo.
17204:  Dobra, moi drodzy.
17205:  Potrzebujemy dobrej, finałowej bitwy.
17209:  To mi na tako wygląda.
17217:  No Cinch dostał kupę, tak?
17218:  No absolutnie, Bear.
17220:  Dwa legendarne bohatera to jest troszeczkę mało fanatyków.
17223:  Powinien być legendarny Lord, jakaś nowa frakcja przede wszystkim zupełnie, nie?
17227:  Bo o to chodzi.
17228:  Zawsze jak był DLC dla Warhammera, to dostawaliśmy dużą nową frakcję, paru legendarnych Lordów, zresztą dlatego Creative as a Me tak przepraszało.
17237:  Co mężczyźni mogą zrobić przeciwko tak złej nienawiści?
17247:  Jesus Christ, naprawdę.
17248:  Jesus Christ, to co się dzisiaj dzieje.
17257:  Okej.
17259:  Zdziwicie się, ale ustawimy się w tym miejscu.
17263:  Wiesz, oni mają lepszą artylerię od nas.
17269:  Tak.
17274:  Tak jest.
17280:  Tak jest, nie widzę innej opcji.
17286:  Chyba, że tu.
17288:  Tu lepiej.
17290:  Tak, bo tu się będziemy mogli w całości ustawić.
17294:  Trzy.
17297:  Dobra.
17299:  Może nawet zrobimy tak.
17305:  Dobrze.
17307:  Zdala od siebie.
17310:  Żmiej Gorynycz tutaj.
17313:  Bohaterowie wszyscy na szpice.
17316:  Może nawet ze żmijem.
17318:  Puścimy ich ze żmijem razem.
17321:  Carska Gwardia tutaj.
17329:  Dobra.
17332:  Żelazny Demon.
17333:  Ooo tak, o tak, tak sądziłem.
17336:  Bardzo dobrze.
17342:  Bo nie ma szans nasza piechota z nimi.
17347:  Tak, wreszcie bitwa.
17349:  Nie było tak, że oni przepraszali, bo dali mało nowych jednostek.
17352:  Też fanatykus, absolutnie, masz rację.
17357:  Przepraszam na emocje, corner camping w tej grze to jest jedyna strategia.
17360:  Widzicie, jak się AI rozłożyło szeroko?
17361:  Dramat.
17370:  Ale fail.
17376:  Dobra.
17377:  I ruszamy na nich.
17381:  Garłaczy krasnodów chaosu, dobrze.
17390:  Good, good, good, good, good, good.
17392:  Dobrze, dobrze, dobrze, dobrze.
17393:  Jeszcze panterkę przywołamy.
17397:  I lecimy z leczonkiem.
17399:  Dobra, dobra, zmiej, zmiej, zmiej, zmiej, zmiej, zmiej, zmiej, zmiej, zmiej Gorynycz!
17406:  Żmij ginie za szybko.
17412:  Boże drogi, jak się uwzięli na niego!
17416:  Biedny żmij!
17422:  Okej, żmij nie jest dobrą jednostką.
17426:  Myślałem, że on sobie bardziej poradzi.
17434:  Kurana, zostaw go!
17436:  Ale wiecie jak, jeżeli Drazgoraf V. Ashen...
17442:  Co?!
17445:  Co w nas strzeliło?
17448:  Dobra, dobra, dobra, teraz!
17451:  To będzie cast stulecia!
17460:  Mój Boże!
17465:  Tak, ostrzeliwują naszych strzelców.
17473:  Wycofajcie się tam.
17480:  Uhuu!
17480:  Ile nas zabiła?
17483:  Dziesięciu, a okej.
17484:  To nie był kast stulecia.
17489:  Drozdgorov v. Ashen.
17492:  Nas za bardzo.
17495:  Dojechał.
17506:  Kogo oni strzelają?
17507:  W nią.
17508:  Dobrze.
17512:  Okej, tego czachołupa bardzo proszę.
17520:  Jesus Christ.
17527:  Ooo, rzemiej czy posiadaj?
17538:  Tak.
17538:  Działo magmowe, no obrywa bardzo.
17548:  Czy oni są w stanie się przesuwać czy nie bardzo?
17550:  Nie bardzo, nie są w stanie.
17560:  Dobra, zabijcie Drozgorafa.
17567:  Brakuje bardzo możliwości użycia magii.
17571:  No w co oni jeszcze strzelają?
17572:  I w kogo?
17578:  Odkryli gwardię?
17579:  Niemożliwe.
17582:  Nie, w żmija celują.
17583:  Żmij ich naprowadza.
17584:  Niedobrze.
17589:  Dobra, zabijać mi go!
17598:  Chociaż jednego bym chciał patriarchę wydobyć stąd, żeby wyleczył Maginie.
17605:  A Kostalten niech pojedynkuje się z nim.
17612:  Dobra, jest, jest, jest!
17615:  Przestań mi atakować Maginie!
17625:  Jesus Christ!
17639:  Dobra, zabij go.
17645:  Aaaah!
17653:  Jesus Christ.
17654:  Nigdy jeszcze nie widziałem, żeby tak agresywnie strzelił jednego bohatera!
17664:  Dobrze, tutaj ma jakieś szanse.
17666:  Parę sekund do serca lodu jeszcze.
17671:  Czemu jest... Warhammer zgodował o przyszłym tygodniu.
17674:  Warhammer miał też być, moi drodzy.
17677:  Czy Herbert nie był zadowolony z postaci Paula w Dune?
17679:  Nie słyszałem tego na komentarzach, ale bez źródła we wstępie.
17681:  No więc ja też czekam, aż ktoś poda źródło.
17686:  Generalnie zacząłem ignorować ludzi, którzy nie podają źródeł w ogóle.
17692:  W ogóle ignoruję ich argumenty, uważam, że ich nie ma.
17695:  Polecam.
17699:  Cudownie się złoszczą.
17705:  Musimy użyć tego zaklęcia, bo już nie będziemy mieli kastu.
17708:  Za drogie jest to serce lodu.
17717:  Gięzor demona, widzę, też nas atakuje.
17719:  Dobrze, dobrze, troszeczkę się... Uuu, rycerka oberwała.
17735:  Dobrze!
17735:  Wreszcie!
17736:  Wreszcie!
17737:  Wreszcie atakują sami siebie!
17739:  O to chodziło!
17740:  O to chodziło!
17741:  Dziękuję!
17748:  Bardzo dobrze!
17749:  Bardzo dobrze!
17760:  Gdzie to leci?
17760:  Tutaj to leci?
17772:  Good.
17775:  Dobrze, rycerka ma się troszeczkę lepiej.
17780:  Uff.
17782:  Czy to nazwałeś tego smoka jamnik?
17783:  Tak.
17784:  Jamnik mrozu.
17785:  Tylko dlatego go tak staramy się hołubić.
17794:  Czy naprawdę ktoś jest zdumiony?
17796:  Rycerka, zabijaj tego drazgorafa, szlag mnie trafi z tobą!
17800:  Głupia rycerka.
