69 000 SUBSKRYPCJI DLA SLAANESHA — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=rB9atL7RQ-4

688:  Chcieliście żądzy?
19017:  To jest taka krytyka opowieści z Narnii.
19020:  Dobrze się to czyta.
19022:  Trybutariusz ominięty, pisze Jaga.
19023:  Przepraszam, gdzie, jak?
19025:  Przecież witałem Niri mi w gronie trybutariuszy.
19030:  Powitana została.
19031:  Tak było.
19033:  Obdziel Konkubiny, koszt werbunku.
19035:  Nie, Snołaz, bierzemy więcej pieniędzy.
19037:  Jedna z naszych armii została nakryta.
19039:  Okej.
19040:  Widzicie, to dlatego, że... Okej.
19044:  Sierra, miałaś atakować.
19046:  Sierra, zmień cel ataku.
19049:  Jak to się robiło?
19050:  Okej, zaatakuj cel.
19054:  Tego bardzo proszę zaatakować.
19055:  Dziękuję.
19058:  A tymczasem my spróbujemy, przemieść się tutaj na Karim.
19063:  70%, dobrze.
19066:  O, i coś takiego zrobimy.
19073:  Może to coś da?
19075:  Okej, zobaczymy, zobaczymy.
19077:  Czy możemy z kimś paktować tymczasem?
19083:  To celowa frakcja musi zostać w pełni uwiedziona i nie może być twoim wasalem?
19086:  A jest naszym wasalem?
19089:  Dlaczego nie mogę jej uwieść?
19094:  Co się dzieje?
19097:  He?
19098:  Mamy 300 wyznawców.
19102:  Jest w pełni uwiedziona.
19106:  100% łącznie.
19107:  Czyli może Norscan nie możemy?
19111:  Chyba Norscan nie możemy zdominować.
19114:  Bardzo dziwne.
19122:  Coś ciekawe rzeczy muzycznie się dzieją, jak zawsze.
19126:  Dobra, idziemy dalej.
19130:  Będzie trzeba... Prrrrmitywne elfy!
19145:  Good.
19146:  Kto by chciał uwodzić Norscan, macie rację.
19149:  Uwódźmy elfy, zwódźmy je na pokuszenie, mmm.
19154:  Demony Slaanesza co chwilę mówią o dekadencji, pisze Dawid, a nie znają najpotężniejszego podtorowskiego zaklęcia.
19159:  Dekadentio!
19161:  To jest mienia ludzi młodopolskich poetów.
19164:  Dzisiaj różowo?
19165:  Absolutnie, Julko, musi być, ponieważ Slaanesz.
19168:  O nie!
19170:  O nie, moi drodzy, nie!
19172:  To, co z nimi zrobimy teraz, to będzie odrażające, to, co my zrobimy.
19177:  Będziecie krzyczeć, Krzysztof, przestań!
19181:  A my dalej będziemy ich dożynać.
19186:  Jeżeli myśleliście, że zobaczyliście dożynki, to jeszcze niczego nie zobaczyliście.
19195:  O tak!
19197:  O tak!
19198:  O tak!
19211:  Dobrze.
19213:  Dożynki w kwietniu, tak!
19215:  Slaaneszowe dożynki!
19224:  Nie ma to jak obrywać od własnej artylerii.
19227:  Kocham Slaanesza.
19229:  Widzicie?
19229:  Na początku się człowiek przemęczy w Total Warze.
19232:  Jak się wytrzyma, jak ogarnie się tę jedną straszną bitwę, to potem już jest to doable.
19238:  Potem już się da.
19252:  Oj, ktoś potrzebuje zostać wychłostany.
19257:  Chłość ich!
19259:  Tak!
19262:  Pięknie!
19264:  Zbrywaliśmy wprawdzie troszeczkę.
19268:  Aku jest!
19271:  Artyleria działa jakoś, powiedzmy.
19277:  Możemy ogarnąć tutaj troszeczkę piechociarzy.
19285:  Dobrze.
19286:  Eagle claw!
19289:  Nakari.
19297:  Natomiast rozwala mnie ten ołtarz, na którym się porusza Lubrecja.
19301:  Robercie, dzięki za wsparcie.
19303:  19 miesięcy, to już jest niewiarygodne.
19305:  Abercrombie i McClellan ogarnięci.
19308:  Uuu, ładnie.
19311:  Jak ci się Bran McClellan podobał, to bardzo podobny w stylu jest Glen Cook oraz
19327:  Obydwu polecam.
19335:  Miejmy tutaj Nakariego w pogotowiu, żeby zyskał zdrówko, jak zginie Wielki Orzeł.
19343:  Jeden i drugi zresztą.
19348:  Dobrze, dobrze, bardzo dobrze.
19353:  Tymczasem przemieścimy nasze rydwany tutaj.
19357:  Czemu ona ma głos jak McGonagall?
19359:  Proszę nie obrażać jednostek Slaanesha.
19362:  Dziękuję.
19365:  Żadna McGonagall.
19368:  Musiałem ją już raz ścierpieć.
19370:  Zniszcz tego orła.
19372:  Zostało mu 150... Zniszcz tego orła.
19375:  Dobrze.
19376:  Pięknie.
19383:  Dobra.
19385:  Doskonale.
19388:  Doskonale.
19395:  Dobrze na carry, dobrze.
19397:  Dobrze!
19398:  Pain is life!
19405:  Good.
19410:  Orły się nadają tylko do marnowania wrogom amunicji?
19414:  Zgadzam się, nie jest to zbyt dobra jednostka.
19417:  Zawsze ubolewałem nad tym, że w bastionach górskich Ulfuanu są orły, a nie smoki.
19425:  Oynakar, ja cię bardzo proszę.
19428:  Uczyń zło.
19430:  Eee!
19431:  Przestań strzelać.
19433:  Arroda, dzięki za wsparcie od dwóch miesięcy.
19436:  Sleneszowy jamnik.
19438:  Powitać, powitać.
19445:  No to możemy w sumie Nakariego razem z nim, razem z Redvanami posłać, żeby zyskiwał zdrówko, radośnie, pięknie i jeszcze zniszczmy ją.
19458:  Marauder!
19460:  Oni mówią for order, ja myślałem, że marauder, w sensie, że maruder.
19468:  Niezbyt dobra jednostka orzeł, nawet nie potrafią zanieść hobbitów do Mordoru, gnuśne orły.
19476:  Zabij!
19477:  Zabij!
19480:  Dobrze, łucznicy, przestańcie już cokolwiek robić.
19485:  Mam dość.
19493:  Gin.
19496:  Rozwala mnie to, że nie jest naprawiona jednej jedynej rzeczy, która mnie tak potwornie denerwowała zawsze w Warhammerze.
19502:  Mnóstwo jednostek kotłuje się na około jednej i nie jest w stanie je zniszczyć.
19513:  A jest jamnik bąk, którego nikt nie używa dzisiaj.
19516:  Czaty się poddały z bąkowaniem.
19520:  Jak wytrzymasz początek, to wytrzymasz resztę.
19530:  Nirimi!
19530:  Dzięki za bycie jamnikowajką!
19533:  Nirimi!
19534:  Nie dość, że dołączona do grona wspierających, to sama poszerza je!
19538:  Złodziej!
19538:  Jakiś Maciek!
19540:  Jiren Panda!
19541:  Angelika Iżykowska!
19543:  Też stała walczyni streamów Marcin Karolewski!
19545:  Otrzymali wsparcie i możliwość używania jamników!
19548:  Hendogeek!
19550:  Jak również tych hendożących.
19553:  Z laneszowych znaczy się.
19555:  Elgato!
19556:  Oczywiście, że Elgato.
19558:  To jest ta jedna, jedyna rzecz, moi drodzy, której jeszcze dzisiaj nie było.
19561:  Elgato.
19563:  Elgato to jest zaklęcie, które służy w eliminowaniu podobizny mojej.
19569:  Jak kiedykolwiek zobaczycie mnie w przestrzeni publicznej, stacjonarnie, o zgrozo, podczas jakiegoś konwentu, wystarczy, że krzykniecie ELGATO i ja zniknę.
19578:  Tak będzie, tak będzie, naprawdę.
19581:  Przysięgam.
19584:  Hamero, działaj.
19587:  Otóż jest plot twist.
19590:  Nie, nie ma plot twistu.
19592:  Myślałem... A nie, jest plot twist.
19596:  Druga bateria nie działa.
19605:  Jeżeli nie ma trzeciej baterii... To znaczy, że jestem idiotą.
19614:  Przy okazji cały czas słyszymy dziwne dźwięki.
19618:  Znaczy, aaa, aaa, chlast, chlast, aaa, aaa, chlast, chlast.
19631:  Muszę, muszę dać do ładowarki baterie, bo jak to zapomnę zrobić, to będzie tragedia.
19640:  Ja po prostu siebie znam.
19643:  Zapomnę i jutro zaczniemy i będziemy mieć nie my stream, tylko stream bez obrazu.
19650:  Tak, włóż baterię do ładowarki.
19653:  Chlast, chlast.
19656:  Jeszcze raz.
19663:  Teraz oczywiście nic nie mówi, prawda?
19665:  Zawsze tak jest, tak?
19666:  Chce się na przykład, żeby Kutao coś powiedziało.
19668:  Pae, pae, amon fae.
19670:  No nie mówi.
19670:  Albo chce się, żeby Kutao zaczęła mówić wierszyk o Kilichurlach.
19675:  Albo nawet chce się, żeby Zhongli powiedział... ASMENTEST WINE!
19679:  Ale nie.
19682:  Jeżeli chcecie, żeby to się stało, to się nigdy nie stanie.
19685:  Czy chcemy wiernych?
19686:  Czy chcemy sumy łask?
19690:  Weźmy sumy łask.
19700:  No nie, nie będę z nimi wszystkimi naraz walczył.
19709:  O Jezus, nie jest, katastrofa.
19715:  Jest na to sposób jakiś, żeby nie stracić tej drugiej armii, ale nie pamiętam jaki.
19722:  Wiem jaki już.
19730:  Ale nie wiem czy to zadziała.
19735:  Nie spodziewałem się tego kompletnie.
19736:  Nie wiem czy to zadziała, nie pamiętam jak się to dokładnie robiło.
19741:  Niedobrze.
19745:  Niedobrze.
19750:  Warto było przyjść na streamie i tylko DKCP oglądać.
19753:  No tak, tak, zawsze, zawsze Marku.
19758:  W razie czego, w razie czego mam jeszcze drugiego Lorda odmawiać.
19762:  Więc tak, sposób jest następujący, tylko to działało w dwójce, więc ja nie wiem, czy to zadziała teraz.
19768:  To znaczy... Tak, chyba tak.
19784:  Tak.
19786:  Zadziałało.
19786:  W tym sensie, że armia Nakariego nie została wyeliminowana i zadała tyle obrażeń, ile byśmy my w życiu nie zadali.
19797:  Chyba.
19800:  Tak.
19802:  Tak, to jest ten sposób.
19804:  To jest ten sposób.
19807:  W ten sposób możecie uratować armię główną.
19811:  No wr... Udało mi się coś zaprezentować.
19815:  No jak raz na streamie udało mi się coś zaprezentować.
19821:  Nie do wiary.
19823:  Dziękuję chojniku za gratulacje, to wasza zasługa.
19826:  Teraz pytanie, gdzie...
19836:  Co? !
19845:  Nie wierzę.
19848:  No nie wierzę.
19851:  Czyli spatchowali to cholernicy.
19855:  Tak, oni to spatchowali.
19860:  Hm.
19861:  Niedobrze.
19864:  Niedobrze.
19870:  Co?
19870:  To wszystko przez to, że ta cholerna Sierra nam nie pomaga.
19877:  Tak, to kampania jest stracona na tym etapie.
19880:  Obawiam się.
19880:  Nawet jestem tego pewien.
19882:  Bo tutaj nie mamy żadnej armii praktycznie.
19892:  Boże.
19894:  Jest, jest sejf sprzed tej bitwy.
19897:  Mam nadzieję, że jest.
19901:  Co to jest autozapis na turze 12?
19903:  Tego nie wiem.
19906:  Zobaczmy.
19908:  No nie no, bez głównej armii nic nie zrobimy, bo po tym gambicie nie da rady.
19914:  Nie znoszę patchowania mechanik, które działały.
19928:  69 dni zostało do Pyrkonu według licznika na ich stronie.
19931:  A, niestety, oczywiście, że się zapisało wtedy.
19933:  Dobra, drugi sposób, jaki widzę, to jest...
19940:  Z kim mamy najlepsze relacje dyplomatyczne?
19944:  No z Clothic to jest jasne.
19946:  Okej, nie aż tak dobre.
19957:  A gdyby tak?
19958:  Gdyby tak?
19960:  Powiedzieć Clothic, że chcemy.
19963:  Cholera.
19969:  Czyli nawet nie możemy się z nimi zamienić na osadę, a gdyby tak... Ale jak to jest?
19974:  Jakim cudem, skoro mamy tutaj tralinie?
19982:  Czemu?
19986:  Zawsze jest tak, że można zamienić osadę...
19990:  w pobliżu na jakąś inną.
19992:  I czemu my tego nie możemy zrobić, skoro mamy Ellis Sile tutaj i kaplicę Loeka.
19997:  Nie można zamienić jednej na drugą.
19999:  Nie rozumiem, dlaczego tak się dzieje.
20002:  To wszystko zmienia.
20004:  Jest to problematyczne.
20004:  Hmm...
20013:  To jest wciąż do odrobienia, tylko trzeba migrować.
20019:  W takich sytuacjach trzeba migrować.
20022:  Zastanawiam się tylko, gdzie żeby było najbezpieczniej.
20028:  I równocześnie dość blisko.
20034:  Estalia.
20035:  Tu jest kocioł, tu się dzieją straszne rzeczy.
20039:  Lioness.
20040:  Nie bardzo.
20043:  Tutaj też nie, to znaczy możemy teoretycznie tu wrócić.
20046:  Hmm... Czy lisa w kęczni?
20051:  Impact to kultystka Slaanesha.
20052:  To jest możliwe.
20054:  Jak podejść do Warhammera Total War 3, żeby się nie odbić?
20056:  Zagrać w kampanię fabularną sam początek, moi drodzy.
20060:  Komputer idzie na wymianę osady, jeżeli ma się ten sam poziom inwestycji w niej.
20063:  Aaa... Dobra.
20071:  To działa, to tak.
20073:  I bierzemy naszą postać jakokolwiek.
20078:  I przyzwiemy armię wyznawców, bo mamy na to kasę.
20087:  Teraz jedyne co musimy zrobić, to udać się w takie miejsce, żeby... A może na przykład tutaj?
20100:  Chociaż tutaj z drugiej strony jest belekor.
20103:  Możemy też się udać na te wyspy.
20106:  Teoretycznie tu powinno być bezpieczniej.
20111:  Tak gdzieś jak na północ.
20113:  Albo zupełnie radykalnie na samo, samo południe.
20117:  To jest za daleko.
20118:  Bo tutaj są jeszcze pustkowia chaosu, jest relatywnie bezpiecznie.
20123:  Północ.
20125:  Północ.
20127:  A taką mieliśmy fajną armię.
20129:  No nic, nie da rady.
20133:  Jestem zasmucony.
20139:  No, to było raczej do przewidzenia.
20146:  Spróbuję duck elfami.
20148:  Oj!
20149:  Oj złodziej, oj!
20150:  Niedobrze się nimi gra.
20152:  Niedobrze.
20155:  Strasznie... Co to za kpiny są?
20164:  Dlaczego?
20167:  13 tysięcy mielibyśmy dać.
20168:  Dlaczego?
20173:  Uciekamy.
20177:  Została nam jedna osada.
20179:  Potem zaczniemy mieć już problemy.
20182:  Więc alternatywę... Zmieniam plan.
20185:  Podbijamy Mistnar.
20188:  Podbijamy Mistnar, to będzie zdecydowanie lepszy pomysł.
20192:  Śmiertelna rządza, spaczenie Slansha, wszystkie prowincje, stosunki dyplomatyczne z Norsko, to się w sumie przydało.
20199:  Szukanie wpływu w utrzymanie, minus 2%, bierzemy.
20204:  Dramat.
20206:  Dramat!
20210:  Widzicie, i tak to jest.
20212:  Tak to jest.
20213:  Jak gra skraszuje.
20215:  Zawsze tak jest.
20217:  Ja bym spróbował zagrać kimś innym, ale nie przyszedłem jeszcze do tego Tyriona.
20222:  Ja najbardziej polecam granie krasnoludami na sam początek.
20226:  To jest najciekawsza rzecz.
20228:  Natomiast tego rodzaju przygodę kiedyś przeżyłem, jak grałem Ikitem i dostałem strasznie po dupie.
20233:  I udało mi się właśnie migrować w inne miejsce i mieć względny spokój.
20237:  To jest problem tylko jeden.
20240:  Okej, musimy tak wylądować, bo nie będziemy w stanie atakować z... Named and it shall be done.
20247:  Z wody Ależ oberwaliśmy Najgorsze z tym wszystkim to, że to nie była przegrana bitwa Ona była do wygrania
20269:  Płynnie chodzi gra?
20269:  Nie, no bardzo płynnie chodzi.
20271:  Ale blag na tym, że teraz wszyscy nas nienawidzą i będą z nami anulować pakty.
20276:  Gra płynnie chodzi, ale na tej konfiguracji nie ma prawa nie chodzić płynnie.
20282:  Okej.
20283:  Widzicie, co możemy zrobić, tak w danym międzyczasie?
20289:  Pozyskiwać wiernych wszędzie, gdzie się da.
20292:  Ale bez przesady.
20294:  Bo musimy przyzwać armię wyznawców.
20296:  Oho, oczywiście, że jest tutaj.
20298:  No naturalnie, że się pojawił.
20301:  Fuck.
20306:  No niedobrze.
20313:  Czy tutaj będziemy już na terenie wroga?
20316:  Tak.
20322:  Jak to nie mogę przyzwać armii wyznawców?
20326:  Nie!
20329:  Nie mogę przyznać... przyzwać armii?
20340:  Dlaczego?
20369:  Było spatchowane?
20370:  Okej.
20373:  Nieprawdopodobne, nieprawdopodobne, absolutnie.
20376:  Nieprawdopodobne.
20378:  Pa, żartuję cię, ja się nie poddaję.
20380:  Ja się nigdy nie poddaję.
20383:  absolutnie nigdy i pod żadnymi pozorami nigdy nie poddaje.
20388:  Nie ma takiej możliwości.
20390:  Nie ma takiej możliwości w życiu.
20393:  Poddawanie się.
20396:  Dobrze.
20397:  Popełnione zostały błędy.
20399:  Błędy zostaną naprawione.
20402:  Błędem było ruszanie na południe.
20404:  Trzeba dojechać ich.
20409:  Dobrze, dobrze, że przynajmniej jest drugi autozapis.
20412:  Nie wiem jakim cudem, ale jest.
20416:  Spatchowali też Skavenblight level 4 w drugiej turze.
20418:  Ser nie działa.
20419:  O Boże!
20421:  To nie jest spatchowane, tylko spatchone.
20423:  Ja się zgadzam.
20424:  Tak nie wolno robić, moi drodzy.
20428:  Popełnione zostały błędy.
20430:  Błędy nie będą już popełniane.
20435:  To jest oczywiście kłamstwo.
20436:  Błędy będą popełniane.
20437:  Krasnod nigdy się nie poddaje.
20443:  Tym razem nie oddałem Poznania, właśnie.
20445:  Po prostu nie, jest bardzo prosta sprawa, moi drodzy.
20447:  Przeniesiemy Poznań Miasto Doznań w inne miejsce.
20451:  Właściwie ja nie rozumiem patchowania rzeczy, które są w grach single player.
20454:  Rozumiem w multiku.
20456:  Bo chcemy, żeby była uczciwa... hywalizacja.
20462:  Ale tu po co?
20465:  Po jaką cholerę?
20466:  Poznań, miasto, doznań.
20470:  To jest pechowa kampania.
20472:  Są takie kampanie, które są pechowe.
20474:  Ale przynajmniej... A nie, nie mamy przynajmniej tego, co mieliśmy.
20477:  Dobra, w wąspiekielne miejsca i muszą być beznadziejni.
20482:  Dramat.
20483:  Gdzie było...
20486:  Utrzymanie minus 2%, bierzemy to od razu.
20492:  Moja siostra przestraszyła się tego opowiadania z moją imienniczką, z problemu Zuzanny.
20496:  To jest jeszcze, jak rozmawiać z dziewczynkami na prywatkach.
20502:  Czy tu się cofnąłeś do tury dwunastej?
20504:  Tak, ponieważ w turze dwunastej podjęliśmy złą decyzję parcia na południe, a trzeba było tymczasem, jak zawsze, żółwić, rozwinąć tę prowincję jednak i nie przekazywać jej nikomu, bo to był błąd.
20517:  To był duży błąd.
20520:  A tymczasem zrobimy coś zupełnie innego.
20527:  A, i jeszcze tych zaatakowaliśmy.
20529:  To też był potężny błąd, bo wystawił nas na walkę z Belekorem, a tymczasem nie możemy tego absolutnie zrobić.
20546:  Czy czekam na Daoui Chaosu?
20547:  Bardzo, będziemy grać XIV.
20553:  Czytałeś, jak rozmawiać z dziewczytami na prywatkach i jak rozmawiać?
20555:  Morał z tego opowiadania jest nie rozmawiać.
20560:  Ciekawe, że akurat tu się sejw ostał.
20561:  Nie?
20562:  Bardzo dziwne.
20564:  Czy dasz, ale skończyć te kampanie w ciągu tego streama?
20566:  Hysza, nigdy nie skończyłem żadnej kampanii w ciągu żadnego ze streamów.
20571:  Może dla kontekstu.
20573:  I tak tego nie mogę wczytać i wam pokazać, bo niekompatybilność sejwów, ale...
20581:  272 tury północnych prowincji.
20584:  Tyle.
20585:  Tyle zajęte.
20586:  272 tury.
20591:  31 tur tutaj zajęte, a mapa jest taka.
20593:  To jest prawdopodobnie jakieś 1000 tur.
20596:  Żeby zająć całość mapy.
20598:  W ciągu jednego streamu jesteśmy w stanie zrobić 60 tur.
20600:  Max.
20600:  Dobrze.
20609:  I czekamy.
20611:  Ewentualnie to, co możemy zrobić, to poplądrować.
20617:  O. Bardzo dobrze.
20622:  Optymalizacja zabija przyjemność z gry For Honor.
20624:  Balans nie zawsze jest dobry.
20625:  Ja uważam, że balans zawsze jest zły.
20630:  Balans jest zawsze zły.
20631:  Gra ma być przyjemna.
20633:  A dopiero potem trzeba się zajmować jakimś balansowaniem.
20636:  Zajmienie się całego UF1 to 300 tur?
20638:  Tak, chyba że przez dyplomację.
20642:  Być może to był właśnie błąd.
20644:  Tylko teraz już nie popełnimy.
20646:  Teraz natomiast weźmiemy sobie jeszcze ze dwa oddziały i zaatakujemy kaplicę Kayna.
20658:  O, o, o, o, o, proszę.
20664:  Już nas zaatakował Tyrion.
20665:  I proszę bardzo, Alariel.
20668:  Być może rozwiązaniem jest w ogóle spieprzać Zulfuanu.
20672:  Wystarczy jedna tura tylko Legend of the War, tam jest strasznie dużo cheese'ów w tej jednej turze.
