Największa z uraz do pomszczenia — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=1-_JZpCZ0kk

251:  Wyjątkowy stream środowy.
14601:  Jest dla mnie strasznie taki poprawny.
14605:  Znowu bardzo nieobiektywna kategoria.
14609:  I... cóż.
14611:  Jeżeli dobre fortepiany koncertowe by się nie podobały, to wyobraźcie sobie jak to jest z keyboardami, więc nie.
14617:  Stwierdziłem, że skoro nie mogę mieć fortepianu, to trudno.
14621:  A po akurat się przyda tutaj.
14623:  Bo mam wrażenie, że to się stackuje, jeżeli mamy skład handlowy.
14629:  To się chyba stackuje, tak.
14633:  Ten boost konkretny.
14634:  I wreszcie lądowisko w Karazekarak!
14637:  Tak powinno być!
14640:  bierz tysiąc, bądź mym sługą, typowy pracodawca.
14643:  To zabrzmiało smutno, Giliadel.
14644:  Tak.
14645:  Niestety tak jest bardzo często.
14647:  Dziękuję Ci za wsparcie od 8 miesięcy, tym bardziej.
14652:  Antybohater, czyli kto?
14653:  Może jakiś przykład?
14655:  Antybohater to będzie postać negatywna, która jest protagonistą i z perspektywy której jest pokazywana rzeczywistość.
14661:  Przykładem jest chociażby Tyrion Lannister jako antybohater, niewątpliwie, w pierwszych tomach Gry o Tron.
14668:  Potem się on zmienia, ma redemption arc właśnie, jak to bardzo często się zdarza w przypadku antybohaterów, czyli taki łuk fabularny, na końcu którego następuje odkupienie.
14678:  Darth Vader!
14679:  To samo, hm?
14681:  Antybohater.
14683:  A jeżeli chcecie z literatury jeszcze, to przykładem dobrego antybohatera, ale to jest ponura książka, to jest trylogia dobrze skonstruowanego miasta Jeffrey'a Forda, zwana też trylogią Rubieży.
14693:  Nie pamiętam, jaki jest tytuł pierwszego tomu.
14697:  Fizjonomika.
14700:  Joker z filmu Joker, o, bingo, absolutnie.
14706:  To są najciekawsze postaci.
14710:  Nie są, wiecie, takie super poprawne, nie jest tak, że wszystko im idealnie wychodzi, jak chodtusiowi, podtusiowi i tak dalej.
14717:  Ściągam tutaj specjalnie naszego bohatera po to, żeby podbić wioskę Wurzaga Wielkiego Zielonego Proroka.
14725:  Już ostatnią wioskę z tego, co widzę.
14727:  Ktoś nie ma już wiosek, skończyły mu się wioski, tak szybko przegrywa.
14734:  Dobrze, że są nudni, no pewnie.
14736:  O, Artur Morgan!
14740:  A kolici paszczy.
14743:  Paniszer, absolutnie.
14745:  Michał Grabysa przy okazji trybutuje, za co bardzo dziękuję.
14747:  Absolutnie.
14749:  John Wick.
14750:  Strasznie dużo antybohaterów w kulturze.
14754:  Proszę, Zuzan skończyła książkę, którą zaczynała podczas filmu.
14757:  I co, jak wrażenia?
14760:  Mr. Robot.
14771:  podbijaj se, rabuj se, plądruj se, tylko rozszerz swoje jelita, żeby zmieścić ten cały dobytek, który ci tam wkładam aż po dwunastnicę.
14784:  Wszystkie te złote kielichy, wszystkie te skóry z niedźwiedzi, wszystko to sobie wepchnij w żyć.
14789:  Obrzydliwy wórzak.
14791:  Trzeba natychmiast go zgładzić.
14794:  To już jest ten moment, że traktuję moje dominium bardzo osobiście.
14798:  Czy Homelander się zalicza?
14799:  No Homelander to już jest taki antybohater, że się bardziej nie da.
14804:  Przy czym mam wrażenie,
14810:  Możemy uzupełnić armię?
14811:  To ciekawe.
14812:  Ach, bo walczymy ze swoimi.
14814:  Przy czym mam wrażenie, że w przypadku Homelandera jest raczej odwrotna sytuacja, to znaczy on coraz bardziej się stacza, nie?
14820:  Więc to jest raczej historia upadku niż odkupienia w ostatecznym rozrachunku.
14829:  Chyba jeszcze nam został potężny cios.
14831:  Teraz do 50 można inwestować w danego bohatera.
14835:  Więc wiecie co?
14837:  Obronę... Jeszcze tutaj jest jedna rzecz.
14840:  Następcy Grimnira.
14841:  Atak dla żelaznych rębaczy.
14846:  O!
14847:  I zaszczycony przez Grimnira.
14848:  Wiedziałem, że są jeszcze jakieś rzeczy, które tutaj mamy w tym drzewku.
14853:  Oho.
14855:  Oho.
14858:  Co tu się dzieje?!
14862:  Czy ktoś mi może powiedzieć, co tu się dzieje?
14866:  Skaweli!
14867:  Wszystkich ściągnęli!
14869:  Wszystkich!
14871:  Ale co z tego?
14875:  Co z tego?
14880:  Czas przodków.
14881:  To chyba się nam nic nie da.
14884:  Szczurza impreza, prawda?
14886:  Prędkość plus 35, Armia Lorda.
14889:  Dobra, to się tam przyda za to.
14892:  Czy mamy jakieś regimenty?
14894:  Mamy.
14894:  Na wszelki, wszelki wypadek, gdyby chcieli jeszcze zaatakować raz, co jest możliwe.
14900:  Zawsze to jest możliwe.
14901:  Thorgrim, dobrze.
14903:  Kara ze Karak, co możemy tutaj zrobić?
14907:  Sala Tronowa Wielkiego Króla, o tak!
14910:  Potrzebujemy tego.
14912:  Skaveni roznoszą ulotki, hehehe.
14918:  Antybohater, wstawić dowolną postać z narracji cyberpunkowej, no.
14924:  Gromridal pokonał Skavenu z zawiązaną ręką z tyłu, tak.
14927:  On jest potężnym wojownikiem zresztą.
14932:  Wiecie, w zasadzie nie ma powodu, dla którego nie mielibyśmy podpisać tej umowy.
14944:  Już zapiszę, że spodziewałem się takiego zakończenia.
14946:  Jeszcze cztery części przed nią, nie mogę się doczekać.
14948:  Moje romantyczne serce zostało polechtane.
14951:  Ponieważ jestem również niepoprawnym romantykiem, zastanawiam się czy tej książce nie dać szansy.
14955:  Jak skończę?
14956:  To co teraz czytam, a czytam książkę autorstwa Maga Bojowego, czyli Peter R. Flannery.
14965:  I jest to... Wiem, już drugi raz zapomniałem.
14970:  Decimus Fate, okej, przypomniałem sobie.
14973:  Już na ostatnim streamie już zapomniałem, jaki był tytuł tej książki.
14975:  To jest straszne.
14978:  Dobrze.
14981:  Thronebearers!
14983:  To jest zabawne, bo rzeczywiście Thorgrim wrzeszczy do tych ludzi, którzy... Znaczy, ludzi.
14988:  Do Dawich, którzy dźwigają jego tron.
14992:  Dzierżyciele tronu, tronodzierżcy!
14997:  Oczywiście, że krasnoludy są super.
15000:  Mówiłem!
15004:  O nie, nie, nie, nie.
15005:  Żadne szlachetne porażki.
15006:  Szlachetna porażka my ass.
15009:  Dobrze, że zmierza Thorgrim Strażnik Uraz.
15014:  Tak, tak, Wurzak jest do dobicia.
15016:  Czy z Wiedźmami czekam na całą serię?
15018:  Z Wiedźmami?
15019:  Z Wiedźmami?
15020:  Jakimi Wiedźmami, Aśku?
15026:  Ja się szukuję na serię Feliksa Kressa i ja mam nadzieję, że ten ostatni tom będzie wydany jednak, bo...
15032:  Chodziły ploty, że będzie, ale co zrobić?
15038:  Wiedźmy Kijowa, czekam na serię.
15040:  Zawsze czekam na serię.
15042:  Jak ja zacznę czytać jakąś serię i nie skończę, to potem zapominam.
15046:  Na jedno wychodzi, wtedy ja bym nie przeczytał.
15048:  Breaking Bad?
15049:  Lubię, chociaż nie uważam, że to jest serial wszechczasów.
15056:  Małe trolle i duża powódź.
15059:  Szymon Rodziewicz wspiera od 10 miesięcy, za co serdecznie dziękuję, a ponadto pyta, jakie skaweńskie imiona nadać szczurkom, które kupi.
15068:  Wiesz co, mogę jedynie doradzić, żeby odpalić Ci zapis którejś z kampanii Skaweniej.
15072:  Tam czaty miały takie pomysły na miana Skawenie, że nie masz pojęcia.
15077:  Nie wymyślę niczego lepszego.
15081:  Jestem bardzo świadomy tego, że w Gęszczy nie jest Aloj, a nie ma żadnych konstelacji i nie używam.
15096:  Co jeśli prawdziwymi bohaterami są tronodzierżcy?
15098:  No biorąc pod uwagę, że wożą wszędzie tłustą dupę Torglima Strażnika Uraz, jest to możliwe.
15107:  Okej, to jest do zrobienia nawet.
15110:  Będziemy musieli być tylko bardzo chytrzy.
15117:  Wiem jak wygrywać na tej mapie.
15119:  Nie jest to wbrew pozorom trudne, akurat tu.
15133:  Ale oni i tak tędy przejdą.
15138:  Nie.
15141:  Okej.
15143:  Dobra, to powinno wystarczyć.
15147:  I teraz tak, wszystkie krasnali dajemy tutaj.
15151:  Maślana, czy tak wyglądają krasnali?
15154:  Ty mi powiedz, Maślana, czy tak wyglądają krasnali?
15159:  Dobrze, wiemy, że nie tak wyglądało krasnali, moi drodzy.
15162:  Tak wyglądało Dawii.
15167:  Okej, ktoś jeszcze został gdzieś?
15169:  Czy wszyscy?
15170:  Katapluta jest?
15172:  Dobrze, łucznicy, tryb obronny.
15175:  Wy nie strzelajcie, zanim wam nie powiem.
15183:  Dobrze.
15186:  Myślę, że będzie okej.
15192:  Oj!
15193:  Kolejna uraza w Księdze Uraz!
15196:  Kurduple na mężnych, dał ich!
15198:  Wielkie nieba!
15199:  Dobra, strzelamy, świetnie.
15204:  Good.
15205:  Dwóch zabitych.
15205:  To jest dużo, jeżeli to są trolle.
15208:  Trolle na szczęście mają niską... ...smocenę i równocześnie...
15215:  Równie niski morale.
15219:  I to jest dobra wiadomość.
15220:  Jeszcze lepsza wiadomość jest taka, że ma stać nas na kolejną wieżę i to będzie lepsza wieża.
15224:  Wieżę w zwierzę.
15227:  Ludzie pytali, czy Krzysztof buduje wieżyczki w Total Warach.
15229:  DA!
15234:  Jak się podobało zakończenie historii Waxilliuma i Wayne'a, jestem jeszcze przed pisze Faurin.
15239:  Będzie Ci się podobać.
15240:  Bardzo byłem zadowolony.
15243:  Godne zakończenie.
15245:  Chociaż zdecydowanie, teraz już mogę powiedzieć śmiało, wolę pierwszą erę rozwoju Skadrialu niż drugą.
15256:  Ooo, tak mi przykro, że giniecie.
15260:  Tylko nie to!
15261:  Tylko nie ginący przeciwnicy!
15264:  Grudge throwers!
15267:  A wiecie co?
15268:  Grudge throwers, niech oni... Niech oni może... Strzelają gdzie indziej.
15276:  Na przykład w kogo?
15279:  Czy tutaj mogą strzelić, czy nie bardzo?
15281:  Chyba nie bardzo.
15283:  Czy widziałem kanał Hello Krakow?
15285:  Nie widziałem Tomaszu, dziękuję Ci za trybut.
15287:  Czy powinienem?
15290:  A jeśli tak, to dlaczego?
15291:  Jak zawsze się dopytam.
15295:  Ej, ale strzelać mi w te trolle.
15303:  No, to jest do zrobienia.
15305:  Dobra, ale tutaj musimy naprawdę przestać, bo katapulta napieprza nasze własne jednostki.
15316:  Specjalnie odkliknąłem strzelanie bez rozkazu, bo prawdopodobnie byśmy już stracili te dwie regimenty piechoty.
15326:  Potrzebujemy tu podsiłków na tej flance.
15331:  Dobrze, łucznicy dobrze się sprawdzają w strzelaniu do trolli.
15334:  To jest świetna wiadomość.
15338:  Kroocztrowers, dobrze w dzikie, głupie orki strzelać.
15345:  Pierwsza elamyzmo ma w sobie coś takiego szczególnego, pisze logo.
15348:  No, taki mrok, nie?
15349:  To są jakieś świetne dark fantasy.
15355:  Te opisy tajemnicze.
15358:  Hemalurgio, który jeszcze nie wiemy, że to jest Hemalurgio, ojej.
15363:  E, a czaty nie wiedzą, co to jest.
15365:  Moi kochani, jak ja wam polecam Sandersona.
15367:  I naprawdę warto go zacząć od, właśnie, z Mgły Zrodzonego.
15371:  Względnie rytmatysty, jeżeli ktoś woli literatury young adult, to jak najbardziej.
15376:  Rytmatysta jest super.
15380:  Niestety, no to jest jeden, jedyny minus.
15383:  Jest niedokończony, to jest dopiero pierwszy tom.
15386:  I Sanderson nie wie, kiedy dokończy, ale i tak warto.
15393:  Dobrze.
15394:  I druga porada, w takich sytuacjach zawsze warto okrążyć przeciwnika.
15399:  Nie ma to jak górnicy, wprost ze Śląska przybyli, żeby walczyć z trollami.
15405:  Czy jesteśmy w stanie tutaj... Ooo, wieża z działem.
15409:  30 sekund i będzie nasza.
15411:  Mówiłem, lubię te... To jest ciekawe, bo to jest Orcze Siedlisko.
15416:  Orcze?
15418:  Czy ono jest orcze?
15420:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
15421:  To nie jest orcze siedlisko.
15423:  Jest tam nowa frakcja dodana, którą najrzadziej gram.
15426:  O grze, o grze.
15429:  Paradoks, bo ktoś by pomyślał, że być może sadyby krasnoludzkie powinny być silne.
15434:  No nie, nie w tej grze.
15436:  Okej, chyba potrzebujemy jednak na tę stronę teraz.
15445:  Dobrze, i teraz bardzo ostrożnie, jak będą te dwa oddziały tutaj, to wykorzystamy wtedy górników.
15456:  W sumie niepotrzebnie chyba się odwróciłem, tak mi się wydaje, ale co tam.
15466:  Okej, teraz my zrobimy flankę, tak?
15469:  AI lubi.
15469:  Uuu, ja tak lubię flankować.
15471:  Nie!
15474:  Radia pisze, że utknął nam zły zrodzony, bo główna bohaterka zaczęła się zachowywać wkurwiająco.
15479:  To się zdarza.
15492:  Okej, okej, okej, teraz.
15493:  Teraz atakuj.
15496:  Dobrze, dobrze, dobrze, dobrze, dobrze.
15498:  Teraz, teraz, tutaj.
15501:  No przecież ja rozindyczę z tymi jednostkami!
15513:  Już!
15515:  Proszę, piękny ładunek!
15519:  Przecież ja zwariuję, dlaczego oni nie rzucają ładunku?
15526:  Start shooting lads!
15532:  Przecież to jest szaleństwo.
15536:  Jest!
15537:  Doczekaliśmy się!
15539:  Gdzie ty to strzelasz?
15540:  Gdzie w nich?
15547:  Dobra, poczekajmy teraz na drugą turę.
15549:  Nie!
15549:  Krocz drogę!
15563:  Okej 908, czy stać nas na działo?
15567:  Jeszcze nie Tak, walczyli wręcz, dokładnie, bez sensu Może teraz się uda Przestańcie walczyć wręcz z nimi Dobra, teraz spróbujemy
15592:  Dobra, dobra, dobra, dobra, dobra, leci!
15597:  Świetnie!
15598:  I teraz atakujecie wręcz.
15599:  Dobrze.
15600:  O to chodziło.
15605:  No i to jest przyjemność!
15607:  Moja ocyla jak baba z wesela!
15608:  Cóż za piękny rym!
15612:  Fajny był ten film, który poleciłeś o feminatywach?
15614:  No, dobry jest.
15615:  Polecam wam.
15616:  Ted Talk o feminatywach.
15617:  Teraz już ma ponad 100 tysięcy wyświetleń, więc cieszę się, jeżeli ktoś z was nabił
15623:  nabił któreś z tych 100 tysięcy.
15626:  Dobra robota.
15631:  O, i tak mi przykre, że wygraliśmy.
15633:  Bardzo dobrze.
15636:  Bardzo dobrze.
15638:  Myślę, że możemy spróbować tutaj strzelić.
15643:  Z tym celem katapult to jest różnie.
15651:  Ok, spróbujemy ich otoczyć.
15658:  Zostajemy w porządku!
15659:  Wystarczająco dobrze!
15659:  Wystarczająco dobrze!
15660:  Wystarczająco dobrze!
15661:  Wystarczająco dobrze!
15662:  Wystarczająco dobrze!
15687:  Dobra!
15688:  Wieża!
15689:  Dajesz!
15696:  Ktoś jeszcze się gdzieś czai?
15698:  Nie.
15706:  Może tutaj uda mi się ich złamać, bo jesteśmy pod lepszym kątem.
15712:  Ho!
15714:  Może być tak, że nie uda nam się wygrać.
15719:  To mnie zdumiewa.
15726:  Film o firminatywach?
15727:  No już wam pokażę.
15731:  Już wam pokażę.
15739:  To jest to.
15741:  Feminatywy o genderowej nowomowie słów kilka.
15744:  Maciej Makselon, TEDxKoszalin.
15748:  Bardzo, bardzo dobra rzecz.
15750:  Polecam.
15751:  Bardzo polecam.
15753:  Znakomite.
15757:  Tak, ten Lord tutaj dużo zmienia.
15774:  Szkoda, że nie mieliśmy wcześniej tej wieży.
15776:  Szlachetna porażka.
15778:  Ja Macieja Maxelna w ogóle nie znałem wcześniej.
15783:  Nie rozmawiamy tutaj, Tomasz, w Age of Sigmar.
15790:  Nie rozmawiamy.
15793:  A kim jest Maciej Maxelan tak poza tym?
15795:  Bo ja go poznałem dopiero tutaj.
15813:  Okej.
15816:  Dobrze.
15817:  Nie jest źle.
15819:  A jakim cudem on się tutaj znalazł?
15822:  To jest dla mnie sekret absolutny.
15825:  Armia, która została stworzona znikąd.
15830:  Dobrze.
15833:  O nie!
15833:  Zapomniałem!
15837:  Zapomniałem!
15843:  I tak to jest.
15847:  Ale czekajcie, czekajcie, nie, bo to jest aż tak istotne, to jest aż tak istotne, że spróbujemy odpalić autosejwa.
15856:  Maciej Maksymon jest wykładowcą na polonistyce UJ?
15870:  No proszę.
15872:  Ktoś zabrał się wreszcie za rekrutację kompetentnych ludzi.
15885:  Każdy argument da się odwrócić, moi drodzy, każdy.
15888:  Nowa krew, dobrze, bardzo dobrze, bardzo dobrze.
15891:  Im więcej, tym lepiej.
15896:  A jest też redaktorem, nakierowanym na językoznawców.
15898:  A, to tak, na językoznawcy mają tam większe rikcz.
15902:  Dobrze, teraz tak, powiedzcie mi, błagam, powiedzcie mi... WSZELAG!
15907:  Nie udało się!
15909:  Nie, to będzie tak, że będziemy tutaj o jedną turę za daleko, mówię wam.
15914:  Dlaczego ten zapis tak działa?
15919:  Okej.
15920:  Czy jesteśmy w stanie...
15923:  Nie jesteśmy w stanie.
15924:  Po co ja w ogóle zadawałem to pytanie?
15926:  To jest oczywiste, że nie jesteśmy w stanie.
15932:  Okopanie się artylerii, 30% odporności na ostrzał, przyda się.
15938:  On dosłownie złotuje z tego, że jest na popolonistyce cały czas.
15941:  Że jest na popolonistyce, ale nie sądziłem, że tej!
15947:  Pewnie, że należy używać normalnie feminatywu, tak?
15949:  Używano w dwudziestoleciu międzywojennym, a komuniści to odebrali nam w PRL-u.
15955:  Pozdro dla wszystkich konserwatystów, którzy myślą, że nie używając feminatywu walczą z komuną.
15959:  To jest dokładnie na odwrót.
15964:  Zabawne, jak niektórzy w komentarzach zarzucają Maciejowi Maksylonowi manipulacje.
15967:  Zawsze się zarzuca albo manipulacje, albo hipokryzję, jak już nie można nic powiedzieć.
15971:  Bo wiecie, to nie jest tak, że na przykład człowiek, który zmienia zdanie nagle i argumentuje to w inny sposób.
15976:  Nie, nie, nie, nie.
15976:  To jest niemożliwe.
15978:  Człowiek rodzi się z kompletem poglądów, których nigdy nie zmienia przez całe życie.
15983:  Należy go rozliczać za każdym razem, jeżeli to zrobi.
15986:  Zwłaszcza, jeżeli zmieni najlepsze.
15989:  Bezwzględnie.
15994:  Precz mi z oczu!
15999:  Wreszcie!
16001:  Won z Wurzagiem!
16003:  Krewawe Renece zniszczone!
16005:  Ponury las jest nasz!
16008:  Co my jesteśmy w stanie zrobić w ponurym lesie?
16010:  To jest inna rzecz.
16011:  Praktycznie nic.
16013:  Kaplica zabójców?
16014:  Po co mi kaplica zabójców?
16015:  Bez sensu.
16019:  Absolutnie bez sensu.
16024:  Rodolka Raz potrzebuje absolutnie naszych inwestycji.
16029:  Wzgórza Warenka teraz możemy spokojnie już rozwijać.
16032:  No i w ten sposób straciliśmy wszystkie pieniądze.
16034:  A kopalnia Peterson, nie oszukujmy się, zielonoskórzy to odbiją.
16039:  Thorgrim biegnie jednak w stronę czarnej grani.
16044:  Jest szansa, że zdobędziemy Karakosiem Szczytów.
16047:  Jest taka szansa, moi drodzy.
16048:  Drobna, ale jest.
16055:  Witam, przyjaciele Dawii!
16080:  Tak po prawdzie po przeczytaniu kilku książek Age of Sigma zrobiło się fajne, z tym, że w porównaniu do Starego Świata to już niestety wypada blado, a podobno Stary Świat wraca.
