🔴 Precz z Dragon's Dogma — HORIZON: FORBIDDEN WEST #2
🔗 https://www.youtube.com/watch?v=ey8tVacIRp8

202:  Wszystkie prawa zastrzeżone.
25466:  Plany w planach, moi mili.
25469:  Co ja miałem zrobić, bo już zapomniałem?
25472:  Chyba tędy?
25474:  Czy ja mogę tutaj przeskoczyć, czy nie bardzo?
25478:  Dobra.
25479:  Muszę się upewnić.
25482:  Czy ja tego nie mogę teraz już... Nie, nie tak.
25487:  Nie, jeszcze nie?
25489:  No zeskocz!
25492:  Dlaczego ona nie chce skoczyć?
25495:  Eee?
25498:  Aloj?
25500:  Okej, trzeba było skokreślonego miejsca.
25504:  No to teraz już musimy móc trafić.
25510:  Nieee... Czerwona, więc strzelam.
25524:  Jesus Christ, teraz ja nie wiem, czy tam... Zamek genetyczny.
25534:  Tam coś jest!
25537:  Ale kierują nas w innym kierunku.
25541:  Tu też są rzeczy.
25542:  Starożytne pudło z cennymi przedmiotami.
25545:  Dobra, zakładam, że jednak tędy.
25554:  Okej.
25554:  Trudne wybory.
25557:  Wrócimy tutaj.
25559:  Okej.
25559:  To za dużo dla zamkniętej mazyny.
25561:  Udało mi się.
25561:  Otrzymaj identyfikację.
25567:  Będziemy po ulotku kończyć lindę, po ulotku.
25575:  Dobrze, dobrze, dobrze, dobrze, dobrze.
25578:  Oj, nie wiem, pisze Alejandra.
25579:  Mówi, że jeszcze trochę tam jest, no nie no, chce skończyć misję, no to nie ma tak, moi drodzy.
25584:  Dobra, to możemy tam się przenieść łatwo, relatywnie.
25591:  Więc...
25594:  Kosineczka?
25596:  Czy to jest ryzykowne?
25597:  To może być ryzykowne.
25599:  Kurczę, to może być ryzykowne.
25614:  A jednak!
25617:  Dosy komory.
25619:  Idziemy do Sykomora, ale to jest coś ważnego moi drodzy i ja nawet będę pamiętał, żeby się odsunąć.
25639:  No przecież to jest niesamowite, absolutnie.
25643:  To jest ten jeden moment, kiedy nie powinienem się odsunąć.
25657:  No szlag może człowieka trafić.
25667:  Skąd miałem wiedzieć, że będzie tutaj jakieś oparzenia?
25671:  Okej, przynajmniej skrzyneczkę mamy.
25676:  Zamknij się, Aloj, nie denerwuj mnie nawet.
25683:  Okej.
25685:  Czyli tutaj nigdzie nie da się wyskoczyć.
25687:  Świetnie.
25689:  No po prostu doskonale.
25690:  Co ja mogę teraz zrobić?
25691:  Mogę tylko tam wrócić.
25695:  Jezus Chryst.
25696:  Jezus Chryst.
25700:  Niżej nie dało się upaść, dosłownie.
25701:  I to jeszcze brakowało centymetra, jak zawsze, nie?
25705:  Nie dopisz, że właśnie przemawiam sobie o About Skyrim w świecie pilarców.
25709:  Ale Skyrim w świecie pilarców mnie niepokoi trochę, to znaczy ja od razu sobie wyobrażam, że będzie tak jak zawsze.
25715:  Czyli że będziemy mieli... O Boże, tutaj trzeba znowu iść... Że będziemy mieli do czynienia z... Izometrykiem, nie?
25734:  Ja i gram z ogniem, naprawdę.
25740:  Coś z mitologii.
25741:  Książka, whatever.
25743:  No, mitologia nordycka Gajmana, czemu by nie?
25747:  A jeżeli chcecie jakąś wersję bardzo... No, co jest?!
25752:  Szlag mnie trafi z tym!
25755:  Jeżeli chcecie coś, co jest przygodowe bardziej, to Czarne Okręty pod Troją Rosemary Sutcliffe.
25764:  Ja naprawdę nie jestem w stanie zrozumieć, co tutaj się stało w tym momencie.
25776:  No!
25777:  Nieeee!
25787:  Mitologii nordyckiej nie czytałem, ja się trzymam z dala od mitologii nordyckiej w ogóle, jakiejkolwiek.
25791:  Ale to jest Gaiman, moi drodzy.
25793:  Tak, nie wszedłem na belkę.
25794:  Musi być na bele... Beleczki musi być.
25796:  Jeszcze ona się tak dziwnie po tym buja, że ja mam wrażenie... Czy możesz... Możesz zejść?
25810:  Możesz zejść?
25811:  Możesz zejść?
25812:  Że ja mam wrażenie, że ona zawsze zeskoc... Czasem jest tak, że ja daję klawisz kierunkowy i ona skacze, a czasem muszę spację i to jest strasznie nieintuicyjne.
25825:  Wolałbym zdecydowanie mieć większą kontrolę nad tym.
25830:  Właśnie tutaj... O. Tutaj wcisnąłem spacji i skończyło się to źle.
25838:  No a idziemy tutaj już.
25843:  That's what she said.
25844:  Genetic profile confirmed.
25857:  Witaj, doktor Sobek.
25861:  Chcesz aktywować... Spidę Recluse'a?
25863:  Tak.
25864:  Aktywuj.
25864:  Okej.
25864:  Włączam to.
25865:  To nie brzmi dobrze.
25869:  Wygląda na to, że jest niestabilna.
25870:  I bardzo ciężka.
25872:  Ja też jestem niestabilna.
25875:  Przynajmniej mam moc.
25876:  I tutaj jest dane.
25877:  Wygląda na to, że ta spidę Recluse'a jest testowaniem dla Gaia i Hadesa.
25882:  Lepiej popatrzę na ten ekstra panel.
25885:  Tak, wejdź do niego.
25888:  Okej.
25892:  Myślę, że te cyrkularne pody to repozytory.
25897:  Jeden położony z backupami Hadesa, a drugi z Gaia.
25908:  O mój Boże, mam złe przeczucia.
25911:  Mam bardzo złe przeczucia.
25912:  I?
25946:  Eee?
25949:  No dobrze.
25951:  Ależ to jest dobra muzyka.
25954:  Myślałem, że potrzeba potem wskoczyć.
25966:  Czy to jest piła?
25968:  Oby nie.
25971:  Dane są niekompletne.
25999:  Nie ma funkcji subordynacyjnej.
26007:  To nie jest pełny backup.
26009:  Nie.
26009:  Bardziej jak kwiat, z którego mężczyzna mógłby się rozwijać, gdyby miał funkcję subordynacyjną.
26012:  Więc to nie jest użyteczne?
26013:  Mam wrażenie, że tak.
26016:  Musisz wybrać funkcje subordynacyjne.
26020:  Elo, zrobiłeś wszystko co mogłeś.
26021:  Dlaczego?
26022:  Nic?
26025:  Zawsze brakuje najważniejszych danych.
26027:  Tak.
26031:  Wszystkie będą w Stanach Zjednoczonych.
26032:  Co ja robię?
26034:  Dobre.
26034:  Jak działa?
26055:  To była jedna z Sosnowców.
26073:  To jest mocne.
26074:  Mądy po południu Planesan.
26076:  Jest to dosyć blisko, żebym go znalazła.
26080:  Też prawda, że główna lokacja Zero Dawn była w USA, więc nie dziwne, że uciekły tuż obok, to prawda.
26089:  Oho.
26089:  Ohoho.
26115:  To jest prolog?
26118:  Jaki prolog?
26138:  Zaawansowana misja.
26146:  W tej właśnie kolejności.
26167:  No nie niszcz sobie interfejsu, idiotko!
26172:  I mnie!
26175:  Okej, dobrze, przynajmniej tyle.
26183:  Już się przeraziłem.
26196:  Dopiero zaczyna się teraz prawdziwa fabuła przez Squall i wejście w prawdziwy sci-fi z pierdolnięciem.
26201:  Dobrze.
26209:  Jest jeszcze jedna dr Sobek?
26211:  Ile jest tych sopków?
26216:  Aloj.
26224:  To są autentycznie żniwiarze z Mass Effecta.
26231:  No powiedzcie, że nie.
26232:  Tylko miniaturowi.
26243:  Siostrunia!
26245:  Ma nawet taki sam trądź grużowaty.
26251:  O, to Beata!
26259:  Jezus Chryste.
26260:  KRADZIEJ!
26267:  Nie!
26275:  Arresto Momentum!
26281:  Nie bądź zdrajcą kodu genetycznego!
26287:  Cholera!
26289:  Zdrajczyni kodu.
26294:  Przepraszam?
26297:  Jak on to zrobił?
26301:  To oni!
26314:  Hmm, nie lubię tego brzmienia.
26316:  Nie, nie lubię tego, nie chcę tego.
26319:  Ale jeśli... Nie, jedna jest wystarczająco trudna.
26322:  Eric!
26323:  Tak?
26324:  Chcesz trochę zrównoważyć to?
26327:  Hmm, oczywiście.
26328:  Co, jeśli ona wysłała ten puls?
26332:  To było złożone, Aber.
26333:  Ale dostaliśmy to, na co przyszliśmy.
26337:  Więc zróbmy to.
26340:  Co oni mają naokoło siebie?
26341:  To jest jakaś tarcza.
26343:  Ależ to super wygląda.
26345:  Boże, jak ja się cieszę, że nie gramy w Dragon's Dogma.
26348:  Zenici?
26348:  Zbieram wiele nóg w VR.
26351:  Ale ten pewien trzęsień, jak życie zbiera się z oczu... Uuu!
26361:  Nie ma zbyt dużej możliwości.
26363:  Zbieraj twój mózg i zrób ładny cel.
26377:  Aloj, mówiłem ci.
26379:  Potrzebujesz upgrade'ów.
26385:  Podatność, odporność.
26391:  Wygrałem z Midirem.
26395:  Nie jesteś w stanie mnie pokonać.
26400:  Ta pułapeczka moja to co?
26403:  Dobra, kwas na nich działał.
26409:  Spokojnie.
26410:  Któraś strzała... Co, co, co?
26419:  Jak?
26421:  Jakiej konsoli?
26422:  Gdzie?
26424:  Użyj konsoli.
26429:  Ok, ciekawy patent, że jest niezabijalny.
26446:  On się zemszczy na tobie.
26449:  KRETYN!
26451:  KRETINO GRANDE CON VUOGO!
26460:  To zniszczy wszystko moje!
26461:  To jest to!
26461:  Chodź, strzelaj na mnie!
26462:  Nie w ten kawałek!
26487:  Ale kretyn.
26489:  Jak na XXI wiekowca powinien wiedzieć lepiej.
26494:  To już z drugiej strony.
26497:  Nie mieliśmy najlepszej edukacji w tym wieku.
26505:  Oj tak.
26510:  Pająk pomaga.
26514:  Jeszcze... Co mam strzaść, co mam strzaść tym razem?
26532:  O bogowie, o niebiosa!
26546:  Dobra, nie wiem, co mam strzelać.
26548:  Jakie kurwa sprzęgi?
26549:  Skąd mam wiedzieć, co to znaczy?
26552:  Sprzęgi.
26554:  Sprzęgi na trzonie.
26557:  Nie mam zielonego pojęcia, gdzie to jest.
26574:  Zakładam, że to jest to.
26578:  Wal w trzpień!
26579:  Dobra, czyli to jest to.
26580:  Sprzęgi na trzonie.
26602:  Gdyby to się zniszczyło, to tylko cię zabiję!
26605:  Lepiej niż pokazywać ci, że masz spokój.
26641:  God damn it!
26644:  No i szylak trafił cały projektyr reformacji.
26650:  Czemu nie powiedzieli, że trzeba uderzać w trzpienie?
26654:  W ogóle, co to było za słowo?
26655:  Już zapomniałem, jak to się... jak jego użyli.
26660:  Pfff... Wichajstry na trzpieniu, to obok wichajstru, no dokładnie.
26669:  Ciekawe jestem, czy jest tak wyrzeźbiony, czy też po prostu ma tak dobry kostium.
26673:  Sprzęgi, sprzęgi kuźwa, na trzonie czy czym innym.
26677:  Trzonu nie widzieli na oczy.
26679:  O mój Boże.
26688:  Co to są za istoty?
26696:  Poszukaj wyjścia.
26699:  Przytrzymaj kół, aby wypełnić.
26704:  Aloj, wytrzymaj, wytrzymaj, wytrzymaj, wytrzymaj.
26707:  Jak zaczniesz się teraz dusić, to wyzwę cię od kretynek.
26713:  Kretynka, kretynka, kretynka, kretynka, kretynka, kretynka, kretynka, kretynka, kretynka, kretynka, kretynka.
26736:  Ale muzyka jest... Wchodzi temat Aloj wspaniale.
26742:  Fly, Fools!
26743:  Gdzie jest wyjście?
26747:  Tu!
26748:  Drzwi bunkra, drzwi pancerne.
26754:  Zresztą zaczął stosować metody polskich WF-istów.
26756:  Podobno oni się sprawdzają.
26757:  Nie wiem, cały czas wszyscy im mówią, że ta pruska edukacja taka... ...znakomita.
26763:  Trzeba czasem wypróbować.
26764:  Ja na przykład ją wypróbowuję zawsze jak rozmawiam z nauczycielami w necie.
26769:  Odbij się.
26770:  Tak jest!
26773:  Odbij się!
26777:  Mało tlenu.
26778:  No shit.
26782:  Zero gówna.
26787:  Nie wiem, Aloj.
26788:  To you do the thinking.
26799:  No i tak się to skończyło.
26802:  Jak to można poruszyć przyciągaczem?!
26811:  Czy było nurkowane w pierwszej części?
26812:  Nie, Solina, nie było.
26818:  Dlatego właśnie Aloj jest dom myślenia.
26819:  Tak, tak.
26821:  No przecież nie ja.
26825:  O nie.
26825:  Tadadada.
26828:  U Jezu, jaki efekt piękny.
26831:  Aloj, gin częściej.
26833:  Tak pięknie to wygląda.
26840:  Aloj, jesteś najbardziej zawodnym stopem.
26847:  To jest zabawne, przypomina mi się gra Hydrofobia.
26857:  Nie, nie, nie, nie są to dobre wspomnienia.
26862:  Otwórz drzwi.
26866:  Tlen, tlen, tlen, tlen, tlen.
26871:  Tak, było pływanie bez nurkowania, nurkowanie piękne.
26878:  Wygląda na to, że to jakiś rodzaj pomieszczenia silnika.
26896:  Mamy tu kierownicę.
26897:  Obiecywane.
26904:  Ok, okej.
26906:  Aloj, Aloj, myśl.
26909:  Dobranoc Lindor, dobranoc.
26911:  Nie spodziewałem się, że ta misja będzie taka długa.
26914:  Aloj, myśl, myśl, myśl, ja nie umiem!
26919:  Czy ja wyglądam na doktora?
26921:  Aloj!
26922:  O, dobrze, dobrze, dobrze, Aloj, pięknie.
26930:  Po dwóch godzinach...
26931:  A, i teraz sama się odsunęła.
26933:  Philip Rochelec Tertziw Godfroy pisze po dwóch godzinach poszukiwań znalazłem w oryginale zeskocz na półkę to drop to ledge, czyli... Czyli spuść się po krawędzi.
26948:  More like.
26950:  Ale dalej jest to nieintuicyjne w oryginale.
26961:  Coś narobiła Aloj.
26962:  Widzisz, trzeba było zostawić myślenie mnie.
26966:  Coś ty narobiła.
26971:  Co narobiłaś?
26990:  O nie, Tomb Raider się przypomina.
26992:  Ile ja się raz nadziałem na te gałęzie w rzece, o Boże.
27004:  Zobaczcie, teraz przyjdzie do nas nasz wierny rumak, tryknie nas nosem i uratuje.
27012:  Widzicie?
27013:  Proszę bardzo.
27014:  Jest i on.
27021:  Jak kopia gai w tym szalnym pudełku się nie zbiła.
27023:  A, faciek, to wzięli ci, XXI-wieczni, złole.
27028:  Pewnie jakoś zabezpieczyli sprawy.
27032:  Czy to jest pan Val?
27034:  To jest pan Val, tak.
27040:  To jest nasz najlepszy przyjaciel.
27043:  Ale wiecie co jest smutne?
27044:  Ta relacja jest wciąż lepsza od relacji.
27047:  A jednak!
27048:  Nie, nie, nie!
27048:  Udało się wziąć tę buteleczkę.
27050:  My mamy swoją, a oni swoją.
27055:  Aaa, okej.
27059:  Jedną kopię Gai ma Aloj, a drugą mają Zenici.
27062:  Rozumiem.
27068:  Więc smutne jest to, że ta relacja Aloy z Panem Vali jest wciąż lepsza niż relacja V z Jackim w Cyberpunku.
27076:  A my jesteśmy dopiero na początku.
27079:  Na tym etapie Jacki już nie żył dwa razy i wirował mu pistolet w głowie.
27086:  Pleśni ziemi.
27087:  Ale jest cudownie bezużyteczny za to.
27095:  Okej, w porządku.
27096:  Ale zanim to zrobisz, powinieneś się z kimś rozmawiać.
27099:  Utaru nazywającym się Zou.
27102:  Powiedziałaś mi, że były problemy w tych górach.
27104:  Kaweł, wyczuwający śmierdzące maszyny.
27106:  Nie może to być okazja, prawda?
27107:  Dlaczego potrzebujemy jej?
27109:  Idziemy do kaweł.
27110:  Jest w... terytorium Utaru.
27111:  Jego terytorium.
27113:  Może nam pomóc.
27123:  U mnie też tak był ten błąd w anco, że Jackie zamiast wyciągnąć relik wsadził sobie pistolet w łeb i ten pistolet wirował następnie.
27132:  On jest synem Sony?
27134:  Kim jest Sona?
27142:  Próbujecie, wiem, doceniam.
27145:  Ja to nie zasługuję.
27151:  Otóż Sona jest matką Varla.
27156:  Tej też nie znam, powinienem ją znać?
27162:  To jest sonatoproducent tej gry.
27171:  Słuchają cię od ad naszu do Kajfasza, tak.
27175:  To jest nowa postać, okej.
27179:  Zo.
27183:  Wiecie, jakie jest jej ulubione zajęcie niedzielne?
27185:  Chodzi do Zo.
27189:  To jest Aloj Palpatine, tak.
27196:  Varla Morgulis, Varla Doeris.
27201:  Hahaha.
27220:  O nie... Wanjar pisze, że to dryady z brokilonu, a ja przeczytałem dziady z brokilonu.
27225:  Dziady z brokilonu były w Netflixie.
27234:  Boże, tak powiedział mój proktolog.
27239:  O nie... To jest prawda.
27256:  Pomogło.
27257:  Wyglądało bardzo podobnie.
27266:  Fiproktolog też miał włócznię?
27268:  Tak, bo to na NFZ.
27269:  To nie był żyraf, nie.
27281:  To było małe żyrafo.
27288:  Góry.
27288:  Na wschód od Plainsonga.
27292:  Czy tam jest kłopot?
27294:  Uczarze mają kłopot.
27296:  Wszędzie.
27297:  Nasze tereny zostały zablokowane.
27298:  Nasze osiedlenia zostały opuszczone.
27301:  Ale góra w górach jest najgorsza z nich.
27303:  Jest to święte miejsce.
27307:  Fa, kolejny z naszych bogów ziemi.
27309:  Wszedł tam miesiąc temu.
27310:  Przepraszam, wybuchnął bojek.
27314:  Tak to niestety jest.
27319:  W Nowej Hucie w Tokoie szukał sprzętu radioaktywnego, który od rana zaginął.
27322:  O mój Boże.
27329:  Kim jest żałobnica?
27330:  Ja próbuję...
27341:  Ojej, spodobała się Martinogra, absolutnie.
27355:  Ej, czemu jest tak, że przewija muzykę w dialogach, to jest dziwne.
27366:  Jak skracam dialog, bogini ziemi.
27371:  Nie będę tego robił zatem.
27373:  Jesteśmy otwarte, moi drodzy, w jakimś gaju.
27377:  Szukaliśmy gai i trafiliśmy do gaju.
27380:  Osada utaru ciekawa, zobaczymy w przyszłym tygodniu.
27398:  Chyba, że zrobimy jakiś stream, nie wiem, wyjątkowy, czwartkowy.
27403:  Zobaczymy, bo trochę długo to byłoby.
27406:  Więc może zrobimy tak, że będzie środa, czwartek i potem będzie sobota, niedziela.
27410:  We shall see.
27414:  Święta jaskinia.
27416:  Wtedy w czwartek byłby Horizon znowu i potem w niedzielę.
27421:  bo rzeczywiście gra jest potężna.
27425:  Jak będziemy grali w Horizona tylko w niedzielę, to nie skończymy do grudnia.
27438:  Gościu was śpiewa pieśni żałobne maszynom, Aloj morduje jedna potęga i pisze Paulina Kalinowska.
27442:  Na pewno się zaprzyjaźnią, nie inaczej.
27445:  bez jakiegoś skręcenia.
27448:  Cały teren i oryginalność świątyni została wyczerpana.
27452:  Wszyscy przyjeżdżali z powrotem jako jedno z siedmiu festiwalów w naszym kalendarzu.
27456:  Ale przesunięcie zmieniło cykl.
27457:  Tak, tak myśleliśmy.
27459:  Przez czas ludzkie bogi powstrzymywali rytuał, stawały się wyczerpane i brzydkie.
27465:  Ale trzy tygodnie temu, w środku,
27475:  Jesteś żałobnicą, co to znaczy?
27476:  Wszyscy kiedyś umrą, jest mi ich żal.
27479:  Pamiętajmy, że cykl zaczął się znowu.
27481:  Fa nie wstąpił.
27485:  Co nasza maszyna budowała, żeby zabić?
27488:  Nasza maszyna budowała się wewnątrz?
27490:  Jak w kołdronie?
27491:  Wygląda na to.
27492:  Ale ten sposób, w jaki te... ojczyzny przychodzą i idą... To nie jest tak, jak kiedykolwiek widziałam.
27502:  To znaczy, że ewoluowały w ramach tego dziwnego ekosystemu.
27506:  I widzicie, dlatego Horizon jest ciekawy.
27508:  Świat zaprojektowany jest w bardzo interesujący sposób.
27511:  Więc co się stało z lękowicami po zniszczeniu?
27515:  Zmienili się rok po roku.
27521:  Kiedy byli spokojni, teraz wracają na nas, kiedy przyjeżdżamy, nawet nas atakują.
27524:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27528:  Wzmocniali teren, w którym były nagrane czasowe sezony.
27530:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27531:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27533:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27536:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27539:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27543:  Zawsze wzmocniali teren, w którym były nagrane czasowe sezony.
27545:  Zawsze wzmocniali teren, w którym były nagrane czasowe se
27553:  W ogóle są tutaj dopracowane modele postaci, naprawdę.
27559:  Na jakim silniku jest ta giereczka?
27563:  Podobno autorskim, N'Logol.
27567:  I moja wioska jest z nimi.
27584:  Decima, autorski czynnik.
27585:  Mlugają, Aloj nawet oblizała w tym momencie usta.
27587:  Naprawdę to wygląda dość naturalnie.
27591:  Wszędzie kłopoty.
27594:  Modele postaci to prawdziwe aktorzy nagrani w systemie Motion Capture.
27597:  O, to tak, to się spodziewałem oczywiście.
27599:  Da się!
27609:  I maszyny stają się coraz bardziej agresywne.
