🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
20892:  W pakiecie z dobrą muzyką jest niestety słuchanie wrzasków Hollow Knighta, co jest irytujące, ale twórcy stwierdzili, że te wrzaski są tak piękne, że wsadzają nawet na płytę.
20921:  Według lore panfionów każdy boss jest bogiem?
20923:  Serio?
20923:  Nie widziałem tego po drugą drogę.
20925:  Jutro przedstawię referat na koniec naukowy.
20927:  Trzymajcie jemnicze kciuki przy martyn palniczek.
20929:  Trzymamy!
20930:  Co to za konferencja jeszcze zdrać?
20959:  Radiance to bóg żółtego światła, snu i ciemni.
20965:  Z konferencji naukowej dotknąła rzemieślnica, pisze Marcin.
20972:  Trzymamy kciuki.
20979:  Jestem pewien, że tego uniknąłem, ale co tam.
20982:  Mhm, za wcześnie.
20985:  O nie, kule.
20997:  To jest czysta RNG w tym przypadku.
21001:  Jeżeli wpadną dwa razy pod rząd kolce lecące dokładnie na tej wysokości, na jakiej jesteśmy my, no to przepraszam, nie ma bata, żeby tego uniknąć.
21017:  Dasze działają tylko przez pewien czas, więc nie piszcie mi, że dasze, bo wiem.
21024:  Możecie policzyć, ile razy wcisnąłem Shift w tych walkach.
21027:  Dużo.
21033:  Czy grałem w Warframe?
21033:  Mam 600 godzin w Warframe, ale przestałem grać, co ciekawe, w najgorszym momencie na zaprzestanie gry, po wtedy, kiedy się w grze zaczęły dziać ciekawe rzeczy.
21045:  Naprawdę wkurzające jest to, że on jest taką gąbką, nie?
21048:  Po co on jest taką gąbką na ten etap?
21050:  Pokonaliśmy go już wiele razy.
21051:  To jest niepotrzebne.
21053:  Genichira Ashine, cały czas będę to przywoływał, bo to jest bardzo podobna walka w tym stylu, pokonuje się sześć razy szybciej niż w jego normalnej walce.
21062:  Ciekawe dlaczego.
21077:  No i teraz przekręt.
21098:  Plus jest taki, że jak ubiję Radiance, to chyba będzie z przyjemnością.
21102:  Nie wiem, czy będzie przyjemnością, to znaczy... Ja nie mam wrażenia, że się uczę czegoś już na tych etapach.
21109:  To nie jest... Ja już się nauczyłem wszystkiego, czego chciałem w tej grze.
21116:  To już jest raczej kwestia tego, że po prostu chcę zobaczyć, jakie to jest zakończenie, bo tego sobie akurat nie zaspoilowałem.
21121:  O Bogu.
21134:  Wkurza mnie naprawdę to, naprawdę mnie to wkurza, że nie mogę czasem dashować.
21137:  Nie wiem, na czym to polega.
21139:  Może jest tak, że jak obrywam, to nie mogę wtedy dashować?
21144:  Reżek pisze, że zakończenie jest fajne.
21145:  No właśnie.
21147:  No litość, po prostu z tym pieprzonym kontaktem, czy naprawdę litość.
21151:  Właśnie to jest przykład tego, czego się człowiek nie uczy tutaj.
21155:  Nie nauczyłem się nigdy tego.
21160:  Ciekawe dlaczego.
21162:  Na pewno nie ma w związku z hitboxami, bo w życiu.
21165:  Wyobraźcie sobie contact damage w Dark Souls, Jezus Maria.
21168:  Przecież to byłoby przerażające.
21171:  Jak dostałeś, dostałeś chwilową nieśmiertność?
21173:  Nie zauważyłem.
21180:  Aha, czyli jak obrywam... Aaa, czyli jak obrywam i dostaję chwilową nieśmiertelność, której nie ma, to wtedy nie mogę użyć dash.
21187:  Świetnie.
21187:  Czyli gra daje mi nieśmiertelność, czyli klatki nieśmiertelności, które nie istnieją, ale za to odbiera mi możliwość dashowania.
21195:  No to wiele wyjaśnia.
21215:  I to jest zabawne, bo pamiętajcie, że za atak w tej grze się nie liczy atak jego, tylko się liczy contact damage.
21222:  Więc jeżeli ja jestem za blisko i dashuję, to wtedy blokuje mi dasha.
21234:  No doskonale.
21242:  Sam Mikołaj pisze, że przybył z Filipa, z Rumiku z Ghost of Tsushima.
21245:  Jak się Filipowi podoba?
21247:  Znaczy Filip zna grę, więc wiecie.
21257:  Jezus... Boże, to jest najgorsze, ten atak po prostu przedłuża tę walkę.
21262:  Jak wyglądały przygotowania do olimpiady z polskiego, z mojej perspektywy?
21265:  Święty Jamniku, dużo pisałem, wiesz?
21267:  Bo miałem świadomość taką, że szkoła mnie nie nauczyła pisać.
21272:  a na olimpiadzie będzie wymagane pisanie, więc ja sobie zadawałem różne sztuczne tematy bardzo często.
21279:  Na podstawie poprzednich tematów olimpijskich sobie pisałem takie krótkie, żeby się nie zmęczyć za bardzo.
21286:  Trzy dwustronicowe teksty.
21292:  Wiesz co?
21293:  Jeżeli nawet mogę zapauzować, to chyba gdzieś powinienem mieć folder olimpijski mój,
21305:  Olimpiada, czy to będzie gdzieś?
21312:  Studia, olimpiada... Nie widzę tego w tej chwili.
21316:  Okej, widzę.
21323:  No ja pisałem sobie różnego rodzaju tematy, tak?
21327:  Nie wiem, czy to będzie, no zobaczycie, niewiele, tak?
21329:  No bo tutaj jest po prostu folder, tak?
21331:  Więc miałem sobie podzielone na poszczególne etapy.
21334:  Pierwszy etap pisemny, ustny, ćwiczenia, rzeczy.
21338:  I tak było w przypadku pierwszej olimpiady i drugiej olimpiady.
21341:  I po prostu sobie sam zadawałem różnego rodzaju prace do napisania i pisałem je do skutku, nie?
21349:  W sumie było tego kilkanaście.
21352:  Potem miałem jeszcze na szczęście człowieka, który mi to sprawdzał.
21354:  To było cudowne.
21355:  Co ciekawe, tym człowiekiem nie był nauczyciel.
21362:  Ale nauczycielka pomagała mi w wymyślaniu tematów.
21365:  To się zdarzało.
21367:  Byłem pewien, że się zmieściłem, ale... O nie, jest kulka.
21375:  Kulce trzeba dać trafić w ziemię.
21380:  No i to jest to, nie?
21383:  Podskoczysz niewłaściwie, masz przerąbane.
21399:  Nie, no litości.
21401:  Znowu, znowu.
21402:  Znowu kontakt damage.
21404:  Znowu.
21404:  Z brzegu, z brzegu szpikulec mnie zaatakował.
21407:  No tak, oczywiście zapomniałem.
21410:  Szpikulce atakują z brzegu.
21413:  Jak mi idzie czytanie struktury kości?
21414:  Przeczytałem Kingo.
21416:  Przeczytałem całość i bardzo fajna sprawa.
21420:  Salamnikolaj3 pisze, że Ghost of Tsushima się filopiowej podoba, męczył się z bossem od libiańskiego ciosu na koniec.
21425:  O Jezu, ja też.
21426:  Ja też.
21426:  Zginął 30 razy na zabójczym, nie dziwię się.
21428:  Ja miałem parę śmierci, spokojnie.
21435:  Oj, oj, oj.
21438:  Na 10 minut pograłem, moi drodzy, będziemy niestety kończyć, chociaż ja naprawdę bym pograł jeszcze dłużej, bo niestety jutro mam robotę i to sporo roboty.
21450:  Ale dobrze, bo adrenalina weszła, bardzo potrzebowałem adrenaliny.
21456:  Ci ludzie pytają, dlaczego się gra w trudne gry, dla adrenaliny.
21459:  Mam też wrażenie, że im bardziej obciążająca psychicznie praca, tym takie gry mogą być paradoksalnie lepsze.
21481:  No.
21482:  No nie idzie mi walka z tym przeciwnikiem.
21485:  Nie idzie mi.
21488:  Uwielbiam anulowanie rozpoczęcia leczenia.
21491:  Uwielbiam.
21493:  Uwielbiam ten cios główką.
21495:  Jest wspaniały.
21496:  Najpotężniejszy cios w całej grze.
21499:  Cios główką.
21501:  Opadającą.
21507:  Ale Omikron, ja już mam to zakończenie, o którym mówisz.
21510:  Gra jest gdzieś tutaj, byłoby powiedziane, nie wiem gdzie to sprawdzić.
21515:  Gra jest ukończona na... nie, nie wiem gdzie to się sprawdza.
21517:  To chyba się sprawdza w menu głównym.
21521:  Wiesz co, bo wtedy sobie zdajesz sprawę z tego, że...
21539:  cokolwiek się staje złego w grze i z czym sobie nie radzisz, czy coś w tym stylu, to jest pikuś w porównaniu z tym, co masz potem.
21545:  A jeżeli z kolei się uda przezwyciężyć jakąś trudność, pokonać kogoś, to wtedy dostajesz boosta adrenalinowego i to jest bardzo pomocne.
21553:  No i ostatnia kwestia, właśnie adrenalina, to znaczy im więcej jest jej, tym lepiej.
21558:  Więc to na pewno nie daje takich prostych boostów dopaminowych z kolei, jakie ludzie lubią, natomiast dla mnie to jest mniej więcej tak ciężki trening.
21565:  Dzisiaj jestem po treningu,
21567:  I to jest inny rodzaj treningu, trening psychiczny.
21570:  Mnie to nie frustruje, tylko mnie to denerwuje.
21573:  A mnie wkurw zawsze napędza, więc też trzeba sprawdzić, kogo co napędza.
21579:  Natomiast co do zasady, myślę, że gry, które dają challenge, mają z tego względu właśnie sens, że
21586:  oddziałują bardzo potężnie emocjonalnie na nas.
21588:  Zauważcie, co się dzieje w głosu w Tsushima u mnie.
21590:  Mam na najwyższym poziomie trudności, a się nie bawię dobrze.
21593:  Tutaj narzekam co 5 sekund, a się bawię dobrze, tak?
21596:  Więc jest różnica.
21602:  O, ja nie wiem, Anriovastor, jak to będzie z pamięcią mięśniało, bo ja nie wiem, kiedy zagramy znowu Hollow Knight'a, tak?
21608:  Na pewno nie w przyszłą środę, ponieważ przez cholerny Pyrkon nie ma streamów w następny tydzień.
21613:  A zatem będziemy w środę grali Ghost of Tsushima, bo jest tam jednak fabuła.
21619:  Jeżeli ja fabułę... Jeżeli ja fabułę odpuszczę, to naprawdę nie będzie wiedział, o co chodzi.
21628:  Czy naprawdę ktoś uważa, że ta walka ma sens przed walką z Radiance?
21632:  Naprawdę?
21633:  Ona czegoś uczy?
21634:  Mi się nie wydaje.
21639:  Jest bardzo irytująca.
21642:  Także dźwiękowo.
21644:  Nie cieszy mnie, nudzi, nuży.
21648:  No, cholerny Pyrkon, cholerny w tym sensie, strasznie nie lubię jeździć, nie?
21652:  A jak jeszcze jest coś, co burzy kalendarz, moi drodzy, to jest dramat.
21656:  Ja tam jadę z robotą, tak?
21659:  Byłem ze cztery wystąpienia, dramat absolutny.
21663:  A to nie jest dobry moment.
21664:  Pyrkon był zajebisty, jak był w kwietniu.
21667:  Natomiast przerzucenie Pyrkonu na czerwiec, z mojej perspektywy, to jest dramat.
21673:  Ale nic nie wskazuje na to, żeby to mieli zmienić.
21677:  Nie dość, że jest gorąco, no to jeszcze jest w środku sesji, prawda?
21699:  Bardzo dziwna sekwencja ataków.
21701:  Nie rozumiem tego, co tu się stało.
21706:  Tylko on był kiedyś kiedyś... O, jak!
21708:  Był, był.
21710:  On się został przerzucony na czerwiec i jest to dramat absolutny.
21719:  Ale ludziom odpowiada.
21720:  Wiecie, już jest tak wakacyjny vibe, pewnie jest więcej też uczestników.
21737:  I dyskryminacja studentów, prawda Koalewski?
21740:  Dokładnie tak.
21749:  Simireci nie kojarzy Kacprze.
21753:  Ale brzmi jak wyścigi, a ja nie jestem dobry w wyścigi.
21759:  No i to jest właśnie to daszowanie w stronę kuli, nie?
21770:  Jezus nie no Skąd ja miałem wiedzieć, że się będę mógł uleczyć tutaj No tragiczne podejście, się usiłowałem uleczyć Jezus mój Boże i teraz znowu męka z nim
21794:  Boże, gdy można było tylko, nie wiem, jakoś zmodować grę tak, żeby pomijać tę walkę i od razu przychodzi do walki z Radiance.
21804:  Zauważcie, ona jest długa!
21806:  Jeszcze to jest najgorsze.
21807:  Nawet jeżeli brute force'uje się ją, to jest długa, po prostu jest długa.
21811:  Pieprzę, to będę używał magii, trudno.
21813:  Mam po prostu dość go.
21852:  No, chyba to jest dobra strategia, moi drodzy Chyba to jest dobra strategia Spam
21888:  No nie, no przecież to jest jak kule... To jest jakiś idiotyzm kompletny, no jak tego unikać?
21894:  Cóż, żeby była w tej grze jakaś mechanika parowania, to byłoby cudowne właśnie taki rzecz.
21901:  Nie wiem, to jest jakiś dramat absolutny.
21903:  Tak, najgorsze jest to, że... Coś... Co się działo?
21919:  Najgorsze jest to, że zaczynamy bez many tę walkę.
21921:  No to jest najgorsze oczywiście, bo nie można jej szybko ogarnąć.
21928:  No tak, tak, ta mechanika parowania mam na myśli do zdolności, nie?
21932:  Żebym na przykład tę kulę mógł sparować jakoś.
21934:  Byłoby ciekawsze, myślę, niż same uniki.
21940:  Bałem się, że to się dzisiaj nie uda.
21951:  No przynajmniej z tej strony nie oberwę jego maską.
21964:  Ała.
21966:  No cóż, nie wyznij do mnie, aaaa, aaaa, aaaa.
21970:  Aaaa.
21974:  Widziałem serową film w ATVD, bardzo polecam wam.
21977:  Jeżeli nie wiecie o co chodzi w zwiastunie Elden Ringa Shadow of the Edge, bardzo polecam.
21982:  Jak również bardzo polecam jego komentarz do trzygodzinnego nagrania.
21987:  O Nightmare Cat też nie słyszałem.
21988:  Nie, nie, Mario Kart to nie są moje klimaty.
21990:  Wyścigi i tego typu rzeczy, sport, nie mój klimat.
22001:  A wiecie, co jest najsmutniejsze?
22002:  Że ta walka za pierwszym razem była piękna.
22006:  Muzycznie i w ogóle, zachwycałem się nią.
22008:  Teraz rzygam nią.
22013:  Jeżeli panteony wyglądają w ten sposób, że ogrywacie bossów tak często, że są do zarzygania, to nie wiem, czy to jest dla mnie.
22031:  Może giń już?
22032:  Giń, giń, giń!
22036:  O!
22038:  No trudno było za pierwsze, no to oczywiście było wyzwanie, było ciekawie.
22069:  Jezus, nie.
22070:  Giń już!
22071:  Giń!
22072:  Giń!
22075:  Boże, jakie męczliwe.
22101:  Ale wredne.
22107:  No i kule się zaczynają.
22111:  Teraz się ustawiły wygodnie.
22122:  Litości.
22133:  Dla mnie nie robi się ta walka łatwa we mnerze ze Sky'em z bardzo prostego powodu, to znaczy mój skill nie wyeliminuje trudności, które są wynikłe z rzeczy, które są dla mnie niepokonywalne, jak chociażby fakt, że ja nie widzę, gdzie jest obrys wroga, że ja nie widzę, kiedy jest kontakt damage, a kiedy go nie ma.
22151:  Ja po prostu tego nie widzę, no więc dla mnie ta walka nie stanie się prostsza, ona się może stać dla mnie wyłącznie szybsza, kiedy będę używał zaklęć.
22163:  My umiemy rozpoznać moment, kiedy to już nie jest kwestia nauki, tylko to jest kwestia wyłącznie szczęścia.
22170:  To znaczy tego, że on akurat wykona serię takich ataków, które są raczej spoko.
22177:  Nie będzie na przykład latał przez cały czas, tylko o, chociażby to będzie spamił.
22181:  To wystarczy.
22197:  O, ja też będę grał w Sixom na kwapie troszkę, to na pewno.
22205:  No i właśnie to jest to.
22207:  Wystarczy, że on to zrobi dwa razy i ja już zginąłem, nie?
22226:  Proszę, niech ona już przyleci.
22227:  Dobrze.
22232:  Hoxy Gwen, ja zużywam manę na początku, dlatego że chcę przejść do drugiej fazy i się nie trochę pouczyć.
22237:  To po to.
22238:  Mnie nudzi pierwsza faza.
22244:  Właśnie dlatego mnie nudzi.
22266:  Jezus, udało się, nie wiem jak.
22267:  Fuck, mada.
22306:  Ja wiem, że obydwie masy mają te same ataki, ale jest różnica unikania ataków, kiedy masz podłogę, a unikanie, kiedy jej nie masz.
22317:  No to ja właśnie skipię trudniejszą część pierwszej fazy.
22320:  To jest dla mnie trudniejsza część pierwszej fazy.
22326:  Ale tak naprawdę to jest trudniejsza część.
22328:  To znaczy muszę ją wytrzymać i się nie zdenerwować.
22341:  Boże, nie przerywaj mi nieustannie moich ataków, no.
22346:  Mi wrzaskami swoimi durnymi.
22357:  Muszę zapamiętać, żeby się cofnąć, bo jego maska mi walnie, no przecież to jest tak absurdalne, że to się w głowie nie mieści.
22383:  No da się zapamiętać, ale czy to się przyda gdzieś w jakiejś innej walce?
22387:  Nie, ponieważ inny boss będzie mieć inne hitboxy.
22391:  To nie jest to samo co, wiesz, wyczucie, nie wiem, jakiejś mechaniki, nauczenie się, nie jest to samo.
22397:  Po prostu wprowadzi Ci ktoś innego hitboxa i Ci się wszystko zmienia.
22421:  Czemu ja nie mogę mieć klatek nieśmiertelności przy tym?
22449:  Nie mogę, nie mogę tego, że to jest zawsze kwestia wymierzenia czegoś, co jest nie... co jest niematerialne.
22468:  To jak w okazji z Godfrey'em, odbędź pierwszą fazę, żeby zginąć od graba w kilka sekund.
22472:  Trochę tak.
22475:  A mnie to przypomina, gorszą rzecz, mnie to przypomina,
22479:  Ty parujesz powietrze teraz?
22482:  On paruje powietrze.
22484:  Mnie to przypomina walkę z Radaganem.
22487:  I potem walkę z Eldenbeast.
22488:  O tak!
22490:  To jest to!
22491:  Jezu, to jest to!
22492:  Tam nawet, przecież, tam nawet było raz tak, że na początek był taki, pamiętacie, flashbang, jak się wchodziło do tego, z wizgiem jakimś w głośnikach.
22502:  Jezus Maria!
22504:  Jakie to było okropne!
22507:  Oczywiście żaden recenzent nie zwrócił na to ani razu uwagę.
22510:  Uwagi, żaden.
22515:  Byli zajęci skupianiem się na tym, żeby porównać, kto szybciej pokonał.
22526:  Ja te ślimaki spróbuję, muszę o tym buildzie poczytać.
22530:  Ja to spróbuję następnym razem, bo ja się nie zamierzam tak męczyć.
22536:  Ale to głównie chodzi o tę część walki, bo ona mnie irytuje ponad wszelką moją miarę.
22547:  Na ławeczce nie resetuje manę, na ławeczce odnawia manę bardzo długo i irytująco.
22554:  A ławeczka jest oddalona tutaj o 20 minut drogi.
22562:  Przysłowiowe.
22566:  gdzie ja chcę sekundy nadrobić dosłownie, żeby szybko przejść do Radiance, nie?
22579:  Dobra.
22586:  Już nie pomaga to, że tu za każdym razem jest inna sekwencja ataków.
22595:  Nienawidzę tego, nienawidzę tego.
22596:  Jak, skąd mam wiedzieć, skąd mam wiedzieć, jak coś jest poza krawędzią ekranu?
22602:  Jak mam się na to przygotować taktycznie?
22604:  Czy zużyć Shadow Dash'a, czy nie zużyć Shadow Dash'a?
22607:  Przecież jeżeli bym wiedział, że będą dwa razy nadlatywać na tej samej wysokości, to bym nie zużył Shadow Dash'a.
