🔴 Ścieżka bólu bez nadziei | HOLLOW KNIGHT Livestream #12
🔗 https://www.youtube.com/watch?v=Ti3O49kJYAY

28:  O nie...
17436:  Pokaute pisze, że z rodzinnym atakiem zaczynasz z kimś mowami w Dark Souls 3, tak?
17442:  Że już ich polubiłeś.
17444:  No ja z Nameless Kingiem bym się nie był w stanie polubić.
17450:  Ja go po prostu nienawidzę.
17453:  To nie jest nic osobistego.
17455:  To po prostu zimna nienawiść.
17466:  Może uzyskiwanie mani na ławce?
17467:  Tak, ale zajmuje nam więcej czasu.
17480:  Naprawdę?
17483:  Naprawdę, no najprostszy przeciwnika.
17492:  Nie no, litości!
17493:  Odwal się!
17507:  Tutaj jest królestwo RNG, co tutaj będzie się działo.
17511:  Więc ja wolę zrobić tak.
17519:  Ten etap Kingo właśnie był najdalszy, który opisujesz.
17551:  Dobrze.
17551:  Dobrze.
17551:  Zostałem bez... Nie, to jest ostrożna arena.
17554:  Naprawdę on musiał teraz podskoczyć.
17556:  Załóż.
17567:  Mamy szansę nafarmić sporo na pająkach i można tylko tego spaprać.
17572:  A jestem dobry w spapraniu.
17574:  Mhm.
17608:  Czemu nie używam miodu?
17609:  Bo tutaj miód kosztuje 4.
17612:  Miodu się nie używa do walki.
17619:  Dex Horacist.
17623:  Dobry.
17623:  To w Path of Pain nas uratował.
17625:  Wiele razy.
17632:  Dobra, no jest ładnie z maną, ale teraz nas czeka koszmar.
17648:  Ja tak panikuję przy tych aspidach, że to się aż w głowie nie mieści.
17659:  Teraz teoretycznie nie jest jakoś strasznie źle.
17695:  Dobra.
17695:  Okej, okej, okej, okej, teraz tak.
17699:  No ja teraz pożałuję, że nie użyłem magii w tej walce.
17731:  Cześć!
17754:  I o to chodziło.
17756:  What now?
17784:  Okej.
17786:  Nie!
17807:  Ja bardzo potrzebuję many.
17851:  Au.
17855:  Ale wredne.
17855:  Ale wredne, ale wredne.
17859:  To jest boss, prawda?
17862:  Czy nie?
17864:  Elektryku dobrze jest bić magią?
17865:  A wiesz jeszcze co jest dobrze mieć?
17866:  Czerwony list panek.
17874:  No tak jak mówię, no to jest prekognicja, tak?
17876:  Znaczy, jeżeli człowiek wie, że on ląduje na samym środku, to wtedy good.
17880:  Jeżeli nie wie, no to wtedy co ma zrobić?
17882:  Nic nie może zrobić.
17888:  To nie jest boss?
17890:  Powariowali kompletnie.
17897:  Pantheony z DLC Gods & Glory wyglądają bardzo podobnie, są fajniejsze.
17901:  Masz same pojedynczych bossów?
17902:  Nie, to nie jest fajniejsze.
17905:  Boss, jak cała nazwa wskazuje, jest pojedynczym przeciwnikiem.
17909:  Seria bossów to jest wyzwanie sportowe.
17918:  Czy ja wyglądam, moi drodzy, na gracza e-sportowego?
17920:  Powiedzcie mi.
17922:  Czy ja wyglądam, jakbym... Czy wyglądam, jakbym chciał uczestniczyć w turnieju StarCrafta?
17935:  No jasne mówiąc, jeżeli bym uczestniczył w czymkolwiek e-sportowym, to właśnie byłby to StarCraft.
17949:  Naprawdę?
17956:  O, Krzysztof, jak tak uniknąłeś?
17958:  Nie wiem, przekonnicja.
17958:  Byłem już tutaj.
17967:  Naprawdę?
17973:  A mnie denerwuje to ciągłe leczenie.
17979:  Przedmówka pisze tak.
17988:  Wspieram.
17988:  Słuchajcie, dziękuję.
17989:  Dziewięć miesięcy.
17990:  Nie wiem wszystko, na co to jest trwa odpowiedź.
18001:  Czemu ja nie zostaję zatomany?
18004:  Pan mnie zastanawia.
18009:  Główny najgłówniejszy etap, ale potrzebny, bo w teorii pozwalający nam odzyskać manę, a w praktyce różnie z tym bywa.
18016:  Trzeba powiedzieć, że to jak one się poruszają jest niesamowite dla mnie.
18037:  Nie mogę ich tutaj zdjąć z tej platformy.
18039:  Łatwo.
18045:  No co jest?!
18049:  No nie zdobędę tej mamy.
18052:  No nie zdobędę, no nie zdobędę.
18054:  Jeżeli on będzie mnie zza krawędzi ekranu atakował, to nie zdobędę tej mamy.
18068:  A, to była odpowiedź na to, czy wyglądam jak gracz esportowy.
18072:  Nie, nie wyglądam.
18074:  Żadna liczba tak tego nie zmieni na czacie.
18080:  Oho.
18095:  Boże drogi, jak ja ich nienawidzę!
18100:  No naprawdę ich nienawidzę!
18102:  Najbardziej erratycznie poruszający się przeciwnik we wszystkim... Erratycznie poruszający się przeciwników!
18108:  Się w żaden sposób nie da parować!
18116:  Całą mi manę zepsuł, debil!
18118:  Aaa!
18125:  Świetnie.
18128:  To jest jakaś masakra z tą maną.
18134:  No nie, no nie wiesz.
18140:  Wiesz, ja wiedziałem, że on wyląduje w miejscu, w którym ja chciałem wylądować, to przecież to jest w ogóle nieprawdopodobne, naprawdę.
18151:  Nic tylko zdejmować magią, na jak słowo daję.
18157:  No przecież to jest jakiś absurd!
18174:  Już przegrałem.
18183:  Nie, nie, nie ciągnie mnie do pocisków, tylko one są samonaprowadzające się, no.
18190:  Ja nic nie mogę zrobić, jeżeli coś samonaprowadza.
18196:  Człowiek usiłuje uniknąć pocisku, który trafi w miejsce, w którym... Tak, są!
18201:  Więc jeżeli człowiek usiłuje uniknąć pocisku, który trafi w miejsce, w którym będzie za 5 sekund, to nic nie zrobi.
18210:  Dramat!
18213:  Czy w tej grze nie ma żadnego normalnego end game'u?
18216:  Wszystko tutaj musi być horrendalnie trudne.
18220:  Strasznie chcę go skończyć.
18223:  Strasznie.
18225:  A ta gra tak bardzo nie chce, żebym ja się bawił dobrze.
18228:  To jest niesamowite na tym etapie.
18259:  Ten używał wyłącznie magii.
18280:  No ale to jest opcja.
18282:  Nie wiem, co mnie czeka na końcu.
18284:  Właśnie problem w tym Jakobie, że ja nie mam prekognicji i nie wiem, co mnie czeka na końcu, a gra oczekuje, że ja będę znał na pamięć to z samouczka, którego nie ma, albo z kanału na YouTubie jakiegoś, gdzie ktoś przestreamował.
18296:  No przecież wiadoma sprawa, że nie damy graczowi normalnego czasu reakcji.
18301:  W sumie nawet nie mam jednej sekundy, żeby zobaczyć, co się będzie działo.
18305:  O!
18314:  No świetnie, świetnie.
18315:  Przepraszam, że nie pamiętałem tej sekwencji.
18321:  Co tu się teraz dzieje?
18322:  Okej, to.
18331:  Dobrze.
18331:  Och.
18342:  No, ale mogłem to przewidzieć.
18355:  Jezus.
18363:  Już czy jeszcze nie?
18364:  Nie.
18364:  Mhm.
18370:  Więc faza pozyskiwania many
18374:  Zakończona niepowodzeniem.
18380:  Czy poleca na jakiś cyberpunk?
18383:  Tak.
18383:  Rozrywkował czerwień indy na gatu.
18386:  Mhm.
18401:  Wszystko co... Wszystko!
18403:  Co mi się uda nafarmić, jeżeli chodzi o manę, zużywam na byczki-bzyczki.
18407:  Wszystko.
18412:  I na to.
18421:  Nie wiem, co się dzieje teraz.
18424:  Okej, teraz jest to.
18438:  O, Krzysztof, jak to zrobiłeś?
18441:  Eee, nie widziałem, że mnie tam za... Nie, to jest skill.
18446:  Czysty skill.
18484:  Autentycznie zamierzam farmić na nim.
18492:  Tak!
18506:  Dziękuje za oglądanie.
18534:  No to jest ten typ, jasz?
18538:  Auuu!
18551:  On się może przesłać teleportować przez jeden moment.
18567:  To jest kpina to co się dzieje.
18573:  Znowu mam to samo, znowu mam tę samą sytuację którą miałem.
18587:  No i koniec.
18592:  Czyli jak na nich nie będzie... jak na nich nie będzie... manę, to nie ma co nawet mówić.
18605:  Ależ mnie drażni to, że tutaj trzeba wszystko naznać na pamięć.
18611:  Straszne!
18614:  I oburzające.
18617:  Dobra, robimy ostatnie podejście, moi drodzy, dzisiaj.
18620:  Jeszcze mam przed sobą pracę.
18624:  Boże, jak mnie drażni to, że ja za każdym razem muszę to zrobić.
18628:  To jest druga rzecz, która mnie drażni.
18630:  To są wersje... Senne bossów?
18635:  Nie wiem, jak to ładnie powiedzieć.
18636:  Śniące bossów.
18637:  Za każdym razem trzeba wykonać tę samą sekwencję.
18640:  Jezus Maria.
18648:  Ale szkoda ten hitbox szalony, to jest po prostu niesamowite.
18674:  Nie, ta walka przyjemna jest posolona.
18676:  Nieprzyjemne było Puff of Pain na końcu.
18679:  Nie zmęczyło bardzo.
18691:  To jest bardziej denerwujące, tak?
18692:  Że ja na przykład nie widzę tego, co idzie mi z drugiej strony ekranu.
18698:  I dla mnie za to karze.
18714:  Skodan zawsze wie, gdzie ja wyląduję.
18715:  To jest niesamowite.
18723:  Może ja też będę robił im kontakt damage, wyłącznie.
18725:  Może ja po prostu przestanę walczyć i będę wyłącznie się w nich wpadał.
18729:  Może to jest opcja.
18733:  Może to jest opcja.
18737:  No, przynajmniej troszeczkę udało się mi na nim naparlić.
18739:  Mamy odrobinkę.
18750:  Patrzcie, idea tej walki jest taka, że my musimy zdobyć prekognicję umierając wiele razy.
18755:  Tylko dzięki temu wygramy.
18770:  rozśmieszaj mnie ja mam żałosną liczbę punktów mam żałosną
18806:  Istnieje alternatywne zakończenie konfliktu bez walki?
18810:  O!
18810:  To ciekawe.
18821:  Boże, jak tej małym, małym zdobywałem niewiele!
18827:  Brakuje bardzo spell twistera, powiem wam.
18830:  Bardzo.
18835:  Morszał!
18835:  Morszał!
18836:  Morszał!
18836:  Morszał!
18848:  Tak, to jest komentarz.
18865:  Nie, to jest, to jest, to jest naprawdę, to jest naprawdę żenujące, jak, jak wygląda ta warta.
18884:  Nie wiem, co teraz jest.
18887:  O Jezu, stąd.
18911:  Nienawidzę.
18912:  Nienawidzę, nienawidzę, nienawidzę, absolutnie nienawidzę.
18919:  Nie, nie w takim miejscu.
18921:  Nie w takim... To nie jest godny koniec.
18924:  Mnie podkusiło coś, żeby pójść do tego cholernego koloseum.
18929:  Krzysztof dojdzie do segmentu bez podłogi.
18930:  To nie jest pierwszy segment bez podłogi, przypominam.
18933:  W obydwu koloseach były segmenty bez podłogi i były obrzydliwe i złośliwe.
18941:  Gramat.
18952:  Nie Pawełek.
18953:  Nie zamierzam.
18964:  Doszliśmy do połowy Pawełka.
18966:  Uważam, że wystarczy.
18968:  A teraz był Matrix, w którym on stwierdził, że będzie skakał.
18973:  Jak są targetowane te... Czy telegrafowane, przepraszam, te ataki, to ja nie wiem naprawdę.
18978:  Nie...
18987:  Ja się autentycznie tego Aspida boję bardziej niż bossów, bo ma atak, który jest niedodrzewalny.
19021:  Aha, teraz się odwrócił.
19022:  Teraz jest ten Matrix, w którym on się odwraca.
19029:  Okej.
19030:  A tu jest moment, kiedy ja nic nie widzę, nie?
19032:  I dostaję obrażenia, bo nic nie widzę.
19033:  No.
19053:  Grabson i pajączki?
19055:  Jakie pajączki?
19058:  Grabson mam przez całą grę tak w ogóle, ale... Nie wiem dlaczego pajączki.
19064:  Nie pamiętam, co one robiły.
19068:  I ile one zajmowały slotów.
19088:  To są mokry, które atakują za mnie.
19092:  Ale nie jest ważne, co to jest.
19093:  Ważne jest to, ile zajmuje slotów.
19096:  Bo ja ich permanentnie nie mam.
19098:  To jest endgame i ja nie mam slotów na amulety.
19100:  To jest po prostu nieprawdopodobne.
19102:  Dwa sloty, no oczywiście, no.
19103:  Szkoda, że nie siedem.
19106:  To jest żelada, no.
19107:  Tego się nie da użyć.
19121:  Ja zyskałem manę na tym etapie, nie wierzę.
19124:  Teraz będzie atak zza ekranu.
19141:  To był atak zza ekranu.
19142:  Uwielbiam ataki zza krawędzi ekranu.
19148:  Mam aż 11 slotów.
19150:  Aż to byłoby wtedy, gdyby amulety zajmowały jeden slot.
19154:  To wtedy byłoby aż.
19155:  A tutaj są amulety, które zajmują po 5 slotów, co jest kpiną.
19164:  Zaczyna się moja ulubiona część walki.
19174:  To znaczy ta, w której tracę całe życie, ponieważ atakują mnie przeciwnicy, którzy mają względem mnie jakąś porąbaną przewagę.
19181:  A on skąd wiedział, że tu wskoczę?
19198:  Ciekawe skąd wiedział.
19201:  Ja już wiem, ja już mu to powiedziałem.
19203:  Ja wysłałem do niego list jeszcze i poinformowałem o swoich planach strategicznych.
19207:  Tak było.
19208:  Jakim cudem to...
19247:  Cztery.
19250:  Bardzo niewiele.
19259:  Dobra, teraz szansa na manę.
19260:  On sobie musi dojść do krawędzi.
19282:  Chodź do krawędzi, chodź do krawędzi.
19287:  Nie!
19289:  No wymierzenie tego nie jest proste.
19293:  Wystarczy poczekać na dyski leczenia?
19294:  Tak, tak, tak.
19296:  51 problem.
19297:  Są trzy modliszki i trzy dyski.
19306:  Fuck!
19311:  Aaa, czyli on nie tylko... Okej, okej.
19316:  Czyli on nie tylko na środku atakuje.
19317:  Fajnie.
19356:  Szanowny elektryk.
19357:  Okej.
19374:  On atakuje zawsze nade mną.
19376:  Aha, okej, w ten sposób.
19377:  Fajnie.
19381:  Więc niestety w takim razie nie jesteśmy w stanie się na niego przygotować.
19387:  Tak, gorąca czekolada.
19388:  Przed Frostpunkiem 2, zagramy sobie Frostpunka 1.
19390:  Myślę, że tak od, żeby pokazać ludziom, którzy jakimś cudem nie grali jeszcze, że warto.
19400:  Niedawno kupiłem adresówkę mojemu jamnikowi przy Gnomeus, ale zamiast adresu napisałem, nie kradnij mnie, bo muszę dużo jeść.
19407:  Tak, myślę, że możemy spróbować ten grę... Nie, ja nawet nie będę musiał udawać, że sobie pamiętam nazwy tych wszystkich amuletów.
19419:  Pamiętam tylko, że to wyglądało brzydliwie.
19425:  W sumie, po co mi quick slash?
19432:  Po prostu z drugiej strony możemy zamiast fonsów agonii wziąć coś na dwa też.
19439:  O!
19440:  Więcej dusz, bardzo dobrze.
19464:  Bardzo miękki quick start, bo w ogóle nie używam miecza.
19468:  Często.
19477:  Zobaczmy, jak to będzie działało.
19478:  Jeszcze muszę pojąć i odwołać się do tego przysięgu.
19505:  Okej.
19507:  Myśmy chyba tych pajączków też używali w pierwszym... ...Polosseum.
19513:  Tak mi się przynajmniej wydaje.
19514:  Chodź tu!
19535:  Gromadźcie, manny, gromadźcie.
19536:  To jest lepszy top-man czy bisowa off-man?
19546:  Oczywiście, że prost-man.
19549:  Bisowa off-man to jest straszny nudy.
19554:  Serious game.
19556:  O Boże, jak ja nie znoszę Serious Games.
19557:  Mhm, jasne.
19558:  Jasne, jasne, jasne.
19574:  CO JEST?!
19577:  Łoł.
19582:  W ogóle, taktyki, które podajesz wymagają zapamiętywania.
19585:  Ja nie gram na pamięć, nie jestem w stanie.
19588:  Nigdy nie grałem, nigdy nie będę.
19589:  Dobrze.
19600:  No właśnie.
19610:  To jest zawsze loteria, co się teraz stanie.
19612:  Nie wiem.
19613:  Ja mam wrażenie, że to są cały czas momenty bezpodłogne.
19634:  To jest jakaś satyra, to co się teraz dzieje.
19637:  To jest jakaś satyra po prostu.
19650:  Te pajączki zamierzały ich atakować, czy nie?
19652:  Nie, tak nie bardzo.
19656:  Dobrze wiedzieć na czym stoję przynajmniej.
19658:  Nie dość, że otaczają mnie pająki, to jeszcze nie walczą po mojej stronie.
19672:  Ja się wyleczę w tak zwanym międzyczasie.
19679:  Przerażająco dużo zdrowia straciłem.
19683:  Ależ to jest jakaś kipnina.
19688:  Jak nic innego nie robię, tylko się leczę w tych walkach.
19691:  Nawet w ogóle nie używam magii.
19692:  Dobrze.
19703:  Dobra.
19705:  Teraz jest dobra sytuacja, ale spokojnie.
19710:  Spokojnie.
19712:  Czeka na nas teraz festiwal pocisków Patriot samonaprowadzających i wrogów, którzy z góry wiedzą, gdzie będziemy.
19736:  Hmm.
19740:  Okej.
19743:  Można i tak.
19757:  Dobrze.
19758:  Jest.
19770:  Nieprawdopodobne to jest.
19776:  Wiem przynajmniej jak zbejtować atak, wystarczy, że się będę leczył.
19780:  Works every time!
19800:  Zabij go, zabij.
19801:  Bardzo dobrze, bardzo dobrze.
19834:  Jezus.
19843:  Co teraz jest?
19846:  I tak zdołał, nie?
19852:  Au.
19859:  Pająki!
19861:  Atak!
19864:  Dobrze, atakujcie.
19865:  Dobrze, bardzo dobrze.
19868:  Próbowa... Mogę próbować Dream Nail'em, ale on... On niestety zawsze mnie pokona.
19874:  No tak.
19883:  Wszelkie prawa zastrzeżone
19917:  Czy pajączki atakują?
19936:  Au.
19939:  Naprawdę nie będę mieć kiedy się wyleczyć.
19943:  Co jest?!
19944:  Daj mi się wyleczyć!
19948:  Boże, jak to jest głupie!
19956:  Jak widać, nie ma żadnego znaczenia, czy mamy quick slash, czy nie mamy quick slash.
19960:  W dalszym ciągu rzeczy, które mnie zabijają, zabijają mnie.
19969:  O mój Boże.
19979:  Jest.
19981:  Ja nie wiem, czy Magicka to jest jedyna słuszna gra o maga.
19983:  Mi była strasznie nudna.
19986:  Grałem kiedyś ze znajomym.
19991:  Dobrze szło.
19991:  No pajączki ewidentnie bardzo pomagają.
19996:  Ale... Zrobiłem za dużo błędów.
20000:  Powinienem mieć zdecydowanie więcej many na sam koniec.
20008:  Jeszcze nie, ta walka się nie zaczęła
20058:  I oto chodzi, i oto chodzi, dziękuję.
20062:  Oto nie chodzi.
20086:  Dobra, jest.
20103:  Farmcie, farmcie manę, dobrze, dobrze, dobrze.
20119:  No pająki, ewidentnie nie atakują pająków.
20133:  Tak, bardzo chciałbym oglądać Szymonie Demon's Souls, gdyby była wersja na PC.
20136:  Bardzo.
20138:  Demon's Souls, Bloodborne.
20140:  No, ale przecież poczekam sobie jeszcze, niestety.
20145:  Nie, nie, nie.
20145:  Bo to było tak durne.
20151:  Zmarnowanie many.
20152:  Nie wolno marnować many.
20154:  Jest dużo many, jest dużo many.
20165:  Good!
20166:  Co jest teraz, co jest teraz?
20167:  Zjadłem nieraz, zjem i teraz.
20175:  Jest?
20175:  Mhm.
20176:  Teraz był apak zza ekranu.
20179:  Dwa razy.
20189:  Co jest teraz?
20190:  Coś teraz jest to.
20191:  Teraz jest zużywacz manek.
20213:  Aspid nawet pośmiertnie był w stanie mnie zabić.
20229:  Pajączki nam teraz zagenerowały troszeczkę many.
20231:  Tylko co z tego, skoro teraz wszystko i tak stracimy z uwagi na te bullshitowe ataki.
20256:  Ja muszę przewidzieć, gdzie on zaatakuje.
20260:  Na podstawie tego, gdzie ja myślę, że się znajdę.
20264:  To działa.
20268:  Dobra i teraz mana.
20275:  Dobrze, dobrze, dobrze.
20276:  Regeneruj, regeneruj manę.
20314:  Dobra, teraz regeneracja mana jest bardzo ważna.
20316:  No, jest tragedia.
20329:  Nie mam w ogóle mana na nim.
20333:  A walka z nimi bez manet?
20334:  To jest katastrofa.
20358:  Dobra, gdzie jest ostatni?
20362:  Okej, tu jest.
20367:  Tak.
20367:  Dream Nail'em nic nie zrobiłem.
20425:  Dobrze.
20427:  Teraz trudniej.
20430:  Ponieważ oni dysponują prekognicją.
20468:  Udało się.
20474:  O Boże.
20483:  Au.
20494:  Pajączki!
20505:  O Boże, udało się!
20506:  Nie!
20506:  Nie, nie on!
20527:  Okej, o tym mówiliście.
20536:  No i koniec.
20546:  No i koniec.
20546:  O Boże, drogi.
20547:  Dobrze, moi drodzy.
20549:  Finis.
20550:  Kończymy na dzisiaj.
20551:  Dużo się rzeczy zdarzyło.
20552:  Dziękuję wam serdecznie za bardzo męczące holonite'owanie.
20557:  Z pewną rezerwą mówię, że Hollow Knight wróci w przyszłym tygodniu, ponieważ nie wiem, jak się wyrobi Miss Plague Tale Innocence, a za dwa tygodnie jest premiera Ghost of Tsushima i wszystko zamiera na kanale i gramy w Ghost of Tsushima.
