Za Aiur! | STARCRAFT 2 Livestream #6
🔗 https://www.youtube.com/watch?v=37NWlyITPD8

51:  Wielkie dziękuję.
15643:  Potrzebujemy nie tylko czasu.
15645:  Energia świątyni jest regulowana przez trzy kamienie Zenitu.
15649:  Dopiero gdy zostaną zniszczone, będzie można doprowadzić do przyciążenia świątyni.
15655:  Do tego czasu musimy bronić się i przed zergami i kierującymi nimi hybrydami.
15657:  Enerazji mogłyby dawno korzystać z monolitów kajdainowych i bronić naszej ziemi.
15659:  Rozumiem, że twój fazmato się z nimi zapoznał?
15669:  Dokładnie, matriarchini.
15671:  Monolity są zabójcze i strzelają na duże odległości.
15674:  Powinny spełnić ważną rolę w naszej obronie.
15677:  Nadeszła ta chwila.
15678:  Zaczynajmy!
15683:  Moja ulubiona strategia.
15687:  O tak, o tak.
15688:  Chodź natychmiast, natychmiast skonstruuj.
15692:  Im szybciej zniszczymy kamienie Zenitu, tym lepiej.
15696:  Sergi niedługo opanują teren świątyni.
15700:  Zgadzam się.
15702:  Choć jeśli okaże się, że to konieczne, moi Mroczni Templariusze mogą zakraść się za linię wroga i zniszczyć kamienie.
15711:  Dobrze.
15712:  Bardzo wręcz dobrze.
15714:  Potrzebujemy dużo minerałów na start, żeby stworzyć natychmiast inny nexus.
15722:  Dużo jest zerków na Shakuras, prawda?
15725:  Bardzo dużo jest zerków na Shakuras.
15727:  Jest to zasmucające.
15728:  Tudu... Wykorzystaliśmy...
15735:  Na brutalnym bardzo mi się dodało wytrzymać, nie pamiętam ile, ale spokojnie do osiągnięcia.
15745:  Co robić, jeżeli muszę napisać maila do wykładowca, boję się jego reakcji, że to się będzie niekulturalne, to porozmawiaj wtedy, jeżeli masz wątpliwości.
15755:  Zawsze lepiej jest porozmawiać, niż ryzykować maila.
15760:  Jeżeli masz wątpliwości.
15762:  Ale generalnie nie powinno się mieć wątpliwości, bo jesteś dorosłym człowiekiem z mało dwóch dorosłych ludzi, nie?
15767:  Więc... Wykładowca nie jest z innej planety, a jeżeli udaje takiego, to jest to bardzo niepokojące.
15776:  Okej, powinniśmy sobie z tym poradzić raczej.
15779:  Ooo... Bardzo dobrze.
15785:  Okej.
15787:  Rexus numer 1, Nexus numer 1.
15790:  I teraz tak, myślę, że tutaj już możemy tworzyć sobie powolutku struktury obronne.
15798:  Potrzebujemy Mrocznej Świątyni i to ASAP.
15800:  Good.
15814:  Nie pamiętam, jak na poziomie wysokim jest, czy jest duża presja czasowa.
15817:  Na poziomie brutalnym jest koszmarna presja czasowa.
15822:  Jak mail jest jedyną drogą kontaktu, to napisać maksymalnie chłodno i neutralnie, jak można.
15832:  Natomiast absolutnie nie ma co...
15837:  przejmować się tym za bardzo.
15838:  Jeżeli ktoś reaguje historycznie w takich sytuacjach, to naprawdę to o nim źle świadczy, nie, nie o was.
15857:  Okej, dlatego potrzebujemy Mrocznej Św... Dobra, mamy Mroczną Świątynię.
15869:  O Boże, nie!
15870:  Zapomniałem ich.
15881:  Powinno na teraz wystarczyć.
15884:  Jak tutaj sytuacja?
15885:  Dobrze, mamy już Nexus.
15888:  Diablo 4 będę grał, absolutnie.
15890:  Wprawdzie...
15892:  Bardzo jest dla mnie niepokojące to, że tam się pojawiają mikrotransakcje, no ale co zrobimy, mikrotransakcje obecnie się pojawiają już wszędzie.
15900:  Więc po prostu nie będę z nich korzystał.
15902:  Dobra, raz, raz.
15905:  Dobra, tak musimy.
15909:  Yyy, siu siu.
15923:  co poradziłem w sytuacji, gdy instytut podaje doktorantom przydziały godzin na ostatnią chwilę.
15928:  Mnie też podają na ostatnią chwilę, to jest standard niestety.
15935:  Tak, absolutnie się powinno z tym walczyć, ale jest to niestety przykry standard.
15940:  Do tego doprowadzono.
15942:  Do tego też prowadzi, wiecie, jak się folguje za bardzo administracji i zapomina się, że administracja służy temu, żeby wspierać studentów, a nie temu, żeby być.
15953:  Tak?
15960:  Wiemy, wiemy, bez presji, bez presji, bardzo proszę, bez presji.
15971:  Dobrze, potrzebujemy tutaj.
15977:  Co tu się dzieje?
15983:  O Boże, nie.
15986:  Mamy nieszczelną obronę.
15995:  Teraz powinno być już okej.
15997:  Uff.
16004:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16010:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16011:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16019:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16023:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16025:  Zerki zbliżają się do świątyni południowo-wschodnim podejściem.
16035:  Walcz, walcz!
16039:  Nie chcę za bardzo używać w tej chwili zdolności, bo nam się przydadzą później.
16050:  Jeżeli nie grałeś kampanii Tarjael, to nie zaczynałbym na wysokim oborze.
16057:  No przecież ja nie zdążyłem jeszcze nic pobudować.
16060:  Spokojnie.
16060:  Nie wystarczy.
16072:  Ulepszenie zakończone.
16073:  Dobra, teraz się musi udać.
16074:  Musimy mieć tutaj monolit kajdarimowy przynajmniej jeden.
16079:  No i to jest ten moment, kiedy użyjemy.
16080:  Baza jest atakowana.
16086:  Jak tu sytuacja?
16088:  Wciąż się przedzierają jakimś cudem.
16092:  No ale polecam tę strategię bardzo, bo w ten sposób można spokojniej troszeczkę budować, jeżeli są ogarnięte przejścia mrocznymi templariuszami.
16105:  Dobrze.
16109:  Tutaj teraz, tak, z północy będzie atak.
16114:  Jeszcze południe jest nieobstawione tak, jak powinno być.
16121:  Jak zamierzamy przejść, to proste, będziemy przywoływać nasze jednostki.
16126:  Albo, co jest jeszcze lepszą stratą... Aha, nie mamy tutaj jednostek, okej.
16132:  To prześlemy.
16136:  To jest misja obronna, w związku z powyższym tutaj nie za bardzo się liczy to, czy mamy wystarczającą ilość zaopatrzenia.
16146:  Teraz tak, monolit kajdarimowy by się przydał w tym miejscu.
16151:  Tu się przyda jeszcze to.
16155:  Hehehehe.
16158:  Pamiętam!
16160:  Pamiętam ten układ.
16161:  Ujojojoj.
16171:  Niedobrze, bardzo niedobrze, fatalnie wręcz.
16176:  No fatalnie.
16185:  Dzielny mały próbnik walczy z ultraliskiem.
16192:  Za mało mieliśmy tutaj obrony niestety.
16194:  Okej.
16200:  Ale damy radę.
16204:  Wszystko przez to, że ta customowa obrona, którą nam tutaj budują na samym początku, jest po prostu beznadziejna.
16212:  Szlag.
16223:  Dobra, powinno być okej już.
16225:  Dobrze.
16236:  Ciekawe.
16238:  Nad terem świątyni ściągają nadrządcy.
16239:  Niedobrze, że ściągają nadrządcy.
16242:  Widziałem już tę taktykę!
16243:  Tak, zaiste.
16248:  To dość powszechna taktyka, żeby przyzwać siły lotnicze.
16258:  Jezus, oni dalej tu są?
16261:  To jest niewiarygodne.
16265:  A już wiem, na czym polega problem.
16268:  Dobra, teraz trzeba zbudować od nowa tutaj obronę.
16274:  Tym razem będzie lepsza.
16278:  To, co było wcześniej, to była jakaś katastrofa absolutna.
16282:  No i tu jest bezpiecznie.
16284:  Zobaczymy, potrzebujemy cokolwiek.
16303:  Dobrze, czy mamy tutaj wreszcie... Dobrze, mamy próbnika.
16305:  O fuck.
16310:  No nie nadążam.
16315:  O Boże, zawsze ta strona jest problemem.
16318:  Mamy za małą
16321:  Za mało wszystkiego.
16323:  Dobra, trzeba będzie zrobić restart, obawiam się.
16330:  27, szybki baz, 22, 22.
16332:  No wiem, wiem, jest za dużo... Za dużo kryształów.
16340:  Nie mogą nam tamtej obrony na dole zniszczyć, więc trzeba zrobić radosny save scam.
16345:  Dobrze.
16353:  Więc tak, o ile pamiętam, tutaj był atak, w tym miejscu, więc bądźmy na to... Co tu się dzieje?
16362:  Więc bądźmy na to przygotowani.
16368:  Dobrze.
16371:  Tak, bo nagle mieliśmy bardzo, bardzo dużo... Zerki zbliżają się do świątyni południowo swoim podejściem.
16385:  Dobrze, na razie nie jest tego tak dużo, jak by mogło być.
16391:  Nie wiem, czy to jest sens.
16395:  Nie ma czasu, moi drodzy, na tekst mroczny w Tempariu, że to jest... no nie jest misja, w której możemy sobie na to pozwolić.
16402:  Jest... i ledwo wyrabiam czasowo.
16408:  Jak widać zresztą.
16411:  Fuck!
16412:  Naprawdę jednego brakowało?
16415:  No przecież diabli mnie wezmą po prostu.
16426:  No chodź tutaj, będzie spokój, dobrze.
16435:  Nie ma nawet czasu, żeby zrobić to na spokojnie i porządnie.
16440:  Ten kretyn się zaklinował, no przecież szlak może trafić człowieka.
16452:  Dobrze, spróbujmy tak.
16463:  Co tu znowu?
16464:  Czemu oni, czemu się przedzierają tutaj?
16466:  Co się dzieje, że się przedzierają?
16467:  Nie powinni się przedzierać.
16474:  Dobrze.
16477:  Dobra.
16483:  Powinno teraz być okej.
16485:  Przynajmniej mam taką ogromną nadzieję.
16490:  W każdym razie tutaj trzeba zrobić lepszą obronę, na dole.
16495:  Może jeszcze tak zrobimy, o. Tak.
16500:  Tak, oho, dobrze.
16506:  I północ, północ teraz jest problematyczna.
16518:  O Boże, znowu się zaklinował.
16524:  Najdłuższe posiedzenie przy jednej grze?
16526:  O, nie pamiętam, ale... Na pewno ponad dobę.
16534:  W The Ghost Child nigdy nie mówię o planach filmowych.
16537:  To jest mój sposób na uniknięcie tego, precyzyjnie tego, co na nas wywiera szkoła, czyli presji.
16551:  W ostatniej chwili.
16557:  Dobra, teraz o ile pamiętam, mamy tutaj chwileczkę spokoju.
16562:  Ale chwileczkę dosłownie.
16568:  Okej.
16571:  Dobra, Ctrl-Q.
16578:  Mamy to, mamy to.
16584:  A tu co znowu?
16585:  Tu się znowu przedzierają.
16586:  Jakimś cudem się cały czas przedzierają zerglingi.
16591:  Nie powinno tak być.
16594:  Christian Lieber, dzięki serdecznie za podarowanie wsparcia.
16597:  Kto jest ofiarą Jan Nikołaja Christiana?
16601:  To jest pytanie.
16603:  Zaraz się dowiemy.
16604:  Dziękuję ci serdecznie za wsparcie.
16610:  Okej.
16622:  Raz.
16622:  Dobra.
16622:  Potrzebujemy tutaj teraz bezwzględnie ekstraktorów wespanowych, bo i tak już zawraciarzyliśmy za długo.
16630:  Jak tu sytuacja?
16631:  Kiepsko dalej.
16638:  A zatem powinna być teraz lepsza.
16642:  I tak.
16650:  Komora maszyny losującej dzisiaj bardzo zajęta.
16652:  To prawda, wciąż nie wiemy, wciąż nie wiemy kto, kto został obdarowany przez Christiana.
16658:  No jak, jak to, jak to tak może być?
16663:  No, teraz jest, moi drodzy, lepiej.
16669:  Pół miliarda zerków, wiemy.
16672:  Generalnie, long story shot, mamy przejebane.
16679:  Trudne się wylosowało, tak.
16681:  Trudne miano, moi mili.
16685:  Dobrze.
16687:  Niech nas natomiast nie zwiedzie to, że wydaje się, że jest wszystko w porządku.
16690:  Nie, nie, nie, moi drodzy.
16692:  Będą się działy rzeczy straszne.
16699:  Dobrze.
16700:  Tradycyjnie w tym miejscu.
16703:  Mówiłem, że ta misja jest straszna, ale to jest misja obronna, misje obronne są przepiękne.
16709:  Ja taką grozę znoszę z radością.
16717:  Ona jest straszna przez to, że nie można wszystkiego równo umieścić.
16720:  Tak, to jest straszne.
16728:  Dobrze.
16733:  Czy mamy na to energię?
16734:  Mamy.
16742:  O, tutaj się raczej nie martwi o atak.
16748:  Chodź mały drogi próbniku, bo tutaj widzę, że jest jakiś problem.
16756:  To znaczy potrzebujemy więcej monolitów kajdarimowych.
16759:  O tak.
16763:  Zdecydowanie więcej monolitów.
16771:  Szkoda, że nie ma tej natychmiastowej budowy, która się zaczyna.
16776:  Oho, jest nadrządca, niedobrze.
16779:  Z trzech stron jednocześnie.
16781:  Co za problem.
16786:  Problem jest w tym cholerstwie.
16789:  Tak, to jest problem.
16790:  Już nie mamy energii.
16798:  A liczę na to, że się uda tak czy siak.
16808:  Jak tutaj?
16809:  Czy tu jest okej?
16810:  Tu jest bardzo nie okej.
16820:  Mamy szczęście, że możemy się wskrzesić, to jest bardzo dobra wiadomość.
16827:  Okej, czas zrobić zamknięcie.
16831:  Pełne zamknięcie, a to oznacza, że mamy ostatnią chwilę na wyeliminowanie tego kamienia.
16851:  Dobrze.
16852:  Krzysztof zachowuje ostrożność, atakując kamienie Zenitu.
16859:  Raz, dwa.
16861:  Okej, tu.
16863:  Nie mam pojęcia, gdzie jest ofiara Jamnikołaja.
16866:  To jest straszne, że nie dostajemy tej informacji.
16869:  YouTube się nie chwali.
16872:  O Boże, co tu się dzieje?
16879:  Dobrze.
16884:  Okej, jest teraz chwila na to, żeby rozplanować znowu
16890:  Świetnie.
16890:  Nie ma chwili.
16892:  Nie ma chwili wytchnienia, nie ma!
16899:  Nigdy nie widziałem takiego plugastwa.
16900:  That's what she said.
16901:  Dobrze.
16918:  Okej, myślę, że tutaj my też możemy dać te baterie.
16934:  Może to Krzysztof otrzymał wsparcie od Jan Mikołaja?
16936:  To jest pytanie.
16937:  Czy to jest zagadka, z którą dzisiaj zostaniemy na zawsze?
16940:  Nie no, tak serio, to YouTube naprawdę dziwne rzeczy wyczynia.
16946:  Okej, tutaj na pewno potrzebujemy lepszej obrony, tutaj ta obrona jest tragiczna.
16956:  O nie, nie, nie, nie.
16958:  Speaking of the devil!
16968:  Speaking of the devil, o Boże.
16977:  Okej, może tak.
16987:  Dobrze, na dole możemy być atakowani, to nie jest jakiś problem.
16993:  Tutaj natomiast dobrze byłoby jednak, no tutaj musimy zmienić troszeczkę strategię.
16998:  Jest nierówno, przepraszam was.
17001:  Robię wszystko, żeby było równo.
17004:  Ale jest nierówno.
17012:  Ale było znacznie gorzej, jeszcze gorzej niż myślisz.
17017:  No nie jest to najpiękniejsza obrona, którą kiedykolwiek tutaj zbudowałem, no niestety.
17023:  No niestety.
17031:  Może będzie trzeba zrobić większą liczbę dział.
17036:  Wszystkich.
17038:  Jakimi dysponujemy.
17044:  Tutaj zwłaszcza jest problematycznie.
17051:  Okej.
17059:  Jeden monolit jest już zniszczony.
17063:  Teraz pozostaje zniszczyć następny.
17070:  Uuu, tu będzie ciężej.
17078:  Aaaaaa!
17078:  Już to nie nadążę.
17089:  Okej.
17090:  Trzeci monolit w tym miejscu.
17097:  Obrona nie musi być ładna, tylko skuteczna?
17100:  Fałsz!
17101:  Obrona musi być śliczna!
17103:  To jest jej dodatkowa zaleta.
17117:  Boże, co tu się dzieje?
17118:  Boże, co tu się dzieje?
17121:  Może, może zniszczcie, może zniszczcie pieprzonego wykrywacza, co?
17125:  Dziękuję.
17127:  O go.
17133:  Co tu się dzieje?
17135:  Tu jest wszystko w porządku, tu jest wszystko w porządku.
17140:  Dobra.
17147:  będziecie atakować to natychmiast.
17154:  Okej.
17170:  Niedobrze.
17170:  Będzie trzeba więcej naszych wspaniałych
17177:  Baterii do regeneracji.
17178:  Uczynić.
17179:  Uczyńcie więcej baterii do regeneracji.
17181:  Dziękuję.
17186:  Nadchodzi ta chwila.
17187:  Jaka ta chwila?
17188:  Żadna chwila.
17189:  Zniszczyć kamienie Zenitu, nim będzie za późno.
17193:  Proszę bardzo, zniszczony Kamień Zenitu!
17196:  Żadna chwila!
17198:  O, cóż to za kłamstwo!
17210:  Ja tutaj chcę jeszcze piękne rzeczy robić!
17215:  Chcę niszczyć Kamienie Zenitu!
17223:  Co tu się dzieje?
17224:  Dlaczego?
17229:  Sytuacja nie jest dobra.
17232:  Sytuacja jest katastrofalna.
17238:  Za mało czasu.
17239:  Zawsze jest za mało czasu.
17248:  Dobra, czy mamy możliwość rekrutacji, czy nie bardzo?
17251:  Co się dzieje?
17251:  Dlaczego jest tak mało minerałów?
17254:  Przecież to jest jakiś absurd.
17257:  No i nie przeniesiemy się przecież teraz nimi.
17261:  Zasmucające.
17264:  Tak, one są wykrywaczami zapewne i jest problem teraz.
17269:  Możemy nie dać rady z tym nieszczęsnym kamieniem zenitu.
17275:  Obawiam się tego.
17278:  No nic, na razie, na razie nie priorytetyzuję Kamienia Zenitu.
17283:  O bogowie, co tu się dzieje?
17289:  O bogowie... Dobra.
17301:  Hmm...
17308:  Tak, teraz uratuje nas tylko duża liczba tych wieżyczek, nie ma innej opcji.
17318:  Zawsze żałuję w takich misjach obronnych, że nie dadzą czasu na rozwinięcie tego i wciśnięcie takiego guzika, teraz atakuj, ojej, jak to byłoby wspaniałe.
17326:  Okej, w ten sposób.
17333:  Tak, najgorsze jest też to, że ja tutaj nic nie widzę.
17336:  Gdzie można budować, a gdzie nie?
17340:  Nie!
17340:  Nie!
17354:  No przecież w życiu tego nie zniszczę.
17355:  Nie!
17363:  Absolutnie, ja jestem generałem starej szkoły, doprowadza mnie do szału, jak muszę zrobić coś na czas.
17371:  Nie znoszę tego, absolutnie tego nienawidzę.
17377:  No i cóż, jaką mamy teraz opcję?
17380:  Nie mamy żadnej.
17389:  To jest problem.
17395:  O boże... Ja nie wiedziałem, że my musimy te kamienie zniszczyć.
17401:  Nie miałem zielonego pojęcia, że my to musimy zrobić.
17405:  Aaa... Nie miałem tej świadomości absolutnie.
17414:  Byłem przekonany, że to jest dodatkowy obiekt.
17416:  Baza jest atakowana.
17417:  Baza jest atakowana.
17426:  Czemu, czemu nas tutaj atakują, jak to jest... Przynajmniej teoretycznie powinno być fenomenalnie.
17432:  Dobra.
17444:  Przyzwyczajenia Skopa, tak, to prawda.
17447:  To prawda!
17449:  No nic.
17455:  Tylko to widzę jako rozwiązanie.
17459:  Śmieszne jest też to, jak te wieżyczki priorytetyzują zabawnie atak, to znaczy nie atakują tego, co powinny atakować w pierwszej kolejności.
17468:  Ale damy radę.
17469:  Po prostu kluczowa sprawa będzie taka, żeby... Mam nawet pomysł, co możemy zrobić.
17477:  Dobra, chodźcie tu.
17485:  A my tymczasem zamkniemy to przejście.
17491:  Dobra.
17491:  Zawsze zło rzeczy na to, w jaki sposób jest zrobiona ta obrona na początku tutaj przez deweloperów.
17499:  Najgorsza linia obrony.
17506:  Dobrze.
17507:  Wiemy, że baza jest zaatakowana.
17511:  Zniszczyć kamień Zenitu.
17515:  Nie mam obelisku teraz do przyzwania.
17520:  Zrezygnowałem z tej opcji.
17521:  Może to nie było dobre akurat na tą misję, ale nie cofniemy tego.
17527:  Czy mógłbym poprosić, żeby priorytetyzować nadrządców?
17531:  Dziękuję.
17534:  Jak tutaj?
17535:  W porządku.
17537:  Tu jest obrona raczej nie do przerwania.
17541:  O to chodzi.
17547:  Dobrze.
17548:  Jest.
17552:  Tak i tak.
17558:  Pięknie.
17560:  Teraz można się bronić długo.
17569:  Good.
17569:  Czy będę jeszcze ogrywał Eldreninga?
17571:  Tak, jak będzie.
17572:  Dodatek.
17578:  Uważam, że nie ma sensu wracać na razie, póki nic się nowego w grze nie dzieje.
