🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
10608:  MM - właściwie bezkrytycznie tego typu zadania, a z drugiej strony to są też osoby paradoksalnie, które bardzo często utwierdzają system edukacji, bo też ciężko jest wymagać od osób, które skorzystały na systemie edukacji, które dzięki temu dostały się na jakieś poważne stanowiska, że one będą krytykowały i będą podważały na przykład sens tego, że osoby, które mają piątki, które potem dostają się na najlepsze kierunki,
10636:  MM - Są te, które są predestynowane do najlepszych stanowisk w tym danym systemie.
10644:  MM - Więc tutaj jest bardzo dużo problemów i ta edukacja powraca do nas na różnych poziomach, ale według mnie ona jest krytyczna.
10654:  MM - O tym pisałem już w selekcjach rok temu, a tutaj pewnie pod wieloma względami to rozwijam.
10659:  KMM - Zanim Ci zadam ostatnie pytanie naszej rozmowy, muszę przeczytać trybut od Ewy Nowakowskiej, która bardzo dzielnie stara się opiekować kanałem od strony menadżerskiej.
10670:  KMM - To niesamowite, że od dwóch tygodni wkurwiam się, że nie możemy się z Krzyśkiem dzwonić, a potem słucham takiego live'a i mi przychodzi.
10676:  KMM - I dziękuję za trybut od Adgramera.
10679:  KMM - PDF Word, do tego są narzędzia.
10680:  KMM - Boże, to jest święta prawda.
10683:  KMM - I moi drodzy, jeszcze raz przypominam, że macie tutaj po pierwsze książkę, o której dzisiaj rozmawialiśmy z Mikołajem w gronie 800 osób, co być może powinno być delikatną sugestią dla ludzi organizujących spotkania autorskie, że być może, ale tak wiecie, być może, być może forma zdalna nie jest taka zła.
10704:  KMM - i forma, w której rozmawiają po prostu ze sobą ludzie, a nie są przepytywani jak na Festiwal Góry Literatury przez eksperta, a publiczność milczy.
10713:  KMM - Może to się zlepsza ciupinkę.
10715:  KMM - A oddalając już te moje złośliwostki i ironię, macie cały czas kod rabatowy na książkę Mikołaja.
10722:  KMM - Będą też wersje e-bookowe.
10724:  KMM - Na razie pokazuję Wam tę, która jest obecnie dostępna, książkowa.
10728:  KMM - więc we sprzyjcie Mikołaja kupujecie w księgarni, której jest księgarnią wydawnictwa, to wtedy pieniądze idą we właściwe ręce, a nie w ręce dużego korpo, które zarabia na dystrybucji.
10740:  KMM - Natomiast na sam koniec pytanie ode mnie do Mikołaja, to znaczy ja chciałbym się dowiedzieć, ale szczerze, co sprawiło, że zacząłeś się buntować, ale właśnie w obszarze edukacji,
10754:  KMM - Nie musi być to edukacja wyższa, ale może być edukacja wyższa, co było takim impulsem, bo może dla kogoś, kto nie rozpoznaje w sobie takiej sytuacji, może być to mega inspiracja, jak być takim Mikołajem jak ty.
10770:  MM - Wiesz co, bo to jest tak, że my znów mam wrażenie, że chcielibyśmy, żeby było jakieś takie definiujące wydarzenie, takie wydarzenie, które zmienia człowieka.
10786:  MM - To było wiele takich drobnych zdarzeń,
10795:  MM - Myślę, że na przykład moje praktyki w szkole były takim ciekawym doświadczeniem tego, co się dzieje z dziećmi i z młodymi ludźmi, jak przyszedłem do czwartej klasy podstawówki.
10807:  MM - Najbardziej się bałem tych zajęć, a okazało się być najwspanialszej w ogóle tam w dzieciaki.
10812:  MM - biegały, szalały, przychodziły do mnie na przerwie, coś się mnie pytały i tak dalej.
10819:  MM - Potem byłem w gimnazjum, które było bardzo ciekawym doświadczeniem, było tam mnóstwo niezwykłych obserwacji i bardzo takie błyskotliwe były te zajęcia.
10828:  MM - Najbardziej się cieszyłem na liceum, bo myślałem sobie, kurczę, tam poszaleję z teorią, z tym, będziemy
10835:  MM - robić jakieś niesamowite rzeczy, a był największy opór, bo już wszyscy chcieli myśleć o maturze, bo wszyscy byli już strasznie zmęczeni i nie za bardzo dostałem jakiś feedback i myślałem sobie, kurczę, co to się dzieje?
10849:  MM - To było dawno temu już.
10854:  MM - Potem było oczywiście spotkanie z moimi studentami, z którymi w naturalny sposób dyskutowaliśmy o szkole, o uniwersytecie i oni mi pomagali zrozumieć czego potrzeba na tych obu poziomach, z moimi studentami ze sztuki pisania, z każdym kolejnym lecznikiem.
10873:  MM - Natomiast jeśli byś szukał takiego definiującego zdarzenia, no myślę, że to były takie warsztaty pisarskie, do których często wracam, o tym też pisałem w jak nie spieprzyć życia swojemu dziecku, od tego właśnie zaczynałem tą książkę.
10891:  MM - Spotkałem ludzi ze szkoły podstawowej, z gimnazjum, bo to była ostatnia klasa gimnazjum i z liceum,
10898:  MM - Wszyscy z olbrzymi problemami takimi dotyczącymi sensowności edukacji i tego, że właśnie nie za bardzo mają przestrzeń do dyskusji z nauczycielami.
10907:  MM - Ci nauczyciele nie bardzo budują jakieś takie relacje głębsze.
10912:  MM - Są zajęcia, które są poświęcone przekazywaniu informacji, one są ciekawsze lub mniej ciekawe.
10916:  MM - ale że generalnie nie ma takiej przestrzeni właśnie do buntu, do jakiegoś przedstawiania własnego zdania, że też bardzo często mają problemy w relacjach z rodzicami, że rodzice nie rozumieją tego, dlaczego nie chcą się uczyć, dlaczego chcą rozwijać swoje zainteresowania.
10933:  MM - I szczerze mówiąc, takich warsztatów pisarskich, one się zamieniły w zajęcia terapeutyczne, w takie zajęcia, w których bardzo często przegadywaliśmy po prostu dwie godziny, bo tyle trwały te zajęcia.
10948:  MM - Właśnie to mijało w sekundę, bo próbowaliśmy jakoś gdzieś sobie wspólnie pomóc.
10955:  MM - Ja ich zachęcałem do buntu, trochę gdzieś podpowiadałem, co można robić.
10961:  MM - Czasami też wpisaliśmy coś, z czego byłem bardzo dumny, że w końcu wracaliśmy do tego tematu zajęć.
10969:  MM - Szczerze mówiąc, myślę, że wtedy tamto doświadczenie było takie decydujące.
10974:  MM - To było niedługo przed napisaniem, jak nie spieprzyć życia swojemu dziecku, czyli tej mojej pierwszej książki o edukacji, która do dzisiaj gdzieś do mnie powraca i z której bardzo się cieszę.
10987:  MM - No ale też takim jednym z ważniejszych doświadczeń to było po prostu spotkanie Krysi Koziołek, do czego też często wracam.
10995:  MM - czyli mojej nauczycielki języka polskiego.
10997:  MM - Tutaj dużo było o nauczycielkach języka polskiego, co rozumiem też, bo moje relacje z nauczycielkami języka polskiego były skomplikowane przez całą podstawówkę.
11007:  MM - Natomiast w liceum spotkałem Krystynę.
11009:  MM - To też nie było tak, że gdzieś od razu ją spotkałem i zmieniłem swoje życie, ale jedno zadanie wystarczyło domowe.
11019:  MM - To było zadanie, które Krystyna nam zadała
11024:  MM - bo jesteśmy przyjaciółmi do dzisiaj, zawsze jak ktoś mnie pyta o jakiegoś mojego mistrza, to raczej to jest mistrzyni.
11031:  MM - Też ona wie, że to jest specyficzna kategoria mistrzyni w moim wydaniu, bo ja generalnie nie uznaję specjalnie mistrzów i autorytetów, ale darzę wielkim szacunkiem Krystynę.
11044:  MM - Krystyna zadała nam zadanie, pamiętam, chyba w drugiej klasie liceum.
11048:  MM - Mieliśmy napisać opowieść grozy, czy jakieś opowiadanie grozy.
11054:  MM - I to było chyba jedno z pierwszych takich zadań, gdzie mogłem po prostu puścić wodze fantazji.
11060:  MM - Napisałem dziwaczne opowiadanie, które miało mnóstwo błędów ortograficznych i interpunkcyjnych, jak o to myślę, z perspektywy czasu.
11070:  MM - które pod wieloma względami normalnego nauczyciela, tutaj znów by pewnie wybyło z równowagi, ona dała temu opowiadaniu celujący i stwierdziła, że mam jakiś potencjał w sobie i że widzi, że chyba lubię pisać.
11082:  MM - Tym bardziej, że tak jak nigdy nie robiłem żadnych zadań domowych i nie czytałem lektury na zajęcia, na lekcje,
11090:  MM - Tym razem napisałem te opowiadania chyba dla czterech moich kolegów i wszyscy dostali celujące.
11097:  MM - Więc to był jedyny moment w moim życiu, gdzie wykonałem nadprogramowe zadania domowe.
11102:  MM - To pierwsza rzecz.
11104:  MM - Myślę, że to było szczególne wydarzenie, takie właśnie przez duże W.
11108:  MM - No a po drugie, to był też taki moment, kiedy chyba sobie zdałem sprawę po raz pierwszy, że edukacja może, tak z perspektywy czasu oczywiście, może być takim momentem odkrycia jakiegoś swojego potencjału, swoich talentów i że to może być bardzo niepozorny moment.
11125:  MM - To jest taki moment, w którym nie dochodzi do niczego spektakularnego, bo
11130:  MM - to opowiadanie nie było spektakularne, chociaż było długie, bo napisałem 16 stron tego opowiadania, więc też współczuję czytania tego Krystynie w tamtym czasie, ale też bardzo często właśnie bardzo dużo zależy od reakcji nauczyciela.
11145:  MM - Tak jak tutaj w tej jednej opowieści był ten brak lepszej oceny na koniec roku z powodu niedotrzymania terminu, u mnie z kolei ta praca na pewno nie zasługiwała na celujący, ale myślę, że właśnie
11159:  MM - mądrość Krystyny polegała na tym, że widziała, że dla mnie po prostu może będzie potrzebne takie dowartościowanie, pokazanie, że to, co zrobiłem, ona docenia, także widzi w tym jakiś potencjał i myślę, że była znacznie, że tak powiem, głębszym obserwatorem rzeczywistości niż ja w tamtym czasie.
11181:  MM - I tym takim jednym zachowaniem też sprawiła, że trochę mam wrażenie, że zmieniłem swój stosunek do przedmiotu.
11189:  MM - Ale to też była, wiecie, nauczycielka, która nigdy nie sprawdzała, czy przeczytaliśmy lektury, dyskutowała z nami o tych lekturach, bardzo często je streszczała, opowiadała w niesamowicie ciekawy sposób, która stosowała dekonstrukcje na zajęciach języka polskiego, bardzo często
11207:  MM - Wprowadzała różne też takie czytanie, lekturę kulturową, feministyczną.
11214:  MM - To było niezwykle ciekawe i też takie widowiskowe.
11217:  MM - Zresztą też Ryszard Koziołek, obecny rektor Uniwersytetu Śląskiego, też mój przyjaciel od lat, przychodził do nas na zajęcia, testował na swoją książkę o Sienkiewiczu i też przedstawiał bardzo takie poruszające interpretacje i Sienkiewicza i rozmaitych nowel pozytywistycznych.
11237:  MM - I myślę, że to były takie doświadczenia bardzo pozytywne.
11240:  MM - Poza tym potem na studiach też trafiałem na świetnych nauczycieli.
11244:  MM - Myślę, że to z jednej strony to takie doświadczenie otwartości, na przykład zajęcia z Grzegorzem Olszańskim, z którym prowadzę do dzisiaj sztukę pisania i twórcze pisanie, marketing wydawniczy, pamiętam jako jedne z lepszych zajęć, właśnie dlatego, że po prostu gadaliśmy o tekstach, rozmawialiśmy, szukaliśmy rozmaitych kontekstów i była taka atmosfera totalnie na luzie, nawet nie powiem, czy nie byliśmy na try, bo mam wrażenie, że od zawsze z nim jestem na try,
11271:  MM - Więc z jednej strony doświadczenie tego, że edukacja może być czymś bardzo normalnym, naturalnym, fajnym, rozwijającym, to były dla mnie bardzo ważne doświadczenia i miałem to szczęście, że trafiłem na świetnych nauczycieli, nauczycielki.
11286:  MM - Późno, bo późno, ale jednak.
11287:  MM - Natomiast z drugiej strony to doświadczenie traum, jakie budzi system w młodych ludziach, jakie wywołuje w młodych ludziach system, też niezrozumienie ze strony dorosłych i rodziców i nauczycieli.
11304:  MM - To myślę, że tak
11306:  MM - tak długo na to odpowiadam, ale dlatego, że to jest skomplikowane i też chciałbym tak pokazać, że to nie jest tak, że zachodzi w nas taka zmiana w jednym momencie, tylko to jest też proces, to jest też godziny przemyśleń, rozmów.
11320:  KMM - No właśnie, ja cię spytałem po to, żeby to wyszło, to znaczy, że to nie jest tak, byśmy obydwaj z Mikołajem mieli szczęście urodzić się w bardzo czytających, wspierających, traktujących podmiotowo rodzinach,
11332:  KMM - ale to nie wystarczy, tak?
11334:  KMM - To znaczy, trzeba jeszcze tego rozpoznania, że coś jest wokół nas nie tak i rozmowy na ten temat, więc to was może uratować i Kinga pisze, że świetna rozmowa, ale ciągle mam takie poczucie, że to strasznie smutne, że z tymi historiami, a inni jesteśmy w stanie się utożsamić, ale to znaczy też, że to nie są tylko nasze porażki.
11353:  KMM - To może właśnie znaczyć, że to nie są wasze porażki, to nie są nasze porażki,
11357:  KMM - tylko to są porażki pewnego systemu i tej pedagogiki strachu, która jest w nas cały czas ładowana i pedagogiki długu i może z tym powinniśmy zacząć zrywać, a żeby zacząć z tym zrywać, trzeba sobie tę patologię uświadomić i o niej rozmawiać i myślę, że lepszego podsumowania nie mogliśmy się pokusić, ja też po swojemu powiem, Mikołaj zaszył to
11378:  KMM - twórcze pisanie i marketing wydawniczy, to jest kierunek studiów.
11381:  KMM - Pytacie mnie często o to, na jaki kierunek studiów warto iść.
11385:  KMM - Mikołaj uczy na twórczym zbliżaniu i marketingu wydawniczym.
11388:  KMM - Połączcie kropki, wyciągnijcie wnioski.
11390:  KMM - A tymczasem, moi drodzy, nie zatrzymujemy Mikołaja, bo idzie odprawić swój rytuał pisarski, zawsze jak wydaje książkę, je pizzę, więc ja poproszę pizzę na czatach dla Mikołaja także.
11402:  KMM - podziękować serdecznie naszemu gościowi.
11404:  KMM - Ja dziękuję wszystkim zgromadzonym, którzy przybyli.
11406:  KMM - Było nas tutaj prawie 900 osób.
11409:  KMM - Mam nadzieję, że Wydawnictwo Znak będzie zadowolone z takiej formy też promocji.
11413:  KMM - I cieszę się bardzo, że odebraliście to tak, że gościliście ponownie Mikołaja w tak fantastyczny i cudowny sposób, w jaki tylko ta społeczność potrafi to zrobić.
11424:  KMM - Masz już pizzę na czatach, nawiasem mówiąc, więc...
11426:  KMM - Raz jeszcze.
11427:  MM - Dziękuję bardzo.
11428:  MM - Ja chciałem tylko powiedzieć, że trochę za późno zgłosiłem, żeby kod na książkę miał w sobie jamnika, prawda?
11436:  MM - I dlatego tylko to pato posłuszeństwa, ale zgłaszałem to, chciałem to publicznie zaznaczyć.
11442:  MM - ale do działu handlowego to dotarło za późno, dlatego tylko i wyłącznie taki kod, a nie jamnik np.
11449:  MM - rządzi światem.
11451:  MM - Na przyszłość postaram się poprawić przy kolejnych książkach.
11455:  MM - Ja chciałem bardzo podziękować wszystkim, którzy tutaj byli za poświęcony czas, no bo to jest czas i uwaga, to jest nasze największe bogactwo w dzisiejszym świecie i
11467:  MM - I mam nadzieję, że to spotkanie gdzieś pomogło.
11470:  MM - Wiadomo, że nie rozwiążemy problemów i waszych, i tego świata, ale fajnie by było, żebyśmy zdali sobie sprawę, że właśnie to, co robimy, to, jak myślimy, to, jak mówimy o świecie, czy godzimy się na przemoc systemową, przemoc symboliczną, czy gdzieś próbujemy ją ujawniać i w jakiś sposób uświadamiać siebie i innych dookoła,
11495:  MM - że stajemy się jej ofiarą i wspólnie się temu przeciwstawiamy, no to to jest sposób budowania świata lepszego, utopijnego, ale ja akurat, tak jak Krzysztof, w takim utopijnym myśleniu o świecie nie widzę niczego złego, bo na koniec, tak żeby podsumować,
11512:  MM - potem też kończę książkę.
11513:  MM - Pamiętajcie, że my nigdy nie znajdziemy idealnego rozwiązania naszych problemów i nigdy nie stworzymy takiego świata, w którym nigdy nie będzie problemów żadnych.
