🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
27419:  Tu coś śmierdzi.
27422:  Ale Krzysztof, jesteś sam w domu.
27426:  to prawda.
27430:  Samotność to jest największy dar od cywilizacji.
27433:  No więc ja mogę tylko zejść tutaj.
27437:  To jest wszystko, co ja mogę zrobić.
27440:  Wydaje mi się, że krążę w kółko.
27443:  Wkoło Macieju.
27446:  Tu pod jamniczych stóp.
27448:  Żeby one były jamnicze.
27448:  Tak, tu byliśmy.
27450:  Jezus, najgorzej.
27452:  Czyli dobrze, zostaje winda pinda.
27457:  Wiem, co trzeba zrobić.
27462:  Mamy na to całą sekundę.
27471:  Gdzie jest trigger?
27472:  Hehehe.
27476:  Hehehe.
27489:  Got!
27491:  Go, go, Power Rangers!
27493:  Nie inaczej.
27496:  Zbliża się kwiat, nieumarły!
27500:  Ojej, teraz tam w prawo.
27548:  Kto to może być, rzekłem, rozkaszlawszy się wcześniej?
27553:  I mam złe przeczucia.
27566:  Przed tobą kłamca.
27575:  Niedomagi Amnik zwrócił do swojej taktyki bardzo powolnego gibania się.
27584:  Myślicie, że to jest mini-bosidło?
27586:  Obawiam się, że to może być to prawda.
27587:  Ech...
27605:  Słabe toto jak kupa!
27613:  Skandal.
27614:  Tak mnie zbejtować.
27626:  Właśnie, co tam się u Filipa dzieje?
27628:  Piszecie o nim.
27631:  Czy ja mogę, czy ja mogę, czy ja mogę przenieść się na drugi ekran?
27633:  Dziękuję.
27637:  Co tam u Filipa?
27639:  Moi drodzy, u Filipa smok.
27641:  Na żywo, na żywo.
27643:  Tak jest.
27645:  I cały czas jestem na drugim ekranie u Filipa na streamie, żeby nie było.
27654:  Który to jest smok?
27655:  Nie pamiętam.
27656:  A już wiem, który.
27657:  Dostaje się z niego chyba ważny item.
27662:  Błyskamienny smok, tak.
27666:  Poradzisz sobie, chłopak, poradzisz sobie, poradzisz sobie.
27672:  Święty rektor zatrudnia na uczelni?
27674:  Nope.
27675:  Na uczelni Janis Strain zatrudnia rada dyscypliny w porozumieniu z dziekanem i z rektorem.
27683:  Taka jest różnica.
27685:  Naukowcy rządzą na uczelniach, moi drodzy, nie rektorzy.
27689:  Oni są urzędnikami.
27691:  Nie jest wdzięczna sprawa.
27692:  Wiem, co mówię, bo ja szczerze nigdy w życiu bym się nie poważył.
27698:  Potem ja, moja mama była dziekanem.
27701:  Wystarczy mi.
27702:  Wiem, co to jest za władza i z czym się to je.
27708:  Zemsta?
27710:  Jaka zemsta?
27710:  Już go dawno zabiłem.
27715:  Okej.
27720:  O Boże, drogi.
27727:  Jest, raz.
27734:  To!
27735:  Kot!
27738:  Kot!
27743:  Dobrze, dobrze.
27747:  Smrt.
27748:  Czeka ich wszystkich.
27750:  Ssssmrt.
27752:  Łoboziu.
27754:  Czemu on wygląda jak Nameless King?
27757:  Jest Nameless King.
27760:  Hmm.
27763:  Myślicie, żeby się udało mu zasadzić Stagera?
27774:  Wiedziałem o tym.
27777:  F*****g wiedziałem o tym.
27780:  Hehehehehe.
27795:  Myślicie, że jesteście w stanie przychytrzyć Hytrusa.
27804:  Niedoczekanie.
27806:  Niedoczekanie.
27819:  Nie używałem miecza!
27825:  Jednak niedomag zawsze pozostanie niedomagiem.
27836:  Jesus Christ.
27848:  Czy nikt mi nie robił problemu, nie rzucał kłód pod nogi z tego podróży nauczeń i mama była dziekanem?
27852:  Nie, nikt.
27854:  Let them come.
27856:  Wiecie co, powiem wam tak.
27860:  Ze mną jeszcze ludzie mogą walczyć, jak jestem izolowany.
27864:  Moją mamą też jeszcze, ale z nami naraz.
27871:  Nie polecam.
27875:  Nie polecam.
27879:  On się by jednak skradał tutaj, nie?
27884:  Hehehe, bałwan.
27888:  Ja gdzieś miałem wszystkie wyzwiska z twierdzy, powinienem nimi miotać przecież w takich sytuacjach.
27895:  Nie wiem, MQI do której.
27897:  Myślę, że za jakieś pół godziny jeszcze spokojnie.
27900:  Chociaż powiem wam, jestem najedzony, napity.
27904:  Nie mam jutro roboty, znaczy mam trochę, ale nie jakoś strasznie dużo.
27910:  Duabu.
27911:  Właśnie wracam z live'a Ghost of Tsushima, pisze Maria.
27913:  Mam pytanie do Krzysztofa.
27913:  Jak wracasz z tymi jamnikami z Pyrkonu?
27915:  Haha, ojej.
27916:  No było tego trochę.
27924:  Dobrze.
27926:  Okej, okej.
27929:  To teraz tak.
27930:  Teraz zrobimy to dobrze, dobrze?
27942:  A masz.
27956:  I co ci z tego wielkiego młota?
27959:  That's what she said.
27962:  Czy tutaj jest skarb?
27968:  To jest jakaś żenada absolutna.
27973:  Mhm, już to widzę.
27980:  Marne.
27984:  No czekajcie, no i co teraz?
27991:  Jesteś w rogowie?
27993:  Czy nie?
27998:  Tu byłem.
28000:  Tu byłem.
28001:  Poznaję to miejsce.
28003:  I have a memory of this place.
28005:  Niech zgadnę.
28010:  No powiem wam, że niefajnie.
28013:  Nie wiadomo gdzie iść.
28019:  Organizm Krzysztofa Krzysztof je i gra.
28021:  Tak.
28022:  To tak.
28023:  I gram z ogniem również.
28026:  Nie tak serio, to gdzie iść?
28032:  Przecież ewidentnie te podziemie miały nas gdzieś zaprowadzić.
28036:  O, popatrzcie, tam jest jakiś... O mój, oj, oj, oj, oj.
28043:  Czemu tu wszystkie katakomby wyglądają tak samo?
28045:  No niestety, resking atakum jest spory.
28048:  Ja się dlatego w nich zawsze gubię.
28051:  Czy tam jest ukryta ścieżka serio?
28052:  No sprawdziłem.
28054:  Nie ma, nie ma, nie ma.
28055:  Nigdzie nie ma.
28058:  Wejść na te platformy jak spada?
28060:  No tak, to już kiedyś zrobiliśmy.
28063:  Nie wiem, czy to coś zmieni, jeżeli wejdziemy od tej strony, a raczej nie.
28073:  Są jakieś porady odnośnie do kultury posiłków przed komputerem?
28077:  Tak, odejść od komputera.
28083:  I w ogóle generalnie nie powinno się jeść i równocześnie czegoś robić, typu oglądać albo coś takiego.
28089:  To sukcesem zabija wroga.
28090:  Tak, ale Krzysztof równocześnie gubi się w katakumbach, nie wie, gdzie ma iść.
28094:  Nie no, nie ma opcji, moi drodzy, tutaj trzeba się stąd wykaraskać.
28098:  Jak jesionko idzie praca?
28100:  Mam nadzieję, że dobrze.
28102:  Mnie tego nauczył, moi drodzy, mój dietetyk i gastrolog, że jeżeli oglądacie na przykład coś, to się nie skupiacie wtedy dobrze na trawieniu, jedzeniu i tak dalej.
28112:  Więc najlepiej jest po prostu zrobić sobie przerwę od wszystkiego na czas zjedzenia.
28116:  Na spokojnie.
28122:  No dobra, stąd przyszliśmy.
28127:  No i tu jest winda numer X. Ja czegoś nie widzę tutaj.
28145:  Ciężko mi cokolwiek zobaczyć, biorąc pod uwagę... Poczekajcie, to jest jakoś oświetlone ciekawie.
28160:  dwie różne pułapki, to że dwie różne, to ja wiem.
28164:  I te windy już ogarnęliśmy.
28168:  Drzwi z jednej strony?
28169:  Jakie drzwi, zielak?
28174:  To nie są te same kolce, ja wiem!
28177:  Ale na tamte nie mogę wskoczyć.
28181:  Na tym polega problem.
28184:  Tańczący les pokonany dawno temu, tak, tak, tak.
28190:  Jak tak można oglądać YouTubka bez jedzenia?
28192:  Nie, też wiecie, jeżeli to jest jakieś niezobowiązujące coś, to spoko, ale jeżeli oglądasz na przykład emocjonujący film, prawda?
28199:  I jest... I czujesz nerwy, nie?
28203:  I jesz równocześnie, to słabo.
28206:  Tak, myśmy na to nie wskoczyli test, prawda?
28210:  Ale ja tutaj nie wskoczę na to.
28213:  Nie ma szans.
28222:  Okej, są szanse.
28226:  Okej, są szanse.
28229:  Marne szanse, ale są.
28237:  Okej.
28238:  Po pierwsze dobra robota, zgodzę się z tobą.
28248:  Uważaj lew, no ja się domyślam, ja się domyślam.
28253:  Co jest po lewo?
28254:  Ja wezmę sobie księżycowe ostrze morze.
28258:  Co jest po lewo niby?
28260:  Jezus.
28265:  Gdzie oni tutaj ten trigger umieścili?
28273:  Może tu już coś zginęło?
28277:  Widzieliśmy to okno wcześniej.
28281:  Chyba, że tu jest to lewo.
28287:  Ale to są emocje przy eksploracji większe niż przy walce z bossem.
28295:  Bogacz.
28298:  Dowódca rycerzy-snycerz, mhm.
28303:  Jasne.
28308:  Marne.
28311:  Ej, to by wychodziło na to, że to jest tyle.
28316:  Ani ja jeszcze bossa.
28318:  Co jest?!
28320:  Co to są za podziemia przerażające?!
28327:  No strasznie zostałem podpuszczony.
28329:  Byłem przekonany, że tutaj będzie jakiś atak.
28332:  Aniu, absolutnie.
28333:  Teraz już nie mogę zdyskredytować tej wiadomości.
28336:  Już ją oceniłem pozytywnie niestety.
28345:  Jezus, jakie to szczęście, że to nie było full damage.
28357:  No i co teraz?
28365:  Niemożliwe.
28368:  Musiałem coś tutaj pominąć.
28374:  Może im chodzi o to, żeby tutaj zeskoczyć po prostu?
28380:  W dół z tej pułapki?
28382:  Tam, gdzie nie spada?
28383:  No to wtedy wrócimy się na sam początek, Karolu.
28387:  Ale to jest dziwny loch.
28389:  To powinien być już boss przecież.
28393:  Ale dziwne.
28394:  Nie no, nic tu nie ma.
28407:  Możemy oczywiście zejść na dół, ale ja się obawiam, że będzie fall damage wtedy i to potężny.
28411:  To nie jest sam początek?
28418:  Nie wy... Nie wydaje mi się.
28422:  To jest dokładnie sam początek.
28434:  Widzicie?
28435:  Myśmy tutaj byli.
28438:  Myśmy tutaj byli.
28442:  I przyszliśmy stamtąd.
28447:  Jest bardzo dużo baitów z ukrytym przejściem, serio życie, niestety.
28465:  A, tam nie było na pewno nic już interesującego.
28469:  No teraz tu już nie ma wrogu, więc możemy poeksplorować, przynajmniej popróbować.
28481:  No, tutaj jest dół, a już wiem.
28484:  Tam nie było nas.
28488:  Tam nas nie było, moi drodzy, na samym dole.
28500:  Ja nie wiem, czy tam możemy przejść nawet.
28504:  Kurczę.
28506:  Chyba się nie da.
28510:  Zobaczmy, ile to jest sekund.
28518:  Raz, dwa, trzy, cztery.
28520:  Okej, to jest do zrobienia.
28523:  To jest do zrobienia.
28538:  Tak.
28539:  Ehehehe.
28541:  Jest!
28548:  Tak.
28552:  Jezus!
28559:  No wymyśl... Jest Marika!
28561:  Dobrze!
28562:  Jest!
28564:  Wiem, z czego ja się cieszę.
28576:  I knew it.
28588:  I knew it.
28593:  Wysysacze many!
28596:  Zużywacie mi manę przed bossem!
28599:  odrażające.
28606:  No autentycznie.
28613:  Jeszcze raz mnie obrócisz.
28621:  230 tysięcy, ja to widzę.
28625:  Ja to widzę i mnie to nie cieszy.
28628:  Owoc rada?
28630:  Czy on jest radioaktywny?
28634:  Okej, tam jest ten magus.
28638:  Tu jest coś, co nieraz może zaatakować zmieść z powierzchni ziemi?
28643:  Nie.
28645:  Ale powiem wam, że naprawdę będzie problem za moment z maną.
28649:  166 godzin odczuwałem, tak circa.
28665:  Jezus.
28665:  No naprawdę.
28667:  Niedobrze jest.
28671:  Chyba posążek Mariiki wszelako regeneruje zdrówko.
28678:  Który to już jest tutaj?
28680:  Nie wiem, 724?
28688:  Uff.
28689:  No Emeriu, w Elden Ringa zawsze się grało długo.
28694:  Prosta sprawa.
28696:  Jeszcze jest jedna Marika przed bossem.
28698:  To są aż tak długie podziemia.
28701:  Jakim cudem miałem zachować całą manę?
28707:  Rany boskie.
28714:  Czekajcie, czekajcie, no przecież moment, no.
28717:  Jakim cudem ja mam to zrobić?
28724:  Tu będą wszędzie wrogowie, wiecie o tym.
28749:  Rany boskie.
28752:  Rany boskie.
28755:  No przecież to jest jakieś szaleństwo!
28762:  To jest jakieś szaleństwo!
28766:  Jaką ukrytą ścieżką oszczędziłeś manę?
28767:  Jaką ukrytą ścieżką?
28768:  Nie było dodanego ukrytej ścieżki.
28769:  Aaaa!
28770:  Aaaa!
28780:  Rany boskie, rany boskie, rany boskie, rany boskie.
28782:  Co to jest?
28783:  Co to jest?
28783:  To jakieś... Atakuje mnie guano jakieś.
28797:  Rany boskie, rany boskie.
28804:  Weź się tepnij po lewej.
28805:  Aaaa, tam level!
28807:  Ja się tutaj nie trafię z powrotem, daj spokój!
28816:  Czy Lenin jest cięższy od Daxa?
28817:  Nieee.
28827:  Okej, co tu się dzieje?
28830:  Zbliża się w ślimak, uważaj na górę.
28833:  To jest dobre.
28838:  Pierrrrnicze.
28843:  Uuuuuuu.
28847:  Żebym też teleport działał, moi drodzy, taki byłoby super.
28851:  Nie no, tutaj powinna być łasunia po prostu, taka prawda.
28856:  Ja to byłem tak bardzo ja, że nie mogę.
28859:  Ja wpadam w straszną panikę w takich sytuacjach.
28865:  Piękne lico.
28866:  Nie domagaj amniksa, który ma na czole napisane.
28869:  Nie mam pojęcia, co robię.
28890:  Jezu!
28891:  Jakie napięcie.
28892:  Znowu tutaj.
28895:  Niech nastanie zmieszanie.
28897:  Jakie... Ktoś... Oni rozpoznają miejsce, w którym są?
28902:  Ja tak nie mam.
28919:  Okej, yyy...
28924:  I mówicie, żeby się tutaj wrócić.
28928:  Nie ma to żadnego sensu.
28934:  Nie ma to absolutnie żadnego sensu.
28942:  No przecież ja jestem znowu tutaj!
28951:  Jest w ogóle zatara.
28952:  Jezus Chryste...
28979:  Dobra, czyli to tak było.
28980:  Teraz co?
28981:  Co dalej?
28982:  Czy tam jest też taka nisza?
28985:  Gówno, tu idziemy znowu, no dokładnie.
28988:  Tam musi być też jakaś nisza.
28990:  Ekologiczna nisza.
28996:  Chcę do domu, ja też.
29000:  Tam jest po drugiej stronie coś.
29003:  Jezus, tu są dwaj strażnicy jeszcze.
29011:  Po przeciwległej stronie masz cała akademia.
29013:  Nie wiem, czy ja przebiegnę.
29020:  Raz, dwa, trzy, cztery, no może.
29029:  Spróbuję.
29033:  A w ten sposób?
29036:  Okej.
29038:  Jestem ciupineczkę bliżej.
29048:  Rany boskie.
29052:  Zabij go!
29053:  Zabij go!
29055:  Ściano!
29055:  Suficie!
29057:  God!
29064:  Ściano, suficie, słychać wycie?
29066:  Znakomicie.
29073:  Wiedziałem!
29080:  On widzi, że ja tu jestem, prawda?
29084:  Albo i nie.
29091:  He, he.
29094:  Kut.
29115:  A jest jeszcze coś tutaj?
29122:  Tak No dobra Nie mam wyjścia Muszę zużyć przedmiot zużywalny
29173:  Ale Krzysztof.
29178:  Dlaczego nie używasz Consumables w Elden Ringu?
29183:  Ale Krzysztof.
29187:  Przecież to jest OP.
29190:  Ale Krzysztof.
29193:  Przecież walka magiem jest prosta.
29198:  Ale Krzysztof.
29203:  To nawet nie zregenerowało całego paska many.
29207:  To nawet nie zregenerowało całego... To nawet nie zregen... Czy wspomniałem, że to nawet nie zregenerowało całego paska many?
29228:  Miki pisze się, że zastanawiając za lakobem Eldeniga, nie grał nigdy w żadnego Souls-like'a.
29232:  Możesz spróbować DS-y pierwsze, na początek.
29236:  Albo właśnie Eldenka, jeżeli lubisz gry z otwartym światem.
29239:  Po pierwsze, sekret, dlatego dziura tego musisz szukać.
29241:  Co?
29244:  Jaka dziura?
29248:  Jaki dom?
29249:  Jaka dziura, jaki dom?
29250:  Co tu się dzieje?
29278:  Jak tu wskoczyć?
29288:  Tu się dzieją najdziwniejsze rzeczy w świecie!
29297:  Wiesz, to jest w ogóle... To jest cud!
29299:  To jest cud, że mnie się cokolwiek tu udaje!
29302:  Cud!
29307:  Co teraz?
29313:  Ja już znalazłem tyle rzeczy.
29316:  Myślicie, że gdzieś tam na górę?
29318:  Chyba na górę teraz.
29326:  Chyba tak.
29327:  Nie, nie!
29330:  Ło, ło, ło, ło, ło, ło, ło!
29332:  Aaa!
29337:  Jezus Maria!
29343:  Co tu się dzieje się? !
29347:  Aaa!
29356:  Przez to było coś niesamowitego.
29358:  Czy to jest wyjście?
29363:  A, miecz w pochwie.
29364:  Zaiste coś niesamowitego.
29383:  Nie, nie, nie, nie.
29391:  Oj tak, spindraj się, spindraj się.
29394:  Będę tu czekał.
29418:  Jesus Christ... No i tutaj już nic nie ma?
29431:  Weźcie se, wsadźcie w żyć tę upiorną konwalię!
29438:  A, mam znowu spaść, tak?
29440:  No co, co może pójść nie tak?
29445:  Nie mam już w ogóle życia.
29468:  Rany boskie.
29475:  Rany boskie.
29476:  Przecież to jest jakiś koszmar.
29483:  Znaczy, to jest koszmar.
29485:  Iść w to miejsce, gdzie był napis z dziury, skręć w lewo jak schodzisz... Co?
29489:  Co, co?
29490:  Idź w to miejsce, gdzie był napis z dziury, skręć w lewo jak schodzisz ze schodów i do windy?
29495:  Jakiej windy?
29495:  Jakie lewo?
29500:  Co ty mówisz do mnie?
29502:  Idź w to miejsce, gdzie był napis z dziurą.
29505:  Czyli to.
29507:  Skręć w lewo, jak schodzisz ze schodów i do windy.
29512:  Tutaj?!
29516:  Co ty mówisz, Duofeny?
29521:  Przecież... Przecież tam jest coś innego.
29529:  Jesteś absolutnie pewien.
29549:  Mnie tu nie było?
29550:  Przecież ja stąd przebiegłem.
29556:  Nic nie rozumiem.
29566:  Przecież tu wszystko wygląda tak samo!
29571:  To jest straszne!
29577:  Ten boss to jest ta lokacja.
29579:  Tak!
29582:  Okej!
29585:  No nie wpadłbym na to, znaczy nie ma szans, żebym na to wpadł, po prostu nie ma najmniejszych szans, ja bym tu został na zawsze, gdyby nie wy.
29593:  No jedno, wiecie co nam zostało.
29595:  No została nam jedna jedyna rzecz.
29598:  Nie ma innej opcji.
29601:  Rycerz?
29602:  No, doskonale.
29608:  Matko bosko, karkonosko.
29619:  No a co ja zrobię z runami?
29620:  Nic nie zrobię z runami.
29623:  Bo alternatywa byłaby taka.
29625:  Talisman na runy.
29628:  No ale to nic nie zrobię.
29631:  To, że posążek jest, to jest jedno.
29633:  Na pewno użyję Samona tutaj.
29635:  Znaczy, co do tego, to nie ma żadnej wątpliwości.
29643:  Pytanie, czy będę mieć czas.
29652:  No uważam, że to jest bez sensu, że tutaj nie ma tej... Najpierw Terra Magica, później wiesz, będziesz stać na buffie?
29659:  Serio?
29662:  Ja wiem, że jest item, który się zużywa zamiast run, ale mogę to użyć wyłącznie poza tym... Jaki to jest sens?
29672:  Eee... Przywołamy Fano Samono.
29698:  Aha.
29700:  No co, co z tymi runami?
29702:  No wezmę je, Boże drogi, się wyfarmi.
29704:  To nie jest problem.
29705:  Problem to jest tutaj dotrzeć.
29710:  To jest problem.
29711:  No, i runy przychodzą tutaj.
29713:  Nie jest problem.
29714:  Problem byłby, gdyby one były na arenie.
29716:  Teraz tylko problem jest taki, że musimy to wygrać.
29718:  Ej, ale ja mam teraz wszystkie te!
29720:  Hiiiii!
29724:  Patrz, co się da zrobić.
29752:  Nie będzie to proste, ale się da zrobić.
29759:  Tutaj z każdego przeciwnika leci po 1000 runów, to nie jest problem.
29763:  Nie jest prawda, jest akurat bardzo niewiele, nie zgodzę się z tym kompletnie.
29767:  Biorąc pod uwagę to, na jakim levelu ludzie zaczynają DLCki, powinno po 30 tysięcy z każdego drobić.
29775:  Tak co najmniej.
29783:  O tak, teraz ma... O kurwa.
29787:  Nie mam teraz tutaj...
29816:  Dobra.
29850:  Go!
29868:  Czyli ma trzy sekwencje.
29878:  Problem.
29884:  Za dużo run bez samonata, bardzo bym się stresował, wiecie?
29888:  No, trzydzieści sześć tysięcy, trzysta sześćdziesiąt tysięcy to są dla nas prawie dwa levele, więc ta strata by zabolała za bardzo jednak.
