Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
20776:  Dobranoc, Kingo, dobranoc.
20781:  Dobrze, wrócimy.
20782:  Chociaż, gdzie są te znaczniki?
20784:  One są bardzo daleko, ale tu mamy jeden blisko.
20788:  Udajmy się do niego.
20790:  Halitka pisze, że się ogółem boli psów, bo jak była mała, to zawsze w snach pożerały o wielkie nieba.
20802:  Ale do jamników się przekonałaś dzięki mnie, jak się cieszę.
20812:  Karolina i Karola.
20812:  Karola to jest osobne imię.
20814:  No proszę, właśnie.
20816:  Dużo jest takich przypadków.
20819:  Najgorzej w sumie mają Magdy, bo bardzo dużo... Magdy, Magdy, nie ja, nie Magdaleny.
20824:  Właśnie on bardzo dużo ludzi zakłada automatycznie, że to jest zdrowienie.
20827:  A w ogóle polszczyzna jest fajna, biorąc pod uwagę to, jak jesteśmy w stanie właśnie dużo zdrabniać.
20835:  Dobra, jeszcze kawałek.
20836:  Tędy.
20842:  Często się dzieci straszy psami, Red Angel, co ty mówisz?
20845:  Jak to?
20845:  To strasznie głupie jest.
20848:  W ogóle nie rozumiem idei straszenia dzieci czymkolwiek, to jest strasznie dziwne.
20854:  Wiedziałem, że w złym kierunku jadę.
20856:  Byłem absolutnie i stuprocentowo pewien.
20863:  Dlaczego Dolorstwo Życiu jest takie trudne?
20864:  Trzeba wybrać między graniem a oglądaniem, jak ktoś gra.
20867:  Za dzieciaka było łatwiej.
20868:  Starszy brat grał i można było oglądać.
20870:  Tak, pamiętam to.
20871:  Nawet w Heroesach 3 był taki tryb, który się nazywał Hot Seat, przetłumaczony jako gorące pośladki.
20877:  Efektywnie to się sprowadzało do tego, że niby się grało wspólnie, ale tak naprawdę 90% czasu oglądało się, jak ktoś grał.
20885:  Widłogon.
20887:  Widłogon się pali.
20901:  Co jest?
20909:  Aaa!
20909:  Prymitywny widłogon.
20912:  Prymitywny organizm.
20921:  Wreszcie!
20928:  Siach!
20941:  Piękna sprawa.
20943:  Tak, ja bardzo doceniam dwa ekrany, muszę powiedzieć, że tak, do pracy i oglądania YouTube'a równolegle coś wspaniałego, absolutnie.
20955:  Dlaczego cały czas aktualizują się nam główne zadania ostatnie?
20959:  Co?
20963:  A, poczekaj, aż nastanie dzień, ale dziwne.
20970:  Ale absolutnie, Anno i Milko, mamy specjalną runę, która sprawia, konkretnie tę, która sprawia, że przeciwnicy malowniczo wybuchają.
20979:  Normalnie się tak by nie działo.
20981:  Znowu pobłądziłem.
20982:  Och mój Boże.
20985:  Cóż za piękny krajobraz.
20993:  I to jest przewaga fantasy na satisfaction dla mnie, zawsze.
20997:  Niech się uspokaja pan, co zna taki krajobraz.
21002:  Chociaż w sumie, jak sobie pomyślę o takich rzeczach, planetach jak Naboo, to da się to w realiach fantastyczno-naukowych, nazwijmy to, odzwierciedlić.
21013:  Co myślę o twórczości studia Double Fine?
21015:  Obawiam się, że nie pamiętam, jakie gry robili.
21021:  Okej, mamy się udać do jaskini z ukrytą kaplicą.
21026:  Uuu.
21027:  Otóż... Otóż duchy płoną.
21065:  Aaa, pięknie.
21069:  Czy Płotka ma GPS jak każdy szanujący się koń?
21073:  Nasza tak.
21075:  Nasza ma.
21076:  Niektóre Aleksandry uwielbiają być nazywane Ola, to po prostu kwestia indywidualna.
21079:  Dla mnie kluczem jest uszanowanie tego, jak dana osoba chce być nazywana.
21081:  Bingo, absolutnie tak, zgadzam się w 100%.
21082:  Okej.
21090:  I gdzie niby jest ta jaskinia z... co?
21097:  Aha, mamy przeszukać więzienie Bastoni.
21101:  Bardzo, bardzo cenię sobie precyzyjne uwagi.
21109:  O bogowie, przeszukaj.
21112:  To wygląda jako coś, na co można wskoczyć czysto teoretycznie.
21122:  Na wszelki wypadek.
21126:  Okej.
21127:  Tu absolutnie nic nie ma.
21129:  Muszę powiedzieć, że te questy, które polegają na tym, że się czegoś poszukuję w tej grze, są niewypowiedzianie wprost irytujące dla mnie.
21140:  Tu nic nie widzę.
21146:  Okej.
21150:  Dobranoc zadanie, dobranoc.
21152:  Jako się rzekło, nic ważnego się nie stanie już fabularnie.
21155:  O, o, o, o. Tutaj coś, tutaj coś jest.
21160:  Okej.
21161:  Mam wrażenie, że to znowu jest ten kazus, że skrzyneczka się baguje.
21167:  Okej.
21168:  Ale na wszelki wypadek się zorientujemy, czy wszystko... Czy wszystko jest.
21173:  Hmm.
21185:  Tak.
21185:  Dark Souls bez mapy będzie wyzwaniem jutro.
21187:  Będzie bardzo dużym wyzwaniem.
21195:  Ja mam ten problem, że jestem człowiekiem, który bardzo chaotycznie wszystko robi.
21199:  No koniec fabuły dzisiaj.
21200:  Tak, tak.
21201:  Nie zdążylibyśmy absolutnie.
21204:  Dlatego stwierdziłem, że...
21207:  Poczyścimy, poczyścimy dzienniczek, ale okazuje się, że czyszczenie dzienniczka zadań jest bardziej skomplikowane niż myślałem.
21214:  Myślę, że więzienie Bastogne to nie jest to miejsce, w którym jesteśmy w stanie cokolwiek znaleźć.
21219:  A zatem do następnego miejsca.
21231:  Sam łódź przeszedł trzy czwarte podstawki Daxos dzisiaj?
21236:  Nie, nie, moi drodzy, to nie będzie trwało tak krótko w moim przypadku.
21240:  Zaręczam wam.
21241:  My nie wejdziemy jutro z Samouczka.
21245:  Ja obstawiam, że jutro nie wyjdę z tego pierwszego cmentarza, który tam jest.
21251:  Znaczy, z walki z pierwszym bossem.
21255:  Tak zakładam, tak będzie.
21256:  Na wieży?
21259:  Ale byliśmy na wieży i nic tam nie było, niestety.
21264:  Możemy jeszcze raz sprawdzić na wszelki, wszelki wypadek, ale wydaje mi się, że na wieży nic nie ma.
21269:  Chyba, że fizycznie na wieży.
21273:  Płotko.
21275:  Tam jest jakaś skrzynka, tylko problem z nią polega na tym właśnie.
21281:  Może jeszcze wyżej.
21282:  Uuu, da się jeszcze wyżej.
21287:  Nigdzie nie widać nic.
21290:  Zobawiam się, że niestety nie ma.
21302:  Znaczy, dla mnie rzeczywiście najtrudniejsze było, bo ja już oczywiście ćwiczyłem sobie nieco, bo musiałem ustawić... To było najgorsze.
21307:  To znaczy, bardzo dużo czasu w Soulsach mi zajęło ustawienie wszystkiego pod klawiaturę.
21311:  To była męka, muszę powiedzieć.
21313:  Ale udało mi się, zmieniłem wszystkie... Cały keybinding.
21316:  Wszystko zmieniłem, tak żeby pasowało do innych gier.
21323:  Jak ma się prawie 700 godzin, to... No tak, to jak w 700 godzinach... No tak myślę.
21346:  No dobra.
21348:  Co tutaj takiego jest?
21350:  Czy to jest, tak myślę, przejście na drugą stronę?
21352:  Bo na to bardzo liczę.
21358:  Kiedyś... Co, co, co, co tu jest?
21361:  Co?
21362:  Co tu się dzieje się?
21371:  Medalion drży to miejsce mocy.
21374:  Gdzie my jesteśmy?
21378:  Gdzie my jesteśmy?
21378:  Ja się zgubiłem.
21380:  Ja wiem, że tu byłem!
21384:  Chciałbym stąd wyjść!
21387:  Po co ja wchodziłem do tej jaskini?
21389:  Aaa!
21391:  Bardzo, bardzo zły pomysł.
21397:  O nie... Jest... To jest ten moment, kiedy sformułowanie, jesteśmy zgubieni, ma dwa znaczenia.
21411:  Uciekam stąd.
21413:  A!
21413:  Światło!
21414:  Światło!
21415:  Tak!
21419:  Uciekajmy stąd, to jest straszne miejsce.
21423:  Często wspominam o tym, że ludzie postawieni z od wyżej w szkole do uczelni potrafią zastraszać w pracy inne osoby.
21427:  To oczywiście jest okropne, ale mnie dołożyły także sarkastyczne odzywki osób, które mogą opinię zdaną osobę i pokazać w jej bardziej zawalony sposób, że zawaliła.
21433:  Co o tym sądzisz?
21434:  Bo dla mnie takie niejednoznaczne pokazanie komuś, że jest gorszy, jest straszne.
21437:  Tak, oczywiście, to nie zależy od tego, jak to ktoś okazuje.
21441:  Foucault mój ulubiony nazywał coś takiego mikrofizyką władzy, to znaczy robienie sobie takie...
21446:  takie drobne, drobne rzeczy, które pozornie są właśnie niewinne, wszystko jest w porządku, ale tak naprawdę służą temu, żeby kogoś udupić.
21463:  W tym więzieniu jest w ścianie taka malutka cegła świecąca na czerwono, okej.
21467:  Jak tam wrócimy, to to ogarniemy.
21471:  Mam potrzebę skończenia tego questu.
21475:  Dodatki do Dark Souls, nie pamiętam czy kupowałem też, ale mam nadzieję, że jeżeli zacznę grę bez dodatku i potem kupię dodatki, to nie będzie problemu.
21488:  Czy będzie więcej wspólnych podcastów?
21489:  pyta Julia.
21490:  Tak, tak, jeżeli chodzi o ten podcast edukacyjny z Mikołajem, Marcelą i Bartoszem, Filipem Malinowskim, to w planach jest robienie tego jako serii.
21503:  Nie będziemy walczyć z gigimorami.
21508:  Dobranoc, Fazon.
21511:  Błagam!
21512:  Błagam, nie tylko nie drzewo!
21524:  Dobranoc, Erin.
21525:  Dobranoc.
21529:  Okej... Znacznik wejście.
21533:  To brzmi jak jaskinia z ukrytą kaplicą.
21541:  Potrzebujemy orki.
21546:  Orka byłaby miła.
21547:  Dobrze, dobrze.
21551:  Wszystko jest tak, jak opisywał Wielki Żebrak.
21554:  Kaplica, którą odwiedził Merten, musi być w tej jaskini.
21558:  Zaraza!
21579:  Co się tutaj dzieje?
21582:  Nadje kobiety?
21583:  W środku jaskini?
21585:  Coś tu jest nie tak.
21629:  Nie wiem, czy te bruksze to halucynacja.
21632:  Ale walczyły całkiem prawdziwie.
21635:  Wielkie nieba... Co tu się dzieje się?
21644:  Geralta zgubiła chuć!
21653:  O boi...
21665:  Bruxa płonie jak najbardziej.
21673:  Ciekawy jestem, ile to jest złota realnie.
21675:  Pewnie tysiąc orenów dajemy w tym momencie.
21678:  Wspomóż biednego.
21681:  Pań!
21682:  Choruję na biedę!
21685:  Poratujcie panie ubogiego!
21691:  To znaczy, to jest znaczące, że koło żebraków jest niezmiar.
21699:  Okej.
21701:  Ten był ostatni.
21704:  Ciekawe, co się teraz stanie.
21705:  Absolutnie nic.
21709:  Absolutnie nic.
21710:  Dzieją się tutaj dziwne rzeczy.
21714:  Nie mam zielonego pojęcia, gdzie jestem i w którą stronę iść.
21723:  Jest dużo szetnańców za to, które są szetnaćcami.
21737:  Kikimory robotnice.
21739:  Ulubione potwory profesora Matczaka.
21745:  Dzik?
21747:  Co?
21748:  Czemu nad nami jest dzik?
21753:  Co tu się dzieje?
21770:  Nie no, super tu jest, ja się kompletnie tego nie spodziewałem.
21774:  Ten człowiek wygląda całkiem jak Lebioda.
21785:  Udało się.
21785:  Dotarłem do jaskini i próby.
21786:  Wszedłem w progi ukrytej kaplicy.
21788:  Nigdy nie zapomnę tego, co tu przeżyłem.
21790:  Atakowały mnie wielkie, ziejące ogniem smoki.
21792:  Potężne potwory wyglądające na krzyżówki utopców z entriagami.
21796:  Ludzie o twarzach dzikich zwierząt.
21797:  Lecz Lebioda jest mi przychylny.
21799:  Pozwolił przetrwać tę ciężką wędrówkę.
21800:  Na końcu, tu, w ukrytej kaplicy.
21803:  Gdzie oddałem się medytacji, nie zesłał na mnie wizji jeziora czystej, przejrzystej wody, która mnie otacza i przenika moją duszę, oczyszcza z niego wziwości i przewin.
21812:  Kiedy się odsknąłem, nabrałem pewności, że które miejsce Lebioda wyznaczy na ostatni przestanek mojej pielgrzymki.
21817:  Musi chodzić o jezioro oczyszczenia.
21818:  Merten udał się stąd, po ostatecznym odkupieniu od jeziora.
21823:  Mam nadzieję, że taki jest.
21824:  Powinienem to sprawdzić.
21825:  Geralt, nie mów naraz.
21828:  Ciekawe, czy to jakaś relikwia.
21833:  No, najwyraźniej.
21839:  Udaje się na jezioro oczyszczenia.
21843:  Czy zetknąłem się z serią Jeźdźcy Smoków z Pern on McCaffrey?
21848:  Tak.
21849:  Tak.
21850:  Zetknąłem się.
21853:  Nie no, jeżeli chodzi o Dark Souls 3, to ja oglądałem jakąś nieskończoną liczbę poradników, streamów i tak dalej, ale wiecie, jak to jest ze mną.
21860:  Co z tego, że to obejrzę, skoro i tak zapomnę?
21866:  Czy naprawdę będzie backtracking w tym momencie?
21869:  Backtracking ma jeden problem.
21872:  Mianowicie taki, że... że ja nigdy nie wiem, w którą stronę mam iść.
21881:  No właśnie.
21882:  No, no, no właśnie.
21893:  A to nie jest przecież tak, że wyprowadzą mnie z tej jaskini jakieś kropeczki, no, w życiu.
21902:  Więc idę totalnie w losowym kierunku, licząc na to, że... Dobrze, to jest jezioro, które pamiętam.
21909:  Mgliście.
21915:  Okej.
21918:  Tak!
21921:  No, labirynt na naprawdę.
21923:  Moja pijana na tej serii szczerze tak nie do końca mi się podobała.
21928:  Nie zassała mnie na tyle, żebym został z nią dłużej.
21931:  Pamiętam, że chyba ją skończyłem wcześniej.
21936:  Kropeczki bardzo pomocne.
21937:  Pojawiły się ściśle wtedy, kiedy nie były już potrzebne.
21941:  Gdzie jest jezioro oczyszczenia?
21946:  Tu jest jezioro oczyszczenia, ale jeszcze mamy tutaj coś do zrobienia.
21949:  Jaskinia, w której przebywał Lebioda.
21951:  Dobrze.
21954:  Przenieśmy się z amfiteatru.
21963:  Tak, Marto, słucham cię.
21974:  Czy pomiędzy częściami Warhammera przenoszą się DLC?
21976:  Tak.
21977:  Wręcz jest tak, że trzeba mieć Warhammera I, żeby odpaliły się elfy.
21986:  to nie tylko trzeba mieć właśnie Warhammera I, ale trzeba mieć dodatek The Realm of Wood Elves do Warhammera I, żeby niektóre frakcje elfów się pojawiły w drugiej części.
21995:  Więc tak samo będzie w Warhammerze III.
22004:  Na Ded... Na Dedolesie są skarpetki w jamniki.
22007:  Nie mam pojęcia, czym jest Dedoles, ale oznajmiam z dumą, że mam skarpetki w jamniki.
22017:  Co myślisz o trylogii Miss Bones Andersona?
22019:  Fantastyczna rzecz.
22021:  On part z Arkiwum Burzowego Światła.
22026:  Jeszcze do tego wszystkiego jest cudowna trylogia sequeli, która się dzieje w troszeczkę przekształconym świecie Skadrialu.
22036:  Nie chcę spojlować tym, którzy nie znają, ale rzecz się sprowadza do tego... Geralt, na koń.
22044:  Rzecz się sprowadza do tego, że się przenosimy z takiego dark fantasy do właśnie zindustrializowanego urban fantasy.
22050:  Uuuu... Uuuu...
22061:  Ładnawo tutaj.
22062:  W Dark Souls 3 w każdej lokacji są skróty łączące inne części z innymi.
22072:  Nie no, ja po prostu będę musiał sobie w krytycznej sytuacji odpalić jakąś fanowską mapę, nie ma innej opcji.
22083:  Ale tu jest pięknie.
22086:  Wszędzie są karteczki ze słowami modlitw.
22089:  Może Mertem też tu taką zostawił.
22094:  Spraw o wielki lepio, żeby mój syn Julien dotarł bezpiecznie do Kowiru.
22103:  I żeby Jean-Lukasz Legias nie trafił cholera z żona, bo to przeteczniaki, skurwysyn!
22110:  To brzmi jak... To brzmi jak modlitwa, która mogłaby zostać wygłoszona w Polsce.
22118:  Żebym była piękna, zgrabna, powabna i wiecznie młoda.
22121:  Babet.
22122:  I żeby te flądry mariewszy oblazły!
22124:  To naprawdę są treści modliw z Polski.
22130:  Prosiłem już Melitele, były mudrui do Finic.
22133:  To może mnie tyty wysłuchasz, Lebiodo?
22135:  Chciałbym być brzydki, stary i gruby.
22137:  Bo już na tych wszystkich pięknych ludzi patrzeć nie mogę.
22140:  Nulisz to jak flaki z olejem.
22141:  To przynajmniej ja bym chciał być ciekawszy.
22144:  Quentin.
22144:  Ciekaw jestem, czy to jest aluzja do malarza Quentina Mezzisa, który słynął z tego, że malował brzydkich ludzi i epatował brzydotą.
22153:  To jest możliwe.
22155:  A nawet jeśli nie, to jest ciekawe.
22158:  Votum Martena.
22165:  O, są spoko, mam wyrobione do Daxos przez Japończyka, fantastycznie.
22170:  Ja, Merten, należący do Wiedźmińskiego Cechu Manticory, rozpoczynam dziś swą pielgrzymkę tu, w jaskini, w której prorok Lebioda przez 23 dni i 23 noce pościł i oddał się medytacji, ślubuje, czy odpokuje, truje wszystkie swe winy, przejdę ścieżkę odkupienia i wyzbędę się wszystkiego, co łączy mnie z dawnym życiem, abym z godnością mógł wstąpić w szeregi wyznawców Najwyższego i zwać się nowym człowiekiem.
22191:  Jest.
22192:  Merten napisał modlitwę na odwrocie schematu.
22196:  Wygląda na to, że przyszedł tu z więzienia, a potem udał się do świątyni.
22202:  Więzienie Bastogne.
22204:  Podejście drugie.
22208:  Pantera.
22208:  Podejście pierwsze.
22211:  Ciach!
22213:  Ciach!
22213:  Harad!
22225:  Ciach!
22226:  Ciach!
22226:  Ciach!
22226:  Harad!
22230:  Niech będzie podpalony na wieków spaczyn, Wiktorze!
22235:  Czytam ulubione książki kilkukrotnie, czy uważam to za stratę czasu?
22241:  Panie kolego, panie kolego, bo takie twe miano...
22246:  Nigdy obcowanie ze sztuką nie jest stratą czasu.
22249:  Książek nie czyta się dla fabuły.
22251:  Tak samo jak w gry się nie gra dla fabuły tylko i wyłącznie.
22255:  Czego nie rozumieli Redzi projektując Cyberpunka.
22257:  Dobranoc Ilty, dobranoc.
22262:  Dobrze.
22263:  Do najbliższego teleportu, żeby was nie nużyć podróżowaniem w to samo miejsce.
22267:  Okej.
22281:  Dobranoc, panie karmazynie.
22282:  Cieszę się, że Rynsztynek Manticory będzie ci towarzyszył w udawaniu się w objęcia Morfeusza, który wyjątkowo nie będzie tym bohaterem z Matrixa.
22297:  Dlaczego tutaj nie ma żadnego znacznika?
22299:  Denerwuje mnie to.
22300:  Byłoby wygodne.
22302:  Przeniesiemy się do Tartaku.
22303:  Tartak szczęsna woń.
22315:  Nie wiem.
22316:  Próba traw?
22317:  Tego typu sprawy?
22318:  Mutacje?
22320:  Który set wiedźmiński najbardziej mi się podoba wizualnie?
22322:  Niedźwiedzia, bez dwóch zdań.
22324:  To w Niedźwiedziu zresztą skończyłem pierwszy raz Wiedźmina i mam dobre wspomnienia z tym związane.
22331:  Czy Płotka wreszcie do nas przybędzie?
22333:  Dziękuję.
22338:  Objęcie morfałusza to brzmi, jakby ktoś mocno palił morfinę.
22342:  Nie pomyślałem nigdy o tym, ale faktycznie.
22348:  Tak, naprawdę?
22348:  A koń, który usiłuje wjechać na most, to nie jest ciekawe?
22351:  Ja uważam, że to jest bardzo ciekawy prospekt.
22362:  Płotka versus paliki.
22364:  Ciężka sprawa.
22368:  Czy to ostatni stream z Wiedźmina?
22369:  Nie.
22370:  Nie zdążyliśmy zrobić całej fabuły.
22373:  Więc na pewno jeszcze w przyszłym tygodniu będzie.
22376:  Podejrzewam, że w przyszłym tygodniu możemy skończyć.
22378:  Przecież to zależy.
22385:  Za to tak, za to jutrzejszy stream z Dark Souls może być ostatnim streamem z Dark Souls.
22389:  To nie, tego nie wykluczam.
22395:  Nie no, żartuję.
