Tańczący z wilkami — WITCHER 3 Livestream #8
🔗 https://www.youtube.com/watch?v=9gKMBfSbQ4s

4:  Witam Was wszystkich serdecznie.
17682:  Od czasu, kiedy zaśpiewaliśmy balladę o kapłanie Hemelfarcie, któremu w głowie tylko kurwy i żarcie, przyczepiła się do nas banda grubego.
17690:  Jakie piękne.
17692:  Witamy Bartku w gronie Trybutariuszy.
17695:  Dziękuję.
17697:  To dobry moment.
17702:  Nie pozwalają nam występować.
17703:  Przyganiają gabiów, niszczą instrumenty, a ostatnio bez przerwy czetują pod domem.
17708:  Nie wiemy już co mamy robić.
17712:  Urodziłem się w Krakowie, dlatego mogę jeździć po tym mieście, ile mi się żywnie podoba.
17719:  No dobrze, a pomożecie mi z tą sztuką, jeśli załatwię, żeby Gruby i jego koledzy się od was odczepili?
17725:  Oczywiście, że tak, ale to nie będzie łatwe, z nimi nie sposób się dogadać.
17730:  Spokojnie, są inne metody.
17734:  Moja ulubiona postać z uniwersum Pottera?
17739:  bym chciał użyć odpowiedzi ekscentrycznej, powiedziałbym Xenophilios Lovegood.
17747:  Pozorom Snape mi się nigdy nie podobał.
17749:  Nawet po jego rehabilitacji, która uważam, że była dość sztuczna.
17757:  O, Łowcy Czarownic, świetnie.
17773:  Wieczny ogień, tak, tak.
17775:  Wieczny ogień, nasze taneczne trio.
17778:  Dobra.
17782:  Pozbądź się zbirów.
17786:  To wy jesteście.
17787:  Slagorn, no, Slagorn dobry.
17789:  Zdaje mi się, czy on ma kocia?
17791:  Ale muszę się zastanowić nad tym bardziej, wiecie?
17794:  Trudne pytanie.
17796:  Czego szukasz w mieście wiecznego ognia, brudasie?
17805:  To sądzę o pieszych wycieczkach do lasu.
17807:  Mają w sobie słowo piesze.
17810:  To już chyba jasne, co o nich sądzę.
17813:  Tylko lektyki!
17813:  Tylko.
17813:  Dobranoc Kingo, dobranoc.
17833:  Proszę, proszę, jakie ładne staropolskie słowo, piardnąć.
17836:  Widziałem je ostatnio w satyrach Krzysztofa Opalińskiego.
17847:  Jak chce się wpaść na wykład, to zawsze zależy to w pierwszej kolejności od wykładowcy, a w drugiej od uczelni.
17854:  Uczelnie, które się szanują, dają autonomię wykładowcom.
17857:  Tylko uczelnie takie, które się nie szanują, ujad, nie dają.
17868:  Ale im dałeś popalić.
17870:  Ach, to było piękne.
17871:  Raz, dwa, przez plecy.
17872:  Jak to, kto będzie niósł lektykę?
17874:  Cztery jamniki.
17875:  Jeszcze będę mogła wyjść z domu, nie naciągając kaptura na głowę.
17878:  Dziękuję.
17879:  Bardzo, bardzo dziękuję.
17881:  Bez przesady.
17882:  Nie ma za co.
17883:  Ależ jest.
17884:  I dobrze pamiętam, co obiecaliśmy Camią za pomoc.
17887:  Będziemy zachwalać sztukę Irina, aż zedrzemy sobie gardła.
17890:  Ile za to chcecie?
17900:  Ewelina Hiro była na praktykach w lesie i robiła 6 km pieszo.
17906:  Ja bym zginął.
17911:  Tak, UJ to ta uczelnia, w której H jest nieme.
17915:  Tak, na wypadek, gdybyście nie kojarzyli, to ta.
17917:  Tak, ta sama.
17922:  O, jamnik powinien być niesiony na lektyce, podoba mi się ten wątek, podoba mi się.
17929:  Udaj się do docków i zwerbuj ochroniarzy.
17931:  To jest ten moment, kiedy użyjemy szybkiej podróży, bo jak sobie myślę o podróży do docków, to mi się słabo robi.
17938:  A nie, nie możemy użyć szybkiej podróży, musimy użyć szybkiej płotki.
17941:  Płotko, nurze, wyciągaj od nurze.
17951:  O, o, bardzo mi się to podoba.
17952:  Tak, chodzę wystarczająco dużo w Wiedźminie, popieram to.
17957:  Dobra.
17959:  Nie wiem, dlaczego Geralt mówi, co za smród.
17964:  Dobrze.
17965:  Czy mi się chowało, bo nie pamiętam.
17967:  Jasna cholera, chyba G. Dobrze, nie pamiętam, czy mi się chowało broń.
17971:  Chyba, nie, 0.
17972:  Dobrze.
17973:  Widziałem, że to jest nieintuicyjne, konkretnie.
17979:  Jakiej rasy jest Płotka w tej grze?
17982:  Chyba gniadosz, nie?
17984:  Cholera, nie mam pojęcia.
17986:  Nie znam się na koniach.
17992:  Wiem tylko, że płotka jest rasy bezcwałowej, nie jest w stanie cwałować w mieście.
17997:  Koni, jaki jest, każdy widzi.
17999:  Szanuję za cytat z pierwszej polskiej encyklopedii Benedykta Chmielowskiego.
18004:  Mój drugi ulubiony cytat z Nowych Aten, czyli tej encyklopedii, brzmi, smoka pokonać trudno, ale próbować trzeba.
18012:  Nie mam nic do dodania.
18014:  Gość czuje o co chodzi ze smokami.
18017:  Znaczy czuł.
18018:  Już nie żyje.
18022:  Płotka jest rasy koni.
18030:  Czy Uniwersytet Gdański się szanuje?
18032:  Zależy jaki wydział.
18035:  Ale przyzwoicie tam jest.
18039:  O, tu jest znacznik, dobrze.
18041:  To jest jeden z bardziej znanych polskich uniwersytetów.
18043:  On ma bardzo dobrą współpracę międzynarodową, więc dobrym pomysłem jest filologia angielska na przykład na Uniwersytecie Gdańskim z kierunku humanistyczny.
18057:  Usłyszałem ostrane gacie i natychmiast się cofnąłem.
18062:  Ładna walka, niezła praca nóg.
18066:  Przemyślenia o Łuś, o... Coś tu niedobrze z żebrami tego dokera.
18078:  Tak, w nowej grze Plus usuwają się znaczniki, dlatego nie możemy podróżować, no to są szybko.
18082:  Odpowiedź na pytanie o Łuś, bardzo polecam sztukę pisania na Uniwersytecie Śląskim.
18087:  Polonistykę coraz mniej.
18092:  Chcę was zatrudnić do ochrony.
18093:  Chodzi o przedstawienie teatralne.
18096:  Tak?
18096:  Tak się bawi AGH?
18098:  Macie przypilnować, żeby nikt się nie napierdalał pod sceną.
18103:  Trafiłeś pod zły adres.
18105:  Nas interesuje walka.
18113:  A zróbmy tak, żeby było ciekawie.
18116:  Witamy Damianie w gronie Trybutariuszy.
18119:  Możesz używać Mojjamniczy.
18120:  Jest coraz więcej.
18134:  Nie ma problemu.
18137:  To jest... mniej więcej tak wygląda facet, który stwierdził, że idzie w suplementy i w sam... a nie w trening siłowy i nic więcej w życiu.
18147:  Jamnik Gwinciarz.
18149:  Dobrz.
18161:  Podwójna stawka, tak jak powiedziałeś.
18164:  Jeśli wygram, wraca do mnie.
18169:  Matematyka na łóż.
18171:  Wszędzie jest taka zła komunikacja stąd uczelnia.
18173:  Z grubsza tak, niestety, obawiam się.
18177:  Stawiam na tego z grubą życią?
18179:  Co to znaczy?
18180:  A!
18181:  Czemu giniemy?
18183:  Dobra, mam nadzieję, że te kokty działają.
18195:  Czemu?
18195:  Czemu ja robię trudniej ten quest?
18197:  Czemu?
18198:  Wytłumaczcie mi, czemu to robię.
18203:  O nie, nie możemy zażyć jaskółki, koniec świata.
18207:  Nie, nie, to jest poważna sprawa.
18213:  Czemu ja zawsze... ...wybiorę rozwiązanie, które jest trudniejsze?
18225:  Szlak!
18233:  Oczywiście w ostatniej chwili.
18241:  Dobrze, że to nie jest Cyberpunk, bo byśmy już dawno przegrali.
18243:  Zajdźcie go od tynca!
18252:  Czemuś nie ma regenerowanego zdrowia w tej grze.
18257:  Ale swoją drogą oni to zmienili, bo można było zażywać eliksiry wcześniej, ehehe.
18263:  Tak, wygrałem większość walk na pięści.
18269:  Dobra, jeden już padł.
18273:  To jest oczywiste, że w momencie, w którym on będzie mieć już zero zdrowia, to wtedy wymierzy nam ten jeden cios kończący.
18281:  Tak zawsze jest.
18283:  Hal.
18288:  Jeszcze raz usłyszę z byka go weź albo stawiam na tego z grubą życią i jebne.
18294:  Geralt zasadził kopniaka.
18315:  Tak!
18315:  Chyba niezabialność nie działa?
18317:  Nie wiem co zresztą.
18321:  O nie miał, ale widzę po jego gębie, że mu się podobało.
18325:  Czas trochę odsapnąć.
18327:  Możemy pójść i ochraniać, co tam chcesz.
18329:  A Łódź bardzo szanuje Filipie, akurat.
18333:  Byłem ostatnio u drugiego Filipa, tzn.
18334:  Bartka Filipa Milińowskiego.
18336:  Poszliśmy na jakieś steka i pokazywał mi tę jaśniejszą stronę Łodzi, tzn.
18341:  imprezowo.
18342:  Bardzo fajnie.
18346:  Dobra.
18350:  Stawiam na tego z grubą życią.
18360:  Wiecie, jak ja się stresuję przy tych, przy tych walkach.
18363:  To jest po prostu niesamowite.
18365:  Bardziej się stresuję, niż przed obronami moich dyplomantów.
18370:  Choć mi ręka się trzęsi, nie mogę wycelować w rynek.
18374:  Hal masochista.
18375:  Mi się od razu przypomniał Hal 9000, nie?
18378:  Z... Odysei.
18380:  Kosmicznej.
18382:  Ejże, nie dotykaj mnie!
18383:  A właśnie, że będę!
18386:  Gdzie teraz?
18390:  Boże, myślałem, że to są drzwi!
18392:  Co jest ze mną nie tak?!
18394:  Krzysztof nie rozróżnia scenografii od gry wideo!
18398:  Boże, drogi!
18401:  Boże, drogi!
18404:  Mówiłem, że tutaj się nie da trafiać.
18405:  Mówiłem, mówiłem już o tym?
18408:  Nie, nie mówiłem.
18410:  Bo tu się nie da trafiać nigdzie.
18416:  Błagam, niech to będzie tutaj.
18420:  Dlaczego to nie jest tutaj?
18422:  Dlaczego to nie jest tutaj?
18427:  Na szczęście nie.
18429:  Rok polecam kieliszek.
18430:  Dzięki, Martyna.
18435:  Omówmy tekst sztuki.
18437:  To jest całkiem nieźle napisane.
18440:  Bo nie przeze mnie!
18441:  Mam gotowa narazić się na kompromitację dla dudów, ale widzę, że to może być coś naprawdę interesującego.
18450:  Wiem już nawet, kogo obsadzić w rolach Sługi, Wiedźmina i Królowej, ale zastanawiam się... Tak, Grigo, najgorzej nie odróżniasz Gry Vita od scenografii w Gry Vita, naprawdę.
18461:  Kto zagra Wiedźmina?
18462:  Bardzo ważna rzecz.
18463:  Pomyślmy, Jaskier?
18479:  O, Stachu z ogniska w lesie pozdrawia.
18481:  Pozdrawiamy również.
18483:  Pozdrów przyjaciół od nas.
18485:  Co do zapolecana powieść egzystencjalna Jean-Paul Sartre'a, to mówiliśmy o To i innych, czyli opowiadaniu Geimana, które w sumie nawiązuje do tej Maksymy, nie?
18494:  Piekło to są inni.
18495:  To dobry pomysł.
18497:  Nie sądzę, żeby udało mi się porwać publiczność, ale najważniejsze, żeby Dudu mnie zobaczył.
18501:  Ale postarasz się wypaść dobrze, prawda?
18505:  Nauczysz się tekstu.
18507:  Postaram się, oczywiście.
18509:  Michał zripostował.
18510:  Arcymagos minutę wcześniej.
18512:  Co się stało z jego żebrami?
18513:  Tak wygląda, jak ktoś to bierze z suplementy.
18515:  Arcymagos podczas walki.
18516:  Czemu nie mogę wypić jaskółki?
18518:  Tak, to prawda.
18520:  To prawda.
18521:  No jak to, kto będzie grał księżniczkę?
18523:  Koza!
18524:  Koza!
18525:  Priszczilla to dosyć oczywisty wybór.
18528:  Jest młoda i ładna, ale ja mam jednak większe doświadczenie sceniczne.
18538:  Nie jest żadna pryszczilla.
18540:  Nie obraź się, ale większość ludzi...
18543:  Zwraca większą uwagę na wygląd niż na umiejętności.
18547:  Rozumiem.
18548:  Dam jej znać.
18550:  Na pewno świetnie się spisze.
18551:  Grigo, witamy w gronie trybutariuszy.
18555:  Książę teraz.
18556:  Dziękuję bardzo.
18557:  Czekam na pierwsze emoji.
18561:  Bezpiecznie byłoby wziąć Abelarda Ryzę.
18564:  Jest w naszej trupie od dawna, warsztatowo bez zarzutu, ale tłumów raczej nie porwie.
18571:  Jaka jest druga opcja?
18573:  Maxim Bollier to wspaniały aktor i publiczność go uwielbia, ale niestety nigdy nie można mieć pewności, czy przyjdzie na przedstawienie trzeźwe, ani czy w ogóle przyjdzie.
18584:  Fox Ghost, jeżeli chodzi o karierę naukową, zawsze polecam zaczęcie jeżdżenia na konferencje, możliwie wcześniej, i pisanie tekstów naukowych do czasopism.
18598:  Najlepiej z listy czasopism pokonanych na stronie ministerstwa.
18601:  Jest ich tam jakieś 30 tysięcy, więc to jest przerażająca lektura, ale to się później opłaca, niestety.
18609:  Weźmy tego Abelard.
18610:  Abelard, Abelard.
18610:  ...solidnego rzemieślnika od nieprzewidywalnego artysty.
18613:  Abelard Ryza może być nawiązaniem do pewnego stand-upera.
18617:  Być może.
18621:  Obsadę mamy ustaloną.
18624:  Na to wygląda.
18625:  Jesteś gotowy rzucić się w wir kariery aktorskiej?
18633:  To ja mam tekst zanim do ciebie przyszedłem, tak z ciekawości.
18636:  Więc możemy zaczynać chodziby zaraz.
18641:  No, to nie tracimy czasu.
18642:  Chodźmy na scenę.
18648:  Dobre pytanie.
18649:  Słuchawki SteelSeries, Actis.
18650:  Trójka.
18650:  Czy znam tekst?
18651:  Oczywiście, że nie!
18652:  Na przypale albo wcale, idziemy tak jak na egzamin.
18670:  Panie i panowie!
18674:  Cni obywatele świętego miasta Nowigrad!
18681:  Witajcie!
18682:  Zapraszamy na poruszającą historię pod tytułem Zmiennik Wybawiony albo Tryumf Wiedźmina!
18695:  Wystąpią w niej Wiedźmin Geralt grający sam siebie!
18701:  jako królowa!
18703:  Leo Ribe jako podły sługa!
18707:  W księcia wcieli się weteran nowigradzkiej sceny Abelard Ryza!
18717:  W roli księżniczki ujrzycie zaś prześliczną, przeuroczą trumaturkę o słowiczym głosie Prisztille!
18732:  Więc nieważne, co powiemy, wszyscy będą zwracać uwagę na pryszcille.
18735:  O to chodzi.
18740:  Dlaczego kot, a nie jamnik?
18742:  Co by już im szkodziło, gdyby w jednej grze wideo raz był jamnik?
18751:  Królowo, ten pogromca potworów, któregoś była łaskawa wezwacz, pokornie czeka w korytarzu.
18764:  Dowód numer 324 tezy, że gry wideo nie są sztuką, tylko promują wyłącznie brutalność i nienawiść.
18775:  Dwa.
18797:  Zabijanie potworów to moja natura i praca.
18801:  Nie robię tylko tego dlatego, że tak się opłaca.
18809:  Geralt łyknął haczyk.
18810:  Plan się uda, to bezsporne.
18813:  Nabalus prawie, by luby twojej córy zmienił formę.
18818:  Wówczas to pewne, głupi wiedźmin go zasiecze, a inni goście wezmą potwora na miecze.
18828:  Ech, żałować będzie, kochanka me dziecię.
18831:  Ale księżniczka nie może wyjść za potwora, jak wiecie.
18840:  Naradzimy sobie dobrze.
18842:  Zebraliśmy się tu z radosnej przyczyny.
18845:  Dziś odbędą się księżniczki z rękowiny.
18850:  A potwora ani widu, ani sły... Trubanon z trubuminy.
18855:  Rozumiem.
18858:  Może wśród gości kręci się po cichu.
18870:  Długo skrywaliśmy nasze gorące uczucie.
18874:  Spotykaliśmy się ukradkiem, nocą, przed pianiem koguciem.
18878:  Starczy już sekretów.
18880:  Proszę cię, Luba, o rękę.
18885:  Ta scenografia naprawdę jest realistyczna.
18910:  To nie wina, tylko srebrem zaprawiona mikstura.
18916:  Zaraz wszystkim objawi się prawdziwa manatura.
18922:  Ludzie, to nie książę, lecz Doppler pod jego postacią.
18930:  Natrzyjmy go pietruszkową naciół!
18933:  Aaaa!
18934:  Aaaa!
18935:  Aaaa!
18935:  Aaaa!
18936:  Aaaa!
18936:  Aaaa!
18936:  Aaaa!
18936:  Aaaa!
18936:  Aaaa!
18937:  Aaaa!
18937:  Aaaa!
18937:  Aaaa!
18937:  Aaaa!
18938:  Aaaa!
18938:  Aaaa!
18938:  Aaaa!
18938:  Aaaa!
18939:  Aaaa!
18939:  Aaaa!
18941:  Aaaa!
18941:  Aaaa!
18941:  Aaaa!
18942:  Aaaa!
18942:  Aaaa!
18942:  Aaaa!
18942:  Aaaa!
18943:  Aaaa!
18943:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18944:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18945:  Aaaa!
18946:  Aaaa!
18946:  Aaaa!
18946:  Aaaa!
18946:  Aaaa!
18946:  Aaaa!
18946:  Aaaa!
18947:  Aaaa!
18947:  Aaaa!
18948:  Aaaa!
18948:  Aaaa!
18948:  Aaaa!
18948:  Aaaa!
18948:  Aaaa!
18949:  Aaaa!
18949:  Aaaa!
18949:  Aaaa!
18949:  Aaaa!
18950:  Aaaa!
18950:  Aaaa!
18950:  Aaaa!
18950:  Aaaa!
18950:  Aaaa!
18951:  Aaaa!
18951:  Aaaa!
18951:  Aaaa!
18951:  Aaaa!
18951:  Aaaa!
18952:  Aaaa!
18953:  Chować miecze, bać się Dopplera to głupota.
18958:  Zaręczam, to zupełnie nieszkodliwa istota.
18961:  Pamiętajcie, niewygląd bestię czyni, ludzie... Lecz klapki Kubota!
18970:  lecz podły charakter właściwy temu słudze.
18973:  Masz rację, Wiedźminie, to sługi podszepty nasunęły mi na myśl takie podłe koncepty.
18981:  Ja wybieram losowe rzeczy.
18983:  Niechaj będzie męzięciem.
18985:  Człowiek czy nie?
18986:  Arno, że Tura kocha go namiętnie.
18989:  Tego się zacząłem śmiać dziko.
18991:  Morał tej historii, dobrze ludzie jest taki.
18995:  Ludzie są lepszy, a gorsze robaki.
18998:  Yyy...
19000:  Kochajcie Dopplery, a także małże i raki.
19005:  Wiedźminie, w tobie każdy Doppler ma przyjaciela.
19016:  Ta podłego sługę czeka teraz najciemniejsza cela.
19023:  Straż!
19024:  Wezwijcie straż!
19025:  Niech wyprowadzi stąd tego zdrajcę!
19029:  Pola, nie słyszeliście rozkazu księżniczki?
19031:  Zapraszamy!
19038:  Panie władzo, no już!
19040:  Dawajcie na scenę!
19043:  Zakujcie tego zdrajcę w dyby!
19052:  Nie bój się.
19054:  Wszyscy potem żyli długo i szczęśliwie.
19058:  A z uszu wychodziło im igliwie.
19063:  Tak było.
19063:  Nie zmyślam.
19069:  Jaki Geralt zadowolony z siebie.
19071:  A na czas wesela nawet sługę wypuszczono z cegli.
19076:  Miejsce Doplerów jest na stosie.
19077:  Palić ich trzeba!
19079:  Dobrze mówi.
19080:  Co wy, aktory, nie znacie przykazań Wiecznego Ognia?
19084:  Bluźniercy!
19085:  Szacunku do wiary trzeba ich nauczyć!
19088:  Ej, wy tam!
19089:  Siadać i klaskać, bo wpierdol spuści!
19093:  Co?
19094:  Zaraz zobaczymy, kto tu komu wpierdol spuści!
19097:  Wstawać, bracia!
19099:  Naj**ać im!
19100:  W imię Kościoła!
19103:  Pomóżcie, panie Wiedźmin, sami im rady nie damy!
19106:  A, tacy z was dokerzy.
19108:  Geralt, że musi pomóc, wcale nie dowierzy.
19118:  Quen?
19120:  Potrafi.
19121:  Jak zawsze.
19122:  To się nie zmieniło przez ostatnie 19 godzin.
19127:  Oburzony mieszczanin, piękne.
19132:  Gincie wszyscy.
19151:  Nie ma nic piękniejszego niż walka z oburzonymi mieszczanami.
19154:  Właśnie dlatego nie chodzę do teatru ani na... ani na wieczorki poetyckie.
19175:  Dudu?
19177:  Dudu?
19179:  Nie dam żyć.
19186:  Geralt, jak wam się udało mnie rozpoznać?
19189:  Witaj, Dudu.
19190:  Słyszałem, jaką skurwiel zostawił ci pamiątkę na twarzy.
19195:  Czyli wiesz o wszystkim.
19198:  Spotkałeś Ciri?
19200:  Nie, ciągle jej szukamy.
19203:  Geralt, świetnie ci poszło.
19206:  Już dawno się tak nie uśmiałem.
19208:  Jak opowiesz chłopakom, to nie uwierzą.
19211:  Możesz mi wyjaśnić, jak udało wam się z Jaskrem narazić jednocześnie Roiwenowi, Skurwielowi i straży świątynnej?
19218:  Nie tak to planowaliśmy.
19223:  A, Zoltan ma ubaw, najważniejsze.
19227:  Wiem, że Ciri wróciła po ciebie do Skurwiela.
19229:  Jak udało ci się potem uciec?
19231:  Chciałem biec za nią, ale pewnie bym jej tylko zabrał.
19235:  Chciałbym zmienić postać i znikać stamtąd.
19240:  Szukałem ich po tym, Ciri i Askra, ale jakby wyparowali.
19244:  Wystraszyłem się i codziennie podszywałem się pod kogoś innego.
