Noc Długich Pazurów — WITCHER 3 Livestream #22
🔗 https://www.youtube.com/watch?v=J4cSjj_WcAQ

1:  Witajcie w Królestwach Północy.
24373:  Podali Olgiertowi czarną polewkę, a córkę postanowili wydać za ofirskiego królewicza, który przybył do pobliskiego Oksenfurtu pobierać nauki na uniwersytecie.
24382:  Czyli maks ofiru powraca.
24384:  Wówczas Olgiert uciekł się do pomocy pana Lustarko.
24386:  Odzyskał pieniądze, wpływy i Iris.
24389:  Nie przewidział jednak, że skutkiem ubocznym będzie to, że jego serce zamieni się w kamień.
24394:  Teraz, kiedy Wiedźmin wypełnił założenia kontraktu spisanego między Olgierdem a panem Lustarko, wydawało się, że wszystko wróci do normy.
24400:  Czy jednak na pewno?
24401:  Geralta ciągle nurtowało pytanie, jakież to bardzo osobiste rzeczy Gaunter Odim zażyczył sobie od Olgierda.
24410:  Odpocznij.
24411:  Tak, czytam Olgierda von Eweretz.
24414:  Z tego wszystkiego nauczenie się wymawiania jego imienia już nie jest dla mnie trudne.
24420:  Po tej walce nic już nie jest dla mnie trudne.
24428:  prowadź swój płód przez kości umarłych.
24431:  Z tego, z tego co pamiętam, to jest moja, powieść mojej ulubionej pisarki.
24444:  To Stanford Krzysztofie Zagiechem się fajnie paruje, ale to jest twoja decyzja.
24449:  Wydawanie na edukację to jest coś, co się zasadniczo zawsze zwraca.
24454:  Pytanie kiedy?
24456:  Na pewno, jeżeli jakiś kurs nas interesuje, można wziąć go i nie brać tego certyfikatu.
24462:  Potem zawsze, z tego co rozumiem, trzeba byłoby się wczytać w te warunki.
24467:  Jeżeli się okaże to potrzebne, to można szybko opłacić certyfikat i się ma.
24471:  W kurserze nie powinien zniknąć ten kurs, tak mi się wydaje.
24475:  Walka z Detlafem jest prosta.
24477:  Wiecie dlaczego?
24477:  Działa na niego Igni, bo to akurat pamiętam.
24487:  Olgierd brzmi podobnie do Olgi.
24488:  Przypadek?
24490:  Nie.
24490:  To nie jest przypadek.
24494:  Nic nie jest dla mnie trudne po tej walce.
24496:  Również Krzysztofo.
24496:  Nie, to wilki.
24499:  Prawda.
24502:  A, pisze zgonu.
24503:  Podanie lubemu swej córy czarniny, czyli czarnej polewki, jako delikatny znak, że nie jest mile widziany.
24507:  Piękna i jaka gustowna tradycja.
24508:  To prawda.
24509:  To prawda.
24514:  Uch.
24518:  W jakichś to mi trudach towarzyszycie, moi kochani.
24528:  Pędzę, pędzę, wiecie czego potrzebuję?
24531:  Ale mam nadzieję, że zrozumiecie czego potrzebuję, to znaczy gwinta.
24534:  A, poziom trudności musimy zmienić, fakt.
24548:  Geralt, tutaj!
24552:  Czarna polewka, jeśli mnie pamięć nie myli, była w Zeuszu, prawda?
24555:  Ty wyglądasz na takiego, który się lubi napić.
24559:  Dzięki, może innym razem.
24561:  No co ty, nie daj się prosić.
24564:  Ja stawiam.
24575:  Who's your daddy?
24579:  Gaunter.
24586:  Popisujesz się?
24588:  Oczywiście, że tak.
24589:  Gdybyś się nie popisywał, uwielbiam bawić się czasem.
24594:  I przyprawiać nim piernik.
24597:  Widzę, że słuchałeś.
24600:  Rzeczywiście mam słabość do czasu.
24604:  Kiedy nad nim panujesz, możesz robić różne ciekawe rzeczy.
24610:  Na przykład dosypywać świństw do zupy ludziom, których nie lubisz.
24621:  Naprawdę panujesz nad czasem?
24623:  Czy to tylko kuglarska sztuczka?
24625:  A co za różnica?
24627:  Spora.
24629:  Hmm... Powiedzmy, że czas zawsze mnie fascynował, więc nauczyłem się, jak z niego korzystać.
24637:  Czemu akurat czas?
24639:  Geralt, istnieją trzy wymiary.
24642:  Długość, szerokość i wysokość.
24645:  Czas jest czwartym wymiarem.
24647:  Na moim miejscu ukochałbyś sobie szerokość?
24651:  No proszę ty.
24657:  Kim ty właściwie jesteś?
24659:  Gaunt Rodim, zwany... Nie o to pytam.
24664:  A, więc chcesz raczej wiedzieć, czym się zajmuję?
24671:  Zasadniczo daję ludziom to, o co proszą.
24674:  Można powiedzieć, że spełniam życzenia.
24682:  Szlachetnie, ale ty zawsze chcesz czegoś w zamian.
24685:  Brawa, Rynku.
24686:  Nie ja okułem powiedzenie, że nie ma nic za darmo.
24690:  Nie jesteś człowiekiem, to jasne.
24692:  Kim w takim razie?
24694:  Demonem?
24695:  Dżinem?
24696:  Naprawdę chcesz wiedzieć?
24700:  Tak.
24701:  Nie, Geralt, nie chcesz wiedzieć.
24704:  Ten jeden raz ci daruję i nie spełnię twojego życzenia.
24709:  Ci, którzy poznali moje prawdziwe imię albo już nie żyją, albo spotkało ich coś znacznie gorszego.
24715:  A ty jesteś mi jeszcze potrzebny.
24721:  Czemu zawdzięczam twoją obecność?
24724:  Chciałem ci pogratulować.
24726:  Pięknie poradziłeś sobie z Olgierdem i już prawie spłaciłeś swój dług.
24733:  Miałem spełnić trzy jego prośby i zrobiłem to.
24737:  Zdejmij ze mnie to znamie.
24739:  Jesteśmy kwita.
24741:  Prawie.
24742:  Żeby wypełniła się litera kontraktu, musisz zrobić jeszcze jedną rzecz.
24747:  Sprowadź Olgierda do starej świątyni Lilwanii.
24752:  Nie było o tym mowy.
24754:  Owszem, było.
24755:  Jako światły człowiek na pewno wiesz, że każda umowa zawiera tak zwane kruczki.
24761:  Drobne zapisy, które jednak wpływają na ostateczną treść kontraktu.
24767:  Dotyczy to także umów ustnych.
24769:  Pamiętasz, jak powiedziałem, cytuję, wierzę jednak, że wszystko dobrze się skończy, a potem spotkamy się we trzech i podziękujemy sobie za wspólne przeżycia.
24781:  Koniec cytatu.
24781:  Tak, pamiętam.
24787:  Wywiąż się z umowy, wtedy zdejmę znamień.
24796:  Nigdy więcej nie będziesz mi przeszkadzał, kiedy z kimś rozmawiam.
24809:  Co, ulicha?
24811:  Czemu mam muchę w zupie?
24813:  I skąd się tu wziąłeś?
24814:  Stara wiedźmińska sztuczka.
24821:  Jak się bardzo, bardzo postaram, umiem panować nad czasem i przestrzenią.
24827:  Ty mi wrzuciłeś muchę do zupy?
24829:  Nie.
24830:  Posłuchaj uważnie.
24831:  Powiesz swojemu Atamanowi, żeby przyszedł do świątyni Lilwani.
24835:  To na południe stąd.
24836:  Wejście jest w jaskiniach.
24840:  Co tam się dzieje?
24841:  Świątynia Lilwani.
24843:  Zrozumiałeś?
24845:  Zrozumiałem.
24847:  Czekaj!
24849:  Łyżka.
24850:  Była tu ta medyczka twoja znajoma.
24853:  Prosiła, żebyś do niej zajrzał.
24856:  Dzięki.
24858:  Łyżka zniknęła.
24860:  Jak... Ale szanuję.
24875:  Jest łyżka w oku.
24879:  Bardzo szanuję.
24881:  There is no spoon.
24883:  Biegnij do Shani?
24885:  Wolne żarty.
24888:  Czemu nie ma gwinta?
24890:  Myślałem, że będzie gwint.
24891:  Bywaj.
24892:  Ale to mi przypomina tę scenę cudowną z Jokerem, który zniknął długopis.
24898:  Marzę o crossoverze między Wilkiem z Wall Street a The Dark Knight.
24904:  To znaczy, sprzedaj mi ten długopis i Joker później cyk.
24909:  O tak.
24910:  Oczywiście, że idziemy do Shani.
24916:  O tak, proszę, proszę, namaść moje strudzone serce muzyką.
24926:  Praktyka medyczna Shani.
24934:  Dobranoc, Fazon, dobranoc.
24937:  Shani, wszystko w porządku?
24938:  Geralt, jesteś.
24938:  Poczekaj chwilę.
24947:  Dlaczego mamy... Co tu się stało?
24950:  Miałaś włamanie?
24951:  Eteryczną muzykę.
24952:  To?
24953:  Nie.
24954:  Po prostu się wyprowadzam.
24956:  Co?
24957:  Kiedy?
24958:  Dokąd?
24960:  Nie o tym chciałam z tobą rozmawiać.
24963:  W każdym razie nie tylko o tym, ale niech będzie.
24968:  Witamy, Alison Poland.
24969:  Dziękujemy za zajamniczenie czatów.
24971:  Wyjeżdżam, Geralt.
24973:  Na front wschodni.
24975:  Do Cadwen.
24976:  O nie...
24979:  Nic nie mówiłaś, że zamierzasz się przeprowadzić.
24983:  Bo nie wiedziałam.
24984:  Aż do dzisiejszego poranka.
24987:  Przyszło do mnie dwóch żołnierzy.
24989:  Powiedzieli, że Redania znów mnie potrzebuje.
24992:  Nie mogłaś odmówić?
24995:  Może mogłam, ale nie chciałam.
24998:  Moim powołaniem jest leczyć ludzi, a nigdzie pomoc medyczna nie jest tak potrzebna jak na froncie.
25008:  Rozumiem.
25010:  Zobaczymy się jeszcze?
25016:  Kiedyś, na pewno.
25021:  Co wyczytałaś o Olgierdzie?
25024:  Szybko porzuciłam księgi.
25026:  Uznałam, że jeśli mam się dowiedzieć o nim prawdy, powinnam znaleźć kogoś, kto go zna.
25032:  I znalazłaś?
25033:  Okazało się, że nie muszę daleko szukać.
25035:  Mój kolega z uniwersytetu, asystent profesora premetycjusza Szezloka, specjalisty od czarnej magii, twierdzi, że widywał u niego Olgierda von Ewerec.
25045:  Profesor bardzo się zapalił do jakichś badań, które Olgierd mu zlecił i ponoć od tego zbzikował.
25052:  Zazdrośnie strzegł notatek i nie dopuszczał do nich nikogo, nawet swojego asystenta.
25056:  Gdzie znajdę tego profesora?
25060:  Tu, w Oxenfurcie.
25062:  Siedzi zamknięty w swoim domu na terenie uniwersytetu.
25067:  Pilnują go łowcy czarownic.
25068:  Trzeba ich absolutnie wypalić wszystkich.
25070:  Dawid pisze, Wiedźmin czwarty, bez jakiejkolwiek głównej fabuły, tylko coś w stylu wątek krwawego barona lub serca z kamienia, z wyjątkiem tych walk.
25077:  Tworzymy własnego Wiedźmina i podejmujemy własne decyzje.
25080:  Absolutnie jestem za i uważam, że to jest system cele dla tej gry.
25083:  Względnie inne klasy, tak?
25085:  To znaczy...
25086:  W Wiedźminie jest naprawdę dużo fajnych klas.
25089:  Na przykład klasa maga, prawda?
25091:  No błagam, no.
25092:  Ban art, aretuza, to się aż prosi.
25095:  To się aż prosi.
25097:  Jeżeli chcemy grać kobietą, bam, startujemy w aretuzie.
25100:  Wybieramy mężczyznę maga, bam, zaczynamy w ban art.
25104:  Wybieramy kupca korzennego, zaczynamy jako szpieg.
25108:  Super.
25109:  Im oczywiście różne szkoły wiedźmińskie, byłoby cudowne absolutnie.
25115:  Kto to asystent profesora?
25116:  Już kiedyś raz to słyszę i jestem ciekaw, czy można zostać kimś takim.
25120:  To jest stary system jeszcze.
25122:  Przyzwyczajeni są ludzie do tego, że kiedyś to było.
25124:  Asystentura kiedyś była przed tym stanowiskiem, które ja mam, czyli adiunkturą.
25128:  Adiunkt to jest ten, który prowadzi zajęcia i badania równocześnie naukowe.
25131:  Wykładowca to jest tylko ten, który wykłada.
25134:  A asystent to jest ten, który nosi teczkę profesora.
25136:  Nie żartuję, niestety.
25137:  To była taka funkcja i
25139:  Generalnie sprowadzało się to do tego, że na przykład profesor nie mógł przyjść na zajęcia, więc asystent je brał.
25145:  Profesor prowadził wykład, a asystent prowadził ćwiczenia do tego wykładu i robił egzamin.
25149:  Dobrze, że z tego zrezygnowano, moim zdaniem.
25150:  Jest w areszcie domowym?
25151:  Tak naprawdę to nie wiem.
25152:  Część środowiska akademickiego ma go za zdrajcę.
25154:  Mówią, że zaprzedał się łowcom czarownic za sporą sumkę w złocie.
25166:  Ale jego asystent zarzeka się, że profesor uważa, że łowcy go przed czymś chronią.
25174:  A ty jak myślisz?
25176:  Z pewnością jest dla nich cenny.
25178:  Wykładał okultyzm i czarną magię.
25180:  To prawdziwa skarbnica wiedzy w tym obszarze.
25183:  Jeśli naprawdę zwariował, nie zdziwiłabym się, gdyby go wykorzystywali.
25189:  Co jeszcze, posadę asystentury to nie widziałem.
25191:  Magda pisze, moje rodzice się nagle czepili, że nie śpię o pierwszej nocy, to mogę powiedzieć, że u mnie na wykładowce zagiecha, więc się uczę.
25197:  Tak, na przykład, czekajcie, wrzucę jakiś szybki termin naukowy.
25201:  Jak ja mogę wrzucić szybki termin naukowy?
25203:  O, allotopia, inny świat, sam wymyśliłem.
25205:  Haha, jest termin naukowy, jest naukowo.
25207:  Proszę bardzo.
25209:  Muszę porozmawiać z tym profesorem.
25211:  Pójdę z tobą.
25212:  Uniwersytetu pilnują redańscy strażnicy.
25215:  Sam nie przejdziesz.
25216:  Strażnicy rzadko bywają dla mnie przeszkodą.
25219:  Jeśli ich poranisz, to ja będę musiała ich zszywać.
25223:  Poza tym może trafimy na kogoś znajomego i po prostu nas wpuści.
25229:  W sumie przypomniało mi się, bo było pytanie na czat, jako mi umknęło.
25232:  Czasem jest tak, że coś zauważa, ale coś się dzieje w grze i mi umyka.
25234:  Było pytanie, jaka jest różnica między antyutopią a dystopią, więc mogę bardzo serio powiedzieć, że dystopia to jest typ świata, takiego, w którym utopia się nie udała.
25242:  Natomiast antyutopia to nie jest typ świata, tylko antyutopia to jest projekt polityczny jakiś, który krytykuje konkretną utopię.
25249:  Czyli jeżeli ktoś by napisał, nie wiem,
25252:  artykuł w krytyce politycznej, w którym by pokazał, że jakaś utopia w ogóle nie ma sensu, to byłoby to antyutopijne, tak?
25258:  Dlatego też dystopia jako typ świata może być antyutopijna.
25261:  Na tym polega ta różnica.
25263:  Antyutopia jest trochę z innego porządku.
25265:  Nie jest to, krótko mówiąc, typ świata, taki jak allotopia, czyli inny świat, czy utopia, czyli po prostu świat fajny, który sobie istnieje, albo metatopia, czyli fantasy lub science fiction.
25273:  O!
25274:  Proszę bardzo, teraz był fragment wykładu.
25278:  Co się dzieje o pierwszej na live'ach?
25280:  Takie rzeczy się dzieją o pierwszej na live'ach.
25284:  Uświadomił sobie Krzysztof.
25286:  Powinniście teraz być dumni, że pamiętałem.
25311:  Byliśmy blisko zabicia się w domu Shani?
25314:  Blisko?
25315:  Jak w ogóle w tej chwili działa uniwersytet?
25318:  Ale jednak tak daleko.
25319:  Mam na myśli, po tym jak Radowid go zamknął.
25321:  Mam na myśli, czy jest dobrze strzeżony.
25324:  Część akademików uciekła na daleką północ.
25327:  Co odważniejsi zostali.
25329:  Udają szewców i praczki.
25331:  Dlaczego pytasz?
25332:  Geralt, gdzie ty idziesz?
25334:  Po prostu jestem ciekawy.
25336:  Idę odpowiedzieć Chadom.
25337:  Widzę, że akademicy zachowują się prawie jak czarodzieje.
25342:  Komunizm nie jest ani dystopią, ani fantastyką, nie jest utopią, tylko jest po prostu projektem politycznym albo ideologią, nie?
25349:  Metatopia to nie jest utopia od Facebooka.
25351:  Facebook była metaverse.
25352:  Metaverse to jest, nawiasem mówiąc, termin, który wymyślił Neil Stevenson, czyli ten sam człowiek, który napisał Snow Crash, Penateme.
25359:  Często wam polecam tego pisarza.
25361:  Dla niego metaverse to był taki świat nałożony na nasz, tak jak nakładka.
25366:  Dlatego Facebook mówi o metaversum w tym sensie, że będzie to taka nakładka na naszą rzeczywistość.
25372:  Dla Radowida nie ma większej różnicy między uczonymi a czarodziejami.
25377:  Ciebie jakoś toleruję.
25379:  Bo jestem mu potrzebna.
25381:  Na razie.
25382:  Front wschodni, a co potem?
25384:  Zależy, gdzie mnie wyślą.
25385:  Gdziekolwiek to będzie.
25387:  Uważaj na siebie.
25389:  Bez obaw.
25391:  Zawsze uważam.
25394:  Z tą antyutopią i dystopią jest taki problem, że polska Wikipedia synonimizuje te pojęcia, ale jako jedyna na świecie.
25400:  Jak zobaczycie na definicję angielską, to tam dystopia jest zawsze, zresztą można to bardzo prosto przetestować, jak były popularne te filmy Maze Runner,
25410:  Igrzyska Śmierci i tak dalej, to one były nazywane Young Adult Dystopias w materiałach promocyjnych, a nie Anti-Utopias, nie?
25417:  Ale w Polsce ten termin się bardzo upowszechnił, więc jakby wiecie, no, to jest kwestia używania pojęć, które rozumieją inni, więc nie trzeba się o to bić, ale warto znać różnicę, myślę.
25431:  Co tu jest?
25433:  Uuu, ale szanuję to, jeżeli... Właśnie, to jest mój Wiedźmin, to jest ten mój Wiedźmin.
25437:  Ci Szczegularze, piękne questy, czasem wyzwanie, ale nie mordęga.
25443:  Ze względu na prowadzenie działania wojenne, wszystkie wydziały Akademii Oksenfurckiej zostają zamknięte.
25447:  Myślę, że gdyby szalał w Wiedźminie COVID, to by tak nie było.
25450:  A przywileje Uniwersytetu zostają zawieszone.
25453:  Nieźle.
25454:  Zawieszenie przywilejów Uniwersytetu to się nie zdarzyło.
25456:  Chyba w Polsce raz się zdarzyło tylko.
25458:  No, w historii.
25460:  Stać!
25462:  Z rozkazu króla wstęp na uniwersytet jest zabroniony.
25468:  Nawet dla wykładowców?
25470:  Dokładnie.
25471:  Bez wyjątków.
25472:  Widzę, że stałeś się bardzo zasadniczy, Norbercie.
25475:  Mam wrażenie, że kiedy cię leczyłam, byłeś dla mnie milszy.
25478:  Przy okazji, jak twoja noga?
25481:  W porządku.
25482:  Jakby nigdy żaden bełt jej nie przebił.
25485:  Cieszę się.
25486:  Bo widzisz, gdybym się wtedy nie operowała, byłbyś kuter nogą do końca życia.
25493:  Bruno?
25494:  No?
25495:  Może byśmy ją jednak wpuścili, co?
25497:  To porządna babka jest, przecież niczego nie ukradnie.
25500:  Hmm, no dobrze, ale wchodzi sama.
25506:  Okej, zapisać, dobrze.
25507:  Biednik za bardzo się rzuca w oczy, a nie chce mieć przez niego kłopotów.
25511:  Zgódźmy się.
25512:  Pójdę tam sama i pomogę ci wejść od podwórka.
25516:  Jak?
25517:  Nie wiem, znajdę sposób.
25519:  Od strony rzeki zwykle jest mniej strażników.
25523:  Zgodę.
25524:  W porządku.
25525:  Wpuśćcie mnie.
25532:  Pytania.
25532:  Kiedy zawiesi przywilej uniwersytetu?
25535:  Trzecia Rzecza zawiesiła, jak przejęła władzę w Polsce.
25540:  Proste.
25541:  Jeden, jedyny raz ktoś się na coś takiego odważył, no bo chodziło o program wybicia inteligencji, z którym się swoją drogą do dzisiaj borykamy.
25551:  Zapisać, zapisałem.
25552:  Rafał pyta, czy można zadać pytanie.
25553:  Oczywiście, że można zadać pytanie.
25554:  Czasem nie wyłapię jakiegoś, ale wiecie, to jest zwykle przy walkach, jak się na czymś koncentruję, ale generalnie staram się większość wyłapywać.
25562:  Więc jak najbardziej, zwłaszcza jeżeli dotyczy fantastyki, to dajcie spokój.
25569:  Strażnicy totalnie nie słyszeli tej rozmowy, byli pięć metrów od nas absolutnie.
25573:  Nie, nie pięć metrów, to jest... no trzy.
25579:  Okej.
25580:  Zapisałem, tak?
