Pół wieku eksploracji później — WITCHER 3 Livestream #12
🔗 https://www.youtube.com/watch?v=2a46pkxu55E

2:  Witajcie serdecznie
23316:  Chcę się tu jeszcze rozejrzeć.
23317:  W takim razie spotkajmy się na plaży przy porcie.
23322:  Zobaczycie, potem od niego coś dostaniemy w zamian.
23327:  Czas się naprawić.
23333:  Dobrze.
23334:  Naprawieni.
23336:  Dostaliśmy obezwładniającą liczbę punktów doświadczenia.
23343:  300.
23343:  Fajnie.
23345:  Fajnie.
23346:  Co tu jest?
23350:  Przy Setrze Nieśmiertelnym to Daenerys jest nowicjuszką.
23352:  To jest prawda.
23355:  Setra ma setkę tych tytułów, z tego co pamiętam.
23359:  Dobranoc, gazowane mleko, dobranoc.
23364:  Okej.
23366:  Czyli to jest jak zwykle ta sytuacja, w której... Tak, w której się absolutnie... Absolutnie na nic nie zdało to, że zostaliśmy.
23377:  Okej, dobrze wiedzieć, że ten jeden raz, kiedy Krzysztof chciał zrobić jakąś eksplorację, nie było sensu.
23382:  Ale muszę powiedzieć, że... To, co ja tutaj widzę, to jest czyste piękno.
23388:  Znaczy, trzeba powiedzieć, że Redzi naprawdę umieją dbać o detal graficzny.
23393:  Myślę, przecież ta gra ma milion lat.
23399:  Niesamowite.
23402:  Bardzo liczę na to, że Wiedźmin 4 podniesie tę poprzeczkę jeszcze dalej.
23407:  Bo szczerze wam powiem, też jest... Nie, nie, nie, nie.
23411:  Też jest ciekawa rzecz, że jak grałem w Cyberpunka, to miałem wrażenie, że jestem cały czas w plastikowym świecie.
23418:  A grałem na ultra ustawieniach graficznych, więc... Muszą z tego zrezygnować.
23428:  Quest Mistrz Płatnerstwa.
23430:  Bardzo dziękuję.
23433:  Tomeks, jesteś wielki.
23434:  Dziękuję.
23442:  Aaa, tu są.
23443:  Dobra.
23445:  Tu są.
23446:  Tu są, to będzie za 5 poziomów.
23449:  Czyli nie i gdy.
23450:  Levelujemy w tej grze niewyobrażalnie wolno.
23456:  Pewną wadą tego jest to, że te questy się nie skalują razem z naszym poziomem.
23462:  Myślę o questach na... o zleceniach i poszukiwaniach.
23472:  Pamiętam o dziewczynce.
23474:  Skłamał Krzysztof.
23479:  Rozumiem, wysiłek kolektywny czatu był w kryjusie za narzędziami kowalskimi.
23483:  Dziękuję zatem czatowi za wysiłek kolektywny.
23487:  Gdzie są przeklęte narzędzia?
23490:  Aha.
23493:  Będą pewnie w jaskini, jak znam życie.
23496:  Już frenetycznie zapisuję wszystko.
23504:  Zostaw mnie.
23508:  Ja bym chętnie z tobą porozmawiał.
23510:  Rozmowa z trollami?
23512:  Lepiej.
23513:  Zagadki z trollami?
23514:  Jeszcze lepiej.
23516:  Zupa z trollami?
23517:  Niedobrze.
23518:  Walka z trollami?
23519:  Łatwa.
23523:  Wniosek końcowy?
23525:  Rozmowa lepiej, walka gorzej.
23527:  Troll płonąć.
23530:  Troll z lodu.
23532:  Lód ogień nie bardzo.
23534:  Za trudno wciąż.
23536:  Nie przemówię mu do rozsądku.
23545:  O, pewnie są w tej jarzącej się na czerwono skrzyni.
23554:  Pięknie.
23556:  Było to łatwiejsze niż przypuszczałem.
23561:  Teraz zostało nam znaleźć znacznik.
23567:  Oczywiście, że troll zadał mniej obrażeń niż wilig.
23569:  Jesteście jeszcze zdziwieni z tego powodu?
23574:  O, kozy.
23582:  Gdzie jest ten znacznik, który przed chwilą postawiłem?
23589:  Okej, ewidentnie tędy.
23595:  Tak, Dijkstra ma lepszą rękę do troli niż ja, zdecydowanie.
23600:  Och, tu jest znacznik, cudownie.
23602:  To teraz się przenosimy, bo tu jest wszystko chyba... Tak, tutaj jest zrobione wszystko.
23607:  To było przy wybrzeżu Merlinów?
23611:  Nie... Wydaje mi się, że trzeba tam podejść trochę.
23624:  Dobranoc, Taraelu, dobranoc.
23629:  Spike, Ro'ok i Cerys.
23631:  O, to na dziś chyba za dużo już.
23633:  Dzisiaj jeszcze sobie zagmienię jakieś zleconko szybko i dziewczynka.
23637:  Pamiętajmy, dziewczynka.
23639:  Tam jest ten stateczek, dobra.
23646:  Teraz to mamy zawieźć narzędzia Fergusowi, czyli trafić też do Velen na moment.
23654:  Dratwa z... A jeszcze dratwa z wioski?
23659:  Gdzie jest ta wioska?
23660:  Dorwę?
23664:  A to tutaj!
23665:  Tu jest też ta dratwa?
23670:  No właśnie chciałem dać gwoździe świrowi.
23680:  Ale... A mamy dratwę.
23685:  Z Helmarem trzeba pogadać.
23686:  Dobrze, pogadamy z Helmarem.
23688:  Nie.
23714:  Wszyscy na wyspach powiedzą, że to wielkie zwycięstwo.
23717:  Skellige zwyciężyło, ale ja straciłem przyjaciół.
23720:  A to dzięki nim stałem się dowódcą.
23723:  Oni we mnie wierzyli.
23725:  A czy Cerys wróciła już?
23728:  Kiedy wypływałem z Ardskalik jeszcze jej nie było.
23730:  Popłynęła na Spikerog zmierzyć się z tym, co powoli zabija Udalryka.
23736:  Niektórzy mówią, że Udalryk jest wybrańcem bogów.
23738:  Mówią też, że bogowie są miłosierni.
23741:  Wiedźminie, Cerys na pewno nie ucieszyłaby się na mój widok, ale czy ty nie wybierasz się przypadkiem na Spikerog?
23751:  Tak, wybieramy się.
23756:  Dobrze.
23767:  Byj, byj, bywaj.
23769:  A, nawet się żaden quest nie zakończył, okej.
23771:  Dobrze, że przypomnieliście mi o tym, żeby... Co ta płotka?
23775:  To ja nawet nie... Nie?
23779:  Nie chcę rozmawiać z tobą, przeklęty łuczniku, chcę wsiąść na płotkę.
23792:  Czy to jest już tu?
23793:  Nie.
23796:  Obawiam się, że to jest bardzo daleko.
23799:  Nie no, naprawdę nie ma tam żadnego znacznika?
23802:  Już wielkie nieba.
23805:  Gdzie to było?
23812:  Nie pamiętam.
23813:  Płotko na litość wszystkich bogów.
23817:  O, utopce.
23822:  O nie, to nie są utopce.
23824:  To są topielce.
23828:  Płotka dalej nieprzyzwyczajona do wybuchów ognia.
23833:  Ooo, jak tęskniłem za tym tańcem.
23850:  Mogli by płonąć szybciej.
23856:  Dobra.
23858:  Chyba tam już jest ten statek.
23864:  Gerwazy odstąpił Kjelmar... Ja naprawdę powiedziałem Gerwazy?
23869:  Dzieje się ze mną już źle.
23870:  Geralt odstąpił tytułu Kjelmarowi, ponieważ czuł się bardzo miłosierny.
23879:  Nie mam zielonego pojęcia, gdzie jest ten statek.
23882:  Nie mam zielonego pojęcia, gdzie jest ten statek.
23891:  Ewidentnie nie ma go tutaj.
23896:  Źle idę!
23898:  Come on!
23899:  To jestem ja!
23911:  Między skałami tutaj, okej.
23914:  A, bo to już jest otwarte!
23916:  Dobrze wiedzieć.
23917:  Płotko na melitele.
23922:  I na cuchnące hobbicie stopy.
23924:  Błagam.
23931:  Aaa, jest.
23936:  Jest.
23940:  Ciekawe, że to nie było powiązane z żadnym questem?
23943:  Że to się nie wyświetla w dzienniku zadań?
23946:  Dziwne.
23946:  Dobranoc, Jinojonsi.
23948:  Albo Jonsi.
23950:  Przepraszam, jeśli źle wymawiam.
23954:  Jest, jest i nasz Wilson.
23957:  O!
23957:  Ważne, a rozumiem, mhm.
23978:  Mam dla ciebie gwoździe i dratwę.
23980:  Co?
23981:  A to?
23983:  Biedny mój... Czas nam.
23985:  Bywaj.
23985:  Zabiłem giganta.
24004:  Tak, wszyscy stąd uciekli.
24005:  Ale ja obiecałem drużynie, że nie opuścimy wyspy.
24007:  No i trzeba skończyć robotę.
24008:  To będzie naprawdę piękna łajba.
24031:  Witamina C przed imprezą pomaga na kaca później?
24039:  Podoba mi się to.
24040:  No to moi drodzy, to teraz pozostaje nam znaleźć z powrotem znacznik i dziewczynka.
24049:  Pamiętam o dziewczynce.
24051:  W Velen.
24051:  A jak już będziemy w Velen, to się kopsniemy od razu rozwiązać ten quest Mistrz Płatnerstwa.
24064:  No stromo dlatego, że no stromo i się można zabić spadając, tak?
24069:  To brzmi jak coś, co mogło się przydarzyć.
24071:  Nie.
24072:  Zdecydowanie.
24073:  Podoba mi się to cmentarzysko drakkarów, jest naprawdę bardzo klimatyczne.
24079:  No oczywiście, że nakaca, bardzo cenną radę od Goldbauma, którą myślę, że trzeba upamiętnić, że najlepszym sposobem nakaca jest nie picie.
24090:  Absolutnie.
24093:  Absolutnie tak.
24097:  Dobrze, gdzie była ta dziewczynka?
24102:  Ja nie pamiętam.
24104:  Czy to było w Zalipiu?
24107:  Czy to było w Sztygarach?
24111:  Brzmi jak to... Rudnik?
24115:  Benek.
24116:  Przystań.
24116:  Jawornik.
24117:  Debrza.
24118:  Wrzosowa.
24119:  Chata na oboczu.
24120:  Rudnik!
24123:  Długie poszukiwania Ciri doprowadziły Geralta do wniosku, że kluczem do znalezienia... Jak wy to pamiętacie?
24129:  ...najbrzydszy człowiek na świecie, na którym ciążyła tajemnicza klątwa.
24140:  Mamy parę questów do oddania.
24141:  No, będzie trzeba je wszystkie pooddawać, żeby tak się ładnie wyczyściło.
24150:  Hej!
24150:  Poczekaj!
24150:  Mam dla ciebie prezent!
24150:  Gdyby nie wspomóżyć... Jak to tak?
24154:  Robię z tego specjalny sejf.
24158:  Tak, Miłko.
24159:  Pamiętam cię.
24161:  Ooo...
24180:  No okej.
24180:  Warto było wrócić.
24181:  No to było piękne.
24182:  To było piękne, moi mili.
24214:  Są takie drobiazgi rzeczywiście, które nie są związane z questowaniem, ale budują, niesamowicie budują świat.
24223:  Sprawiają, że on jest jeszcze żywszy.
24232:  Oj, to byłoby super, gdyby się dało odprawić i zawiesić w korłobianku, ale chyba nie mamy takiej możliwości.
24237:  Zresztą sprawdźmy, bo powinno być w ekwipunku.
24241:  No jest.
24244:  Ale nie możemy podejrzeć.
24247:  Mamy tylko jako laurkę.
24249:  Dalej widać rysunek.
24254:  Diabeł tkwi w szczegółach, absolutnie.
24260:  Sprawdzimy w Corvo Bianco na pewno, czy to się da zrobić, ale z tego co pamiętam, tam jest dość to mocno ograniczone, co da się zawiesić.
24266:  Chyba tylko obrazy.
24269:  Co mogę dla ciebie zrobić?
24274:  Myśmy z nią nie grali w Gwinta.
24276:  Moi mili.
24278:  Moi mili.
24280:  Moi mili.
24281:  Masz ochotę na partyjkę Gwinta?
24285:  Ruch w tych Wrońcach jak na Marszałkowskie, coś w tym jest.
24291:  Nie mamy żadnych nowych kart.
24293:  Oprócz czystego nieba.
24300:  O, tak, piękne rzeczy tu widzę.
24303:  Jeszcze piękniejsze.
24316:  Masz ciekawy akcent, brzmisz jak każda Polka.
24319:  Coś w tym jest.
24333:  Mmm, ładnie.
24336:  Przeciwnik spasował.
24343:  Okej.
24344:  I can take that.
24367:  Kiepski interes, panie.
24371:  Szpiega teraz zagramy.
24372:  Mhm.
24397:  O, jakie złe.
24414:  O, tak, tak, tak.
24416:  Groźny przeciwnik.
24443:  Co tam masz?
24444:  O, ho, ho, ho, ho, ho, ho, ho.
24446:  Trzy rogi.
24447:  Ale, ale zadeły.
24461:  Ooo, tak mi przykro, aaa, aaa, ból, cierpienie, ach!
24472:  Ach, mogłem poczekać jeszcze, ale to jest loteria zawsze.
24475:  O nie, nie, nie!
24476:  Nie byłoby 12, a może byłoby?
24477:  Oooo, jojojo.
24496:  Co za smutek.
24506:  Trzymają się za ręce, by było więcej punktów wspaniałości.
24511:  Jak jeszcze ich go upokorzymy?
24515:  Właśnie tak.
24520:  Jakiś czas temu byłem na Undvik i znalazłem to.
24544:  Niech mnie kuna trąca.
24546:  Wyglądają jak prawdziwe.
24548:  Bo są prawdziwe.
24549:  Spójrz na ornamenty.
24551:  To autentyki.
24552:  Jak ci się udało je zdobyć?
24556:  Towarzyszu Jakubie, pytanie o zmiany w 89 to jest za trudne na tę porę i na mojego Kacenjamera, który się na szczęście już skończył.
24567:  Ale chyba tak jakbym miał powiedzieć coś, co mi najbardziej boli, to to, że to wszystko było iluzoryczne.
24580:  Tak.
24581:  Łatwo nie było.
24582:  Dlatego liczę, że się odwdzięczycie dając mi zniżkę na pancerz, który dla mnie zrobicie.
24587:  Harmon Ebb Grenican, generał Lejtnan II Armii Konnej.
24591:  Okej.
24592:  Geralt z Rivi, Wiedźmin.
24594:  Witamy w naszych skromnych progach.
24597:  To zaszczyt gościć taką osobistość.
24599:  Słyszałem, że pan generał jest znawcą i kolekcjonerem wytworów sztuki płatnerskiej.
24606:  Zgadza się, a o tobie mówią, że jesteś mistrzem.
24610:  Och, zbytek łaski, naprawdę.
24614:  Potrzebuję ciężkiej zbroi, odpornej na pociski przebijające.
24619:  Pociski przebijające?
24621:  Znaczy się, byłty.
24622:  Będzie ciężko, trzeba by użyć specjalnego stopu, utwardzić.
24626:  Z nowymi narzędziami damy sobie radę.
24629:  Pal w piecu, ja przygotuję resztę.
24632:  Na wiele pozwalasz podwładnym.
24636:  Rozumiem, pan generał, ale ciężko dziś o dobrego pomocnika.
24640:  Zapraszam na zewnątrz, omówimy szczegóły, kwestie finansowe.
24648:  Zawsze to samo, mam już tego dość.
24655:  W takim razie czym zajmuje się Fergus?
24670:  Tak się robi dobry female empowerment.
24671:  Mam nadzieję, że... Nie, Disney przecież ma to w dupie i tak.
24698:  Skoro tak to wygląda, to czemu się nie postawisz?
24701:  Właśnie zamierzam.
24703:  Niech sam sobie robi zbroję dla Nilfgaardczyka, a ja zrobię drugą.
24707:  Potem zobaczymy, która jest lepsza.
24710:  Potrzebuję tylko jednej rzeczy, której sama nie zdobędę.
24713:  Może mógłbyś mi pomóc?
24715:  Zależy, o co chodzi.
24716:  Żeby dobrze wykończyć zbroję, muszę ją zahartować.
24719:  Zwykle stosuje się do tego olej, ale ja chcę użyć kwasu.
24724:  Hmm.
24725:  Kikimory i archegryfy plują kwasem.
24728:  Eee... Zabiliśmy mnóstwo gryfów.
24730:  Na pewno mamy jad ze sobą.
24748:  Czyli i tak będzie na niego zlecenie.
24750:  Równie dobrze mogę go zabić już teraz i upiec dwie pieczenie na jednym ogniu.
24755:  Jeśli przyniesiesz mi fakty, dowodzę, że jestem lepsza niż Fergus.
24758:  Będę dla ciebie pracować.
24760:  Potrafię kłuć pancerze, jakich nie zdoła zrobić żaden inny zbrojmistrz.
24775:  Gryf na wzgórzach.
24778:  Zaiste.
24786:  Gdzież jest ten gryf?
24788:  Niedaleko.
24790:  Czas po raz 723 wyjechać z kasztelu w Rońce na konno i przeklinać Redów, że nie zrobili tego punktu szybkiej podróży kasztelu.
24806:  Czy Archegryf będzie bardziej upierdliwy niż pokłótnik?
24808:  Przekonamy się po reklamach.
24812:  Nie zrobię wam tego.
24812:  Raz zrobiłem cliffhanger przy zadaniu z Prishtillo i bardzo się tego wstydziłem.
24819:  Nie.
24819:  Wykorzystamy to, żeby był epicki finał streamu.
24822:  Tak!
24830:  Można wejść bokiem?
24832:  Z kasztelu?
24834:  I zabić się w skutek upadku.
24840:  No będzie testowanie zbroi wiadomo, ale no... Walka z Gryfem to walka z Gryfem.
24851:  O nie.
24853:  Jeden raz za dużo powtórzyli.
24863:  Gdzie jest moje Igni?
24866:  Owszem i to nie od dziś.
24870:  Co tu się dzieje?
24879:  O tak!
24896:  Nie będą nas wyzywać.
24898:  Nie ma takiej możliwości.
24906:  Polujemy na Archegryfa jeszcze.
24911:  I co by było imersywnie?
24912:  Podróżujemy, jak przystało na Wiedźmina.
24921:  Kwasu nie używa się do hartowania, prostuje Simon.
24924:  Używa się go, by podkreślić wzór stali damascyńskiej.
24927:  Trochę tu przekombinowali.
24928:  Nie wiedziałem, że w produkcji stali damascyńskiej się tego używało.
24932:  A swoją drogą, ktoś mi kiedyś tłumaczył, że stal damascyńska jest strasznie trudna do dzisiaj nawet do uzyskania.
24938:  Ale nie wiem, czy fantazjował, czy się znał faktycznie na tym.
24944:  Aaa... Wiedźmińskie zmysły, tęskniłem.
24948:  Arhegryf miał sutą kolację.
24952:  Tęskniłem.
24956:  Spamujemy E. No niech zgadnę, będzie na wzgórzu.
24965:  Geralt może jest na wzgórzu.
24967:  Archegryf lata.
24969:  To jest trop.
24971:  Ja sugeruję, byś podążył tym tropem.
24973:  Mhm.
24986:  Geralt, przestań strzelać z kuszy, bo tego nie umiesz robić.
24994:  Szybki quen.
25021:  To było łatwe, za łatwe.
25025:  Cieczy ogólnie przy hartowaniu używa się do gwałtownego chłodzenia stali i wykorzystuje się tam swoje właściwości fizyczne, a nie chemiczne.
25030:  Mhm, mhm.
25033:  Ten archegryf był bardzo banalny, ale już bardziej nie podwyższymy tego poziomu.
25037:  Naprawdę jest tak nierówny, poziom trudności się w głowie nie mieści.
25044:  Nie na to kupiłem bilety.
25048:  Ja liczyłem na to, że ta walka zajmie co najmniej pół godziny.
25051:  Absolutnie.
25053:  Och, rączo, łanie kłusują przez las.
25058:  Cóż za piękny widok, nigdy czegoś takiego nie widziałem.
25062:  IRL.
25066:  Tutaj w ogóle była jakaś jaskinia gdzieś przy tym kasztelu, pamiętam.
25070:  Czemu ja takie rzeczy pamiętam?
25072:  Nie wiem, no coś będzie trzeba zrobić z tym, moi drodzy, bo to nie może tak być.
25076:  Dlaczego ten koń stał nieruchomo?
25080:  Następny.
25082:  Gdyby był to wilk, to byłoby przynajmniej 10 minut.
25084:  Absolutnie.
25085:  A stado wilków to już w ogóle.
25089:  Kasztel w rońce i po rońce.
25091:  Jesteśmy na miejscu.
25098:  To jest piękne, że... Archegryw, taka nazwa.
25101:  Dumna.
25102:  Uuu, panie!
25103:  Ta walka to będzie coś.
25106:  Wilk.
25108:  Wilk to jest w ogóle śmieszne słowo.
25111:  Powiedział, nikt nigdy.
25115:  Z tego, co pamiętam, jest to słowo co najmniej, co najmniej, jak to się nazywało, starocerkiewno-słowiańskie, tak?
25124:  O ile nie praindoeuropejskie.
25126:  Wlk, mianowicie.
25130:  To się chyba w czeskim jeszcze zachowało.
25133:  W czeskim ma sonanty.
25134:  Sonanty to są takie dźwięki właśnie, które się wymawia bezsamogłoskowo.
25138:  Randomowa wiedza filologiczna.
25143:  Tu jest kwatermistrz.
25145:  Chcesz obejrzeć nasz mały skład towarów różnych?
25158:  Mam ochotę na partyjkę Gwinta.
25161:  W kolejnościach przyrody.
25164:  Dokładnie, Gwint jest zawsze... czy jest szansa Agnieszko na epicką śmierć.
25169:  Dziś nikomu nie zależy na replikowaniu stali demascenskiej, okej.
25176:  Ale wciąż ciekawy problem.
25177:  Fajnie, że nam wyszedł na... Zawsze nam na czacie wyjdzie jakiś ciekawy problem.
25181:  Wiecie co, mamy tak dobre karty, że żadnej nie chcę wymienić.
25186:  Może... A?
25191:  Biorę to.
25193:  Gwent.
25195:  Indeed.
25198:  Świetnie.
25201:  Pięknie.
25203:  Rydański piechór.
25203:  Drżę ze strachu.
25210:  Czy miałem okazję widzieć film Pieniądze to nie wszystko?
25213:  Czy to jest polski film?
25241:  Co się dzieje?
25244:  Będziemy konstruować nową talię, obiecuję wam.
25252:  To jeśli to był polski film, to bardzo możliwe, że go nie widziałem.
25257:  Mój standardowy problem, nie oglądam polskich filmów.
25264:  Jak się Polacy nauczą robić filmy z dobrym udźwiękowieniem?
25268:  Okej, nie ma problemu.
25269:  I mnie pretensjonalnym aktorstwem.
25272:  To jest duży challenge.
25287:  W stali damaseńskiej znajdują się mikrorurki, które ogólnie wzmacniają strukturę stopu i sprawiają, że jest wytrzymała i jednocześnie sprężysta, pisze Kamil.
25294:  Ale numer.
25295:  Przepiękne.
25297:  Miejące to nie wszystko jest autentycznie zabawne i dźwięk nie zsie.
25300:  Dźwięk nie zsie w polskim filmie, serio?
25304:  Jestem zainteresowany.
25309:  Wy myślicie, że skończyła nam się lista szpiegów.
25312:  Nieprawda, jest jeszcze Dijkstra.
25317:  zaszpieguje tego naszego nędznego przeciwnika.
25328:  Co on ma z tymi piechurami?
25344:  Okej.
25346:  Jeszcze będziemy mogli Talara w kolejnej drużynie, w kolejnej rundzie medyczką wyciągnąć.
