Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
19429:  Ja czasem sobie robię taki bilans rzeczy, dla których warto żyć w czasach współczesnych, a nie na przykład w głębokim średniowieczu i muszę wam wyznać również, że bardzo wysoko na liście jest infrastruktura sanitarna.
19443:  To są sztynańce?
19445:  I zawsze myślałem, że to są szytnańce.
19448:  Korgi, Korgi jest jeszcze okej, tak.
19454:  Nie no, nie no, aż sprawdzę.
19458:  Mam tych grzybów w cholerę.
19464:  Znaczy, grzyb jadalne.
19467:  Nie o takich grzybach myślałem.
19469:  Myślałem o Szytnańcach.
19472:  Składniki alchemiczne to tutaj powinno być.
19476:  Szytnańcze!
19479:  Dobrze mówiłem!
19482:  Nie Sztynańce, Szytnańce!
19488:  Ja wam dam sztynańce, jak byk na ekranie z Szytnańce.
19493:  Konfundujący czat.
19501:  Co?
19502:  Co, co, co, co, co, co, co, co?
19507:  Szytnaćce?
19512:  Tam jest ci.
19513:  Ja zawsze czytałem Szytnańce.
19520:  What the actual fuck?
19523:  Szytnaćce?
19524:  Co to jest w ogóle za słowo?
19527:  Jakiećce?
19533:  Kto to wymyślił?
19536:  Szytnaćce.
19545:  O pierdziele, nie, po prostu... Trzy części Wiedźmina, bo... ... się pojawiają w trzech częściach Wiedźmina, więc ja przez trzy części Wiedźmina, przez ponad dziesięciu lat czytam to źle.
19563:  To jest piękne.
19572:  Jeszcze bug do tego wszystkiego.
19573:  Całe życie w kłamstwie.
19575:  Doktor, literaturoznawca, wytrawny interpretator, analizujący kulturę słowa, nie umie czytać.
19604:  Piękne.
19608:  Piękne.
19609:  Szytnaćce, ja pierdziele.
19614:  Jeszcze co?
19614:  Za moment się okaże, że jest Wiedźmin, a nie Wiedźmin.
19621:  Albo że Ciri się czyta Ciri.
19624:  Albo Kiri, jak ten serek.
19626:  No ja sam mówiąc dobry.
19632:  Gdzie jest ta kontrabanda?
19634:  O, na odmianę są trzy skrzynie.
19637:  Wieśmin, tak.
19639:  Absolutnie tak.
19643:  Może to jest błąd w że?
19644:  Nie, ja to będę sprawdzał oczywiście, nie ma takiej możliwości.
19647:  Dobranoc, sermovento.
19649:  Jamniczych snów.
19653:  Ja jestem absolutnie jeszcze nie w nastroju dobranocnym, ja wiem, że dobijamy powoli do naszej rekordowej pory, ale dzisiaj na pewno przekroczymy 24.
19663:  Zwłaszcza, że w przyszłym tygodniu nie ma sobotniego Wiedźmina.
19668:  Oczywiście, że Żerwant.
19670:  Żerwant z Geralte Rocco.
19674:  Z cechu żurawia.
19680:  Po co są utopce w tej grze poza wkurwianiem graczy?
19683:  O, nie zgadzam się.
19684:  Jak ja widzę utopce, to doznaję ekscytacji na pograniczu orgazmu, natomiast w momencie, w którym widzę ekiny albo syreny, wtedy jestem zdenerwowany.
19697:  One zostały zaprojektowane po to, żeby irytować graczy.
19699:  Utopce płoną.
19701:  To jest piękne.
19702:  Grewam z rybni w Sezon Burz, tak.
19707:  Ciri czyta się Ciri, pomogłem, tak co wiaszu, absolutnie.
19716:  Kult Frey, Tristrianna i Isidor, religia a życie, ciekawe przypadki Cytliwej Wegi, zmień swoje życie, poradnik to książki, które trzeba przynieść.
19725:  Dobrze wiedzieć, dziękuję Seronox, bardzo.
19730:  W renesansie ludzie bardziej nie dbali o higienę niż w średniowieczu?
19733:  Tak, tak, to jest taki stereotyp, że ciemne wieki średnie i tak dalej.
19743:  Czy to jest archegryf?
19746:  Czy to jest... Czy to jest... Czy to jest archegryf?
19763:  Jezus, jeszcze... Jeszcze mamy obciążenie.
19767:  Proszę drogi, weźcie ode mnie to żelastwo!
19774:  Won!
19776:  Czy my mamy jakiś... Nie wiem.
19778:  O, znowu to.
19779:  Wyścigowe siodła.
19784:  Wszystko jedno.
19785:  Wiem, tracę mnóstwo pieniędzy.
19787:  Wszystko mi jedno.
19793:  Jak to nie mogę zapisać?
19794:  Jak to nie mogę zapisać?
19795:  Jak to nie mogę zapisać?
19796:  Jak to nie mogę zapisać?
19798:  Stan gry został zapisany.
19799:  Dziękuję uprzejmie.
19800:  Quen.
19802:  RT.
19803:  F5.
19803:  To jest Bazyliszek.
19810:  Ooo!
19813:  Bazyliszek nie jest problematyczny.
19816:  Bazyliszek szybciej płonie.
19822:  Ooo, ooo, to są dobre wiadomości.
19825:  Potrzebujemy oleju przeciwko drakonidom.
19830:  Dobrze.
19831:  I potrzebujemy dużo cierpliwości.
19836:  Ehehehe, błoń!
19843:  Dobrze!
19851:  Won mi z takim ciachaniem Geralta.
19857:  Dobrze, dobrze, dobrze.
19858:  Niech płonie.
19860:  Niech płoną!
19865:  Świetnie, Geralt.
19866:  To był strzał tysiąclecia.
19873:  Okej.
19884:  Skończyło mi się quen, to niedobrze.
19904:  Mam wrażenie, że Bazliszek jest mniej wymagającym przeciwnikiem.
19911:  Może dlatego, że szybciej płonie.
19921:  Leczenie, racja.
19925:  Chwila, moment.
19926:  Dlaczego... Dlaczego jaskółka nie działa?
19929:  Okej, zaczęła działać z powrotem.
19933:  Mam wrażenie, że byliśmy zatruci.
19939:  To uderzenie o QN jest bardzo niepokojące.
19951:  Przepraszam, co?
19952:  Jakie akcji?
19954:  Jakie akcji?
19966:  Dobrze.
19969:  Co tutaj jest?
19973:  Bazliszek, muszę powiedzieć, że miał bardzo duży porządek w swoich rzeczach.
19981:  Oho, zelikańskie yuki.
19985:  To na pewno zasługa akcji, tak?
19987:  Absolutnie.
19995:  Jaka petycja do Arcymagosa, żeby puścił co, co podczas czaszkowej walki?
20000:  Wielkie nieba.
20005:  Bazyliszek nie jest problematyczny.
20006:  Czyżby słynne ostatnie słowa?
20008:  Aha, Soy Witch, aha!
20010:  Udało się.
20011:  O, tu jeszcze mamy jedną rzecz, ale popłyniemy tam łódeńką.
20017:  Mała, dzielna łódeńka.
20018:  Szkoda, że nie wiem, gdzie się znajduje.
20020:  A nie, może dobrze... Może wiem, że gdzie się znajduje.
20023:  Gdzie się znajduje łódeńka?
20024:  Tam się znajduje łódeńka.
20026:  Jak drakonit może płonąć?
20027:  Nie wiem.
20029:  Mam wrażenie, że to jest pewne niedopatrzenie, ale... Chociaż skrzydła by ładnie płonęły zawsze.
20035:  Skrzydła są słabym punktem.
20044:  Fantastyczni bossowie, jak ich znaleźć?
20050:  Cześć na hamaku.
20051:  Właśnie wróciłem z Dune'y i pierwszą myśl to po seansie było, ależ te ostatnie Gwiezdne Wojny były słabe.
20057:  Poważnie?
20060:  Znaczy co, nie podobało się, rozumiem.
20064:  Ja byłem absolutnie zachwycony.
20070:  No wpadaj, Rafale, wpadaj na Discordy, bo tam, tam ciekawe rzeczy się dzieją.
20074:  Widział Krzysztof, który stara się wpadać, ale robi to nieregularnie, jak wszystko, co robi Krzysztof.
20084:  Ooo, kluchenmuchen leży na hamaku, zazdroszczę.
20086:  Ale to fajny w ogóle pomysł mieć hamak.
20091:  To jest bardzo dobry pomysł.
20100:  Klara Falska, dzięki za rekonstrukcyjny wieczór.
20103:  Niestety wracam już do Fonfnastu, bo mam bilionów rzeczy do czytania na studia.
20106:  Najgorzej absolutnie.
20108:  Cieszę się natomiast, że się przyjmują jednostki metryczne przeze mnie propagowane.
20111:  Bardzo mi się to podoba.
20113:  To w takim razie życzymy powodzenia i rychłego uporania się z tymi nieprzyjemnymi rzeczami.
20121:  Jak również zrozumienia ze strony ciała profesorskiego, że studia powinny być przyjemnością, a nie utrapieniem.
20127:  Ale nie oszukujmy się, to drugie jest mniej prawdopodobne.
20133:  Mam wrażenie, że jeszcze jest jakaś ohydna.
20136:  Dobra.
20139:  A, chodzi o to, że po seansie Duny lepiej widać, jak są beznadziejne nowe... Okej, dobra, czaję.
20145:  Nowe Star Warsy były beznadziejne.
20148:  I to bardzo.
20152:  No ale wiecie, właśnie przecież Niebołazik Pobudka był robiony właśnie według tej sztancy hollywoodzkiej.
20164:  Pewnym zaskoczeniem dla mnie była ocena, czy częściowo, Marcina Łukańskiego, bo ja się nie zgadzam z Marcinem z Nagałęzi w wielu kwestiach dotyczących jego ocen filmów fantastycznych, ale myślałem, że zwrócił uwagę bardziej na ten aspekt kinematograficzny, bo to od niego się dowiedziałem czegoś, co wyjaśniło mi fenomen Matrixa, że to był bardzo odważny film pod względem właśnie technik, które zastosował, jak na przykład tego zielonego filtru.
20188:  I wydawało mi się, że Dune'a
20190:  Też jest odważna, to znaczy zauważcie, że w blockbusterowym kinie hollywoodzkim no nie robi się takich długich, przeciągłych ujęć na puste elementy, obiekty, plenery i... No i przepraszam, że to powiem, będę złośliwy teraz, ale uważam, że krytycy, gdyby coś takiego zobaczyli u Georgiosa Lantimosa na przykład w jego kolejnym filmie, to by się spuszczali nad tym.
20213:  Ale ponieważ to jest Dune'a i to jest Villaneuve, który jednak wyszedł właśnie z tego kina, nazwijmy to, offowego i przeszedł do mainstreamu, to już marszczą nosek.
20225:  Miałem wybór, albo zrobię miejsce, piszę kluchenmukiem pod stulę, jadalniany, jak jalniany, jadalniany, albo hamak, wybrałam hamak.
20231:  Bardzo słuszny wybór.
20237:  Na to pytanie przypomniało mi się, pisze Łukasz, rozwożenie z Divinity Dragon Knight.
20240:  Jak to jest w ogóle możliwe, że szkielet może myśleć lub mówić bez tkanek miękkich?
20244:  Ja zawsze odpowiadam, że jest na to jedno rozwiązanie, jest to magia.
20248:  O, niepoczytalna zrezygnowała z polonistyki na trzecim roku, także dziękuję ciału pedagogicznemu za napsucie mi krwi.
20255:  Z ciekawości też uczelnia, w której haja jest nieme?
20260:  Bo jeśli tak, to się kompletnie nie dziwię.
20264:  O nie, więcej ochydn.
20266:  Strzeżony skarb.
20269:  Czemu mnie nie dziwi, że jest pod wodą?
20272:  Dobra, liczę na to, że zanurkują za nami.
20275:  Geralt... Geralt nurkuje tak jak ja na basenie.
20279:  Dobrze, teraz się wreszcie udało.
20287:  Ale tych ohydn jest dużo.
20290:  Heh, ciało peda... O, ładne, podoba mi się, bo... Ciało pedagogiczne implikuje istnienie duszy pedagogicznej.
20297:  Och, żeby to tak było.
20301:  Żeby to tak było, to byłoby lepiej na tym świecie.
20311:  Okej.
20313:  Jest i skrzyneczka.
20321:  Nasza łódeńka bije wszelkie rekordy.
20328:  Już raz, już raz... Geralt zaczyna tonąć w środku łódeńki.
20334:  Powiedziałbym, że łódź ta nie działa tak, jak działają łodzie.
20342:  Co sądzę o Batman Arkham?
20344:  Ooo, kocham.
20345:  I Arkham Asylum, i Arkham Knight.
20347:  To są gry, w których naprawdę eksperymentowano i to w udany sposób z formą gier wideo.
20353:  Ta scena z Arkham Knight, nie, z Asylum, z tym jak odtwarzamy z perspektywy Jokera w ramach Majak Batmana jego przyjazd do Arkham Asylum, zupełnie z innej perspektywy.
20367:  Boże, to było niesamowite.
20374:  Muszę je zobaczyć.
20376:  A, moja ex-uczelnia to UAM, ale wiesz, powiem ci niepoczytalne, że to jest zabawne, bo nie wiem, czy wiesz, ale akurat polonistyka UAM i polonistyka UJ mają podpisane konsorcjum, więc ja myślę, że... Ja myślę, że jest jakiś powód, dla którego mają podpisane to umowę konsorcyjną.
20399:  Ja byłem na UAM-ie raz na konferencji na Wydziale Polonistyki i pamiętam,
20405:  Jak?
20405:  Słuchajcie, to jest legendarne.
20407:  Miałem referat na temat tego, że w dzisiejszych czasach coraz częściej prosta sprawa, modele franczyzowe, które są w popkulturze, zaczynają być też wykorzystywane w literaturze.
20417:  No i podawałem przykład Gwiezdnych Wojen i tak dalej, i tak dalej.
20419:  I wyszedł do mnie profesor, taki typowy polonista, zresztą bardzo znany profesor polonistyki, i mówi mi, no, pan tak mówi o tych światach,
20430:  I to co?
20431:  To co, jak ja pójdę do... do McDonalda, jak ja pójdę, to co, to oni tam też mi świat tworzą?
20437:  To też jest ta... to też jest franczyza, taki... tak triumfalnie na mnie patrzy.
20441:  To też jest franczyza, jak powiedziałem.
20443:  Ja mam... Ja mam, panie profesorze, ja nie wiem, kiedy pan był ostatnio o McDonaldzie, bo ja rozumiem, że pensja profesorska to troszeczkę inny kaliber.
20451:  Ale jak ja byłem tam ostatnio, to tam nie za bardzo kreują fikcyjne światy, więc ciupinkę nie rozumiem tej analogii.
20458:  No bo ten sam profesor, swoją drogą, który mojego dobrego przyjaciela złośliwie traktował na obronie doktorskiej tylko i wyłącznie dlatego, że zajmował się Jeannem Baudrillardem, a Jeann Baudrillard to brzydki filozof, bo się posługuje przykładami popkulturowymi.
20474:  O, jakiś standardzik.
20476:  Był na tyle uprzejmy, że na obronę doktorską, a za napisanie recenzji doktorskiej dostajecie około 3000 zł netto, i na obronę doktorską nawet się nie pofatygował.
20489:  Ujmujący człowiek.
20490:  I to taki jeszcze typ faceta, który mówi... O, mansplaining, taki typowy, tylko że on mówi w trybie mansplaining cały czas.
20502:  Co to za umowa?
20504:  Umowa konsorcyjna między uczelniami działa w ten sposób, że jeżeli jakaś uczelnia dostaje grant, to punkciki liczą się jedne i drugie, taki najprostszy przykład.
20514:  Albo że są takie same deale, wiecie, że po siebie umówimy, że my recenzujemy dla was do tego czasopisma, a wy się umówicie, że wy recenzujecie dla nas i wiecie, no, te recenzje to pozytywne będą, co?
20530:  No pewnie z dziś już będą pozytywne, ale...
20533:  Ale wiesz, ale ja mam takiego jednego doktoranta, którego, no tam on wprawdzie nic nie napisał, ale dajcie mu dobrą ocenę, albo wręcz przeciwnie, słuchaj, ja mam takiego doktoranta, którego trzeba udupić, to on ma wprawdzie dobre publikacje, tam, tam, wiesz, to zróbcie.
20546:  O, o to chodzi w konsorcjach mniej więcej.
20552:  Uwielbiam to środowisko, uwielbiam.
20554:  Boże, jak się cieszę, że nie jestem już częścią środowiska literaturoznawczego, bo naprawdę, zły to ptak, co własne gniazdo kala, a musiałbym kalać przez cały czas.
20563:  Zresztą kala to bardzo ładne określenie, to środowisko by należało obesrać z góry na dół.
20569:  Och, akcja ze Scarecrowem z Batmana, absolutnie.
20572:  Arkham Asylum Peter Cook kończył pięć razy, kocham serię, ale pierwsza część kopała najmocniej, zgadzam się.
20578:  Arkham City chyba było najsłabsze z tego wszystkiego.
20581:  Oczywiście, legion, że takie rzeczy są le... No, naturalnie, że to jest legalne, naturalnie, że tak.
20586:  Znaczy nie, nie jest legalne, ale jeżeli... Póki jest to robione cichutko, tak żeby się nikt nie dowiedział, to jest wszystko git.
20594:  Nieee!
20598:  Ależ ten bug jest częsty.
20600:  Nie spodziewałem się.
20602:  Odczarowanie umy nie było łatwe, ale powiodło się dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
20610:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim... Niestety większość profesorów pisze dalej niepoczytane, nie akceptowało popkultury, a to był właśnie mój temat licencjacki, wielu znajomych dostało trzy na obronie przez ten błahy temat.
20623:  Tak, to jest, to jest częsty problem na OAM-ie.
20627:  Wiecie, no jeżeli na doktoratach czy konferencjach dzieją się takie rzeczy, no to to nie jest normalne.
20633:  Nie oszukujmy się.
20635:  Zwłaszcza, że potem jest jakaś generyczna praca z poezji i nie ma problemu z jej obroną.
20641:  Bo jest z poezji, wiadomo.
20645:  Coś te utopce nas za bardzo atakują.
20649:  Co sądzę na temat książek naukowych, które ktoś czyta po tysiąc złotych?
20651:  To jest zbrodnia.
20653:  Pamiętajcie, że te książki, jeżeli płacicie tyle za książkę, nigdy tego nie róbcie, jeżeli płacicie tyle za książkę, to ewentualnie, jeżeli trzeba, wrzucicie całym rokiem, po czym wrzucicie na strony pirackie.
20664:  Nie ma innej opcji.
20665:  Tego rodzaju książki
20667:  kosztują tyle i autorzy nie widzą z nich absolutnie nic.
20672:  Wierzcie mi, napisałem wystarczająco dużo książek, żeby to wiedzieć.
20676:  Naukowych.
20677:  I uczestniczyłem przez pewien czas w procesie wydawania książek.
20681:  Nie ma grosza z tego autor.
20685:  Najwyższa stawka, jaką się otrzymuje, to jest 10% od ceny okładkowej.
20689:  Natomiast wierzcie mi, że nie w takich przypadkach.
20693:  Niestety.
20695:  I to jest skandal.
20702:  Czy słyszałem o habilitacji hipotecznej?
20705:  Nie?
20706:  O tym jeszcze nie?
20709:  Mansplaining, najlepsza definicja.
20710:  Jedziesz okolicą, którą doskonale znasz, ale Google i tak ci powie, że ta droga jest najlepsza, okej.
20716:  Baudrillard to brzydki filozof, pisze na hamaku.
20718:  Tfu, tfu, taki nieanalityczny.
20720:  Na polskich uczelniach chyba gorszy grzech niż wskażenie popkulturą.
20723:  No myślę, że na równi co najmniej, tak.
20727:  Jest jednym z najważniejszych filozofów XX wieku, a w Polsce mamy na jego temat dwie książki.
20732:  Z czego jedna beznadziejna.
20736:  A druga fajna.
20740:  Bodriard, teoria, literatura.
20741:  To jest ta fajna.
20742:  Polecam.
20744:  Trudna, ale fajna.
20746:  Można dużo się dowiedzieć na temat Bodriarda.
20747:  Z niej się... Kuźwa, czy naprawdę my musimy tutaj wpłynąć?
20750:  Bo ja tutaj nie ma takiej możliwości, żebym trafił do...
20754:  Przecież to jest, to jest... Ile to ma fi?
20757:  20 cm?
20758:  No nie no, nie masz szans.
20760:  Ależ mnie irytują tego rodzaju... To są takie... Sztuczne opóźniacze progresu.
20766:  Że ohohoho, ukryjemy to tak, żeby gracze nie znaleźli.
20771:  Hahaha, jaki jestem sprytny, hehe.
20776:  Błagam, jeżeli ktoś z was słuchających jest level designerem, darujcie sobie takie szopki, bo to jest naprawdę... Ani to nie jest miłe, ani to nie jest wyzwanie.
20784:  Orkę mamy, cały czas zażytą, tylko co z tego?
20796:  No, przysięgam, że tego nie widzę.
20805:  Why so serious?
20807:  Raczej ja mogę powiedzieć, why so serious?
20815:  Czemu nie używam zmysłu?
20816:  Cały czas używam zmysłu.
20818:  Może... Ja z nim widać.
20822:  Mam poczucie, że to może być tutaj?
20825:  Ale... Ale nie widzę tego.
20831:  Może to jest gdzieś w tych krzaczorach?
20836:  No dziwne to jest.
20839:  Właśnie... O, jeszcze topielec.
20842:  O Boże, drogi!
20845:  BOŻE DROGI!
20856:  No to jest właśnie to, że nie... Teraz, dobra, teraz uwaga na temat game designu.
20863:  Jak się projektuje grę wideo, to robi się coś takiego jak points of interest, okej?
20868:  To są obiekty, które przypominają te ze świata rzeczywistego, do których gracz intuicyjnie podpłynie.
20872:  Coś takiego, to jest zwykłe skurwysyństwo.
20874:  Bo oczywiste jest to, że gracz właśnie będzie sprawdzał kajutę kapitańską, tośmojowo, ale nie sprawdzi obok, tak?
