Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
23019:  Wiele traci się przez tę blokadę graficzną i mechaniczną, chciałem narobić Baldura i Flauta, nie udało mi się.
23024:  Więcej, ja chciałem wrócić do mojego ukochanego Neverwintera.
23027:  Nie byłem w stanie, to znaczy skoncentrowanie okienka dialogowego w górnym rogu ekranu miało sens, jeżeli ekran był mniejszy.
23034:  W ekranach panoramicznych jest to absolutna katorga.
23037:  Nie byłem w stanie w ogóle się skoncentrować na dialogach, a co zabawne, ja z Neverwintera 2 zapamiętałem najbardziej dialogi.
23052:  O nie!
23053:  Baba Jaga musi wstać do szkoły na siódmą?!
23057:  Wielkie nieba, współczuję ogromnie.
23060:  Zarzyj snu!
23063:  Zajrzyjmy, co tam jest.
23070:  Tak, z pierwszego Wiedźmina też bym nie był w stanie już zagrać.
23075:  Wiem, próbowałem.
23076:  Dlatego czekam na remastery.
23077:  Jak będą remastery, to nie ma problemu.
23082:  To nie jest tak, że to jest... bo ludziom się wydaje, że to jest nieskończony proces, bo tak byś mógł usprawniać tę grafikę ciągle.
23089:  Nie, znaczy dla mnie ta grafika, która jest tutaj, to jest pewna entelechia, tak?
23093:  Jest okej.
23095:  Wystarczająco.
23095:  Możemy iść bardziej w fotorealizm, ale mnie to wystarcza.
23099:  Na długie lata nie będzie mi to wystarczało.
23102:  Ale... No nie jestem w stanie patrzeć dłużej w kanciaste twarze i tak dalej.
23108:  No nie umiem, nie umiem.
23112:  Seminarium dyplomowe o 8 rano?
23113:  Oj, oj, oj.
23115:  Ale w ogóle kto robi seminarium dyplomowe o godzinie 8 rano w niedzielę?
23118:  Ja się pytam.
23119:  Kto?
23121:  To miejsce bardzo mnie niepokoi.
23127:  Nie wiem, dlaczego jest oznaczone, że go nie zwiedziliśmy.
23134:  Już wiem dlaczego, jest absolutnie gigantyczne.
23143:  I faktycznie wygląda na niezlutowane.
23147:  Grę Black & White, coś pamiętam, to było RTS?
23152:  Chyba było RTS, nie?
23160:  Jak będzie remake Gothica, też na pewno będę grał.
23162:  Na tysiąc procent.
23168:  Jest i skrzyneczka.
23172:  Co, Geralt?
23173:  Geralt.
23178:  Dziennik Giselle.
23182:  Nie wygląda mi na istotny.
23186:  Okej.
23188:  Nie, Geralt, nie wolno ci gasić ognia.
23191:  Czyli jednak, czyli jednak tu coś było.
23199:  Czy ja idę we właściwym kierunku?
23200:  Tak!
23202:  Nie.
23204:  A może tak?
23205:  Tak!
23208:  Tak!
23209:  O, to zazdroszczę.
23217:  Jest mod, który pozwala zagrać w prolog do Wiedźmina I za pośrednictwem Wiedźmina III.
23220:  Wygląda świetnie.
23221:  No nie mam nadzieję jak zawsze w moderach, nie?
23226:  Czy uważam, że warto poświęcić czas swojej klasie maturalnej na czytanie Przedwiośnia, bo jesteśmy obecnie do tego zmuszani?
23231:  Nie, to jest książka, która absolutnie nic nie zmienia w niczym życiu.
23236:  Przeczytałbym opracowanie, miało z tym spokój.
23237:  Zwłaszcza, że Żeromski nie umiał pisać.
23240:  Żeromski był grafomanem i to potwornym, nieuleczalnym.
23245:  I źle się to czyta.
23246:  Czy to są wilki?
23247:  Tak, nie będziemy walczyć z wilkami.
23250:  Dobranoc, Jako, dobranoc.
23253:  Czy mój jamnik jest patowróżką?
23255:  Nie mam zielonego pojęcia.
23257:  Być może dlatego, że wygląda jak patowróżka.
23259:  Zając!
23263:  Tak!
23266:  Wreszcie udało się spalić zająca.
23268:  Zająca.
23270:  Po czym poznać, czy ktoś potrafi pisać, czy nie?
23273:  Bardzo prosty sposób.
23274:  Jeżeli się chce czytać dalej, to potrafi pisać.
23276:  Jeżeli się nie chce czytać dalej i cię to nudzi, to znaczy, że nie potrafi pisać, to jest aż tak proste.
23282:  I to nie jest kwestia tego, że z nami jest coś nie tak, okej?
23286:  Absolutnie nie jest tego kwestia.
23289:  I to mówię jako człowiek, który zajmuje się teorią narracji, tak?
23292:  To znaczy...
23294:  Nie uczono by creative writingu, czyli kreatywnego pisania, twórczego pisania, jak czasem mówimy, gdyby nie to właśnie.
23304:  Czy to jest aż tak... Czy to jest aż tak proste?
23310:  Czemu nie możemy otworzyć tej skrzyni?
23316:  Ostatnio czytałem na zajęciach Essy Miłoszej, muszę przyznać, że w ciągu 3 lat polonistyki nie przeczytałem.
23320:  Mieszczą nam czegoś tak słabego i nie dziwię się.
23326:  Czy streamy z Assassin's Creedu będą, tylko może nie z Odyssey.
23328:  Może zobaczymy kiedyś, może zobaczymy.
23331:  Nie wiem.
23337:  Hmm.
23337:  Hmm.
23339:  Wiecie co, chyba rzeczywiście wczytamy, bo to jest jakiś dziwny błąd.
23344:  Bo czarowanie umy nie było łatwe, ale powiodło się dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
23353:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim czarodziejem, który towarzyszył Ciri w ucieczce przed dzikim gonem.
23364:  To nie chodzi o to, że jest to subiektywne uczucie, jeżeli chodzi o to dobre pisanie.
23374:  Muszę to wyjaśnić bardziej.
23376:  Chodzi o to, że jeżeli dużo osób nie ma problemu z czytaniem czegoś, to jest to dobrze napisane.
23381:  Nie mówimy o wartości literackiej, nie mówimy o tym, czy coś jest dobre, czy coś jest złe, tylko czy to jest dobrze napisane.
23388:  Chodzi o technikę.
23389:  Na przykład Dan Brown umie świetnie pisać książki.
23393:  Świetnie.
23394:  Znaczy, człowiek nie czuje, kiedy czyta.
23396:  I o to chodzi.
23399:  Medium powinno być przeźroczyste.
23401:  I liczy się historia, którą macie do opowiedzenia.
23402:  Jeżeli medium przestaje być przeźroczyste i nie jest to celowo, na przykład w przypadku prozy poetyckiej albo poezji, to znaczy, że coś jest nie tak.
23410:  Czasem się okazuje po prostu, że pewne rzeczy się... Aha.
23418:  To po prostu znika.
23420:  Rozumiem.
23427:  To nie było intencjonalne.
23428:  To nie było intencjonalne.
23431:  To nie było intencjonalne.
23441:  Ryszard pisze, że powiedział kiedyś polonistce, że nie rozumie, dlaczego czepia się w stylu mojego zdania, bo Żeromski pisał takie same, usłyszałem, ale to był Żeromski i koniec rozmowy.
23448:  No tak.
23452:  Coś jest ewidentnie nie tak z tą skrzynią, więc przestaję się nią przejmować.
23456:  ale również ewidentnie ta pracownia jest gdzie indziej.
23463:  No praczec znakomity ma warsztat, absolutnie.
23467:  Okej.
23469:  Nie, nie będę ryzykował.
23471:  To jest dziwne miejsce.
23473:  To jest dziwne miejsce.
23474:  Ono jest bardzo rozległe, ale tu jest jakaś jaskinia, macie rację.
23479:  Tu jest jakaś jaskinia.
23482:  Okej, okej.
23484:  Okej.
23487:  Okej.
23491:  Zamknięte.
23493:  Otwarte.
23494:  OTWARTE!
23496:  Otwarte tyle, że zamknięte.
23515:  Te emocje.
23516:  Dostaliśmy przepisy.
23519:  Dostaliśmy autentyczne przepisy.
23522:  Wow.
23524:  I zobaczyliśmy Szytnańce, które są Szytnańcami.
23529:  Napoloniwska mówiła, żeby czytać przedwiośnie tylko dlatego, że to jest jedna z dwóch książek z kanonu do podstawowej maturyzmu.
23537:  Zmieniam zdanie.
23538:  Jest ciekawie.
23541:  Z motywem rewolucji, a... Ale co z tego, że tam jest motyw rewolucji?
23545:  Co to zmienia?
23548:  Nie rozumiem czytania książek dla jakiegoś motywu.
23550:  Totalnie jest... Poza to moimi wyobrażeniami.
23556:  Oho!
23558:  Przywoływane szkielety!
23560:  Znam tę taktykę!
23581:  No proszę, no proszę.
23583:  Dobrze.
23585:  Dobrze.
23586:  Co jest jeszcze w Toussaint?
23587:  W Toussaint mamy najwięcej tych poszukiwań z tego, co widzę, ale jeszcze mignęły mi jakieś ze Skellige.
23593:  I szczerze powiedziawszy, szczerze powiedziawszy, chyba najbardziej mnie interesują skelligskie, bo wiecie dlaczego.
23599:  Mamy jeszcze jakieś pół godzinki streamu, a bym chciał usłyszeć skelligski ambient.
23603:  O tak.
23605:  A poza tym zostaną nam w Toussaint
23608:  Rzeczy, które chyba są związane z jakimiś skarbami, zestawami i tego typu rzeczy.
23624:  Gra skończona?
23625:  Nie skończona jeszcze, mamy wątek główny, Dominiko.
23629:  Co mi przypomina, że muszę czytać na przedmiot Kultura popularna historii Linz-Winda i opisywać dużo informacji o pomocach Wmysła Magicznego na twojego Steam'a, Krzysztofie Michał pisze.
23637:  No proszę.
23639:  Ale to dobrze, że taki przedmiot istnieje.
23641:  Jestem w ogóle w szoku.
23644:  Jestem w absolutnym szoku.
23648:  W szkole każą czytać książki pod motywy, żeby się na maturze dla sprawcy móc do czegoś odwołać.
23653:  O Boże.
23655:  czy jedzony był drwal.
23657:  No i przez to, że powiedzieliście mi teraz o drwalu, to będę miał ochotę na niego jutro.
23661:  A to oznacza, że muszę mieć dzisiaj kaca.
23664:  Totalnie mi nie podpadają lektury, męczy mnie ich czytanie, jak pomyślę, że mógłbym zamiast tego czytać coś, co naprawdę lubię.
23668:  No i właśnie.
23672:  Ja naprawdę jestem tak święcie i stuprocentowo przekonany co do tego, że umiejętność pisarska to jest coś, co jest bardzo względne i warsztat pisarski to jest coś, co jest bardzo... No jasne, ludzie, którzy się na tym znają, będą w stanie łatwiej i szybciej ocenić, czy coś jest dobre, bo jest dobrze napisane, czy coś jest dobre, bo jest ciekawe i akurat nas nie nudzi, tak?
23693:  Jasne.
23693:  No tak jak stolarz jest w stanie stwierdzić, czy ten stół jest właściwie wypoziomowany, wyprofilowany i dobry i czy przetrwa 20 lat.
23702:  Ale nie wmówicie mi, że nie jesteście w stanie jako użytkownicy stołów stwierdzić, czy ten się chybocze, czy ten nie, albo czy wolicie ten, czy inny.
23711:  Oczywiście, że jesteśmy w stanie.
23712:  Dokładnie tak samo jest z książkami, z każdym dziełem kultury.
23716:  Wiedźmin jest wybitny, tak?
23717:  A mnie wkurza w wielu elementach.
23719:  Was nie wkurza w wielu elementach.
23722:  ale nie jesteśmy w stanie wypracować konsensus, że pewne rzeczy tutaj mogłyby być zaprojektowane lepiej i to nie umniejsza Wiedźminowi.
23730:  Nie przesądza o tym, czy to jest gra wybitna, czy niewybitna.
23732:  Ona jest wybitna.
23734:  Jest.
23734:  Nie ma lepszej.
23736:  To jest konsensus groznawców, krytyków, samych graczy, bardzo wielu osób, prawda?
23741:  Problem z klasyką literatury bardzo często polega na tym, że to jest konsensus tylko jednej grupy społecznej, bardzo niewielkiej.
23758:  Potrzebuję pomocy, pisze Filton.
23760:  Mój kuzyn, który nie chce brać od nikogo kasy, skończył mu się pieniądze i nie stać na opłacenie mieszkania.
23764:  Co zrobić?
23765:  Praca będzie dopiero w styczniu.
23766:  Ja jestem ostatnią osobą, która należy pytać o pieniądze.
23769:  Nie jestem dobrym biznesmenem, nie mam pomysłów biznesowych.
23773:  Jedyne, co mi przychodzi do głowy, to właśnie branie się jakichś zleceń wszelakiego autoramentu i szukanie ogłoszeń w tej sprawie.
23781:  To jest coś, co mnie pomagało.
23782:  Ale powiodło się, dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
23788:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim-czarodziejem, który towarzyszył Ciri w ucieczce przed dzikim gonem.
23798:  Avalach, bo pod takim mianem był stanyk, radził się o swoich słuchach.
23801:  Adam pisze, że musi się pochwalić swoją opolińskę, ponieważ mówiła, że możemy się odwoływać na maturze do Wiedźmina III.
23806:  To jest najbardziej wartościowy utwór, bardzo to szanuję.
23809:  Bardzo to szanuję.
23810:  Co tu, co tu jest?
23811:  Co tu jest?
23812:  Czemu tutaj są czerwone kropencje?
23814:  Czerwone kropencje znamionują wrogów.
23818:  Gdzie jesteście?
23820:  Czerwone... Czerwone kropencje są pod spodem.
23824:  W jaki sposób dostać się do tego spodem?
23831:  Żabciu, yyy... Uma się skończy.
23834:  jak wątek główny ogarniemy.
23837:  Czyli to będzie od przyszłego tygodnia.
23839:  Spokojnie.
23853:  Jeżeli chodzi o jamniory, są jeszcze sloty na emotki.
23856:  No jutro będzie albo Wiedźmin, albo Warhammer, zobaczymy, albo... albo coś innego.
23864:  List gończy wystawiony za Wiedźminem Gerdem.
23867:  Zbrodnia przeciwko Książęce Etiarza, więc znieważnienie Książęcego ma niestatu.
23871:  Czynny opór wobec Straży Książęcej, kolaboracji z Azabatorem i innych występków.
23875:  Wielkie nieba, brzmi niepokojąco.
23878:  Ale już się spodziewałem, że to jest jakiś quest emergentny, ale niestety.
23882:  To były tylko upiory, które było łatwo pokonać.
23889:  Więc tak, mamy, mamy parę, mamy parę slotów jamniczych.
23892:  Jakieś cztery, pięć, tak mi się wydaje.
23900:  Witamy Alice Wintolana na chatach.
23901:  Dziwne zachowanie jak na jamnika.
23902:  Podążanie za czerwonymi punkcikami niczym kot za laserem wyświetlanym na ścianie.
23908:  Coś w tym jest, coś w tym jest.
23910:  Czemu wyle... Myszkę i klawiaturę od puba?
23912:  Całe życie tak gram.
23913:  Jeżeli... Czyli to jest jakieś... Kiedy ja zacząłem grać w gry wideo?
23918:  Jakieś osiem, siedem?
23921:  no to to jest dużo.
23922:  To jest nawet więcej niż byłem w szkole i na uczelni, a już ustaliliśmy, że to było bardzo dużo.
23930:  A przez te wszystkie lata pada miałem w rękach cztery razy.
23935:  Za każdym razem mi się to skończyło bardzo źle.
23939:  No i kwestia jest też tego taka, że ja przed kompem, używając właśnie myszy i klawiatury, siedzę bez przerwy praktycznie, więc wiecie.
23947:  Siła przyzwyczajenia.
23951:  Okej, mam wrażenie, że to jednak będzie pod spodem.
23956:  O tak.
23957:  O tak.
23960:  Tak jest.
23964:  Czy syreny chcą z nami walczyć?
23970:  Syreny może i chcą z nami walczyć, ale mają problem.
23974:  Problem jest natury psychicznej.
23977:  Dobrze.
23978:  Niedźwiedź.
23985:  Byłoby fajnie, gdybym wiedział, który jest najbliżej.
23989:  Powiedzmy pierwszy niedźwiedź.
23990:  Liczę na to, że będzie w jaskini.
23993:  Daleko jest.
23994:  Drugi.
24001:  O, wilk jest bliżej.
24002:  Super.
24008:  Palitka pisze, że się odwoła na próbnej teraz do serca kamienia i się boi, że opierdolę stanie.
24012:  Palitko, liczymy na raport, okej?
24014:  Daj nam znać, jak będzie.
24028:  To było tam, gdzie były upiory?
24029:  Serio?
24029:  Nie...
24034:  Chyba nie.
24036:  Chyba, że tam był inny jakiś, ale spoko.
24038:  Po kolei sobie.
24041:  Poskelikę zawsze z radością krążę.
24047:  Moja polonijska mówiła, że co roku na komisji egzaminacyjnej przeroześmiana.
24051:  Mam już dość lektur z gwiazdką i wolę przeszedł coś nowego.
24053:  W tym roku moje wypracowanie nie miało nawet jednej gwiazdki, zdałam.
24056:  No proszę.
24057:  Co to jest gwiazdka na maturze?
24070:  Ja też, wiecie, paradoksalnie też doceniłem niektóre ze swoich szkół, ale tylko niektóre po tym, co usłyszałem.
24075:  Chociaż z drugiej strony zastanówmy się, czy... Czy trzeba doceniać, że coś jest normalne?
24082:  Ja doceniam coś, co jest wyjątkowe.
24085:  Ale jeżeli coś jest normalne, to by...
24088:  To, że wszędzie są patologie, to nie oznacza, że należy się podniecać tym, że gdzieś nie ma na przykład, prawda?
24094:  No chociażby kwestia molestowania seksualnego jest tu dobrym przykładem.
24099:  Jest ono naganne, jeżeli go nie ma, to nie znaczy, że należy się zachwycać pracodawcą, bo on jest taki fantastyczny, tylko... Ojej!
24106:  Co za wspaniały widok!
24111:  Uwielbiam takie momenty.
24118:  Gwiazdko, obowiązkowa lektura.
24119:  A, okej.
24120:  Czaję.
24123:  Czaję.
24124:  Tutaj mamy harpię.
24130:  Ciach, harat, harat, ciach!
24132:  Aaaah!
24147:  Kozobójstwo.
24148:  Przepraszam wszystkich związanych emocjonalnie z kozami.
24153:  Ciach!
24156:  Dawno nie było ciach!
24162:  Jak one wspaniale giną.
24165:  Dobrze, teraz będzie ten dziwny moment, że Geralt patrzy... Uuu, trzeba się tu rozejrzeć i ja nigdy nie wiem, gdzie jest ten moment.
24175:  Gdzie jest ten moment, że trzeba się rozejrzeć?
24177:  Nie mam zielonego pojęcia.
24179:  Tu gnieżdżą się harpie.
24181:  To wiemy, Geralt.
24186:  Zgredek się poczuł dotknięty, bez poniekąd związany.
24188:  Przepraszamy, Zgredku!
24193:  Jak... Wybuchają, to brzmią jak kurcza... Tutaj!
24195:  Warto się tu rozejrzeć.
24197:  Tutaj!
24198:  Dobrze.
24200:  Tutaj!
24203:  Okej.
24210:  Nie wiem, co to było.
24215:  A. To był wybuch.
24218:  Mam wrażenie, że mogliśmy wcześniej nie zniszczyć tego gniazda.
24222:  Na mury trzeba wejść, powiadacie.
24224:  To brzmi logicznie.
24227:  Oczywiście podstawowy problem brzmi... Jak?
24232:  Tak!
24235:  Geniusz czatów!
24238:  Jeszcze raz kontratakuję, dziękuję.
24245:  Wolp pisze, że pisał czasem artykuły do Gazetki Szkolnej Sobieskiego i ta gazeta ciach, ciach się nazywała.
24250:  Proszę, proszę!
24252:  Czyli moje liceum.
24253:  Też pisałem do Gazetki Szkolnej.
24256:  To były czasy.
24258:  To były czasy, ale na Skellige jednak.
24261:  Chyba jest najbardziej klimatyczny.
24269:  Ooo, tak.
24271:  Brakowało mi tego.
24274:  Ja chyba nie będę, bo ludzie ostrzegali, że Red Dead Redemption ma to do siebie, że tam dużo się nie dzieje, to znaczy, że sfałuje się przez otoczenie, ale jeżeli w Red Dead Redemption jest dobra muzyka, to jestem kupiony.
24301:  Wreszcie!
24302:  Wreszcie Nekery!
24303:  Ileż można czekać na Nekery?
24308:  Ale, ale, ale, nie, nie, Nekery się muszą palić wszystkie razy.
