Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
19755:  Chciałbym, żeby to była prawda.
19758:  Najbrzydszy człowiek w świecie.
19759:  Musimy teraz iść do Yennefer.
19761:  Czy to nie jest...
19762:  Nie będę żartował na temat korelacji między tym, że idziemy pomagać Yennefer i tym, że Quest się nazywa najbrzydszy człowiek na świecie.
19769:  Oczywiście, że poszedłem w złym kierunku, ale już wiemy.
19772:  Już wiemy.
19778:  Czy myślisz, że obok nowej fantastyki pojawi się nowy, stosunkowo duży magazyn fantastyczny, czy lepiej, żeby zostało tak, jak jest?
19785:  Myślę, że już sam fakt, że nowa fantastyka ma z roku na rok raczej stałą, a nie rosnącą liczbę czytelników, jest no niestety jakimś ponurym świadectwem na rzecz tego, jak bardzo promowana jest alternatywna kultura wobec fantastycznej.
19801:  Pamiętajcie też, że NF nigdy nie dostawało żadnych takich gigantycznych dotacji, jak nowe książki czy cała reszta, więc...
19809:  Tworzy takie sztuczne wrażenie, że istnieje dużo kultury, ludzie się tym interesują i kupują to, a tu jest taka fantastyka, jedno czasopismo, ktoś by się tam interesował i tak dalej.
19822:  Naprawdę jest taka, że ekspozycja na półkach w Empika kosztuje i tak dalej, i tak dalej.
19827:  Niewiele podmiotów, które by się mogły szarpnąć za coś takiego i to zrobić.
19832:  Już nie mówiąc o tym, że w przypadku fantastyki mówimy o pisarzach, którzy faktycznie sprzedają swoje książki i z tego żyją, hehehe, w związku z powyższym wymagają honorariów, a bardzo często jest tak, że pisarze mainstreamowi już nie, bo siedzą na różnych, tak jak na przykład Jacek Denel, stypendiach.
19850:  ...zachowanie źrenicy w normie.
19854:  Wesemir!
19855:  Tak?
19855:  W czym rzecz?
19859:  Widziałem się z Emchyrem.
19861:  Bitwa pod Soden, hm.
19862:  Kryminały Majestu Magazyn?
19864:  Tak, pocisk.
19893:  Bardzo znany, jeszcze parę wymienił, ale... Ale generalnie popkultura jest poszkodowana, znaczy jest tak, że jest jeden magazyn, który się liczy i tyle.
19903:  A takich ogólnokulturalnych tygodników jest bardzo dużo.
19908:  Na razie.
19917:  Potrzymaj to.
19921:  Mhm, niezły okaz.
19922:  Mhm.
19925:  W sumie to taki boomer, którego się lubi, no.
19927:  Coś tu jest.
19930:  Gratulacje.
19931:  A na co ci jego trupło?
19933:  Wypchasz je i postawisz przy kominku na pamiątkę?
19935:  No, nie głupi pomysł.
19939:  Tylko wpierw skończę sekcję.
19942:  Ten katakan był szybszy niż inne.
19945:  Szybszy i silniejszy.
19946:  Chcę go sobie dobrze obejrzeć.
19951:  Dobra, to nie przeszkadza.
19953:  Nie!
19955:  Nie!
19955:  Dlaczego po raz kolejny klawiatura mnie moja oszukuje?
19959:  No!
19960:  Oczywiście zmieniłem zdanie.
19962:  Chcesz czynić honory?
19964:  Nie, dzięki.
19965:  Tytnij, a ja coś przygryzę.
19974:  Mayman to nie jest do końca tak, że rynek weryfikuje.
19977:  Wiesz dlaczego?
19978:  Wiem to od czasu, kiedy słyszałem o nakładach, które były mielone przez wydawnictwa, między innymi książek naukowych, za które by się posiekali studenci, by kupili je nawet za 10 złotych.
19989:  Ale nie, lepiej było zmienić nakład, ponieważ wydawnictwo już zarobiło na dotacji z ministerstwa, takiej, śmakiej, owakiej.
19996:  I nie opłacało im się podpisywać umowy z Empikiem, zarządzać dystrybucją i robić całej tej rzeczy, bo oni już zarobili.
20004:  Więc to nie jest tak, że rynek weryfikuje, bo mało kto kupuje te książki, czasopisma, moim zdaniem przynajmniej.
20009:  Ale dużo z nich może liczyć na dotacje, które sprawiają, że nie tylko funkcjonują dalej na rynku, ale funkcjonują z zyskiem.
20019:  Obejrzyjmy jego głowę.
20021:  Długie włosy czuciowe, płat czołowy wydatny, ale w normie.
20026:  Uszy długie, z kolczykiem?
20030:  Mhm, widziałem już coś takiego.
20032:  Niektóre osobniki lubią błyskotki jak srogi.
20035:  Zawstydzki, zęby pożółkłe, stępione, brak górnej dwójki, siódemki, dolnych siekaczy.
20043:  Widać, nie nitkował.
20045:  Dobra, jedziemy dalej.
20047:  To jest piękne, warto było.
20050:  Michał pisze, że co do tego, że nie ma encyklopedy w świecie Wiedźmina, to w sumie jest książka Wiedźmin Compendium o świecie gier.
20055:  No tak, o świecie gier, ale ja bym myślał o takim świecie, o uniwersum całym, nie?
20059:  Filmy i seriale, bo już są dwa przynajmniej, nie?
20064:  I gry, i książki, komiksy.
20066:  Jest tego już bardzo dużo, jest tam musical wiedźmiński.
20069:  Otwórz mu blu.
20076:  Voice actor Geralta robi tak dobrą robotę.
20080:  Ej, niestrawione resztki.
20082:  Chyba z paru dekad.
20083:  Ludzkie włosy, sprzączka od paska, parę miedziaków i złoty pierścionek.
20091:  Chcesz wziąć dla jenek?
20091:  Starczy obszarować i będzie jak nowy.
20096:  Nie, dzięki.
20097:  Nosi tylko srebro.
20099:  Jej strata, reszta w normie.
20101:  Poza marską wątrobą, lubił chyba wysysać krew z pijaków.
20109:  Złe szpony, na oko z 15 cali.
20112:  No rosną całe życie, więc miał 110-120 lat.
20116:  Nogi muskularne, zwłaszcza łydki i stopy.
20121:  Mówię ci, szybki był.
20124:  W jednej chwili tu, w drugiej tam, ciągle w cieniu.
20128:  Prawie go nie widziałem.
20130:  Tego w końcu dopadłeś.
20132:  Aj, długa historia.
20134:  Opowiem ci inny obrazek.
20138:  Czy internetowa wiki Wiedźmińska z dzikły jest w sieci?
20142:  Tak, jest parę.
20143:  Na fandomie oczywiście jest jedna, czyli w tej apce.
20148:  I chyba jest jedna growa, ale one są bardzo takie skoncentrowane na jednym medium.
20153:  I brakuje czegoś takiego jak chociażby o Star Warsach.
20164:  Warto wypracować metodę na określanie wieku katakanów na podstawie śladów, żeby nie trafić na takiego będąc nieprzygotowanym.
20173:  Warto, zgadzam się, ale później.
20176:  Trzymaj się, Escalus.
20179:  To była piękna rozmowa.
20182:  Chciałbym zapisać, chciałbym zapisać, dziękuję.
20186:  Czy jeszcze z jakimś Wiedźminem możemy tutaj porozmawiać?
20189:  Oczywiście, że możemy!
20191:  Możemy pogadać?
20191:  O co chodzi?
20195:  Tak!
20197:  Tak!
20199:  Grywasz czasami w gwintach?
20201:  Pewnie.
20202:  Próbowałem nawet nauczyć Wesemira, ale okazał się zbyt oporny.
20206:  A co, masz ochotę na małą partyjkę?
20210:  Tak!
20211:  Ażebyś wiedział... Co jest lepsze od rozmowy z... Z Lambertem.
20217:  Gwin z Lambertem.
20219:  Uma może poczekać.
20220:  Oczywiście, że tak.
20226:  Oczywiście, że Scoia'tael.
20228:  Dobra, Lamberta musimy tak orżnąć,
20244:  Żeby nie było, że Krzysztof głosi teorie spiskowe, a Fazeria Era teraz pisze, że jeden z instytutów pan wywoził cichaczom książki na śmietnik po nocy, bo już nigdzie nie chciały się zmieścić, a legalnie się pozbyć ich nie dało.
20256:  Widzicie, na tym polega problem, ponieważ można byłoby naprawdę dogadać się, moim zdaniem, pod stołem ze studentami i je po prostu przekazać.
20266:  Nie wierzę, że tego się nie da zrobić pod stołem, bo nie takie rzeczy robiłem pod stołem.
20270:  A już na pewno można zdigitalizować.
20284:  A, chytry Lambert, chytry.
20286:  Bierze sobie kartę szpiega.
20296:  Chytrzejszy Lambert.
20299:  Bierze sobie następną kartę szpiega.
20301:  Dobrze, mam nadzieję, że zagra wszystkie.
20306:  O Wiedźminie jest jeszcze książka, Wiedźmin.
20307:  Historia fenomenu.
20308:  Tak, znamy jej autora, zresztą Adama Flammę, przefantastyczny gość.
20312:  Bardzo się cieszę, że ją napisał i liczę na więcej.
20318:  Eee, eee, eee, eee.
20319:  Aaa, Lambert, ja już potrafię takie rzeczy, tak?
20327:  Ja... Bigomeza słusznie mi pisze, że jak się ma nadmiotową literaturę, to można oddać do biblioteki nawet czasopisma.
20332:  Ja tak robiłem przez jakiś czas.
20333:  Dostawałem... Jak prowadziłem jeszcze czasopismo Creatio Fantastica, to mieliśmy egzemplarze patronackie i recenzenckie i te, które mi zbywały, zawsze odnosiłem do biblioteki.
20341:  Wiecie, na czym polegał problem?
20344:  Biblioteki na Śląsku je przyjmowały.
20346:  Jak poszedłem do paru krakowskich, to nie chciały.
20351:  Była to fantastyka.
20355:  Ale Rajska przyjęła i jeszcze dali list z podziękowaniem, bardzo miły.
20371:  Absolutnie się zgadzam, że biblioteki powinny mieć obowiązek digitalizacji zbiorów, zwłaszcza biblioteki akademickie.
20377:  Absolutnie się zgadzam.
20379:  Mmm...
20382:  O, sprowokujmy w sumie Lamberta.
20387:  Czemu nie?
20394:  Et tu tris contra me?
20399:  Et tu tris contra me, naprawdę?
20402:  N-n-n-naprawdę?
20428:  Dziwne rzeczy się dzieją w tej rozgrywce.
20451:  Jaki chytry Lambert!
20459:  Dobra, ale i tak ma sześć kart tylko.
20466:  Wszystkie książki, które mi nie podpadły, zanoszę do biblioteki miejskiej, pisze Red Angel, nie chcę wyrzucać, pewnie nawet dziękuję, bo nowki raz czytane.
20473:  I super, to jest coś, co bardzo propsuje, absolutnie.
20479:  Natomiast mnie najbardziej z tego wszystkiego właśnie złości to, że ten kult książki, która jest niecyfrowa, sprawia, że, no właśnie, później jest handel w drugim obiegu i naprawdę, no na przykład takie perełki, które wydaje wydawnictwo magii, już nie sięgając do książek naukowych, o którychś dziku pisze, no to jest naprawdę gigantyczna suma później w Antekwariacie, gigantyczna.
20500:  Dobra, jakie mieliśmy karty, bo już zdążyłem zapomnieć.
20503:  A właśnie, wiedziałem, że mam kogoś wskrzesić, to znaczy szpiega.
20514:  Chociaż w sumie smok byłby dobry, ale zostawmy.
20522:  O tak, uwielbiam to zdanie.
20525:  Ta pozycja jest dostępna tylko stacjonarnie.
20527:  Ja jeszcze miałem drugi wariant, to znaczy jak chodziłem do Biblioteki Jagiellońskiej jeszcze, zanim miałem to straszne odkrycie w toalecie, o którym kiedyś opowiadałem, to wszystko było dostępne, ale w archiwum biblioteki.
20543:  do którego, żeby się dostać, trzeba było mieć... przesadzam oczywiście, ale no co najmniej złote pozwolenie od rektora.
20552:  Rytę w marmurze.
20562:  Zaraz zrobimy pożogę.
20572:  To jest ciekawe, bo zwykle jest to ten etap, kiedy przeciwnik nasz radosny kapituluje.
20581:  Ciekawe jestem, co się dzieje, jak się skończą karty.
20589:  Teraz kusi, pożoga i je użyje.
20598:  Aaaa!
20606:  Prosimy anegdotkę o odkryciu w toalecie.
20608:  Było wtedy, kiedy byłem dłużej w toalecie niż zazwyczaj w Bibliotece Jagiellońskiej i miałem okazję słyszeć trzask drzwi zamykanych od kibla i od toalety bez dźwięku odkręcanej wody i stwierdziłem od tego momentu, że nie chcę nigdy więcej być w Bibliotece Jagiellońskiej inaczej niż w kombinezonie ochronnym i w rękawiczkach.
20634:  Zaraz, nie pamiętam, jakie tutaj były karty.
20636:  To jest to, to jest właśnie klasyczny Krzysztof.
20639:  Nie wiem, czy ma większą sumę.
20642:  Ale chyba ma.
20645:  Tak.
20648:  Dobry wieczór, Anno Emilko.
20650:  Cieszę się, że wpadłaś na streama po pracy.
20652:  Najlepsza opcja, ale praca.
20655:  W soboty zawsze współczuję.
20659:  Anibal pisze, mnie ostatnio bibliotekarka powiedziała, że brak możliwości zamówienia książki jest dla naszej wygody.
20665:  UMC jest taki piękny, aha, no to oczywiście.
20670:  Oczywiście.
20677:  To przypomina takie urzędowe obwieszczenia, że dla państwa wygody oczywiście.
20684:  Zamykamy cztery toalety z pięciu dostępnych.
20697:  Gdzie macie opis tej karty?
20700:  Wieża na kółkach!
20702:  Czego to kurwa nie wymyślą?
20704:  Boże, nie umknęło mi to, to jest przepiękne!
20707:  Ha ha ha ha ha!
20712:  Zresztą Vernon Ross też ma dobry opis.
20716:  Przeciwnik spasował, dlatego że jest nędzny i śmieszny.
20721:  Przykro mi, Lambert, ale bardzo przegrałeś.
20725:  Przepraszam, powiedziałem, że mi jest przykro?
20728:  Tak naprawdę to nie.
20732:  Ponieważ to jest Lambert, to należy mu się, żeby potraktować go poważnie.
20741:  O tak.
20744:  O tak.
20752:  Nie, przepraszam.
20756:  Teraz.
20763:  Dobry wiersz Wiktorium.
20764:  Świetnie!
20765:  Gwińt starzy znajomi?
20779:  Ależ tych gwintowych poszukiwania.
20787:  Czemu nie widzę tego questu?
20793:  Nie widzę go.
20798:  Therese!
20802:  Therese!
20810:  To wypada.
20814:  Wesemir?
20815:  Dobra.
20818:  Nie no, nie, nie, nie, nie Wesemir.
20822:  Hmm... Wesemir?
20827:  Przykro mi.
20835:  Przykro mi Wesemirze.
20839:  Ja wam dam Gountera.
20840:  Ja wam dam Gountera.
20853:  Yen zostaje, bo ma dobrą tą, dobrą zdolność.
20856:  Niestety Trinity nie ma zdolności, ale za to jest legendarna.
20863:  Wydaje mi się, że idę w złym kierunku i wydaje mi się, że to nie jest pierwszy raz.
20870:  Czy to jest ta...?
20871:  O, tak.
20874:  O, tak.
20876:  To jest klatka schodowa, z której spadłem największą liczbę razy w historii tej gry.
20880:  I tak, wliczam to wszystkie te przypadki, w których spadłem z klatki schodowej, jak widzieliście mnie do tej pory.
20889:  Na streamach.
20891:  Większą liczbę razy, otóż, spadłem z tych schodów.
20899:  Fazeria pisze, że nienawidzi odwiedzać bibliotek.
20901:  To straszne miejsce.
20902:  Nawet nie wiecie, co czułem, jak musiałem iść po mapę do zbiorów kartograficznych.
20906:  Szlag by to trafił!
20912:  Ja myślę, że a Fazerio mogłaś czuć to, co Yennefer teraz wyraziła.
20921:  Cholerny kryształ!
20923:  Postanowiłaś nas wysadzić?
20925:  Geralt, nie jestem w nastroju na żarty, zwłaszcza słabe.
20933:  Chcesz się wyżyć?
20934:  Proszę bardzo, ale nie na mnie.
20936:  Nie wiem, wyrzuć łóżko na dziedziniec czy coś.
20942:  Widzę, że jednak idziemy w stronę słabych żartów.
20944:  Możemy porozmawiać na poważnie, jeśli wolisz.
20949:  Aż tak przeżywasz tris, że musisz się mścić na sprzętach domowych?
20952:  Ciesz się, że nie mszczę się inaczej.
20955:  Wiesz co?
20956:  Skończmy tę rozmowę, zanim powiem coś, czego będę potem żałować.
20960:  Ale z chęcią posłucham, co też masz do powiedzenia.
20968:  Naprawdę?
20969:  No to słuchaj.
20971:  Pieprzyłeś moją najlepszą przyjaciółkę.
20974:  Rok z opłaty.
20976:  Nie wiem, co na to kodeks wiedźmiński, ale wśród zwykłych ludzi to uchodzi zanikczemność, podłość i świństwo.
20983:  Staram się o tym nie myśleć, ale to głupie łóżko mi w tym przeszkadzało.
20988:  I tyle.
20993:  Trzecie, trzecie jest, trzecie jest tak bardzo męskie.
21001:  Tak, absolutnie.
21005:  Ja zawsze tracę pamięć.
21027:  Rzeczywiście nie jest w tym nastroju.
21032:  Gdyby Yen rzeczywiście chciała nas wkurwić, to przeteleportowałaby nas do Leża Wilków.
21040:  Tak kończy Niedomak.
21042:  To prawda.
21044:  To prawda.
21047:  O Boże, piękne.
21048:  Nie miałem tego.
21053:  Ale bezczelne!
21054:  My musimy rzeczywiście wrócić do Yen!
21061:  Ale złośliwe.
21068:  Nie no, jak Yen by nas wpakowała w ogień, to wyszlibyśmy tylko... Wiecie, silniejsi.
21076:  Nie powiedział Malekith.
21082:  A swoją drogą to była podobno podpucha z tym rytuałem przejścia w ogniu, przez ogień dla króla Feniksa w Warhammerze.
21095:  Mogła wyrzucić na Skellige, o tak!
21098:  To prawda.
21099:  Na Skellige, pośrodku Watahy, pięciuset wilków.
21104:  Warto było, to prawda.
21111:  Ale my jesteśmy sprytni.
21113:  And through the sheer power of horse riding wrócimy.
21123:  Czy ja właśnie powiedziałem o...
21127:  Może... Dziękuję, Płotko.
21130:  Ja staram się tutaj dowartościować cię w mojej narracji, a ty zachowujesz się jak ostatnia habeta bez zdolności do nawigowania i mówi to ktoś, kto nie umie nawigować w ogóle.
21148:  Płot... Płotka nie umie otwierać drzwi.
21166:  Próba ognia, tak, była pod puchą podobno.
21169:  To jest coś, co odkrył Malekith.
21173:  Dlatego też miał takiego bifa z wysokimi elfami.
21176:  To jest kolejne kłamstwo, które byli karmieni wszyscy.
21182:  Po prostu na królów Feniksów, ci, których mieli odrodzić się jak Feniks w ołtarzu na Ulfuanie, nakładano zaklęcie ochronne, nie?
21191:  Standard.
21192:  A na Malekitha nie nałożono tego zaklęcia i dlatego wyszedł on,
21202:  Tak, pewien Lord Sithów.
21207:  Geralt!
21209:  Trzymaj się, Alexander, do zobaczenia!
21210:  Geralt!
21212:  Już!
21213:  Ledwo zipię!
21215:  Ale!
21215:  O!
21216:  O!
21216:  Wrócił!
21218:  Dobrze, ciekawe jestem, czy nawiążę do tego Yennefer.
21220:  O, Geralt!
21220:  Chciałbyś mi coś powiedzieć?
21227:  Ładny miałem stamtąd widok.
21229:  Może powinnam była cię teleportować tak z dwie mile wyżej.
21233:  Dopiero miałbyś panoramę.
21236:  No dobrze, to co mam zrobić?
21238:  Przede wszystkim pomóż Eskelowi i Lambertowi.
21241:  Jeden miał dla mnie zdobyć płyn rdzeniowy widłogona, drugi naładować filaktery motorywiałów i efektów jakoś nie widać.
21248:  Już to załatwiłem.
21249:  O proszę, jaka proaktywna postawa.
21253:  No to został jeszcze drobiazg.
21256:  Jak widziałeś, mój megaskop szwankuje w dość spektakularny sposób.
21261:  Gdzieś niedaleko musi być źródło energii, które zakłóca pracę kryształów.
21266:  Trzeba je dezaktywować.
21268:  I to szybko.
21269:  Muszę pilnie z kimś porozmawiać.
21273:  Jen przestań być mędą.
21276:  Naprawdę?
21277:  Czego oczekujecie?
21278:  Usiłuję sprawdzić, ile mam godzin w wieśku, ale to na tym, na Steamie.
21283:  Nie, nie jest tego wiele.
21286:  300?
21286:  Myślałem, że mam więcej.
21290:  A, wiem dlaczego.
21292:  Bo to jest dla wersji Game of the Year.
21295:  Okej.
21296:  Za pomocą tego potestyzatora.
21302:  Potestyzatora?
21304:  Brzmi skomplikowanie.
21306:  Ale działa bardzo prosto.
21308:  Trzymaj go mocno i nim poruszaj.
21310:  Im głośniej piszczy, tym lepiej ci idzie.
21315:  Bez takich żartów.
21316:  Bardzo proszę.
21318:  No, leć już.
21324:  Musimy coś zrobić z tymi białymi kozaczkami Geralta.
21328:  Odkryj co zakłóca pracę Megastylskopu posługując się potestyzatorem.
21333:  Nie wiem dlaczego Geraltowi sprawiało to trudność, ale wiem co mnie będzie sprawiało trudność, to znaczy w jaki sposób wyekwipować potestyzator.
21345:  Potestyzator jest wyekwipowany.
21351:  Tutaj nic nie czuć.
21353:  No to dupa.
21356:  Nie no, kozaczki Geralta są przepiękne, ponieważ tworzą taką ładną klamrę z jego włosami.
