Mass Effect 2 LEGENDARY EDITION Livestream #6
🔗 https://www.youtube.com/watch?v=6JDIAX6eEPk

2:  Mass Effect 2.
14362:  Spodziewałem się, że mogłabym zrobić coś lepszego samemu.
14365:  Przynajmniej nie jest ciężko znaleźć kryminałów tutaj.
14368:  Wszystko, co muszę zrobić, jest zbyt trudne.
14370:  Miałam minutę, by wyrzucić każdą ograniczoną organizację w systemach Terminus.
14375:  To nie było łatwe.
14376:  Naprawdę musiałem się na to skupić.
14378:  Jestem zaskoczony, że zgrali się na mnie.
14380:  Muszą naprawdę mnie nienawidzić.
14382:  Od kiedy zacząłeś nazywać się Archangelem?
14384:  To tylko nazwa, którą mi dają lokalne za... wszystkie moje dobre działania.
14394:  Nie dziękuję za to, ale proszę... To tylko... Nieprawda.
14396:  Jeśli bym chciał zrobić więcej, niż zabrać twoje ośrodki, to bym to zrobił.
14405:  No, ale rzeczywiście ten design Turian jest niesamowity.
14408:  No, przychylam się.
14411:  Bardzo oryginalny.
14413:  To jest ten sam kazus.
14414:  Umberto Eco kiedyś miał takie ciekawe spostrzeżenie w historii brzydoty, że Yoda jest brzydki obiektywnie, ale jest tak zaprezentowany od strony narracyjnej, że przestaje mieć znaczenie to, że my kojarzymy te części ciała czy taki kształt właśnie z czymś, co jest straszne czy obrzydliwe.
14429:  Hmm.
14432:  I podobnie jest z tymi... nie wiem, jak to się fachowo nazywa, ale... dziwnymi częściami żuchwy Turianina.
14440:  Czy Turian w ogóle.
14442:  No głos jest nieziemski, absolutnie.
14447:  Dobrze, że ułatwiłem swoje życie, wyrzucając tych błyskawicznych idiotów do skopu.
14452:  Ale... działa w obu stronach.
14453:  Zabiją nas, jeśli próbujemy wyjść w ten sposób.
14456:  Mało zmodyfikowany, a to ciekawe.
14458:  Muszę posłuchać oryginalnego aktora.
14467:  Zostawimy to miejsce, czekamy na krak i ich defensy.
14470:  Zabieramy nasze szanse.
14471:  To nie jest idealny plan.
14473:  Ale to jest plan.
14475:  Jak sobie pozwoliłeś wziąć się do tej pozycji?
14478:  Moje uczucia zostały w drodze mojego lepszego decyzja.
14481:  To dłuższa historia.
14482:  Zrobię ci porządek.
14483:  Wyłóż mnie, jeśli jesteś żywy.
14484:  I powiem ci całą tą rzeczę.
14487:  Nie lubiłam się uciekać w jakiś sposób.
14488:  Cieszę się, że nie zmieniłeś się.
14494:  Hmm.
14494:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14495:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14497:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14498:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14500:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14501:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14503:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14504:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14507:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14510:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14511:  Wygląda na to, że ich drużyna infiltracji się zepsuła.
14513:  Wygl
14514:  Proszę, Garrus, tak się pracuje.
14541:  W ogóle co może zrobić... O proszę, Incinerate!
14550:  Co jeszcze może zrobić... Miranda, łop!
14567:  Czemu tylko nie mamy... Tego nie wiem.
14569:  A dobra, tam jest amunicja.
14578:  A, tam nie magia.
14578:  Magia najważniejsza!
14580:  Najlepsza!
14585:  Miranda, łop!
14586:  A, haha!
14594:  Dobrze.
14599:  Nasza potężna magia.
14604:  Dobra, musimy sobie ten skill Mirandy tutaj dodać, bo mnie denerwuje, że go... Co się dzieje?
14611:  Dlaczego?
14613:  Zdają mi się rzeczy, których nie chcę dodać, to nie wiem.
14625:  Chcę...
14628:  Nie chcę tego, chcę... O właśnie, to chcę.
14640:  Cóż to za skandal?
14648:  Ktoś nas tutaj próbuje zaatakować?
14650:  Nie.
14651:  To dobrze.
14666:  Potrzebuję pomocy!
14667:  Będę tam.
14702:  Magia!
14703:  Dziękuję.
14709:  Dobrze.
14714:  Myślę, że trzeba wrócić do Garusa.
14716:  Chociaż... O nie, tu jest sejf jeszcze.
14728:  Getty z rakietnicami to jest absolutny skandal.
14738:  O nie, mechy.
14744:  Dużo towaru powiadacie?
14745:  Dobra.
14747:  Nie zostanie zignorowany.
14755:  Gdzie jest ten hendożony?
14758:  Mech.
14760:  Tu jest kędożony mech.
14762:  Bardzo proszę o wyładowanie.
14765:  Dziękuję.
14767:  Bardzo proszę o... Łop.
14784:  Proszę patrzeć na czat.
14785:  To jest hakowany mech, będzie walczył...
14788:  A. Dziękuję.
14793:  Zapomniałem, że jest zhakowany!
14797:  Dobrze, niech walczy.
14807:  Po prostu Yennefer chciała wyrównać warunki... rachunki.
14813:  I szanse.
14827:  Nie da się patrzeć na czat w trakcie straszliwej walki, co w tym miejscu oznacza w trakcie rozpaczliwego uciekania naszą maginią.
14838:  Ha!
14839:  Ha!
14839:  Ha!
14840:  Proszę bardzo, nie potrzebujemy żadnych mechów.
14855:  Proszę, nawet Jareda zabiliśmy.
14860:  W tak zwanym międzyczasie... Dobrze, return to Garrus, to w takim razie teraz zrobimy wielkie zbieranie amunicji i przeczesywanie tego terenu.
14873:  Oczywiście, że biotyka w Mass Effect 2 jest najlepsza.
14875:  Niby dlaczego jesteśmy adeptem?
14879:  Dobrze.
14882:  Mamy wszystek broń.
14887:  Cicho, Garus, ja tutaj lutuję.
14891:  Chat twierdzi, że jest tutaj mnóstwo rzeczy do zlutowania.
14894:  Ja nie widzę absolutnie nic, ale to nie jest dziwne, bo ja nigdy nic nie widzę.
14899:  Tu coś zauważyłem przez moment.
14901:  Nie, tu są wyłącznie trupy.
14903:  Niestety trupów nie da się zlutować w takiej liczbie.
14906:  O, o, o, do, egzamin.
14909:  Aha.
14913:  Dobrze, jest medkit.
14920:  Omnitool!
14926:  Przyznaję, bo w imieniu Komitetu do Spraw Integracji, podczas wspólnego uczuwania przy Radzie Delegatów Anarchosyndykalistycznego Kolektywu Diabłotasmanii, diabłów tasmańskich, oficjalnie wnoszę o dodanie emojis bana.
14945:  Żebym ja tylko mógł dodawać emojis, to dopiero byłoby.
14950:  To się zdaje się da zrobić, ale to trzeba sprzęgnąć z jakimś programem wspierania kanału, jeszcze tego nie zdałem zresearchować.
14960:  Dobrze.
14961:  Foodlocal, search, 2000 kredytów.
14964:  Przyznaję, przyznaję, jest dobry lód, jest soczysty lód.
14976:  Ja już jestem naczelnym dbanem, absolutnie.
14979:  Wszystkie tytuły, które są związane z byciem naczelnym czegokolwiek ja biorę, niezależnie od tego z czym się wiążą.
14985:  Hmm.
14988:  Zobaczcie, co tu się dzieje.
14990:  On wysyłał Taniadizo przez całą przestrzeń Cytadela.
14993:  Część składników, które widzę na CSEC, przychodzi z jego drużyny na Omega.
14997:  Wcześniej wysłałem wielki wysyłek.
14999:  Nie byłem zaskoczony, że zdecydował się pracować z innymi Mercami po tym.
15003:  Wciąż mamy blokadę i białe słońce.
15006:  Myślę, że możemy się spocząć.
15008:  Może.
15008:  Zainformowali drugą stronę mocno, ale jeszcze nie przechodzą na bramę.
15014:  Co to było?
15018:  Dobrze.
15018:  Wędrujemy zatem.
15020:  Na wszelki wypadek zapiszę, mam złe przeczucia.
15052:  Ach, czemuż tu nie można zaskakiwać?
15059:  A cóż to za... A cóż to za rozpacz, Bayo Yayo?
15063:  Co za histeria wręcz.
15065:  Wszystko dzieje się paroprawnie i właściwie i zgodnie z planem.
15068:  Przypominam, że to nie jest Valorant, na szczęście.
15078:  Tylko pytanie, gdzie są wyurzeczone shutters?
15083:  Gro chce wiedzieć, gdzie mam iść.
15085:  Oczywiście gra mi tego nie mówi.
15093:  Nic.
15100:  Błagam, objective na mapie.
15103:  Jeden prosty objective na mapie.
15111:  Dobrze, Medical Station.
15121:  Ja absolutnie nie gram w Valoranta.
15124:  Ja nie gram w żadne gry, w których się strzela do przeciwników, którzy wybuchają w morze konfettich i numerków.
15131:  To jest tak odrażające, że nie jestem w stanie sobie wyobrazić czegoś gorszego.
15137:  Nie, przepraszam, maraton czytania Olgi Tokarczuk byłby minimalnie gorszy.
15141:  Ale minimalnie.
15149:  Cóż tu się dzieje?
15158:  Proszę bardzo, jesteśmy potężni.
15170:  Okej, potrzebujemy, żeby ktokolwiek cokolwiek zrobił.
15176:  Pięknie.
15178:  NIE!
15179:  NIE!
15185:  Dobrze, że jest autosave.
15187:  Gruć dostała zdecydowanie obstrukcji.
15194:  Dobrze, że tu jest ten system autosave'u, bo bym jajo zniosł.
15202:  Czemu ludzi popierdoliło na ulicy?
15204:  Jak zwykle jestem nie na bieżąco.
15211:  I teraz proszę bardzo użyć wszystkich zdolności.
15215:  O, pięknie.
15221:  Pięknie.
15221:  No.
15238:  Ale czemu wy tam idziecie?
15240:  Nie powinniście tam iść, moim zdaniem.
15263:  Proszę zanihilować tamtego przeciwnika, dziękuję uprzejmie, Mirando.
15279:  Wszyscy chcą atakować naszą biedną Yen Shepard, wszyscy.
15296:  Dobrze.
15304:  O nie, o nie, o nie, o nie, o nie.
15320:  Oh, come on!
15331:  Chowamy się, chowamy się, chowamy się, zdecydowanie się chowamy.
15337:  Tak, Garusie, chcemy wszystko zamknąć, tylko... Ojej, sygnały życiowe zanikają, to nie jest dobra informacja.
15349:  Seal shutter.
15357:  Pięknie.
15361:  Tak!
15367:  Biegniemy najszybciej jak umiemy, ale niestety to nie jest coś, co by umiała Yennefer.
15376:  Witam również serdecznie.
15379:  Walczymy!
15380:  Walczymy mężnie razem z Garrusem, którego właśnie spotkaliśmy.
15386:  Cztery.
15394:  Dobra.
15395:  Potrzebuję wielkiego wybuchu.
15398:  Ale może... Może nie, nie... Dlaczego ten wybuch w nas przywalił, to nie wiem.
15405:  Dobrze.
15406:  Miranda.
15407:  Ło.
15408:  Dziękuję.
15426:  Jakim prawem byliśmy za osłoną?
15429:  Cóż za skandal.
15431:  O nie.
15435:  Mam nadzieję, że to jest tu... Tak, to jest tutaj.
15438:  Błędem było.
15442:  Niekorzystanie z umiejętności magicznych.
15445:  I nie wysłanie naszych nędznych sojuszników naprzód.
15451:  Właśnie tak to ma wyglądać.
15453:  Do nich macie strzelać, nie do mnie.
15459:  Tyle przyszło z używania osłon.
15464:  Zanik sygnałów życiowych brzmi jak moje interakcje społeczne, odkąd przez pana kupiłem legendarkę Mass Effecta.
15469:  Bardzo dobrze, interakcje społeczne są przereklamowane.
15482:  O, come on!
15485:  Come on!
15508:  To, co tu się dzieje, to jest coś nieprawdopodobnego.
15514:  Bardzo dobrze, tak.
15517:  Cóż to się stało?
15531:  To był pierwszy hard crash tego streamu.
15534:  Jednak to jest gra EA, nie zapominajmy o tym.
15543:  Ups.
15548:  Dobra.
15552:  Mam nadzieję, że... Mam nadzieję, że przywrócone.
15555:  Tak, powinno być przywrócone.
15559:  Nie ma jak hardcrasher, jeżeli... Mam nadzieję, że jest już wszystko.
15564:  Jest pewne opóźnienie, ale... Jej nie byłoby sobą, gdyby nie spierdzieliło czegoś.
15577:  Cztery.
15580:  Come on!
15591:  To dobrze, że hula, to dobrze, że hula.
15594:  Praktyka wcześniejsza była słuszna.
15600:  Muszę powiedzieć, że ten system osłon zaczyna mnie rozindyczać.
15613:  Dobra.
15616:  Jest.
15620:  Proszę bardzo, macie się wysforować przede mnie.
15623:  Tak!
15626:  Bardzo dobrze, bardzo dobrze!
15629:  Matrix siada.
15638:  No i właśnie, teraz poproszę, o właśnie.
15643:  Macie się wysforować tutaj, bardzo proszę, o, o, o. Zdenerwowałem się i to bardzo.
15664:  Come on!
15666:  Unity.
15671:  O... Tak, teraz mogę zrozumieć, że można woleć Vanguarda zdecydowanie, ale czego się nie robi dla roleplayu?
15687:  To jest niesamowite, bo te osłony raz działają, a raz nie.
15693:  Okej.
15694:  Tu jest ten emergency shutdown, idziemy do tego natychmiast.
15700:  Chodźcie z nami!
15701:  Aaaa, zniszczyliście ich do śmieci!
15713:  Chodźcie z nami!
15714:  Chodźcie z nami!
15714:  Chodźcie z nami!
15715:  Chodźcie z nami!
15733:  No, bardzo dobrze.
15740:  Jeszcze?
15742:  Bo przecież mało było walki!
15747:  Sześć.
15752:  O nie.
15759:  Okej, trzeba do tego podejść taktycznie.
15768:  Pięknie.
15775:  O nie, o nie, o nie.
15782:  Czy ktoś nas tutaj usił jeszcze atakować, czy nie?
15784:  Nie, na razie nie.
15789:  Ja, ja jeszcze jestem bardzo daleko od Rage Quitu.
15794:  Bardzo daleko.
15799:  O nie, o nie.
15801:  Pusty, głupi kroganin.
15805:  Zniszczony.
15812:  Ooo, ktoś oberwał, tak?
15815:  Zostaw Garusa.
15818:  Dlaczego...
15832:  Czemu nie ma tutaj Mirandy?
15835:  Czemu nie ma tutaj moich sojuszników?
15843:  Cztery.
15848:  O właśnie, o właśnie.
15854:  Garus ledwo zipie.
15859:  Dobrze.
15860:  Dobrze.
15865:  Czy w Legendary Edition poprawili zakończenie trylogii?
15873:  I hope so, mam nadzieję.
15898:  O nie.
15898:  Gdzie?
15899:  Okej, interesuje mnie to, gdzie oni się pojawią.
15902:  A, tutaj się pojawiają, dobrze.
15935:  Bardzo dobrze.
15937:  Zostaw Garusa.
15940:  Czy my coś możemy zrobić?
15942:  Nope, nie możemy.
15948:  Jakim cudem i skąd?
15951:  Cóż za skandal.
15956:  Niewątpliwie pomoże to, jeżeli będę wiedział skąd się pojawiają, to na pewno pomoże.
15964:  W nią trzeba wszystkim walnąć teraz, absolutnie wszystkim, naraz.
15969:  Tak!
15978:  Tak!
15980:  Tak!
15987:  Proszę bardzo.
15989:  To jest potęga magii.
15992:  Zakończenia dalej kretyńskie?
15994:  Uuu, niedobrze.
15996:  O, to jest dziwne.
15998:  Miałem nadzieję, że przynajmniej naprawili te... Ground floor.
16004:  Miałem nadzieję, że przynajmniej naprawili te cutsceny, które się pojawiły pod sam koniec.
16012:  Garus, nie na... Nie narażaj się, twoje...
16021:  Tchórzliwi, tchórzliwi sojusznicy.
16026:  Kto w nas strzela i dlaczego akurat w nas?
16037:  Podpalić.
16037:  Tak, tak, łatwo rzec.
16039:  Gorzej, jeżeli moi sojusznicy są na drugim krańcu ziemi.
16046:  No właśnie.
16047:  Cztery.
16053:  Come on!
16059:  Sześć.
16060:  Jest?
16063:  Dobrze.
16078:  Magia stała się zdecydowanie przyjemniejsza, absolutnie.
16082:  Dobrze jest zrobić jak najszybciej misję lejalnościową Kasumi, tam się zdobywa bardzo dobry pistolet maszynowy.
16088:  Nie używamy pistoletów maszynowych tutaj.
16091:  O nie, w sumie pistolet maszynowy mógłby być rzeczywiście dobry.
16099:  Ej, zostaw Garusa!
16108:  Trzeba było jednak renegacić.
16112:  Cztery.
16114:  Dlaczego Miranda zginęła?
16116:  Dlaczego Miranda jest głupia?
16126:  O Boże.
16138:  Potrzebujemy Unity i to tak w trybie Now.
16145:  No, to nie będzie łatwe.
16146:  Musimy się przełączyć na ten drugi pistolet, podejrzewam.
16151:  Powiedziałem, musimy się przełączyć na ten drugi pistolet, podejrzewam.
16158:  Come on!
16163:  Ciężko obronią?
16164:  Ty, ja mam tylko granatnik.
16169:  Okej, to była racja.
16174:  O nie!
16177:  Wiedziałem.
16191:  I jak zawsze... Cztery.
16206:  No i masz ci los co teraz.
16209:  Powinniśmy tutaj mieć mnóstwo amunicji leżącej wszędzie i tego nie ma oczywiście.
16213:  Chyba, że to jest amunicja do tego granatnika.
16228:  Podpalić.
16231:  Podpalić, natychmiast podpalić.
16242:  Come on!
16251:  Tak, tak, to jest ostatnia dzisiaj misja.
16274:  Ruszamy cię, Garrus.
16304:  Captain Claw!
16306:  Znam tę platformówkę, tak.
16312:  Absolutnie by się tutaj przydała ciężka broń Gwardii Imperialnej.
16315:  Generalnie by się przydało tutaj parę różnych fantastycznych rozwiązań z Warhammera 40.
16319:  Nie do wiary.
16333:  Jutro atomowiska, Venio, tak!
16336:  Gramy Ikitem Claw i wyruszamy ze Skavenblight, żeby wypuszczać maksymalną liczbę atomówek na wszystkich.
16344:  To będzie relaks.
16345:  Garus!
16346:  Nikt mi nie dałby widzenia.
16349:  Jak źle jest?
16362:  Piękne.
16363:  Jacob jak zwykle włazi dup.
16388:  Szczerze mówiąc, bardziej się o Ciebie martwię.
16390:  Cerberus Shepard.
16392:  Pamiętasz te szkodliwe eksperymenty, które oni robili?
16394:  W tej chwili są w niepotrzebnym strachu.
16398:  Potrzebuję ich zasobów, by to zrobić.
16401:  Jestem w porządku, kiedy potrzebujesz mnie, Shepard.
16403:  Zatrzymam się i zobaczę, co mogę zrobić z aktywnymi bateriami.
16414:  Proszę bardzo, jest mnóstwo researchu odblokowanego.
16418:  To jest cudowna wiadomość.
16424:  Czy możemy porozmawiać z Mordlinem?
16431:  O, jakie piękne.
16439:  To byłby epicki crossover, żniwiarze wychodzą z przekaźnika, masa, tutaj grupa bojowa Marynarki Imperialnej mówi, trafiliście do niewłaściwej okolicy, przebrzydli ksenosi.
16448:  Co zrobiła grupa specjalna z Kroganem Genofagem?
16452:  Przeczytała najpierw, jak mówiłam, ale odkryła zaskakujące dane.
16457:  Populacja Krogana wzrosła na szybciej niż oczekiwała.
16459:  Krogana adaptowała się do Genofagem, wywołując chorobę.
16469:  Czy Krogan się rozwijał, czy nie?
16471:  Czy jakiś z swoich naukowców stworzył lekarstwo?
16474:  Naukowcy Krogana?
16475:  Nigdy nie spotkałem naukowców Krogana.
16477:  Nie.
16477:  Naturalna ewolucja.
16479:  Fizjologia Krogana niesamowita.
16481:  Redundancja organów, systemy wspierające, regeneracja celu.
16485:  Genofage, jak każdy inny naturalny hazard.
16489:  Krogan się rozwijał.
16499:  Może po prostu mieli szczęśliwe lata.
16501:  Proszę, Shepard.
16503:  Sojuszne i środowiskowe problemy zareagowały na tym, że to nie był przedszkolny.
16506:  Populacja spadła z powodu adaptacji do genofagii.
16509:  Nic innego nie było możliwe.
16510:  Co twoja drużyna robiła, kiedy... Osobiście prowadziła drużynę naukową.
16514:  Genetycy, chemieci, socjologi, matematycy stworzyli nową wersję genofagii.
16519:  Wyłonili ją na Tuchanka i inne miejsca centryczne do Krogana.
16521:  Zrestabilizowali populację Krogana.
16525:  Jak wypracowałeś zmodyfikowaną genofagę?
16526:  Kowert, drogi, szpitali, centrum klanu... Kolejna drużyna została załatwiona kilka razy.
16529:  Trzeba było walczyć wolno.
16530:  Błyskawiczne.
16530:  Lepiej, gdy są południowe.
16531:  Jeśli Krogani są tak niebezpieczne, dlaczego nie sterylizować ich?
16544:  Był krogancki naukowiec w Jedence, to prawda.
16547:  Krogan jako cała, zręczna modyfikacja genyfażu, ubezpieczona galakcją, pozwalał Kroganowi przetrwać.
16554:  Wszyscy wygrali.
16554:  Dobra dla nas, dobra dla nich.
