Mass Effect EDYCJA LEGENDARNA — Livestream
🔗 https://www.youtube.com/watch?v=fxSlrdEm6LY

3:  Witaj się na streamie.
20199:  Ale zapomniałam, że ona ma taki seksowny głos.
20204:  Pamiętam tylko niezręczne podrygi Sheparda w Cetadeli DLC do trójki.
20208:  No, było coś takiego.
20211:  Doktor, to są oni?
20217:  To, w czym jestem, jest urządzeniem bezpieczeństwa Profean.
20220:  Nie mogę się ruszać, więc muszę, żebyś mnie stworzyła, w porządku?
20225:  Nie muszę, żebyś mnie stworzyła, w porządku?
20227:  Nie muszę, żebyś mnie stworzyła, w porządku?
20228:  Nie muszę, żebyś mnie stworzyła, w porządku?
20229:  Nie muszę, żebyś mnie stworzyła, w porządku?
20230:  Nie muszę, żebyś mnie stworzyła, w porządku?
20232:  Nie muszę, żebyś mnie stworzyła, w porządku?
20233:  Nie muszę, żebyś mnie stworzyła, w porządku?
20234:  Nie muszę, żebyś mnie stworzyła, w porządku?
20236:  Nie muszę, żebyś mnie stworzyła, w porządku?
20239:  Nie muszę, żebyś mnie stworzyła, w porządku?
20242:  Nie muszę, żebyś mnie stworzyła,
20252:  Co to jest to Veil?
20253:  To jest... Czy wiem, że to jest zasłona, nie?
20255:  Ale... Rozumiem, że to jest... ten containment, ee... Quarian, prawda?
20267:  A, okej, to już było, przepraszam.
20279:  What can we do?
20282:  Dobra, nie będziemy wredni.
20294:  Hej, ja też mam kroganina, spokojnie!
20299:  Dostaliśmy mnóstwo doświadczenia, co w tym miejscu oznacza, że nie tak wiele bym chciał.
20307:  Laser?
20309:  O nie!
20312:  Ja lubię jak jest laser, ale po mojej stronie.
20323:  Spokojnie, sześć.
20330:  Udało się.
20332:  Ten kroganin będzie po uratowaniu Lyary dopiero, dobrze.
20338:  Ale czemu ona zdejmuje sobie sama osłonę?
20341:  To jest głupie.
20343:  Oswojony kroganinie, idź i ściągnij na siebie ogień.
20350:  Ja jestem... Ja jestem odważny inaczej.
20362:  Dobra, ósemka i napierdzielamy.
20377:  Aż jestem zdumiony, że to przetrwałem.
20381:  Dobra.
20383:  Laser będzie potrzebny do zrobienia dziur.
20385:  Okej, czyli to nie będzie laser, który będzie we mnie napieprzać, bo to jest dobra informacja.
20389:  Okej.
20391:  Co tutaj było?
20393:  Aaa, okej.
20393:  Uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
20422:  Moja metoda prób i błędów jak raz zadziałała szybko.
20428:  Czy tam jest coś?
20429:  Ja sprawdzę na wszelki wypadek, bo tam mogą być jakieś fajne rzeczy do zlutowania, bo inaczej level designerzy by tego tak nie zaprojektowali.
20437:  Panowie level designerzy, nie zawiedźcie mnie.
20440:  Bardzo się cieszę z tego powodu.
20446:  Zaczynam być coraz lepszy w tę minigrę.
20450:  Natomiast muszę powiedzieć, że w dalszym ciągu najlepsza minigra, jaką znam do hakowania, to jest, sorry, ale Deus Ex Human Revolution.
20460:  Tam było to pięknie zrobione, aż mi się chciało, aż mi się chciało ulepszać kolejne poziomy hakowania.
20467:  Nie wiem, może też dlatego, że tam był po prostu wykorzystany system plików i ścieżek do nich i to było bardzo intuicyjne i przypominało to realnie to, jak można sobie wyobrażać hakowanie, a przepuszczanie czerwonego kwadracika lub trójkącika dalej, to nie jest coś, co by mnie ekscytowało przesadnie.
20487:  Dobrze.
20489:  Zacznijmy.
20537:  Technicznie na samym początku Vader miał podobne problemy z mocą jak tutaj ma szep z biotyką.
20542:  To dobrze, to dobrze.
20545:  To boostuje ego.
20548:  Ale w ogóle, na pewno o tym słyszeliście, ale jest taka mega teoria dotycząca tego właśnie, że tak naprawdę Szef Palpatine mógł uzdrowić Vadera bez żadnych problemów, ale celowo go wpakował w ten siód, żeby on zawsze był za nim od kilka kroków i nie był potężny.
20567:  Dlatego Vador na przykład się ćwiczył w tym, że zdejmował hełm, żeby oddychać bez niego i tak dalej, i tak dalej.
20579:  No, Tali w ogóle jest 10 na 10.
20587:  Layala mi zawsze przypominała... wszystkie upominające mnie nauczycielki.
20594:  Strasznie przemądrzała.
20599:  Tak.
20600:  ETA.
20600:  Boże.
20600:  Estimated time of arrival.
20605:  Jak ja nie znoszę akronimów.
20606:  F5, F5, F5, F5, F5, F5, F5, F5, F5, F5.
20608:  F5.
20609:  F5.
20629:  Znowu jest ta awkward silence, gdzie oni stoją... Rex obczaja talii.
20639:  Mak zależny od Palpatina, dokładnie.
20640:  Właśnie do mnie dotarło, że nigdy w Mass Effect nie walczyliśmy z Quarianami.
20642:  No, no, tak, tak, tak.
20644:  I bardzo dobrze.
20645:  Chociaż... Nie, nie.
20647:  Nie ma chyba żadnej misji w trójce przeciwko nim.
20652:  Battlemaster?
20654:  Ehehehehe.
20657:  Użyłem wszystkich swoich broni naraz.
20659:  Sześć.
20688:  Tali, idiotko, tutaj.
20692:  Tali, chowaj się.
20695:  Co ona wyprawia?
20702:  Dobrze.
20707:  To było dziwne.
20712:  Battle Master?
20714:  To miało być Battle Master?
20717:  Chyba Battle Mistress.
20728:  To był zdecydowanie zły moment na szydzenie z przeciwników.
20732:  Łoł, łoł, łoł, łoł, łoł, łoł.
20742:  Osiem.
20752:  Dobrze.
20755:  Gdzie tu byli snajperzy?
20759:  Tu mnie jakoś w ogóle umknęło.
20761:  Dobra.
20762:  Spróbujmy podejścia taktycznego.
20766:  Ehehehe.
20773:  Dobra.
20775:  Dobra, dobra, dobra, dobra.
20776:  Teraz robimy sobie boost i boom.
20781:  Ajajajaj.
20786:  Udało się.
20788:  W oryginale ta walka jest 10 razy trudniejsza.
20791:  W sensie są aż tak duże różnice między wersją oryginalną a obecną.
20797:  Ciekawe.
20802:  Zlagowało mi stream, ale to co po mojej stronie coś było.
20813:  Okej.
20818:  Boże, jakie to jest filmowe.
20822:  Ja naprawdę nie pamiętałem, że Mass Effect 1 jest aż tak... dobry, no, w sensie i fabularnym, i narracyjnym.
20831:  Jedyne co, to troszeczkę jeszcze czuć toporność sterowania, ale poza tym... A, moje komentarze były do rzeczy, które się dzieją z 8 minut temu, spoko, nie ma problemu.
20842:  Zbyt blisko, komendantze.
20844:  10 sekund więcej i byśmy śpiewali w górnym sulfurze.
20847:  Normandia nie jest skupiona na terenie eksplodujących balkanów.
20850:  Często rozgrzewają nasze sensory i uszkodzają nas.
20857:  Tylko dla przyszłości... Prawda?
20860:  Prawda?
20861:  Prawda?
20861:  Prawda?
20862:  Prawda?
20862:  Prawda?
20863:  Prawda?
20865:  Rozumiem.
20866:  Musi to być coś ludzkie.
20867:  Nie mam wielu doświadczeń w porównaniu się z twoją specją, komendant.
20872:  Ale jestem wdzięczna, że... Uwielbiasz mi żyć tam z powrotem.
20876:  I nie tylko z wulkanu.
20877:  Dziękuję za lekturę, doktor Tasani.
20880:  Co chce z tobą Saren?
20881:  Czy wiesz coś o Konduitu?
20882:  Tylko, że w jakiś sposób został połączony do ekstynkcji Prothean.
20885:  To jest moje prawdziwe miejsce doświadczenia.
20887:  Spędziłam ostatnie 50 lat próbując dowiedzieć się, co się z nimi stało.
20892:  W sumie, to jest jedna z nielicznych narracji fantastycznych, tak sobie uświadamiam, w której ludzie, którzy mają tytuł doktora, nie są antagonistami.
20899:  Bo tak normalnie, doktor Doom, doktor Octopus, doktor Strange nie, ale generalnie rzecz biorąc, bardzo często.
20907:  Magister w Wiedźminie, nie?
20909:  A tutaj proszę bardzo.
20912:  Just how old are you exactly?
20914:  Chciałabym powiedzieć, że jestem tylko 106 lat.
20916:  Cholera, mam nadzieję, że wyglądam tak dobrze, kiedy mam twoją wieczność.
20921:  Czas może wyglądać jak długi czas dla takiej krótkowczesnej specjaliści jak twojej.
20924:  Ale wśród Asarii nie sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę.
20929:  That is why my research has not received the attention it deserves.
20932:  Because of my youth, other Asari scholars tend to dismiss my theories on what happened to the proceeds.
20938:  Co do głosów Tali i Layary, no to po prostu jest mistrzowski voice acting.
20944:  I co więcej, to jest też, słuchajcie, to jest w dobrych pomieszczeniach nagrywane, ponieważ są odgłosy, które są na zewnątrz, które są w środku, nie naprawdę rewelacja absolutna.
20955:  Mam własną teorię, dlaczego Prothians zniszczyli.
20963:  Masz efekt co?
20964:  Jest zły doktor?
20965:  Benecja?
20965:  No tak, mam rację.
20968:  Ale generalnie proporcje są odwrócone zwykle, nie?
20970:  Popkulturze.
20975:  Profesor Moriarty, o. Aaa.
20991:  I to jest piękne.
20992:  Ta idea cykliczności w Mass Effect'cie jest pożyczona wprawdzie z kantyczki dla Lejbowica, Waltera Millera, ale rewelacyjnie jest zrobiona.
21010:  Poligony na twarzy Layary?
21012:  Muszę się przyjrzeć.
21014:  Prothians uciekli z jednego świata, aż ich Imperium przejechało całą galakcję.
21018:  Tak, nawet oni uciekli na górę z rogów, które przybyły przed nimi.
21023:  Jej największe osiągnięcia, masy relajów i Cytadela, są zbędne na technologii tych, którzy przybyli przed nimi.
21030:  I potem, tak jak wszystkie inne zapomniane cywilizacje przez całą historię galaktyki, Prothians zniszczyli się.
21034:  Zdecydowałam sobie życie na wymyśleniu naszego życia.
21036:  Byli zniszczone przez rzeszę maszyn sensualnych, Reapers.
21055:  The... The Reapers?
21056:  Ale nigdy nie słyszałam o nich.
21057:  Jak to wiesz?
21058:  Jakie dowody masz?
21059:  Był tam zniszczony Beacon Prothean na Eden Prime.
21063:  Zgromadził się w mojej głowie wizja.
21065:  Często próbuję wyjaśnić, co to wszystko oznacza.
21069:  Wizje?
21069:  Tak, to ma sens.
21071:  Beacons są zaprojektowane do transmisji informacji od razu w głowę posłuszeństwa.
21074:  Znalazł się jeden, który wciąż działa, to bardzo rzadko.
21079:  Nie zdaje się, że Geth atakowała Eden Prime.
21081:  Część zakupienia działającego bekona, nawet źle zniszczonego, jest wartościowa jakiejkolwiek ryzyko.
21087:  Ale bekony były tylko programowane do interakcji z fizjologią Prothean.
21092:  Cokolwiek informacje, które otrzymałeś, byłoby zrozumiałe, niebezpieczne.
21096:  Jestem... zaskoczona, że w ogóle mogłaś się z tym zrozumieć.
21100:  Lepszy mózg byłby całkowicie zniszczony przez ten proces.
21102:  Musisz być niesamowicie mocny, Wildkman.
21106:  Rzeczywiście jestem maginią.
21119:  Tak, Arc Liar jest absolutnie rewelacyjnym Mass Effect'cie i w ogóle ona mi się wydaje dość taką faworyzowaną postacią w tym sensie, że w jednym z zakończeń trójki to ona jakby jest narratorem.
21131:  Tym... no.
21135:  Nie wiem, dlaczego Saren chciał, żebyś uciekł z obrazu, ale myślę, że będziemy dużo lepsi, jeśli cię przywieziemy.
21141:  Dziękuję, komendant.
21142:  Saren może powrócić za mną.
21145:  Nie mogę pomyśleć o czymś bezpieczniejszym niż tutaj, na twoim samolocie.
21148:  I mój wiedział o Protheanach może być później użyteczny.
21150:  I jego biotyki będą w porządku, kiedy zaczyna się walka.
21158:  Dzień dobry, panie.
21160:  Dziękuję.
21160:  Jestem bardzo wdzięczna.
21162:  Uff... Boję się, że czuję się trochę błyskawiczna.
21167:  Kiedy ostatni raz się odpocząłeś?
21169:  Albo śpiłeś?
21171:  Pan Czokła powinien się na ciebie popatrzeć.
21173:  To chyba tylko mentalne procesy.
21175:  Współpracowałam z szokiem od odkrycia prawdziwej śmierci Protheana.
21178:  Potrzebuję czasu, by to wszystko przetestować.
21181:  Wciąż, nie mogłoby się to skończyć.
21183:  Wydaje mi się, że wodni są salarianie.
21186:  Czy mamy okazję zrozumieć wszystko?
21189:  Jesteśmy skończone, komandorze?
21191:  Możemy porozmawiać z powrotem, po tym jak zobaczymy doktora.
21195:  Zostałeś.
21195:  Rozpoczęte.
21195:  Prowadzimy raporty misji, komandorze.
21197:  Chcesz, żebym zapłacił Cię do Kancelarii?
21199:  Tak.
21199:  Zapłacę Cię, Jokarze.
21200:  Sprawiam link, komandorze.
21201:  Zobaczymy, Jokarze.
21203:  Rozumiem, że doktor Tassoni jest na Normandii.
21205:  Uważam, że bierzesz potrzebne propozycje bezpieczeństwa.
21212:  Nie mów mi, jak zrobić moją pracę.
21215:  Masz wolność działać tak, jak widzisz się, komendantze.
21217:  Nasza rola jest w sprawie wsparcia i rady.
21219:  To twoje, jeśli jesteś wystarczająco mądry do słuchania.
21223:  Liara jest na naszej stronie.
21225:  Gethry próbują jej zabić.
21227:  Benezio nigdy nie pozwoli Sarenowi zabić jej córkę.
21230:  Może, nie wie ona.
21235:  Albo może nie znamy jej.
21235:  Nigdy nie oczekiwaliśmy, że mogłaby się stworzyć traktat.
21238:  Przynajmniej misja była sukcesem.
21238:  Oprócz całkowitej zniszczenia dużej ruiny Prothean.
21240:  Czy to był naprawdę sukces?
21244:  Gethy spadały przez te ruiny.
21245:  Byliśmy szczęśliwi, że wyjechaliśmy żywymi.
21248:  Oczywiście, komendantze.
21249:  Misja zawsze musi wziąć priorytet.
21254:  Życzę szczęścia, komendantze.
21255:  Pamiętajcie, że wszyscy liczymy na was.
21262:  Tak, komendant?
21277:  Eee, on już nic więcej nam nie zaoferuje.
21280:  Skoczymy sobie do jokera.
21282:  Zawsze to jest miłe.
21283:  Kroganie wyewoluowali z jaszczurek.
21285:  No właśnie pytanie, czy... bo jaszczurki technicznie wyszły na ląd, nie?
21289:  Więc być może wtedy właśnie kroganie są tym gatunkiem wodnym.
21293:  Ciekawe pytanie.
21295:  Myślę, że jest o tym coś w lorebookach, albo może zaraz sprawdzimy w kodeksie.
21300:  Hehehehehe.
21305:  Jeśli zaprezentujemy Cię z medalem, będziesz siedział na scenie, słuchając, jak politycy robią wypowiedzi przez parę godzin.
21312:  To dobry pomysł.
21313:  Pewnie mi też zrobią szafę.
21314:  Spędziłem ostatnie siedem tygodni pracując nad tym dzieckiem.
21316:  Więc, komendant, powiedz mi, dlaczego naprawdę tu jesteś?
21324:  Aaa... Just want to talk, tego nie było.
21330:  O nie, było, przepraszam.
21334:  Dobra, dobra, dobra.
21337:  Personal history?
21342:  Dobra.
21346:  To jest ciekawe, że niby...
21349:  że niby nic się nowego nie dzieje, a tak naprawdę warto po Mornolmandii łazić po każdej misji, to zapamiętałem, że tam się po prostu dzieją nowe rzeczy i dostajemy furę doświadczenia z tego, wbrew pozorom.
21360:  W kodeksie, Kroganie.
21362:  Gdzie jest kodeks?
21363:  Kodeks jest tu.
21368:  Alliance.
21372:  Nie.
21373:  Alliance Extinct Races, absolutnie nie.
21377:  System Alliance.
21380:  Nie.
21382:  Szkoda, że nie można wyszukiwać.
21384:  Hmm.
21385:  Bring down the sky.
21386:  Nie.
21387:  Extinct Races.
21388:  Nie.
21389:  To powinien być Citadel and Galactic Government.
21391:  Wards.
21392:  Presidium.
21393:  Nie, nie, nie, nie, nie, nie, nie, nie, nie.
21396:  Nie.
21398:  Hmm.
21401:  A, tutaj jest, oczywiście.
21403:  Kroganie nie są... Nie ma nic o ewolucji, niestety.
21408:  Krogani byli brutalnymi, prymitywnymi...
21428:  Co więcej, nie przypominam sobie, żeby było tak, myślę, że właśnie, jeśli chodzi o wodę, zapamiętałem, że Salarianie... Warm-blooded amphibians, dokładnie, with a high-productive metabolism.
21446:  Swoją drogą, nie wiem, czy zauważyliście, ale w wersji poprzedniej Mass Effecta dolary przeciw orzechom, ale nie było tego voice-overa w kodeksie.
21458:  Wydaje mi się, że to dodali.
21461:  Robiłem kiedyś przykład właśnie z Mass Effecta do jakiejś prezentacji i nie było wtedy voice-overu.
21469:  Co się w mesie dzieje?
21470:  Kaidan?
21471:  Von.
21472:  Z tobą nie rozmawiam.
21479:  Replenish Mediagel, świetnie.
21482:  Doktor Chakwas.
21483:  Tak, komandant?
21484:  Czy jest coś, czego potrzebujesz?
21486:  Co?
21486:  Nie ma nic na temat Asarii?
21489:  W sensie na temat Layary?
21490:  Ale numer.
21491:  Layara!
21493:  Hej.
21498:  Główny kodeks miał voice-over?
21499:  Okej.
21500:  Czy przyjeżdżasz na mnie sprawdzić?
21505:  Wyglądasz dużo lepiej.
21506:  Jak się czujesz?
21506:  Doktor Chakwas zapewnia mi, że będę w porządku.
21508:  Jestem zainteresowana wiedzą o fizjologii Asarii.
21515:  Jesteś w dobrych rękach.
21516:  Doktor Chakwas wie, co robi.
21519:  Nigdy nie dziękuję ci za uratowanie mnie z Gathu, komendantze.
21521:  Gdybyś nie pojawił się... Cieszę się, że wytrzymaliśmy się w tym czasie.
21526:  Tak to i ja.
21528:  Wiem, że znalazłaś szansę, by mnie przyjechać na tym samolocie.
21532:  Widziałam, jak twoja drużyna patrzy na mnie.
21534:  Nie wierzą w mnie.
21535:  Nie jesteś jak Benezia.
21537:  Zrobię wszystko, żeby pomóc ci zatrzymać Saren.
21540:  Obiecuję.
21540:  Jesteśmy na rasistowskim statku, które nie lubi ras Xeno.
21546:  Ewidentnie, ewidentnie vibe Warhammerowski czuję.
21553:  Jeżeli mówimy o ewolucji, o kroganach, to wiadomo tylko, że to jest large reptilian bipeds.
21558:  Tak jest.
21559:  Bipeds, sorry.
21560:  I'd like to talk about you.
21561:  Mmm, tak.
21561:  Tell me about yourself, Liara.
21564:  I am afraid I am not very interesting, Commander.
21565:  I spend most of my time on remote digs.
21571:  You must get lonely.
21572:  ...buried in long-forgotten Prothean ruins.
21574:  Sounds dangerous.
21576:  And lonely.
21580:  Czasem rządziłam bezpośrednio z indywidualnymi formami życia, dopóki nie odwiedzała mnie do Artemisa Tau.
21585:  A co do soli... no, to jest jeden aspekt, który najbardziej mi się podobał.
21589:  Czasem muszę tylko uciekać od innych ludzi.
21592:  Nie lubisz innych ludzi?
21594:  Wydaje mi się, że to powoduje to, że jestem córką matriarki.
21597:  Matriarki prowadzą swoich posłów do przyszłości.
21601:  Szukają prawdy tego, co jeszcze nie przychodziło.
21604:  Może dlatego stworzyłam... brzmi to tak głupio, kiedy mówię to na głośno.
21609:  Wygląda na to, że stałam się archeologiem.
21612:  Wszystkie dzieci rebelejują przeciwko swoim rodzicom.
21614:  To naturalna część urodzenia.
21615:  Aha, dzielisz się wiedzą Matriarka Szeparda.
21618:  To dokładnie to, co powiedziała Benezia, kiedy mi to powiedziała.
21622:  Ale było więcej do tego niż to.
21623:  Czuję się wdrażana do przeszłości.
