Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
16614:  Wiele odliżanców i wozów transportowych zostało obrabowanych przez gang Ogdryskola na terenie Nowego Hanoweru i Elizabeth Zachodniego.
16621:  Lokalnym bankom również zaleca się powzięcie środków ostrożności, gdyż napadnięto na kilka z nich.
16625:  Członkom gangu Ogdryskola nie wystarcza łup, lubują się w torturach i rozlewie krwi, pozostawiając za sobą wiele wdów i wdowców.
16631:  Podróżnym zaleca się ostrożność i zabieranie ze sobą broni, szczególnie na terenie Big Valley, gdzie gang ponoć przejął duże ranczo i uczynił z niego bazę wypadową, zabijając właścicieli i pracowników.
16645:  Dajcie spokój, to jest... Koniecznie zerknij, pisze Szymon, na kanał Strangeman na YouTubie.
16649:  Zobacz najcudowniejsze ciekawostki i historie z tej gry.
16651:  Będę musiał.
16654:  Rainboy Unicorn.
16655:  Witamy serdecznie na czatach.
16657:  Mam niesamowity hype, żeby zobaczyć stream od samego początku.
16659:  To moja ulubiona gra od paru lat.
16661:  Moja też.
16662:  Moja też.
16667:  Jest dalej, no jest piękne!
16669:  Sekta relig... HREZJA!
16671:  Sekta religijna werbuje, mieszkańcy Valentine protestują, czelonianie oskarżeni o bluźnierstwo.
16677:  Obrazoburczy kult czelonianizmu, jeżeli się tak go czyta, nadal kwitnie, obecnie jest praktykowany publicznie i wierzymy, że stanowi zagrożenie dla naszych swobód i wolności.
16687:  Cyni chrześcijanie mieszkający w Walentajn zebrali się w kościele w zeszłą niedzielę w ramach protestu przeciw religii, która według nich i wszystkich rozsądnych ludzi jest jafnym bluźnierstwem.
16697:  Cepłaszwe mi!
16699:  Czelonianie!
16701:  Aktywnie wyrpują młodych mężczyzn.
16704:  Valentine zmaga się z ruchem religijnym rodem z własnego podwórka.
16707:  Czelonianie wierdzą, że prawdziwa Biblia przed stu lat została zesłana z niebios naszemu wielkiemu prorokowi.
16713:  Lokalni przywódcy, Lebiodzie, ostrzegają, że te bluźnierstwa są zagrożeniem nie tylko dla regionu, ale także dla całego kraju.
16721:  Dla Czelonian... Żółwie są święte.
16725:  Mają być starożytnymi boskimi stworzeniami, dlatego nie wolno ich krzywdzić.
16730:  Żółwi nie zależy krzywdzić niezależnie od tego, czy są boskimi stworzeniami, czy nie.
16733:  Żółwie są super.
16735:  Wśród protestujących można było zobaczyć transparenty z przykreślonymi podobiznami żółwia.
16741:  Formacja żółwia, tak, ale takiego jak w przyrodzie.
16748:  Spór graniczny z Meksykiem przybiera na sile.
16751:  Nine thousand hours later.
16754:  Żołnierze blokują przejście.
16755:  Prezydent wzywa do zawieszenia handlu z Meksykiem.
16757:  Relacje USA i Meksyku nigdy nie były tak napięte od czasu...
16768:  który przejął prezydenturę w 876.
16771:  Granatores rozmieścił żołnierzy wzdłuż granicy, blokując przejście poszukiwaczom, rancherom i renegackim bandynom Indian najeżdżającym na meksykańskie osady.
16780:  W ramach odwetu w izolacjonistycznym tonie prezydent McAllister wezwał do założenia przez na Meksyk embarga.
16786:  Powiedział, że US of A dostarczały Meksykowi zasoby przez wiele lat, a także pomogły w zakończeniu wojen z Apacheami przed dekadą, w zamian zaś otrzymały niewiele prócz wrogości.
16800:  poszukiwania prehistorycznych kości.
16803:  Polowanie na dinozaury trwa.
16805:  Nowy Hanower okrzyknięty rajem dla geologów.
16807:  Pozdrowienia dla wszystkich geologów.
16813:  Paleontolog amator Deborah McGuinness, która okrzyknęła Nowy Hanower miastem raju dla geologów, prowadzi wykopaliska w kilku miejscach w naszym stanie.
16822:  Skamieliny z grizzly spchnęły panią McGuinness do konkluzji, jakoby region w czasach prehistorycznych miał zamieszkiwać nieodkryty dotąd gatunek dinozaura, który potrafił chodzić, pływać i latać, a także przyrządzać steki.
16836:  Pani paleontolog nazywała ten gatunek dinozaura.
16839:  totalizaurem i postanowiła poświęcić swe życie odkrywaniu jego szczątków, chociaż inni geologowie twierdzą, że, meanwhile, językowi puryści, geolodzy, nie geologowie, miałbym dwie formy poprawne, chociaż inni geologowie twierdzą, że odkryte dotąd skamieniny nie przedstawiają dowodów na istnienie takiego stwora,
16860:  Kilka uniwersytetów odrzuciło teorię pani McGinnis, m.in.
16865:  Uniwersytet *** Gielloński, dodając, że powinna zająć się raczej pisaniem powieści, aniżeli poszukiwaniem pozostałości dniazorów.
16871:  Tak, to zdecydowanie brzmi jak Uniwersytet *** Gielloński.
16875:  Abundance is the dullest desire.
16879:  Epidemia dżumy szaleje.
16881:  Statki poddane kwarantannie.
16883:  Epidemia dżumy, która wybuchła w Indiach i Hongkongu, przypomina tego polityka, który nie umiał wymówić Hongkong, przeniosła się na naszych żołnierzy stacjonujących na Filipinach.
16892:  Kilku żołnierzy zmarło w Manili z powodu odrażającego choróbska.
16896:  Mimo usilnych starań lekarzy i higienistów, ta groźna choroba znów zawitała na nasze ziemię.
16901:  Zachorowania miały miejsce w Nowym Jorku i Saint-Denis.
16904:  Załogi statków przybijających do naszych portów musiały wpuścić na pokład lekarza albo zawrócić.
16909:  Ciała osób, których przyczyną śmierci mogła być dżuma, należy niezwłocznie spalić, nawet jeśli obecność choroby nie jest została stwierdzona w wyniku badania bakteriologicznego.
16917:  Eee tam!
16918:  Eee!
16919:  Gdzie tam?
16920:  Jaka dżuma?
16923:  Jaka dżuma?
16924:  To grypa sezonowa jest!
16928:  To jest taka kryptośleszata czuma!
16932:  To jest taka... Gadają w media jakieś zmanipulowań!
16939:  Jakieś sypijski bakterio... Jaka czuma!
16949:  Wojna wybucha na Filipinach.
16951:  Rebelia przeciw Stanom Zjednoczonym rośnie w siłę.
16954:  Pierwsza Republika Filipińska wypowiedziała wojnę Stanom Zjednoczonym, sprzeciwiając się traktatowi paryskiemu.
16960:  Nie był raz pierwszy.
16961:  Podpisanemu po zakończeniu wojny amerykańsko-hiszpańskiej.
16964:  W jego wyniku Hiszpania straciła Filipiny na rzecz USA.
16966:  Po tym, jak padły pierwsze strzały, amerykańska marynarka ostrzelała miasto.
16970:  Iloilo, jeżeli tak to się czyta.
16973:  Najeźdźcy udzielą pomocy humanitarnej.
16974:  Departament wojny!
16976:  Wtedy się nie certolili, nie?
16978:  Dzisiaj mamy... Ministerstwo Obrony, ja... Obrony.
16983:  Spodziewa się szybkiego wygaszenia konfliktu.
16985:  Amerykańskie wojsko jest silne i nowoczesne.
16987:  Filipińczycy zaś uzbrojeni są głównie w maczety Bolo, włócznie łuki i inną ręcznie wykonaną broń.
16992:  Amerykańska okupacja archipelagu filipińskiego wzbudza wiele kontrowersji, jednak przywódcy wojskowej planują przeprowadzenie akcji humanitarnej po zakończeniu konfliktu.
16998:  A, to spoko, mogą ich zabijać.
17001:  A taki niedźwiedziń martwi mieszkańców.
17003:  My nigdy tego nie skończymy.
17006:  Podczas wyprawy na jelenia pewien myśliwy został zaskoczony przez wielką niedźwiedzicę, którą najwyraźniej została oddzielona od swych młodych, która wielkie zwierzę instynktownie zaatakowało.
17016:  Myśliwy oddał pięć strzałów, zanim go dopadło, łamiąc mu obie ręce, tnąc pazurami organy wewnętrzne i masakrując twarz.
17023:  Mężczyzna został znaleziony martwy przez ekipę poszukiwawczą wysłaną w ślad po nim, po tym zgłoszeniu o zaginięcie przez jego żonę.
17031:  Tydzień wcześniej ta sama niedźwiedzica zabiła krowę.
17034:  Ustanowiono nagrodę w wysokości 10 dolarów za złapanie tego groźnego zwierza.
17039:  To nie w kij pierdział, to jest 1 trzecia naszego majątku.
17042:  Nie wiadomo czy niedźwiedzica odniosła poważne obrażenia, myśliwym zaleca się wszelako zachowanie ostrożności.
17049:  Ja może nadrobię czaty.
17052:  Geografów też pozdrawiam, poza geologami.
17054:  Ty wiesz, chłopie, ile gazet jest w tej grze?
17056:  Ja nie wiem, ale dużo, okej.
17057:  W tych gazetach pisze Szymon, najpiękniejsze jest to, że czasem można odnaleźć postaci miejsca, które są tu odpisane.
17063:  Tak, no to na początku to było przepiękne.
17065:  Moja ulubiona gazeta to ta, nie będę spojlował, która.
17070:  Jeremy Gill.
17071:  Sztuka wędkowania.
17073:  Bas niebieski.
17074:  Jak wielokrotnie pisałem w tych felietonach, które są moje, dzięki wędkowaniu inteligentny człowiek może ujrzeć i zrozumieć ludzkość w pełnej krasie.
17081:  Jako sławny wędkarz, pisarz i niech wolno mi będzie rzecz filozof, myślę, że Jeremy Gill jest odległym krewnym Olgi C***czuk, przywołem do zagrożeń związanych z rozpoznawalnością.
17092:  Pewnego razu, gdy wręczałem autograf chorującemu Napoleon Młodzikowi w Kuala Lumpur, zapytał mnie, co sądzę o wędkowaniu podczas deszczu.
17100:  Cóż, nie ma lepszego czasu na wędkowanie.
17103:  Kolego, to zdecydowanie jest daleki krewny Olki ***.
17107:  Odparłem i... śmiałem się serdecznie, klepiąc go po plecach, przez co srodza się rozkaszlał.
17114:  Wzmusiło to w nas obu zakłopotanie.
17117:  Biedny młodzieniec.
17120:  To była pauza retoryczna.
17121:  Życie bywa bardzo niesprawiedliwe.
17123:  Wędkarstwo mnie tego nauczyło.
17124:  Często powtarzam, że najgłębszy wgląd w duszę można uzyskać stojąc na ulewie.
17132:  Pewnego razu, gdy wędkowałem na deszczu za pomocą żywej przynęty opodal Scarlet Meadows, na haczyk złapał się na menstrualnych rozmiarów bas niebieskich.
17142:  Gdyby on był menstrualnych rozmiarów, to już nie byłoby takie wesołe.
17145:  A mimo to nie udało się go złowić.
17146:  Ot!
17149:  Jaka metafora.
17152:  Ha, ha, ha.
17153:  Dobra, na każdą porę.
17154:  Zdecydowanie.
17155:  Czuły... Czuły wędkarz.
17158:  Victor on point.
17160:  Tym pięknym akcentem zakończyliśmy wydanie gazety z Nowego Hanoweru.
17167:  Oczywiście, że jest rok.
17168:  1899, wydanie 17.
17168:  Jeszcze są reklamy.
17169:  Ja jestem w niebie.
17180:  Jestem w niebie.
17184:  Czytaliśmy całą noc!
17188:  W tej grze jest... Nie!
17197:  Jestem wzruszony i zachwycony.
17205:  Nastał dzień.
17207:  Tak, w trakcie czytania gazety mija czas Idziemy do saloonu Meals, barbers, rooms... Trzy rzeczy, które lubię Eeej, all right, there we go
17249:  Sara, stop!
17265:  Zdajecie sobie sprawę, że to są właściwe klawisze?
17275:  To, to, to się nie zdarzyło w żadnym filmie.
17280:  To jest rzecz, która mnie najbardziej zawsze wkurwia na wszystkich filmach, że pokazują jakieś zupełnie ludzi, którzy sobie machają tymi łapami byle jak, a w tle na przykład jest, nie wiem, polonez albo coś, nie wiem, niewypowiedzianie smutnego.
17294:  Nie, nie.
17298:  Na parapecie jest karta kolekcjonerska, zaraz weźmiemy.
17301:  Pleased to meet you.
17305:  Cóż, ty nie jesteś tylko najtrudniejszy mężczyzna na górach.
17308:  O, bądź spokojna, Anastasia.
17309:  Ktoś może wiedzieć, że to jest ptaszka.
17311:  Dokładnie, tak, to jest ptaszka.
17312:  I to wszystko, Arthur.
17314:  Cokolwiek mówisz.
17316:  Ile ty kosztowałeś?
17318:  Czy to nie dobry sposób, żeby rozmawiać z kobietą?
17323:  O, nie wiedziałem, że rozmawiam z kobietą.
17325:  Przepraszam.
17331:  Cóż, muszę powiedzieć, że masz fajną drogę z kobietami, amigo.
17334:  Tak, zwykły dandy i szalik.
17336:  Gdzie jest Bill?
17338:  O, człowieku, boję się o to myśleć.
17341:  Hej, hej, hej, tu jest on!
17345:  Hej, patrz gdzie idziesz, zrób to łatwiej!
17347:  O, i mamy odpowiedź!
17352:  Ej!
17362:  A, R to jest blok.
17379:  Oh boy, oh boy.
17381:  Tu się robi poważnie.
17385:  R!
17387:  A, wciskać trzeba R, dobra.
17395:  Co tu się dzieje?
17399:  Tommy, zostaw to!
17399:  Chodź tu, mały kurczak.
17433:  Kiepski jest ten keybinding przy, przy, to muszę powiedzieć, przy walce.
17443:  O!
17444:  To nie jest nasz kapelusz chyba.
17455:  Chodź, piękny chłopiec.
17459:  Piękny chłopiec?
17460:  Zgadza się.
17461:  Piękny chłopiec?
17461:  Chodź.
17462:  Nawet się nie zacząłem.
17462:  Czego się boisz?
17463:  Powiedziałem, że to będzie zabawne, prawda?
17469:  Jesteś w porządku, Arthur?
17473:  Tak.
17474:  Mam tego chłopca.
17488:  Spójrz jak robimy w Valentine!
17505:  Nie możesz się doczekać!
17510:  Włoż jego twarz w mokro!
17534:  Takiego.
17535:  Dobrze!
17537:  Pokaż mu... Pokaż mu JP Morgan!
17548:  Przestań!
17549:  Przestań!
17549:  Proszę!
17550:  Proszę!
17550:  Przestań!
17551:  Proszę!
17551:  Przestań!
17551:  Przestań!
17552:  Przestań!
17552:  Proszę!
17552:  Proszę!
17552:  Proszę!
17553:  Proszę!
17553:  Proszę!
17553:  Proszę!
17553:  Proszę!
17553:  Proszę!
17554:  Proszę!
17554:  Proszę!
17554:  Proszę!
17554:  Proszę!
17554:  Proszę!
17555:  Proszę!
17555:  Proszę!
17555:  Proszę!
17555:  Proszę!
17556:  Proszę!
17556:  Proszę!
17556:  Proszę!
17556:  Proszę!
17557:  Proszę!
17557:  Proszę!
17557:  Proszę!
17557:  Proszę!
17558:  Proszę!
17558:  Proszę!
17558:  Proszę!
17559:  Proszę!
17559:  Proszę!
17559:  Proszę!
17560:  Proszę!
17560:  Proszę!
17560:  Proszę!
17561:  Proszę!
17561:  Proszę!
17561:  Proszę!
17561:  Proszę!
17561:  Proszę!
17562:  Proszę!
17562:  Proszę!
17562:  Proszę!
17562:  Proszę!
17563:  Proszę!
17563:  Proszę!
17563:  Proszę!
17563:  Proszę!
17563:  Proszę!
17564:  Proszę!
17564:  Proszę!
17564:  Proszę!
17564:  Proszę!
17564:  Proszę!
17572:  Proszę!
17572:  Proszę!
17572:  Proszę!
17573:  Proszę!
17573:  Proszę!
17573:  Proszę!
17573:  Proszę!
17573:  Proszę!
17574:  Proszę
17577:  Zobacz, kogo znalazłem, śpiewając.
17580:  Josiah Trelawney.
17582:  Tego samego.
17583:  Cóż, myślałem, że pójdziesz do Nowego Jorku.
17586:  I przegapisz cały ten glamour.
17589:  Musisz żartować.
17589:  Jak się czujesz?
17591:  Dobrze, doskonale dobrze.
17595:  Pojechałem do Blackwater, szukając ciebie, panowie.
17598:  Nie jesteś bardzo popularny w tej chwili.
17603:  Javier i Charles, zapomniałem o was.
17607:  A Bill wygląda tak dobrze jak może.
17609:  Szanowni państwo, zawsze miło.
17613:  Mówisz raczej.
17614:  Nie jesteśmy za popularni w Blackwater.
17618:  Zostawiliśmy tam dużo pieniędzy.
17620:  I młody Shawn, wydaje mi się.
17622:  Shawn.
17623:  Znalazłeś go?
17625:  Tak, znalazłem go.
17627:  On jest zaśpiewany przez niektórych poszukiwaczy buntów, próbując zobaczyć, ile pieniędzy rząd zapłaci im.
17635:  Wiem, że jest w Blackwaterze, ale mówimy o ich ruchu.
17637:  Jeśli wstąpimy w Blackwaterze, to...
17642:  No to zdecydowanie jesteśmy śmierciami.
17645:  Będzie Pankratonów na całym miejscu, ale jeśli jest żywy, musimy spróbować.
17649:  Tak, oczywiście.
17651:  To Ty chcą, Dutch.
17652:  Zawsze jest.
17654:  Charles, znajdź to, co możesz, ostrożnie.
17658:  Josiah, weź Javier.
17659:  Arthur, posuń się.
17661:  Dołącz się, kiedy jesteś gotowy.
17663:  A co o mnie?
17667:  Jestem zachwycony.
17676:  Hotelik ma opcję kąpieli, mówicie?
17677:  No tak, ale trzeba jeszcze wyprać ciuchy.
17681:  Dajcie spokój.
17685:  Interesuje mnie jedna rzecz, to znaczy przede wszystkim chciałbym znaleźć ten salon, z którego zostaliśmy wyrzuceni i znaleźć nasz kapelusz.
17692:  Jestem jak Jack Sparrow, bez przerwy szukam kapelusza.
17695:  Mówiliście, że połyskuje.
17699:  Ten nie połyskuje.
17706:  Krzysztof nie widzi połyskującego kapelusza.
17716:  Czy to jest nasz kapelusz?
17719:  Nie wygląda zbyt imponująco.
17722:  Jak się zmienia ciuchy przy koniu, to się same czyszczą.
17725:  Okej, okej.
17727:  Ten drugi oczywiście, no tak, no tak.
17730:  Czego mnie to kompletnie dziwi, że nie pamiętam jaki mam kapelusz?
17736:  Czemu nie możemy zagrać?
17737:  Ja umiem grać, czemu nie mogę?
17744:  To jest, to jest po prostu coś absolutnie przewspaniałego i rewelacyjnego.
17749:  Dobra, taktyczny zapis.
17752:  A, jeszcze karta.
17753:  Dobra, zaraz uczynimy.
17755:  Zaraz zbierzemy kartę.
17758:  Czy jest jakiś szybki zapis?
17759:  Musi być jakiś szybki zapis.
17762:  Karta, mówicie.
17765:  Ja nawet jeszcze nie ogarnąłem, że tutaj cokolwiek można zbierać.
17768:  A można.
17780:  Amazing Inventions.
17782:  Domyślam się, że to są wszystkie karty, które możemy zebrać.
17786:  Tak, karta niesamowitych wynalazków.
17790:  Wspaniałe.
17793:  Cudowne.
17794:  Generalnie genialne.
17799:  Jestem zachwyconym człowiekiem.
17806:  Moi drodzy, to była wspaniała przygoda, którą będziemy kontynuować.
17811:  Będziemy ją oczywiście kontynuować.
17813:  Podejmiemy ten wątek fabularny równo za tydzień.
17818:  Ale dziękuję Wam, czaty, za to, że zostałem namówiony do gry w Red Dead Redemption 2.
17823:  Odświadczam, że Dead Mage Redemption będzie serią kontynuowaną aż do zakończenia Red Dead Redemption 2 w całości, z wszystkimi questami pobocznymi.
17835:  Bez grania offscreen.
17837:  Wszystko z czytaniem najdrobniejszych opisów przedmiotów będzie robione na streamach, więc spotykajmy się tutaj co niedzielę.
17846:  Co sobotę będą Solsy.
17848:  W środę najbliższy stream z Warhammera 2.
17851:  Zwyciężyli Skaveni w naszym... Skąd ja to wiedziałem, że zwyciężył Skaveni w sądzie?
17857:  Ale to nie jest tak, że ja ustawiłem jakoś specjalnie.
17859:  Dziękuję wam serdecznie za rozmowy, dziękuję za to przeżycie wspólne, bo tak należy zazwać.
17864:  Przeżyciem narracyjnym i gamingowym zarazem.
17867:  Dziękuję jak zawsze za trybuty.
17869:  Dziękuję wszystkim trybutariuszom, którzy nowo dołączyli do naszej jamniczej społeczności.
17874:  Życzę Wam dobrej końcówki świąt.
17877:  Wykorzystajcie jeszcze ten czas, żeby sobie coś obejrzeć fajnego w dowolnym streamingu.
17883:  albo coś poczytać i zacznijcie tydzień z przeświadczeniem, żeby każdy dzień kończyć na przynajmniej jakimś drobnym, drobnej chwili dla siebie, chwili odpoczynku i autorefleksji.
