🔴 Jedi, który gapił się na kozy | JEDI: FALLEN ORDER Livestream #2
🔗 https://www.youtube.com/watch?v=ga7G53uCoiE

14:  Zasmucające informacje są zasmucające.
19337:  Okej, zakładam, że tędy.
19338:  Znalazłem cel!
19358:  Spróbujemy zrobić to prosto.
19366:  Aha, to się nie uda.
19368:  Idź do tej winy, którą nie wiesz, gdzie prowadzi.
19371:  Wiecie, musicie być bardziej precyzyjni, bo ja nie wiem, gdzie prowadzi żadna z win.
19395:  No, przynajmniej ten miecz potężniejszy.
19406:  No, to jest dramat z brakiem fasts, ale to jest kompletnie niepotrzebne, nie?
19428:  Nacechowany emocjonalnie komentarz polityczny.
19442:  Nie kaznął, że tutaj nie byliśmy?
19443:  Niemożliwe.
19447:  Niemożliwe.
19452:  Więc winda, co do której nie wiem gdzie iść, to jest ta.
19456:  Ta.
19456:  Ta winda.
19458:  Więc wydaje mi się, że idę w dobrym kierunku.
19476:  Mamy to.
19506:  Nie wiem, czy... nie wiem, czy idę w dobrym kierunku.
19516:  Zresztą kontuję to dlatego, że odzwyczajam się powoli od kontr, które były w... Nie no, przecież myśmy tutaj już byli!
19530:  A my powinniśmy iść do tej windy tutaj.
19532:  Ja nie wiem, jak do niej dojść.
19534:  Boże, ta mapa jest koszmarna!
19540:  My musimy tu iść, do tej windy.
19542:  Nie mam pojęcia, jak do niej dotrzeć.
19544:  Do tej.
19544:  O, tędy, tędy, tędy, tędy, tędy, tędy.
19557:  Zobaczymy.
19557:  Mówicie, że dobrze idę?
19559:  Nie chce mi się w to wierzyć.
19565:  I ciągle nie przetestowałem przyczynięcia przeciwnika.
19567:  Tak!
19568:  Bo teraz się rozpaczli, usiłuję stąd wydostać.
19572:  No ale to była winda z akrobacjami, właśnie.
19585:  Myśmy tą windą jechali, nawet ja to pamiętam.
19591:  Barze.
19596:  Jezus Maria, no nie mam pojęcia.
19600:  To tędy jeszcze nie byliśmy.
19603:  Level Designer płakła jak projektował.
19605:  No, oj, owszem, owszem.
19608:  O, dobra, dobra, dobra, to pamiętam.
19611:  To pamiętam.
19616:  Stamtąd przyszliśmy.
19620:  A tu się nie da przejść?
19623:  Nie da się przejść.
19644:  Dobrze, tu jeszcze widzę, że coś jest zielonego.
19647:  Spróbujmy to odblokować.
19651:  W jakich grach bym pochwalił mapy?
19654:  Czy zależy czy mapy... Tak, są zaprojektowane.
19657:  Jeżeli chodzi o grę sci-fi'ową, chyba nie pamiętam takich, która byłaby dobrze zrobiona.
19661:  Zawsze jest problem w sci-fi'ach z mapami, zawsze.
19667:  O, o, o, tu się coś dzieje.
19672:  Tu się coś dzieje, moi drodzy.
19678:  Tak.
19683:  Tak jest, tu się coś dzieje.
19691:  O tak, o tak, o tak.
19695:  Co mamy niby zbadać?
19697:  To będzie dobrze, gdy wrócimy.
19708:  Boże, drogi, nie jestem w stanie tego zweryfikować.
19715:  Nie no, tędy na pewno nie.
19719:  Myśmy kiedyś z nim walczyli.
19726:  Mi się wydawało, że mamy jechać na górę, a nie na dół.
19729:  Ale to jest na pewno inna winda.
19736:  Ooo, zabijałem go już kiedyś.
19743:  Dobra.
19747:  A myśmy walczyli z nim już w Thrill.
19750:  Z tamtym przeciwnikiem.
19754:  Tak, tak, pamiętam to miejsce.
19759:  Ooo, tak!
19762:  Ooo, tak!
19764:  Dobra.
19765:  A jak mówicie, że warto z nim powalczyć, to zobaczymy.
19780:  Zwłaszcza... Wiecie co zrobimy wpierw?
19788:  Tak.
19790:  Wypoczynek.
19792:  Bo ja zapomniałem o jednej rzeczy, że mianowicie w tej grze nie respi nas przy najbliższym miejscu, tylko przy ostatnim.
19802:  Odpocznij.
19814:  Ile razy będę jeździł do wino?
19816:  Tyle, ile trzeba, moi drodzy.
19817:  Nie ma, nie ma tak.
19818:  Musi być odwaga.
19821:  Filma zaciesz, bo się domyśla, co nadchodzi.
19828:  Bardzo, bardzo piętnujesz napięcie i stopniujesz je.
19834:  Zobaczymy, czy faktycznie warto było.
19843:  Niech to koniec.
19882:  Eee... Nie było warto!
19888:  Nie było warto!
19889:  Dobra.
19914:  Aaa, gin, gin.
19925:  I idziemy.
19934:  Dobra.
19934:  Ja idę w dobrym kierunku.
19935:  Chyba tak.
19939:  Dlaczego wracaj?
19943:  Nie tędy?
19947:  Jezus Maria, przecież to jest tak nieintuicyjne.
19954:  Wracaj, nie tędy.
19961:  Tu się nie da przejść.
19962:  Ale moi drodzy, tu się nie... Niemal nie innej opcji.
19966:  Tam, gdzie walczyłem z gościem, było bieganie po ścianie?
19969:  Co?
19970:  Tam mam wrócić?
19971:  Czy tu?
19976:  Drzwi naprzeciwko windy, tak.
19981:  No chaos jest potworny.
19984:  Jezu, tak, chyba idziemy... Dobrze!
19987:  Dobrze!
19989:  Dobrze!
19994:  Tak, poznaję to miejsce!
20009:  Bądź skoncentrowany.
20016:  Jak możemy wygrać?
20017:  Myślę, że mogę go zabrać.
20031:  A, przeszedł!
20032:  Uwaga!
20057:  I będziemy z nimi walczyć Mam ogromną nadzieję, że idę we właściwym kierunku
20075:  Okej.
20077:  O Jezu, tam jest ten.
20079:  Dobrze widzę.
20086:  Uciekam, uciekam, uciekam, uciekam.
20096:  Za mało leczenia jest.
20105:  To nie jest twoja najlepsza szansa.
20106:  Co?
20144:  BD... Gdzie jesteśmy?
20152:  BD-1?
20157:  Cześć, przyjacielu.
20166:  Gdzie jesteś?
20166:  BD?
20167:  Muszę znaleźć drogę stąd.
20170:  Gdziekolwiek tutaj.
20170:  Jest coś tam.
20173:  Ktoś, kto mnie zamknął, zabrał mój światłowizor.
20184:  Muszę go odnieść.
20210:  Wtyczka.
20213:  Mogę być słabym jak kupa, skoro kupię siła.
20215:  I Herkules dupa, kiedy ludzi kupa.
20217:  To dlatego.
20221:  Dobrze, że mamy szmoc.
20222:  Widzicie?
20223:  Gdybyśmy byli rycerzem, mielibyśmy przerąbane.
20226:  A tak, mamy szmoc.
20228:  Szmociarze zawsze wygrywają.
20234:  Co to jest?
20239:  Ale muszę powiedzieć, że to jest interesujący.
20247:  Interesujący.
20249:  Zabieg fabularny.
20250:  Podoba mi się coś takiego.
20251:  Lubię.
20252:  Lubię, lubię, lubię, lubię.
20275:  Krzysztof, nie!
20279:  Wiecie, że ja jestem człowiekiem, który nie zna strachu.
20285:  O Boże, co?
20292:  Człowiek nie znający strachu to innymi słowy ktoś, kto jest głupim narwańcem.
20300:  Eee... Siop... Pff... A gdzie jest B... Gdzie jest BD-1?
20307:  Nie ma BD-1.
20316:  Teraz się okaże, że to są niewłaściwe wtyczki, trzeba było inne wtyczki.
20330:  Ten tłok działa.
20335:  Ten tłok nie działa.
20341:  Nie swędzi oko.
20342:  Dramat.
20350:  Ja mam to puścić?
20352:  Tego się nie da puścić?
20354:  Trójka nie działa.
20354:  Eee, nie działa.
20356:  Eee?
20359:  Co?
20359:  Co mam zrobić, żeby puścić ten kabel?
20362:  Come on!
20368:  No nie mówcie mi nawet, że nie mogę z tym... Dobra, eee... Nie, eee, nie działa.
20379:  Puszczenie też.
20382:  Wciskam frenetycznie i nie działa.
20392:  Więc tak.
20397:  Z też nie działa.
20400:  Generalnie nic nie działa.
20409:  No, w tym momencie wciskam każdy przycisk i żaden nie działa.
20426:  Otóż kontrol, moi mili.
20431:  Dobrze, czyli ten tłok był ewidentnie dobrze.
20438:  A jeśli to tutaj dam?
20442:  Okej.
20442:  Yyy...
20454:  To znaczy, dobrze, ale chyba w dalszym ciągu nie otworzyły się te, które powinny były.
20460:  Jezus Maria.
20461:  Przecież to jest taka katastrofa absolutna.
20464:  O, nie, a mapy.
20465:  Świetnie.
20467:  Zapomniałem, że mapę mamy tylko dzięki temu, że jest droid.
20473:  Dajcie spokój.
20481:  Czemu nie ma muzyki?
20482:  Odebrano im muzykę i od razu głupieje.
20485:  Jeszcze bardziej.
20488:  O nie, to nigdy dobrze nie wróży.
20494:  Obserwowanie... przypomina o obserwatorach.
20499:  Obserwatorzy przypominają o beholderach.
20503:  Tu jest dużo trupów, a ja nic nie widzę.
20512:  Okej.
20515:  Jak?
20516:  Pajęczaki znowu.
20517:  O nie.
20521:  O nie.
20525:  Okej.
20527:  Okej.
20533:  Tu jest straszne pole siłowe.
20536:  Tu znowu są te piek... przyprzone wtyczki!
20540:  Nie znoszę wtyczek!
20545:  Gdzie mnie... Co tu jest z kolei?
20547:  A, może tutaj jest druga strona tych drzwi, które próbowaliśmy otworzyć.
20551:  Diabli wiedzą.
20552:  W sumie... Nie, nie.
20555:  Magowie nie lubią backholderów?
20557:  Jezus Maria, czy wyście to widzieli?
20564:  Czy wyście to widzieli?
20566:  Jezus Maria, co to jest?!
20570:  Co tu się dzieje? !
20581:  BD-1?
20591:  BD-1?
20593:  Czy to ty?
20596:  Znalazłem cię!
20611:  No i gdzie ja mam to podpiąć?
20616:  Niby do której wtyczki?
20619:  Tu jest tylko jedna wtyczka.
20621:  Nie mówcie mi nawet, że... Okej.
20635:  Muszę powiedzieć, że to jest... Właśnie miałem powiedzieć, że to jest najdłuższy kabel świata.
20644:  Płynie się na kablu.
20645:  No dobra, ale gdzie?
20661:  Dlaczego jak ja coś sam wymyślę?
20665:  To nigdy nie jest tak, jak powinno być.
20668:  No dlaczego tak się dzieje?
20671:  Dlaczego się tak dzieje?
20679:  Okej.
20682:  Może na górze?
20683:  No jest to dziwne.
20690:  Nie mam pojęcia, dlaczego te stwory tam spadają.
20692:  Czy myślicie, że to jest... Na górze na pewno nie.
20697:  Może tu?
20699:  Ale to nie wygląda na wtyczkę.
20700:  Nie, nie jest wtyczka.
20703:  Do góry mówicie.
20705:  No dobra, spróbujemy z dużego rozbiegu w takim razie.
20709:  Maksymalny rozbieg, jaki jesteśmy w stanie wziąć.
20720:  Tak!
20723:  Jeden problem.
20724:  A, nie, nie ma tego problemu.
20726:  Boże, jaki ja jestem inteligentny.
20729:  Jestem tak genialny,
20732:  Jestem tak genialny, że mój geniusz można byłoby odmierzać kroplomierzem, wstawiać do probóbek i wysyłać do Sewry pod Paryżem.
20745:  Co tu jest?
20748:  Nie wiem.
20751:  Skromność jest podstawową... Zakończę, proszę bardzo.
20754:  Hej!
20760:  Cieszę się, że też cię widzę.
20763:  Proszę bardzo, BD-1 ma mapę!
20764:  Dobra, teraz gdzie jest nasz miecz?
20789:  Andrzej Sapkowski byłby szczęśliwy.
20791:  Andrzej Sapkowski uważa, że każda dobra opowieść fantastyczna to ta, w której tracimy moc.
20797:  Więc utratasz mocy, Andrzej Sapkowski.
20800:  Duży orgazm.
20806:  Eee... okej.
20809:  Nie, nie mogę, nie mogę, co tu się dzieje?
20811:  Okej, okej.
20815:  I co pewnie dam z powrotem, prawda?
20821:  Teraz BD-1 nam może pomagać robić różne rzeczy.
20826:  Co w tym miejscu oznacza nie wiem co.
20829:  Okej, chyba tędy.
20832:  Tu jest coś czerwonego, zielonego, rzeczy są.
20836:  Krzysztof nigdy nie wie random username.
20838:  Co się stanie?
20841:  Krzysztof nigdy nie wie.
20842:  Proszę bardzo.
20842:  Proszę bardzo.
20845:  Proszę bardzo.
20845:  Wszystko jasne.
20846:  Wszystko jasne.
20848:  I wróciliśmy do strasznego miejsca z wtyczkami.
20864:  Filipie, dzięki za trybut, czaty.
20865:  Krzysztof zrób A, Krzysztof robi B, C, D i na końcu robi A. Też Krzysztof, jestem genialny.
20871:  To przypomina mi opowieść o pewnym profesorze, który mówił zawsze, jest pan genialny, mówi pan to samo, co ja.
20880:  Mam wrażenie, że to nic nie dało.
20884:  A gdyby tak?
20886:  A gdyby tak?
20890:  Tego już nie potrzebujemy.
20892:  Może te tłoki coś nam dadzą, nie?
20901:  No.
20903:  A, bo to jest winda.
20905:  Widzicie, to dlatego.
20929:  Już widzę na czym polega problem.
20933:  Już widzę na czym polega problem.
20934:  Potrzebujemy wtyczki, gdzie będzie szmoc.
20937:  Tak.
20943:  Proszę bardzo, mądry BD.
20946:  Zrobił tak, że jest szmoc!
20953:  Szmoc!
20959:  No dobrze, no to stąd jest szmoc tutaj.
20962:  Czyli dobrze.
20967:  Słyszałeś?
20969:  Wygląda na to, że ktoś wreszcie wróci do domu.
20993:  Arena!
20995:  Nie mówcie mi, że to będzie arena!
21001:  Okej, lubię areny.
21004:  Przypomina mi się od razu Two Worlds 2, gdzie był najlepszy quest z areną możliwy.
21049:  O, wreszcie się pojawił!
21055:  Mieliśmy akcję na to, jak długo będzie nam trwało, by go znaleźć!
21071:  A ty kim jesteś?
21077:  Kto jestem ja?
21080:  Jestem Sgt.
21081:  Tormo, kochanie!
21083:  Jestem bossem tej operacji!
21083:  Masz grubą osłonę, dziękuję, że przywieźłeś nas razem!
21084:  Będę!
21085:  Jak najszybciej się stajemy!
21085:  Mamy specjalnego zawodnika dla ciebie dzisiejszego dnia!
21092:  Wsparcia z wieczornej era!
21097:  Jedi!
21098:  Zobaczmy, co ma!
21101:  O!
21101:  Ktoś może zdobyć swoje dziecko?
21102:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
21136:  Tak!
21137:  Dobrze!
21139:  Dobrze!
21141:  Wykorzystanie elementów środowiskowych celem zabicia żaby.
21152:  Nie mówię za dużo.
21185:  Spójrz na te oczy!
21204:  Daj mu jakąś prawdziwą akcję!
21205:  Uwielbiam to!
21206:  Ładne wygrywanie!
21219:  O nie!
21220:  Pają, pają, pają, pają.
21225:  O Boże, co? !
21248:  Zostaw.
21249:  Nie rusz.
21249:  What a strike from the Jedi!
21250:  Fuck!
21250:  Right here behind.
21265:  Right here behind.
21275:  Nie wiem co tu zrobić, ale okej, mogę spowolnić.
21284:  To jest za dużo.
21285:  Dobra!
21299:  Fuck.
21302:  Zawsze jest... Nie jestem w stanie się przed nim bronić.
21310:  Ale tam parowanie.
21311:  Nie jestem... W życiu nie sparowałem żadnego potwora.
21314:  W życiu.
21324:  Serio będę?
21327:  Okej, na szczęście nie.
21351:  Teraz to wszystko!
21392:  Jak zawsze, jak już wiem, kto jest w przeciwniku przede mną.
21397:  O.
21403:  Może zostawię ich?
21403:  Nie, nie mogę ich zostawić.
21404:  Nie mogę ich zostawić.
21420:  Szkoda!
21428:  Come on!
21442:  Ok, odprzydliwy.
21447:  O, znowu to, znowu to.
21450:  A może one zabiją się nawzajem, to byłby super.
21459:  Nie wiem co jest gorsze, chyba ten jest gorszy dla mnie, bo nie umiem go parować w ogóle.
21462:  A, kompletnie nie umiem go parować.
21463:  Come on!
21484:  Come on!
21491:  Jasne, to jest jakiś dramat.
21497:  Ja nie umiem go parować.
21500:  To jest nieprawdopodobne.
21502:  Nie nauczyłem się i nie nauczę się nigdy.
21509:  Dramat.
21511:  Ech.
21519:  O, przy parowaniu ludzi to nie jest jakiś problem wielki, jestem w stanie to wyczuć, ale parowanie tych ataków... Nie mam pojęcia, jak się za to zabrać.
21538:  Och, teraz tego nie będę parował.
21558:  To wszystkim jest za mało mocy w tym etapie, zdecydowanie.
21568:  Ok.
21568:  Lecimy.
21606:  Co?
21606:  Już atakują?
21613:  Pają, Niemcy jest gorsze w sumie.
21625:  Chyba ten pająk jest gorszy.
21629:  Już go bardziej boję.
21634:  Ale on jest gorszy, bo nie jestem w stanie go unikać.
21637:  Więc diabli wiedzą, co jest gorsze.
21639:  Absurdalne sytuacje.
21662:  Najgorsze jest to, że one walczą w zgrupowaniu i nic nie... nic nie mogę zrobić, żeby je rozdzielić.
21673:  A, próbowałem właśnie zablokować i nic.
21674:  No, stracę.
21687:  I nie mogło rzucać miecza.
21689:  Naprawdę mógł robić takie rzeczy, które on robił.
21696:  Też bardzo mi przeszkadza brak życia.
21716:  Odpychanie nie działa na takich przeciwników.
21727:  Z najzbawiejsze jest to, że one siebie nawzajem nie atakują.
21732:  No i też to, że walczą w zgrupowaniu.
21737:  Praktycznie nie do rozdzielenia są.
21747:  A, pęczek.
21747:  O, już wiedziałem.
21750:  Okej, mnie denerwuje już.
21762:  Sprawowanie tutaj absolutnie nie jest intuicyjne.
21764:  Absolutnie nie jest intuicyjne.
21813:  W górę!
21819:  Uważaj!
21846:  Nic nie widzę!
21895:  Nie daje rany.
21897:  Nic nie robię, tylko unikam.
21898:  W jakichś normalnych warunkach poćwiczyć te nieszczęsne bloki.
21909:  To jest za każdym razem, w każdej grze są inaczej zrobione.
21919:  Tak irytujące.
21923:  Mam nadzieję, że wytrzymaliście się wszyscy.
21966:  Patrzcie na te serca, Jack!
21967:  Nie możemy ich wszystkich wygrać!
22005:  Jest.
22005:  Czemu jest więcej tutaj nagle?
22019:  Jest już chwileczkę lepiej.
22026:  Dwa jeden jest.
22026:  Drugi.
22033:  Aha.
22053:  Aha.
22079:  To nie jest twój dzień!
22080:  Hej, BB!
22102:  Jak się udało ich rozdzielić, to teraz jest lepiej.
22108:  Jak walczą razem, jest katastrofa.
22124:  Iii... Jest to ostatni.
22135:  To jest niesamowite, Jedi!
22137:  Najlepsze jest jeszcze do przyjęcia!
22141:  Chciałbym, żebyś wiedział,
22165:  Zbyt ślisko, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy, jedziemy
22210:  Członkami pogodów Haxionu są groźni łowcy nagród pochodzący z najróżniejszych zakątków galaktyki.
22216:  Wykorzystują części droidów i plecaki rakietowe, a do działania motywuje ich zarówno obietnica zdobycia sowitej nagrody, jak i emocje.
22225:  Towarzyszące tropieniu celów, dlatego właśnie ścigają wyłącznie na im niebezpieczniejszą zwierzynę.
22229:  Są zarozumiali i pewni siebie, nikt im jeszcze się nie wyślizgnął.
22234:  Boże, szanuję, bez G zapisali i dopilnują, by tak zostało.
22251:  Sztoka tak wkurwiło combo trolla i pająka, że po prostu nie miał szans.
22254:  Tak!
22256:  Tak!
22257:  Tak było!
22262:  Boże drogi!
22268:  Ale pomysł zajebisty stoi, ale strasznie.
22271:  No Guardians of the Galaxy moment, absolutnie.
22274:  Jaki piękny.
22275:  Hey, Grease.
22276:  Już się zapóźniał.
22277:  You're famous down there.
22279:  Hey, Heather.
22280:  Ugly group, huh?
22281:  They smell like used droid oil.
22283:  At least you're okay.
22284:  Yeah, a complication we could have avoided.
22287:  Luckily we found you.
22288:  We have another complication.
22290:  The Empire knows about the Holocron.
22291:  That's not good.
22293:  The entire mission is now at risk.
22297:  I miałem ładne porozmawianie z drugą siostrą.
22301:  Trillą.
22306:  Co ona ci powiedziała?
22307:  Powiedziała mi, że odkryła ją do Imperium.
22309:  Czy to prawda?
22310:  Czy to prawda?
22313:  Ona była moim uczniakiem.
22314:  Przed Persją.
22315:  Powiedziałaś mi.
22315:  Dostałem od Kiszyku enkryptową wiadomość.
22335:  Kale, znaleźliśmy Tarfula i on jest wdzięczny do spotkania z tobą.
22341:  Ale to nie wszystko.
22343:  Imperium przeszło naszą pozycję na refinerii.
22348:  Saw się odzyskał z świata.
22349:  Niektórzy z nas wiążą się z Wookie Fightersami w lesach.
22354:  Bądźcie ostrożni.
22355:  Ty też.
22359:  Peter?
22360:  Później.
22360:  Mamy jej radę.
22361:  Wszystko będzie w porządku.
22362:  Cześć, chłopie.
22363:  Czekaj.
22363:  Czy możemy porozmawiać?
22365:  Co?
22386:  Chris to jest Jeeze, moim drodzy.
22388:  On wygląda w sumie jak Horace Slughorn.
22414:  Bo Jack Black, tak.
22415:  Nie wiem, co to jest.
22448:  Nowy cel na holomapie.
22480:  O, bogowie.
22482:  Holoskop na modliszce musi zostać użyty.
